"";"";"";"";"emji_mains_en_prière";""
"1";"emji_mains_en_prière";"3.46313595184796";"1.35128914484981";"1.06707731335866";"26"
"2";"emji_visage_avec_des_étoiles_à_la_place_des_yeux";"4.11960822017611";"1.54695732167269";"0.961979197339775";"42"
"3";"emji_étincelles";"3.69906373573573";"1.44585864753426";"0.903755958484788";"64"
"4";"genocide";"-1.08757642784416";"2.64008270571752";"0.900500493183358";"67"
"5";"sioniste";"-0.939858986610159";"2.50758446664868";"0.894548778029331";"73"
"6";"comprendre";"-0.192023485703453";"-0.00810901844356809";"0.888129785723267";"84"
"7";"prisonnier";"-1.10495165599196";"2.74254716168273";"0.885442638672333";"88"
"8";"écrire";"-0.384319626434072";"-0.0133796406017719";"0.882632401514467";"97"
"9";"onu";"-1.00793481257203";"2.3276550765436";"0.877201670042289";"109"
"10";"adopter";"-0.0867218061677387";"-0.16026450192525";"0.875844240029846";"113"
"11";"bête";"-0.0503001736720062";"-0.343869331478358";"0.875548095549075";"114"
"12";"genève";"-0.411169292416145";"-0.412320800215017";"0.874248013187109";"116"
"13";"voiture";"-0.499159283800949";"-0.190358855387196";"0.874037131615249";"117"
"14";"pigeon";"-0.0730194739669887";"-0.217781704393737";"0.873562875648603";"118"
"15";"chrétien";"-0.915294102768769";"2.13853912699297";"0.872840720050001";"120"
"16";"cesser";"-0.916784641259053";"2.09035785579343";"0.871437169175799";"123"
"17";"humain";"-0.238092855404287";"0.272979387745019";"0.871228209306511";"124"
"18";"taxer";"-0.796460964120274";"0.103111855259771";"0.869702276321061";"126"
"19";"chasser";"-0.187248300728476";"-0.0446233119643542";"0.867291955582925";"129"
"20";"travail";"-0.435450984034009";"0.0765899899833669";"0.865346889152012";"134"
"21";"répondre";"-0.398585280585292";"0.0163869939226531";"0.864798091353971";"136"
"22";"loup";"-0.1819045659357";"-0.297883963100269";"0.864569307605506";"137"
"23";"réponse";"-0.251384409155818";"0.0611861890391754";"0.864450364330442";"138"
"24";"maltraitance";"-0.1849796785778";"-0.309237057553376";"0.864256980366222";"140"
"25";"emji_visage_retenant_ses_larmes";"3.36575905667911";"1.22514613761426";"0.862402031671773";"144"
"26";"protéine";"-0.17039515419905";"-0.234536505663932";"0.862226044172954";"145"
"27";"maladie";"-0.638677872121394";"0.0227033759504466";"0.862213805961829";"146"
"28";"chasse";"-0.0656040825362609";"-0.657825282326105";"0.861539187216356";"148"
"29";"bombarder";"-1.04813600835888";"2.5505688524439";"0.861445630643708";"149"
"30";"humanitaire";"-0.940672142808893";"2.39375999316032";"0.861050771336013";"152"
"31";"gagner";"-0.594584974616837";"0.0179589133224764";"0.860158696773034";"156"
"32";"apprendre";"-0.0878472196566528";"-0.230170187292763";"0.859867407119816";"158"
"33";"triste";"0.0669014389824104";"-0.0817674499121937";"0.859031769927148";"162"
"34";"faune";"-0.298130706954674";"-0.267168864799333";"0.858806425014867";"163"
"35";"hérisson";"0.258109076690835";"-0.196232361535871";"0.858501380016914";"164"
"36";"emji_colombe";"3.92221227966906";"1.82585222035571";"0.857988487714321";"166"
"37";"oiseau";"0.0074588935016456";"-0.489782584397884";"0.857675857048316";"168"
"38";"coût";"-0.78563086967454";"0.155177051523559";"0.857610316876341";"169"
"39";"changer";"-0.0877891871770379";"-0.236829315412199";"0.857078915543701";"170"
"40";"emji_visage_déçu";"0.267422058446585";"-0.290976531742075";"0.856872989941634";"171"
"41";"octobre";"-0.935403843522811";"2.08256607749079";"0.856676571710194";"174"
"42";"faux";"-0.542632542538117";"0.185841856181716";"0.854622473943805";"179"
"43";"moyenne";"-0.743327200033127";"0.0729806517822551";"0.854063663063934";"180"
"44";"démocratie";"-0.836775554944217";"1.68714617727552";"0.853259278823642";"182"
"45";"mot";"-0.147099253730492";"-0.283422366637758";"0.85224401301149";"183"
"46";"pacifique";"-0.946394753781898";"2.15754030521768";"0.851645857799986";"187"
"47";"produit";"-0.725500274974492";"0.0413855010530943";"0.851427289417832";"190"
"48";"santé";"-0.4879697814434";"0.0646295079101628";"0.851008155972369";"191"
"49";"mois";"-0.555642296902672";"-0.0351915640582611";"0.850901956619633";"192"
"50";"genre";"-0.274972915598366";"-0.0837216074396584";"0.850598024186328";"193"
"51";"écosystème";"-0.357932843131266";"-0.223857506914373";"0.850440242290835";"194"
"52";"innocent";"-0.719439902241824";"1.94197094753292";"0.85043376918743";"195"
"53";"emji_mains_en_prière_peau_moyennement_claire";"3.84902781533027";"1.5201797495635";"0.850430734920209";"196"
"54";"poser";"-0.395371778584985";"-0.0617280207939361";"0.850018681431595";"198"
"55";"milliard";"-0.75579879353905";"0.241544749921769";"0.849437214689807";"201"
"56";"voir";"-0.238485140745717";"-0.114953815909553";"0.849209948074953";"202"
"57";"public";"-0.681040608552123";"0.286821236036366";"0.849208329799102";"203"
"58";"emploi";"-0.740979620712236";"0.0512367652857123";"0.848197311961058";"207"
"59";"émouvant";"3.93898109150561";"1.5573407978907";"0.847365720458018";"209"
"60";"habitat";"-0.240671556838735";"-0.311403309507953";"0.847000495826848";"211"
"61";"sanction";"-0.952244364434343";"2.15155057400345";"0.846932022529894";"212"
"62";"drone";"-0.96721151266432";"2.09114942439157";"0.846676739514366";"213"
"63";"chose";"-0.217894192709526";"-0.0833135607575573";"0.846675323522996";"214"
"64";"coûter";"-0.642299732776392";"-0.0192345576840147";"0.845924038959072";"217"
"65";"autorisation";"-0.977815758920985";"2.13272103022014";"0.845251341916172";"220"
"66";"liban";"-0.971690953035804";"2.74829357991163";"0.84519328627001";"221"
"67";"banque";"-0.735479197198574";"0.172418231436307";"0.845129566658368";"222"
"68";"acheter";"-0.486228910972465";"-0.133686262971754";"0.845022659309948";"224"
"69";"soldat";"-0.928195796592071";"2.30335937184827";"0.845005768555751";"225"
"70";"argument";"-0.487640090920962";"0.171804999137096";"0.844974009892171";"226"
"71";"sentir";"-0.284580987142838";"-0.101010559048082";"0.844819059979418";"228"
"72";"marché";"-0.676076261638845";"-0.0242139603523265";"0.844704668105185";"229"
"73";"avis";"-0.44756745980933";"0.220960740811561";"0.844409838473543";"230"
"74";"franc";"-0.422739507324929";"-0.435009194536112";"0.844182976427651";"231"
"75";"penser";"-0.196830675719937";"-0.265875504332083";"0.844112884854846";"232"
"76";"espèce";"-0.279691662955848";"-0.207734086381281";"0.843642674577829";"234"
"77";"équipe";"-0.264300883975893";"-0.0393509705940523";"0.843098327038378";"235"
"78";"rat";"-0.276284233908912";"-0.236629171260999";"0.842778414131042";"236"
"79";"compagnie";"-0.0984413180782757";"-0.218632917114062";"0.842650671481037";"238"
"80";"climatique";"-0.730792059226021";"0.0199343666861465";"0.842483786783881";"240"
"81";"propos";"-0.333716105571321";"0.304764266664188";"0.842383049112144";"242"
"82";"instinct";"-0.123364879679027";"-0.393295820468538";"0.841970287627844";"243"
"83";"monde";"-0.285921764282294";"0.122150925242382";"0.84182090053833";"244"
"84";"adorable";"3.08098496413427";"1.09615591136228";"0.841764968879222";"245"
"85";"génération";"0.0802882033160643";"-0.447327804430821";"0.84139367571361";"246"
"86";"travailler";"-0.426357607744269";"-0.098206470905608";"0.841294151748761";"248"
"87";"terrorisme";"-1.02182207584682";"2.42766133335781";"0.841252278861111";"250"
"88";"poulailler";"-0.0748759534272556";"-0.44198493162278";"0.841138696124804";"251"
"89";"pauvre";"-0.232973404956027";"-0.3360905210774";"0.840903236988453";"252"
"90";"végétarien";"-0.23214344282607";"-0.310824485746921";"0.84028343733744";"254"
"91";"bombardement";"-1.11913770717995";"2.82414055725308";"0.84026331003154";"255"
"92";"élevage";"-0.351782144165611";"-0.203987176732044";"0.840259163199672";"256"
"93";"augmentation";"-0.752148649383722";"0.0395603196123054";"0.840188262488941";"257"
"94";"petit";"0.242685165773934";"-0.418807488912314";"0.840174911713168";"258"
"95";"produire";"-0.680208499715884";"0.0278868824263406";"0.839847615422261";"259"
"96";"emji_notes_de_musique";"4.16587003518902";"1.55961195495991";"0.839631575596124";"260"
"97";"réduire";"-0.732266324994473";"0.12889058004606";"0.839540851006216";"261"
"98";"refuge";"-0.28145878204859";"-0.0586556122213505";"0.839277476611432";"262"
"99";"fiscal";"-0.800602077528804";"0.0973546211929191";"0.838366488449441";"265"
"100";"empoisonner";"-0.390793386010731";"-0.00657275147089462";"0.837704714768537";"266"
"101";"vétérinaire";"-0.285594645098055";"-0.141741684162047";"0.837461669964134";"267"
"102";"lausanne";"-0.245776394298295";"-0.171779300747265";"0.837399973197306";"268"
"103";"égalité";"-0.453054128665508";"0.0196679456276548";"0.837383689296553";"269"
"104";"route";"-0.551316559827798";"-0.0195350724152215";"0.83724026959924";"270"
"105";"âge";"0.24036220595855";"-0.318858301306483";"0.837003697898241";"271"
"106";"faute";"-0.527723840048";"0.121441375727845";"0.83694281026934";"273"
"107";"voter";"-0.619191403579325";"0.236961821903316";"0.836697034624437";"274"
"108";"emji_deux_coeurs";"3.68747413852259";"1.37842011916544";"0.83660651231901";"275"
"109";"employé";"-0.716448821100768";"0.0366225874437183";"0.836449640703683";"276"
