être;2525;4867;4279;9210;1078;8933;8268
de;1457;3201;3549;8758;848;7223;6890
avoir;1228;3215;2750;5759;667;5549;5942
la;1147;2735;3064;6641;564;5284;5041
les;780;2329;2846;6537;902;4515;4690
et;1174;2122;2998;6576;682;5132;5222
le;927;2696;2571;5605;491;4626;4324
pas;391;2137;2208;4887;603;5079;4062
c;1185;2590;1708;4173;488;4358;3969
à;742;1623;1775;4607;415;3634;3883
ne;301;1226;2081;4131;529;4404;3356
des;399;1215;2164;4482;537;3280;3029
en;500;1876;1716;4906;408;3293;3237
l;632;1712;1805;4376;370;3433;3366
que;574;1258;1683;4134;420;4153;3414
un;579;1528;1523;3490;408;3124;2914
pour;621;1116;1546;4046;389;2744;2569
d;414;848;1562;3555;314;3105;2689
qui;238;902;1590;3357;343;2886;2318
on;402;1409;1010;2947;314;2458;2561
je;583;1721;589;2064;293;2937;2586
il;498;1252;1210;2839;327;2571;2463
une;543;1061;1169;2792;274;2513;2308
faire;379;1106;1162;2686;307;2407;2450
ce;529;724;1070;2294;256;2641;2109
ça;418;1384;690;2019;255;2083;2163
vous;393;570;924;1387;182;2126;1279
mais;307;1061;834;2285;242;2318;1841
qu;263;724;960;2003;252;1973;1880
plus;260;731;696;2541;242;1572;1759
dans;241;827;820;2225;220;1758;1913
du;280;811;946;2317;244;1615;1545
j;838;1480;216;1014;176;1296;1806
ils;219;545;813;1479;259;1033;1218
y;226;703;628;1545;132;1272;1303
avec;296;697;560;1495;179;1194;1348
tout;309;527;567;1414;157;1312;1381
bien;437;625;467;1233;159;1359;1367
au;198;648;643;1535;145;1080;1147
dire;213;820;497;1005;115;1467;1118
si;187;415;497;1430;158;1411;1154
sur;104;386;531;1570;102;1432;962
se;95;511;641;1283;164;1179;1219
pouvoir;122;341;518;1391;145;1247;1029
comme;243;502;504;1158;169;1151;1062
tu;91;514;344;724;77;1291;790
par;65;283;731;1489;113;923;796
ou;75;395;464;1232;133;1033;872
même;135;497;416;1049;114;1098;1053
s;129;356;500;970;110;938;931
nous;196;301;291;904;89;702;875
elle;388;389;265;483;152;688;709
cette;436;250;266;636;122;772;938
aussi;238;522;292;796;101;639;680
quand;94;361;343;838;117;724;785
non;75;366;435;832;86;797;564
bon;330;357;212;615;99;673;772
ces;228;188;415;783;78;621;717
falloir;73;252;305;916;89;731;655
oui;164;343;294;657;60;654;545
savoir;95;318;251;603;78;742;670
personne;149;135;346;689;74;728;556
leur;50;116;323;731;125;552;580
me;200;426;109;442;64;655;731
rien;69;231;324;661;64;713;618
vouloir;79;230;287;698;67;663;526
devoir;62;191;318;768;81;596;576
très;328;232;134;544;85;556;544
moi;252;608;76;363;79;440;573
tous;157;190;294;587;83;438;593
donc;18;170;321;772;67;580;399
mon;279;379;85;319;72;496;651
aux;67;157;311;779;65;423;461
encore;102;275;224;588;61;491;537
son;150;175;218;457;66;523;557
sans;42;165;264;596;51;534;474
alors;36;206;254;621;69;578;407
t;63;320;202;371;35;616;375
merci;702;183;136;248;38;464;329
toujours;137;256;181;443;48;467;441
an;99;253;158;438;38;292;573
trop;410;271;69;360;48;295;371
quoi;41;264;203;388;72;565;316
juste;59;146;166;454;41;591;376
où;36;144;181;484;44;377;467
sa;121;163;164;336;47;371;460
déjà;55;162;144;597;46;352;354
là;70;206;173;357;50;398;413
votre;84;95;193;288;22;615;268
moins;37;149;127;579;61;271;322
autres;28;86;187;540;48;400;347
jamais;62;201;189;366;41;383;392
aujourd_hui;60;179;84;293;31;324;613
peu;47;177;114;366;51;402;410
beaucoup;136;121;74;419;39;345;381
cela;34;85;153;438;29;413;311
avant;63;144;151;311;42;387;375
m;102;246;61;275;32;325;387
pourquoi;26;153;236;325;29;372;211
nos;71;80;98;453;47;199;392
après;32;211;145;365;38;259;358
car;10;87;156;449;42;350;289
toi;65;253;115;173;21;404;257
autre;36;124;140;306;32;346;341
ma;122;262;30;179;49;228;426
ses;56;89;163;309;47;305;312
notre;76;73;130;373;37;271;292
leurs;26;57;192;373;48;208;316
mieux;56;158;70;310;42;288;316
quelle;314;150;96;154;23;194;302
contre;20;73;330;360;15;249;182
depuis;32;114;241;352;46;165;267
parce_que;7;89;153;366;37;301;260
quel;198;117;113;224;19;250;282
croire;40;159;139;220;29;308;235
maintenant;48;171;108;255;31;187;334
te;44;150;80;179;16;370;207
lui;74;144;87;167;44;261;295
chez;47;170;75;280;57;171;240
ceux;12;61;138;312;44;246;203
bravo;397;55;91;129;28;131;177
toute;121;84;129;269;19;179;257
eux;48;51;150;275;54;180;232
ton;22;107;76;157;13;401;178
2;41;123;117;315;27;139;194
surtout;40;90;90;314;28;223;213
mes;91;128;18;148;35;158;362
comment;37;115;118;203;36;252;203
entre;17;74;126;326;17;213;166
elles;60;61;62;204;13;215;199
mal;19;131;63;175;45;248;232
toutes;88;73;121;253;10;187;176
ni;3;40;118;136;16;151;129
deux;37;91;115;223;17;160;197
ah;65;188;104;141;10;181;164
vos;43;33;86;182;23;249;154
1;47;93;51;308;12;85;125
chaque;13;85;60;265;11;122;172
tant;48;33;87;195;32;161;165
aucun;8;37;122;185;21;205;99
certains;11;37;69;205;19;196;149
dame;238;64;10;39;90;87;154
ici;21;65;71;177;11;185;115
sous;9;76;117;161;10;142;99
monsieur;167;63;33;53;12;126;151
cet;59;66;56;126;9;139;164
ta;11;85;40;93;11;200;145
3;14;69;39;203;19;105;135
plein;44;59;36;164;20;107;145
point;7;35;48;158;16;206;101
autant;9;35;50;191;27;117;119
aucune;5;36;92;135;10;184;84
pendant;22;33;80;187;24;58;150
ailleurs;6;49;78;161;17;134;99
assez;15;51;41;204;17;107;103
peut_être;7;42;42;131;13;154;116
bah;8;91;49;117;12;128;105
50;11;34;28;247;7;52;65
10;14;46;41;208;12;56;89
madame;163;33;9;46;41;80;94
pourtant;11;41;57;149;13;107;97
dont;11;21;87;143;9;128;74
enfin;56;37;54;117;12;92;94
million;2;19;63;254;9;23;36
4;45;54;29;139;12;55;86
souvent;5;34;28;136;16;131;112
5;32;52;40;170;9;38;90
voilà;37;71;49;79;7;109;80
oh;150;97;20;26;11;51;87
ben;17;84;47;96;15;75;84
loin;9;49;36;99;8;91;111
quelques;9;31;36;134;11;69;126
tes;4;41;31;76;11;135;88
dommage;33;39;23;94;9;88;110
puis;13;30;41;118;17;77;90
fort;44;55;36;78;9;80;81
sinon;11;46;38;99;6;110;71
plusieurs;7;29;43;129;5;88;78
quelque;4;25;39;70;7;108;119
quelqu_un;17;43;21;75;10;117;78
force;29;20;79;73;4;97;62
vite;11;41;12;98;10;53;114
20;10;44;49;132;4;49;66
mêmes;8;38;41;101;1;97;61
ok;9;58;26;72;11;95;56
partout;10;41;44;98;11;72;67
sauf;3;41;42;120;11;65;63
vive;101;57;17;53;6;36;36
envers;13;25;36;47;8;88;93
hein;10;61;34;73;6;82;51
6;46;32;14;92;5;31;55
100;10;21;30;139;3;53;44
selon;1;16;49;132;3;67;37
chacun;7;15;14;83;4;95;83
ainsi;6;5;49;89;13;64;78
80;30;46;15;80;5;25;105
celui;12;39;32;69;6;65;70
longtemps;13;47;30;83;13;48;67
000;3;16;67;120;5;12;15
combien;4;23;29;126;6;44;45
certaines;5;12;16;89;12;91;63
2025;12;34;18;88;9;40;70
7;3;15;105;77;3;24;49
ensuite;1;15;33;100;8;66;52
30;8;36;11;113;3;37;61
presque;11;36;21;76;6;46;76
vers;5;13;14;97;6;67;64
parfois;4;30;12;59;16;76;75
devant;6;26;46;51;6;43;95
jusqu_à;4;26;35;79;7;34;73
tard;22;36;7;54;7;42;84
e;17;33;34;49;2;47;45
celle;10;36;29;56;3;60;48
grâce;24;17;18;93;8;39;44
derrière;6;35;32;57;4;60;45
60;16;32;10;62;3;39;63
dessus;1;22;27;63;6;56;57
dès;5;14;26;76;7;43;58
ouais;8;52;27;36;5;42;53
plupart;2;15;30;66;2;56;47
attention;6;17;22;58;4;59;43
15;4;15;10;96;4;30;47
70;13;31;21;47;0;20;83
2000;6;23;31;56;4;23;49
90;18;33;11;49;4;20;66
hors;3;10;11;67;1;81;24
merde;2;39;8;62;8;31;45
malgré;6;7;23;51;4;41;59
40;10;32;7;58;4;30;45
8;3;17;10;68;2;17;54
certain;7;12;14;37;2;54;55
0;2;24;10;83;2;30;17
con;12;30;8;32;8;44;40
or;22;12;20;55;6;19;26
lorsque;1;12;24;45;6;37;40
25;8;19;14;50;2;31;26
hier;21;23;21;21;0;26;43
tiens;4;20;15;29;2;43;31
autour;2;12;9;44;8;35;42
lors;0;7;32;50;3;30;32
celles;4;9;16;38;7;45;26
tel;3;11;18;28;4;48;32
lorsqu;1;2;21;52;6;31;29
puisque;0;6;21;44;3;39;28
soi;5;7;11;24;5;44;39
arrière;15;17;6;30;4;16;36
12;4;19;7;50;4;17;27
dehors;4;9;8;34;9;26;41
haha;13;34;4;22;3;24;27
eh;7;22;12;20;3;23;27
environ;3;3;7;72;2;9;18
trois;5;11;11;38;8;16;27
afin;3;1;20;49;0;27;14
200;4;8;27;58;1;13;4
ceci;5;7;18;33;2;26;19
9;3;7;7;46;1;16;25
concernant;1;2;14;40;4;34;17
certes;0;2;18;41;0;25;24
anti;0;3;19;28;3;42;10
durant;2;11;17;29;1;23;26
différents;1;13;4;31;1;34;24
2023;4;12;23;29;0;19;16
2024;6;7;9;35;3;19;26
dedans;0;30;5;28;3;20;19
16;1;11;4;41;2;15;24
d_abord;1;9;10;38;1;22;18
x;9;14;9;17;1;19;19
jusqu_au;4;13;9;21;4;14;34
14;4;19;8;21;2;17;23
quels;17;10;13;22;2;17;15
certaine;1;10;7;23;3;32;20
telle;7;1;12;28;1;20;23
moindre;0;2;8;32;1;31;21
ha;9;18;7;17;0;17;15
parmi;6;5;17;22;3;22;18
pardon;1;22;17;17;3;15;16
laquelle;2;4;9;25;0;35;16
1948;0;1;36;2;0;1;3
18;3;8;9;34;0;15;19
in;35;7;10;15;1;11;6
chouette;32;7;3;14;1;11;19
ouf;10;20;2;9;2;21;20
11;2;6;19;24;0;11;23
demain;1;4;11;28;1;14;25
gare;2;6;11;34;1;10;14
voire;0;5;10;32;0;17;16
quant;2;7;16;23;2;21;8
lequel;0;6;7;20;4;21;19
17;5;14;6;21;0;10;19
quasi;0;8;1;38;1;19;8
nul;2;10;8;16;0;15;20
près;3;8;4;21;4;16;18
cependant;0;0;8;23;2;29;10
quelles;5;1;11;23;1;23;9
ci;4;10;13;17;0;16;11
suivant;2;5;4;21;2;15;23
13;2;17;5;13;1;10;17
via;0;0;8;37;0;16;5
mille;7;9;4;18;1;11;13
hélas;5;5;5;13;3;14;20
euh;2;13;6;19;2;16;10
jusqu;2;8;14;12;3;12;10
35;1;9;3;22;0;5;19
davantage;2;2;3;34;1;15;6
45;0;6;7;29;1;9;11
hop;5;14;0;20;2;7;12
19;1;6;4;32;1;5;10
dessous;1;6;5;23;2;13;8
pseudo;3;2;11;9;1;20;12
pis;2;11;3;15;2;13;10
2026;5;6;4;29;0;4;9
300;1;7;6;35;0;7;3
24;4;9;6;20;2;7;6
uns;5;2;5;15;0;20;11
v;1;8;8;8;2;21;6
500;1;6;3;33;2;4;5
puisqu;0;2;5;22;6;14;6
22;1;4;12;16;0;7;13
o;7;7;7;9;1;10;11
mince;0;15;2;10;2;9;11
75;2;5;12;20;0;3;9
2022;1;2;6;32;0;1;5
1000;3;5;6;21;2;5;11
mme;3;12;4;9;3;5;12
eux_mêmes;0;0;7;12;2;19;12
tels;0;1;6;15;1;19;9
lendemain;0;3;3;11;2;10;20
g;3;5;7;13;1;10;7
salut;7;6;3;12;0;7;12
f;6;5;8;14;0;12;5
b;5;9;4;15;0;6;7
vôtre;3;4;6;7;0;19;8
voici;3;1;6;13;1;17;5
1967;4;0;6;4;4;7;16
1970;7;6;2;11;0;5;13
u;8;7;4;8;0;10;5
nulle;1;1;1;13;0;16;9
neuf;1;5;2;23;1;6;5
heu;1;11;3;10;1;9;6
tandis_que;0;1;6;22;2;7;4
n_est_ce_pas;2;3;5;12;0;13;4
demi;1;7;7;11;2;5;9
quatre;1;5;4;13;1;3;12
aïe;0;11;1;3;0;5;6
1980;6;4;1;8;0;4;16
