"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7"
"énerver";-8,662;-0,73;-3,224;-2,198;-1,279;9,345;14,183
"voyager";-9,162;-9,773;-5,491;9,636;-0,079;-12,284;64,114
"reprocher";-8,995;-11,871;0,002;0,015;-1,328;78,548;-5,858
"rajouter";-6,976;-1,88;0,225;11,856;-1,353;14,661;-12,312
"près_de";-4,932;-0,066;0,002;24,118;5,788;-7,661;-1,023
"poster";-2,081;-2,803;0,002;-8,752;-0,069;66,551;-4,277
"portugal";-0,028;-1,477;-3,224;62,906;-0,05;-7,234;-7,258
"pomme";-8,495;42,158;-5,091;1,075;-0,042;-5,23;-0,709
"piscine";-6,649;118,563;-5,291;-2,361;-0,059;-11,837;-2,779
"parcours";3,297;-11,431;-0,688;0,918;-1,279;-0,286;5,431
"négocier";-8,995;-9,555;14,742;43,848;-1,328;-0,427;-7,687
"neuchâtel";-1,207;24,469;-3,511;4,356;-1,353;-1,987;-7,901
"insupportable";-8,995;0,203;-0,182;-0,049;-1,328;-0,09;12,722
"harcèlement";-8,662;-7,07;-5,191;-0,617;-1,279;0,295;59,502
"gaucho";-4,777;-7,281;0,325;-4,961;0,428;74,91;-5,655
"flux";-8,829;-11,651;-3,319;168,183;-1,304;-4,07;-11,864
"emji_biceps_contracté_peau_moyennement_claire";126,138;-6,736;-2,188;-7,735;0;-1,983;-4,933
"dent";-8,662;27,903;-0,688;-0,008;-1,279;-0,799;-0,292
"cycle";-0,318;0,904;-5,191;-0,617;-0,05;-2,599;14,183
"construction";-8,495;-11,211;-1,641;89,991;-1,254;-0,224;-3,722
"compétition";-6,485;-0,73;-3,224;14,043;-1,279;-5,431;11,608
"carrière";-3,214;-7,281;-3,319;-3,542;-0,059;-9,515;116,102
"bouffer";-8,995;2,291;-0,182;-3,732;444,672;-7,661;-4,277
"équivalent";-8,995;-5,677;-0,81;58,496;-1,328;-0,09;-1,86
"youtube";-1,841;-2,484;-3,224;-6,394;-1,279;54,269;-0,033
"trafic";-8,662;-11,431;2,513;74,454;-0,05;-2,599;-5,453
"structure";-8,829;-11,651;-1,805;111,324;-1,304;-7,447;-0,361
"serviette";-8,162;171,072;-4,892;-7,571;-1,205;-8,632;-6,618
"référence";-6,649;-5,479;-3,319;-0,251;-1,304;52,303;-0,06
"récré";3,036;7,102;-5,291;-6,619;-1,304;-11,837;16,167
"regretter";-4,777;-7,281;-1,805;-0,024;-1,304;-0,903;52,131
"prononcer";-6,812;18,901;0,002;-6,845;-0,069;0,163;0,158
"planter";-4,932;-4,115;-5,391;27,596;0,393;-4,256;4,657
"piéton";-7,995;-8,252;-2,844;148,112;-1,181;-8,411;-6,405
"piquer";-8,995;-0,374;-0,81;4,726;0,393;-1,845;8,194
"no";2,221;1,052;-0,093;-0,138;-0,042;-0,224;-1,451
"moral";-8,995;-7,491;-3,415;2,219;-1,328;36,52;-0,094
"majeur";-6,485;-7,07;6,509;34,098;-1,279;-0,799;-2,616
"liban";-6,649;-11,651;446,961;-13,023;-1,304;-11,837;-5,655
"identité";-6,649;-7,281;11,838;0,287;-1,304;29,739;-9,542
"hauteur";-8,662;-9,12;-1,723;16,778;-1,279;9,345;-0,033
"emji_visage_déçu";-1,276;-4,306;-2,749;-3,73;562,439;-2,988;-1,839
"emji_poignée_de_main";2,625;0,216;-0,004;0,06;-0,566;-0,011;-2,99
"emji_coeur_enflammé";158,027;-6,736;-2,188;-10,073;-1,008;-6,872;-1,996
"emji_coeur_avec_bandages";154,027;-10,111;-0,363;-8,947;3,341;-7,971;-5,981
"déni";-6,649;-3,933;19,337;-6,619;0,428;29,739;-4,091
"débattre";-8,829;-9,338;-3,319;-3,542;-1,304;116,415;-1,72
"créateur";-6,158;-6,651;-1,56;1,248;-1,23;58,465;-6,831
"coop";-6,649;-0,829;-3,319;134,261;-1,304;-11,837;-11,864
"constat";-6,812;-11,871;-1,888;1,317;-1,328;40,904;-0,094
"conscient";-0,441;-11,871;0,002;-3,732;-0,069;21,469;2,113
"claudia";222,094;-5,281;-5,191;-12,778;-1,279;-9,294;-5,453
"chasser";-6,649;-5,479;1,099;-4,961;665,452;-1,706;-7,472
"bénéficier";-8,662;-11,431;2,513;26,44;-1,279;0,295;-0,292
"bienvenue";0,253;1,344;0,272;-0,317;-1,328;-4,256;1,213
"bernard";10,981;0,026;-5,291;6,8;-0,059;-5,632;-2,779
"ahah";-1,11;56,785;-5,391;-10,894;-0,069;-0,427;-0,435
"actif";-8,829;-9,338;0,325;45,59;-0,059;-0,353;-0,914
"verser";-5,995;-8,469;5,135;70,272;-1,205;-6,595;-4,852
"toxique";-8,162;-8,469;-1,48;0,706;0,593;13,85;2,233
"st";-6,321;10,32;-3,128;35,59;-1,254;-9,074;-5,252
"récréation";56,203;-6,861;-5,091;-10,163;-1,254;-9,074;17,904
"pétrole";-8,662;-11,431;0,384;155,351;-1,279;-11,613;-11,64
"puissant";-2,936;-6,861;0,449;4,381;0,505;-0,699;4,231
"puissance";-8,495;-11,211;4,549;12,259;-0,042;0,377;0,06
"plat";-6,321;1,052;-1,641;-6,169;19,116;0,063;7,738
"ouai";-8,329;3,379;0,052;1,248;2,77;-0,002;-1,321
"odeur";-4,622;99,499;-5,191;-3,353;-1,279;-9,294;-0,809
"occident";-8,495;-8,903;141,289;-4,544;-1,254;0,063;-0,709
"nier";-8,495;-11,211;25,592;-3,167;-0,042;41,175;-5,252
"netflix";-8,829;5,324;-5,291;5,118;-1,304;-2,761;3,564
"multiplication";-0,832;1,637;-0,499;1,3;6,616;-1,116;-1,119
"maître";-6,485;-5,281;-0,688;-4,752;6,226;-5,431;77,271
"football";-6,485;-7,07;-0,688;19,755;-1,279;-2,599;9,291
"espoir";-0,377;-7,281;0,008;-1,419;-1,304;-1,706;37,868
"emji_étoile";111,104;-5,494;-0,78;-3,902;-0,615;-5,582;-3,414
"emji_mains_levées_peau_claire";132,28;-3,573;-3,128;-3,167;-1,254;-7,02;-5,252
"emji_doigts_croisés";52,598;-7,692;-1,64;-1,519;-0,861;-1,091;-0,03
"cour";-2,936;-2,328;42,536;-6,169;-0,042;-5,23;9,886
"compétence";-6,485;-11,431;-3,224;7,297;-1,279;35,167;-1,584
"commerçant";-8,495;-8,903;1,34;89,991;-1,254;-7,02;-3,722
"assassiner";-8,829;-11,651;509,706;-13,023;-1,304;-11,837;-9,542
"apparaître";-6,485;-3,752;-1,723;0,371;-0,05;20,192;0,031
"alimenter";-8,829;-11,651;1,099;50,373;-0,059;0,686;-7,472
"évidence";-6,158;-8,686;0,52;0,165;-1,23;64,2;-11,192
"éthique";-8,329;-10,991;0,052;21,836;6,703;1,11;-1,321
"victoire";-0,922;-7,07;0,384;47,408;-1,279;-3,886;-2,616
"supposer";-8,662;-3,752;1,215;0,068;0,465;20,192;-1,584
"solitude";-7,995;-10,551;-4,792;-11,794;-0,02;51,734;14,587
"rythme";-8,662;-5,281;-3,224;16,778;0,465;-2,599;11,608
"respirer";-8,329;-10,991;-3,033;-7,806;-0,034;3,19;69,994
"proposition";-3,074;-11,431;-0,688;57,497;-1,279;2,625;-11,64
"profondément";-1,841;-9,12;0,019;-0,191;-1,279;20,192;0,287
"numéro";-1,276;-4,306;-1,323;-2,448;-1,156;25,715;0,826
"musée";-8,495;-5,084;-1,641;35,59;-0,042;-0,012;-0,014
"maximum";-5,831;-6,234;1,768;45,249;0,641;-6,383;-1,075
"malin";-8,495;-0,635;-0,629;0,111;27,958;-0,012;2,872
"lecture";-8,495;-11,211;-3,128;-8,042;-1,254;132,112;-0,709
"journalisme";-4,314;-10,991;43,977;-1,882;-1,23;18,921;-5,051
"gaz";-8,662;-11,431;54,481;22,976;-1,279;-2,599;-5,453
"foule";-8,495;-11,211;89,266;-2,038;-1,254;4,264;-1,451
"facteur";-6,158;-6,651;-1,56;13,005;0,548;10,57;-2,297
"excuse";-8,662;-9,12;4,278;-0,617;-0,05;54,269;-5,453
"entourer";-1,724;-8,903;-1,641;-1,157;0,505;5,893;12,296
"emji_visage_avec_un_doigt_sur_la_bouche";-4,008;4,046;-0,032;-0,028;-1,181;-3,164;5,406
"emji_soleil";127,206;-2,21;-4,292;-4,411;-0,001;-7,311;-5,35
"emji_flocon";57,927;0,229;-1,461;-5,806;-0,811;-5,124;-1,867
"emji_drapeau_algérie";196,538;-7,692;-3,493;-6,287;-0,861;-7,815;-7,833
"drame";-6,321;-2,328;-0,093;0,469;-1,254;0,954;7,738
"cracher";-8,662;-1,477;0,384;-0,617;2,524;44,202;-9,32
"comporter";-8,662;-11,431;4,278;-0,617;-0,05;14,252;2,601
"commercial";-8,662;-11,431;24,663;68,558;-1,279;-7,234;-9,32
"cochon";0;-0,461;-1,48;-5,723;246,85;-4,832;0
"chinois";-8,495;-3,573;0,449;49,307;0,505;-2,439;-3,722
"île";-1,163;0;-0,126;0,494;-0,688;3,625;-1,074
"torture";-7,995;-8,252;286,054;-3,931;-0,02;-4,634;-8,435
"tonne";-7,995;-8,252;40,407;24,13;-1,181;-4,634;-3,182
"tit";-0,435;89,961;-4,592;-8,947;-0,01;-4,242;-4,261
"suffisamment";-8,495;-11,211;0,033;24,103;-1,254;2,898;-0,23
"sanctionner";-8,329;-10,991;157,3;2,169;-1,23;-5,03;-5,051
"réserver";-6,321;-5,084;0,449;7,824;-0,042;2,898;-0,23
"réfléchi";-6,158;-3,396;-0,572;-2,984;-0,034;83,016;-6,831
"roue";-5,995;-1,104;-2,938;53,368;-1,205;-8,632;0,148
"ongle";-7,662;0,433;-2,655;-0,157;-0,01;31,107;-4,261
"légitime";-8,495;-11,211;36,412;3,031;-1,254;7,786;-7,044
"jai";-5,668;-0,31;-2,749;-0,01;-0,015;-4,437;38,361
"idéal";-4,161;-6,443;0,598;2,429;0,593;6,821;-0,524
"emji_partition";181,205;-7,601;-4,492;-4,843;-1,107;-7,751;-5,77
"diviser";-5,995;-10,771;10,635;-0,056;-1,205;31,041;-3,36
"courageux";-0,262;-11,211;1,34;-2,038;-1,254;-2,439;41,032
"circulation";-8,495;-11,211;-1,641;126,487;-0,042;-3,703;-7,044
"chaos";-8,495;-8,903;249,261;-3,167;-1,254;-3,703;-3,722
"ba";-5,831;-0,988;-2,844;-1,58;0,641;11,934;3,809
"asie";-8,329;-2,175;-0,572;73,687;-0,034;-2,281;-6,831
"adresse";-7,995;-8,252;-0,464;7,48;-0,02;2,514;2,49
"épisode";0,787;-6,234;14,771;-3,931;-1,181;-4,634;11,873
"valable";-4,314;-8,686;0,052;6,449;6,703;8,322;-3,54
"supplémentaire";-8,329;-6,651;-0,572;73,687;-1,23;-0,605;-3,54
"strictement";-8,162;-6,443;3,128;1,439;6,957;16,741;-6,618
"résumé";0;-1,104;-2,938;0,015;0,593;6,821;-0,524
"répression";-8,162;-10,771;33,049;6,949;-1,205;0,58;-2,141
"repartir";-4,314;-10,991;-0,07;25,285;0,548;-2,281;1,995
"prévention";-5,668;-10,331;-0,412;47,199;0,692;-0,047;-1,839
"opportunité";-5,995;-8,469;-0,049;1,439;-0,027;16,741;0
"nobel";-7,995;-8,252;303,31;-2,624;-1,181;-4,634;-10,744
"mythique";93,147;-0,137;-1,56;-2,984;-1,23;-5,03;-8,878
"montant";-8,329;-8,686;-1,56;130,613;-1,23;-6,807;-5,051
"industriel";-8,162;-10,771;3,128;111,047;-1,205;-6,595;-10,968
"importance";-4,314;-3,396;0,52;1,248;-1,23;0,472;3,163
"fleur";-2,661;-1,104;-1,48;-2,802;0,593;0;23,248
"fantastique";52,196;-1,225;-4,991;-1,882;0,548;-5,03;-0,174
"extrémiste";-7,995;-4,499;61,854;-7,336;-1,181;17,658;-4,654
"emji_ok_peau_claire";95,939;-0,571;-2,467;-1,94;-1,082;-7,531;-5,56
"détourner";-8,329;-10,991;58,012;-0,093;-1,23;10,57;-5,051
"durer";-4,161;-8,469;1,616;13,791;-1,205;-4,832;6,778
"douchette";-8,162;212,192;-4,892;-9,676;-1,205;-10,943;-10,968
"documentaire";1,69;-6,234;-1,401;-3,931;-0,02;32,46;-1,989
"discrimination";-7,662;-10,111;-0,008;3,341;-1,131;45,197;-5,981
"convenir";-5,995;-6,443;-2,938;-1,729;29,584;11,233;3,475
"constitution";-7,995;-10,551;97,525;-0,028;-1,181;1,468;-4,654
"conclusion";-8,329;-8,686;0,52;-0,436;-1,23;83,016;-8,878
"cesse";-8,329;-10,991;21,728;1,248;2,77;-6,807;10,513
"abri";-7,495;-1,452;6,518;32,146;-1,107;-5,75;-1,55
"élu";-5,506;-10,111;6,143;22,976;-1,131;0,376;-2,831
"échapper";-5,668;-2,875;8,491;0,072;-1,156;-0,355;5,85
"volontaire";-7,995;-10,551;5,453;7,48;-1,181;1,468;0,209
"video";0,169;-3,22;-0,049;-7,571;-1,205;-0,516;30,925
"trajet";-7,829;-10,331;-4,692;162,253;-1,156;-10,496;-4,457
"tester";-4,161;-6,443;-0,517;70,272;0,593;-6,595;-2,141
"suicide";-7,829;-10,331;-0,412;12,742;-1,156;5,889;0,282
"régulièrement";-7,829;-8,035;0,778;15,495;0,692;-1,825;2,768
"réduction";-8,162;-10,771;-2,938;179,861;-1,205;-8,632;-10,968
"rembourser";-7,995;-10,551;-4,792;195,569;-1,181;-10,72;-10,744
"rater";-2,526;21,543;-1,401;-0,282;-1,181;-0,08;-1,075
"plage";-7,829;86,77;-2,749;-0,691;-0,015;-8,191;-3,005
"philosophie";0,034;-10,111;-4,592;-3,531;-1,131;-0,283;55,875
"pcq";-8,162;-6,443;0,598;3,678;-1,205;23,343;-3,36
"outil";-7,995;-8,252;-0,464;50,263;-1,181;1,468;-4,654
"nommer";-8,162;-2,024;18,116;0,706;-0,027;8,89;-8,656
"moteur";-5,506;-0,012;-2,655;39,39;-1,131;-2,815;-0,845
"mer";-7,995;5,699;0,105;24,13;0,641;-8,411;-6,405
"mdrr";-5,668;2,964;-0,412;-1,435;-1,156;0,026;5,85
"lune";-7,495;29,066;-2,561;-1,159;-1,107;1,159;-1,55
"interroger";-5,668;-0,876;0,778;-2,448;-0,015;43,324;-6,193
"indiquer";-5,668;-8,035;1,932;1,875;-1,156;7,865;0,024
"grève";-4,694;-6,736;-0,875;49,486;-1,008;0,377;-4,933
"employer";-5,831;-8,252;18,887;5,626;-1,181;1,468;-1,989
"emji_visage_bleu_et_froid";0,431;62,545;-3,893;-2,206;-0,959;-6,433;-6,452
"emji_biceps_contracté_peau_claire";86,816;-4,804;-3,194;-2,163;-0,787;-4,907;-0,716
"dictature";-7,829;-10,331;198,53;-2,448;-1,156;-2,988;-0,958
"concentrer";-8,162;-8,469;-0,517;8,971;-0,027;8,89;0
"charge";-7,495;-9,891;-4,492;173,33;-1,107;-7,751;-10,073
"cantonal";-7,995;-3,047;0,105;45,249;-1,181;-0,08;-4,654
"bizarrement";-8,162;0,004;94,656;-2,802;-1,205;-2,126;-1,196
"benett";-5,995;171,072;-2,938;-9,676;-1,205;-8,632;-8,656
"attirer";-7,662;-5,819;-0,363;6,601;14,103;4,583;-0,845
"accorder";-5,668;-8,035;3,602;-0,691;-0,015;10,127;1,655
"équitable";-7,829;-8,035;-0,412;96,119;-1,156;-2,988;-4,457
"église";-7,995;-6,234;3,358;-5,502;-1,181;-1,974;62,856
"échec";-7,829;-8,035;-0,018;69,507;-1,156;-4,437;-0,361
"visionnaire";76,208;-3,047;-2,844;-9,433;-1,181;-1,974;0,007
"vif";-4,008;33,276;-2,844;0,847;-1,181;-8,411;-0,084
"uniforme";-7,662;-5,819;-0,008;19,56;-1,131;-0,835;3,068
"télévision";-1,384;-4,499;-1,401;17,527;-0,02;2,514;-3,182
"trouble";-7,829;-8,035;1,932;0,404;-0,015;12,673;0,024
"surveiller";-5,18;-5,406;-0,271;33,739;-0,003;0,144;-2,489
"satisfaire";-5,668;-2,875;-0,018;-0,01;-0,015;7,865;1,655
"rarement";-7,995;-4,499;-2,844;0,311;-1,181;17,658;2,49
"raclette";0,061;108,899;-4,492;-11,057;-0,006;-7,751;-7,773
"québec";-2,392;152,582;-4,692;-11,548;-1,156;-8,191;-6,193
"punaise";-0,583;25,172;-1,401;-7,336;0,641;-4,634;1,451
"progrès";-7,329;-7,385;-4,392;9,956;-1,082;15,155;0
"pratiquement";-7,829;-8,035;-0,412;25,367;-1,156;-0,355;2,768
"pot";-5,831;-0,059;-0,464;61,081;0,641;-6,383;-8,435
"pluie";-0,435;75,99;-4,592;-3,531;-1,131;-10,273;-0,845
"ouverture";-7,829;-4,306;-4,692;6,098;-1,156;2,793;5,85
"omg";2,934;76,986;-4,792;-9,433;-0,02;-8,411;-6,405
"note";-3,705;-7,818;-2,655;-0,157;-0,01;0,054;35,387
"normalement";-7,995;-0,988;-1,401;2,71;3,042;0,702;1,451
"net";-7,662;-2,705;-4,592;26,667;-0,01;1,896;-0,845
"mépris";-7,995;-4,499;-0,464;-2,624;-1,181;57,251;-0,084
"médicament";-5,506;-10,111;-4,592;85,408;-0,01;-4,242;-0,289
"massif";-7,995;-10,551;23,509;55,54;-0,02;-8,411;-6,405
"lundi";-2,259;27,702;-0,363;-1,294;-1,131;-7,971;0,977
"juge";-7,662;-2,705;8,952;-1,294;-1,131;10,8;0,051
"intime";-5,831;113,479;-4,792;-9,433;-1,181;-1,974;-3,182
"intellectuel";-7,662;-7,818;-1,245;-2,275;-1,131;111,12;-5,981
"injustice";-7,995;-8,252;87,85;-0,028;-1,181;-0,08;-0,44
"influence";-7,662;-5,819;0,88;-0,001;-1,131;19,641;0,051
"humble";0,914;-8,035;-4,692;-3,73;-1,156;-1,825;53,671
"global";-5,343;-9,891;-2,561;32,146;-1,107;6,869;-2,659
"fonder";-7,829;-8,035;1,932;-1,435;-0,015;25,715;0,282
"fifa";-5,831;-8,252;-0,032;92,734;-1,181;-6,383;-3,182
"emji_visage_sans_expression";-5,329;-0,124;-3,194;11,682;0,072;-0,148;0,277
"disponible";-3,856;-10,331;-2,749;82,275;-0,015;-0,355;-6,193
"correspondre";-7,829;-6,026;-0,018;1,875;-0,015;15,506;-0,05
"concert";14,133;-3,735;-2,467;0,777;-1,082;-1,398;0,139
"commander";-7,829;-6,026;0,14;69,507;0,692;-8,191;-1,839
"chasse";-5,668;-0,876;-2,749;0,072;608,574;-8,191;-8,214
"biais";-5,343;-7,601;-2,561;9,28;-1,107;42,01;-10,073
"agresser";-7,995;-10,551;18,887;-11,794;-1,181;0,215;36,729
"agent";-5,506;-7,818;16,153;39,39;-1,131;-4,242;-4,261
"adolescence";2,934;7,634;-4,792;-9,433;-1,181;-0,432;2,49
"wallah";-7,829;0,339;-2,749;-9,19;-1,156;4,198;21,937
"vieillir";-0,368;-0,184;-4,492;-1,159;-1,107;-5,75;41,87
"tiktok";-3,856;-4,306;-2,749;-11,548;-1,156;4,198;48,283
"stress";-5,343;-5,612;-2,561;0,179;33,283;-7,751;32,48
"somme";-5,668;-6,026;-1,323;69,507;-1,156;-1,825;-1,839
"précieux";4,873;-10,331;-4,692;-1,435;0,692;0,026;12,611
"privilège";-6,995;-6,952;-4,192;0,445;-1,033;20,521;2,978
"principalement";-7,829;-8,035;0,14;10,258;0,692;10,127;-3,005
"pointer";-7,662;-5,819;6,143;2,123;-1,131;13,455;-2,831
"opération";-5,506;-10,111;36,881;3,341;-1,131;-0,023;-0,289
"oeuf";-7,662;-0,012;-2,655;-5,062;179,383;0,99;-0,024
"négociation";-7,662;-10,111;16,153;6,601;-1,131;-0,283;0,977
"nettoyage";-5,668;-6,026;100,521;6,098;-1,156;-6,171;-6,193
"léman";-4,694;45,615;-4,093;2,365;0;-4,915;-6,892
"jouet";-5,343;-2,538;-4,492;-3,334;59,568;-5,75;41,87
"hôtel";-5,343;1,261;-1,169;46,16;-1,107;-5,75;-5,77
"exiger";-7,495;-7,601;9,438;9,28;-1,107;-2,643;3,391
"exercice";-4,21;-4,184;2,08;0,043;-0,934;-4,296;25,601
"engendrer";-5,506;-10,111;0,18;8,643;0,746;13,455;-4,261
"emji_main_avec_index_pointant_à_droite";-0,366;-2,427;29,289;6,081;-0,713;-6,475;-2,517
"emji_coeur_bleu_clair";86,816;-1,617;-3,194;-7,861;-0,787;-7,145;0,005
"emji_cent_points";141,995;-4,996;-4,192;-5,936;-1,033;-7,091;-2,157
"emji_arbre_à_feuilles_caduques";58,413;-3,076;-1,397;-3,439;-0,344;-1,157;-1,163
"décevoir";-7,662;-0,012;-2,655;-1,294;-0,01;-5,96;55,875
"critère";-7,495;-3,924;-0,316;3,694;-0,006;24,377;-4,066
"craindre";-7,829;-1,731;0,14;-3,73;7,501;25,715;-0,361
"corriger";-2,259;-2,705;-0,008;-0,588;-0,01;40,209;-5,981
"bisou";1,886;-8,035;-2,749;-5,281;-0,015;7,865;5,85
"barre";-7,829;0,926;0,14;1,005;-0,015;1,673;-0,958
"automobiliste";-7,662;-10,111;-4,592;107,2;-1,131;-5,96;-0,289
"annonce";-7,662;-10,111;8,952;19,56;-0,01;0,376;-2,831
"admettre";-7,662;-7,818;-0,363;8,643;-1,131;26,993;-4,261
"abus";-7,662;-7,818;16,153;6,601;0,746;3,094;-5,981
"électricité";-6,995;-9,232;-4,192;161,112;-1,033;-9,379;-7,112
"écosystème";-7,495;-7,601;-2,561;5,275;498,838;-4,048;-7,773
"z";-3,404;26,321;-4,392;-4,626;-1,082;-1,398;3,738
"trottinette";-5,343;-0,184;-4,492;75,135;-1,107;-10,049;-1,55
"tolérance";-7,329;-9,671;39,749;0,252;-1,082;7,408;-3,872
"ravir";-5,506;-4,115;-0,008;0,119;-1,131;8,436;1,877
"qualifié";-7,495;-9,891;2,294;75,135;-1,107;-1,537;-7,773
"ptdr";-5,506;13,899;-0,363;-1,294;-1,131;-0,023;0,368
"psy";-7,495;-7,601;-4,492;-1,159;-0,006;64,413;-0,008
"précision";0,034;-2,705;-1,245;-0,001;-1,131;31,107;-7,993
"pourcentage";-7,329;-9,671;-2,467;107,262;-0,003;-3,855;-3,872
"poil";-7,662;-1,59;-2,655;-1,294;-0,01;13,455;6,323
"parisien";-5,18;26,321;-4,392;-4,626;-1,082;5,435;-1,41
"paire";-1,17;8,765;-2,655;-1,294;-0,01;-7,971;10,744
"orange";-3,705;-0,012;-1,245;-0,001;-1,131;-5,96;30,993
"nuance";-7,495;-9,891;-0,002;-1,159;-1,107;77,403;-2,659
"modeste";-0,057;-5,819;-4,592;10,96;-1,131;-10,273;19,558
"jesus";-5,018;-5,201;2,709;-10,565;-1,057;1,551;31,134
"it";62,718;-2,538;0,227;-3,334;-1,107;-1,537;-5,77
"injuste";-7,495;-5,612;0,227;24,208;-1,107;0,477;-0,738
"inconnu";-5,343;-1,452;-2,561;-4,843;0,804;32,597;0,468
"festival";-2,259;-1,59;0,88;8,643;-1,131;1,896;-4,261
"faveur";-7,495;-9,891;32,126;3,694;-1,107;2,14;-2,659
"enseignement";-3,106;-9,232;-4,192;-2,758;-1,033;-5,122;110,471
"emji_sapin_de_noël";146,998;-4,792;-4,093;-7,735;-1,008;-9,156;-1,017
"effectuer";-7,495;-7,601;0,991;36,536;-0,006;-1,537;-0,224
"désirer";-5,343;-2,538;0,227;-1,159;-1,107;-0,219;28,232
"corde";8,394;-9,671;-4,392;-8,462;-1,082;-0,627;38,75
"contrat";-6,995;-9,232;1,385;64,606;-1,033;-7,091;-0,449
"compréhension";-7,662;-7,818;-1,245;-5,062;-1,131;119,316;-4,261
"capital";-7,162;-9,452;-4,292;128,116;-1,057;-2,307;-7,332
"bénir";60,416;-10,111;-1,245;-5,062;-0,01;-5,96;3,068
"bombardement";-7,329;-9,671;398,218;-10,811;-1,082;-5,54;-9,849
"album";-0,192;0,332;-4,192;-5,936;-1,033;-2,144;32,704
"agressif";-7,495;-3,924;2,294;-3,334;0,804;58,365;-7,773
"accueil";-7,495;-9,891;-0,316;14,408;-1,107;-5,75;24,281
"élever";-3,404;-9,671;-2,467;4,074;8,419;-3,855;21,757
"vague";-7,495;21,3;-1,169;1,374;-0,006;-5,75;-0,008
"turquie";-7,495;-2,538;26,511;2,393;-1,107;-1,537;0,089
"succès";-2,128;-9,891;-4,492;56,907;-1,107;-2,643;0,089
"sensible";-1,066;-5,612;-0,002;-6,634;0,804;20,714;1,145
"réussite";-1,871;-7,168;-1,019;74,563;-1,057;-3,663;-3,68
"of";0,921;-0,94;-0,875;-0,669;-1,008;-1,983;11,813
"naïf";-5,18;-7,385;0,28;-0,065;-0,003;1,346;12,208
"monstre";-3,106;-2,05;142,188;-7,977;1,002;-3,473;-2,157
"maroc";-0,015;-3,735;4,429;-4,626;-1,082;-7,531;34,045
"lavette";-6,662;182,156;-3,993;-9,828;-0,984;-8,932;-8,953
"iphone";-5,18;5,682;-4,392;-3,14;-1,082;-7,531;38,75
"héros";3,808;-9,891;52,208;-2,106;-0,006;-1,537;-1,55
"george";6,082;-0,571;-2,467;-10,811;-1,082;-3,855;29,645
"emji_poing_levé";32,933;-0,395;1,385;-4,197;-1,033;-1,133;-3,49
"cycliste";-6,829;-6,736;-4,093;103,546;-1,008;-3,285;-3,301
"coloniser";-6,829;-9,012;308,246;-1,466;-1,008;-9,156;-9,177
"christ";-0,368;-5,612;0,991;-8,705;-0,006;-1,537;41,87
"chaussure";-3,554;72,172;-4,492;-4,843;-1,107;-7,751;0,089
"charme";65,132;-3,735;-2,467;-1,028;-1,082;-1,398;-2,489
"canada";-1,038;5,725;0,182;-0,212;0,022;0,035;-2,386
"asseoir";-7,495;-7,601;0,991;-3,334;-1,107;-4,048;77,183
"écart";-4,694;-9,012;-2,188;74,049;-1,008;-0,038;-4,933
"voiler";-4,856;-0,395;0,409;1,113;0;4,547;-1,144
"urgence";-7,329;-9,671;-4,392;48,241;0,866;1,346;-2,489
"trottoir";-7,162;-2,21;-2,374;103,401;-1,057;-7,311;-5,35
"température";-5,018;0,248;-4,292;45,132;-0,001;-5,331;-2,322
"strict";-7,329;-9,671;0;38,285;3,671;-0,161;-1,41
"siège";-6,662;-4,588;1,705;51,846;1,156;-6,652;-3,114
"similaire";-7,329;-2,373;-1,093;0,777;-1,082;15,155;0,139
"salarial";-7,162;-9,452;-4,292;45,132;-1,057;4,143;-2,322
"récent";-7,329;-5,406;4,429;0,777;-1,082;5,435;0,139
"rose";-0,597;0,546;-2,095;-1,316;0,002;-4,708;19,122
"renforcer";-7,162;-9,452;4,739;26,878;-1,057;0,004;-1,275
"raccourci";-7,162;-7,168;1,243;0,341;-1,057;16,081;0,003
"québécois";-3,255;163,915;-4,292;-10,565;-1,057;-7,311;-9,625
"qd";-7,329;-0,571;-4,392;-3,14;8,419;0;29,645
"péter";-7,329;2,556;-0,271;-8,462;-0,003;-0,627;25,549
"printemps";1,977;70,222;-2,188;-7,735;0;-9,156;-6,892
"negre";-6,662;53,632;-3,993;-9,828;-0,984;7,529;-6,672
"modifier";-6,995;-4,996;-0,19;3,352;1,002;11,097;-0,449
"maltraiter";-7,329;-9,671;4,429;-4,626;162,717;-1,398;5,399
"identifier";-5,018;-5,201;2,709;-2,947;-1,057;40,7;-1,275
"fil";-6,995;-9,232;-0,946;-0,783;1,002;24,301;2,978
"fenêtre";-5,018;-7,168;-2,374;40,127;3,85;-1,264;-0,116
"emji_visage_neutre";-5,829;-3,586;-1,64;14,952;-0,861;4,078;-0,374
"emji_femme_qui_hausse_les_épaules_peau_claire";-6,995;-1,061;-0,19;-1,62;-1,033;24,301;0,279
"emji_drapeau_états";22,442;-9,452;28,767;-0,034;-0,001;-5,331;-7,332
"déposer";-5,18;-7,385;22,369;0,777;15,109;-1,398;0
"déplaire";-3,404;-7,385;4,429;-0,065;-1,082;15,155;-0,166
"crème";-6,829;2,159;-2,188;25,72;-1,008;-1,983;-1,996
"couille";-7,329;34,99;-4,392;-3,14;-1,082;-0,161;0,582
