"";"V1";"V2";"V3";"V4";"V5"
"1";"classe 17";"-0.444788894214949";"0.355609532479497";"1";"17"
"2";"classe 19";"-0.524985012242649";"-0.292525138398583";"1";"19"
"3";"classe 20";"-0.308571142722786";"-0.0201434795140029";"1";"20"
"4";"classe 24";"-0.489217140627936";"0.0784924336267212";"1";"24"
"5";"classe 25";"-0.490010431767764";"0.262560339826743";"1";"25"
"6";"classe 27";"-0.332877941446901";"0.0477191431417697";"1";"27"
"7";"classe 28";"-0.516822879962881";"0.0525315885925474";"1";"28"
"8";"classe 29";"-0.493889134841846";"0.418954543064533";"1";"29"
