"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17";"classe 18";"classe 19";"classe 20";"classe 21";"classe 22";"classe 23";"classe 24";"classe 25";"classe 26";"classe 27";"classe 28";"classe 29"
"autoriser";-0,201;-0,211;-0,231;-0,271;2,37;-0,311;-0,281;-0,211;-0,221;-0,191;-0,301;-0,271;-0,251;2,855;2,105;-0,251;-0,241;11,28;-0,311;2,519;-0,281;-0,311;-0,271;-0,201;-0,221;3,046;-0,241;-0,281;-0,231
"au_delà";1,404;-0,364;1,065;5,78;-0,45;-0,537;-0,484;-0,364;-0,381;1,543;-0,519;0,74;-0,432;-0,398;-0,484;0,888;-0,415;0,616;-0,537;-0,432;-0,484;0,512;5,78;1,404;-0,381;-0,381;-0,415;-0,484;-0,398
"administration";-0,259;-0,272;-0,297;-0,349;-0,336;1,072;-0,362;-0,272;-0,285;-0,246;-0,388;1,412;-0,323;1,879;8,392;-0,323;-0,31;-0,375;19,122;-0,323;-0,362;-0,401;-0,349;-0,259;-0,285;-0,285;-0,31;1,317;-0,297
"3e";-0,288;-0,302;106,911;-0,388;1,226;-0,446;-0,403;10,53;-0,317;-0,274;-0,432;-0,388;-0,359;-0,331;-0,403;-0,359;-0,345;-0,417;0,839;-0,359;-0,403;-0,446;-0,388;-0,288;-0,317;-0,317;-0,345;-0,403;-0,331
"2e";-0,288;-0,302;106,911;-0,388;-0,374;-0,446;-0,403;10,53;-0,317;-0,274;-0,432;-0,388;-0,359;-0,331;-0,403;-0,359;-0,345;-0,417;-0,446;-0,359;-0,403;6,252;-0,388;-0,288;-0,317;-0,317;-0,345;-0,403;-0,331
"étudier";-0,318;-0,333;-0,364;-0,428;-0,412;0,657;0,844;-0,333;-0,349;10,515;-0,475;0,917;-0,396;-0,364;-0,443;19,187;-0,38;-0,459;-0,491;-0,396;-0,443;-0,491;-0,428;1,659;1,395;-0,349;-0,38;0,844;-0,364
"écouter";2,357;-0,272;-0,297;1,412;-0,336;1,072;-0,362;-0,272;2,024;-0,246;19,89;1,412;-0,323;1,879;-0,362;-0,323;-0,31;-0,375;-0,401;-0,323;-0,362;-0,401;-0,349;-0,259;-0,285;-0,285;-0,31;-0,362;-0,297
"vitesse";-0,288;-0,302;9,383;7,588;-0,374;-0,446;-0,403;-0,302;-0,317;-0,274;-0,432;-0,388;-0,359;-0,331;-0,403;-0,359;-0,345;-0,417;0,839;-0,359;-0,403;0,839;1,136;-0,288;-0,317;-0,317;1,431;7,218;-0,331
"version";-0,259;-0,272;-0,297;-0,349;-0,336;1,072;-0,362;2,183;11,417;2,55;1,148;8,805;-0,323;-0,297;-0,362;-0,323;-0,31;-0,375;-0,401;-0,323;-0,362;-0,401;-0,349;-0,259;-0,285;-0,285;-0,31;1,317;-0,297
"univers";-0,259;-0,272;-0,297;-0,349;-0,336;-0,401;-0,362;-0,272;28,463;-0,246;1,148;42,58;-0,323;-0,297;-0,362;-0,323;-0,31;-0,375;-0,401;-0,323;-0,362;1,072;-0,349;-0,259;-0,285;-0,285;-0,31;-0,362;-0,297
"transférer";-0,201;-0,211;-0,231;-0,271;-0,261;-0,311;-0,281;-0,211;-0,221;-0,191;-0,301;-0,271;2,519;2,855;-0,281;-0,251;-0,241;1,987;-0,311;2,519;2,105;-0,311;-0,271;17,487;-0,221;-0,221;-0,241;-0,281;-0,231
"trace";1,971;-0,302;1,547;1,136;-0,374;6,252;-0,403;-0,302;-0,317;2,142;-0,432;-0,388;-0,359;-0,331;-0,403;-0,359;-0,345;-0,417;-0,446;1,324;1,053;-0,446;1,136;-0,288;1,675;-0,317;-0,345;-0,403;-0,331
"tournée";-0,201;-0,211;-0,231;-0,271;-0,261;-0,311;-0,281;-0,211;-0,221;-0,191;50,772;2,233;-0,251;-0,231;2,105;-0,251;-0,241;-0,291;-0,311;-0,251;-0,281;-0,311;-0,271;-0,201;-0,221;-0,221;2,68;-0,281;-0,231
"tournoi";-0,259;-0,272;1,879;-0,349;-0,336;-0,401;-0,362;12,084;-0,285;-0,246;-0,388;-0,349;-0,323;-0,297;-0,362;-0,323;-0,31;-0,375;-0,401;-0,323;-0,362;87,962;-0,349;-0,259;-0,285;-0,285;-0,31;-0,362;-0,297
"tenue";-0,259;-0,272;10,806;-0,349;-0,336;-0,401;-0,362;-0,272;2,024;-0,246;-0,388;-0,349;-0,323;-0,297;8,392;1,626;-0,31;-0,375;1,072;-0,323;-0,362;-0,401;1,412;-0,259;-0,285;2,024;-0,31;-0,362;-0,297
"technologie";-0,23;-0,241;-0,264;-0,31;-0,298;-0,356;1,657;-0,241;2,467;-0,219;-0,344;1,767;2,013;-0,264;-0,321;-0,287;-0,275;-0,333;-0,356;2,013;-0,321;-0,356;1,767;2,847;-0,253;-0,253;2,151;-0,321;-0,264
"syrie";-0,114;-0,12;-0,131;-0,154;-0,148;-0,177;-0,16;-0,12;6,605;7,84;-0,171;-0,154;-0,143;6,263;4,908;-0,143;-0,137;-0,165;-0,177;-0,143;-0,16;-0,177;-0,154;-0,114;-0,126;-0,126;-0,137;-0,16;-0,131
"symbole";-0,201;3,255;-0,231;-0,271;-0,261;-0,311;-0,281;-0,211;-0,221;-0,191;-0,301;12,312;-0,251;-0,231;-0,281;-0,251;-0,241;1,987;10,378;-0,251;-0,281;1,774;-0,271;-0,201;-0,221;-0,221;-0,241;-0,281;-0,231
"streaming";2,357;-0,272;-0,297;-0,349;-0,336;-0,401;-0,362;-0,272;-0,285;-0,246;19,89;22,527;-0,323;-0,297;1,317;1,626;-0,31;-0,375;-0,401;-0,323;-0,362;-0,401;-0,349;-0,259;-0,285;-0,285;-0,31;-0,362;-0,297
"spectacle";-0,288;-0,302;-0,331;-0,388;-0,374;-0,446;-0,403;-0,302;1,675;-0,274;6,552;-0,388;-0,359;-0,331;-0,403;1,324;-0,345;-0,417;0,839;-0,359;1,053;6,252;7,588;-0,288;-0,317;-0,317;-0,345;-0,403;-0,331
"soudan";-0,086;-0,09;-0,098;-0,115;34,965;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;8,954;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"sondage";-0,172;-0,181;-0,197;-0,232;15,629;-0,266;-0,24;-0,181;-0,189;-0,164;2,444;-0,232;-0,215;-0,197;-0,24;-0,215;3,395;-0,249;-0,266;-0,215;-0,24;-0,266;-0,232;-0,172;-0,189;-0,189;-0,206;14,334;-0,197
"signe";-0,347;-0,364;1,065;-0,467;-0,45;-0,537;-0,484;8,212;-0,381;-0,33;0,562;-0,467;0,888;1,065;5,475;-0,432;18,035;-0,502;-0,537;-0,432;-0,484;-0,537;-0,467;1,404;-0,381;-0,381;-0,415;-0,484;-0,398
"signaler";-0,259;-0,272;-0,297;1,412;-0,336;-0,401;-0,362;-0,272;-0,285;2,55;-0,388;-0,349;-0,323;-0,297;1,317;-0,323;1,747;1,229;1,072;-0,323;-0,362;-0,401;-0,349;-0,259;-0,285;-0,285;1,747;1,317;1,879
"schneider";-0,23;-0,241;31,133;-0,31;-0,298;-0,356;-0,321;-0,241;-0,253;-0,219;-0,344;-0,31;53,014;-0,264;-0,321;-0,287;-0,275;-0,333;-0,356;-0,287;-0,321;1,374;-0,31;-0,23;-0,253;-0,253;-0,275;-0,321;-0,264
"réserve";-0,259;-0,272;1,879;1,412;-0,336;1,072;-0,362;-0,272;-0,285;-0,246;1,148;-0,349;1,626;-0,297;1,317;-0,323;1,747;-0,375;-0,401;-0,323;-0,362;-0,401;-0,349;-0,259;2,024;-0,285;1,747;-0,362;-0,297
"réjouir";-0,288;-0,302;1,547;-0,388;-0,374;-0,446;-0,403;1,816;-0,317;-0,274;-0,432;1,136;-0,359;-0,331;-0,403;-0,359;-0,345;-0,417;-0,446;21,632;-0,403;0,839;1,136;-0,288;-0,317;-0,317;1,431;1,053;-0,331
"romands";-0,318;-0,333;-0,364;0,917;-0,412;0,657;-0,443;-0,333;1,395;-0,302;-0,475;0,917;1,083;-0,364;-0,443;1,083;1,178;-0,459;0,657;-0,396;-0,443;-0,491;-0,428;-0,318;-0,349;8,72;1,178;-0,443;-0,364
"romain";7,389;-0,12;-0,131;-0,154;-0,148;4,301;-0,16;-0,12;-0,126;-0,109;4,49;-0,154;-0,143;-0,131;-0,16;-0,143;-0,137;-0,165;-0,177;-0,143;-0,16;-0,177;5,14;-0,114;-0,126;-0,126;-0,137;-0,16;-0,131
"relier";-0,288;-0,302;-0,331;1,136;-0,374;-0,446;-0,403;-0,302;1,675;-0,274;-0,432;-0,388;-0,359;-0,331;-0,403;-0,359;-0,345;0,976;-0,446;-0,359;-0,403;-0,446;-0,388;-0,288;1,675;-0,317;102,298;-0,403;-0,331
"relancer";-0,259;-0,272;-0,297;-0,349;1,515;-0,401;-0,362;-0,272;-0,285;-0,246;1,148;1,412;-0,323;-0,297;-0,362;-0,323;-0,31;1,229;19,122;-0,323;-0,362;-0,401;1,412;2,357;-0,285;-0,285;-0,31;-0,362;-0,297
"recul";-0,288;-0,302;-0,331;-0,388;-0,374;-0,446;-0,403;-0,302;-0,317;-0,274;-0,432;-0,388;1,324;-0,331;-0,403;1,324;8,879;-0,417;-0,446;-0,359;-0,403;-0,446;-0,388;27,936;-0,317;-0,317;1,431;7,218;-0,331
"recueillir";-0,201;-0,211;-0,231;-0,271;31,806;1,774;-0,281;-0,211;-0,221;-0,191;-0,301;-0,271;-0,251;-0,231;-0,281;-0,251;14,172;-0,291;-0,311;-0,251;2,105;-0,311;-0,271;-0,201;-0,221;-0,221;-0,241;-0,281;-0,231
"recenser";2,357;-0,272;-0,297;-0,349;-0,336;-0,401;-0,362;-0,272;-0,285;13,62;-0,388;1,412;9,727;-0,297;-0,362;-0,323;1,747;1,229;-0,401;-0,323;-0,362;-0,401;-0,349;2,357;-0,285;-0,285;-0,31;-0,362;-0,297
"radio";-0,172;-0,181;-0,197;-0,232;-0,223;-0,266;-0,24;-0,181;-0,189;-0,164;-0,258;2,867;-0,215;-0,197;-0,24;-0,215;-0,206;2,575;-0,266;-0,215;2,716;-0,266;-0,232;21,004;-0,189;3,827;-0,206;-0,24;-0,197
"publication";-0,259;-0,272;-0,297;-0,349;9,249;-0,401;-0,362;-0,272;-0,285;-0,246;1,148;-0,349;-0,323;-0,297;-0,362;-0,323;-0,31;-0,375;19,122;-0,323;1,317;1,072;-0,349;-0,259;-0,285;-0,285;-0,31;1,317;-0,297
"provenir";-0,318;-0,333;-0,364;-0,428;0,996;-0,491;0,844;-0,333;1,395;-0,302;0,714;0,917;1,083;-0,364;-0,443;-0,396;1,178;0,776;-0,491;-0,396;-0,443;-0,491;6,598;1,659;-0,349;-0,349;-0,38;-0,443;-0,364
"promouvoir";-0,201;-0,211;-0,231;-0,271;-0,261;-0,311;-0,281;3,255;3,046;-0,191;-0,301;-0,271;-0,251;-0,231;-0,281;2,519;2,68;-0,291;-0,311;-0,251;2,105;-0,311;2,233;-0,201;-0,221;3,046;-0,241;-0,281;-0,231
"producteur";2,847;-0,241;-0,264;-0,31;-0,298;-0,356;1,657;-0,241;-0,253;-0,219;43,512;1,767;-0,287;-0,264;-0,321;-0,287;-0,275;-0,333;-0,356;-0,287;-0,321;-0,356;-0,31;2,847;-0,253;-0,253;-0,275;-0,321;-0,264
"printemps";-0,201;-0,211;-0,231;-0,271;-0,261;1,774;-0,281;-0,211;-0,221;-0,191;1,877;-0,271;-0,251;-0,231;-0,281;-0,251;-0,241;-0,291;-0,311;-0,251;-0,281;1,774;-0,271;3,485;-0,221;3,046;14,172;-0,281;-0,231
"principalement";-0,288;-0,302;-0,331;-0,388;-0,374;-0,446;-0,403;-0,302;-0,317;-0,274;-0,432;-0,388;-0,359;1,547;1,053;8,415;8,879;-0,417;0,839;-0,359;-0,403;0,839;-0,388;-0,288;-0,317;-0,317;-0,345;1,053;1,547
"potentiellement";-0,347;-0,364;-0,398;-0,467;0,811;25,598;0,676;-0,364;-0,381;1,543;-0,519;-0,467;-0,432;-0,398;0,676;-0,432;-0,415;0,616;0,512;-0,432;-0,484;-0,537;0,74;-0,347;-0,381;1,167;-0,415;-0,484;-0,398
"possibilité";-0,259;-0,272;-0,297;-0,349;1,515;-0,401;-0,362;-0,272;-0,285;-0,246;-0,388;-0,349;-0,323;10,806;1,317;-0,323;-0,31;-0,375;-0,401;-0,323;-0,362;-0,401;8,805;-0,259;2,024;2,024;1,747;-0,362;-0,297
"percevoir";-0,23;-0,241;-0,264;-0,31;-0,298;1,374;-0,321;-0,241;-0,253;-0,219;-0,344;-0,31;2,013;-0,264;1,657;-0,287;29,699;-0,333;-0,356;-0,287;-0,321;-0,356;-0,31;-0,23;-0,253;-0,253;-0,275;9,869;-0,264
"passager";-0,259;-0,272;-0,297;-0,349;-0,336;1,072;-0,362;-0,272;-0,285;-0,246;-0,388;-0,349;-0,323;-0,297;-0,362;-0,323;-0,31;1,229;-0,401;24,626;8,392;-0,401;-0,349;-0,259;-0,285;-0,285;10,245;-0,362;-0,297
"of";-0,23;-0,241;2,302;-0,31;-0,298;-0,356;-0,321;2,648;-0,253;-0,219;-0,344;1,767;-0,287;-0,264;1,657;-0,287;-0,275;1,556;-0,356;-0,287;-0,321;-0,356;10,335;-0,23;-0,253;-0,253;2,151;-0,321;-0,264
"nobel";-0,114;-0,12;-0,131;-0,154;-0,148;-0,177;4,908;-0,12;-0,126;-0,109;-0,171;-0,154;-0,143;67,772;-0,16;-0,143;-0,137;-0,165;-0,177;-0,143;-0,16;-0,177;-0,154;-0,114;-0,126;-0,126;-0,137;-0,16;-0,131
"méthode";-0,259;-0,272;-0,297;-0,349;-0,336;19,122;1,317;-0,272;-0,285;-0,246;-0,388;-0,349;-0,323;1,879;-0,362;1,626;-0,31;1,229;1,072;-0,323;-0,362;-0,401;-0,349;-0,259;-0,285;-0,285;-0,31;-0,362;1,879
"modifier";-0,288;-0,302;-0,331;-0,388;1,226;6,252;18,899;-0,302;-0,317;-0,274;-0,432;-0,388;-0,359;-0,331;-0,403;-0,359;1,431;-0,417;-0,446;-0,359;-0,403;0,839;-0,388;1,971;1,675;-0,317;-0,345;-0,403;-0,331
"mental";-0,318;-0,333;-0,364;-0,428;-0,412;14,693;-0,443;-0,333;1,395;-0,302;-0,475;-0,428;-0,396;-0,364;-0,443;36,605;1,178;-0,459;-0,491;-0,396;-0,443;-0,491;-0,428;-0,318;1,395;-0,349;-0,38;0,844;-0,364
"matériel";-0,288;-0,302;-0,331;-0,388;1,226;-0,446;-0,403;-0,302;-0,317;29,577;-0,432;-0,388;-0,359;-0,331;1,053;-0,359;-0,345;-0,417;-0,446;1,324;7,218;-0,446;-0,388;-0,288;-0,317;1,675;1,431;-0,403;-0,331
"matinal";-0,259;-0,272;1,879;1,412;-0,336;-0,401;-0,362;-0,272;-0,285;-0,246;-0,388;-0,349;-0,323;-0,297;1,317;-0,323;-0,31;-0,375;1,072;1,626;-0,362;-0,401;-0,349;2,357;-0,285;-0,285;25,802;-0,362;-0,297
"magasin";-0,201;3,255;-0,231;-0,271;-0,261;-0,311;2,105;-0,211;-0,221;-0,191;-0,301;-0,271;-0,251;2,855;-0,281;-0,251;-0,241;-0,291;1,774;-0,251;-0,281;-0,311;-0,271;-0,201;3,046;3,046;-0,241;-0,281;2,855
"lara";-0,201;-0,211;157,241;-0,271;-0,261;-0,311;-0,281;-0,211;-0,221;-0,191;-0,301;-0,271;-0,251;-0,231;-0,281;-0,251;-0,241;-0,291;-0,311;-0,251;-0,281;1,774;-0,271;-0,201;-0,221;-0,221;-0,241;-0,281;-0,231
"irlande";-0,23;-0,241;-0,264;-0,31;1,885;-0,356;-0,321;2,648;-0,253;-0,219;-0,344;-0,31;-0,287;-0,264;-0,321;-0,287;-0,275;-0,333;-0,356;-0,287;-0,321;22,18;1,767;-0,23;-0,253;13,281;-0,275;-0,321;-0,264
"humanité";-0,143;-0,15;-0,164;-0,193;-0,186;-0,222;-0,2;-0,15;-0,157;5,916;-0,214;3,769;-0,179;4,66;-0,2;-0,179;-0,171;-0,207;15,959;-0,179;-0,2;-0,222;-0,193;-0,143;-0,157;-0,157;-0,171;-0,2;-0,164
"htag_worldcup";-0,376;-0,395;-0,432;-0,507;-0,488;-0,582;-0,525;313,807;-0,413;-0,358;-0,563;-0,507;-0,469;0,886;-0,525;-0,469;-0,45;-0,544;-0,582;-0,469;-0,525;-0,582;-0,507;-0,376;-0,413;0,978;-0,45;-0,525;-0,432
"horaire";-0,259;-0,272;-0,297;-0,349;-0,336;-0,401;-0,362;-0,272;-0,285;-0,246;-0,388;-0,349;-0,323;-0,297;-0,362;1,626;1,747;-0,375;-0,401;-0,323;-0,362;-0,401;-0,349;-0,259;-0,285;-0,285;158,634;-0,362;-0,297
"génération";-0,318;-0,333;-0,364;-0,428;-0,412;-0,491;-0,443;-0,333;1,395;-0,302;-0,475;33,54;-0,396;-0,364;-0,443;-0,396;1,178;-0,459;-0,491;1,083;-0,443;-0,491;6,598;-0,318;1,395;-0,349;1,178;-0,443;-0,364
"gut";-0,172;-0,181;185,214;-0,232;-0,223;-0,266;-0,24;-0,181;-0,189;-0,164;-0,258;-0,232;-0,215;-0,197;-0,24;-0,215;-0,206;-0,249;-0,266;-0,215;-0,24;-0,266;-0,232;-0,172;-0,189;-0,189;-0,206;-0,24;-0,197
"grippe";-0,143;-0,15;-0,164;-0,193;-0,186;-0,222;3,585;-0,15;-0,157;-0,136;-0,214;-0,193;4,18;-0,164;-0,2;-0,179;-0,171;-0,207;-0,222;-0,179;-0,2;-0,222;-0,193;-0,143;4,932;-0,157;-0,171;-0,2;22,306
"gilliéron";-0,288;-0,302;-0,331;-0,388;1,226;6,252;-0,403;-0,302;-0,317;-0,274;-0,432;-0,388;1,324;-0,331;-0,403;1,324;1,431;-0,417;-0,446;-0,359;1,053;-0,446;-0,388;-0,288;-0,317;1,675;-0,345;1,053;1,547
"frère";-0,259;-0,272;-0,297;-0,349;-0,336;-0,401;-0,362;-0,272;-0,285;2,55;1,148;-0,349;-0,323;-0,297;-0,362;1,626;-0,31;1,229;19,122;-0,323;-0,362;7,312;-0,349;-0,259;-0,285;-0,285;-0,31;-0,362;-0,297
"fruit";-0,288;-0,302;-0,331;-0,388;-0,374;16,682;7,218;-0,302;-0,317;-0,274;-0,432;-0,388;-0,359;9,383;-0,403;-0,359;-0,345;-0,417;-0,446;-0,359;1,053;-0,446;-0,388;-0,288;1,675;-0,317;-0,345;-0,403;1,547
"fournir";-0,23;-0,241;-0,264;-0,31;-0,298;-0,356;-0,321;-0,241;-0,253;-0,219;-0,344;-0,31;-0,287;-0,264;-0,321;2,013;-0,275;23,969;-0,356;-0,287;-0,321;-0,356;1,767;-0,23;13,281;-0,253;-0,275;-0,321;2,302
"finalement";-0,318;-0,333;21,19;-0,428;-0,412;-0,491;-0,443;1,521;-0,349;-0,302;0,714;-0,428;-0,396;-0,364;0,844;-0,396;-0,38;-0,459;-0,491;-0,396;0,844;5,391;-0,428;-0,318;-0,349;1,395;-0,38;-0,443;1,281
"faveur";-0,288;-0,302;-0,331;-0,388;-0,374;-0,446;-0,403;10,53;-0,317;-0,274;-0,432;-0,388;1,324;9,383;-0,403;-0,359;-0,345;6,874;0,839;-0,359;-0,403;-0,446;-0,388;1,971;-0,317;1,675;-0,345;-0,403;-0,331
"fait";-0,201;-0,211;-0,231;-0,271;-0,261;-0,311;-0,281;-0,211;-0,221;-0,191;-0,301;-0,271;-0,251;-0,231;-0,281;-0,251;-0,241;1,987;26,123;2,519;2,105;-0,311;-0,271;3,485;-0,221;-0,221;-0,241;-0,281;-0,231
"facteur";-0,288;-0,302;-0,331;1,136;-0,374;-0,446;-0,403;-0,302;-0,317;-0,274;-0,432;-0,388;-0,359;-0,331;-0,403;66,445;22,69;-0,417;-0,446;-0,359;-0,403;-0,446;-0,388;-0,288;-0,317;1,675;-0,345;-0,403;-0,331
"exclure";-0,259;-0,272;-0,297;-0,349;9,249;1,072;-0,362;-0,272;-0,285;-0,246;-0,388;-0,349;9,727;-0,297;-0,362;-0,323;-0,31;-0,375;1,072;-0,323;-0,362;1,072;-0,349;-0,259;-0,285;11,417;-0,31;-0,362;-0,297
"entendre";-0,259;-0,272;-0,297;-0,349;-0,336;-0,401;1,317;-0,272;-0,285;-0,246;-0,388;-0,349;-0,323;-0,297;-0,362;1,626;-0,31;8,008;-0,401;1,626;1,317;1,072;-0,349;2,357;-0,285;2,024;-0,31;-0,362;-0,297
"enseignant";-0,143;-0,15;-0,164;3,769;-0,186;-0,222;-0,2;-0,15;-0,157;-0,136;-0,214;-0,193;-0,179;-0,164;-0,2;-0,179;4,41;-0,207;3,105;-0,179;-0,2;-0,222;-0,193;-0,143;23,41;-0,157;-0,171;-0,2;-0,164
"empêcher";-0,347;-0,364;1,065;-0,467;6,108;-0,537;-0,484;-0,364;-0,381;1,543;-0,519;-0,467;-0,432;-0,398;-0,484;0,888;-0,415;0,616;0,512;0,888;-0,484;0,512;-0,467;1,404;-0,381;-0,381;-0,415;0,676;1,065
"emji_trophée";-0,201;-0,211;-0,231;-0,271;-0,261;-0,311;-0,281;-0,211;15,685;-0,191;-0,301;2,233;-0,251;-0,231;-0,281;-0,251;-0,241;-0,291;-0,311;-0,251;-0,281;10,378;2,233;-0,201;-0,221;3,046;-0,241;-0,281;-0,231
"emji_skieur";-0,376;-0,395;286,582;0,597;-0,488;-0,582;-0,525;-0,395;-0,413;-0,358;-0,563;-0,507;-0,469;-0,432;-0,525;-0,469;-0,45;-0,544;-0,582;-0,469;-0,525;-0,582;-0,507;-0,376;-0,413;-0,413;-0,45;0,539;-0,432
"emji_porte_documents";-0,172;-0,181;-0,197;-0,232;-0,223;-0,266;-0,24;-0,181;-0,189;-0,164;-0,258;-0,232;-0,215;-0,197;-0,24;-0,215;3,395;-0,249;-0,266;-0,215;-0,24;-0,266;-0,232;-0,172;18,899;-0,189;-0,206;35,096;-0,197
"emji_main_qui_écrit_peau_moyennement_claire";-0,23;-0,241;-0,264;-0,31;-0,298;22,18;1,657;-0,241;-0,253;-0,219;1,462;-0,31;-0,287;-0,264;-0,321;-0,287;2,151;-0,333;-0,356;-0,287;-0,321;-0,356;1,767;-0,23;-0,253;2,467;-0,275;-0,321;-0,264
"emji_graphique_en_hausse";-0,23;-0,241;-0,264;-0,31;-0,298;1,374;-0,321;-0,241;2,467;-0,219;-0,344;1,767;-0,287;-0,264;-0,321;-0,287;-0,275;-0,333;-0,356;11,376;-0,321;1,374;-0,31;-0,23;-0,253;-0,253;-0,275;1,657;2,302
"emji_graphique_en_baisse";-0,318;-0,333;-0,364;-0,428;-0,412;-0,491;-0,443;-0,333;-0,349;-0,302;-0,475;0,917;-0,396;-0,364;-0,443;7,347;62,287;-0,459;-0,491;-0,396;-0,443;0,657;-0,428;9,859;-0,349;-0,349;-0,38;-0,443;-0,364
"emji_cerveau";-0,318;-0,333;-0,364;-0,428;-0,412;14,693;6,264;-0,333;-0,349;-0,302;-0,475;-0,428;-0,396;-0,364;-0,443;59,599;1,178;-0,459;-0,491;-0,396;-0,443;-0,491;-0,428;-0,318;-0,349;-0,349;-0,38;-0,443;-0,364
"déplacement";11,187;-0,302;-0,331;37,605;-0,374;-0,446;-0,403;1,816;-0,317;-0,274;-0,432;-0,388;-0,359;-0,331;18,899;-0,359;-0,345;-0,417;-0,446;-0,359;-0,403;-0,446;-0,388;-0,288;-0,317;-0,317;-0,345;-0,403;-0,331
"dégât";-0,23;-0,241;-0,264;-0,31;-0,298;-0,356;-0,321;-0,241;-0,253;70,699;-0,344;-0,31;-0,287;-0,264;-0,321;-0,287;-0,275;-0,333;-0,356;2,013;9,869;-0,356;-0,31;-0,23;2,467;-0,253;-0,275;-0,321;-0,264
"dédier";-0,23;-0,241;-0,264;-0,31;-0,298;-0,356;1,657;-0,241;60,702;-0,219;1,462;1,767;-0,287;2,302;-0,321;-0,287;-0,275;-0,333;-0,356;-0,287;-0,321;-0,356;-0,31;-0,23;-0,253;-0,253;-0,275;-0,321;-0,264
"douane";-0,23;-0,241;-0,264;-0,31;-0,298;-0,356;-0,321;-0,241;-0,253;-0,219;-0,344;-0,31;-0,287;2,302;24,956;-0,287;-0,275;-0,333;1,374;2,013;-0,321;-0,356;-0,31;-0,23;-0,253;-0,253;2,151;1,657;-0,264
"distance";-0,318;-0,333;-0,364;0,917;-0,412;-0,491;-0,443;-0,333;-0,349;-0,302;-0,475;-0,428;-0,396;1,281;-0,443;-0,396;7,767;-0,459;-0,491;7,347;0,844;-0,491;0,917;1,659;1,395;-0,349;1,178;-0,443;-0,364
"directement";-0,288;-0,302;-0,331;-0,388;-0,374;-0,446;7,218;1,816;-0,317;2,142;-0,432;1,136;-0,359;-0,331;-0,403;-0,359;-0,345;-0,417;-0,446;-0,359;1,053;-0,446;1,136;-0,288;-0,317;-0,317;1,431;1,053;1,547
"difficulté";-0,201;-0,211;-0,231;-0,271;2,37;1,774;2,105;-0,211;-0,221;-0,191;-0,301;-0,271;-0,251;-0,231;-0,281;-0,251;-0,241;1,987;-0,311;-0,251;-0,281;-0,311;-0,271;-0,201;3,046;-0,221;-0,241;2,105;2,855
"dangereux";-0,288;-0,302;-0,331;1,136;-0,374;6,252;-0,403;-0,302;-0,317;2,142;-0,432;-0,388;-0,359;-0,331;-0,403;1,324;-0,345;-0,417;-0,446;1,324;7,218;0,839;-0,388;-0,288;-0,317;-0,317;-0,345;1,053;-0,331
"criminel";-0,23;-0,241;-0,264;-0,31;-0,298;-0,356;-0,321;-0,241;-0,253;-0,219;-0,344;-0,31;2,013;-0,264;-0,321;2,013;-0,275;1,556;41,968;2,013;-0,321;-0,356;-0,31;-0,23;-0,253;-0,253;-0,275;-0,321;-0,264
"contrôler";-0,114;-0,12;-0,131;-0,154;-0,148;-0,177;-0,16;-0,12;-0,126;7,84;-0,171;-0,154;-0,143;-0,131;-0,16;5,658;-0,137;-0,165;-0,177;5,658;-0,16;-0,177;-0,154;-0,114;-0,126;-0,126;-0,137;-0,16;6,263
"contrat";-0,288;-0,302;-0,331;-0,388;-0,374;0,839;-0,403;26,445;-0,317;-0,274;-0,432;-0,388;-0,359;-0,331;1,053;-0,359;-0,345;-0,417;-0,446;1,324;-0,403;0,839;-0,388;-0,288;9,931;-0,317;1,431;-0,403;-0,331
"conférence";-0,23;-0,241;2,302;-0,31;-0,298;-0,356;-0,321;-0,241;2,467;-0,219;-0,344;-0,31;-0,287;12,592;-0,321;2,013;-0,275;1,556;-0,356;2,013;-0,321;-0,356;-0,31;-0,23;-0,253;2,467;-0,275;-0,321;-0,264
"condamnation";-0,143;-0,15;-0,164;-0,193;-0,186;-0,222;-0,2;-0,15;-0,157;-0,136;-0,214;-0,193;-0,179;-0,164;-0,2;-0,179;-0,171;3,414;38,784;-0,179;-0,2;-0,222;-0,193;-0,143;4,932;-0,157;-0,171;-0,2;-0,164
"concevoir";-0,318;-0,333;-0,364;-0,428;-0,412;0,657;0,844;-0,333;1,395;-0,302;15,32;6,598;-0,396;-0,364;-0,443;-0,396;7,767;-0,459;-0,491;-0,396;-0,443;-0,491;-0,428;-0,318;-0,349;-0,349;-0,38;-0,443;1,281
"composer";-0,318;-0,333;-0,364;0,917;-0,412;0,657;0,844;-0,333;1,395;-0,302;15,32;-0,428;-0,396;-0,364;0,844;-0,396;-0,38;-0,459;0,657;-0,396;-0,443;0,657;0,917;-0,318;-0,349;-0,349;-0,38;-0,443;-0,364
