"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17";"classe 18";"classe 19";"classe 20";"classe 21";"classe 22";"classe 23";"classe 24";"classe 25";"classe 26";"classe 27";"classe 28";"classe 29"
"succès";1;1;0;1;1;1;0,796;0,11;0,546;1;0,001;0,257;1;0,589;1;1;1;1;1;0,674;1;0,015;1;1;1;1;0,632;0,796;1
"htag_sportxinfo";1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"gaetan";1;1;1;1;1;0,001;0,007;1;1;1;1;1;0;1;1;0,003;1;1;1;0,674;1;1;1;1;1;1;1;0;1
"estimer";1;1;1;1;1;1;1;1;1;0,415;1;1;1;1;0,796;0,202;0,002;0,315;1;0,033;1;1;0,756;0,008;1;0,546;0,177;0;1
"appeler";1;1;1;1;1;1;0;0,351;1;1;1;1;1;0,078;0,606;0,001;0,461;0,642;1;1;0,023;1;1;1;1;0,065;1;0,606;1
"ancien";0,376;1;1;1;0,167;1;0,689;1;0,455;0,337;1;1;1;1;0,003;1;1;1;0,8;1;1;0,288;0,189;1;1;0;1;1;1
"sport";1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;0,574;1;1;1;1;1;0;1;1;1;1;1;1;1
"résultat";1;1;0;1;0;0,208;0,019;1;1;0,956;1;1;1;1;1;0,472;0,436;1;1;0,472;1;1;1;1;1;1;1;1;1
"important";1;1;1;1;1;0,331;1;1;1;0,061;1;1;1;0,542;0,248;0,025;1;0,782;1;1;0,248;0,011;1;0,075;1;1;1;0,743;1
"etat";1;1;1;1;0;1;1;1;1;1;1;1;1;0,707;0,857;1;1;0;1;0,769;0,191;1;1;0,066;0,674;0,674;0,739;0,857;0,707
"cours";1;1;1;1;0,765;0,963;0,847;1;1;0,09;1;1;0,723;0,179;0,847;0,043;0,034;0,887;0,119;1;0,01;1;1;1;1;1;1;0,324;0,179
"agir";1;1;1;1;0,665;1;0,248;1;1;1;1;1;1;0,129;1;0,624;1;0,275;1;0,173;1;0,856;0,222;0;0,11;0,11;0,583;1;1
"victoire";1;1;0;1;0,639;1;1;0;0,478;1;1;1;1;1;0,717;1;1;1;1;1;1;0;1;1;1;0,478;1;1;1
"plan";1;1;1;1;1;1;1;1;1;0,337;1;1;0,001;0,001;0,212;0,145;1;0;1;1;1;1;1;0,376;0,455;1;0,534;1;1
"mener";1;1;1;1;1;0,445;0,001;0,142;1;0;1;1;1;0,658;1;0,048;0,703;0,377;0,445;1;0,344;0,445;1;1;0,613;1;1;0,344;1
"vaudois";0,056;1;0,671;0,15;0,762;1;1;0,066;0,002;1;0,874;1;1;1;0,82;1;1;1;0,22;1;0,82;0,9;1;1;0,639;0,078;0,702;1;1
"saison";1;1;0;0,104;1;1;1;0,289;0,321;1;1;1;1;1;1;1;1;1;1;1;1;0,025;0,488;1;1;1;0,387;1;1
"raison";1;1;1;0,034;1;1;0,717;1;1;1;1;1;0,599;1;1;1;0,001;0,755;0,31;1;0;1;0,678;0,068;1;0,478;1;1;0,519
"organisation";0,973;1;1;1;0,481;1;1;1;0,343;1;1;1;1;1;1;0,087;0;0,001;0,652;1;1;1;1;0,973;1;1;1;1;0,061
"niveau";1;1;0,006;0,018;0,534;0,712;1;0,351;1;0,979;1;1;0,001;1;1;1;0,093;1;1;0,108;1;0,712;1;1;1;1;1;0,163;1
"communiqué";1;1;0,118;1;1;1;1;0,083;1;0;0;1;1;1;1;1;1;0,755;1;0,159;0,717;1;1;1;1;0,1;0,559;0,717;0,519
"publier";1;1;1;1;1;0,742;0,027;0,373;1;0,299;0,04;1;0,523;1;1;0,001;1;1;0,247;0,12;1;1;1;1;1;1;1;0,634;0,448
"importance";1;1;1;1;0,69;0;0,77;1;0,001;1;1;1;1;1;1;0,002;0,023;1;0,884;1;1;1;1;1;1;1;1;1;0,018
"complet";0;1;0,612;1;0,74;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0,698;1;1;1;1;0,018;0,568;1;1;1
"bott";1;1;0,377;0,013;1;0,652;1;1;0,343;1;1;1;1;1;1;0,446;1;1;0,189;1;1;1;1;0,276;1;1;1;0;1
"utiliser";1;1;1;1;0,534;0;0,606;1;1;0,281;0,205;1;1;1;1;0,011;1;0,642;0,712;1;0,163;1;1;1;1;1;1;1;0,006
"train";1;1;0,517;1;1;1;1;1;1;1;1;1;1;1;0,654;1;1;0,68;0,73;1;0,654;1;0,628;1;1;1;0;1;0,517
"renforcer";0,949;1;1;0,488;1;1;1;1;1;1;1;0,104;0,006;1;0,119;0,42;1;1;0,621;0,42;1;1;1;0,949;1;0,321;0;1;1
"proposer";1;1;1;1;1;0,771;1;1;0,433;1;1;0,173;0,548;0,097;1;0,133;1;1;1;1;1;1;0,002;0,356;0,433;1;1;0,662;0,471
"local";1;1;1;1;1;1;1;1;0,044;0,001;1;1;1;1;0,521;1;1;0,136;1;1;0,013;1;0,011;0,949;0,321;1;1;1;0,054
"habitant";1;1;1;0,624;1;1;1;0,067;1;0;1;1;1;1;1;1;0,012;0,699;1;1;0;0,771;0,025;0,054;1;1;1;1;1
"venir";0,397;1;1;1;1;1;1;0,007;1;1;0,282;1;1;1;0,004;1;1;1;1;1;1;0,009;0,003;1;1;1;0,001;0,717;1
"seulement";0,5;1;0,002;0,293;1;0,963;0,847;0,546;1;1;0,103;1;1;1;1;0,723;0,034;1;1;1;1;0;1;1;1;1;1;1;0,179
"seul";1;1;0,471;1;1;0,771;1;0,005;1;1;1;1;0,133;1;1;0,548;0,114;0,699;1;0,548;1;0,267;0,624;1;1;1;0,51;0,195;0,471
"réduire";1;1;1;0,117;1;0,03;0,133;1;1;1;1;1;1;0,377;0,55;1;0,006;1;1;1;1;1;1;0,276;1;1;0;0,55;1
"zurich";1;0,496;0,557;1;1;1;0,698;1;0,527;1;1;1;0,615;1;1;1;1;1;1;0,07;0,698;0,141;1;1;0,527;0,527;0;0,698;0,557
"zone";1;1;1;0,081;1;1;1;0,248;1;0;1;1;1;1;1;1;1;0,011;1;1;0;1;1;1;1;0,278;0,338;1;0,04
"voix";1;1;1;1;0;1;0,493;1;1;1;0,558;1;1;1;1;1;1;1;1;1;1;1;1;0,925;0,002;0,038;1;0,493;1
"revenir";1;1;0,129;1;1;1;0,743;1;0,012;1;1;1;0,173;1;1;0,624;0,583;1;1;1;1;0,011;1;1;1;0,11;0,15;1;1
"retour";0,054;1;0,009;0,624;1;1;1;0,005;1;1;0,242;0,173;1;1;0,662;1;1;0,218;1;1;1;1;1;1;1;1;0,012;1;1
"membre";1;1;1;1;0,534;1;1;1;1;0,033;0,677;1;0,011;1;1;1;1;0;1;0,497;0,002;1;1;1;0,388;0,005;1;1;1
"etats";1;1;1;1;0,534;1;1;1;1;0;1;1;1;0;0;1;1;0,642;0,041;0,108;1;1;1;1;1;1;1;0,606;1
"armée";0,82;0,857;1;1;1;1;1;1;1;0,144;1;1;1;0,241;1;1;1;0;1;1;0,062;1;1;1;1;0,216;1;1;1
"site";1;1;1;0,57;1;0,227;0,163;0,351;1;0,979;0,034;1;1;1;1;1;0,461;1;0,712;1;1;1;0,57;0,316;0,065;1;1;1;0,078
"juger";0,336;1;1;1;0,56;0,247;1;1;1;1;1;1;1;1;0,027;1;1;0,671;0,005;1;1;1;1;0,048;1;0,41;1;0,027;1
"entreprise";1;1;1;1;1;0,86;1;1;1;0,503;0,834;0,753;0,695;0,634;0,144;1;0,665;1;0,86;0,695;1;1;0,753;0;1;1;0,665;0,144;0,634
"emji_caméra";0,973;1;0,061;0,515;1;1;1;0,041;0,05;0,933;1;1;1;1;1;1;1;1;1;1;0,55;0;1;0,973;1;1;1;1;1
"directeur";1;1;1;1;0,997;0,432;1;1;0,196;0,129;1;1;1;1;1;0;0,001;1;1;0,031;1;1;1;1;0,016;1;1;1;0,02
"attaque";1;1;1;1;1;1;1;1;1;0;1;1;0,966;1;1;0,966;1;0;1;0,966;0;1;1;1;0,865;0,865;1;1;0,9
"titre";0,82;1;0,241;1;1;1;1;0,857;0,019;1;0;0,35;1;1;1;0,995;1;1;0,464;0,995;1;0;1;1;1;1;1;1;1
"petit";1;1;0,078;1;1;0,041;0,163;0,053;1;1;0,677;1;1;1;1;0,497;1;1;0,712;1;1;0,712;0,001;1;1;1;1;1;0
"participer";1;1;0,9;1;1;1;0,35;0,829;0,865;0,753;0,405;1;1;1;1;1;1;0,061;1;0;1;0,432;1;1;0,865;0;0,245;1;1
"lier";1;1;1;0,651;1;0,8;1;1;1;0,048;1;1;0,001;1;1;0;0,015;1;0,061;0,019;1;1;1;1;1;1;1;0,689;1
"frapper";1;1;0,956;0,061;1;1;1;0,001;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"famille";0,997;1;1;1;1;1;1;1;1;0,262;0,648;0,13;1;1;0,578;0,472;0,436;1;0,208;0;1;1;1;0,997;1;1;1;0,001;1
"soir";1;1;1;1;0,56;1;1;0;1;0,299;1;1;1;1;1;1;1;0,003;0,742;1;1;0,742;1;1;1;0,073;0;1;1
"poste";1;1;1;1;0,004;1;1;0,045;0,565;1;0,793;1;1;0,596;0,123;1;1;0,767;1;1;1;0,166;1;0;0,565;0,565;1;0,74;1
"michael";1;1;1;1;0,587;0,771;1;1;1;1;1;1;0,548;1;1;0;1;1;1;0,548;1;1;1;1;1;0,433;0,012;0;1
"image";1;1;1;1;1;0,338;1;1;0,774;1;1;0,933;1;1;0,962;0,872;0,841;1;0,338;0,872;0,001;0;0,245;0,702;0,774;1;1;1;0,808
"critique";1;1;1;1;0,427;1;1;0,963;1;0,885;0,558;0,009;1;1;1;0,395;0,363;1;1;0,395;0,493;1;1;1;1;0;1;1;0,331
"course";1;1;0;0,245;0,903;1;1;1;0,774;1;1;1;1;0,808;1;1;1;1;1;1;0,962;0,003;1;0,702;1;1;1;1;1
"conseiller";0,134;1;1;1;0,271;0,069;1;1;1;0,724;1;1;0,247;1;1;0,247;1;1;1;0,247;1;1;1;0,762;0,835;0,013;0,903;0,322;0,87
"confirmer";1;1;1;1;0,017;1;1;1;1;0,299;1;0,597;1;0,448;1;1;1;0,201;1;0,12;0,027;1;0,158;1;1;0,41;1;1;1
"affirmer";1;1;1;1;0,113;1;1;0,33;1;0,262;0,029;1;1;0,4;1;1;1;0;0,035;1;1;1;1;0,997;1;0,365;1;1;1
"élevé";1;1;1;0,034;0,639;0,07;1;1;1;0,054;1;0,205;1;1;1;0,599;0,138;1;1;0,599;1;0,828;0,678;1;1;1;1;0;1
"remporter";1;1;0;1;0;1;1;0,351;1;1;0,205;0,57;1;1;1;1;1;1;1;1;1;0;0,57;1;1;1;1;1;1
"présenter";1;1;1;1;0,09;1;0,013;1;0,002;1;0,588;1;1;1;1;1;1;1;1;1;1;0,621;1;1;1;1;0,065;0,119;1
"minute";1;1;1;1;1;1;1;0;1;0,933;0,17;0,515;1;1;0,133;0,446;1;1;1;1;1;0;1;0,973;1;1;1;1;1
"condition";1;1;0,956;0;1;0,011;1;0,885;1;0,808;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,236;0,001;0,291;0,072;1
"commun";0,078;1;1;0,865;0,013;1;0,893;1;0,708;1;1;1;0,158;1;0,893;0,805;1;1;0,975;0,805;1;1;1;0,639;0,708;0,708;0,774;0,019;0,124
"annonce";1;1;0,006;0,57;1;1;1;1;1;1;0,677;0,001;1;1;1;1;1;0;1;1;1;1;1;0,002;1;0,388;1;0,023;1
"affaire";0,238;1;1;1;0,427;1;1;1;1;0,885;1;1;1;0,331;1;1;1;0,525;0;1;0,106;1;1;1;1;0,038;1;1;1
"rencontre";0,276;1;1;1;1;1;1;0;0,343;0,933;0,618;1;1;0,061;0;1;0,073;1;1;1;1;0,03;1;0,973;1;1;1;1;1
"mètre";1;1;1;0;1;1;1;1;0,14;1;1;1;1;1;1;1;0,841;1;1;0,872;0,268;0,049;0,025;1;0,008;1;0,18;1;0,808
"manifestation";1;1;1;1;0,601;1;1;1;0,034;0,398;0,705;1;0,573;0,517;1;1;1;1;0,117;1;1;0,73;0,002;1;1;0;1;1;1
"laurent";0,847;1;1;1;1;0,108;1;1;1;1;1;1;0,319;1;1;0,319;0,99;1;1;1;1;1;1;0,847;0,921;0,236;1;0;0,029
"journée";1;1;0,557;0;1;0,775;1;1;1;0,434;1;1;0,615;0,557;0,698;0,615;1;1;1;1;0,698;0,141;1;1;1;0,043;1;1;0,051
"israël";1;1;1;1;1;1;1;1;1;1;1;0,865;1;0,741;0,893;1;1;0;0,975;1;1;1;1;1;1;0,004;1;1;1
"haut";1;0,209;0;1;1;1;1;0,885;0,001;1;1;1;1;0,263;1;1;0,99;1;0,496;1;1;1;0,377;0,847;0,921;0,921;1;1;0,956
"guerre";0,606;1;1;1;1;1;1;1;1;0,001;1;0,173;1;0;0,857;1;1;0,001;0,938;1;0,857;1;1;0,606;0,674;1;1;1;0,707
"donner";1;0,963;1;1;1;1;1;0,03;1;1;0,137;0,092;1;1;0,106;1;1;1;1;0,395;1;0,021;1;0,024;1;0,299;1;0,493;1
"compte";1;1;0,22;1;0,037;1;1;0,173;0,865;1;0,405;1;1;1;1;0,031;0,933;1;1;0,966;1;1;1;0,15;1;0,196;0,933;1;0,02
"augmenter";0,791;1;1;1;0,997;0,432;0,35;1;1;1;1;1;0,031;1;1;0;0,025;1;1;0,966;1;1;1;0,791;1;1;0,001;0,053;0,9
"ajouter";1;1;1;1;1;1;1;0,33;1;1;0,648;0,13;1;0;1;1;1;0,613;1;0,472;0,148;1;0,13;0,997;1;1;0,436;0,148;0,4
"âge";1;1;1;1;1;1;0,55;1;1;1;0,025;1;1;1;0,55;0,008;0,006;1;0,03;0,446;1;0,03;1;1;1;0,343;1;0,55;1
"professionnel";0,82;1;1;1;1;0;1;0,857;1;1;1;1;0,995;1;1;0,995;0,03;1;1;0,995;1;1;0,003;1;1;0,216;1;0,062;1
"poursuivre";1;1;0,331;1;1;1;1;0,963;1;1;0,558;1;1;0,047;1;1;1;1;0,154;0;1;0,154;1;0,925;1;1;0,056;1;1
"meilleur";1;0,938;0;1;1;1;1;0,026;0,975;1;0,527;0,081;1;1;1;0,369;1;1;1;1;1;0,001;1;1;1;1;1;1;1
"impact";1;1;1;1;0,534;0,227;0,002;1;1;0,979;0,034;1;1;1;1;0,011;0,093;1;0,712;0,497;1;1;1;1;1;0,388;1;0,023;1
"proche";1;1;1;0,432;0,069;1;1;0,248;1;0;1;1;0,369;1;0,464;1;1;0,496;0,559;1;1;0,559;1;0,9;1;0,975;1;1;1
"objectif";1;1;0,956;1;1;0,011;1;1;1;1;1;1;1;1;0,407;1;0,99;1;1;0,002;1;1;1;0;0,921;0,921;0,291;1;0,029
"marché";0,091;1;1;1;1;1;1;1;1;1;0,983;1;1;1;0,928;1;0,01;1;1;0;1;1;0,001;0,091;1;0,741;0,808;0,241;1
"espèce";1;1;1;1;1;0,73;0,084;1;1;1;1;1;1;1;1;1;0,545;1;1;0,573;1;1;1;1;0,488;1;1;0,084;0
"dénoncer";1;1;1;1;0,427;1;1;0,963;1;0,885;0,137;1;1;1;1;1;1;0;0;1;1;1;1;1;1;0;1;0,011;1
"campagne";1;1;1;0,22;0,199;1;1;0;0,741;1;0,983;1;0,179;1;0,928;0,839;1;1;0,308;0,839;1;1;0,9;0,671;0,741;1;1;0,928;0,141
"assurer";0,874;1;1;1;0,06;1;1;1;0,948;1;1;1;1;0,002;1;1;1;0;1;1;1;0,527;1;0,017;0,257;0,948;1;0,082;1
"ap";1;1;0,4;1;0,507;1;1;1;1;1;1;1;1;0,069;0,019;0,472;1;0,613;0,035;0,472;0,019;1;1;1;1;1;1;1;0,069
"aide";0,733;1;1;1;1;0,369;1;1;1;0,101;1;1;0,224;0,839;0,295;0,224;0,872;0,043;1;0,904;0,995;1;1;1;1;0,158;0,017;0,995;1
"accueillir";1;1;1;1;1;1;1;1;0;1;1;0,27;0,904;1;0,995;1;1;0,319;1;0,904;0,995;1;0,27;1;1;0;0,017;0,995;0,839
"système";1;1;1;1;0,997;0,432;0,003;1;1;0,753;1;1;0,001;0,9;1;1;1;0,377;1;1;1;1;1;0,009;1;0;0,245;1;1
"réaliser";1;1;0,424;1;1;1;0,606;1;1;1;0,003;0,144;1;1;1;1;0,461;1;1;0,011;1;0;1;1;1;1;1;0,606;1
"précédent";1;1;1;1;0,125;0,712;1;0,351;1;0,033;0,205;1;0,011;1;1;1;0;1;1;0,497;1;0,712;0,57;1;1;0,388;1;0,023;1
"palestinien";1;1;1;1;1;1;1;1;1;0,469;1;1;1;1;0,74;1;1;0;1;1;0,74;1;1;1;1;0,565;1;0,74;1
"majeur";0,973;1;1;1;0;1;0,001;1;1;0,933;0,618;1;1;1;0,133;1;1;1;1;1;0,55;1;1;0,276;0,343;1;0,411;1;0,377
"janvier";0;1;0,263;1;1;1;1;1;0,921;1;1;0,377;1;0,956;0;1;1;1;1;0;1;1;1;0,184;0,236;0,236;0,291;1;0,956
"inscrire";1;1;1;0,9;1;1;0,928;0;1;1;1;1;0,013;0,008;0,241;0,839;1;1;0,308;1;1;0,002;1;0,671;1;1;0,16;1;1
"humain";1;1;1;1;1;1;0,001;1;1;1;0;1;0,839;1;1;0,179;0,01;1;1;1;0,928;1;0,9;1;1;0;1;1;0,775
"côté";1;1;0,263;1;1;1;1;0,885;0,023;0,16;1;0,377;1;0,956;0,407;1;1;1;1;1;1;0,011;0,377;0,847;1;0,921;0,99;1;0,956
"billet";1;1;1;1;1;1;1;0;1;1;0,202;1;1;0,671;1;1;1;0,847;1;0,119;0,167;0,9;0,791;1;1;1;0,004;1;1
"émission";0;1;1;1;1;0,017;1;1;0,278;1;1;0,432;1;1;1;1;1;1;1;1;1;1;1;0,9;0,975;1;1;1;1
"édition";1;1;0,808;0,933;1;1;1;0;0,008;1;0,002;0,245;1;1;1;0,872;1;1;1;1;1;0,338;0;1;1;0,14;1;1;1
"sortir";1;1;1;1;0,001;1;1;0,003;1;0,262;0,002;0,015;1;0,4;1;1;1;0,613;0,682;1;0,578;0,682;1;1;1;1;1;1;1
"recevoir";1;1;1;1;0;1;1;0,229;0,257;1;1;0,005;1;0,285;1;0,051;1;1;1;1;1;1;1;0,874;1;0,001;1;0,435;0,983
"histoire";0,202;0,912;0,983;1;0,374;1;1;0,229;0,948;0,834;0,497;0,405;1;0,983;1;1;1;1;1;0,344;1;0;1;1;0,948;1;1;1;0,983
"général";1;1;0;1;0,113;1;0,578;1;1;0,956;1;1;0,472;1;0,578;1;0,083;0,613;0,682;0,009;0,578;1;1;0,997;1;0,057;1;1;1
"di";1;1;1;1;0;0;1;1;1;1;1;1;0,004;1;1;0,369;1;0,496;0,559;1;1;1;1;0,9;1;1;1;1;1
"deuxième";0,847;1;0;0,061;0,348;1;1;0,018;0,921;1;1;1;1;0,956;1;1;0,99;1;1;1;1;0,011;1;0,847;1;0,236;1;1;0,956
"concerner";0,847;1;1;0,377;1;1;0,407;1;1;0,808;1;1;0,319;1;1;0,319;0,291;1;1;1;1;1;1;0;0,921;0,023;0,99;1;0,956
"but";1;1;1;1;1;1;1;0;0,639;1;1;1;1;1;0,167;1;1;1;1;1;1;0;1;1;1;1;0,105;1;1
"éviter";1;1;0,034;0,405;1;0,001;1;0,912;0,948;0,834;1;1;1;1;1;1;1;1;1;1;0,007;1;1;0,202;0,948;0,257;1;1;0,034
"économique";1;1;1;1;0,134;0,22;1;1;1;1;1;0,791;1;0,671;0;1;0,702;0,847;1;1;1;1;0,791;0,572;0,078;1;0,702;0,167;0,671
"vert";1;1;0,741;1;0;1;0,893;0,092;1;1;1;1;0,158;0,741;0,216;1;1;1;1;0,805;1;1;1;0,002;1;0,708;1;0,216;1
"udc";0,502;1;1;1;0;1;1;1;1;1;1;1;0,085;1;0,74;1;1;1;1;1;1;1;1;0,502;0,565;0;0,626;0,74;1
"secteur";0,671;0,707;0,775;0,22;1;1;1;0,707;1;1;1;1;0,179;1;0,241;1;1;1;1;0,013;0,241;1;1;0,091;0,124;0,124;1;0,928;0,775
"produit";1;0,829;1;1;1;0,007;0,35;1;0,865;1;1;0,002;0,966;0,9;1;1;1;1;0,432;0;1;1;0,323;1;0,196;1;1;1;0,9
"pari";0,606;0,64;1;0,829;1;1;1;1;0,674;1;1;1;1;0,107;1;1;1;1;0;1;1;0,001;0,173;0,606;1;0,674;1;0,857;1
"majorité";1;1;1;1;0;1;1;1;1;0,753;0,405;1;0,031;1;0,35;0,966;0,245;1;1;0,966;1;1;1;0,791;1;0,016;0,933;1;1
"joueur";1;1;1;1;1;1;1;0;1;1;1;0,245;1;1;1;1;1;0,99;1;1;1;0;0,933;1;1;1;1;1;1
"chiffre";0,639;1;1;1;0,013;1;1;1;1;1;1;0,865;0;1;0,893;0,805;0;1;1;1;1;0,278;0,196;1;0,708;1;0,774;0,893;1
"changement";0,791;1;0,9;1;0,297;0,081;1;1;0,865;0,129;1;0,323;0,966;0,9;1;0,27;0,933;1;1;0,966;1;1;1;0,15;1;0,196;0,025;1;1
"cessez_le_feu";1;1;1;1;1;1;1;1;1;1;1;1;1;0,634;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"accuser";1;1;1;1;1;1;1;1;1;0,015;0,527;1;1;0,308;0,094;1;1;0;0;1;1;1;1;1;1;0,975;1;1;1
"romand";1;1;0,9;0,323;0,297;0,432;1;1;0,016;1;1;1;0,27;1;1;0,27;0,933;1;1;0,966;1;1;1;0,15;0;1;0,025;1;1
"gauche";0,791;1;0;1;0;1;1;0,829;1;1;1;1;0,966;1;0;1;1;1;1;1;1;1;1;1;1;0;0,933;1;1
"europe";1;0,912;1;1;1;1;1;0;1;1;1;1;0,344;1;1;1;1;1;1;1;1;0,527;1;0,874;0,257;0,948;0,042;1;0
"enregistrer";1;1;1;0;1;0,527;0,435;1;1;0,834;1;1;0,003;1;1;1;1;1;1;0,051;1;1;1;0,874;1;1;1;0,082;0,983
"comprendre";1;1;1;0,488;1;1;0;0,289;1;1;1;0,488;1;1;0,521;1;1;1;1;1;0,521;0,171;1;0,949;1;1;0,065;1;0,054
"cause";1;0,707;0,775;1;1;0,308;0,024;1;1;1;0,983;1;0,839;0,775;0,928;0,839;1;0,956;1;1;0,001;1;1;1;0,741;0,006;1;1;0,775
"tour";0,791;1;1;1;0;1;1;1;0,016;1;0,405;1;1;0,9;1;1;1;1;1;0,966;1;0;0,002;0,791;1;1;0,933;1;1
"rappeler";1;1;1;0,044;0,997;0,081;1;0,829;0,865;1;1;0,323;0,966;1;1;1;0,933;1;0,007;1;1;0,081;1;1;0,865;1;0,025;1;1
"phénomène";1;1;1;0;1;1;0,407;0,885;0,921;0,808;1;0,061;0,319;1;1;0,319;0,036;1;1;1;1;1;0,004;0,184;1;0,921;1;1;0,956
"neige";1;1;1;0;1;0,775;1;1;1;1;1;1;1;1;1;1;1;1;0,775;1;1;0,775;1;1;1;1;1;0,698;1
"match";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"km";1;1;0,839;0;1;1;1;1;0,805;0;1;1;1;0,839;1;1;1;0,319;1;0,904;0,995;1;0,27;1;0,158;0,805;1;0,995;1
"jouer";1;1;1;1;1;1;1;0;1;1;0,001;0,46;1;1;1;0,395;1;1;1;1;0,493;0;0,46;0,925;1;1;1;1;1
"inclure";1;1;1;0,865;1;0,278;1;1;1;1;1;0,865;0,805;1;0,216;0;1;0,236;0,975;1;0,893;1;0,016;1;1;1;0;1;0,741
"emji_drapeau_états_unis";1;1;1;1;1;1;1;1;1;1;0,223;0,597;1;0;0;1;1;1;0,247;1;0,634;1;1;1;1;1;1;1;1
"débat";0,702;0,739;0,808;1;0,223;0,049;1;0,739;1;1;1;1;0,872;0,808;0,962;0,201;1;1;0,338;1;1;0,049;1;0,702;1;0,008;1;0,962;0,808
"dollar";1;1;1;1;1;1;1;0,055;1;0,503;0,012;0;1;0,634;0;0,695;1;1;0,86;1;1;1;1;0,537;1;1;1;1;0,634
"baisser";1;1;1;0,933;0,903;1;0,962;1;1;1;1;1;0,872;1;0,268;0,201;0;1;1;0;1;1;1;0;0,774;0,774;1;0,962;0,808
"artiste";1;1;1;1;1;1;1;1;0;1;0;0,02;1;1;1;1;1;1;1;1;0,928;1;0,22;1;1;1;1;1;1
"vol";1;1;1;1;1;1;1;1;1;0,009;1;1;0,486;1;1;1;1;0,586;0,633;0,033;0,561;1;0,045;0,352;0,407;1;0;1;1
"vidéo";1;0,64;1;1;1;0,938;0,857;1;0,674;1;0,912;0;0,769;1;1;0,769;1;0,885;0,938;1;0;0,938;0,829;1;0,674;1;1;1;0,707
"the";1;1;1;1;0,724;0,86;1;1;1;1;0;0,007;1;0,634;1;0,101;0,003;1;1;1;1;0,86;0,007;1;1;1;1;1;1
"susciter";1;0,015;1;1;1;0,094;1;0,857;0,893;1;1;1;1;1;1;1;1;1;0,009;0,995;1;0,094;1;0,82;0,893;0;1;1;0,928
"soutien";0,762;1;1;1;1;0,069;1;1;1;1;1;0,997;0,001;0,199;1;0,247;0,903;1;0,069;1;1;1;1;1;0,835;0,013;0,903;0,044;1
"sexuel";0,733;1;1;1;1;1;0,295;1;1;1;1;1;0,021;1;1;0,021;0,872;1;0;1;0,037;1;1;1;1;1;1;0,995;1
"saint";1;1;0,063;1;0,097;1;1;1;1;1;0,793;1;1;0,596;1;1;1;1;0,166;1;1;0;0,109;1;0,565;1;0;1;1
"recherche";1;1;1;0,323;0,997;0;0;1;1;1;1;1;1;1;1;0,27;1;1;1;1;1;1;1;1;0,196;1;1;1;0,9
"long";1;1;1;1;1;0;1;0,938;1;0,86;0,527;0,007;1;0,04;1;1;1;0,496;1;1;1;0,559;0,081;1;0,975;1;1;1;1
"justice";1;1;1;1;1;1;1;1;1;1;1;1;0,839;1;0,928;1;1;1;0;0,839;0,024;1;1;0,003;0,124;0,006;1;1;1
"géant";1;0,769;0;1;1;1;1;1;1;1;1;0,031;1;1;0,995;1;1;1;1;1;1;1;0,27;0,006;0,805;1;0,201;0,995;1
"exprimer";1;1;0,141;1;0,199;1;1;1;1;1;0,983;0,02;1;0;0,024;1;1;1;1;1;1;1;1;1;0,741;0;1;1;1
"euses";1;1;1;0,829;1;0,248;0;1;0,674;1;1;1;0,769;1;0,857;1;1;1;1;0,769;1;1;0,829;0,606;0,092;0,674;0,739;0,015;0,107
"crise";1;1;1;1;0;0,938;0,857;1;1;1;1;1;1;0,707;0,857;1;0,122;0,885;1;0,769;0,857;0,938;1;0,606;0,674;0,092;0,739;1;0,107
"considérer";0,874;1;1;1;1;1;1;1;1;0,012;1;1;0,344;0,983;1;0,344;1;0,466;1;0,003;1;0,122;1;0,874;0,948;0,948;1;0,007;1
"climatique";1;1;1;0,059;0,557;1;1;1;1;0,013;1;1;1;0,476;1;1;0,037;1;1;0,53;1;1;1;0,391;0,026;0,448;0,037;0,608;1
"cantonal";0,639;1;1;0,196;0,835;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0,019;1;0,865;0;0,107;0,004;0,14;1;1
"élection";0,702;1;1;1;0;1;0,962;1;0,774;0,665;1;1;1;0,16;0,962;1;1;1;1;1;1;1;1;1;1;0;1;1;0,808
"école";1;1;1;1;1;0,529;1;1;1;0,004;1;1;1;1;0,463;0,017;0,37;1;1;0,394;0,463;1;0,44;1;0,323;0,323;1;0,463;1
"sujet";0;1;0,928;1;1;1;1;1;0;1;1;1;1;0,241;0,378;0,995;1;1;1;0,995;1;1;1;0,82;0,019;0,216;1;0,378;0,928
