*rts_i;21;22;24;28;27;32;29;22;23;20;31;28;26;24;29;26;25;30;32;26;29;32;28;21;23;23;25;29;24
*i_1000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
*postLikes_12200;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
*postComments_90;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
*postReposts_86;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
*postDate_1-1-2026;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
*lang_fr;21;22;24;28;27;32;29;22;23;20;31;28;26;24;29;26;25;30;32;26;29;32;28;21;23;23;25;29;24
*i_0999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
*postLikes_8600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0
*postComments_65;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
*postReposts_41;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;1;0
*i_0998;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
*postLikes_11000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
*postComments_52;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
*postReposts_62;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
*postDate_31-12-2025;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0
*i_0997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
*postLikes_2400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;2;1;0;1;1;1;0;2
*postComments_15;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;2;0;3;0;0;2;0;1;0;1
*postReposts_6;1;1;0;0;2;1;3;1;1;0;0;0;0;0;2;0;1;0;0;1;1;3;0;1;2;2;0;1;0
*i_0996;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
*postLikes_2300;2;0;0;0;0;1;1;0;2;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
*postComments_13;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;1;1;1;0;0;0;1;0;0
*postReposts_4;0;2;2;0;2;2;1;1;1;1;0;3;0;1;3;0;1;1;2;0;1;1;0;1;2;1;1;1;2
