"";"V1"
"1";1
"2";0
"3";11
"4";25
"5";9
"6";14
"7";0
"8";23
"9";27
"10";28
"11";0
"12";0
"13";23
"14";0
"15";19
"16";11
"17";21
"18";12
"19";0
"20";14
"21";11
"22";10
"23";10
"24";0
"25";10
"26";22
"27";13
"28";5
"29";14
"30";3
"31";5
"32";19
"33";28
"34";11
"35";28
"36";23
"37";20
"38";9
"39";18
"40";27
"41";3
"42";11
"43";18
"44";18
"45";0
"46";13
"47";27
"48";28
"49";24
"50";0
"51";25
"52";10
"53";0
"54";23
"55";28
"56";23
"57";18
"58";14
"59";7
"60";0
"61";7
"62";16
"63";5
"64";0
"65";7
"66";0
"67";19
"68";0
"69";13
"70";25
"71";0
"72";6
"73";20
"74";11
"75";4
"76";28
"77";12
"78";22
"79";29
"80";23
"81";15
"82";6
"83";29
"84";17
"85";20
"86";16
"87";10
"88";9
"89";21
"90";18
"91";11
"92";24
"93";5
"94";11
"95";0
"96";7
"97";19
"98";23
"99";22
"100";23
"101";13
"102";16
"103";22
"104";9
"105";6
"106";20
"107";13
"108";28
"109";0
"110";4
"111";0
"112";22
"113";12
"114";28
"115";12
"116";12
"117";25
"118";3
"119";0
"120";0
"121";19
"122";22
"123";0
"124";3
"125";24
"126";9
"127";15
"128";14
"129";3
"130";22
"131";28
"132";0
"133";11
"134";13
"135";3
"136";26
"137";5
"138";16
"139";22
"140";7
"141";0
"142";0
"143";12
"144";27
"145";0
"146";8
"147";0
"148";5
"149";15
"150";20
"151";0
"152";6
"153";0
"154";17
"155";25
"156";16
"157";0
"158";5
"159";6
"160";17
"161";0
"162";0
"163";0
"164";23
"165";0
"166";12
"167";21
"168";22
"169";29
"170";0
"171";11
"172";15
"173";25
"174";5
"175";1
"176";21
"177";6
"178";6
"179";23
"180";24
"181";1
"182";21
"183";3
"184";16
"185";17
"186";21
"187";11
"188";27
"189";25
"190";13
"191";8
"192";6
"193";4
"194";13
"195";0
"196";3
"197";17
"198";23
"199";0
"200";7
"201";27
"202";0
"203";19
"204";3
"205";2
"206";20
"207";17
"208";28
"209";3
"210";0
"211";6
"212";14
"213";0
"214";26
"215";26
"216";25
"217";28
"218";3
"219";2
"220";5
"221";0
"222";20
"223";27
"224";25
"225";0
"226";0
"227";5
"228";0
"229";19
"230";0
"231";18
"232";20
"233";21
"234";22
"235";29
"236";5
"237";4
"238";10
"239";25
"240";0
"241";24
"242";25
"243";27
"244";18
"245";15
"246";2
"247";24
"248";18
"249";27
"250";22
"251";0
"252";26
"253";0
"254";12
"255";0
"256";25
"257";0
"258";13
"259";21
"260";28
"261";22
"262";6
"263";0
"264";20
"265";1
"266";28
"267";17
"268";3
"269";7
"270";17
"271";9
"272";25
"273";1
"274";28
"275";12
"276";9
"277";20
"278";0
"279";17
"280";14
"281";0
"282";0
"283";19
"284";0
"285";25
"286";8
"287";0
"288";26
"289";0
"290";6
"291";0
"292";23
"293";4
"294";26
"295";27
"296";0
"297";3
"298";0
"299";0
"300";8
"301";2
"302";0
"303";15
"304";26
"305";20
"306";6
"307";11
"308";1
"309";28
"310";28
"311";2
"312";0
"313";22
"314";6
"315";0
"316";8
"317";0
"318";27
"319";6
"320";29
"321";0
"322";0
"323";2
"324";26
"325";0
"326";16
"327";29
"328";29
"329";0
"330";6
"331";0
"332";23
"333";0
"334";13
"335";5
"336";5
"337";13
"338";0
"339";12
"340";21
"341";4
"342";14
"343";13
"344";20
"345";26
"346";0
"347";0
"348";0
"349";0
"350";26
"351";0
"352";0
"353";0
"354";0
"355";9
"356";1
"357";14
"358";9
"359";7
"360";0
"361";1
"362";19
"363";10
"364";0
"365";8
"366";17
"367";10
"368";0
"369";6
"370";29
"371";3
"372";0
"373";10
"374";29
"375";28
"376";4
"377";21
"378";29
"379";0
"380";6
"381";3
"382";19
"383";0
"384";3
"385";13
"386";6
"387";9
"388";19
"389";15
"390";3
"391";25
"392";0
"393";7
"394";17
"395";18
"396";21
"397";0
"398";0
"399";27
"400";21
"401";1
"402";22
"403";0
"404";29
"405";0
"406";15
"407";11
"408";9
"409";0
"410";18
"411";0
"412";0
"413";18
"414";0
"415";0
"416";4
"417";5
"418";0
"419";12
"420";0
"421";10
"422";24
"423";10
"424";23
"425";17
"426";5
"427";7
"428";23
"429";23
"430";22
"431";15
"432";11
"433";24
"434";12
"435";1
"436";0
"437";16
"438";7
"439";12
"440";25
"441";8
"442";16
"443";14
"444";23
"445";26
"446";28
"447";18
"448";4
"449";6
"450";0
"451";14
"452";16
"453";26
"454";0
"455";3
"456";0
"457";14
"458";0
"459";13
"460";0
"461";20
"462";0
"463";19
"464";0
"465";11
"466";16
"467";27
"468";3
"469";5
"470";21
"471";24
"472";16
"473";1
"474";21
"475";27
"476";9
"477";9
"478";2
"479";0
"480";13
"481";4
"482";16
"483";0
"484";0
"485";19
"486";0
"487";20
"488";7
"489";4
"490";2
"491";0
"492";14
"493";6
"494";11
"495";14
"496";0
"497";27
"498";0
"499";8
"500";19
"501";4
"502";14
"503";0
"504";0
"505";2
"506";0
"507";16
"508";15
"509";12
"510";28
"511";11
"512";18
"513";0
"514";0
"515";12
"516";6
"517";4
"518";13
"519";18
"520";0
"521";7
"522";24
"523";29
"524";16
"525";1
"526";12
"527";1
"528";0
"529";3
"530";0
"531";12
"532";8
"533";7
"534";23
"535";6
"536";8
"537";12
"538";8
"539";12
"540";21
"541";0
"542";7
"543";12
"544";15
"545";24
"546";6
"547";2
"548";14
"549";17
"550";21
"551";25
"552";0
"553";0
"554";26
"555";9
"556";29
"557";21
"558";0
"559";2
"560";4
"561";0
"562";0
"563";19
"564";22
"565";7
"566";14
"567";16
"568";17
"569";23
"570";19
"571";0
"572";2
"573";0
"574";22
"575";0
"576";4
"577";0
"578";4
"579";0
"580";6
"581";12
"582";15
"583";13
"584";12
"585";0
"586";8
"587";6
"588";28
"589";28
"590";7
"591";29
"592";29
"593";26
"594";16
"595";22
"596";11
"597";17
"598";0
"599";29
"600";15
"601";15
"602";24
"603";15
"604";0
"605";23
"606";6
"607";15
"608";20
"609";5
"610";0
"611";10
"612";0
"613";23
"614";21
"615";14
"616";0
"617";0
"618";9
"619";20
"620";0
"621";9
"622";1
"623";27
"624";0
"625";26
"626";0
"627";25
"628";10
"629";24
"630";1
"631";21
"632";0
"633";29
"634";11
"635";1
"636";19
"637";19
"638";15
"639";2
"640";22
"641";14
"642";0
"643";18
"644";0
"645";0
"646";23
"647";4
"648";2
"649";15
"650";27
"651";0
"652";20
"653";21
"654";13
"655";10
"656";15
"657";0
"658";20
"659";28
"660";4
"661";2
"662";21
"663";8
"664";18
"665";0
"666";15
"667";13
"668";8
"669";13
"670";12
"671";13
"672";11
"673";0
"674";8
"675";0
