"";"X.rts_a";"X.rts_i"
"vivant";0,6283;-0,6283
"prendre";1,103;-1,103
"souhaiter";0,8332;-0,8332
"fin";0,3486;-0,3486
"année";5,2816;-5,2816
"fromage";1,8131;-1,8131
"souvenir";13,7439;-13,7439
"cours";0,3154;-0,3154
"enfant";1,2541;-1,2541
"plaisir";6,073;-6,073
"cadeau";1,5527;-1,5527
"noël";0,6344;-0,6344
"partie";-1,824;1,824
"tradition";0,6862;-0,6862
"arriver";0,2989;-0,2989
"père";1,1017;-1,1017
"retour";0,5885;-0,5885
"aller";2,7744;-2,7744
"passer";2,9474;-2,9474
"réponse";3,4896;-3,4896
"classe";3,5684;-3,5684
"suisse";6,1144;-6,1144
"romand";6,7656;-6,7656
"heure";3,2088;-3,2088
"soigner";1,2354;-1,2354
"idée";1,8131;-1,8131
"masculin";3,1638;-3,1638
"émission";35,2557;-35,2557
"oeil";3,3365;-3,3365
"trouver";5,999;-5,999
"sapin";2,2303;-2,2303
"bonheur";2,4038;-2,4038
"proche";-2,0185;2,0185
"emji_sapin_de_noël";-1,9336;1,9336
"partir";1,4169;-1,4169
"recherche";-1,0594;1,0594
"musical";0,6206;-0,6206
"rts";10,9055;-10,9055
"compagnie";1,3334;-1,3334
"retrouver";32,3824;-32,3824
"version";0,2755;-0,2755
"long";1,0812;-1,0812
"lien";13,866;-13,866
"bio";21,331;-21,331
"archive";36,08;-36,08
"beauté";1,2354;-1,2354
"espace";-1,3066;1,3066
"saison";-0,2467;0,2467
"officiellement";-0,341;0,341
"lancer";0,4098;-0,4098
"fêter";3,7812;-3,7812
"proposer";1,1785;-1,1785
"meilleur";2,6756;-2,6756
"pire";1,5175;-1,5175
"recette";2,7628;-2,7628
"atteindre";-2,791;2,791
"près_de";-2,9431;2,9431
"km";-1,1784;1,1784
"h";-0,5963;0,5963
"piste";2,3828;-2,3828
"kilomètre";0,507;-0,507
"budget";-1,8658;1,8658
"chat";1,128;-1,128
"devenir";0,3488;-0,3488
"véritable";2,1582;-2,1582
"emji_notes_de_musique";-0,8865;0,8865
"danse";5,4152;-5,4152
"créer";-0,7003;0,7003
"grand";2,5153;-2,5153
"succès";-0,3803;0,3803
"international";-0,8432;0,8432
"initialement";-1,6008;1,6008
"station";-0,3624;0,3624
"chanson";1,4477;-1,4477
"monde";1,5867;-1,5867
"pays";-0,8563;0,8563
"commencer";1,3653;-1,3653
"transformer";-1,0018;1,0018
"connaître";0,7269;-0,7269
"traverser";-0,4002;0,4002
"décennie";0,4648;-0,4648
"continuer";-0,4921;0,4921
"séduire";-0,495;0,495
"jeune";8,5453;-8,5453
"public";-0,4464;0,4464
"notamment";-5,5017;5,5017
"streaming";-1,1175;1,1175
"rester";-0,952;0,952
"incontournable";1,831;-1,831
"fête";11,95;-11,95
"populaire";-0,8157;0,8157
"dernier";-3,2297;3,2297
"nouveau";-2,546;2,546
"âgé";-0,2423;0,2423
"profiter";1,82;-1,82
"retraite";0,7264;-0,7264
"oeuvre";-0,2898;0,2898
"base";-0,3282;0,3282
"découvrir";3,0301;-3,0301
"emji_skieur";-1,7664;1,7664
"emji_drapeau_suisse";-48,9302;48,9302
"décembre";-4,3497;4,3497
"chute";-1,0536;1,0536
"val";1,8114;-1,8114
"arrêter";0,8464;-0,8464
"carrière";1,0812;-1,0812
"raconter";7,9823;-7,9823
"histoire";2,3479;-2,3479
"image";0,8968;-0,8968
"penser";0,8852;-0,8852
"garçon";2,4949;-2,4949
"rue";5,1823;-5,1823
"cheveu";2,2303;-2,2303
