"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7"
"diversité";-1,422;-0,832;-0,056;0,196;1,914;-0,476;0,099
"diffuser";-1,802;-0,936;-3,075;-0,763;32,772;-0,536;-4,418
"coûteux";-3,847;-0,936;-3,075;-0,763;-1,182;-0,536;27,783
"contrainte";-0,523;-0,936;-3,075;15,223;0,235;-0,536;0,282
"contenter";-3,847;-0,936;0,844;0,103;6,661;-0,536;-1,1
"consacrer";-0,399;1,687;-1,034;2,585;-0,183;-0,506;0,486
"concevoir";-0,523;-0,936;-0,174;15,223;-0,002;4,342;-1,1
"coincer";3,073;-0,936;-0,174;0,103;-0,002;0,457;-1,1
"cochon";-1,611;1,687;26,723;0,144;-2,267;-0,506;-4,051
"cercle";-1,611;-0,884;1,093;-0,721;1,416;-0,506;0,024
"centrale";-3,205;-0,78;-0,755;0,26;-3,435;-0,446;20,458
"centime";-3,633;-0,884;-2,904;-0,721;-6,677;0,544;37,404
"cagoule";10,176;-0,884;-0,108;0,144;0,424;-0,506;-6,526
"bouffer";0,265;-0,936;2,517;-0,763;-2,596;-0,536;1,119
"boucher";-1,802;30,92;0,844;-0,763;-7,07;0,457;0,282
"bla_bla";0,453;-0,624;0,042;-0,509;1,077;-0,357;-0,733
"beurre";-2,35;-0,572;4,19;-0,466;-1,983;-0,327;3,948
"bain";-0,399;0,032;34,301;-0,721;-4,182;-0,506;-2,163
"autoritaire";-0,011;-0,936;-3,075;-0,763;27,048;-0,536;-6,91
"assistant";-3,633;1,687;-2,904;130,758;-4,182;-0,506;-0,15
"architecte";-3,633;-0,884;3,002;-0,721;-2,267;-0,506;8,205
"appart";0;-0,884;1,093;-0,721;-0,934;-0,506;1,535
"alpe";-1,422;-0,832;22,309;-0,678;-6,285;-0,476;0,762
"affiche";-3,633;5,849;-1,034;-0,721;5,146;-0,506;-0,15
"éteindre";-1,237;15,086;-2,562;-0,636;-0,498;-0,446;2,685
"éclater";6,518;-0,884;-1,034;-0,721;1,416;-0,506;-2,163
"éclairer";0;-0,884;-2,904;-0,721;15,1;0,544;-4,051
"yodel";-1,237;0,095;18,089;-0,636;0,196;-0,446;-5,758
"wikipedia";-1,611;1,687;-0,108;-0,721;11,201;-0,506;-4,051
"volant";-1,422;-0,832;-0,892;-0,678;-1,947;162,518;-0,644
"violeur";49,354;-0,78;-2,562;0,26;-3,435;-0,446;-5,758
"utilité";0;-0,884;-2,904;-0,721;-0,934;-0,506;11,604
"urgent";0,412;0,032;-2,904;0,144;-2,267;13,21;0,486
"tourisme";-1,611;0,032;-2,904;-0,721;-6,677;-0,506;31,07
"totalité";0,85;-0,78;-2,562;9,77;-3,435;-0,446;2,685
"tolérer";1,636;-0,884;-1,034;-0,721;0,012;63,684;-6,526
"symbolique";-1,611;-0,884;-2,904;2,585;-0,934;-0,506;11,604
"suède";-0,88;-0,676;0,007;-0,551;-1,054;-0,387;7,417
"sommet";10,136;-0,728;-2,391;-0,593;0,001;0,904;-1,263
"solaire";-3,633;0,032;-1,034;0,144;-4,182;-0,506;20,162
"sketch";-1,611;-0,884;26,723;-0,721;-2,267;-0,506;-0,15
"singapour";-0,711;0,294;-2,049;-0,509;-0,06;-0,357;5,61
"républicain";-0,287;-0,832;-0,056;-0,678;17,324;-0,476;-6,142
"réforme";-3,633;-0,884;-2,904;-0,721;1,416;0,544;5,394
"récolter";0,412;-0,884;-0,108;-0,721;1,416;-0,506;-0,15
"réchauffer";-3,633;-0,884;-1,034;0,144;-4,182;-0,506;25,322
"rompre";58,507;-0,884;-2,904;-0,721;-4,182;-0,506;-4,051
"retraité";-3,633;-0,884;-2,904;0,144;-2,267;0,544;20,162
"rentable";-3,633;-0,884;-2,904;-0,721;-4,182;0,544;31,07
"relâcher";6,518;-0,884;-1,034;-0,721;0,012;-0,506;-0,15
"recommander";-3,633;-0,884;0,128;-0,721;7,883;0,544;-0,863
"rat";0,015;-0,832;1,394;-0,678;-0,705;0,645;0,099
"protéine";-3,633;-0,884;-2,904;-0,721;7,883;-0,506;1,535
"profession";-3,205;-0,78;-2,562;0,26;-3,435;-0,446;26,01
"prince";-1,422;-0,832;29,504;0,196;-3,807;-0,476;-0,644
"prestation";-3,633;-0,884;-2,904;-0,721;-0,934;-0,506;25,322
"pompier";-3,419;-0,832;-0,892;-0,678;27,811;-0,476;-3,685
"piscine";-3,419;-0,832;37,702;-0,678;-3,807;-0,476;-0,06
"pause";0;-0,884;-0,108;0,144;-2,267;-0,506;5,394
"parer";-1,237;0,095;-0,019;-0,636;0,196;-0,446;1,127
"pacifiste";58,507;-0,884;-1,034;-0,721;-4,182;-0,506;-6,526
"ouvertement";2,056;-0,832;-2,733;0,196;6,224;-0,476;-3,685
"opposition";8,741;-0,78;-2,562;0,26;1,033;-0,446;-3,322
"ong";1,636;-0,884;-2,904;-0,721;-0,183;-0,506;3,171
"oms";0,141;-0,728;-0,001;-0,593;-1,338;-0,417;3,466
"objectivité";-1,611;-0,884;-0,108;-0,721;7,883;-0,506;-0,15
"météo";-3,633;-0,884;-1,034;-0,721;0,012;-0,506;11,604
"musk";-3,633;-0,884;5,856;-0,721;5,146;-0,506;-2,163
"montreux";-3,633;-0,884;34,301;-0,721;-0,934;0,544;-2,163
"mobilité";-3,419;-0,832;-2,733;-0,678;-3,807;27,906;13,44
"mascarade";0;-0,884;1,093;-0,721;0,012;-0,506;0,024
"maduro";36,362;-0,832;-2,733;-0,678;-0,081;-0,476;-6,142
"louper";1,636;0,032;1,093;60,059;-6,677;-0,506;-6,526
"loisir";-3,633;-0,884;3,002;0,144;-6,677;4,778;5,394
"lambda";-1,611;-0,884;0,128;8,044;-2,267;-0,506;3,171
"lacrymo";53,924;-0,832;-0,892;-0,678;-3,807;-0,476;-6,142
"jaloux";-1,611;1,687;26,723;-0,721;-2,267;-0,506;-2,163
"issu";-1,611;-0,884;-1,034;-0,721;0,424;-0,506;5,394
"interpeller";-0,399;-0,884;-2,904;2,585;7,883;-0,506;-0,863
"infiltrer";11,585;-0,832;-0,892;2,92;-0,705;0,645;-3,685
"immédiat";0,412;-0,884;1,093;-0,721;-6,677;-0,506;5,394
"idf";59,342;-0,78;-2,562;-0,636;-3,435;-0,446;-5,758
"habituer";-1,422;0,059;0,223;2,92;1,914;0,645;-3,685
"géopolitique";1,636;-0,884;-0,108;-0,721;1,416;-0,506;-0,863
"gras";-3,205;-0,78;-2,562;-0,636;19,895;-0,446;-0,447
"gentiment";-1,611;-0,884;-1,034;-0,721;7,883;0,544;-0,15
"fédération";7,548;-0,364;-1,195;1,875;0;-0,208;-2,686
"flagrant";0;-0,884;-0,108;0,144;0,424;-0,506;0,024
"filer";-3,419;-0,832;3,569;-0,678;-1,947;5,273;2,05
"exorbitant";-3,633;-0,884;-2,904;-0,721;-6,677;-0,506;44,327
"exagérer";-2,992;-0,728;27,774;-0,593;-3,065;-0,417;0,005
"enfaite";-0,399;-0,884;-0,108;60,059;-4,182;-0,506;0,024
"emmener";0;-0,884;-1,034;-0,721;5,146;-0,506;-0,15
"emji_étourdissement";-2,778;250,265;-2,22;-0,551;-5,106;-0,387;-4,99
"emji_visage_endormi";-1,611;33,373;9,656;-0,721;-4,182;-0,506;-2,163
"emji_mains_levées_peau_claire";-1,611;156,101;-2,904;0,144;-2,267;-0,506;-4,051
"emji_coeur_blanc";-0,399;251,304;-2,904;-0,721;-6,677;-0,506;-6,526
"efficacité";-1,422;1,948;-2,733;-0,678;-1,947;-0,476;13,44
"dépendant";-3,205;-0,78;-2,562;-0,636;0,196;-0,446;11,352
"dénigrer";0,06;0,095;-2,562;0,26;10,972;-0,446;-5,758
"délocaliser";-3,419;-0,832;-0,892;-0,678;-6,285;0,645;28,535
"délinquant";0;-0,884;-0,108;-0,721;15,1;-0,506;-6,526
"dégueulasse";-0,188;-0,78;0,353;-0,636;0,196;-0,446;0,235
"drh";-3,419;-0,832;-2,733;-0,678;-3,807;-0,476;34,814
"douteux";-1,611;-0,884;-2,904;-0,721;11,201;-0,506;0,024
"distribution";-1,422;-0,832;-2,733;-0,678;-3,807;-0,476;28,535
"deviner";-0,399;-0,884;3,002;-0,721;-0,183;-0,506;0,486
"design";-3,633;0,032;1,093;-0,721;-4,182;0,544;8,205
"cuisine";-3,633;-0,884;26,723;2,585;-2,267;-0,506;-0,863
"continu";0;-0,884;-0,108;-0,721;-2,267;13,21;1,535
"contact";-0,399;-0,884;-2,904;2,585;5,146;-0,506;-0,15
"confronter";6,518;-0,884;-2,904;-0,721;0,012;-0,506;0,024
"concert";-1,056;16,657;-0,622;-0,593;-1,338;0,904;0,446
"concentration";-0,399;-0,884;-2,904;-0,721;-0,934;0,544;11,604
"composer";0;-0,884;-1,034;2,585;-0,934;-0,506;3,171
"cible";0;-0,884;-0,108;0,144;0,424;-0,506;0,024
"choc";-3,633;-0,884;-0,108;0,144;0,424;4,778;0,486
"chasser";16,486;-0,832;-0,056;-0,678;-0,705;5,273;-6,142
"champ";-0,399;-0,884;-1,034;-0,721;2,99;13,21;-0,863
"cellule";5,191;-0,78;-0,755;-0,636;1,033;-0,446;-1,552
"carence";-3,205;-0,78;-0,755;-0,636;0,196;-0,446;7,798
"bisounours";-1,611;0,032;20,089;-0,721;-0,183;-0,506;-2,163
"bisou";-1,422;1,948;-2,733;-0,678;6,224;-0,476;-0,06
"benjamin";44,712;-0,832;-0,056;-0,678;-6,285;-0,476;-3,685
"aérien";6,518;-0,884;-2,904;-0,721;-6,677;0,544;5,394
"annuler";1,636;-0,884;-1,034;-0,721;-6,677;-0,506;11,604
"agréable";-3,633;0,032;0,128;-0,721;1,416;-0,506;0,486
"absurdité";0;-0,884;-1,034;-0,721;-0,183;-0,506;5,394
"50mio";-2,992;-0,728;-0,622;-0,593;-5,499;-0,417;29,643
"2x";-3,633;-0,884;-0,108;42,528;-0,934;-0,506;0,486
"évidement";-0,287;-0,832;-2,733;-0,678;0,685;-0,476;3,961
"électoral";-0,188;-0,78;-2,562;-0,636;-3,435;-0,446;20,458
"you";2,048;3,516;12,087;-0,509;-4,713;-0,357;-4,606
"végétarien";-3,419;0,059;0,223;-0,678;1,914;-0,476;0,099
"turc";1,536;-0,468;2,541;-0,381;-1,297;-0,268;-0,136
"traîner";0,06;-0,78;-0,755;32,959;-3,435;15,667;-1,552
"torturer";53,924;-0,832;-0,892;-0,678;-3,807;-0,476;-6,142
"tiktok";-1,422;-0,832;-0,892;8,85;9,306;-0,476;-3,685
"ticket";-2,992;-0,728;-0,622;0,34;-5,499;146,994;0,005
"symptôme";-1,422;-0,832;-2,733;8,85;-0,705;-0,476;6,497
"survie";-1,422;-0,832;-2,733;0,196;-6,285;-0,476;28,535
"sueur";0,604;6,502;0,223;-0,678;-6,285;0,645;0,099
"standard";0,06;-0,78;-2,562;-0,636;-5,892;5,838;11,352
"spécialiser";-3,205;-0,78;-2,562;0,26;-0,498;-0,446;15,573
"souverain";8,741;-0,78;-2,562;-0,636;0,196;-0,446;-0,447
"soumission";0,06;-0,78;-2,562;69,829;-0,498;-0,446;-1,552
"scénario";-1,422;-0,832;1,394;-0,678;6,224;-0,476;-1,853
"sauveur";2,056;0,059;-0,892;-0,678;3,76;-0,476;-3,685
"sauce";-0,188;-0,78;-0,755;-0,636;4,685;-0,446;-0,008
"sanitaire";-1,422;-0,832;-0,892;-0,678;-6,285;-0,476;28,535
"résolution";70,249;-0,78;-2,562;-0,636;-5,892;-0,446;-5,758
"répétition";-1,422;-0,832;-0,892;-0,678;1,914;-0,476;2,05
"réparer";-1,237;-0,78;-2,562;-0,636;-0,498;0,764;11,352
"râler";-1,237;0,095;-2,562;-0,636;-0,498;0,764;7,798
"rond";-1,422;-0,832;1,394;-0,678;3,76;-0,476;-0,644
"romain";28,874;0,059;-2,733;-0,678;-3,807;0,645;-1,853
"resto";-2,992;0,145;2,2;-0,593;-1,338;0,904;1,599
"ressortir";0,015;-0,832;-2,733;0,196;1,914;0,645;-0,06
"redonner";-0,287;1,948;-2,733;0,196;-3,807;-0,476;9,657
"reconstruction";22,249;-0,832;-2,733;-0,678;-1,947;-0,476;-0,06
"reconnaissant";0,015;0,059;-0,056;-0,678;0,074;-0,476;0,099
"racial";4,37;-0,832;-2,733;-0,678;9,306;-0,476;-6,142
"queue";-3,419;-0,832;0,223;0,196;-0,705;0,645;3,961
"questionner";-1,422;-0,832;-0,056;-0,678;3,76;-0,476;0,099
"ptdr";-0,188;-0,78;0,353;3,305;1,033;0,764;-3,322
"promener";-1,422;-0,832;-0,892;0,196;6,224;5,273;-1,853
"professeur";-0,287;-0,832;6,748;-0,678;-0,705;0,645;-0,06
"portugais";-1,923;0,73;2,541;-0,381;0,118;-0,268;-0,136
"plafond";-3,205;0,095;-2,562;-0,636;-3,435;-0,446;26,01
"pesticide";-3,419;-0,832;-2,733;-0,678;-6,285;-0,476;41,718
"peser";-1,422;-0,832;-2,733;-0,678;-0,081;0,645;9,657
"persuader";-1,237;-0,78;0,353;-0,636;4,685;-0,446;-0,447
"personnalité";-3,419;-0,832;-0,056;-0,678;17,324;-0,476;-1,853
"payant";-3,419;-0,832;-2,733;-0,678;-6,285;5,273;28,535
"patriarcat";-1,237;-0,78;-0,755;221,855;-3,435;-0,446;-5,758
"ordinaire";0,015;-0,832;3,569;0,196;-0,705;-0,476;-0,06
"orange";-0,287;-0,832;29,504;-0,678;-1,947;-0,476;-1,853
"opposant";13,21;-0,78;-2,562;9,77;-0,498;-0,446;-3,322
"omettre";-1,422;-0,832;-0,892;-0,678;0,074;0,645;3,961
"numérique";-3,419;-0,832;-2,733;0,196;-3,807;-0,476;28,535
"nuire";7,546;-0,832;-2,733;0,196;0,074;-0,476;-0,644
"motiver";-0,188;-0,78;-0,755;-0,636;1,033;-0,446;1,127
"mordre";7,546;-0,832;-0,892;0,196;0,074;-0,476;-1,853
"minoritaire";-0,188;-0,78;-2,562;-0,636;10,972;-0,446;-0,447
"milei";-2,778;-0,676;-2,22;-0,551;4,228;-0,387;2,203
"mesurer";-3,419;-0,832;-2,733;0,196;0,685;-0,476;6,497
"matelas";-2,564;-0,624;0,042;0,561;8,777;-0,357;-2,253
"lunette";-0,287;-0,832;29,504;-0,678;-0,081;-0,476;-6,142
"louer";-1,422;0,059;0,223;-0,678;-1,947;0,645;3,961
"lara";-2,778;250,265;-2,22;-0,551;-5,106;-0,387;-4,99
"judée";60,879;-0,676;-2,22;-0,551;-5,106;-0,387;-4,99
"janvier";-0,287;-0,832;16,118;0,196;-1,947;0,645;-1,853
"inciter";-1,422;-0,832;-2,733;8,85;-0,081;5,273;0,762
"immédiatement";7,546;-0,832;-0,892;-0,678;0,074;-0,476;-0,644
"humilier";0,85;-0,78;0,353;3,305;0,196;-0,446;-3,322
"hollywood";-3,205;-0,78;-2,562;0,26;31,454;-0,446;-5,758
"génocidaires";63,998;-0,832;-0,892;-0,678;-6,285;-0,476;-6,142
"grossesse";-3,419;-0,832;-2,733;64,636;-6,285;-0,476;6,497
"fracasser";4,37;-0,832;-0,056;2,92;0,074;0,645;-6,142
"flottille";74,934;-0,832;-2,733;-0,678;-6,285;-0,476;-6,142
"fierté";-3,419;1,948;-2,733;17,987;0,074;-0,476;0,099
"explosion";0,604;0,059;-0,056;0,196;-6,285;0,645;2,05
"ete";0,85;-0,78;4,235;-0,636;-0,017;-0,446;-1,552
"espion";0,003;-0,572;-1,879;-0,466;15,63;-0,327;-4,222
"enterrer";22,249;-0,832;-2,733;0,196;-6,285;-0,476;0,099
"empreinte";-3,419;-0,832;-2,733;0,196;-1,947;-0,476;22,879
"emmental";-2,564;-0,624;70,308;-0,509;-4,713;-0,357;-4,606
"emji_visage_avec_un_doigt_sur_la_bouche";0,015;-0,832;16,118;-0,678;-3,807;0,645;-0,644
"emji_coeur_violet";1,73;13,091;0,118;-0,212;-1,963;-0,149;-1,919
"emji_coeur_avec_bandages";35,761;-0,624;-2,049;0,561;-2,339;-0,357;-4,606
"embêter";-0,287;-0,832;0,223;0,196;1,914;-0,476;-0,644
"dérive";-1,237;-0,78;-0,755;0,26;10,972;-0,446;-1,552
"définitif";22,249;-0,832;-2,733;-0,678;-3,807;0,645;-0,06
"défenseur";4,37;-0,832;-0,892;0,196;0,074;-0,476;-0,644
"décès";0,604;0,059;-0,892;0,196;-0,705;-0,476;0,762
"débarrasser";-0,287;0,059;1,394;-0,678;3,76;-0,476;-3,685
"directeur";-3,419;-0,832;-2,733;0,196;-0,081;-0,476;13,44
"dinguerie";-1,422;0,059;3,569;2,92;0,074;-0,476;-1,853
"dialogue";-1,056;-0,728;-2,391;-0,593;12,932;-0,417;-0,277
"destiner";-0,287;-0,832;-2,733;0,196;-1,947;-0,476;13,44
"cultiver";0,015;-0,832;-2,733;2,92;3,76;-0,476;-0,644
"culpabilité";-1,237;0,095;-2,562;-0,636;4,685;-0,446;0,235
"cuba";4,343;-0,312;-1,025;-0,254;-2,356;-0,178;1,485
"crème";-1,237;-0,78;0,353;-0,636;0,196;-0,446;1,127
"cqfd";2,561;-0,78;-2,562;-0,636;-0,017;0,764;0,235
"couler";-1,237;-0,78;12,4;-0,636;-5,892;0,764;1,127
"cotiser";-3,419;0,059;-2,733;-0,678;-6,285;-0,476;34,814
"coop";-3,419;-0,832;-0,056;-0,678;-3,807;-0,476;22,879
"contraignant";-0,287;-0,832;-0,892;-0,678;-1,947;-0,476;13,44
"conséquent";-0,287;-0,832;-2,733;-0,678;-1,947;-0,476;17,848
"compatriote";0,06;-0,78;-2,562;-0,636;1,033;-0,446;1,127
"collaborateur";2,056;-0,832;-2,733;-0,678;-3,807;-0,476;9,657
"classer";0,141;-0,728;-2,391;-0,593;0,391;-0,417;1,599
"cité";5,191;-0,78;-2,562;-0,636;-0,017;0,764;-0,008
"chômeur";-2,992;-0,728;-0,001;-0,593;-3,065;-0,417;18,065
"chimique";-1,237;-0,78;-2,562;-0,636;-5,892;-0,446;32,227
"chaussure";-3,419;-0,832;68,322;-0,678;-1,947;-0,476;-6,142
"catholique";-1,422;-0,832;-0,056;-0,678;6,224;-0,476;-0,06
"carton";0,015;-0,832;-0,892;0,196;-3,807;14,36;2,05
"bâle";-2,992;8,109;-2,391;-0,593;-5,499;188,247;-1,263
"brillant";-3,419;-0,832;22,309;0,196;-1,947;0,645;-0,644
"bilan";-0,188;-0,78;-2,562;-0,636;-5,892;-0,446;26,01
"biensur";-0,106;-0,728;0,527;-0,593;5,798;0,904;-5,374
"avérer";-0,287;-0,832;-0,056;-0,678;6,224;-0,476;-0,644
"avancé";-3,419;1,948;-2,733;45,88;-0,081;-0,476;-0,06
"associer";-1,422;-0,832;-2,733;0,196;-0,705;-0,476;13,44
"asiatique";-2,564;-0,624;-2,049;-0,509;-0,788;-0,357;18,519
"artisan";-3,205;0,095;-2,562;-0,636;-0,017;-0,446;11,352
"argumentation";0,015;-0,832;-0,056;0,196;6,224;-0,476;-3,685
"arbitraire";36,362;-0,832;-2,733;0,196;-3,807;-0,476;-1,853
"appuyer";-0,287;-0,832;-0,892;-0,678;13,006;0,645;-3,685
"antisémitisme";53,924;-0,832;-2,733;-0,678;-3,807;-0,476;-3,685
"and";0,85;-0,78;4,235;-0,636;0,196;-0,446;-3,322
"amélioration";-1,422;-0,832;-2,733;-0,678;-3,807;5,273;17,848
"affronter";0,015;-0,832;-0,892;-0,678;17,324;-0,476;-6,142
"adhérer";0,85;-0,78;-0,019;-0,636;2,53;-0,446;-1,552
"adaptation";-3,419;-0,832;-0,892;0,196;-0,705;-0,476;13,44
"abo";-2,992;-0,728;-2,391;-0,593;-5,499;32,94;13,345
"étatique";5,191;-0,78;-2,562;0,26;-0,498;-0,446;0,235
"établissement";-0,188;-0,78;-0,019;-0,636;-0,498;0,764;2,685
"ère";0,06;-0,78;-0,755;-0,636;-3,435;-0,446;11,352
"çà";-1,237;-0,78;-0,755;-0,636;7,499;-0,446;-0,008
"zoug";-2,992;-0,728;-2,391;-0,593;-5,499;-0,417;36,501
"z";-0,641;-0,156;0,847;-0,127;0,039;-0,089;0,047
"xénophobie";-0,106;-0,728;-2,391;21,566;1,488;-0,417;-1,263
"vigueur";7,239;-0,52;-1,708;-0,424;-3,927;-0,297;2,476
"vachement";0,85;-0,78;-2,562;0,26;-0,017;-0,446;1,127
"témoigner";5,191;-0,78;-0,019;-0,636;-5,892;-0,446;2,685
"tir";8,741;-0,78;-0,019;-0,636;-3,435;-0,446;0,235
"tesla";-2,778;-0,676;-2,22;-0,551;-5,106;-0,387;33,893
"taxation";-3,205;-0,78;-2,562;-0,636;-5,892;-0,446;39,11
"taf";-3,205;7,248;0,353;19,654;-0,498;-0,446;-1,552
"tabac";-2,992;-0,728;8,988;-0,593;-3,065;-0,417;3,466
"séparer";0,141;-0,728;-0,622;-0,593;0,001;-0,417;1,599
"sélectionner";-0,88;-0,676;-0,496;-0,551;15,254;1,07;-4,99
"surement";-0,188;-0,78;0,353;3,305;4,685;-0,446;-5,758
"stratégique";2,561;-0,78;-2,562;-0,636;-1,637;5,838;1,127
"station";-3,205;0,095;-2,562;-0,636;-3,435;5,838;15,573
"soi_disant";5,191;-0,78;4,235;-0,636;-1,637;-0,446;-1,552
"shoah";60,879;-0,676;-2,22;-0,551;-5,106;-0,387;-4,99
"scooter";-1,237;0,095;-0,755;-0,636;-5,892;318,157;-5,758
"saluer";0,85;2,252;-2,562;-0,636;2,53;-0,446;-1,552
"révolution";8,741;-0,78;-0,755;-0,636;0,196;-0,446;-1,552
"résidence";-2,564;-0,624;-2,049;-0,509;-0,06;-0,357;13,384
"réguler";-0,188;-0,78;-2,562;-0,636;-0,498;-0,446;11,352
"récit";-3,205;-0,78;-2,562;9,77;4,685;-0,446;-0,008
"revendre";0,06;-0,78;-2,562;-0,636;-3,435;-0,446;15,573
"restauration";-2,992;0,145;-2,391;-0,593;-1,338;0,904;13,345
"restant";0,06;-0,78;0,353;9,77;-3,435;-0,446;0,235
"repousser";-0,188;-0,78;4,235;-0,636;-5,892;-0,446;4,909
"pédophilie";-0,106;-0,728;-2,391;-0,593;17,558;-0,417;-2,962
"préalable";24,909;-0,78;-2,562;-0,636;-3,435;-0,446;-0,008
"producteur";-2,778;-0,676;0,007;0,439;-2,7;-0,387;11,177
"prier";3,168;-0,728;14,103;-0,593;-1,338;-0,417;-5,374
"pourvoir";-1,056;131,855;-2,391;-0,593;-5,499;-0,417;-0,277
"poupée";-1,056;-0,728;-0,001;3,751;-3,065;32,94;0,005
"poulet";-2,992;-0,728;-0,622;-0,593;-1,338;-0,417;18,065
"plateformes";-2,992;-0,728;-0,622;3,751;1,488;-0,417;0,446
"pib";-1,237;-0,78;-2,562;-0,636;-5,892;-0,446;32,227
"pia";-2,992;2,605;-2,391;0,34;17,558;-0,417;-5,374
"perturber";-3,205;-0,78;-0,755;0,26;-0,498;-0,446;11,352
"pencher";-3,205;0,095;-0,755;-0,636;25,345;-0,446;-5,758
"partenaire";-1,237;-0,78;-0,755;49,684;-1,637;-0,446;0,235
"parmis";2,561;-0,78;-0,755;-0,636;-5,892;0,764;4,909
"panneau";-2,992;-0,728;0,527;-0,593;-0,317;0,904;3,466
"out";-2,35;-0,572;-0,266;-0,466;-1,983;-0,327;16,063
"ouin";3,079;-0,364;-1,195;-0,297;2,899;-0,208;-2,686
"oreille";-3,205;-0,78;-0,019;3,305;15,104;-0,446;-5,758
"nécessiter";0,06;-0,78;-2,562;-0,636;-5,892;-0,446;20,458
"naturalisation";-0,855;-0,208;0,348;-0,17;-1,571;-0,119;4,46
"nationaliste";5,191;-0,78;-2,562;-0,636;7,499;-0,446;-5,758
"multi";-3,205;-0,78;0,353;-0,636;-0,017;-0,446;4,909
"moquerie";-2,778;-0,676;5,952;59,067;-5,106;-0,387;-0,989
"monopole";-1,237;-0,78;-0,019;0,26;2,53;-0,446;-0,008
"mini";-3,205;-0,78;-0,019;-0,636;1,033;-0,446;2,685
"mexique";-1,709;0,974;-1,366;-0,339;-0,973;2,636;4,827
"maternité";-3,205;-0,78;-0,755;9,77;-5,892;-0,446;15,573
"léman";-3,205;-0,78;4,235;-0,636;-5,892;217,645;-5,758
"linguistique";-1,709;-0,416;-1,366;8,992;0,342;-0,238;0,381
"licenciement";-3,205;-0,78;-0,755;-0,636;-0,498;-0,446;15,573
"jambe";-1,237;0,095;4,235;-0,636;-5,892;5,838;1,127
"invention";-3,205;0,095;-0,019;9,77;2,53;0,764;-3,322
"inculte";0,003;-0,572;0,114;-0,466;3,775;-0,327;-1,907
"incompréhensible";-0,106;-0,728;-2,391;21,566;-1,338;0,904;0,446
"incendie";1,162;-0,728;-0,001;-0,593;-0,317;-0,417;0,446
"horlogerie";-2,992;0,145;-0,622;-0,593;-0,317;-0,417;9,339
"guyane";-0,855;-0,208;-0,683;-0,17;-1,571;-0,119;10,426
"genevoise";-2,992;-0,728;-0,622;-0,593;5,798;0,904;0,005
"fréquenter";-2,778;0,21;0,007;-0,551;-1,054;1,07;4,426
"freiner";-1,056;-0,728;-2,391;0,34;-5,499;0,904;18,065
"fraude";-1,237;-0,78;-0,755;-0,636;-1,637;-0,446;15,573
"francais";-0,88;-0,676;-2,22;-0,551;7,143;7,241;-0,989
"fixe";-3,205;-0,78;-2,562;-0,636;-5,892;-0,446;39,11
"fidèle";5,191;-0,78;-2,562;3,305;2,53;-0,446;-5,758
"fantasme";-1,056;-0,728;-2,391;35,969;0,391;-0,417;-0,277
"faillite";-3,205;-0,78;-2,562;-0,636;-5,892;0,764;32,227
"exclure";-0,188;-0,78;-2,562;-0,636;-0,498;-0,446;11,352
"etes";-2,564;0,294;-0,376;4,887;2,82;-0,357;-0,733
"erroné";5,191;-0,78;-2,562;3,305;2,53;-0,446;-5,758
"er";10,136;-0,728;-2,391;-0,593;-5,499;0,904;1,599
"envisager";-1,237;0,095;-2,562;-0,636;-1,637;-0,446;15,573
"emji_visage_neutre";-0,88;-0,676;-0,496;23,777;-1,054;1,07;0,06
"emji_visage_démoralisé_avec_goutte_de_sueur";-2,778;9,111;0,007;-0,551;0,677;1,07;-0,989
"emji_visage_bleu_et_froid";-2,137;0,545;16,563;0,903;-1,635;-0,297;-1,569
"emji_main_avec_index_pointant_à_droite";4,793;-0,624;-2,049;-0,509;-4,713;-0,357;5,61
"emji_index_pointant_vers_l_utilisateur";0,06;-0,78;24,848;-0,636;-3,435;-0,446;-1,552
"emji_femme_avec_la_paume_sur_le_visage_peau_moyennement_claire";-1,923;-0,468;28,86;-0,381;-1,297;-0,268;-1,241
"emji_drapeau_sénégal";-1,068;13,091;0,118;-0,212;0,344;-0,149;-1,919
"eme";-0,711;10,287;3,388;-0,509;-2,339;-0,357;-0,045
"elon";-3,205;-0,78;-0,019;-0,636;10,972;-0,446;-0,447
"désarmer";60,879;-0,676;-2,22;-0,551;-5,106;-0,387;-4,99
"dépendance";-3,205;-0,78;-0,755;0,26;-3,435;-0,446;20,458
"dégoûter";-1,237;7,248;4,235;-0,636;0,196;-0,446;-3,322
"défi";-2,992;-0,728;8,988;-0,593;-0,317;-0,417;0,446
"découverte";-1,237;0,095;-0,019;0,26;4,685;-0,446;-1,552
"dominer";-0,188;-0,78;-2,562;93,394;-0,498;-0,446;-1,552
"dollar";-1,056;-0,728;-2,391;-0,593;-3,065;-0,417;23,497
"dignement";-0,044;-0,676;-2,22;-0,551;-5,106;1,07;15,704
"diagnostic";-0,88;-0,676;-2,22;-0,551;0,677;-0,387;4,426
"desservir";-1,237;-0,78;-2,562;-0,636;-5,892;318,157;-1,552
"cyclable";-2,992;-0,728;-2,391;-0,593;-3,065;404,213;-5,374
"cousin";-0,88;0,21;-2,22;4,272;4,228;1,07;-2,605
"corporel";-1,056;-0,728;-0,622;3,751;1,488;-0,417;0,005
"conversation";-2,137;-0,52;-0,169;6,512;4,999;-0,297;-1,569
