"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13"
"-*gini_breton_frvr";1;1;1;1;0,007;1;1;1;1;1;0,005;1;1
"-*au__drxy";1;1;1;1;0,004;1;1;1;1;1;1;0,156;0,349
"-*ludodido12";0,469;1;1;1;0,039;1;1;1;1;1;1;1;0,507
"-*artistgirl1994";1;1;1;1;1;1;1;1;1;1;1;1;0,003
"-*virginiesistek";1;0,003;1;1;1;1;1;1;0,085;1;1;1;1
"-*feux_d_art_s";1;1;1;1;1;0,004;1;1;1;1;1;1;0,032
"-*bonveroga";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*bea_pnt";0,03;1;1;1;1;1;1;1;1;1;1;1;1
"*commentLikes_412";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*zarkozzarko";1;1;1;1;1;1;1;1;0,231;1;1;1;0,032
"-*ju_aotearoa";1;1;1;1;1;1;1;1;1;1;0;1;1
"-*julfisafr";1;1;1;1;1;1;1;1;1;1;1;1;1
"-*andrea_pradi";1;1;1;0,088;0,033;0,191;0,473;0,119;1;0,732;1;1;1
"-*steliolilolilo";1;0,023;1;1;1;0,004;1;1;0,231;1;1;1;1
"-*staro_loztown";1;1;1;1;1;1;1;1;0,085;1;1;1;0,251
"-*diana_ma_chan";1;0,25;1;1;1;0,105;1;0,058;0,152;1;1;1;0,491
"-*axelix";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*nathaliedz15";1;1;1;1;1;1;1;1;1;1;1;1;1
"-*chloeamiet";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*michael10746";1;1;1;1;1;1;1;1;1;1;1;0,011;1
"-*meinsorgenkind";1;1;1;1;1;1;1;0;1;1;1;1;1
"-*keryann_dubocq";1;1;1;1;1;1;1;1;1;1;1;1;1
"-*solange_mnr";1;1;1;1;1;1;1;1;1;1;1;0,011;1
"-*enzo_pty507";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*chat_73";0,595;1;1;1;0,007;1;1;0;0,649;1;1;1;1
"-*__angie__a2";1;1;1;1;1;1;1;1;1;1;1;1;1
"-*letsten";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*flammae_nigrae";1;1;1;1;1;1;1;1;1;0,001;1;1;1
"-*eggman_without_mustache";1;1;0;1;1;1;1;1;1;1;1;1;1
"-*suis_ton_ame_33";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*lea_jeambrun";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*olem_fe";1;0,023;1;1;1;1;0,037;1;1;1;1;1;0,507
"-*lawarz";1;1;1;1;1;1;1;1;1;1;1;1;1
"-*morgan_1442";1;1;1;1;1;1;1;1;1;1;1;1;1
"-*liamlikeslife";1;1;0;1;1;1;1;1;1;1;1;1;1
"-*nadiapetruzzella";1;1;1;1;1;1;1;1;1;1;0,03;1;0,032
"-*kellerviirginie";1;1;1;1;1;1;1;1;0,005;1;1;1;1
"-*isabelle_roulin_1964";1;0,003;1;1;1;1;1;1;0,085;1;1;1;1
"-*tristan_smnt";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*xavier_friedrich";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*maflu_136";1;1;1;1;1;1;1;1;0,005;1;1;1;1
"-*vincentandrani";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*okelisaa";1;1;1;1;1;1;1;1;1;1;1;1;1
"-*enzo_prrt13";0,226;1;1;1;1;1;1;1;0,085;1;1;1;1
"-*stevecq83";1;1;1;1;1;1;0,092;1;1;0,211;1;0,502;0,737
"-*alex_06_420";1;1;1;1;1;1;0;1;1;1;1;1;1
"-*0mayver0";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*elodlsnz";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*laura_mtnt";1;0,023;1;1;1;1;1;1;0,231;1;1;0,315;1
"-*andreysenk";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*support___mx__centert";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*mr_darksilvermoon";1;1;1;1;1;1;1;1;0,005;1;1;1;1
"-*_amina90s";1;1;1;1;1;1;1;1;1;1;1;1;0,003
"-*lounasolari";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*fleur_erbeia";1;1;1;1;1;1;1;1;1;1;1;1;1
"-*dorian_brnd__";1;1;1;1;1;1;1;1;1;1;1;1;1
"-*rosgagliardi";1;0,003;1;1;1;1;1;1;1;1;1;1;0,251
"-*julia_g74";1;1;1;1;1;1;1;1;0;0,967;1;0,749;1
"-*annelutz8";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*ferreira_rmboss";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*luciehbdz";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*vic________07";0,226;1;1;1;1;1;1;1;1;1;1;0,131;1
"-*unzestedetoile";1;1;1;1;1;1;1;1;1;1;1;1;1
"-*elbilibi";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*sim_on_chr";1;1;1;1;1;1;0;1;1;1;1;1;1
"-*xkm_re";1;1;1;1;1;1;1;1;1;0,001;1;1;1
"-*earthandbark";1;1;1;1;0;1;1;1;1;1;1;1;1
"-*cocopacacocopaya";1;1;1;1;1;1;1;1;0,005;1;1;1;1
"-*bornand56_18";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*zzzzzzzz789554";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*n0_lonf";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*evx_a7";1;1;1;1;1;1;1;1;1;1;1;1;1
"-*pompom93";1;1;1;1;1;1;0;1;1;1;1;1;0,737
"-*midsommargo";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*aurelore_camila";1;1;1;1;1;0;1;1;1;1;1;1;1
"-*steph033090";1;1;1;1;1;1;1;1;1;1;1;1;1
"-*maya_prk";1;1;1;1;1;1;1;1;1;1;1;1;1
"-*clemence20055";1;1;1;1;1;1;1;1;0,231;0,106;1;1;0,507
"-*drean179";1;1;1;1;1;1;1;1;0,085;1;1;1;0,251
"-*amaandine19";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*racheliciooous";1;1;1;1;0;1;1;1;1;1;1;1;1
"-*pinkilodie";1;1;1;1;1;1;1;1;1;1;1;1;1
"-*ivan_deheer";0,03;1;1;1;1;1;1;1;1;1;1;1;1
"-*vaaloouuu";1;1;1;1;1;1;1;1;1;1;1;1;0,003
"-*virginie_bbr";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*myriamrandin";1;1;1;0;1;1;1;1;1;1;1;1;1
"-*fahno404";1;1;1;1;1;1;1;1;1;1;1;0,011;1
"-*ethan_btk2ws";1;1;1;1;1;1;1;1;1;1;1;1;1
"-*elie_gldn";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*cyrzon_";1;1;1;1;1;1;1;1;0,085;1;1;0,131;1
"-*mat_04_";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*stan_drey";1;1;1;1;1;1;1;1;1;1;1;1;1
"-*l_orblanc";1;0,118;1;1;1;1;1;1;0,544;1;1;0,002;1
"-*_phoenix_girl_005";1;1;1;1;1;1;1;1;1;1;1;1;1
"-*1gerwen1";1;1;1;1;1;1;1;1;1;1;1;0,011;1
"-*flo__last";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*dareealtwitch";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*rafimrnd";0,392;1;1;0,001;0,63;1;0,616;1;1;0,895;1;0,651;1
"-*alex_moustashtronomie";1;1;1;1;1;1;1;1;0,005;1;1;1;1
"-*jessie_uav";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*carinacmp14";1;1;1;1;1;1;1;1;1;0,001;1;1;1
"-*_tim_cht_";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*freedolph255";1;1;1;1;1;1;1;1;1;1;1;1;0,003
"-*natha_guggys";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*stephanie_art_geneva";1;1;1;1;1;1;1;1;1;1;1;1;0,003
"-*philou12453";1;1;1;1;1;1;1;1;1;1;1;1;1
"-*lesamsam_";0,03;1;1;1;1;1;1;1;1;1;1;1;1
"-*laflecheargentee";0,226;0,003;1;1;1;1;1;1;1;1;1;1;1
"-*m_b_cswitzerland";1;1;1;1;1;1;1;1;1;1;1;1;1
"-*pink_rain";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*david_gomest";1;1;1;1;1;1;1;1;1;1;1;1;1
"-*raaaaaaaaaaaaaphi";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*damkyan";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*anthony_guihur";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*luca__1290";1;1;1;1;1;1;1;1;1;0,001;1;1;1
"-*lvless0101";1;0;1;1;1;0,015;1;1;1;0,211;1;1;1
"-*kikiv2r";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*_iliasso_";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*xiwbeed";1;0,003;1;1;0,007;1;1;1;1;1;1;1;1
"-*ynk_alrc";1;1;1;1;1;1;1;1;1;1;1;1;0,003
"-*ryanl_bdr";1;1;1;1;1;1;1;1;1;1;1;1;1
"-*drouxremi";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*ameliecoptereprsenvoler";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*king__fares";1;1;1;1;1;1;1;1;1;1;1;0,131;0,251
"-*badhuuru";1;1;1;1;1;1;1;1;1;1;1;1;1
"-*alexsvisions";1;1;1;1;1;1;1;1;1;1;1;1;1
"-*belladonna_junior";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*sandro_claudio_meneses";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*inspiractrice";1;1;1;1;1;1;1;1;1;1;1;0,011;1
"-*swissclock_drum";1;1;1;1;1;1;0,037;1;1;0,106;1;1;0,507
"-*marina_roquedepinho";1;1;1;1;1;1;1;1;0,005;1;1;1;1
"-*ma_leo_nineties";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*lu_garcia99";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*des_crochus_d_aventure_";1;0,25;1;1;1;1;0,008;1;0,809;0,541;1;0,244;1
"-*mayleen_pardos";1;1;1;1;1;1;1;1;0,085;1;1;1;0,251
"-*val_lol_entin";1;1;1;1;1;1;1;1;1;1;1;1;0,003
"-*aless_1227";1;0,003;1;1;1;1;1;1;1;1;1;1;0,251
"-*louisonlebison";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*naomi_hkvm";1;1;1;1;1;1;1;1;1;1;1;1;1
"-*alice__prv09";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*thierrybagnoud";1;0,388;1;1;0,486;0,191;0,473;1;1;1;0,437;1;0,772
"-*stelyst";1;1;1;1;1;1;1;1;1;1;1;1;1
"-*z500rider";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*miguel_cruzpalma";1;0,023;1;1;1;1;1;1;1;0,106;1;1;0,507
"-*tqm_vh";1;1;1;1;1;1;1;1;1;1;1;0,011;1
"-*naeda_m";1;0,003;1;1;1;1;1;1;1;1;1;1;0,251
"-*axdy_mxrmxer";1;1;1;1;1;0,935;0,299;0,703;0,021;0,832;1;0,201;1
"-*nowaknowakowski";1;1;1;1;0,007;1;1;1;1;1;1;0,131;1
"-*tibostep";0,692;1;1;1;1;1;1;1;1;1;1;1;0,004
"-*mabestos";1;1;1;1;1;1;1;1;1;1;1;1;1
"-*coachblavier";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*gaetan018rochat";1;1;1;1;1;1;1;1;1;1;1;1;1
"-*jason_ola_official";1;1;1;1;1;1;1;1;0,015;1;1;1;0,104
"-*nifleur_o8";1;1;1;1;1;1;1;1;1;1;1;1;1
"-*sushialex0";1;1;1;1;1;1;1;1;1;1;1;1;1
"-*a2csk";1;1;1;1;1;1;1;1;1;1;1;1;1
"-*domino__r21";1;1;1;1;1;1;0,006;1;1;1;1;1;0,251
"-*m_yfarth";1;1;1;1;1;1;0;1;1;1;1;1;1
"-*zermithepsyrate25";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*rayan__miftari";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*__cheyennne__";1;1;1;1;1;1;1;1;1;0,029;1;1;0,251
"-*bvtimoo";1;0,063;1;1;1;1;0,092;1;1;1;1;1;0,104
"-*clem_rli";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"*commentLikes_106";0,392;1;1;1;1;1;0,616;1;1;0,895;0,001;1;1
"-*luke_lsn";1;1;1;1;0,486;1;0,473;0,119;1;1;1;1;0,045
"-*olii_vii_a";1;1;1;1;1;1;1;1;1;1;1;0,011;1
"-*duvall_workhard";1;1;1;1;1;1;0,092;1;0,391;1;0,079;0,502;1
"-*bajrakenan";1;1;1;1;1;1;1;1;1;0,001;1;1;1
"-*yohan_thz";1;1;1;0,907;1;1;1;1;1;1;1;0;1
"-*apipix123";1;1;1;1;1;1;1;1;0,005;1;1;1;1
"-*jess_yiskah_";1;0,003;1;1;1;1;1;1;1;1;1;1;0,251
"-*_hb17hb_";1;1;1;1;1;1;1;1;1;1;1;1;1
"-*commedesmelanie";1;1;1;1;1;1;1;1;0,085;1;1;1;0,251
"-*lan_celeau2_0";1;1;1;1;1;1;1;1;1;1;1;1;1
"-*j_de_montmeillan";1;1;1;1;1;1;1;1;0,003;0,106;1;1;1
"-*loic_sangiban";1;1;1;1;1;1;1;1;1;0,001;1;1;1
"-*en___sel";1;1;1;1;1;1;1;1;0,005;1;1;1;1
"-*nuria_metroz";1;1;1;0;1;1;1;1;1;1;0,005;1;1
"-*stephane_lbk";1;1;1;1;1;1;0,006;1;1;1;1;1;0,251
"-*elisabuthey";1;1;1;1;1;1;1;1;1;1;1;0,011;1
"-*brinc_ama";0,469;0,023;1;1;1;1;0,037;1;1;1;1;1;1
"-*k_a_io";1;1;1;1;1;1;1;1;1;1;1;1;1
"-*tizianosm";1;1;1;1;1;1;1;1;1;1;1;1;1
"-*teddinho0";1;1;1;1;1;1;1;1;1;1;1;1;1
"-*chrisne0970";1;1;1;1;1;1;1;1;1;0,001;1;1;1
"-*oiacaio8";1;1;1;1;1;1;1;1;1;1;0;1;1
"-*beatrixkidd0__";1;1;0;0;1;1;1;1;1;1;1;0,315;1
"-*tatianovska";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*virginie_rva";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*_isaac_duque";1;1;1;1;1;1;1;1;1;1;1;1;1
"-*pchxz_03";1;1;1;1;1;1;1;1;1;1;1;0,011;1
"-*hermes_prencipe";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*boscoroc";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*annakarlaalmeida";1;1;1;1;1;1;1;1;1;1;1;1;1
"-*misuta_nobadi";1;1;1;1;1;1;0;1;1;1;1;1;1
"-*_drugzy_";1;0,063;1;1;1;1;1;1;0,391;1;1;1;0,104
"-*vany_bi";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*keren_stk";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*thiccus_riccus";1;1;1;1;0,169;1;1;0,017;1;0,008;1;1;0,93
"-*paulocads";1;0,003;1;1;1;1;0,006;1;1;1;1;1;1
"-*seve_n_ties";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*hamza_zmt";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*maaro_1_7";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*thomas_amds";1;0,984;1;1;0,006;1;1;1;1;1;1;0,133;1
"*i_0011";0,707;1;1;1;1;0,191;1;1;1;0,116;1;1;0,772
"*postComments_19";1;0,947;1;1;0,473;0,134;1;1;0,998;1;1;0,037;0,063
"-*sarah_ave_";0,03;1;1;1;1;1;1;1;1;1;1;1;1
"-*laura_baehler";1;1;1;1;1;1;1;1;1;1;1;0,011;1
"-*rolfbourquin";1;1;1;1;1;1;1;1;1;0,001;1;1;1
"-*sarah_l_gross";1;0,104;1;1;0,819;1;1;1;1;1;1;1;0,002
"-*adrian_rey_";1;0,003;1;0;1;1;1;1;1;1;1;1;1
"*i_0012";1;0,182;1;1;1;1;1;1;0,684;1;1;1;0,002
"-*aneet_chess2000";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*micaia_lutz";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*joabsinthe_22";1;1;1;1;1;1;1;1;0,005;1;1;1;1
"-*fanny_chevrier";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*starff82";1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0013";1;0,82;1;0,853;1;0;1;0;0,014;1;1;1;1
"*postComments_111";1;1;1;0;1;0;0;0,12;0,962;1;0,348;0,001;1
"-*nabilafzg";1;1;1;1;1;0;1;1;1;1;1;1;1
"-*dayanella1320";1;1;1;1;1;1;1;1;0,085;1;1;1;0,251
"-*isma_vy";0,692;1;1;1;0,097;1;1;1;1;1;1;1;0,104
"-*fureddo2807";1;1;1;1;1;1;1;0;1;1;1;1;0,251
"-*ksoulsevenoire";1;1;1;1;1;1;1;1;0,044;1;1;0,002;1
"-*margauxschwab";1;1;1;1;1;0;1;1;1;1;1;1;1
"-*lenouche99";1;1;1;1;1;1;1;1;0,085;1;1;0,131;1
"-*capufitstrong";1;1;1;1;1;0;1;1;0,085;1;1;1;1
"-*lupus_s__";1;1;1;1;1;0,329;0,839;1;0,002;1;1;1;0,556
"-*fonfarlo";1;1;1;1;1;1;1;1;0,005;1;1;1;1
"-*romane_glrd";0,692;1;1;1;1;1;1;1;0,391;1;1;1;0,104
"-*sami__sabb";1;1;1;1;1;0;1;0;1;1;1;1;1
"-*le_ptit_lutin1";0,951;1;1;1;1;1;1;1;0,478;0,895;1;1;0,021
"-*chienne_a_punk";1;1;1;1;1;0;1;1;1;1;1;1;1
"-*amnzero";0,087;1;1;1;1;0,015;1;1;0,391;1;1;1;1
"-*aliona_maragotto";1;1;1;1;1;0;1;1;0,001;1;1;1;1
"-*kanur_ish";0,03;1;1;1;1;1;1;1;1;1;1;1;1
"-*amelie_delam";1;1;1;1;1;0;1;1;1;1;1;1;1
"-*geraldine_pacarizi";0,226;1;1;1;1;1;1;1;0,085;1;1;1;1
"-*loredana_de_santis__";0,03;1;1;1;1;1;1;1;1;1;1;1;1
"-*mircallakarnstein";1;1;1;1;1;1;0,037;1;0,231;1;1;0,315;1
"-*isagaycrosier";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*kafrolady";0,469;1;1;1;1;0,004;1;1;0,231;1;1;1;1
"-*alej_yanara";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*infinit_tsukoyumi";0,226;0,003;1;1;1;1;1;1;1;1;1;1;1
"*i_0014";1;0,001;1;1;1;0,01;0,682;1;1;0,967;1;1;0,185
"*postLikes_8500";1;0,126;1;1;0;0,852;1;1;1;1;1;1;0
"-*cybraska";1;0,455;1;1;1;1;1;1;0,391;0,817;1;1;0,01
"-*aexit__";1;0,023;1;1;1;1;1;1;1;1;1;0,315;0,507
"*i_0015";0;0;1;1;1;1;1;1;0,313;1;1;1;1
"*postLikes_18300";0;0;1;0,545;1;1;0,463;1;1;1;1;1;1
"*postComments_583";0;0;1;1;1;1;1;1;0,313;1;1;1;1
"*postReposts_1.5K";0;0;1;1;1;1;1;1;0,313;1;1;1;1
"-*m_ulah";1;0;1;1;1;1;1;1;1;1;1;1;1
"*commentLikes_424";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*gray78carlotta";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*glennmichel";1;1;1;1;1;1;1;1;0,005;1;1;1;1
"*commentLikes_887";1;1;1;1;1;1;1;1;0,005;1;1;1;1
"-*anthonymessulam";0,833;0,455;1;1;1;1;1;1;1;1;1;1;0,001
"-*janssenevelyne";0,692;0;1;1;1;1;1;1;1;1;1;0,502;1
"-*cigana_perdida";1;1;1;1;1;1;1;1;1;1;1;0,011;1
"*commentLikes_220";1;0,003;1;1;1;1;1;1;1;1;1;0,131;1
"-*hela___bettaieb";1;0,023;1;1;1;1;1;1;0,231;1;1;1;0,507
"*commentDate_15-10-2025";0;0,083;1;1;1;1;1;1;0,571;1;1;1;1
"-*fabienne6761";0,03;1;1;1;1;1;1;1;1;1;1;1;1
"-*nadasoumy";1;1;1;1;1;1;1;1;0,005;1;1;1;1
"*commentLikes_654";1;1;1;1;1;1;1;1;0,005;1;1;1;1
"-*immense_fenouil";0,002;1;1;1;1;1;1;1;1;1;1;1;1
"-*workinn_pro";0,001;1;1;0,815;1;1;1;1;0,893;1;0,847;1;0,193
"-*ange_demon74";1;0,003;1;1;1;1;1;1;0,085;1;1;1;1
"-*delphinesavary69";1;0;1;1;1;1;1;1;1;1;1;1;1
"*commentLikes_252";0,226;1;1;1;1;0;1;1;1;1;1;1;1
"-*mehdi_khemiri";1;0,003;1;1;1;1;1;1;1;1;1;1;0,251
"-*jetlagattitude";1;1;1;1;1;1;1;1;1;1;1;1;1
"-*ardigashi03";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*gio748";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*pascale_gonda_7";1;1;1;1;1;1;1;0;1;1;1;1;1
"-*bill_el26";0,03;1;1;1;1;1;1;1;1;1;1;1;1
"-*jm1erbis";1;1;1;1;1;0;1;1;1;1;1;1;1
"-*flofloquattro";1;1;1;1;1;1;1;1;1;1;1;1;1
"-*inztafranz";0,226;1;1;1;1;1;1;1;1;0,029;1;1;1
"-*joubert9879";0,226;1;1;1;1;1;1;1;1;1;1;1;0,251
"-*mmmaaauuurrriii";0,833;1;1;1;1;0,238;1;1;0,391;0,162;1;1;0,348
"-*tamymount";0,707;0,388;1;0,088;0,486;1;1;0,119;1;0,732;1;1;1
"-*isabelle_taillefert";1;1;1;1;1;1;0;1;1;1;1;1;1
"-*rotatemax";0,036;1;1;1;1;0,068;1;1;1;0,435;1;1;1
"-*sarahbt98";0,21;1;1;1;1;1;1;1;0,002;0,732;1;1;1
"-*thierry_collomb";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*krief_frederic";0,03;1;1;1;1;1;1;1;1;1;1;1;1
"-*domenicoch25";0,03;1;1;1;1;1;1;1;1;1;1;1;1
"-*ricardo_zuzarte";0,03;1;1;1;1;1;1;1;1;1;1;1;1
"-*fatiha_kdm";1;1;1;1;1;1;1;1;1;1;1;0,011;1
"-*fripouille04";0;1;1;1;1;1;1;1;1;1;1;1;1
"-*beatrice_bb_bzn1";1;1;1;1;1;1;1;1;0,004;0,817;1;1;0,348
"-*joseramon_gonzalez_568";1;1;1;1;0;1;1;1;1;1;1;1;1
"-*parabole_1";0,03;1;1;1;1;1;1;1;1;1;1;1;1
"-*fanfanlatulipe_74";0,03;1;1;1;1;1;1;1;1;1;1;1;1
"-*mariesalcedoo";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*ky_krry";0,003;1;1;1;1;1;1;1;0,48;1;1;0,28;1
"-*thegreatreplaiy";0,006;1;1;1;1;1;0,008;1;0,809;1;1;1;1
"-*daniel_gueissaz_tirhazouine";1;1;1;1;1;1;1;1;0,231;1;1;1;0,032
"-*mary_ladj";0,03;1;1;1;1;1;1;1;1;1;1;1;1
"-*eugenie_quib";0,226;1;1;1;1;0;1;1;1;1;1;1;1
"-*achraf_elk_97";1;1;1;1;1;1;1;1;1;1;1;0,011;1
"-*gilles_porret";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*cmlajoiedevivre";1;1;1;0;1;1;1;1;1;0,64;1;1;0,022
"-*byrbss";1;1;1;1;1;1;1;1;0,005;1;1;1;1
"-*gaslea";0,036;1;1;1;1;1;0,239;1;1;1;1;1;0,349
"-*axcham666";1;1;1;1;1;1;1;1;0,085;1;1;1;0,251
"-*eliaskindi";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*asma_benslama_52438";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*lydiamben";1;1;1;1;1;1;1;1;1;1;1;1;1
"-*carolebeckanoui64";0;1;1;1;1;1;1;1;1;1;1;1;1
"-*celsadi1na";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*aenima_x";0,707;0,388;1;1;0,486;1;1;1;0,306;0,732;1;1;1
"-*dj_naser";1;1;0;1;1;0;1;1;1;1;1;1;1
"-*geen_soda";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*nadiaesken";0,692;1;1;1;1;1;1;1;0,391;0,211;1;0,502;1
"-*obisam41";1;1;1;1;1;1;1;1;1;1;1;1;1
"-*tantounap";0,03;1;1;1;1;1;1;1;1;1;1;1;1
"-*zekalkamel";0,03;1;1;1;1;1;1;1;1;1;1;1;1
"-*wheyandmecanics";1;0,582;1;1;1;1;1;1;1;0,967;0,64;1;0,005
"-*snowgrey_93";0,087;1;1;1;1;1;1;1;0,391;1;1;1;0,737
"-*delschakne";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*hubertolivier24";0,03;1;1;1;1;1;1;1;1;1;1;1;1
"-*c__freymond";0,692;1;1;1;1;1;1;1;0,015;1;1;0,502;1
"-*rafmai2032";1;1;1;1;1;1;1;1;1;1;1;1;0,036
"-*thisisabeautifulbeginning";0;1;1;1;1;1;1;1;0,79;0,315;0;1;1
"-*brigittetyce";0,469;0,023;1;1;1;1;1;1;1;1;1;1;0,507
"-*rikerak";0,469;1;1;1;1;1;1;1;0,231;1;1;0,315;1
"-*kawilab";1;1;1;1;1;1;1;1;1;0,001;1;1;1
"-*bataillon_hesitant";0,03;1;1;1;1;1;1;1;1;1;1;1;1
"-*supernini66";1;1;1;1;1;1;1;1;0,005;1;1;1;1
"-*sarahsroth";1;1;1;1;1;1;1;1;0,005;1;1;1;1
"-*irmayasandikusuma";0,03;1;1;1;1;1;1;1;1;1;1;1;1
"-*bestmum905";0,03;1;1;1;1;1;1;1;1;1;1;1;1
"-*ha_bil_ali";1;1;1;1;0;1;1;1;1;1;1;1;1
"-*beyberenice";1;1;1;1;1;0,01;1;0,003;1;0;1;1;1
"-*notinmynameparis";0,03;1;1;1;1;1;1;1;1;1;1;1;1
"-*bewater85";1;1;1;1;1;1;1;1;1;0,106;1;1;0,032
"-*audreyalamy";1;1;1;1;0;1;1;1;1;0,323;1;1;1
"-*loleklynda";0,392;1;1;1;1;1;0,07;1;1;1;0,575;1;0,126
"-*valval1382";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*soham_nath_";1;0,003;1;1;1;1;1;0;1;1;1;1;1
"-*chil_me_p";0,087;1;1;1;1;1;1;0,006;1;0,211;1;1;1
"-*antoine_mumu";0;1;1;1;1;1;1;1;0,013;1;1;1;1
"-*sandrinefischer7";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*olgaramel";0,697;0,698;1;1;1;1;0,158;0,303;1;0,387;1;0,386;1
"-*beadenoirm";0;1;1;1;1;1;1;1;1;1;1;1;1
"-*anita_meli";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*tharimino";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*jose_martins_10420321";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*hatem_217";1;0;1;1;1;1;1;1;1;1;1;1;1
"-*jo_anna_ss";0,087;0,063;1;1;1;1;1;1;0,391;1;1;1;1
"-*duha93__";0,185;1;1;1;1;1;0,162;1;0,544;0,323;1;1;1
"-*christine_chabal";1;1;1;1;1;1;1;1;1;1;1;0,011;1
"-*valeryberger";0,692;1;1;1;1;1;1;1;1;0,211;1;0,502;0,737
