"";"X";"V1"
"1";1;5
"2";2;5
"3";3;5
"4";4;4
"5";5;3
"6";6;1
"7";7;3
"8";8;5
"9";9;5
"10";10;4
"11";11;5
"12";12;5
"13";13;1
"14";14;5
"15";15;3
"16";16;7
"17";17;5
"18";18;5
"19";19;5
"20";20;5
"21";21;5
"22";22;1
"23";23;3
"24";24;5
"25";25;5
"26";26;1
"27";27;4
"28";28;3
"29";29;3
"30";30;1
"31";31;5
"32";32;5
"33";33;3
"34";34;5
"35";35;1
"36";36;5
"37";37;5
"38";38;3
"39";39;5
"40";40;2
"41";41;5
"42";42;5
"43";43;0
"44";44;1
"45";45;3
"46";46;5
"47";47;7
"48";48;5
"49";49;5
"50";50;2
"51";51;2
"52";52;2
"53";53;2
"54";54;2
"55";55;5
"56";56;3
"57";57;5
"58";58;2
"59";59;7
"60";60;2
"61";61;0
"62";62;6
"63";63;2
"64";64;7
"65";65;7
"66";66;7
"67";67;7
"68";68;7
"69";69;7
"70";70;7
"71";71;7
"72";72;7
"73";73;7
"74";74;7
"75";75;7
"76";76;7
"77";77;7
"78";78;7
"79";79;7
"80";80;5
"81";81;7
"82";82;7
"83";83;7
"84";84;7
"85";85;7
"86";86;7
"87";87;7
"88";88;7
"89";89;7
"90";90;0
"91";91;7
"92";92;7
"93";93;7
"94";94;7
"95";95;7
"96";96;7
"97";97;5
"98";98;7
"99";99;7
"100";100;2
"101";101;7
"102";102;4
"103";103;3
"104";104;7
"105";105;7
"106";106;7
"107";107;7
"108";108;7
"109";109;7
"110";110;7
"111";111;7
"112";112;7
"113";113;3
"114";114;7
"115";115;7
"116";116;7
"117";117;7
"118";118;5
"119";119;7
"120";120;7
"121";121;7
"122";122;7
"123";123;7
"124";124;7
"125";125;7
"126";126;7
"127";127;4
"128";128;7
"129";129;7
"130";130;3
"131";131;7
"132";132;7
"133";133;1
"134";134;7
"135";135;7
"136";136;7
"137";137;7
"138";138;5
"139";139;7
"140";140;7
"141";141;7
"142";142;7
"143";143;7
"144";144;5
"145";145;7
"146";146;3
"147";147;3
"148";148;6
"149";149;5
"150";150;7
"151";151;7
"152";152;7
"153";153;7
"154";154;7
"155";155;5
"156";156;7
"157";157;7
"158";158;7
"159";159;7
"160";160;5
"161";161;7
"162";162;7
"163";163;7
"164";164;7
"165";165;7
"166";166;7
"167";167;7
