"";"X.rts_a";"X.rts_i"
"user_utilisateurice";23,1675;-23,1675
"venir";0,9311;-0,9311
"on";1,9569;-1,9569
"organiser";-3,926;3,926
"ça";29,3242;-29,3242
"emji_visage_avec_un_sourire_malin";1,6076;-1,6076
"emji_visage_souriant_avec_yeux_en_forme_de_coeur";Inf;-Inf
"emji_visage_riant_aux_larmes";Inf;-Inf
"avec";5,9253;-5,9253
"ou";-19,3159;19,3159
"sans";-8,2229;8,2229
"drogue";-6,5326;6,5326
"à";-2,4787;2,4787
"voir";2,7124;-2,7124
"la";-13,8578;13,8578
"tête";21,506;-21,506
"de";-49,3586;49,3586
"certains";-0,8849;0,8849
"je";117,2966;-117,2966
"me";84,5646;-84,5646
"poser";2,0137;-2,0137
"question";-1,0698;1,0698
"quand";1,9039;-1,9039
"avoir";97,858;-97,858
"lancer";-2,6166;2,6166
"ce";-0,7584;0,7584
"truc";4,4435;-4,4435
"jamais";4,6172;-4,6172
"penser";2,1741;-2,1741
"qu";-1,3289;1,3289
"en";-2,3802;2,3802
"parler";-1,6162;1,6162
"40";5,9819;-5,9819
"an";36,9511;-36,9511
"plus";-10,5982;10,5982
"tard";8,3633;-8,3633
"aller";-37,4022;37,4022
"danser";9,7204;-9,7204
"24h";-0,6169;0,6169
"non";-10,9923;10,9923
"stop";-0,8338;0,8338
"emji_visage_grimaçant";8,6047;-8,6047
"moi";109,1135;-109,1135
"dire";36,839;-36,839
"le";-4,522;4,522
"nouveau";-10,6922;10,6922
"marathon";0,6011;-0,6011
"emji_visage_avec_des_étoiles_à_la_place_des_yeux";49,6959;-49,6959
"emji_visage_qui_tire_la_langue_et_fait_un_clin_d_oeil";6,9322;-6,9322
"l";-0,3177;0,3177
"alcool";-0,5219;0,5219
"c";52,8644;-52,8644
"être";19,6475;-19,6475
"nourriture";1,7133;-1,7133
"et";-11,4675;11,4675
"eau";2,0589;-2,0589
"elles";4,3457;-4,3457
"même";4,3143;-4,3143
"couleur";5,8334;-5,8334
"tout";4,489;-4,489
"cas";-11,9301;11,9301
"ces";-2,9095;2,9095
"archive";102,3757;-102,3757
"absolument";-1,5497;1,5497
"magnifique";73,8604;-73,8604
"tu";-0,3159;0,3159
"reconnaître";-0,531;0,531
"emji_visage_souriant_avec_une_goutte_de_sueur";63,1127;-63,1127
"du";-4,2318;4,2318
"talent";0,7754;-0,7754
"m";26,0708;-26,0708
"ne";-34,4501;34,4501
"pas";-18,4298;18,4298
"changer";24,3556;-24,3556
"presque";2,7787;-2,7787
"emji_visage_faisant_un_clin_d_oeil";44,531;-44,531
"y";1,2029;-1,2029
"idée";-5,4264;5,4264
"quelle";40,7695;-40,7695
"super";8,9562;-8,9562
"se";-7,8877;7,8877
"sentir";-0,663;0,663
"nostalgique";8,3755;-8,3755
"coup";0,4505;-0,4505
"ils";-10,1167;10,1167
"fin";2,8012;-2,8012
"un";-4,302;4,302
"mieux";2,379;-2,379
"avant";13,5993;-13,5993
"aujourd_hui";235,8838;-235,8838
"les";-28,4112;28,4112
"enfant";9,7425;-9,7425
"faire";-6,1525;6,1525
"des";-78,01;78,01
"sur";-27,2159;27,2159
"tiktok";3,0183;-3,0183
"époque";Inf;-Inf
"style";3,603;-3,603
"grâce";0,6441;-0,6441
"contrairement";-1,9597;1,9597
"pouvoir";-23,9028;23,9028
"mettre";-11,5319;11,5319
"musique";6,7079;-6,7079
"dehors";0,5383;-0,5383
"mon";69,5285;-69,5285
"ami";9,8092;-9,8092
"rassurer";0,6744;-0,6744
"t";0,7237;-0,7237
"petit";54,8325;-54,8325
"comprendre";0,8906;-0,8906
"où";0,5022;-0,5022
"acquérir";-0,4475;0,4475
"ton";-2,2202;2,2202
"si";-10,1797;10,1797
"spécial";1,3591;-1,3591
"emji_visage_avec_lunettes_de_soleil";10,7303;-10,7303
"plein";0,8768;-0,8768
"qui";-53,16;53,16
"s";-2,8079;2,8079
"afficher";-0,5757;0,5757
"juste";-3,9821;3,9821
"peut_être";-1,1274;1,1274
"remettre";-0,7892;0,7892
"système";-28,9844;28,9844
"plutôt";-3,7004;3,7004
"que";-33,6731;33,6731
"juger";-0,5623;0,5623
"terme";-3,8937;3,8937
"sexiste";0,4062;-0,4062
"nous";4,3678;-4,3678
"deux";0,3026;-0,3026
