être;220;971;2621;1064;303;4730;4509;3736;2168
de;106;592;2275;931;248;4068;3958;3661;2133
la;131;509;1858;916;173;2843;3030;2681;1486
les;77;379;1805;685;156;2838;2412;2941;1620
et;124;359;1950;727;217;3054;2662;2827;1656
avoir;85;562;1753;705;190;2970;2588;2334;1263
le;116;438;1716;531;160;2662;2423;2342;1358
pas;37;412;1353;605;205;2708;2564;2184;1160
des;27;224;1431;516;117;1875;1847;1981;1077
ne;28;240;1315;551;163;2203;2264;1817;1002
à;113;304;1111;467;146;2182;2026;1885;1131
que;52;254;1061;465;113;2258;2165;1903;939
en;40;315;1077;453;170;2033;1653;1940;1179
c;100;468;1023;440;123;2307;2092;1684;1008
l;44;253;1152;332;168;1807;1934;1775;1063
pour;109;263;944;435;107;1801;1541;1904;957
un;54;281;1011;322;146;1786;1681;1502;852
d;23;165;978;339;142;1753;1685;1540;878
qui;14;163;984;400;113;1545;1572;1655;726
on;55;243;595;290;87;1537;1217;1353;681
une;42;174;637;400;108;1383;1360;1137;695
faire;51;247;654;348;92;1573;1242;1238;618
il;31;212;749;319;102;1371;1299;1119;709
vous;51;163;626;225;54;971;1205;635;299
je;45;253;338;176;89;1371;1329;835;456
ce;35;137;684;268;61;1294;1403;954;544
mais;27;205;492;246;64;1322;1106;979;628
plus;29;142;439;156;70;1058;777;1220;621
qu;16;126;626;213;70;1160;1011;930;439
ça;34;259;375;193;65;1234;947;909;438
du;30;166;657;162;54;933;900;900;541
dans;16;113;499;235;59;1125;955;919;524
ils;17;126;543;192;48;746;532;749;342
sur;5;94;322;158;39;640;840;614;456
y;15;126;390;187;52;789;626;540;430
si;6;94;290;185;52;796;684;708;322
au;26;103;406;146;31;721;625;625;375
se;8;65;392;179;41;894;600;530;307
tout;49;104;330;150;32;810;613;596;343
avec;30;109;325;155;40;728;635;627;385
pouvoir;9;74;322;165;38;710;671;650;339
par;7;60;502;154;18;521;539;697;364
bien;54;130;262;137;29;708;615;535;276
ou;9;66;261;123;38;621;583;515;356
tu;14;119;204;104;65;551;568;364;120
dire;24;121;321;108;49;610;667;409;196
comme;11;87;306;122;48;618;592;478;253
j;48;165;128;82;40;648;528;357;245
même;9;73;250;115;57;584;492;473;249
s;11;71;296;143;30;558;520;436;222
non;17;84;248;150;29;426;401;394;183
nous;18;62;164;80;19;446;362;425;176
falloir;10;67;191;108;38;439;411;441;223
quand;9;62;207;101;19;429;383;352;188
ces;10;36;269;109;23;416;357;357;189
personne;3;30;221;140;26;422;352;347;152
leur;2;20;200;83;31;417;273;383;158
devoir;3;40;168;104;31;432;325;396;151
vouloir;14;49;175;83;40;430;314;344;142
aussi;13;58;176;70;21;407;275;326;232
rien;7;57;173;112;16;385;381;297;148
donc;2;20;195;101;22;352;314;383;170
bon;43;84;142;42;31;366;362;239;186
oui;22;85;180;74;31;310;312;260;145
aux;16;34;168;100;16;310;261;387;175
savoir;8;53;143;72;42;340;360;242;137
cette;14;49;163;70;19;357;340;273;105
