emji_visage_riant_aux_larmes;40;1834;94;28;38;239;239;180;124
aller;13;137;262;164;35;734;563;727;318
suisse;32;85;191;128;121;481;432;1036;270
voir;5;70;212;127;14;687;614;363;202
parler;2;27;240;43;96;379;384;242;110
pays;10;17;270;42;49;300;236;342;135
gens;2;17;106;91;31;473;302;287;125
monde;5;29;165;31;8;507;200;294;117
emji_applaudissements;303;48;39;31;13;111;84;59;32
prendre;3;29;78;47;7;252;257;301;155
enfant;2;18;200;26;10;359;85;243;70
mettre;1;25;95;48;15;341;159;217;153
payer;0;12;32;24;2;66;27;766;63
emji_visage_qui_pleure;183;48;63;12;3;129;59;83;42
femme;4;7;61;12;2;657;95;82;14
comprendre;2;27;75;42;21;319;296;141;63
penser;2;26;67;30;9;355;228;155;90
passer;1;25;107;45;12;273;185;182;112
problème;0;14;40;31;6;288;208;191;102
chose;3;16;69;32;12;404;185;110;58
temps;4;17;57;28;12;337;123;165;86
emji_se_rouler_par_terre_de_rire;3;294;14;12;3;43;30;44;21
vraiment;5;35;57;17;8;352;136;113;83
droit;1;2;120;181;9;157;174;66;23
emji_visage_souriant_avec_yeux_en_forme_de_coeur;392;14;3;2;0;39;13;11;19
rester;5;24;58;28;14;211;150;210;94
arrêter;0;17;157;47;6;185;122;148;90
vie;5;16;41;21;7;254;115;258;61
police;5;10;59;384;1;137;89;14;23
grand;12;19;55;22;4;177;128;246;114
vrai;4;33;81;24;10;175;240;104;87
donner;0;9;68;31;12;220;233;133;47
emji_coeur_rouge;374;11;31;5;3;86;24;21;18
venir;0;23;78;48;13;195;139;152;84
travail;10;8;17;51;9;184;71;309;52
homme;4;11;43;23;1;493;49;37;8
jour;2;17;73;20;7;166;93;126;169
trouver;2;11;44;24;7;236;141;181;65
état;0;3;201;27;1;79;102;176;29
vivre;1;9;51;11;14;259;77;161;55
fois;1;17;67;23;13;169;145;118;81
commentaire;3;38;30;16;13;90;423;25;17
demander;1;7;69;63;12;182;134;114;48
emji_mains_levées;310;9;18;4;8;46;25;16;14
seul;2;10;84;31;3;180;131;118;67
cas;1;7;44;43;4;220;126;118;58
année;1;23;55;11;4;103;78;246;108
palestinien;5;1;546;5;0;13;17;8;1
israël;0;4;543;1;0;7;17;4;2
riche;1;11;5;2;0;19;43;449;32
question;0;6;42;16;1;94;305;79;42
petit;4;17;46;24;8;145;104;145;86
france;0;29;20;25;7;82;98;240;77
guerre;1;12;400;9;0;58;39;35;12
argent;0;13;31;6;2;54;49;391;29
emji_feu;239;17;24;6;1;46;23;17;18
politique;1;3;61;16;6;71;291;71;23
accord;2;15;110;8;10;88;124;105;44
laisser;0;4;56;31;2;234;60;91;55
partir;1;9;33;25;6;81;141;181;47
sentir;4;13;32;14;6;208;139;62;44
devenir;0;6;26;18;8;139;97;163;68
besoin;5;9;29;33;8;134;89;159;47
place;1;3;39;23;7;126;87;93;70
palestine;75;3;250;31;3;56;53;12;7
hamas;0;6;419;1;1;12;7;0;2
travailler;0;9;8;11;9;66;40;288;24
français;0;19;16;8;54;74;96;165;32
connaître;2;15;37;13;14;122;196;50;34
peuple;2;3;179;16;2;62;112;77;11
continuer;6;5;119;17;4;88;75;96;59
changer;2;9;26;14;1;180;80;99;58
raison;1;15;45;22;10;178;83;60;49
manifestation;0;3;60;303;1;26;26;6;5
arriver;0;14;36;12;14;137;74;123;41
etc;0;3;36;14;1;94;59;115;86
humain;4;3;65;17;0;195;81;34;41
plutôt;0;11;37;13;4;106;141;86;46
rendre;2;9;80;15;5;138;84;53;43
utiliser;0;5;58;20;0;47;151;80;61
gauche;1;18;30;18;0;10;274;41;25
sujet;1;14;17;13;2;71;268;26;16
moment;2;10;48;27;4;195;48;63;24
cause;1;4;61;39;2;102;92;59;54
population;0;2;88;25;2;85;64;119;32
impôt;0;4;4;2;1;5;14;357;4
exemple;1;6;30;19;5;92;89;97;65
beau;16;21;10;8;9;222;54;44;32
part;0;7;44;23;5;85;113;114;20
paix;12;14;238;22;0;53;32;12;6
aimer;11;23;22;14;2;202;61;41;27
