%%MatrixMarket matrix coordinate integer general
41970 9262 291790
8 1 1
17 1 1
36 1 1
56 1 1
64 1 1
65 1 1
131 1 1
138 1 1
156 1 1
162 1 1
173 1 1
175 1 1
192 1 1
218 1 1
237 1 1
255 1 1
258 1 1
273 1 1
278 1 1
281 1 1
308 1 1
359 1 1
368 1 1
374 1 1
385 1 1
431 1 1
436 1 1
451 1 1
475 1 1
488 1 1
532 1 1
535 1 1
538 1 1
547 1 1
558 1 1
589 1 1
601 1 1
613 1 1
618 1 1
625 1 1
632 1 1
642 1 1
651 1 1
653 1 1
666 1 1
669 1 1
670 1 1
796 1 1
809 1 1
814 1 1
818 1 1
826 1 1
827 1 1
847 1 1
859 1 1
897 1 1
911 1 1
922 1 1
939 1 1
970 1 1
983 1 1
987 1 1
1014 1 1
1022 1 1
1026 1 1
1072 1 1
1084 1 1
1085 1 1
1097 1 1
1121 1 1
1126 1 1
1146 1 1
1153 1 1
1154 1 1
1173 1 1
1190 1 1
1193 1 1
1195 1 1
1198 1 1
1204 1 1
1210 1 1
1225 1 1
1251 1 1
1266 1 1
1269 1 1
1270 1 1
1290 1 1
1292 1 1
1297 1 1
1314 1 1
1327 1 1
1328 1 1
1333 1 1
1347 1 1
1356 1 1
1385 1 1
1387 1 1
1408 1 1
1409 1 1
1413 1 1
1415 1 1
1417 1 1
1419 1 1
1439 1 1
1441 1 1
1442 1 1
1447 1 1
1448 1 1
1449 1 1
1456 1 1
1460 1 1
1470 1 1
1474 1 1
1476 1 1
1533 1 1
1544 1 1
1547 1 1
1560 1 1
1562 1 1
1576 1 1
1578 1 1
1581 1 1
1587 1 1
1599 1 1
1603 1 1
1614 1 1
1630 1 1
1653 1 1
1657 1 1
1686 1 1
1690 1 1
1723 1 1
1725 1 1
1727 1 1
1770 1 1
1772 1 1
1840 1 1
1843 1 1
1851 1 1
1855 1 1
1856 1 1
1874 1 1
1878 1 1
1879 1 1
1882 1 1
1894 1 1
1895 1 1
1900 1 1
1912 1 1
1913 1 1
1918 1 1
1919 1 1
1924 1 1
1928 1 1
1941 1 1
1946 1 1
1950 1 1
1956 1 1
1960 1 1
1970 1 1
1971 1 1
2026 1 1
2080 1 1
2083 1 1
2096 1 1
2111 1 1
2137 1 1
2166 1 1
2232 1 1
2250 1 1
2257 1 1
2331 1 1
2494 1 1
2497 1 1
2498 1 1
2500 1 1
2525 1 1
2536 1 1
2545 1 1
2554 1 1
2556 1 1
2559 1 1
2583 1 1
2588 1 1
2589 1 1
2603 1 1
2604 1 1
2613 1 1
2684 1 1
2710 1 1
2719 1 1
2743 1 1
2746 1 1
2801 1 1
2833 1 1
2845 1 1
2855 1 1
2909 1 1
2910 1 1
2944 1 1
2954 1 1
2956 1 1
2957 1 1
2978 1 1
2991 1 1
3003 1 1
3006 1 1
3009 1 1
3019 1 1
3022 1 1
3036 1 1
3052 1 1
3060 1 1
3065 1 1
3078 1 1
3081 1 1
3084 1 1
3085 1 1
3087 1 1
3088 1 1
3089 1 1
3094 1 1
3103 1 1
3110 1 1
3112 1 1
3158 1 1
3216 1 1
3293 1 1
3316 1 1
3335 1 1
3340 1 1
3345 1 1
3346 1 1
3347 1 1
3348 1 1
3377 1 1
3381 1 1
3401 1 1
3404 1 1
3416 1 1
3488 1 1
3509 1 1
3510 1 1
3512 1 1
3514 1 1
3587 1 1
3591 1 1
3599 1 1
3609 1 1
3616 1 1
3626 1 1
3644 1 1
3645 1 1
3682 1 1
3714 1 1
3748 1 1
3753 1 1
3771 1 1
3840 1 1
3859 1 1
3894 1 1
3930 1 1
3936 1 1
3944 1 1
3952 1 1
3956 1 1
3960 1 1
4028 1 1
4029 1 1
4048 1 1
4055 1 1
4068 1 1
4073 1 1
4104 1 1
4105 1 1
4107 1 1
4109 1 1
4110 1 1
4124 1 1
4189 1 1
4201 1 1
4204 1 1
4210 1 1
4218 1 1
4228 1 1
4250 1 1
4253 1 1
4258 1 1
4263 1 1
4310 1 1
4343 1 1
4344 1 1
4384 1 1
4385 1 1
4399 1 1
4405 1 1
4423 1 1
4425 1 1
4536 1 1
4537 1 1
4539 1 1
4542 1 1
4557 1 1
4591 1 1
4638 1 1
4688 1 1
4691 1 1
4692 1 1
4696 1 1
4700 1 1
4702 1 1
4703 1 1
4706 1 1
4714 1 1
4731 1 1
4745 1 1
4746 1 1
4752 1 1
4769 1 1
4770 1 1
4771 1 1
4772 1 1
4773 1 1
4783 1 1
4793 1 1
4820 1 1
4840 1 1
4851 1 1
4859 1 1
4860 1 1
4876 1 1
4888 1 1
4927 1 1
4940 1 1
4952 1 1
4979 1 1
