"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9"
"2014";-0,498;-0,881;8,647;-0,421;-0,133;-2,381;1,102;-0,234;0,011
"2010";-0,498;0,053;-1,26;-0,421;-0,133;0,009;0,043;0,16;1,478
"2002";-0,498;-0,881;24,722;-0,421;-0,133;-2,381;0,043;-0,234;-1,005
"10000";-0,609;-1,077;11,243;13,391;-0,163;-2,91;-0,757;0,008;-1,228
"mouais";-0,498;1,961;-1,26;0,929;-0,133;0,009;-0,402;0,16;0,011
"hello";0,455;0,014;-1,4;0,716;5,083;-0,005;0,707;-0,364;-1,117
"celui_là";-0,498;0,053;-1,26;-0,421;-0,133;0,009;12,784;-1,869;-1,005
"auxquels";-0,554;-0,979;-0,048;-0,468;-0,148;2,202;0,707;-0,364;0
"67";-0,498;-0,881;49,052;-0,421;-0,133;-2,381;-2,177;-0,234;-1,005
"2027";-0,554;0,014;-1,4;-0,468;5,083;-0,005;0,002;1,152;0
"1920";-0,498;-0,881;24,722;-0,421;-0,133;-0,523;-0,402;-0,234;-1,005
"tandis_qu";-0,443;-0,784;1,202;-0,375;-0,118;0,081;-1,935;-1,661;14,141
"quoique";-0,498;-0,881;-1,26;-0,421;-0,133;0,839;3,579;0,16;-1,005
"mienne";-0,498;-0,881;-1,26;-0,421;-0,133;3,012;3,579;-1,869;0,011
"hé";-0,498;0,053;-1,26;-0,421;-0,133;-0,523;0,043;1,647;1,478
"elles_mêmes";-0,498;-0,881;-1,26;-0,421;-0,133;3,012;0,043;0,16;0,011
"ceux_là";-0,443;-0,784;-1,12;7,893;-0,118;-2,116;1,658;-0,124;1,981
"cent";-0,498;-0,881;-0,011;-0,421;-0,133;-0,523;-2,177;1,647;11,793
"aucunes";-0,498;-0,881;3,705;0,929;-0,133;0,009;0,043;-1,869;0,011
"amen";14,289;-0,881;-0,011;-0,421;-0,133;0,009;0,043;-0,234;-1,005
"900";-0,498;-0,881;-1,26;-0,421;-0,133;-2,381;-0,402;32,5;-1,005
"53";-0,443;-0,784;-1,12;-0,375;-0,118;-2,116;-1,935;6,049;14,141
"43";-0,498;0,053;-0,011;-0,421;-0,133;-0,523;0,043;4,695;-1,005
"38";-0,443;-0,784;0;-0,375;-0,118;-2,116;-1,935;18,78;0,053
"2001";-0,498;-0,881;8,647;-0,421;-0,133;0,009;0,043;-1,869;0,011
"130";-0,498;-0,881;-0,011;-0,421;5,842;-2,381;-2,177;15,475;0,011
"sienne";-0,388;-0,686;-0,98;-0,328;8,024;2,037;2,441;-1,454;-0,782
"pa";-0,332;0,443;-0,84;2,089;-0,089;0,559;-0,03;-1,246;0,291
"hip";-0,221;1,274;-0,56;-0,187;-0,059;0,04;0,078;0,171;-0,447
"clic";-0,332;-0,588;0,107;-0,281;-0,089;-1,587;3,566;-0,001;0,291
"basta";-0,443;-0,784;1,202;-0,375;-0,118;0,081;0,156;-0,124;0,053
"autrefois";-0,443;-0,784;1,202;1,207;-0,118;0,081;-0,248;-0,124;0,053
"aucuns";-0,443;-0,784;-1,12;1,207;-0,118;0,081;-0,248;2,317;0,053
"92";-0,388;-0,686;1,725;-0,328;-0,104;5,554;-0,12;-1,454;-0,782
"77";-0,443;-0,784;4,726;7,893;-0,118;-0,343;0,156;-1,661;-0,893
"71";-0,443;2,547;0;-0,375;-0,118;1,33;-0,248;-0,124;-0,893
"47";-0,443;-0,784;10,57;-0,375;-0,118;-0,343;0,156;-0,124;-0,893
"2019";-0,277;-0,49;0,277;-0,234;-0,074;-1,323;-1,209;1,827;4,967
"1993";-0,443;-0,784;29,225;-0,375;-0,118;0,081;-1,935;-1,661;-0,893
"1987";-0,388;-0,686;35,053;-0,328;-0,104;-0,186;-1,693;-1,454;-0,782
"1967";-0,332;-0,588;42,871;-0,281;-0,089;-1,587;-1,451;-1,246;-0,67
"1940";-0,443;0,126;1,202;-0,375;-0,118;1,33;-0,248;-1,661;0,053
"1500";-0,332;-0,588;-0,84;-0,281;-0,089;-1,587;-1,451;28,901;-0,67
"zut";-0,388;9,927;-0,98;-0,328;8,024;-0,186;-1,693;0,637;-0,782
"flop";-0,277;-0,49;-0,7;-0,234;-0,074;-1,323;1,343;0,028;4,967
"ciao";9,525;-0,588;-0,84;-0,281;-0,089;3,068;-0,03;-1,246;-0,67
"97";-0,332;-0,588;-0,84;11,701;-0,089;-1,587;-0,03;4,536;-0,67
"95";-0,388;-0,686;22,742;-0,328;-0,104;-1,852;-1,693;-0,042;0,14
"66";-0,388;0,248;-0,98;-0,328;-0,104;0,248;-0,12;0,637;0,14
"54";-0,221;-0,392;5,285;-0,187;-0,059;-1,058;0,078;-0,831;0,991
"52";-0,388;-0,686;1,725;-0,328;-0,104;0,248;0,369;-0,042;-0,782
"46";1,151;-0,686;-0,98;-0,328;-0,104;0,248;0,369;0,637;-0,782
"42";-0,388;3,329;-0,98;-0,328;-0,104;2,037;-1,693;-0,042;0,14
"37";-0,388;0,248;6,078;-0,328;-0,104;0,248;-1,693;-1,454;0,14
"350";-0,388;-0,686;0,026;-0,328;-0,104;0,248;-1,693;0,637;2,661
"29";-0,277;-0,49;0,277;-0,234;-0,074;1,101;-1,209;0,028;0,549
"2009";-0,332;-0,588;2,47;-0,281;-0,089;-1,587;-1,451;4,536;0,291
"2003";-0,388;-0,686;22,742;-0,328;-0,104;-0,186;-1,693;-1,454;0,14
"vôtres";-0,332;-0,588;-0,84;2,089;-0,089;-0,066;-1,451;1,098;3,603
"van";24,183;-0,588;-0,84;2,089;-0,089;-0,066;-1,451;-0,001;-0,67
"sien";-0,332;-0,588;-0,84;-0,281;-0,089;7,593;-0,03;-0,001;-0,67
"htag_sadbuttrue";1,575;0,443;-0,84;-0,281;-0,089;-1,587;-0,03;1,098;0,291
"cinquante";-0,332;-0,588;0,107;-0,281;-0,089;-0,066;-0,03;-0,001;3,603
"celle_là";-0,332;12,468;-0,84;-0,281;-0,089;0,559;-1,451;-0,001;-0,67
"allo";-0,332;-0,588;-0,84;-0,281;-0,089;-1,587;0,735;1,098;3,603
"87";-0,277;-0,49;-0,7;-0,234;-0,074;-1,323;-1,209;24,083;-0,558
"78";-0,332;-0,588;28,128;-0,281;-0,089;-1,587;-0,03;-1,246;-0,67
"62";-0,277;0,756;-0,7;-0,234;-0,074;1,101;0,001;0,028;-0,558
"61";-0,332;0,443;-0,84;-0,281;-0,089;-0,066;0,735;-0,001;0,291
"44";-0,332;0,443;-0,84;11,701;-0,089;-0,066;-0,03;-1,246;0,291
"2017";-0,332;-0,588;0,107;-0,281;-0,089;0,559;0,735;-0,001;-0,67
"2011";-0,332;0,443;2,47;-0,281;-0,089;-0,066;-1,451;1,098;-0,67
"20000";-0,332;-0,588;7,927;2,089;-0,089;-0,066;-1,451;-0,001;-0,67
"1990";-0,166;-0,294;1,235;-0,14;-0,044;-0,794;-0,726;5,158;-0,335
"1980";-0,277;-0,49;0,277;-0,234;11,974;-0,003;0,001;-1,038;0,549
"1973";-0,166;-0,294;21,434;-0,14;-0,044;-0,794;-0,726;-0,623;-0,335
"1970";-0,332;-0,588;0,107;-0,281;-0,089;0,559;0,735;-1,246;0,291
"1968";-0,332;-0,588;28,128;-0,281;-0,089;-1,587;-0,03;-1,246;-0,67
"1939";-0,166;-0,294;8,24;5,85;-0,044;-0,794;-0,726;-0,623;-0,335
"pouce";2,19;-0,49;0,277;-0,234;-0,074;-0,003;-1,209;1,827;-0,558
"pff";-0,221;-0,392;0,601;-0,187;-0,059;0,04;-0,967;3,024;-0,447
"miens";2,19;-0,49;-0,7;-0,234;-0,074;1,101;1,343;-1,038;-0,558
"inter";-0,166;-0,294;-0,42;-0,14;21,229;0,28;0,367;-0,623;-0,335
"auxquelles";-0,277;-0,49;-0,7;-0,234;-0,074;1,101;5,237;-1,038;-0,558
"85";-0,277;-0,49;-0,7;-0,234;-0,074;-1,323;0,001;13,855;-0,558
"68";-0,277;0,756;0,277;2,823;-0,074;-1,323;-1,209;0,028;0,549
"56";-0,277;-0,49;3,568;-0,234;-0,074;-0,003;-1,209;0,028;0,549
"2016";-0,221;1,274;-0,56;-0,187;-0,059;0,04;-0,967;0,171;0,991
"2013";-0,277;-0,49;-0,7;-0,234;-0,074;-0,003;0,001;6,436;-0,558
"2006";3,141;-0,392;5,285;-0,187;-0,059;-1,058;-0,967;-0,831;0,991
"1995";-0,277;-0,49;3,568;-0,234;-0,074;-0,003;-1,209;-1,038;4,967
"1994";-0,221;8,311;5,285;-0,187;-0,059;-1,058;-0,967;-0,831;-0,447
"1982";-0,221;-0,392;0,601;-0,187;-0,059;2,046;0,078;-0,831;-0,447
"1950";-0,221;-0,392;0,601;-0,187;-0,059;0,04;0,078;0,171;-0,447
"1700";-0,277;-0,49;10,573;2,823;-0,074;-1,323;-1,209;-1,038;0,549
"1400";-0,277;-0,49;0,277;2,823;-0,074;-1,323;-1,209;1,827;0,549
"1300";-0,221;-0,392;5,285;-0,187;-0,059;0,04;0,078;-0,831;-0,447
"100000";-0,277;-0,49;-0,7;-0,234;-0,074;-1,323;-1,209;0,028;27,089
"siens";-0,221;-0,392;-0,56;-0,187;-0,059;-1,058;7,865;0,171;-0,447
"revoilà";-0,166;-0,294;-0,42;-0,14;21,229;3,796;-0,726;-0,623;-0,335
"quiconque";-0,166;-0,294;1,235;-0,14;-0,044;0,28;0,367;-0,623;-0,335
"mil";-0,221;-0,392;-0,56;-0,187;-0,059;-1,058;-0,967;9,389;0,991
"las";-0,166;-0,294;1,235;-0,14;-0,044;-0,794;4,261;-0,623;-0,335
"htag_shameonyoutrump";-0,221;40,854;-0,56;-0,187;-0,059;-1,058;-0,967;-0,831;-0,447
"htag_hopsuisse";72,263;-0,392;-0,56;-0,187;-0,059;-1,058;-0,967;-0,831;-0,447
"htag_caisseunique";-0,221;8,311;5,285;-0,187;-0,059;-1,058;-0,967;-0,831;-0,447
"excepté";-0,166;-0,294;-0,42;-0,14;-0,044;0,28;4,261;-0,623;-0,335
"da";3,141;-0,392;0,601;-0,187;-0,059;-1,058;-0,967;0,171;0,991
"ci_dessus";-0,221;-0,392;-0,56;-0,187;-0,059;0,04;7,865;-0,831;-0,447
"chut";-0,221;1,274;-0,56;-0,187;-0,059;-1,058;0,078;3,024;-0,447
"chacune";-0,221;-0,392;-0,56;-0,187;-0,059;2,046;0,078;0,171;-0,447
"audit";-0,221;-0,392;-0,56;-0,187;-0,059;0,04;0,078;3,024;-0,447
"allô";-0,221;-0,392;0,601;-0,187;15,441;-1,058;0,078;0,171;-0,447
"alentour";-0,221;1,274;-0,56;3,946;-0,059;-1,058;-0,967;-0,831;7,07
"adieu";-0,166;-0,294;-0,42;-0,14;-0,044;-0,794;0,367;5,158;-0,335
"91";-0,221;1,274;0,601;-0,187;-0,059;-1,058;0,078;0,171;-0,447
"8000";-0,221;-0,392;0,601;-0,187;-0,059;-1,058;-0,967;9,389;-0,447
"703";-0,166;-0,294;-0,42;-0,14;-0,044;-0,794;-0,726;5,158;1,801
"64";-0,166;-0,294;1,235;-0,14;-0,044;0,28;0,367;-0,623;-0,335
"59";-0,221;-0,392;0,601;-0,187;15,441;2,046;-0,967;-0,831;-0,447
"50000";-0,166;-0,294;-0,42;-0,14;-0,044;-0,794;-0,726;0,549;10,648
"450";4,762;-0,294;1,235;-0,14;-0,044;0,28;-0,726;-0,623;-0,335
"360";-0,221;1,274;0,601;-0,187;-0,059;-1,058;-0,967;0,171;0,991
"33";-0,166;-0,294;-0,42;-0,14;-0,044;3,796;-0,726;0,549;-0,335
"242";-0,221;-0,392;28,58;-0,187;-0,059;-1,058;-0,967;-0,831;-0,447
"2300";-0,166;2,202;-0,42;-0,14;-0,044;0,28;-0,726;-0,623;1,801
"2100";-0,221;-0,392;-0,56;-0,187;15,441;-1,058;0,078;3,024;-0,447
"2004";-0,221;-0,392;5,285;-0,187;-0,059;-1,058;-0,967;0,171;0,991
"1999";-0,221;-0,392;-0,56;-0,187;-0,059;0,04;0,078;0,171;0,991
"1991";-0,221;-0,392;0,601;-0,187;-0,059;0,04;-0,967;0,171;0,991
"1978";-0,221;-0,392;14,611;-0,187;-0,059;-1,058;-0,967;0,171;-0,447
"1960";-0,221;-0,392;0,601;-0,187;-0,059;-1,058;0,078;3,024;-0,447
"1946";-0,166;-0,294;21,434;-0,14;-0,044;-0,794;-0,726;-0,623;-0,335
"170";-0,221;-0,392;5,285;-0,187;-0,059;0,04;-0,967;0,171;-0,447
"16000";-0,221;-0,392;0,601;-0,187;-0,059;-1,058;0,078;3,024;-0,447
"153";-0,221;-0,392;28,58;-0,187;-0,059;-1,058;-0,967;-0,831;-0,447
"140";-0,221;-0,392;-0,56;-0,187;-0,059;0,04;2,377;-0,831;0,991
"09";-0,221;-0,392;14,611;-0,187;-0,059;-1,058;-0,967;-0,831;0,991
"06";-0,166;-0,294;8,24;-0,14;-0,044;-0,794;-0,726;0,549;-0,335
"00";-0,221;-0,392;-0,56;3,946;-0,059;0,04;-0,967;-0,831;7,07
"youpi";-0,166;2,202;-0,42;-0,14;-0,044;0,28;-0,726;0,549;-0,335
"wouah";4,762;2,202;-0,42;-0,14;-0,044;-0,794;-0,726;0,549;-0,335
"vingt";-0,166;-0,294;-0,42;-0,14;-0,044;0,28;0,367;0,549;-0,335
"versus";-0,166;-0,294;1,235;-0,14;-0,044;0,28;-0,726;0,549;-0,335
"unes";-0,166;-0,294;-0,42;-0,14;-0,044;-0,794;4,261;-0,623;1,801
"trente";-0,166;-0,294;1,235;-0,14;-0,044;-0,794;-0,726;-0,623;10,648
"pan";-0,166;-0,294;-0,42;-0,14;-0,044;0,28;0,367;-0,623;1,801
"nôtres";-0,166;-0,294;-0,42;-0,14;-0,044;-0,794;-0,726;5,158;1,801
"nulles";-0,166;-0,294;1,235;-0,14;-0,044;-0,794;-0,726;5,158;-0,335
"mi";-0,166;2,202;-0,42;-0,14;-0,044;-0,794;4,261;-0,623;-0,335
"hum";-0,166;2,202;-0,42;-0,14;-0,044;-0,794;0,367;0,549;-0,335
"huit";-0,166;-0,294;1,235;-0,14;-0,044;-0,794;-0,726;0,549;1,801
"htag_hypocrisie";-0,166;-0,294;-0,42;-0,14;-0,044;0,28;0,367;-0,623;1,801
"htag_genocide";-0,166;-0,294;8,24;-0,14;-0,044;-0,794;-0,726;0,549;-0,335
"htag_freeukraine";4,762;2,202;-0,42;-0,14;-0,044;0,28;-0,726;-0,623;-0,335
"franco";-0,166;2,202;-0,42;-0,14;-0,044;0,28;0,367;-0,623;-0,335
"douze";-0,166;-0,294;-0,42;5,85;-0,044;-0,794;-0,726;-0,623;10,648
"dc";-0,166;-0,294;21,434;-0,14;-0,044;-0,794;-0,726;-0,623;-0,335
"bis";-0,166;2,202;-0,42;-0,14;-0,044;-0,794;-0,726;5,158;-0,335
"autrichiens";-0,166;-0,294;-0,42;-0,14;21,229;-0,794;-0,726;5,158;-0,335
"auprès";-0,166;-0,294;1,235;-0,14;-0,044;-0,794;0,367;0,549;-0,335
"94";-0,166;-0,294;1,235;-0,14;-0,044;3,796;-0,726;-0,623;-0,335
"81";-0,166;-0,294;-0,42;-0,14;-0,044;-0,794;-0,726;14,449;-0,335
"67000";-0,166;-0,294;8,24;-0,14;-0,044;0,28;-0,726;-0,623;-0,335
"4500";-0,166;-0,294;-0,42;-0,14;-0,044;-0,794;-0,726;14,449;-0,335
"40000";-0,166;2,202;-0,42;5,85;-0,044;-0,794;-0,726;0,549;-0,335
"322";-0,166;-0,294;-0,42;-0,14;-0,044;-0,794;0,367;5,158;-0,335
"2050";-0,166;-0,294;-0,42;-0,14;21,229;-0,794;-0,726;0,549;1,801
"2035";-0,166;2,202;-0,42;-0,14;-0,044;-0,794;-0,726;0,549;1,801
"200000";-0,166;-0,294;21,434;-0,14;-0,044;-0,794;-0,726;-0,623;-0,335
"1988";-0,166;-0,294;8,24;-0,14;-0,044;0,28;-0,726;-0,623;-0,335
"1949";-0,166;-0,294;1,235;-0,14;-0,044;-0,794;0,367;-0,623;1,801
"1917";-0,166;-0,294;8,24;-0,14;-0,044;0,28;-0,726;-0,623;-0,335
"190";-0,166;-0,294;-0,42;-0,14;-0,044;-0,794;-0,726;5,158;1,801
"1848";-0,166;-0,294;-0,42;27,167;-0,044;-0,794;0,367;-0,623;-0,335
"181";-0,166;-0,294;21,434;-0,14;-0,044;-0,794;-0,726;-0,623;-0,335
"147";-0,166;-0,294;8,24;-0,14;-0,044;-0,794;0,367;-0,623;-0,335
"132";-0,166;-0,294;8,24;-0,14;-0,044;-0,794;0,367;-0,623;-0,335
"125";-0,166;-0,294;1,235;-0,14;-0,044;-0,794;0,367;-0,623;1,801
"1200";-0,166;-0,294;-0,42;-0,14;-0,044;-0,794;-0,726;0,549;10,648
"110";-0,166;-0,294;-0,42;-0,14;-0,044;-0,794;0,367;0,549;1,801
"07";-0,166;2,202;8,24;-0,14;-0,044;-0,794;-0,726;-0,623;-0,335
"05";-0,166;-0,294;-0,42;-0,14;-0,044;-0,794;-0,726;0,549;10,648
"04";-0,166;-0,294;-0,42;-0,14;-0,044;0,28;-0,726;0,549;1,801
"*rts_i";0;0;0;0;0;0;0;0;0
"*i_0501";-0,346;0,182;2,611;-0,987;-0,844;-0,907;24,87;-11,852;-2,698
"*postLikes_5000";-0,018;31,51;-8,117;0,169;-0,445;-8,636;0,37;5,92;-4,038
"*postComments_64";-3,371;2,344;-6,492;-2,178;-2,689;-8,439;19,964;-20,838;66,183
"*postReposts_21";-0,711;4,667;-9,929;-0,213;-5,267;0,299;2,308;-15,396;29,524
"*postDate_18-11-2025";-8,982;-8,358;-60,85;-36,713;-6,451;80,682;3,554;70,603;-42,581
"*commentDate_18-11-2025";-11,168;-3,114;-50,599;-31,545;-2,292;69,606;-0,267;76,056;-26,754
"*commentLikes_136";-0,388;-0,686;-0,98;-0,328;-0,104;-0,186;0,369;7,848;-0,782
"*lang_fr";0;0;0;0;0;0;0;0;0
"-*goran___gnv";-0,277;-0,49;-0,7;2,823;-0,074;-1,323;1,343;1,827;-0,558
"*commentDate_19-11-2025";-8,758;-3,417;-124,559;-41,846;-9,843;-21,019;-0,016;591,084;-5,381
"*commentLikes_1";19,442;35,271;-2,338;-14,922;0,229;-0,035;-3,309;-0,814;-0,97
"-*laviedesf77";-0,316;0;13,821;-0,106;-0,829;-4,872;16,679;-7,309;-4,232
"*commentLikes_211";-0,388;0,248;1,725;1,578;8,024;-0,186;-0,12;-1,454;-0,782
"-*wabisabi_and_kimchi";-0,037;-2,253;-0,274;-1,077;-0,34;2,675;-0,064;-0,278;3,485
"*commentLikes_4";-14,46;-9,655;8,075;5,186;0,403;0,788;0,002;-0,076;-0,004
"-*technicyan_";-1,274;-0,001;0,558;-0,001;-0,34;-0,862;5,67;-0,278;-0,826
"*commentLikes_0";106,808;327,274;-75,733;-125,235;4,135;-0,726;0,635;-9,445;-19,998
"-*mlhg_64";-0,221;-0,392;0,601;-0,187;-0,059;2,046;0,078;-0,831;-0,447
"-*neko_sousou";-0,055;-0,098;7,144;-0,047;-0,015;-0,264;-0,242;-0,208;-0,112
"*commentDate_20-11-2025";-2,13;33,17;-65,499;-19,921;-6,751;1,153;-7,074;0,713;91,293
"-*arthurito_lex";-6,44;-2,01;13,062;-5,446;-1,72;-9,195;18,684;0,257;-0,672
"*commentLikes_3";-2,53;-19,493;5,369;1,305;-1,794;0,343;0,333;-1,085;5,475
"-*emeraudeperle";-0,364;-0,386;0,91;4,237;0,522;0,634;0,357;-1,675;-3,799
"-*richard_meulien";-0,388;0,248;0,026;1,578;-0,104;0,248;-1,693;0,637;-0,782
"*commentLikes_2";-4,598;-5,602;0,019;-0,367;0,465;2,206;0,275;-3,197;11,384
"-*naimeninou";-0,055;-0,098;-0,14;-0,047;-0,015;3,781;-0,242;-0,208;-0,112
"*commentLikes_12";-0,393;-11,742;13,771;0,127;-1,09;0,26;-0,692;-0,039;0,236
"-*volik680";-0,332;0,443;0,107;-0,281;-0,089;0,559;-1,451;-0,001;0,291
"*commentLikes_9";-7,787;-13,366;8,687;7,628;-0,013;-0,041;-0,472;0,16;1,306
"-*ganesh_clement";35,799;0,749;-0,008;13,12;-3,077;-12,095;-1,656;-10,554;12,437
"*commentLikes_11";-5,761;-9,277;0,892;0,227;-3,484;0,023;0,896;0,209;4,116
"-*celhadon_images";-0,166;2,202;1,235;-0,14;-0,044;-0,794;0,367;-0,623;-0,335
"-*greg__marc";-0,055;-0,098;-0,14;-0,047;-0,015;-0,264;4,135;-0,208;-0,112
"-*zvonwo";0,847;-0,784;-1,12;-0,375;-0,118;1,33;4,754;-1,661;-0,893
"*commentLikes_8";-2,988;-8,816;4,898;6,947;-1,336;2,988;-2,115;0,612;-1,157
"-*cedricdemontst";-0,831;11,011;0,015;0,169;-0,222;-3,969;0,003;-1,168;1,647
"-*justrandev";-0,332;-0,588;2,47;-0,281;-0,089;-1,587;3,566;-0,001;-0,67
"-*mysmys_62";-1,551;-0,986;18,974;-0,053;6,308;-0,159;-0,481;-0,166;-3,128
"-*senad_x";8,06;-0,196;-0,28;-0,094;-0,03;-0,529;1,188;-0,415;-0,223
"-*pirouette_kakahuete";-0,166;-0,294;-0,42;-0,14;-0,044;3,796;0,367;-0,623;-0,335
"-*vive_le_valais";-0,388;-0,686;-0,98;1,578;-0,104;-0,186;6,335;-0,042;-0,782
"*commentDate_21-11-2025";39,259;-0,616;-72,335;-11,638;3,594;38,781;-0,106;-6,241;4,458
"-*eugenia_kummer_crescenzio";7,394;0,022;-0,195;-0,113;-0,459;3,98;-0,854;-0,401;-3,464
"*commentLikes_59";-0,129;-0,076;-0,034;-0,037;0,95;-0,094;-1,205;2,935;0,034
"-*romanwuthrich";-0,221;8,311;-0,56;-0,187;-0,059;-1,058;-0,967;3,024;-0,447
"-*ntrpddm";-0,443;-0,784;4,726;-0,375;-0,118;0,081;-1,935;0,342;0,053
"-*rkn79_";-0,332;-0,588;-0,84;-0,281;-0,089;7,593;-1,451;1,098;-0,67
"-*mad_jax92";-0,221;1,274;5,285;-0,187;-0,059;-1,058;-0,967;-0,831;0,991
"-*___star___child___";-1,274;13,115;0,012;-0,001;-0,34;0,009;-0,064;-2,667;-0,046
"*commentLikes_5";-6,42;-17,744;3,303;-0,068;-0,039;-0,301;0,277;10,165;0,038
"-*chris_daq";-5,105;-5,164;175,915;-0,003;-1,364;-6,911;-1,679;-2,59;-8,187
"-*barbara_ensuisse";0;15,696;-16,602;-0,173;-0,473;-2,236;-2,404;3,333;9,212
"-*patrickpellissier";-0,111;-0,196;2,642;-0,094;-0,03;1,023;-0,484;-0,415;-0,223
"*i_0502";230,55;-0,076;-3,782;-1,265;-0,4;-2,981;-2,509;-5,61;-0,208
"*postLikes_10300";21,944;-6,699;15,685;-5,064;-0,809;1,059;-5,409;2,859;-15,129
"*postComments_79";63,743;-1,932;-9,887;-4,034;-1,274;-7,028;7,81;4,259;-4,098
"*postReposts_109";230,55;-0,076;-3,782;-1,265;-0,4;-2,981;-2,509;-5,61;-0,208
"*commentLikes_20";-1,042;-1,993;9,22;-0,373;-0,91;1,379;-0,003;-1,69;-0,089
"-*johan_djourou";36,13;-0,196;-0,28;-0,094;-0,03;-0,529;-0,484;-0,415;-0,223
"-*rtssport";37,938;0,248;-0,98;-0,328;35,844;-1,852;-1,693;-1,454;-0,782
"*commentLikes_107";0,847;0,126;0;-0,375;6,795;0,081;-1,935;-0,124;0,053
"-*cajoueoubien_ch";72,263;-0,392;-0,56;-0,187;-0,059;-1,058;-0,967;-0,831;-0,447
"-*football_videogame";-0,055;10,213;-0,14;-0,047;-0,015;-0,264;-0,242;-0,208;-0,112
"*commentLikes_6";-4,889;-11,663;2,621;9,552;1,58;-0,103;-3,653;2,159;2,535
"-*yacinenemra";-0,055;-0,098;-0,14;-0,047;-0,015;3,781;-0,242;-0,208;-0,112
"-*tithai_";22,772;-0,294;-0,42;-0,14;-0,044;-0,794;-0,726;-0,623;1,801
"-*editsbybye";18,064;-0,098;-0,14;-0,047;-0,015;-0,264;-0,242;-0,208;-0,112
"-*maxime_savary";2,19;-0,49;-0,7;-0,234;-0,074;-1,323;5,237;0,028;-0,558
"-*lpsedixit_x";36,13;-0,196;-0,28;-0,094;-0,03;-0,529;-0,484;-0,415;-0,223
"-*pgtips1999";8,06;-0,196;-0,28;-0,094;-0,03;1,023;-0,484;-0,415;-0,223
"-*sandra_gsr_3_3";18,064;-0,098;-0,14;-0,047;-0,015;-0,264;-0,242;-0,208;-0,112
"-*lox163";-0,388;3,329;-0,98;-0,328;-0,104;-0,186;2,441;-0,042;-0,782
"-*vins_fleury";-0,055;10,213;-0,14;-0,047;-0,015;-0,264;-0,242;-0,208;-0,112
"-*nicominimoi";18,064;-0,098;-0,14;-0,047;-0,015;-0,264;-0,242;-0,208;-0,112
"-*ta_ta_ki";54,196;-0,294;-0,42;-0,14;-0,044;-0,794;-0,726;-0,623;-0,335
"*commentLikes_19";-3,922;-9,784;0,024;0,096;1,662;-0,491;0,437;0,21;9,251
"-*samuel_mkl";-0,111;-0,196;-0,28;-0,094;-0,03;1,023;-0,484;-0,415;3,535
"-*cedric_dstrml";0;0;0;0;0;0;0;0;0
"-*vladihcc";-0,166;-0,294;-0,42;-0,14;-0,044;3,796;-0,726;-0,623;1,801
"-*manuel25310";-0,221;-0,392;0,601;-0,187;-0,059;-1,058;7,865;-0,831;-0,447
"-*_khelifi_7";18,064;-0,098;-0,14;-0,047;-0,015;-0,264;-0,242;-0,208;-0,112
"-*rhaymartiniano";9,556;0,06;10,648;0,028;-0,281;-1,241;-0,971;-3,947;-0,481
"-*kathleen_gurtner_9";18,064;-0,098;-0,14;-0,047;-0,015;-0,264;-0,242;-0,208;-0,112
"-*flavia_dantas_de_alcantara_";18,064;-0,098;-0,14;-0,047;-0,015;-0,264;-0,242;-0,208;-0,112
"-*elvin_m_monserrate";-0,055;-0,098;-0,14;-0,047;-0,015;3,781;-0,242;-0,208;-0,112
"*i_0503";-29,053;-10,396;-71,997;-18,538;-8,323;-49,717;-26,94;1113,634;-25,831
"*postLikes_5400";-32,165;-6,175;-86,303;-17,595;-8,799;-54,488;-3,023;949,272;-31,646
"*postComments_580";-29,053;-10,396;-71,997;-18,538;-8,323;-49,717;-26,94;1113,634;-25,831
"*postReposts_31";-18,41;-11,435;14,918;-22,805;-11,995;-57,769;-30,277;615,522;-45,897
"*postDate_19-11-2025";-13,328;-1,954;-153,769;-39,381;-11,757;-63,196;-2,615;928,627;-4,462
"*commentLikes_597";-0,166;-0,294;-0,42;-0,14;-0,044;-0,794;-0,726;14,449;-0,335
"-*walkingguitar";-0,886;-1,567;-2,24;0,118;-0,237;-2,082;1,415;12,1;-0,255
"-*jocelyn_chrr";-0,388;-0,686;-0,98;-0,328;-0,104;-0,186;-1,693;23,088;-0,782
"*commentLikes_74";-0,831;2,268;0,015;-0,702;-0,222;-0,008;0,495;-0,157;-0,189
"*commentLikes_36";-1,253;-1,81;0,323;-0,869;6,325;-1,217;0,028;2,896;0,068
"*commentLikes_13";-3,949;-18,567;0,045;4,105;-4,042;-0,36;2,295;0,432;7,437
"-*loicccmfr";-0,997;0,107;-2,521;-0,843;-0,266;-2,569;-0,803;30,958;-0,401
"-*timael_10";-0,055;-0,098;-0,14;-0,047;-0,015;-0,264;-0,242;4,816;-0,112
"*commentLikes_7";-2,686;-22,085;8,036;15,605;-0,718;-2,657;0,63;2,504;-0,395
"-*ant_1d";-4,104;-7,259;-10,377;-3,47;-1,096;-2,457;2,696;76,032;-2,943
"-*pitch999";-0,609;-1,077;-1,54;0,55;-0,163;-0,93;2,001;6,172;-1,228
"-*philou_vitali";-0,111;-0,196;-0,28;-0,094;-0,03;1,023;-0,484;1,512;-0,223
