"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9"
"vingtaine";-0,277;-0,49;0,277;-0,234;-0,074;-0,003;-1,209;1,827;0,549
"vietnam";-0,277;-0,49;0,277;-0,234;-0,074;-1,323;1,343;0,028;0,549
"vieillissant";-0,277;-0,49;-0,7;-0,234;-0,074;-1,323;-1,209;24,083;-0,558
"vernis";-0,221;-0,392;-0,56;-0,187;-0,059;-1,058;0,078;-0,831;18,684
"verbe";-0,277;-0,49;0,277;-0,234;-0,074;-0,003;5,237;-1,038;-0,558
"variété";-0,277;-0,49;-0,7;-0,234;-0,074;-1,323;-1,209;-1,038;44,792
"validé";-0,277;-0,49;-0,7;-0,234;-0,074;-1,323;11,681;0,028;-0,558
"validation";-0,277;-0,49;-0,7;-0,234;-0,074;-0,003;11,681;-1,038;-0,558
"vacherin";-0,166;30,64;-0,42;-0,14;-0,044;-0,794;-0,726;-0,623;-0,335
"vaccin";-0,277;-0,49;-0,7;-0,234;-0,074;-1,323;-1,209;6,436;4,967
"usurpation";-0,221;-0,392;-0,56;-0,187;-0,059;0,04;2,377;-0,831;0,991
"usd";-0,277;-0,49;-0,7;-0,234;-0,074;-1,323;-1,209;24,083;-0,558
"uber";-0,277;-0,49;-0,7;-0,234;-0,074;-0,003;-1,209;-1,038;27,089
"télétravail";-0,221;-0,392;-0,56;-0,187;-0,059;0,04;0,078;3,024;-0,447
"trotinette";-0,277;0,756;-0,7;-0,234;-0,074;-1,323;-1,209;-1,038;27,089
"trot";-0,221;-0,392;-0,56;-0,187;-0,059;-1,058;-0,967;-0,831;35,833
"tricher";-0,277;-0,49;-0,7;2,823;-0,074;4,618;0,001;-1,038;-0,558
"transpirer";-0,277;-0,49;-0,7;-0,234;-0,074;10,553;-1,209;0,028;-0,558
"traducteur";-0,221;-0,392;-0,56;-0,187;15,441;0,04;2,377;-0,831;-0,447
"tousser";-0,277;-0,49;-0,7;36,094;-0,074;-0,003;0,001;-1,038;-0,558
"tournant";-0,221;-0,392;0,601;3,946;-0,059;0,04;0,078;-0,831;-0,447
"touristique";-0,277;0,756;-0,7;-0,234;-0,074;-1,323;-1,209;-1,038;27,089
"timing";-0,277;-0,49;-0,7;-0,234;-0,074;-1,323;5,237;0,028;0,549
"thérapeutique";-0,221;-0,392;-0,56;-0,187;-0,059;0,04;0,078;0,171;0,991
"thomas";2,19;-0,49;-0,7;-0,234;214,826;-1,323;-1,209;-1,038;-0,558
"thank";3,141;-0,392;0,601;3,946;-0,059;0,04;-0,967;-0,831;-0,447
"tessin";-0,277;16,063;-0,7;-0,234;11,974;-0,003;-1,209;-1,038;-0,558
"terrifiant";-0,277;-0,49;0,277;-0,234;-0,074;4,618;-1,209;0,028;-0,558
"temporairement";-0,277;-0,49;-0,7;-0,234;-0,074;1,101;-1,209;6,436;-0,558
"tazer";-0,277;-0,49;-0,7;66,777;-0,074;-0,003;-1,209;-1,038;-0,558
"tarifaires";-0,277;-0,49;-0,7;-0,234;-0,074;-1,323;-1,209;13,855;0,549
"tardif";-0,277;-0,49;-0,7;-0,234;-0,074;1,101;0,001;-1,038;4,967
"tabou";-0,277;-0,49;-0,7;-0,234;-0,074;4,618;-1,209;0,028;0,549
"sévices";-0,277;-0,49;21,292;-0,234;-0,074;-1,323;-1,209;0,028;-0,558
"sérénité";-0,277;0,756;-0,7;-0,234;-0,074;4,618;0,001;-1,038;-0,558
"sécuritaire";-0,277;-0,49;10,573;-0,234;-0,074;-0,003;-1,209;-1,038;0,549
"sécu";-0,277;-0,49;-0,7;-0,234;-0,074;-1,323;-1,209;24,083;-0,558
"suva";-0,277;-0,49;-0,7;-0,234;-0,074;-0,003;-1,209;6,436;0,549
"susciter";-0,277;-0,49;0,277;-0,234;11,974;-0,003;1,343;-1,038;-0,558
"survenir";-0,277;-0,49;-0,7;2,823;-0,074;4,618;-1,209;0,028;-0,558
"surpasser";-0,277;-0,49;-0,7;-0,234;-0,074;10,553;-1,209;0,028;-0,558
"supplément";-0,277;-0,49;-0,7;-0,234;-0,074;-1,323;-1,209;1,827;13,814
"sui";-0,221;1,274;-0,56;-0,187;-0,059;-1,058;0,078;0,171;0,991
"sucer";-0,277;5,947;3,568;-0,234;-0,074;-1,323;-1,209;0,028;-0,558
"sublime";30,163;-0,49;-0,7;2,823;-0,074;-1,323;-1,209;-1,038;0,549
"studio";-0,277;0,756;-0,7;-0,234;-0,074;-1,323;-1,209;13,855;-0,558
"streaming";-0,277;-0,49;-0,7;2,823;-0,074;-0,003;5,237;-1,038;-0,558
"stockholm";-0,277;31,104;-0,7;-0,234;-0,074;-1,323;-1,209;0,028;-0,558
"staline";12,152;-0,49;10,573;-0,234;-0,074;-1,323;-1,209;-1,038;-0,558
"stagner";-0,277;-0,49;-0,7;-0,234;-0,074;-1,323;-1,209;13,855;0,549
"spéculatif";-0,277;-0,49;-0,7;-0,234;-0,074;-1,323;-1,209;13,855;0,549
"spontané";-0,221;-0,392;-0,56;19,411;-0,059;-1,058;0,078;-0,831;0,991
"spectre";-0,277;-0,49;3,568;-0,234;-0,074;-0,003;1,343;-1,038;-0,558
"spectaculaire";-0,277;-0,49;0,277;-0,234;-0,074;-0,003;5,237;-1,038;-0,558
"soulagement";2,19;0,756;0,277;-0,234;-0,074;-0,003;-1,209;0,028;-0,558
"sorcier";-0,277;-0,49;0,277;2,823;-0,074;-1,323;-1,209;1,827;0,549
"socio_économique";-0,221;-0,392;-0,56;-0,187;-0,059;0,04;0,078;3,024;-0,447
"sniper";-0,277;-0,49;35,725;-0,234;-0,074;-1,323;-1,209;-1,038;-0,558
"sncf";-0,277;-0,49;-0,7;-0,234;-0,074;-0,003;1,343;0,028;0,549
"short";-0,277;-0,49;-0,7;-0,234;-0,074;-1,323;-1,209;-1,038;44,792
"sexy";-0,277;-0,49;-0,7;-0,234;-0,074;1,101;0,001;-1,038;4,967
"seum";-0,277;5,947;-0,7;-0,234;-0,074;-0,003;-1,209;1,827;-0,558
"semi";-0,277;-0,49;-0,7;-0,234;-0,074;-0,003;0,001;-1,038;13,814
"seigneur";-0,166;-0,294;1,235;-0,14;-0,044;0,28;0,367;-0,623;-0,335
"schengen";-0,277;-0,49;-0,7;-0,234;-0,074;10,553;-1,209;-1,038;0,549
"scander";-0,277;-0,49;3,568;2,823;-0,074;-1,323;0,001;0,028;-0,558
"scandaliser";-0,277;-0,49;-0,7;-0,234;11,974;-0,003;1,343;-1,038;0,549
"saleté";-0,277;0,756;-0,7;-0,234;-0,074;-1,323;-1,209;1,827;4,967
"sacrifier";-0,277;-0,49;0,277;-0,234;-0,074;4,618;-1,209;-1,038;0,549
"révolter";-0,277;-0,49;-0,7;2,823;-0,074;1,101;-1,209;0,028;0,549
"révoltant";-0,277;-0,49;0,277;2,823;-0,074;-0,003;0,001;0,028;-0,558
"réthorique";-0,277;-0,49;0,277;-0,234;-0,074;1,101;0,001;0,028;-0,558
"répercussion";-0,277;-0,49;-0,7;-0,234;-0,074;-1,323;5,237;0,028;0,549
"répartie";-0,221;-0,392;-0,56;3,946;-0,059;0,04;0,078;0,171;-0,447
"régression";-0,221;-0,392;0,601;-0,187;-0,059;2,046;-0,967;0,171;-0,447
"régresser";-0,277;-0,49;-0,7;-0,234;-0,074;18,906;-1,209;-1,038;-0,558
"référer";-0,277;-0,49;-0,7;-0,234;-0,074;-1,323;11,681;0,028;-0,558
"rédaction";-0,277;-0,49;21,292;-0,234;-0,074;-0,003;-1,209;-1,038;-0,558
"ré";-0,277;-0,49;-0,7;36,094;-0,074;-1,323;0,001;0,028;-0,558
"rupture";-0,221;-0,392;-0,56;-0,187;-0,059;-1,058;-0,967;19,266;-0,447
"rumeur";-0,277;-0,49;0,277;-0,234;-0,074;-0,003;1,343;0,028;-0,558
"rp";-0,277;-0,49;0,277;-0,234;-0,074;-1,323;-1,209;6,436;0,549
"roumanie";-0,277;-0,49;3,568;-0,234;-0,074;-1,323;-1,209;6,436;-0,558
"rouage";-0,277;-0,49;-0,7;-0,234;-0,074;-1,323;0,001;0,028;13,814
"rond_point";-0,221;-0,392;-0,56;-0,187;-0,059;-1,058;-0,967;-0,831;35,833
"rome";-0,277;-0,49;0,277;-0,234;11,974;-1,323;0,001;0,028;0,549
"romanche";-0,277;-0,49;-0,7;-0,234;338,161;-1,323;-1,209;-1,038;-0,558
"roh";2,19;-0,49;-0,7;-0,234;-0,074;10,553;-1,209;-1,038;-0,558
"robert";-0,221;-0,392;0,601;-0,187;-0,059;0,04;0,078;0,171;-0,447
"river";-0,221;-0,392;0,601;-0,187;-0,059;-1,058;0,078;-0,831;7,07
"rimer";-0,277;-0,49;3,568;-0,234;-0,074;-0,003;0,001;0,028;-0,558
"ride";-0,277;-0,49;-0,7;-0,234;-0,074;1,101;-1,209;6,436;-0,558
"retomber";-0,277;-0,49;-0,7;-0,234;-0,074;1,101;-1,209;6,436;-0,558
"restituer";-0,277;-0,49;35,725;-0,234;-0,074;-1,323;-1,209;-1,038;-0,558
"respiratoire";-0,277;-0,49;-0,7;-0,234;-0,074;-1,323;-1,209;0,028;27,089
"report";-0,277;-0,49;-0,7;2,823;-0,074;-1,323;0,001;6,436;-0,558
"renois";-0,221;-0,392;0,601;-0,187;-0,059;-1,058;2,377;0,171;-0,447
"renaître";-0,166;-0,294;-0,42;-0,14;-0,044;0,28;-0,726;5,158;-0,335
"remédier";-0,277;-0,49;-0,7;-0,234;-0,074;1,101;-1,209;1,827;0,549
"remède";-0,277;-0,49;0,277;-0,234;-0,074;-0,003;-1,209;1,827;0,549
"remy";-0,277;-0,49;3,568;2,823;-0,074;-1,323;0,001;-1,038;0,549
"relativisme";-0,277;-0,49;-0,7;-0,234;-0,074;-0,003;0,001;-1,038;13,814
"reine";-0,221;1,274;0,601;-0,187;-0,059;0,04;-0,967;-0,831;0,991
"recueillir";-0,277;-0,49;0,277;2,823;-0,074;-1,323;5,237;-1,038;-0,558
"rectification";-0,277;0,756;3,568;2,823;-0,074;-1,323;-1,209;0,028;-0,558
"recommandation";-0,277;-0,49;-0,7;-0,234;-0,074;-0,003;0,001;0,028;4,967
"rayer";-0,277;-0,49;35,725;-0,234;-0,074;-1,323;-1,209;-1,038;-0,558
"ras_le_bol";-0,277;-0,49;3,568;-0,234;-0,074;-1,323;0,001;0,028;0,549
"random";-0,277;-0,49;-0,7;2,823;-0,074;-1,323;11,681;-1,038;-0,558
"ramer";-0,277;-0,49;-0,7;-0,234;-0,074;10,553;-1,209;0,028;-0,558
"rail";-0,277;-0,49;-0,7;-0,234;-0,074;1,101;0,001;0,028;0,549
"rafale";-0,277;16,063;0,277;-0,234;-0,074;-1,323;-1,209;-1,038;0,549
"radicalement";-0,277;-0,49;-0,7;-0,234;-0,074;-1,323;20,677;-1,038;-0,558
"qur";-0,277;-0,49;0,277;-0,234;-0,074;4,618;-1,209;-1,038;0,549
"quelqu";-0,277;-0,49;-0,7;-0,234;-0,074;1,101;5,237;-1,038;-0,558
"qques";-0,277;-0,49;0,277;-0,234;-0,074;-1,323;-1,209;6,436;0,549
"qlq";-0,221;-0,392;0,601;-0,187;-0,059;2,046;0,078;-0,831;-0,447
"pédocriminels";-0,277;-0,49;35,725;-0,234;-0,074;-1,323;-1,209;-1,038;-0,558
"puiser";-0,277;0,756;0,277;-0,234;-0,074;-1,323;0,001;1,827;-0,558
"publicitaire";-0,277;-0,49;-0,7;-0,234;-0,074;-0,003;1,343;0,028;0,549
"psychologiquement";-0,277;-0,49;-0,7;14,776;-0,074;-0,003;-1,209;0,028;0,549
"psychiatrique";-0,277;-0,49;-0,7;-0,234;-0,074;4,618;0,001;0,028;-0,558
"prévoyance";-0,277;-0,49;-0,7;-0,234;-0,074;-1,323;-1,209;24,083;-0,558
"présumer";-0,277;0,756;3,568;-0,234;-0,074;-0,003;-1,209;0,028;-0,558
"préservation";-0,277;-0,49;-0,7;-0,234;-0,074;-0,003;-1,209;-1,038;27,089
"présentateur";-0,221;-0,392;-0,56;-0,187;-0,059;-1,058;16,541;-0,831;-0,447
"prélèvement";-0,277;-0,49;-0,7;-0,234;-0,074;-1,323;-1,209;24,083;-0,558
"préjudice";-0,277;-0,49;-0,7;-0,234;-0,074;18,906;-1,209;-1,038;-0,558
"précéder";-0,277;-0,49;-0,7;-0,234;-0,074;1,101;0,001;0,028;0,549
"pré";-0,277;-0,49;0,277;-0,234;-0,074;1,101;0,001;-1,038;0,549
"près_des";-0,277;-0,49;-0,7;-0,234;-0,074;-1,323;-1,209;0,028;27,089
"prudence";-0,277;-0,49;-0,7;-0,234;-0,074;18,906;-1,209;-1,038;-0,558
"protestation";-0,277;-0,49;3,568;14,776;-0,074;-1,323;0,001;-1,038;-0,558
"protestant";-0,277;0,756;-0,7;-0,234;-0,074;-0,003;1,343;0,028;-0,558
"protecteur";-0,277;-0,49;10,573;-0,234;-0,074;-0,003;0,001;-1,038;-0,558
"prostitution";-0,166;-0,294;-0,42;-0,14;-0,044;3,796;-0,726;0,549;-0,335
"prorata";-0,221;-0,392;-0,56;-0,187;-0,059;-1,058;0,078;9,389;-0,447
"proprement";-0,277;-0,49;0,277;-0,234;-0,074;-0,003;-1,209;1,827;0,549
"propagation";-0,277;-0,49;-0,7;-0,234;-0,074;-1,323;1,343;-1,038;13,814
"progressivement";-0,277;-0,49;0,277;-0,234;-0,074;4,618;-1,209;0,028;-0,558
"professionnalisme";-0,277;-0,49;-0,7;2,823;-0,074;-0,003;5,237;-1,038;-0,558
"procédé";-0,221;-0,392;-0,56;3,946;-0,059;-1,058;-0,967;-0,831;18,684
"prochainement";-0,277;-0,49;-0,7;-0,234;-0,074;1,101;1,343;-1,038;0,549
"privation";-0,277;-0,49;3,568;2,823;-0,074;-1,323;1,343;-1,038;-0,558
"prisoniers";-0,221;-0,392;28,58;-0,187;-0,059;-1,058;-0,967;-0,831;-0,447
"priori";-0,277;-0,49;-0,7;-0,234;-0,074;1,101;-1,209;6,436;-0,558
"printemps";-0,277;-0,49;0,277;-0,234;-0,074;-1,323;0,001;0,028;4,967
"prestigieux";-0,221;-0,392;-0,56;-0,187;-0,059;-1,058;-0,967;19,266;-0,447
"prefere";-0,277;-0,49;3,568;-0,234;-0,074;-1,323;-1,209;1,827;0,549
"poto";-0,277;-0,49;0,277;-0,234;-0,074;-1,323;11,681;-1,038;-0,558
"poreux";-0,277;-0,49;-0,7;-0,234;-0,074;-0,003;5,237;-1,038;0,549
"por";2,19;-0,49;-0,7;-0,234;-0,074;1,101;-1,209;1,827;-0,558
"pop";-0,221;-0,392;-0,56;-0,187;-0,059;-1,058;16,541;-0,831;-0,447
"polonais";-0,277;-0,49;-0,7;-0,234;-0,074;18,906;-1,209;-1,038;-0,558
"pmr";-0,221;-0,392;-0,56;-0,187;-0,059;-1,058;-0,967;19,266;-0,447
"plumer";-0,277;-0,49;-0,7;-0,234;-0,074;-1,323;-1,209;6,436;4,967
"plaquer";-0,277;-0,49;-0,7;14,776;-0,074;-0,003;-1,209;0,028;0,549
"plaisanter";-0,277;-0,49;0,277;2,823;-0,074;1,101;-1,209;-1,038;0,549
"piétiner";-0,277;-0,49;0,277;2,823;-0,074;-0,003;0,001;0,028;-0,558
"pitoyable";-0,277;-0,49;-0,7;-0,234;-0,074;1,101;0,001;0,028;0,549
"pirate";-0,277;0,756;-0,7;-0,234;-0,074;-1,323;1,343;0,028;0,549
"pincette";-0,277;-0,49;3,568;-0,234;-0,074;-0,003;1,343;-1,038;-0,558
"physiologique";-0,277;-0,49;-0,7;-0,234;-0,074;4,618;-1,209;-1,038;4,967
"peter";-0,277;-0,49;-0,7;-0,234;-0,074;10,553;-1,209;0,028;-0,558
"pessimisme";-0,277;-0,49;-0,7;-0,234;-0,074;-1,323;11,681;-1,038;0,549
"pertinence";-0,221;1,274;-0,56;-0,187;-0,059;0,04;0,078;-0,831;0,991
"permission";-0,277;-0,49;-0,7;-0,234;-0,074;-0,003;11,681;-1,038;-0,558
"perle";2,19;-0,49;-0,7;66,777;-0,074;-1,323;-1,209;-1,038;-0,558
"penalty";-0,277;51,069;-0,7;-0,234;-0,074;-1,323;-1,209;-1,038;-0,558
"peindre";-0,277;0,756;-0,7;-0,234;-0,074;1,101;0,001;0,028;-0,558
"pedophilie";-0,277;-0,49;-0,7;-0,234;-0,074;-1,323;20,677;-1,038;-0,558
"pdt";-0,277;-0,49;-0,7;-0,234;-0,074;-0,003;-1,209;1,827;4,967
"patronal";-0,277;-0,49;-0,7;-0,234;-0,074;-1,323;-1,209;24,083;-0,558
"patriotisme";-0,277;-0,49;-0,7;-0,234;-0,074;-0,003;5,237;0,028;-0,558
"patrick";-0,277;16,063;0,277;-0,234;-0,074;-1,323;0,001;-1,038;-0,558
"passionner";-0,277;-0,49;-0,7;-0,234;-0,074;10,553;0,001;-1,038;-0,558
"parachute";-0,277;-0,49;0,277;-0,234;-0,074;-1,323;0,001;1,827;0,549
"pape";12,152;-0,49;0,277;-0,234;-0,074;-1,323;0,001;0,028;-0,558
"pancarte";-0,277;0,756;10,573;-0,234;-0,074;-1,323;-1,209;-1,038;0,549
"palestinian";-0,277;-0,49;35,725;-0,234;-0,074;-1,323;-1,209;-1,038;-0,558
"pakistan";-0,277;-0,49;10,573;-0,234;-0,074;-1,323;-1,209;-1,038;4,967
"paf";-0,277;31,104;-0,7;-0,234;-0,074;-1,323;0,001;-1,038;-0,558
"paa";-0,277;-0,49;-0,7;-0,234;-0,074;1,101;0,001;0,028;0,549
"oú";-0,277;-0,49;0,277;-0,234;-0,074;-1,323;11,681;-1,038;-0,558
"overdose";-0,277;-0,49;-0,7;-0,234;-0,074;4,618;1,343;-1,038;-0,558
"oulala";-0,277;16,063;-0,7;-0,234;-0,074;-0,003;0,001;-1,038;-0,558
"ouighour";-0,221;-0,392;5,285;-0,187;-0,059;-1,058;0,078;-0,831;0,991
"oscar";-0,166;2,202;-0,42;-0,14;-0,044;0,28;0,367;-0,623;-0,335
"orp";-0,277;-0,49;-0,7;-0,234;-0,074;1,101;-1,209;6,436;-0,558
"ordinateur";-0,277;-0,49;-0,7;-0,234;-0,074;-0,003;-1,209;-1,038;27,089
"ordi";-0,277;-0,49;-0,7;-0,234;-0,074;-1,323;-1,209;6,436;4,967
"opportuniste";-0,277;-0,49;0,277;2,823;-0,074;-1,323;-1,209;1,827;0,549
"once";-0,277;0,756;3,568;2,823;-0,074;-1,323;-1,209;0,028;-0,558
"octroyer";-0,277;-0,49;-0,7;-0,234;-0,074;-0,003;1,343;1,827;-0,558
"obèse";-0,277;-0,49;-0,7;-0,234;-0,074;4,618;-1,209;0,028;0,549
"obsolescence";-0,277;-0,49;-0,7;-0,234;-0,074;-1,323;-1,209;-1,038;44,792
"obscurantisme";-0,277;-0,49;3,568;-0,234;-0,074;1,101;0,001;-1,038;-0,558
"obligatoirement";-0,277;-0,49;10,573;-0,234;-0,074;-1,323;0,001;-1,038;0,549
"négociable";-0,277;-0,49;-0,7;2,823;-0,074;-1,323;-1,209;6,436;0,549
"négativement";-0,277;-0,49;0,277;-0,234;-0,074;-0,003;0,001;0,028;0,549
"néant";-0,277;-0,49;0,277;-0,234;-0,074;-1,323;-1,209;1,827;4,967
"nyc";-0,277;-0,49;0,277;-0,234;-0,074;-0,003;1,343;0,028;-0,558
"nvidia";-0,277;-0,49;-0,7;-0,234;-0,074;-1,323;1,343;6,436;-0,558
"nuremberg";-0,277;-0,49;35,725;-0,234;-0,074;-1,323;-1,209;-1,038;-0,558
"notable";-0,277;-0,49;-0,7;-0,234;-0,074;-0,003;5,237;0,028;-0,558
"nostalgique";12,152;0,756;-0,7;-0,234;-0,074;-1,323;1,343;-1,038;-0,558
"norvégien";-0,221;-0,392;0,601;-0,187;-0,059;0,04;0,078;0,171;-0,447
"normalité";-0,277;-0,49;-0,7;-0,234;-0,074;10,553;-1,209;-1,038;0,549
"normaliser";-0,277;-0,49;0,277;-0,234;-0,074;1,101;0,001;0,028;-0,558
"nope";-0,277;0,756;-0,7;-0,234;-0,074;-1,323;1,343;0,028;0,549
"nooon";2,19;0,756;-0,7;2,823;-0,074;-0,003;-1,209;0,028;-0,558
"nivellement";-0,277;-0,49;-0,7;-0,234;-0,074;-1,323;0,001;13,855;-0,558
"nikola";-0,277;-0,49;-0,7;-0,234;-0,074;-1,323;-1,209;-1,038;44,792
"nidwald";-0,277;-0,49;-0,7;-0,234;-0,074;-0,003;0,001;6,436;-0,558
"nice";-0,277;16,063;0,277;-0,234;-0,074;-1,323;-1,209;-1,038;0,549
"nest";-0,277;-0,49;-0,7;2,823;11,974;-0,003;0,001;0,028;-0,558
"navire";-0,277;-0,49;0,277;-0,234;-0,074;-1,323;-1,209;6,436;0,549
"naturalisent";-0,221;-0,392;-0,56;-0,187;65,645;-1,058;-0,967;3,024;-0,447
"naturalise";-0,277;-0,49;-0,7;-0,234;11,974;-1,323;1,343;1,827;-0,558
"naturalisations";-0,277;-0,49;-0,7;-0,234;11,974;1,101;-1,209;1,827;-0,558
"narcoterroristes";-0,277;-0,49;35,725;-0,234;-0,074;-1,323;-1,209;-1,038;-0,558
"narcissique";-0,277;-0,49;0,277;-0,234;-0,074;1,101;0,001;-1,038;0,549
"namaste";30,163;-0,49;-0,7;-0,234;-0,074;-0,003;0,001;-1,038;-0,558
"mécontentement";-0,277;-0,49;-0,7;2,823;-0,074;-1,323;11,681;-1,038;-0,558
"mécontent";-0,277;-0,49;-0,7;2,823;-0,074;1,101;0,001;-1,038;0,549
"mytho";-0,277;0,756;-0,7;-0,234;-0,074;-1,323;11,681;-1,038;-0,558
"mutuel";-0,277;-0,49;-0,7;2,823;-0,074;-0,003;-1,209;1,827;0,549
"musicien";-0,277;5,947;-0,7;2,823;-0,074;-0,003;0,001;-1,038;-0,558
"mousse";-0,277;-0,49;0,277;-0,234;-0,074;-1,323;-1,209;-1,038;27,089
"mouise";-0,277;0,756;-0,7;-0,234;-0,074;-1,323;-1,209;13,855;-0,558
"mouiller";-0,277;-0,49;-0,7;-0,234;-0,074;1,101;-1,209;-1,038;13,814
"moss";-0,277;-0,49;-0,7;-0,234;-0,074;-1,323;-1,209;-1,038;44,792
"mosquée";-0,221;-0,392;28,58;-0,187;-0,059;-1,058;-0,967;-0,831;-0,447
"moralité";-0,277;-0,49;-0,7;-0,234;-0,074;-0,003;-1,209;0,028;13,814
"moralisateur";-0,277;-0,49;-0,7;-0,234;-0,074;-1,323;20,677;-1,038;-0,558
"monopoly";-0,277;-0,49;0,277;-0,234;-0,074;-1,323;-1,209;13,855;-0,558
"monoparental";-0,277;-0,49;-0,7;-0,234;-0,074;-0,003;0,001;6,436;-0,558
"mollah";-0,221;-0,392;28,58;-0,187;-0,059;-1,058;-0,967;-0,831;-0,447
"moelle";-0,277;0,756;3,568;-0,234;-0,074;-0,003;-1,209;-1,038;0,549
"modéré";-0,277;-0,49;-0,7;-0,234;-0,074;-1,323;1,343;1,827;0,549
"modérateur";-0,277;-0,49;-0,7;-0,234;-0,074;-0,003;11,681;-1,038;-0,558
"mobilisations";-0,277;-0,49;3,568;-0,234;-0,074;-0,003;1,343;-1,038;-0,558
"mmm";12,152;-0,49;-0,7;-0,234;-0,074;-0,003;-1,209;0,028;0,549
"miner";-0,277;-0,49;-0,7;-0,234;-0,074;-1,323;-1,209;0,028;27,089
"millionaire";-0,277;-0,49;-0,7;-0,234;-0,074;-1,323;-1,209;24,083;-0,558
"milan";-0,277;0,756;-0,7;-0,234;-0,074;-0,003;-1,209;-1,038;13,814
"middle";2,19;0,756;3,568;-0,234;-0,074;-0,003;-1,209;-1,038;-0,558
"metro";-0,166;-0,294;-0,42;-0,14;-0,044;0,28;-0,726;-0,623;10,648
"mercure";-0,277;-0,49;-0,7;-0,234;-0,074;-1,323;-1,209;-1,038;44,792
"mercenaire";-0,277;-0,49;35,725;-0,234;-0,074;-1,323;-1,209;-1,038;-0,558
"melatonine";-0,277;-0,49;-0,7;-0,234;-0,074;-1,323;11,681;0,028;-0,558
"maurer";-0,221;1,274;0,601;-0,187;-0,059;0,04;0,078;-0,831;-0,447
"math";-0,277;5,947;-0,7;-0,234;-0,074;-1,323;0,001;1,827;-0,558
"mascus";-0,277;-0,49;-0,7;-0,234;-0,074;4,618;1,343;-1,038;-0,558
"masculinité";-0,221;-0,392;-0,56;-0,187;-0,059;15,125;-0,967;-0,831;-0,447
"marée";-0,277;-0,49;0,277;-0,234;-0,074;1,101;-1,209;-1,038;4,967
"marxiste";-0,221;-0,392;14,611;-0,187;-0,059;-1,058;0,078;-0,831;-0,447
"marx";-0,277;-0,49;-0,7;-0,234;-0,074;-1,323;20,677;-1,038;-0,558
"manche";-0,277;-0,49;-0,7;-0,234;-0,074;1,101;1,343;0,028;-0,558
"malveillant";-0,277;-0,49;-0,7;-0,234;-0,074;-0,003;5,237;0,028;-0,558
"malfaiteur";-0,277;-0,49;0,277;-0,234;-0,074;1,101;1,343;-1,038;-0,558
"maldives";-0,221;1,274;0,601;-0,187;-0,059;-1,058;-0,967;-0,831;7,07
"malbouffe";-0,277;0,756;-0,7;-0,234;-0,074;-1,323;-1,209;0,028;13,814
"maillot";-0,277;0,756;-0,7;-0,234;-0,074;4,618;-1,209;0,028;-0,558
"maigrir";-0,221;-0,392;-0,56;-0,187;-0,059;15,125;-0,967;-0,831;-0,447
"maigreur";-0,221;-0,392;-0,56;-0,187;-0,059;-1,058;-0,967;-0,831;35,833
"machin";3,141;-0,392;0,601;-0,187;-0,059;2,046;-0,967;-0,831;-0,447
"m2";-0,277;-0,49;-0,7;-0,234;-0,074;-1,323;0,001;-1,038;27,089
"létal";-0,221;-0,392;-0,56;46,581;-0,059;0,04;-0,967;-0,831;-0,447
"légiférer";-0,277;-0,49;-0,7;-0,234;-0,074;-0,003;11,681;-1,038;-0,558
"légalité";-0,277;-0,49;-0,7;66,777;-0,074;-0,003;-1,209;-1,038;-0,558
"léchage";-0,277;31,104;-0,7;-0,234;-0,074;-0,003;-1,209;-1,038;-0,558
"lèvre";-0,277;-0,49;-0,7;-0,234;214,826;-1,323;0,001;-1,038;-0,558
"lâche";-0,277;-0,49;-0,7;14,776;-0,074;-1,323;5,237;-1,038;-0,558
"loins";-0,277;-0,49;3,568;-0,234;-0,074;-1,323;-1,209;0,028;4,967
"logo";-0,277;5,947;3,568;-0,234;-0,074;-1,323;-1,209;-1,038;0,549
"logiquement";-0,221;-0,392;0,601;-0,187;15,441;-1,058;-0,967;-0,831;7,07
"ll";-0,277;0,756;-0,7;-0,234;-0,074;-0,003;1,343;-1,038;0,549
"linge";-0,277;-0,49;-0,7;-0,234;-0,074;1,101;-1,209;0,028;4,967
"likoud";-0,221;-0,392;28,58;-0,187;-0,059;-1,058;-0,967;-0,831;-0,447
"likes";-0,277;5,947;-0,7;-0,234;-0,074;-0,003;1,343;-1,038;-0,558
"lex";-0,221;-0,392;-0,56;-0,187;-0,059;-1,058;2,377;3,024;-0,447
"leurre";-0,277;-0,49;-0,7;-0,234;-0,074;-0,003;0,001;6,436;-0,558
"lentille";-0,277;-0,49;-0,7;-0,234;-0,074;-1,323;-1,209;-1,038;44,792
"learning";-0,221;-0,392;-0,56;-0,187;-0,059;-1,058;16,541;-0,831;-0,447
"league";-0,166;-0,294;-0,42;-0,14;-0,044;3,796;0,367;-0,623;-0,335
"leader";-0,277;-0,49;3,568;-0,234;-0,074;-1,323;1,343;0,028;-0,558
"lcr";-0,277;-0,49;-0,7;-0,234;-0,074;-1,323;-1,209;-1,038;44,792
"lbd";-0,277;-0,49;-0,7;106,825;-0,074;-1,323;-1,209;-1,038;-0,558
"lapin";-0,221;-0,392;-0,56;-0,187;-0,059;7,074;0,078;-0,831;-0,447
"language";-0,277;-0,49;0,277;-0,234;-0,074;-0,003;5,237;-1,038;-0,558
