être;472;3847;9111;866;432;4312;7281;5621;6545
de;331;3189;8580;635;356;3514;5894;4537;4558
avoir;370;2510;5666;527;282;2809;5306;3336;3919
la;294;2742;6511;469;227;2753;4206;3361;3538
les;359;2557;6539;673;208;2185;4191;2999;2673
et;277;2717;6472;485;265;2312;4480;3338;3366
le;375;2317;5531;432;231;2237;3951;2893;2974
user_utilisateurice;240;2491;4583;505;296;3505;4092;3334;3673
pas;244;2000;4757;512;233;2326;4137;3093;1858
c;283;1501;4164;427;239;2052;3568;2687;3128
à;186;1592;4504;326;136;1805;3266;2365;2422
ne;185;1911;3965;415;159;1757;3407;2820;1294
des;152;1956;4385;401;142;1458;2743;2216;1529
en;247;1545;4783;304;182;1585;3034;2086;1958
l;186;1627;4297;262;167;1714;2669;2258;2339
que;134;1517;3987;284;148;1763;3455;2580;1667
un;192;1389;3424;338;149;1491;2530;2038;1822
pour;207;1381;3985;294;117;1252;2415;1737;1572
d;123;1382;3406;211;114;1361;2397;2012;1356
qui;98;1400;3270;268;118;1255;2331;1837;991
on;159;886;2872;252;148;1204;2427;1501;1498
je;133;522;2031;233;117;1459;2550;1489;2066
il;155;1050;2772;260;90;1196;2328;1651;1559
une;145;992;2723;242;142;1062;1905;1771;1555
faire;129;1041;2644;233;98;1119;2327;1503;1325
ce;58;958;2180;193;86;1137;2038;1567;1326
ça;103;596;1951;200;156;1026;2116;1185;1405
vous;93;830;1283;132;50;1083;1372;1096;823
mais;98;750;2267;213;93;950;1909;1403;1098
qu;87;853;1935;205;67;882;1790;1281;906
plus;96;625;2471;191;73;670;1574;1064;978
dans;159;716;2230;181;87;780;1661;1156;992
du;93;887;2332;188;77;774;1371;994;1002
j;112;204;992;128;73;802;1483;582;2190
ils;55;745;1524;208;47;513;1202;592;634
y;111;561;1518;102;66;594;1215;806;791
avec;69;502;1534;126;52;622;1050;707;1066
tout;48;499;1389;106;44;522;1361;841;792
bien;55;406;1162;112;54;646;1256;795;1068
au;99;572;1554;128;49;563;981;670;721
dire;56;444;1006;103;102;710;1098;837;782
si;45;426;1369;110;64;578;1184;845;577
sur;41;468;1545;77;42;787;867;770;454
se;185;564;1238;124;30;416;1247;861;382
pouvoir;43;451;1367;113;39;508;1012;786;448
comme;32;447;1121;122;78;501;995;722;704
tu;48;321;698;62;57;609;937;642;377
par;53;667;1513;95;44;366;703;645;301
même;47;382;1010;94;48;532;1007;661;541
ou;63;391;1244;88;52;429;819;713;362
s;35;437;926;77;90;374;886;608;426
nous;30;258;884;64;21;326;773;432;538
elle;16;235;458;109;39;324;583;448;797
cette;13;235;625;91;30;343;597;503;945
quand;62;297;800;81;38;365;712;442;428
aussi;41;249;826;75;42;301;585;405;656
non;25;374;826;76;39;373;589;494;278
ces;16;376;763;61;12;245;579;433;508
bon;26;199;610;89;31;344;653;385;640
falloir;24;263;879;81;33;346;688;437;239
savoir;33;222;598;66;30;427;639;381;349
oui;27;265;621;50;35;284;501;393;430
leur;14;280;730;95;15;193;575;394;186
personne;17;296;664;45;38;260;557;444;312
rien;12;284;629;60;40;294;666;408;251
me;37;101;434;54;31;325;623;344;616
devoir;22;277;734;53;23;256;573;410;242
vouloir;23;264;649;60;32;286;535;436;243
très;58;109;517;51;14;258;433;313;613
moi;40;82;378;62;39;249;529;239;647
tous;21;265;588;53;31;219;521;290;342
donc;30;293;730;47;32;242;453;360;129
aux;40;259;776;48;14;171;385;346;231
encore;30;204;589;37;23;256;456;286;355
mon;38;77;319;60;26;284;427;263;683
son;15;192;436;43;21;211;440;357;404
sans;43;224;599;51;12;221;395;381;182
alors;15;230;606;51;35;254;467;337;144
t;16;170;343;40;28;350;493;243;225
toujours;30;161;442;27;31;191;374;305;395
merci;7;129;217;23;8;258;221;178;881
an;9;151;434;26;19;199;460;189;335
quoi;15;190;374;63;15;267;424;264;192
juste;27;141;421;35;26;215;408;363;178
trop;16;61;368;42;9;135;302;177;559
où;18;158;476;38;12;160;388;261;215
déjà;4;139;589;34;10;184;326;204;217
sa;12;155;343;39;24;125;382;268;294
votre;21;176;249;18;15;294;264;328;185
là;7;152;370;39;14;184;410;248;225
moins;19;111;574;50;12;135;300;190;153
autres;11;170;496;38;12;156;348;286;121
jamais;30;181;383;34;16;173;373;207;208
aujourd_hui;13;74;314;22;12;173;468;214;280
peu;13;100;364;35;9;191;411;230;206
beaucoup;20;57;398;28;10;124;313;241;291
cela;9;137;416;26;22;133;306;262;130
avant;12;136;316;28;8;202;329;216;206
pourquoi;12;219;320;24;21;159;252;214;114
m;14;63;256;29;18;187;316;156;325
nos;9;75;446;33;4;79;309;169;206
après;80;128;358;36;15;164;329;146;134
car;12;140;434;29;15;141;296;231;79
toi;12;98;148;22;18;233;310;182;223
autre;13;128;293;24;18;154;316;219;158
ses;10;149;317;25;11;107;221;241;186
leurs;8;174;361;30;8;88;282;173;90
notre;4;116;349;22;5;108;228;211;196
mieux;19;62;295;22;12;150;305;170;192
ma;26;23;183;38;11;155;278;124;412
contre;3;306;346;12;9;113;160;185;79
depuis;16;232;358;33;8;104;234;105;120
parce_que;19;139;352;27;27;100;273;207;60
quelle;5;105;169;28;8;84;143;134;490
quel;4;96;210;23;5;117;200;145;344
maintenant;21;100;279;29;9;103;270;106;211
croire;13;128;227;28;11;157;221;178;150
te;25;72;179;15;11;155;285;176;107
lui;7;75;177;27;14;110;268;170;213
ceux;8;128;294;32;9;101;228;157;58
chez;32;73;283;46;10;77;231;112;159
toute;7;116;274;18;3;77;190;131;210
eux;5;138;282;41;10;84;213;123;91
ton;6;67;154;18;10;202;184;192;104
surtout;11;72;304;24;5;126;184;140;114
mes;17;17;161;28;8;97;240;82;277
2;12;108;320;28;5;104;153;80;111
comment;17;101;201;34;12;128;201;143;106
entre;8;114;325;10;11;79;136;166;80
elles;7;56;195;8;6;53;145;207;129
bravo;4;76;105;20;3;53;104;88;420
mal;10;59;184;35;18;111;225;149;105
toutes;12;100;249;15;6;68;132;140;177
ni;5;108;140;11;5;69;117;98;35
deux;9;110;218;11;8;77;148;119;137
ah;11;88;147;9;16;131;131;99;175
vos;8;81;176;14;2;121;138;141;84
chaque;38;56;263;10;3;73;136;75;72
1;8;50;306;9;3;89;87;52;77
tant;6;78;192;19;2;56;149;124;91
certains;3;60;208;13;9;65;138;143;48
aucun;4;113;178;16;5;89;99;123;38
dame;8;11;35;46;6;38;95;50;357
ici;13;64;173;11;0;87;127;99;65
sous;9;109;171;9;11;67;101;77;56
cet;1;57;116;6;4;52;114;86;174
ta;5;32;99;9;19;99;145;95;68
3;10;40;210;20;3;64;106;58;56
monsieur;2;30;60;9;10;51;93;65;252
point;4;46;146;17;3;56;118;144;36
plein;4;34;155;13;5;39;129;77;112
autant;6;51;177;20;5;54;104;75;51
pendant;8;74;192;21;4;36;114;47;57
aucune;5;83;119;13;6;67;91;138;22
ailleurs;8;73;153;13;7;65;108;68;46
assez;4;36;186;7;5;63;106;79;47
peut_être;1;38;123;8;4;72;122;102;36
bah;9;45;101;9;18;63;127;66;59
50;3;28;239;1;1;37;49;34;49
pourtant;5;55;147;7;5;47;81;68;57
10;3;39;214;7;2;47;80;31;36
dont;2;80;135;8;6;46;82;72;39
million;1;58;252;6;1;23;34;23;5
souvent;7;23;132;8;3;39;108;105;38
voilà;5;48;77;14;2;50;68;74;87
5;7;36;186;4;3;40;68;20;51
enfin;3;50;111;7;4;49;90;54;74
4;4;26;147;7;2;38;72;37;59
madame;3;7;40;30;7;25;70;46;179
quelques;2;32;140;9;2;36;100;56;37
loin;1;33;100;7;11;38;99;52;57
tes;4;22;85;8;5;70;94;64;35
dommage;6;21;92;8;2;39;81;48;95
puis;4;36;125;15;7;38;77;41;42
ben;10;43;88;10;10;54;81;44;55
oh;1;21;30;10;7;39;70;12;182
plusieurs;11;36;119;7;6;46;75;50;26
sinon;18;33;88;7;7;59;74;57;33
fort;4;35;76;6;4;38;64;52;83
quelque;1;31;66;4;1;40;135;67;22
quelqu_un;2;16;71;8;3;56;85;70;41
mêmes;3;39;94;4;4;30;58;74;40
force;0;70;76;4;2;29;62;67;45
vite;2;10;107;10;3;29;108;26;41
20;0;42;134;3;3;38;49;33;43
partout;12;41;100;9;5;33;73;34;33
sauf;6;37;123;9;5;32;61;41;29
ok;2;24;73;12;8;48;57;46;37
hein;5;33;76;5;9;45;56;47;36
selon;4;41;130;4;4;30;28;49;15
100;1;30;137;5;2;25;39;34;22
ainsi;1;39;85;8;0;22;62;63;23
chacun;4;11;84;3;2;24;71;75;24
celui;1;26;74;6;4;37;56;35;50
longtemps;4;27;75;6;5;22;69;42;46
000;1;63;123;3;0;12;24;5;7
combien;3;26;122;4;0;24;53;29;13
80;4;15;85;7;0;24;50;18;85
6;3;14;95;4;1;19;46;10;56
certaines;4;15;88;10;2;26;53;68;19
2025;4;19;90;9;2;28;50;28;38
ensuite;0;30;103;10;4;23;47;44;14
7;1;101;81;4;1;22;33;10;14
vive;11;18;51;2;2;22;30;19;97
30;0;10;122;3;1;25;47;23;34
parfois;1;9;70;7;2;25;67;56;36
devant;6;35;57;4;1;30;72;29;38
vers;0;15;97;2;2;24;58;38;25
presque;6;19;80;4;1;32;45;28;54
jusqu_à;2;30;84;3;5;20;62;20;30
tard;1;7;61;5;3;18;65;27;58
celle;2;28;55;2;2;23;42;39;48
derrière;14;29;56;4;1;31;44;37;23
grâce;1;16;90;5;1;21;26;26;53
dessus;1;22;63;6;2;22;61;33;20
e;4;25;49;3;1;28;42;35;22
60;3;11;59;1;1;41;38;21;47
dès;0;22;84;5;0;24;46;29;17
ouais;5;26;45;4;5;34;49;17;30
plupart;4;27;64;4;1;22;43;39;14
15;0;9;96;3;1;20;41;16;15
attention;2;22;53;3;1;40;32;33;18
70;5;21;55;2;1;15;38;16;58
envers;1;27;17;3;3;19;47;58;18
2000;0;25;61;1;2;23;35;14;23
hors;3;12;67;0;3;34;35;33;7
malgré;2;20;49;3;1;13;43;32;26
90;2;9;54;3;1;23;35;13;51
8;5;7;82;0;1;10;36;12;17
merde;6;5;58;5;1;21;45;22;23
40;0;6;65;3;1;21;31;15;38
certain;1;14;34;5;3;25;49;32;19
0;2;12;75;1;0;17;28;16;11
con;3;4;35;3;5;20;44;24;26
lorsque;2;23;48;4;2;12;38;24;14
25;0;13;54;1;1;23;19;18;20
tiens;1;13;31;3;3;23;29;23;16
hier;0;21;20;3;1;17;32;12;45
autour;2;6;42;5;1;17;39;17;22
lors;1;27;48;1;0;17;32;17;11
tel;2;15;26;2;2;20;29;29;17
celles;0;20;34;3;2;18;23;30;15
or;1;14;60;3;3;8;16;12;23
lorsqu;0;18;47;3;0;12;21;33;7
puisque;1;14;39;1;3;19;30;26;6
soi;4;8;24;3;1;13;34;34;15
12;2;8;46;5;2;19;20;10;16
arrière;2;5;29;2;1;10;27;9;38
dehors;0;4;37;3;1;14;41;12;14
haha;4;4;19;4;0;17;32;7;33
environ;0;7;73;0;0;4;11;9;9
eh;4;8;18;4;2;14;22;15;22
trois;2;10;43;5;2;10;20;10;13
afin;0;17;45;0;0;14;16;18;4
ceci;1;17;29;1;0;16;17;20;9
200;0;26;59;2;0;9;6;5;5
concernant;1;11;34;2;1;19;21;21;2
