emji_visage_riant_aux_larmes;98;334;1209;170;120;914;1116;548;2333
aller;50;395;1297;96;35;526;1536;324;319
voir;40;291;811;82;41;589;1318;584;476
suisse;17;342;1976;28;24;467;437;306;375
parler;16;300;502;34;34;626;486;432;261
emji_coeur_rouge;2;24;39;9;2;20;45;24;1804
gens;32;169;521;47;25;237;902;313;169
monde;14;199;577;32;11;155;817;271;174
femme;15;79;135;22;10;69;301;1207;252
enfant;6;226;262;16;10;77;971;193;280
emji_applaudissements;9;45;80;3;4;46;54;38;977
emji_visage_souriant_avec_yeux_en_forme_de_coeur;1;2;23;1;0;12;22;2;1521
prendre;61;126;592;65;23;217;376;258;105
beau;3;26;138;10;5;60;130;117;1350
époque;9;37;201;18;30;116;329;140;962
pays;11;390;657;15;7;149;269;185;70
penser;13;89;310;34;14;179;690;314;178
vie;13;56;365;19;2;57;735;198;338
homme;6;66;74;29;3;54;160;1036;240
comprendre;15;103;263;28;13;274;400;501;180
emji_se_rouler_par_terre_de_rire;24;50;197;32;22;163;179;79;349
temps;10;72;335;30;6;157;679;156;250
aimer;19;50;143;28;11;108;247;145;805
chose;12;100;252;32;11;136;782;235;119
passer;21;145;427;17;8;171;571;137;175
mettre;18;134;551;39;23;194;344;228;93
année;10;65;534;34;8;148;284;132;379
petit;34;79;336;60;20;135;301;132;448
vrai;8;103;298;15;7;137;301;363;290
grand;11;66;493;27;7;118;268;153;331
vraiment;9;82;272;29;6;149;522;170;216
emji_visage_qui_pleure;6;76;181;34;6;64;237;80;390
jour;32;78;327;40;4;107;510;96;140
trouver;26;70;300;26;14;181;350;211;162
venir;11;109;331;48;12;197;390;114;117
donner;4;96;252;52;6;141;419;189;113
vivre;12;73;283;23;2;61;478;163;166
rester;14;94;394;33;20;125;281;193;87
payer;1;55;976;5;2;17;72;48;15
tellement;13;36;131;14;3;68;176;94;677
problème;6;65;369;18;9;89;213;378;18
français;44;33;257;5;32;517;69;41;130
connaître;15;71;159;16;17;128;420;139;186
changer;8;47;204;16;30;71;514;114;124
souvenir;0;14;62;4;3;25;51;14;894
france;43;47;551;16;27;108;138;85;59
fois;50;95;266;7;3;150;280;134;99
commentaire;4;44;56;20;13;648;118;124;77
emji_visage_souriant_avec_une_goutte_de_sueur;20;34;153;27;15;158;144;70;368
arrêter;4;205;298;29;14;110;226;139;38
seul;10;122;266;30;4;100;308;162;83
demander;8;115;259;12;6;152;303;142;56
droit;1;282;204;11;11;74;139;207;25
question;6;53;156;14;2;150;105;476;43
devenir;2;39;315;31;7;99;227;134;107
travail;9;38;409;8;1;57;220;133;59
cas;6;66;252;10;5;85;199;262;46
jeune;4;16;108;12;8;68;384;116;191
raison;3;67;152;26;6;58;157;304;159
sentir;9;44;141;17;12;84;218;291;94
emji_visage_faisant_un_clin_d_oeil;17;31;156;16;7;125;158;107;250
emji_feu;3;25;36;2;0;11;36;14;534
police;0;212;134;3;3;72;203;132;21
exister;16;72;168;17;7;69;166;226;83
humain;0;84;110;56;0;47;185;257;63
accord;4;184;201;13;3;74;120;136;65
arriver;9;50;187;7;10;90;301;74;75
utiliser;69;97;225;14;23;105;89;113;38
laisser;5;76;175;34;3;65;328;81;31
