*rts_a;5456;18343
*a_0001;0;5
*postLikes_602;0;5
*postComments_30;92;132
*postReposts_0;1973;5271
*postDate_25-6-2021;0;5
*commentDate_10-7-2021;0;1
*commentLikes_0;7310;12195
*lang_fr;21730;29602
*commentDate_9-7-2021;0;2
*commentLikes_1;3600;4988
*commentDate_25-6-2021;0;2
*a_0002;0;8
*postLikes_915;0;8
*postComments_37;110;158
*postDate_27-6-2021;0;8
*commentDate_28-6-2021;3;5
*commentLikes_5;739;809
*commentDate_29-6-2021;3;4
*commentDate_27-6-2021;0;5
*commentLikes_9;340;347
*commentLikes_11;254;250
*a_0003;3;3
*postLikes_531;3;3
*postComments_38;151;167
*postDate_28-6-2021;3;3
*commentLikes_4;946;1155
*a_0004;3;3
*postLikes_1300;173;282
*postComments_24;41;113
*postDate_29-6-2021;3;3
*commentLikes_3;1329;1617
*commentLikes_2;2087;2626
*a_0005;4;5
*postLikes_1400;247;238
*postDate_2-7-2021;8;9
*commentDate_16-7-2021;0;6
*commentDate_4-7-2021;5;12
*commentDate_2-7-2021;5;3
*a_0006;4;4
*postLikes_771;4;4
*commentDate_3-7-2021;0;2
*a_0007;4;15
*postComments_132;30;138
*postDate_4-7-2021;4;15
*commentDate_5-7-2021;2;9
*commentLikes_33;36;42
*commentLikes_15;138;142
*a_0008;1;6
*postLikes_423;9;10
*postComments_21;39;121
*postDate_5-7-2021;1;6
*commentDate_6-7-2021;1;2
*a_0009;0;1
*postLikes_421;0;1
*postComments_14;33;73
*postDate_7-7-2021;0;1
*commentDate_7-7-2021;0;1
*a_0011;4;2
*postLikes_1600;160;195
*postComments_87;80;48
*postReposts_1;647;1609
*postDate_11-7-2021;4;2
*commentDate_13-10-2021;1;3
*commentDate_13-7-2021;0;1
*commentDate_12-7-2021;3;1
*commentDate_11-7-2021;2;1
*a_0012;2;1
*postComments_7;33;81
*postDate_12-7-2021;2;1
*a_0013;2;13
*postLikes_1900;163;162
*postComments_80;162;55
*postDate_14-7-2021;2;13
*commentDate_15-7-2021;2;8
*commentLikes_7;465;503
*commentDate_14-7-2021;0;5
*commentLikes_25;54;79
*commentLikes_17;106;104
*commentLikes_19;155;115
*a_0014;0;2
*postLikes_907;0;2
*postComments_16;73;167
*postDate_15-7-2021;0;2
*a_0015;7;4
*postLikes_634;13;14
*postComments_23;79;103
*postDate_16-7-2021;7;4
*commentDate_17-7-2021;1;2
*commentDate_18-7-2021;6;1
*a_0016;0;1
*postLikes_487;0;3
*postComments_12;76;134
*postDate_18-7-2021;0;1
*a_0017;1;1
*postLikes_357;2;3
*postDate_19-7-2021;1;1
*commentDate_20-7-2021;1;1
*commentDate_19-7-2021;0;1
*a_0018;0;2
*postLikes_761;1;7
*postComments_15;92;112
*postDate_20-7-2021;0;2
*commentDate_21-7-2021;0;3
*a_0019;0;4
*postLikes_437;0;6
*postComments_26;70;100
*postDate_21-7-2021;0;4
*commentDate_17-8-2021;2;6
*a_0021;0;3
*postLikes_551;2;7
*postDate_23-7-2021;0;3
*commentDate_23-7-2021;0;3
*a_0022;2;0
*postLikes_424;2;0
*postComments_17;125;131
*postDate_25-7-2021;2;0
*commentDate_26-7-2021;4;1
*a_0023;4;1
*postLikes_344;4;1
*postComments_19;67;132
*postDate_26-7-2021;4;1
*commentDate_27-7-2021;2;0
*a_0026;5;5
*postLikes_1200;143;216
*postComments_62;27;52
*postDate_1-8-2021;5;5
*commentDate_4-8-2021;0;7
*commentDate_1-8-2021;5;4
*commentLikes_16;101;146
*a_0027;1;2
*postLikes_633;1;4
*postDate_2-8-2021;1;2
*commentDate_3-8-2021;0;1
*commentDate_2-8-2021;1;1
*a_0029;0;4
*postLikes_442;0;4
*postDate_4-8-2021;0;6
*a_0030;0;2
*postLikes_302;0;2
*postComments_9;45;110
*a_0031;1;0
*postLikes_638;1;0
*postComments_20;31;109
*postDate_6-8-2021;1;0
*commentDate_6-8-2021;1;0
*a_0032;1;4
*postLikes_2000;195;169
*postComments_36;45;126
*postDate_8-8-2021;1;4
*commentDate_15-9-2022;1;0
*commentDate_11-8-2021;0;1
*commentDate_9-8-2021;0;6
*commentDate_8-8-2021;0;2
*commentLikes_10;272;292
*a_0033;0;9
*postLikes_681;1;11
*postComments_39;18;47
*postDate_9-8-2021;0;9
*commentDate_10-8-2021;0;2
*commentDate_30-8-2021;2;13
*a_0034;1;0
*postLikes_264;1;5
*postComments_13;48;74
*postDate_11-8-2021;1;0
*commentDate_12-8-2021;1;0
*a_0035;0;1
*postLikes_595;5;7
*postDate_13-8-2021;6;17
*commentDate_13-8-2021;0;3
*a_0036;6;16
*postLikes_41500;6;16
*postComments_182;21;66
*commentDate_9-9-2021;1;4
*commentDate_7-9-2021;2;3
*commentDate_6-9-2021;2;10
*commentDate_5-9-2021;2;5
*commentDate_4-9-2021;2;7
*commentDate_3-9-2021;1;3
*commentDate_31-8-2021;1;5
*commentDate_28-8-2021;1;9
*commentDate_27-8-2021;3;25
*commentDate_26-8-2021;1;2
*commentDate_25-8-2021;3;36
*commentLikes_65;12;9
*commentLikes_110;4;4
*commentDate_24-8-2021;0;7
*commentLikes_393;0;1
*commentLikes_187;0;1
*a_0037;1;1
*postLikes_510;4;5
*postComments_2;9;15
*postDate_15-8-2021;1;1
*commentDate_15-8-2021;1;1
*a_0038;2;4
*postLikes_926;2;6
*postComments_33;68;85
*postDate_17-8-2021;2;4
*commentLikes_8;396;439
*a_0039;8;28
*postLikes_1000;75;133
*postComments_121;139;115
*postDate_18-8-2021;8;28
*commentDate_22-8-2021;1;17
*commentDate_19-8-2021;0;8
*commentDate_18-8-2021;6;16
*commentLikes_6;538;593
*commentLikes_14;140;161
*a_0040;0;5
