être;12398;15411
de;11433;12540
avoir;7516;10617
la;8675;9067
les;8329;8504
et;8553;9259
le;7386;7837
pas;6712;8068
à;6044;6626
c;5654;7482
ne;5834;6716
que;5704;6501
des;5861;5570
en;6193;5789
l;5827;5830
un;4688;5335
d;4883;4866
pour;5139;4696
qui;4482;4518
on;3849;4533
je;2844;5131
il;3815;4469
une;3784;4185
faire;3624;4328
ce;3258;4116
ça;2684;3911
vous;2046;2975
plus;3125;3035
mais;3158;3584
qu;2774;3396
dans;2922;3259
du;2951;2823
j;1202;3166
ils;1925;2144
y;2007;2297
tout;1928;2366
sur;2082;2028
avec;1909;2352
si;1972;2219
bien;1643;2526
au;1985;1966
se;1805;2086
pouvoir;1920;1934
dire;1456;2285
tu;1061;1845
comme;1535;2040
par;1950;1416
ou;1690;1598
même;1457;1889
s;1377;1601
nous;1209;1389
quand;1093;1393
cette;860;1628
elle;668;1385
falloir;1250;1162
non;1151;1153
aussi;1026;1214
ces;1068;1157
leur;991;1028
bon;817;1370
savoir;845;1289
personne;986;1076
rien;892;1191
devoir;1048;1000
vouloir;988;989
me;540;1370
oui;871;1065
donc;1026;804
très;707;1051
aux;1014;725
tous;791;936
sans;791;881
encore;765;932
son;617;997
alors;866;824
mon;411;1151
t;493;914
moi;449;1021
juste;657;815
toujours;580;851
an;520;843
où;654;724
autres;731;610
déjà;735;627
moins;676;574
quoi;579;786
aujourd_hui;337;969
votre;478;723
sa;438;793
peu;482;758
cela;610;596
là;518;714
beaucoup;550;646
jamais;498;692
nos;537;572
car;598;543
trop;447;635
avant;457;669
merci;306;789
m;314;715
autre;437;595
après;466;565
notre;514;471
leurs;465;499
ses;440;543
parce_que;487;487
pourquoi;464;475
mieux;402;561
ma;206;697
toi;262;600
te;265;516
ceux;422;399
depuis;418;420
maintenant;291;537
contre;478;336
lui;228;551
croire;323;474
ton;245;508
quel;318;466
surtout;401;384
chez;372;383
eux;369;384
mes;188;536
elles;288;346
entre;409;320
toute;348;380
2;359;333
comment;308;399
mal;250;458
quelle;208;481
toutes;316;322
vos;287;328
ni;208;226
deux;299;301
chaque;309;266
certains;283;293
1;337;198
tant;281;276
aucun;269;246
ah;183;320
ici;268;225
point;257;229
3;255;212
bravo;136;336
ta;135;317
autant;228;230
plein;186;254
cet;165;273
assez;233;200
pendant;220;203
aucune;205;209
peut_être;196;223
ailleurs;211;201
sous;209;203
50;257;115
souvent;206;192
million;266;56
10;226;141
pourtant;183;186
dame;34;337
bah;152;216
dont;194;163
quelques;172;171
monsieur;55;289
tes;109;208
5;178;137
enfin;140;179
loin;121;192
4;163;135
puis;144;161
quelque;124;183
plusieurs;162;138
dommage;107;197
vite;103;179
sinon;135;156
quelqu_un;107;175
voilà;116;163
mêmes;146;115
ben;123;153
chacun;115;150
madame;49;216
sauf;151;115
20;144;112
certaines;136;123
fort;108;144
envers;66;170
ok;104;137
partout;129;121
ainsi;125;126
100;157;82
force;125;113
selon;170;69
vers;124;111
ensuite;129;104
combien;143;79
parfois;93;135
2025;102;108
30;130;87
celui;86;126
80;81;135
hein;91;126
longtemps;105;109
presque;91;115
jusqu_à;91;106
000;126;29
devant;69;127
6;97;87
dès;96;94
tard;65;122
grâce;103;84
dessus;81;101
15;109;69
oh;29;150
60;64;106
hors;92;81
plupart;94;79
derrière;72;96
celle;71;97
attention;79;87
e;62;83
7;89;66
malgré;63;95
8;77;73
certain;65;87
70;51;99
merde;72;75
0;95;38
ouais;44;92
90;53;88
40;65;74
vive;68;63
2000;61;73
lorsque;66;64
autour;50;80
con;48;77
celles;58;60
lorsqu;64;53
puisque;61;56
25;54;58
lors;70;45
dehors;42;71
tel;36;77
soi;36;77
tiens;45;62
or;61;47
environ;79;21
12;52;48
concernant;62;33
arrière;33;53
9;54;36
afin;66;25
hier;24;67
différents;45;45
certes;47;44
trois;47;42
16;50;35
anti;51;34
2024;41;42
moindre;44;41
ceci;45;38
d_abord;47;32
durant;41;38
certaine;30;50
laquelle;38;38
haha;25;51
200;67;10
eh;26;50
telle;41;31
jusqu_au;22;52
18;40;31
demain;30;39
dedans;31;39
14;29;38
2023;32;33
quasi;49;17
cependant;36;29
voire;41;25
parmi;28;38
lequel;34;32
gare;38;23
x;23;38
suivant;28;33
via;41;18
près;33;27
11;25;35
quels;32;27
quant;32;24
quelles;33;23
davantage;43;13
ha;14;37
pardon;28;23
ouf;16;36
17;28;23
nul;21;30
hélas;17;34
19;36;13
35;23;24
puisqu;27;22
mille;22;22
dessous;29;19
45;32;17
euh;20;28
uns;25;21
eux_mêmes;22;24
chouette;16;30
500;34;10
ci;22;23
300;33;12
tels;24;20
13;14;27
pseudo;9;33
lendemain;13;30
2026;30;12
hop;17;24
nulle;19;21
jusqu;18;22
24;22;14
pis;17;23
1000;21;17
2022;31;7
v;11;26
22;17;19
voici;20;16
neuf;22;13
mince;11;22
tandis_que;23;12
in;18;17
vôtre;9;25
salut;14;19
g;17;14
75;21;12
1967;4;28
autrui;16;16
o;15;16
dix;15;15
divers;20;11
quatre;13;17
n_est_ce_pas;16;13
mme;7;22
f;15;15
celle_ci;15;15
b;23;7
1970;14;16
mien;7;21
1980;7;21
21;16;12
nôtre;12;14
lui_même;11;16
demi;15;12
400;24;2
volontiers;13;13
heu;14;12
celui_ci;14;12
39;19;7
2021;13;13
2016;8;16
outre;17;8
99;14;10
3000;20;4
120;20;3
tien;6;16
elle_même;9;15
aïe;2;12
aucunement;13;11
u;8;15
98;11;12
32;12;10
soi_même;11;11
moi_même;6;16
55;15;6
2008;9;13
1990;6;16
800;18;2
36;12;9
2018;13;7
telles;9;11
quelconque;13;7
néanmoins;10;10
mm;8;12
ho;6;13
extra;8;12
2010;10;10
2005;7;13
1972;6;14
toutefois;13;6
six;10;9
lesquels;11;8
hé;8;10
debout;7;12
bof;9;10
au_dessus;16;3
65;13;6
26;7;12
2030;10;9
2020;16;3
2015;9;10
2004;11;8
1999;4;14
150;13;5
mienne;4;14
ciao;4;12
c_est_à_dire;13;5
autrefois;9;9
72;4;11
48;15;3
1960;5;13
htag_cqfd;10;7
auquel;10;7
92;5;12
600;15;2
44;8;9
27;14;2
1987;4;11
vous_même;5;10
tienne;3;12
quoique;5;10
lesquelles;8;7
hormis;11;4
diable;4;11
bye;5;6
74;4;11
51;9;6
5000;13;2
41;4;11
29;6;9
2500;12;3
1992;2;13
1968;4;11
00;7;4
nonante;12;2
mouais;4;10
miens;3;11
jusque;6;8
cinq;6;8
950;13;1
95;5;9
34;8;6
31;6;8
250;11;2
23;4;10
1985;3;11
soudain;8;5
sienne;2;11
na;4;9
mi;4;8
hello;5;8
diverses;9;4
cent;8;3
auparavant;5;8
alerte;10;2
700;11;2
68;5;8
1950;8;5
vis_à_vis;9;2
sien;3;9
celui_là;8;4
basta;2;10
7000;8;3
64;5;7
57;5;7
4000;11;1
38;8;3
2019;6;5
2006;3;9
parce;5;6
elles_mêmes;6;5
chacune;5;5
87;6;4
6000;9;2
53;8;3
42;5;6
37;3;8
1995;3;8
1978;4;7
1975;5;5
1971;5;6
1945;5;5
1940;4;7
wouah;1;9
auxquels;4;6
aucunes;3;7
85;5;5
61;6;4
49;3;7
43;7;3
28;6;4
2027;6;4
2007;5;5
2002;2;8
1994;3;7
1500;6;2
à_l_encontre;6;3
