"";"*rts_a";"*rts_i"
"pro_per";854;9887
"aux";831;9477
"art_def";1130;15156
"nom";2068;26797
"pre";1215;17393
"ver";921;14546
"pro_ind";181;2418
"adj";698;8495
"nr";795;8970
"adj_num";23;170
"pro_dem";400;3998
"art_ind";370;5879
"adv_sup";683;9268
"nom_sup";56;656
"ono";108;1108
"con";600;8675
"adj_int";27;213
"adj_pos";129;1429
"pro_rel";280;4173
"num";74;1471
"ver_sup";303;3452
"adv";102;1563
"adj_ind";41;754
"adj_dem";47;736
"adj_sup";22;201
"pro_pos";0;11
