"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9"
"tir";-0,297;-0,44;-0,165;-1,034;0,657;13,187;-0,479;-2,049;-0,58
"terrasse";-0,297;0,86;-0,165;-1,034;-0,493;7,709;-0,479;-0,307;-0,58
"taff";-0,297;-0,44;21,394;-1,034;-0,493;13,187;-0,479;-2,049;-2,527
"sécheresse";-0,297;-0,44;21,394;0,009;-0,493;7,709;-0,479;-2,049;-2,527
"surement";-0,26;1,167;-0,144;0,056;33,767;-1,964;-0,419;-0,161;-2,211
"supplémentaire";-0,297;-0,44;4,451;-1,034;0,657;7,709;-0,479;-2,049;-0,58
"string";-0,297;-0,44;-0,165;-1,034;-0,493;-2,244;-0,479;8,743;0,8
"street";-0,297;-0,44;-0,165;20,581;-0,493;-0,414;-0,479;0,105;-2,527
"station";-0,297;-0,44;-0,165;-1,034;-0,493;20,126;-0,479;-2,049;-0,58
"spécifique";2,32;7,733;-0,144;2,027;0,922;-1,964;0,979;-1,793;-2,211
"sous_entendre";-0,297;-0,44;-0,165;11,737;0,657;0,045;-0,479;-0,307;-2,527
"souper";-0,26;-0,385;-0,144;-0,905;-0,431;-0,238;-0,419;18,408;-2,211
"soucier";-0,297;-0,44;-0,165;20,581;0,657;-0,414;-0,479;-0,307;-2,527
"so";-0,297;-0,44;-0,165;-1,034;0,657;-2,244;-0,479;-0,307;11,412
"smic";-0,297;-0,44;-0,165;-1,034;5,396;1,138;5,62;-0,307;-2,527
"siège";1,84;-0,44;-0,165;0,009;-0,493;1,138;-0,479;-2,049;0,8
"situer";-0,297;-0,44;-0,165;1,451;-0,493;0,045;29,524;-2,049;-2,527
"sincérité";-0,297;-0,44;-0,165;-1,034;-0,493;-0,414;-0,479;-2,049;17,691
"signer";-0,297;-0,44;93,248;0,009;-0,493;-0,414;0,704;-0,307;-2,527
"sida";-0,26;38,216;-0,144;0,056;0,922;-0,238;-0,419;-1,793;-2,211
"serpillière";49,878;-0,44;-0,165;-1,034;-0,493;0,045;0,704;-0,307;-2,527
"sel";-0,297;78,88;-0,165;-1,034;-0,493;0,045;-0,479;-2,049;-2,527
"sebago";-0,297;-0,44;-0,165;-1,034;-0,493;-2,244;-0,479;31,246;-2,527
"schnecks";1,84;-0,44;4,451;-1,034;-0,493;-2,244;-0,479;-0,307;6,503
"sauveur";-0,26;-0,385;-0,144;24,857;-0,431;-1,964;-0,419;-1,793;0,08
"sanitaire";31,243;1,167;24,989;-0,905;-0,431;-0,238;-0,419;-1,793;-2,211
"salarié";-0,297;-0,44;21,394;0,009;14,711;0,045;-0,479;-2,049;-2,527
"sacrifice";-0,26;-0,385;-0,144;-0,905;0,922;10,038;-0,419;-0,161;-2,211
"réussite";-0,297;-0,44;-0,165;1,451;0,657;0,045;-0,479;-2,049;0,8
"résistance";-0,297;-0,44;-0,165;1,451;5,396;3,692;-0,479;-2,049;-2,527
"régner";-0,297;-0,44;-0,165;-1,034;14,711;0,045;-0,479;-2,049;0,8
"réacteur";-0,297;6,342;4,451;-1,034;-0,493;3,692;0,704;-2,049;-2,527
"râleur";-0,26;-0,385;-0,144;24,857;-0,431;-0,238;-0,419;-0,161;-2,211
"roland";-0,223;-0,33;-0,123;0,162;1,296;-1,683;-0,359;-0,051;2,224
"rive";-0,26;-0,385;-0,144;-0,905;-0,431;0,182;34,824;-0,161;-2,211
"revue";-0,26;-0,385;-0,144;-0,905;-0,431;-1,964;-0,419;-0,161;14,621
"revendiquer";-0,297;-0,44;4,451;-1,034;47,066;0,045;-0,479;-2,049;-2,527
"respectable";-0,297;-0,44;-0,165;-1,034;14,711;3,692;-0,479;-2,049;-0,58
"relou";-0,297;-0,44;-0,165;0,009;-0,493;0,045;-0,479;4,323;-0,58
"relativement";-0,297;-0,44;-0,165;45,671;-0,493;-0,414;-0,479;-2,049;-2,527
"rejet";-0,297;0,86;-0,165;20,581;-0,493;0,045;-0,479;-2,049;-2,527
"ref";-0,297;-0,44;-0,165;-1,034;-0,493;0,045;-0,479;14,703;-2,527
"rassurant";-0,297;0,86;-0,165;5,36;0,657;-0,414;-0,479;-0,307;-0,58
"rap";1,84;-0,44;-0,165;-1,034;-0,493;-2,244;-0,479;14,703;-0,58
"rageux";-0,297;0,86;-0,165;-1,034;-0,493;0,045;15,227;0,105;-2,527
"raccourci";-0,297;-0,44;-0,165;0,009;28,6;1,138;-0,479;-2,049;-2,527
"qualifier";-0,297;-0,44;4,451;5,36;-0,493;-0,414;-0,479;0,105;-0,58
"qqs";-0,186;2,213;-0,103;-0,646;10,701;-0,011;-0,299;-1,281;-0,044
"pêche";-0,297;32,488;-0,165;0,009;5,396;-2,244;-0,479;-0,307;-2,527
"pétard";-0,297;-0,44;-0,165;-1,034;0,657;-2,244;0,704;4,323;0,004
"péché";-0,26;-0,385;-0,144;2,027;-0,431;10,038;-0,419;-1,793;-2,211
"publicité";-0,26;1,167;24,989;-0,905;0,922;1,797;-0,419;-1,793;-2,211
"ps5";-0,297;-0,44;148,16;-1,034;-0,493;0,045;-0,479;-0,307;-2,527
"prêter";-0,297;-0,44;21,394;-1,034;0,657;3,692;-0,479;-2,049;-0,58
"prévention";-0,297;-0,44;-0,165;20,581;-0,493;-0,414;-0,479;-2,049;0,004
"préoccuper";-0,297;6,342;-0,165;0,009;0,657;3,692;-0,479;-2,049;-2,527
"préau";-0,297;-0,44;-0,165;-1,034;-0,493;13,187;-0,479;-2,049;0,004
"proximité";-0,297;6,342;-0,165;-1,034;70,106;-2,244;-0,479;-2,049;-2,527
"proposition";-0,297;-0,44;50,993;-1,034;5,396;0,045;0,704;-2,049;-2,527
"projection";-0,297;-0,44;-0,165;45,671;-0,493;-2,244;-0,479;-0,307;-2,527
"profondeur";-0,26;-0,385;-0,144;2,027;0,922;0,182;-0,419;-1,793;0,08
"profession";-0,26;-0,385;-0,144;2,027;17,59;0,182;-0,419;-1,793;-2,211
"portugais";1,84;-0,44;-0,165;-1,034;-0,493;-2,244;0,704;14,703;-2,527
"port";-0,297;-0,44;-0,165;0,009;-0,493;13,187;-0,479;-0,307;-2,527
"porno";-0,297;-0,44;-0,165;-1,034;5,396;-2,244;0,704;8,743;-2,527
"poli";-0,297;-0,44;4,451;0,009;-0,493;1,138;-0,479;0,105;-0,58
"pokémon";-0,297;-0,44;-0,165;-1,034;-0,493;-2,244;0,704;22,204;-2,527
"poignée";2,971;-0,33;-0,123;-0,776;-0,37;-0,096;-0,359;7,918;-1,895
"pneu";-0,26;62,135;-0,144;-0,905;-0,431;-1,964;-0,419;-0,161;-0,362
"peter";-0,297;-0,44;-0,165;-1,034;-0,493;-2,244;-0,479;8,743;0,8
"performant";-0,297;-0,44;50,993;0,009;0,657;1,138;-0,479;-2,049;-2,527
"perdurer";-0,297;-0,44;-0,165;-1,034;14,711;1,138;-0,479;0,105;-2,527
"percevoir";-0,26;-0,385;-0,144;14,427;0,922;-1,964;-0,419;-0,161;-0,362
"pb";-0,297;0,86;-0,165;-1,034;0,657;7,709;-0,479;-0,307;-2,527
"paul";-0,26;-0,385;-0,144;-0,905;6,642;-0,238;-0,419;0,289;0,08
"pascal";-0,297;-0,44;-0,165;-1,034;-0,493;1,138;-0,479;-2,049;6,503
"partenaire";-0,297;-0,44;-0,165;-1,034;47,066;-2,244;-0,479;-0,307;0,004
"parodie";80,36;-0,44;-0,165;-1,034;-0,493;-2,244;0,704;0,105;-2,527
"parasite";-0,297;32,488;-0,165;0,009;-0,493;-0,414;-0,479;-0,307;-0,58
"parapluie";-0,26;-0,385;-0,144;0,056;-0,431;0,182;-0,419;5,827;-2,211
"panne";-0,297;-0,44;-0,165;-1,034;0,657;0,045;0,704;4,323;-2,527
"palais";-0,297;-0,44;-0,165;-1,034;-0,493;0,045;15,227;0,105;-0,58
"ouvert";-0,297;-0,44;4,451;-1,034;0,657;0,045;0,704;1,444;-2,527
"ordonner";-0,297;-0,44;4,451;0,009;70,106;-2,244;-0,479;-2,049;-2,527
"opérer";-0,26;7,733;5,334;-0,905;-0,431;5,082;-0,419;-1,793;-2,211
"opposition";2,32;-0,385;-0,144;24,857;-0,431;-1,964;-0,419;-1,793;-0,362
"opposer";-0,297;-0,44;-0,165;20,581;5,396;-0,414;-0,479;-2,049;-2,527
"opportunité";-0,297;0,86;-0,165;-1,034;5,396;0,045;5,62;-0,307;-2,527
"ohlala";-0,297;-0,44;-0,165;-1,034;-0,493;-0,414;-0,479;-0,307;11,412
"oe";-0,297;-0,44;-0,165;0,009;0,657;-2,244;-0,479;14,703;-2,527
"nn";-0,297;-0,44;-0,165;-1,034;5,396;-2,244;72,191;-2,049;-2,527
"nice";-0,297;-0,44;-0,165;0,009;-0,493;3,692;0,704;-0,307;-0,58
"neuch";-0,149;-0,22;-0,082;-0,517;-0,246;0,022;2,81;0,052;0,002
"negro";-0,297;-0,44;-0,165;31,893;-0,493;-0,414;-0,479;-0,307;-2,527
"mêler";-0,297;6,342;4,451;1,451;0,657;0,045;-0,479;-2,049;-2,527
"médical";-0,297;-0,44;-0,165;-1,034;-0,493;13,187;-0,479;-0,307;-0,58
"multitude";-0,297;0,86;-0,165;-1,034;0,657;3,692;5,62;-2,049;-2,527
"mouche";-0,297;-0,44;-0,165;0,009;-0,493;-2,244;-0,479;22,204;-2,527
"motif";-0,297;0,86;-0,165;0,009;5,396;-2,244;-0,479;1,444;-0,58
"montreux";-0,297;-0,44;-0,165;-1,034;-0,493;3,692;-0,479;-0,307;0,8
"mesurer";-0,297;-0,44;-0,165;-1,034;0,657;1,138;-0,479;1,444;-0,58
"matérialiste";-0,297;-0,44;-0,165;-1,034;-0,493;0,045;-0,479;-2,049;11,412
"marketing";-0,297;-0,44;-0,165;-1,034;97,721;-2,244;-0,479;-0,307;-2,527
"maquillage";-0,297;-0,44;-0,165;-1,034;70,106;-2,244;-0,479;-2,049;0,004
"mandarine";2,971;-0,33;-0,123;-0,776;-0,37;0,458;-0,359;0,62;-0,177
"manche";-0,297;-0,44;-0,165;-1,034;-0,493;-2,244;0,704;22,204;-2,527
"majeur";-0,297;0,86;-0,165;0,009;-0,493;3,692;-0,479;0,105;-2,527
"mademoiselle";-0,297;-0,44;-0,165;1,451;-0,493;0,045;-0,479;-2,049;2,966
"macdo";-0,297;-0,44;-0,165;-1,034;-0,493;-2,244;-0,479;22,204;-0,58
"luc";163,03;-0,44;-0,165;-1,034;-0,493;-2,244;-0,479;-2,049;-0,58
"lover";1,84;-0,44;-0,165;5,36;-0,493;-0,414;-0,479;-2,049;0,8
"locataire";2,32;-0,385;-0,144;-0,905;6,642;5,082;-0,419;-1,793;-2,211
"liké";-0,297;-0,44;-0,165;0,009;-0,493;-2,244;-0,479;14,703;-0,58
"lessive";-0,297;6,342;-0,165;-1,034;28,6;-2,244;-0,479;0,105;-2,527
"lent";-0,26;-0,385;-0,144;-0,905;-0,431;16,664;-0,419;-1,793;-0,362
"laid";31,243;-0,385;-0,144;-0,905;-0,431;5,082;-0,419;-1,793;-2,211
"lacune";-0,297;-0,44;-0,165;1,451;14,711;0,045;0,704;-2,049;-2,527
"kebab";-0,223;-0,33;-0,123;-0,776;1,296;-1,683;-0,359;0,62;2,224
"jupon";-0,297;-0,44;-0,165;-1,034;5,396;3,692;-0,479;-2,049;0,004
"juillet";1,84;-0,44;4,451;-1,034;-0,493;13,187;-0,479;-2,049;-2,527
"journalisme";-0,297;-0,44;-0,165;11,737;-0,493;-0,414;-0,479;-2,049;0,8
"joseph";-0,297;-0,44;-0,165;-1,034;-0,493;-0,414;-0,479;-2,049;17,691
"it";-0,297;-0,44;-0,165;11,737;-0,493;-2,244;-0,479;1,444;-0,58
"ironique";-0,297;-0,44;-0,165;1,451;0,657;-0,414;29,524;-2,049;-2,527
"intégralité";-0,297;-0,44;-0,165;-1,034;5,396;0,045;0,704;0,105;-0,58
"introduire";-0,297;-0,44;-0,165;0,009;-0,493;7,709;0,704;-0,307;-2,527
"insister";1,84;0,86;-0,165;0,009;5,396;0,045;-0,479;-0,307;-2,527
"innocence";-0,297;-0,44;-0,165;-1,034;-0,493;1,138;-0,479;-2,049;6,503
"ingénieur";-0,297;-0,44;-0,165;0,009;0,657;7,709;-0,479;-0,307;-2,527
"individuel";-0,223;-0,33;-0,123;-0,776;-0,37;21,395;-0,359;-1,537;-1,895
"incroyablement";-0,297;-0,44;21,394;-1,034;0,657;3,692;-0,479;-2,049;-0,58
"incompréhensible";-0,297;-0,44;-0,165;5,36;-0,493;3,692;-0,479;-2,049;-0,58
"impressionner";-0,297;-0,44;-0,165;0,009;-0,493;7,709;-0,479;-0,307;-0,58
"impeccable";-0,26;-0,385;-0,144;6,817;-0,431;5,082;-0,419;-1,793;-2,211
"immature";-0,297;-0,44;-0,165;31,893;5,396;-2,244;-0,479;-2,049;-2,527
"iii";215,217;-0,44;-0,165;-1,034;-0,493;-2,244;-0,479;-2,049;-2,527
"ignoble";-0,297;6,342;-0,165;1,451;-0,493;0,045;0,704;-0,307;-2,527
"huître";-0,297;0,86;-0,165;1,451;0,657;-0,414;-0,479;-0,307;0,004
"hurler";1,84;6,342;-0,165;-1,034;-0,493;3,692;-0,479;-0,307;-2,527
"humilier";-0,297;-0,44;-0,165;0,009;0,657;13,187;-0,479;-2,049;-2,527
"humiliation";-0,297;-0,44;-0,165;-1,034;-0,493;28,528;-0,479;-2,049;-2,527
"hubert";-0,297;-0,44;-0,165;-1,034;-0,493;-2,244;29,524;-2,049;2,966
"hommage";-0,297;-0,44;-0,165;1,451;-0,493;-2,244;-0,479;-0,307;6,503
"handicapé";-0,26;1,167;-0,144;-0,905;55,173;-0,238;-0,419;-1,793;-2,211
"hamburger";2,32;1,167;-0,144;-0,905;-0,431;1,797;-0,419;-0,161;-0,362
"halluciner";-0,297;0,86;21,394;1,451;-0,493;-2,244;-0,479;1,444;-2,527
"haineux";-0,297;-0,44;4,451;31,893;0,657;-2,244;-0,479;-2,049;-2,527
"hab";1,84;-0,44;-0,165;0,009;-0,493;-0,414;-0,479;4,323;-0,58
"générique";-0,297;-0,44;-0,165;-1,034;-0,493;-2,244;-0,479;4,323;2,966
"gène";-0,297;0,86;-0,165;5,36;5,396;-0,414;-0,479;-2,049;-0,58
"gueuler";-0,297;6,342;-0,165;5,36;0,657;-2,244;-0,479;-0,307;-0,58
"grippe";-0,297;0,86;148,16;-1,034;-0,493;-2,244;-0,479;0,105;-2,527
"griller";1,84;-0,44;-0,165;-1,034;-0,493;-0,414;-0,479;14,703;-2,527
"gourou";-0,223;-0,33;-0,123;0,162;1,296;-0,096;-0,359;3,242;-1,895
"gorge";-0,26;-0,385;-0,144;0,056;-0,431;-1,964;0,979;5,827;-0,362
"generation";-0,297;-0,44;-0,165;-1,034;5,396;7,709;-0,479;-0,307;-2,527
"gel";-0,297;-0,44;-0,165;-1,034;-0,493;-0,414;-0,479;14,703;-0,58
"games";-0,26;-0,385;5,334;-0,905;-0,431;0,182;-0,419;-1,793;4,217
"frérot";-0,297;-0,44;-0,165;-1,034;-0,493;-2,244;0,704;22,204;-2,527
"fréquence";-0,297;0,86;-0,165;0,009;-0,493;3,692;-0,479;0,105;-2,527
"friendzone";-0,297;-0,44;-0,165;-1,034;129,912;-2,244;-0,479;-2,049;-2,527
"fraîcheur";-0,297;-0,44;-0,165;-1,034;-0,493;-0,414;-0,479;8,743;0,004
"fraude";-0,26;-0,385;107,689;-0,905;0,922;-0,238;-0,419;-0,161;-2,211
"franchise";-0,297;-0,44;93,248;-1,034;-0,493;-2,244;-0,479;-2,049;2,966
"fondamental";1,84;-0,44;-0,165;0,009;70,106;-2,244;-0,479;-2,049;-2,527
"fonctionnement";-0,297;6,342;-0,165;0,009;-0,493;7,709;-0,479;-2,049;-2,527
"foire";-0,297;53,153;-0,165;0,009;-0,493;-0,414;-0,479;-0,307;-2,527
"flinguer";-0,297;6,342;-0,165;-1,034;-0,493;-0,414;0,704;4,323;-2,527
"fion";49,878;-0,44;-0,165;0,009;-0,493;-2,244;-0,479;1,444;-2,527
"finesse";-0,297;-0,44;-0,165;0,009;-0,493;-0,414;-0,479;-2,049;11,412
"fasciste";-0,297;-0,44;-0,165;-1,034;0,657;7,709;-0,479;-0,307;-0,58
"facture";-0,297;-0,44;21,394;-1,034;14,711;0,045;-0,479;-0,307;-2,527
"facho";-0,297;-0,44;4,451;0,009;5,396;-2,244;-0,479;4,323;-2,527
"extinction";-0,26;1,167;-0,144;-0,905;-0,431;16,664;-0,419;-1,793;-2,211
"expo";-0,297;-0,44;-0,165;-1,034;0,657;-2,244;5,62;-0,307;2,966
"exercer";-0,297;53,153;-0,165;0,009;0,657;-0,414;-0,479;-2,049;-2,527
"excessif";-0,297;-0,44;-0,165;0,009;-0,493;7,709;-0,479;0,105;-2,527
"empirer";1,84;-0,44;-0,165;-1,034;-0,493;13,187;-0,479;-0,307;-2,527
"emji_visage_avec_bouche_en_diagonale";-0,297;-0,44;-0,165;31,893;-0,493;-0,414;-0,479;-2,049;-0,58
"emji_trace_de_rouge_à_lèvres";-0,223;-0,33;-0,123;-0,776;-0,37;-1,683;-0,359;-1,537;19,005
"emji_poignée_de_main";58,108;-0,385;-0,144;0,056;-0,431;-1,964;-0,419;-1,793;0,08
"emji_personne_avec_la_paume_sur_le_visage_peau_claire";-0,186;2,213;-0,103;23,191;-0,308;-1,403;-0,299;-1,281;-1,579
"emji_oeil";-0,186;-0,275;-0,103;-0,646;-0,308;-1,403;-0,299;10,948;-0,044
"emji_mains_levées_peau_moyennement_claire";-0,297;-0,44;-0,165;-1,034;5,396;-2,244;-0,479;-0,307;6,503
"emji_mains_levées_peau_légèrement_mate";-0,297;-0,44;-0,165;-1,034;5,396;-0,414;-0,479;0,105;0,8
"emji_double_point_d_exclamation";-0,112;-0,165;-0,062;-0,388;-0,185;0,229;-0,18;0,31;0,143
"emji_chouette";-0,297;-0,44;-0,165;-1,034;-0,493;-0,414;-0,479;-2,049;17,691
"emji_bouquet";-0,297;-0,44;-0,165;-1,034;5,396;-0,414;-0,479;0,105;0,8
"emji_biceps_contracté_peau_légèrement_mate";-0,223;-0,33;6,519;0,162;1,296;-0,096;-0,359;0,62;-1,895
"emji_ballon_de_football";-0,297;-0,44;-0,165;0,009;28,6;-2,244;-0,479;-2,049;0,8
"emji_arc_en_ciel";-0,297;-0,44;-0,165;-1,034;-0,493;-2,244;0,704;-2,049;17,691
"emballage";1,84;78,88;-0,165;0,009;-0,493;-2,244;-0,479;-2,049;-2,527
"déprimant";-0,297;-0,44;-0,165;-1,034;-0,493;0,045;-0,479;-2,049;11,412
"démocratie";-0,297;-0,44;-0,165;11,737;-0,493;0,045;0,704;-0,307;-2,527
"démarche";-0,297;6,342;-0,165;-1,034;-0,493;7,709;-0,479;-0,307;-2,527
"déferler";-0,297;-0,44;-0,165;0,009;-0,493;-2,244;-0,479;14,703;-0,58
"défaite";-0,297;-0,44;-0,165;-1,034;0,657;7,709;5,62;-2,049;-2,527
"décoller";-0,297;-0,44;-0,165;-1,034;-0,493;-0,414;-0,479;22,204;-2,527
"décalage";-0,297;-0,44;-0,165;5,36;5,396;1,138;-0,479;-2,049;-2,527
"débuter";-0,26;-0,385;5,334;-0,905;-0,431;5,082;-0,419;-0,161;-0,362
"doué";-0,186;-0,275;-0,103;0,361;1,844;-0,011;-0,299;-1,281;0,702
"dominer";-0,26;1,167;-0,144;0,056;-0,431;10,038;-0,419;-1,793;-2,211
"dispo";-0,297;-0,44;4,451;-1,034;-0,493;0,045;0,704;4,323;-2,527
"disparu";-0,297;16,884;-0,165;-1,034;-0,493;3,692;-0,479;-0,307;-2,527
"dictionnaire";-0,297;-0,44;-0,165;0,009;-0,493;1,138;-0,479;0,105;0,004
"dialecte";2,32;-0,385;-0,144;-0,905;-0,431;-1,964;18,182;-0,161;0,08
"deteste";-0,26;-0,385;-0,144;-0,905;-0,431;-1,964;-0,419;-1,793;22,173
"destructeur";-0,297;-0,44;-0,165;-1,034;0,657;20,126;-0,479;-2,049;-2,527
"debile";-0,297;0,86;-0,165;0,009;-0,493;3,692;-0,479;0,105;-2,527
"curiosité";-0,297;-0,44;-0,165;45,671;-0,493;-0,414;-0,479;-2,049;-2,527
"cure";-0,297;-0,44;-0,165;-1,034;-0,493;-2,244;-0,479;31,246;-2,527
"cuit";-0,297;78,88;-0,165;-1,034;-0,493;-2,244;-0,479;0,105;-2,527
"cuisinier";-0,297;-0,44;-0,165;-1,034;14,711;0,045;-0,479;-2,049;0,8
"crèche";-0,297;-0,44;-0,165;-1,034;70,106;-2,244;-0,479;0,105;-2,527
"cruellement";-0,297;0,86;-0,165;0,009;-0,493;3,692;-0,479;-2,049;0,004
"creux";-0,297;-0,44;-0,165;11,737;-0,493;-0,414;0,704;0,105;-2,527
"crayon";2,32;-0,385;-0,144;-0,905;-0,431;0,182;-0,419;0,289;0,08
"crainte";-0,26;7,733;-0,144;-0,905;17,59;0,182;-0,419;-1,793;-2,211
"cqfd";1,84;16,884;-0,165;-1,034;28,6;-2,244;-0,479;-2,049;-2,527
"corée";-0,26;-0,385;-0,144;-0,905;-0,431;1,797;18,182;-1,793;-0,362
"convivial";-0,297;-0,44;-0,165;0,009;-0,493;3,692;-0,479;-2,049;0,8
"contaminer";10,618;16,884;21,394;-1,034;-0,493;-0,414;-0,479;-2,049;-2,527
"consigner";-0,297;109,667;-0,165;-1,034;-0,493;-2,244;-0,479;-0,307;-2,527
"complotistes";-0,297;-0,44;-0,165;1,451;-0,493;1,138;0,704;0,105;-2,527
"complicité";-0,297;-0,44;-0,165;-1,034;-0,493;-0,414;-0,479;-2,049;17,691
"comique";-0,26;-0,385;5,334;2,027;-0,431;-0,238;0,979;0,289;-2,211
"coiffeur";-0,297;-0,44;-0,165;1,451;-0,493;0,045;15,227;-0,307;-2,527
"cohérent";-0,297;32,488;-0,165;1,451;-0,493;-2,244;-0,479;0,105;-2,527
"coach";-0,297;-0,44;-0,165;0,009;0,657;7,709;-0,479;-2,049;-0,58
"cm1";-0,112;-0,165;-0,062;1,418;-0,185;0,229;4,313;-0,768;-0,947
"cm";-0,297;0,86;-0,165;-1,034;-0,493;-2,244;-0,479;22,204;-2,527
"clavier";1,84;-0,44;-0,165;20,581;-0,493;0,045;-0,479;-2,049;-2,527
"citadin";-0,297;32,488;-0,165;5,36;-0,493;-0,414;-0,479;-2,049;-2,527
"chiotte";49,878;-0,44;-0,165;-1,034;0,657;-2,244;-0,479;1,444;-2,527
"chialer";-0,297;0,86;-0,165;0,009;-0,493;-2,244;-0,479;14,703;-2,527
"chercheur";-0,297;-0,44;-0,165;11,737;-0,493;-0,414;0,704;0,105;-2,527
"chelou";-0,297;0,86;4,451;-1,034;-0,493;-2,244;-0,479;8,743;-0,58
"chaton";-0,297;32,488;-0,165;0,009;-0,493;0,045;-0,479;-2,049;-0,58
"chatgpt";-0,297;-0,44;4,451;1,451;-0,493;0,045;-0,479;1,444;-2,527
"charité";-0,297;-0,44;-0,165;0,009;0,657;-2,244;-0,479;14,703;-2,527
"chapuisat";-0,297;-0,44;-0,165;0,009;0,657;-2,244;0,704;8,743;-2,527
"chant";-0,223;-0,33;-0,123;-0,776;-0,37;2,769;-0,359;-0,051;0,287
"carotte";-0,26;38,216;-0,144;-0,905;-0,431;-1,964;-0,419;0,289;-0,362
"béton";-0,297;6,342;-0,165;-1,034;-0,493;1,138;0,704;0,105;-2,527
"burger";-0,297;6,342;-0,165;-1,034;-0,493;3,692;-0,479;-0,307;-0,58
"bro";-0,297;-0,44;-0,165;1,451;0,657;-0,414;-0,479;4,323;-2,527
"bouffon";-0,297;-0,44;-0,165;-1,034;-0,493;-2,244;0,704;22,204;-2,527
"bluffer";-0,297;-0,44;-0,165;-1,034;0,657;-2,244;-0,479;-2,049;17,691
"blessure";-0,26;-0,385;-0,144;-0,905;6,642;5,082;0,979;-1,793;-2,211
"bise";-0,297;-0,44;4,451;-1,034;-0,493;-0,414;-0,479;4,323;0,004
"bien_être";-0,297;16,884;-0,165;1,451;-0,493;0,045;-0,479;-2,049;-0,58
"bec";-0,26;1,167;-0,144;0,056;-0,431;5,082;-0,419;-0,161;-2,211
"basique";-0,297;-0,44;-0,165;45,671;-0,493;-0,414;-0,479;-2,049;-2,527
"bamboula";-0,186;-0,275;-0,103;0,361;-0,308;-1,403;-0,299;10,948;-1,579
"autonomie";-0,297;0,86;-0,165;-1,034;0,657;13,187;-0,479;-2,049;-2,527
"aubépine";-0,149;-0,22;-0,082;-0,517;-0,246;-1,122;-0,24;15,621;-1,263
"attribuer";-0,297;-0,44;-0,165;45,671;-0,493;-0,414;-0,479;-2,049;-2,527
"atroce";-0,297;-0,44;-0,165;0,009;47,066;-0,414;-0,479;-0,307;-2,527
"athlète";-0,26;-0,385;-0,144;-0,905;33,767;0,182;-0,419;-1,793;-0,362
"aspect";-0,297;-0,44;-0,165;-1,034;5,396;7,709;0,704;-2,049;-2,527
"arnaque";-0,297;-0,44;4,451;5,36;-0,493;0,045;-0,479;0,105;-2,527
"appuyer";-0,297;-0,44;-0,165;11,737;-0,493;-2,244;-0,479;4,323;-2,527
"apprenti";-0,26;1,167;5,334;0,056;-0,431;1,797;-0,419;-0,161;-2,211
"anecdote";-0,297;-0,44;-0,165;0,009;-0,493;-0,414;0,704;0,105;0,8
"andré";80,36;-0,44;-0,165;-1,034;-0,493;0,045;-0,479;-0,307;-2,527
"al";-0,297;-0,44;-0,165;45,671;-0,493;-0,414;-0,479;-2,049;-2,527
"ahhhh";10,618;-0,44;-0,165;-1,034;0,657;-0,414;-0,479;1,444;-0,58
"agriculture";-0,297;6,342;-0,165;-1,034;-0,493;3,692;-0,479;-0,307;-0,58
"adultère";-0,186;-0,275;-0,103;0,361;50,373;-1,403;-0,299;-1,281;-1,579
"adresser";-0,297;-0,44;-0,165;20,581;-0,493;-2,244;-0,479;-0,307;0,004
"accessoire";-0,297;0,86;-0,165;1,451;0,657;0,045;0,704;-2,049;-0,58
"acceptable";-0,112;-0,165;-0,062;9,028;-0,185;0,229;-0,18;-0,768;-0,947
"absurdité";-0,26;1,167;-0,144;0,056;-0,431;1,797;-0,419;0,289;-2,211
"abandon";-0,297;32,488;-0,165;-1,034;-0,493;-0,414;-0,479;-2,049;0,8
"20ans";-0,297;-0,44;4,451;-1,034;-0,493;1,138;0,704;0,105;-0,58
"17h";-0,297;-0,44;-0,165;-1,034;-0,493;-0,414;0,704;14,703;-2,527
"évènement";-0,26;-0,385;-0,144;-0,905;0,922;10,038;0,979;-1,793;-2,211
"évier";188,31;-0,385;-0,144;-0,905;-0,431;-1,964;-0,419;-1,793;-2,211
"énoncé";-0,186;-0,275;-0,103;23,191;-0,308;-1,403;-0,299;0;-1,579
"émettre";-0,26;-0,385;-0,144;6,817;-0,431;5,082;-0,419;-1,793;-2,211
"électronique";-0,26;-0,385;-0,144;-0,905;-0,431;5,082;-0,419;0,289;-0,362
"écouteur";-0,223;-0,33;-0,123;-0,776;-0,37;-1,683;-0,359;23,433;-1,895
"ç";-0,223;1,594;-0,123;-0,776;1,296;2,769;-0,359;-0,051;-1,895
"â";-0,26;-0,385;-0,144;14,427;-0,431;-0,238;-0,419;-0,161;-0,362
"zizi";188,31;-0,385;-0,144;-0,905;-0,431;-1,964;-0,419;-1,793;-2,211
"york";-0,26;-0,385;24,989;-0,905;0,922;-1,964;-0,419;0,289;0,08
"www";2,32;-0,385;-0,144;0,056;-0,431;-0,238;0,979;-0,161;0,08
"what";-0,26;-0,385;-0,144;2,027;-0,431;-1,964;-0,419;11,237;-2,211
"wap";-0,26;-0,385;-0,144;-0,905;-0,431;-0,238;-0,419;18,408;-2,211
"vulgarité";-0,26;-0,385;-0,144;24,857;-0,431;-0,238;-0,419;-1,793;-0,362
