"";"*rts_a";"*rts_i"
"ver";8669;2443
"pro_per";11016;2881
"pro_dem";4195;1191
"nom";31893;10778
"nr";9564;3073
"con";5306;1576
"art_def";10294;2637
"aux";7749;2150
"pre";10728;3104
"adj_int";208;71
"adj";5847;1594
"pro_ind";1526;481
"adv_sup";7405;2189
"pro_rel";2149;667
"nom_sup";767;222
"adj_pos";1394;339
"ver_sup";2675;879
"adv";1034;346
"art_ind";3391;925
"num";1194;405
"ono";1549;511
"adj_dem";406;104
"adj_num";160;24
"adj_ind";345;120
"adj_sup";161;68
"pro_pos";20;7
