"";"banalfreq";"X.rts_a";"X.rts_i"
"ptdr";18;0,7192;-0,7192
"café";21;0,5739;-0,5739
"ridicule";19;-0,3599;0,3599
"vivement";18;-1,4794;1,4794
"collier";11;0,6008;-0,6008
"emji_tête_à_l";13;-0,228;0,228
"jpp";13;-0,4726;0,4726
"hop";15;0,2607;-0,2607
"tourner";11;0,6008;-0,6008
"collection";12;0,3305;-0,3305
"pleuvoir";11;-0,6499;0,6499
"ha";19;0,2492;-0,2492
"2023";12;0,6832;-0,6832
"terrible";10;-0,3952;0,3952
"toucher";10;-1,2717;1,2717
"image";12;-0,2734;0,2734
"e";35;-0,4042;0,4042
"complètement";20;-0,3137;0,3137
"oncle";14;0,8531;-0,8531
"luc";11;-0,3284;0,3284
"emji_verre_de_vin";11;1,226;-1,226
"2000";23;-0,8921;0,8921
"date";20;0,8652;-0,8652
"seulement";29;-1,0009;1,0009
"durant";11;0,6008;-0,6008
"emji_tas_de_crotte";41;-0,5018;0,5018
"rue";13;0,7673;-0,7673
"emji_bouton_coché";20;-0,3137;0,3137
"exemple";20;-0,3137;0,3137
"parfaire";28;-1,4491;1,4491
"haïr";12;1,3374;-1,3374
"tes";41;-1,206;1,206
"emji_visage_avec_un_léger_sourire";16;1,7833;-1,7833
"bouffe";11;1,226;-1,226
"nègre";14;1,5604;-1,5604
"emji_visage_sans_expression";11;1,226;-1,226
"tjrs";14;0,4502;-0,4502
"tete";10;1,1145;-1,1145
"finalement";15;0,2607;-0,2607
"dépendre";11;1,226;-1,226
"sujet";16;-0,8784;0,8784
"raciste";11;-0,3284;0,3284
"continuer";15;-1,4623;1,4623
"tit";38;0,6751;-0,6751
"jaune";13;0,3889;-0,3889
"apéro";17;-0,4733;0,4733
"midi";11;-0,3284;0,3284
"riche";14;-1,6428;1,6428
"sec";13;0,3889;-0,3889
"90";33;0,6775;-0,6775
"intérieur";14;-0,4039;0,4039
"quels";10;0,5206;-0,5206
"pâtisserie";13;0,7673;-0,7673
"pov";18;-0,4128;0,4128
"16";11;0,6008;-0,6008
"lidl";15;0,5141;-0,5141
"aldi";13;0,7673;-0,7673
"frérot";13;-1,8507;1,8507
"tel";12;0,3305;-0,3305
"epoque";24;1,1746;-1,1746
"coincer";11;0,6008;-0,6008
"emji_crâne";36;-1,3315;1,3315
"hors";10;0,5206;-0,5206
"bouffer";15;0,5141;-0,5141
"caca";27;0,2315;-0,2315
"déranger";10;-0,3952;0,3952
"capter";10;0,2237;-0,2237
"calme";11;-0,3284;0,3284
"créer";11;-0,6499;0,6499
"paix";11;-1,6698;1,6698
"gueule";44;-1,564;1,564
"accord";30;-0,2722;0,2722
"com";27;-0,3839;0,3839
"jusqu_au";13;-0,4726;0,4726
"expression";16;0,3065;-0,3065
"gâteau";11;1,226;-1,226
"traiter";12;-0,9479;0,9479
"frais";19;0,7914;-0,7914
"coller";12;-0,9479;0,9479
"printemps";29;0,7411;-0,7411
"ami";27;0,9593;-0,9593
"cher";39;-1,3788;1,3788
"fête";17;-0,7767;0,7767
"soir";48;-0,969;0,969
"cause";19;-0,6082;0,6082
"direct";16;0,3065;-0,3065
"lit";11;-0,3284;0,3284
"i";28;-0,7869;0,7869
"bro";12;-0,9479;0,9479
"lé";11;-1,6698;1,6698
"retourner";13;-0,8225;0,8225
"adolescence";16;0,3065;-0,3065
"nez";10;0,5206;-0,5206
"étonner";15;-0,9944;0,9944
"difficile";14;0,8531;-0,8531
"fan";21;-0,2732;0,2732
"etc";48;0,4838;-0,4838
"lait";11;0,2753;-0,2753
"sonner";21;0,9405;-0,9405
"rater";21;-1,0908;1,0908
"oser";16;-0,8784;0,8784
"façon";25;-0,4806;0,4806
"essayer";28;-1,4491;1,4491
"no";12;0,3305;-0,3305
"jeu";31;0,8607;-0,8607
"soeur";14;0,4502;-0,4502
"garçon";18;0,7192;-0,7192
"simple";25;-0,2905;0,2905
"emji_visage_fatigué";19;-0,6082;0,6082
"seum";12;0,3305;-0,3305
"mer";15;-1,4623;1,4623
"léman";30;0,5274;-0,5274
"soupe";21;1,4866;-1,4866
"content";25;-1,4092;1,4092
"francais";13;0,7673;-0,7673
"rose";10;0,2237;-0,2237
"bière";14;0,4502;-0,4502
"conseil";11;-1,6698;1,6698
"exceptionnel";11;0,6008;-0,6008
"dinguerie";10;-1,2717;1,2717
"cycle";13;0,3889;-0,3889
"balle";15;0,2607;-0,2607
"wow";13;-0,228;0,228
"gauchiste";13;-1,2809;1,2809
"dance";11;0,6008;-0,6008
"différent";18;1,2092;-1,2092
"marque";29;-0,3056;0,3056
"fond";20;0,2887;-0,2887
"pls";22;-1,8245;1,8245
"général";11;0,6008;-0,6008
"internet";10;0,2237;-0,2237
"migros";16;0,3065;-0,3065
"marrant";17;-0,253;0,253
"arabe";15;-0,9944;0,9944
"salade";21;1,4866;-1,4866
"aigri";17;0,3551;-0,3551
"vérité";17;-1,1654;1,1654
"télé";11;0,6008;-0,6008
"état";11;0,2753;-0,2753
"emji_singe_ne_rien_dire";10;-1,2717;1,2717
"poche";13;0,3889;-0,3889
"cravate";11;-0,6499;0,6499
"tiens";22;-1,8245;1,8245
"prénom";30;1,1714;-1,1714
"lundi";22;0,3751;-0,3751
"mort";43;-0,8061;0,8061
"génération";37;1,2504;-1,2504
"bras";14;-0,4039;0,4039
"emji_escargot";10;1,1145;-1,1145
"permettre";18;0,7192;-0,7192
"soleil";40;1,4598;-1,4598
"coco";12;-0,5536;0,5536
"choix";12;-0,2734;0,2734
"choisir";15;0,2607;-0,2607
"menu";10;-0,3952;0,3952
"paquet";13;-0,4726;0,4726
"affreux";10;-0,3952;0,3952
"new";10;-1,9208;1,9208
"lavabo";18;0,7192;-0,7192
"peau";14;0,8531;-0,8531
"lancer";12;-0,5536;0,5536
"ouvrir";20;0,5159;-0,5159
"tt";15;1,6718;-1,6718
"lécher";10;-1,2717;1,2717
"cool";15;-1,4623;1,4623
"star";12;0,6832;-0,6832
"plan";11;0,6008;-0,6008
"passage";25;0,8245;-0,8245
"interdire";10;-1,2717;1,2717
"juvénile";10;1,1145;-1,1145
"tiroir";13;-0,228;0,228
"éviter";20;-0,8355;0,8355
"dur";16;-1,3044;1,3044
"cours";29;0,7411;-0,7411
"clope";17;1,1185;-1,1185
"neuchâtelois";24;0,7593;-0,7593
"canada";12;1,3374;-1,3374
"zizi";13;0,7673;-0,7673
"emji_visage_qui_fond";12;0,3305;-0,3305
"différents";13;-0,228;0,228
"bois";30;-0,9185;0,9185
"emji_boisson_chaude";14;-0,7152;0,7152
"précis";11;0,2753;-0,2753
"mamie";11;1,226;-1,226
"goût";22;-0,6702;0,6702
"mme";13;0,7673;-0,7673
"habiller";22;-0,9864;0,9864
"caméra";11;0,2753;-0,2753
"emji_cornes_avec_les_doigts";13;-0,4726;0,4726
"visiblement";15;-0,3455;0,3455
"contraire";16;1,7833;-1,7833
"origine";15;0,5141;-0,5141
"suivre";11;-0,6499;0,6499
"prince";18;-0,6872;0,6872
"plateau";10;0,2237;-0,2237
"récré";17;1,1185;-1,1185
"autour";12;0,3305;-0,3305
"iphone";14;1,5604;-1,5604
"genou";18;0,7192;-0,7192
"indispensable";12;1,3374;-1,3374
"chaleur";45;1,0483;-1,0483
"moustique";10;0,2237;-0,2237
"tunisie";20;0,8652;-0,8652
"apparemment";16;-1,8225;1,8225
"deteste";10;0,5206;-0,5206
"découvrir";10;1,1145;-1,1145
"kiffe";10;-0,3952;0,3952
"douche";134;-0,844;0,844
"transpirer";12;0,3305;-0,3305
"bienvenue";13;-1,8507;1,8507
"également";18;0,7192;-0,7192
"frigo";11;0,2753;-0,2753
"sud";10;0,2237;-0,2237
"solution";12;-0,9479;0,9479
"cacher";11;-0,6499;0,6499
"dont";21;-0,2732;0,2732
"région";26;0,8912;-0,8912
"thé";22;-1,371;1,371
"totalement";10;-0,3952;0,3952
"horrible";13;0,3889;-0,3889
"25";19;0,2492;-0,2492
"train";21;-1,9909;1,9909
"mentir";11;0,2753;-0,2753
"wesh";25;1,8666;-1,8666
"insupportable";12;-0,9479;0,9479
"vallée";16;-0,8784;0,8784
"jupe";10;1,1145;-1,1145
"pitié";11;-0,3284;0,3284
"pantalon";30;0,5274;-0,5274
"chacun";15;0,5141;-0,5141
"manche";10;0,2237;-0,2237
"sûrement";21;-1,9909;1,9909
"savoie";12;0,6832;-0,6832
"dent";25;0,3119;-0,3119
"bcp";19;-0,3599;0,3599
"patois";19;0,7914;-0,7914
"intonation";12;1,3374;-1,3374
"bizarre";23;0,4216;-0,4216
"poitrine";16;1,7833;-1,7833
"fringue";13;1,4489;-1,4489
"certain";12;-0,5536;0,5536
"complet";10;-0,7653;0,7653
"exact";12;0,3305;-0,3305
"ptn";11;-1,0956;1,0956
"emji_mains_en_prière_peau_claire";13;-0,4726;0,4726
"ligne";11;-0,3284;0,3284
"sympathique";11;-0,6499;0,6499
"plaire";13;-0,228;0,228
"bus";10;-0,3952;0,3952
"vague";20;-0,5383;0,5383
"orthographe";16;-1,8225;1,8225
"dégueulasse";23;0,6957;-0,6957
"claque";16;0,5804;-0,5804
"mdrr";13;0,7673;-0,7673
"dead";10;-0,7653;0,7653
"second";14;0,4502;-0,4502
"pipi";16;0,3065;-0,3065
"dégoûtant";10;0,2237;-0,2237
"che";11;0,2753;-0,2753
"cest";26;-0,4297;0,4297
"maillot";11;0,2753;-0,2753
"surprise";11;-0,6499;0,6499
"alsacien";13;0,3889;-0,3889
"romand";16;1,0288;-1,0288
"retraite";11;-0,3284;0,3284
"neuchâtel";24;-0,5372;0,5372
"thérèse";15;1,6718;-1,6718
"jésus";17;1,1185;-1,1185
"casser";12;-0,5536;0,5536
"guerre";11;-1,0956;1,0956
"originel";11;0,6008;-0,6008
"000";18;-1,0423;1,0423
"malheureusement";15;-0,3455;0,3455
"bdg";12;1,3374;-1,3374
"deuxième";10;0,5206;-0,5206
"wallah";10;1,1145;-1,1145
"jambe";16;0,5804;-0,5804
"emji_croix";10;1,1145;-1,1145
"réveiller";10;0,5206;-0,5206
"tour";10;-0,3952;0,3952
"pomme";28;-0,3427;0,3427
"martin";11;-0,6499;0,6499
"ménage";11;-0,6499;0,6499
"tektonik";17;1,8948;-1,8948
"chaussure";30;-0,6527;0,6527
"cheville";15;0,9403;-0,9403
"coca";10;-0,7653;0,7653
"boîte";13;0,7673;-0,7673
"élastique";20;1,3933;-1,3933
"etais";19;-0,6082;0,6082
"emji_ciseaux";16;1,7833;-1,7833
"trois";11;0,2753;-0,2753
"nonante";10;1,1145;-1,1145
"8";17;-0,253;0,253
"nul";10;0,2237;-0,2237
"prix";18;-1,0423;1,0423
"cornichon";16;1,0288;-1,0288
"recevoir";17;-0,253;0,253
"biensur";11;-0,6499;0,6499
"franc";38;0,9564;-0,9564
"bouton";18;0,2122;-0,2122
"carte";23;0,4216;-0,4216
"collègue";12;1,3374;-1,3374
"napoléon";11;0,6008;-0,6008
"dynamique";19;0,7914;-0,7914
"disparaître";10;1,1145;-1,1145
"electro";11;1,226;-1,226
"certaine";10;-0,7653;0,7653
"hôtel";11;0,2753;-0,2753
"savon";20;-0,5383;0,5383
"jet";12;-1,4596;1,4596
"couvercle";10;1,1145;-1,1145
"essoreuse";10;1,1145;-1,1145
"utilité";13;-0,228;0,228
"vocabulaire";11;1,226;-1,226
"alsace";19;1,3008;-1,3008
"emji_billet_avec_des_ailes";11;-1,0956;1,0956
"crétin";25;1,8666;-1,8666
"éponge";16;1,0288;-1,0288
"moselle";15;1,6718;-1,6718
"débarbouillette";12;1,3374;-1,3374
"calosse";16;1,7833;-1,7833
"mouillemerde";16;1,7833;-1,7833
"obligatoire";13;0,3889;-0,3889
"lune";22;-1,371;1,371
"poule";10;0,5206;-0,5206
"rincer";13;0,3889;-0,3889
"bronzé";12;1,3374;-1,3374
"minet";14;1,5604;-1,5604
"penalty";11;-1,0956;1,0956
"panini";12;1,3374;-1,3374
"aquatique";13;1,4489;-1,4489
"pq";19;-0,3599;0,3599
"musulman";15;0,2607;-0,2607
"vêtement";12;0,3305;-0,3305
"fast_food";21;1,4866;-1,4866
"paninari";13;1,4489;-1,4489
"2cv";12;1,3374;-1,3374
"tunis";14;1,5604;-1,5604
"tunisien";16;1,7833;-1,7833
"chevignon";14;1,5604;-1,5604
"bourge";12;1,3374;-1,3374
"benet";10;1,1145;-1,1145
"bennett";12;1,3374;-1,3374
