"";"Valeurs propres";"Pourcentages";"Pourcentage cumules"
"facteur 1";0,419033094452334;13,7745149475863;13,7745149475863
"facteur 2";0,323768507400172;10,6429640135469;24,4174789611332
"facteur 3";0,266664513851888;8,76583348827002;33,1833124494033
"facteur 4";0,242250140699693;7,96328077257007;41,1465932219733
"facteur 5";0,224627742311585;7,38399480870948;48,5305880306828
"facteur 6";0,213350388062421;7,01328403017929;55,5438720608621
"facteur 7";0,20839930194538;6,85053122943666;62,3944032902988
"facteur 8";0,195990541054992;6,44262869231351;68,8370319826123
"facteur 9";0,162298540537674;5,33510050209635;74,1721324847086
"facteur 10";0,159201796528397;5,23330389650753;79,4054363812161
"facteur 11";0,145528868574336;4,78384548147079;84,1892818626869
"facteur 12";0,141933351200527;4,66565312753614;88,8549349902231
"facteur 13";0,1229763491576;4,04249588420909;92,8974308744322
"facteur 14";0,116614322950621;3,83336246194444;96,7307933363766
"facteur 15";0,0994521977634023;3,26920666362339;100
