"";"X";"V1"
"1";1;0
"2";2;16
"3";3;0
"4";4;3
"5";5;15
"6";6;3
"7";7;15
"8";8;4
"9";9;8
"10";10;1
"11";11;4
"12";12;10
"13";13;0
"14";14;0
"15";15;0
"16";16;0
"17";17;16
"18";18;5
"19";19;0
"20";20;6
"21";21;6
"22";22;15
"23";23;11
"24";24;15
"25";25;6
"26";26;6
"27";27;15
"28";28;15
"29";29;15
"30";30;15
"31";31;1
"32";32;1
"33";33;0
"34";34;4
"35";35;16
"36";36;4
"37";37;16
"38";38;14
"39";39;7
"40";40;7
"41";41;7
"42";42;7
"43";43;0
"44";44;4
"45";45;0
"46";46;0
"47";47;11
"48";48;12
"49";49;10
"50";50;1
"51";51;5
"52";52;11
"53";53;7
"54";54;14
"55";55;15
"56";56;4
"57";57;0
"58";58;2
"59";59;2
"60";60;8
"61";61;15
"62";62;15
"63";63;7
"64";64;15
"65";65;15
"66";66;8
"67";67;4
"68";68;7
"69";69;7
"70";70;11
"71";71;15
"72";72;5
"73";73;5
"74";74;5
"75";75;5
"76";76;14
"77";77;15
"78";78;15
"79";79;13
"80";80;0
"81";81;2
"82";82;2
"83";83;5
"84";84;2
"85";85;2
"86";86;2
"87";87;2
"88";88;6
"89";89;5
"90";90;6
"91";91;2
"92";92;4
"93";93;3
"94";94;4
"95";95;4
"96";96;5
"97";97;2
"98";98;5
"99";99;2
"100";100;13
"101";101;14
"102";102;7
"103";103;14
"104";104;14
"105";105;14
"106";106;14
"107";107;3
"108";108;14
"109";109;15
"110";110;0
"111";111;4
"112";112;16
"113";113;6
"114";114;6
"115";115;13
"116";116;11
"117";117;6
"118";118;6
"119";119;6
"120";120;5
"121";121;5
"122";122;5
"123";123;5
"124";124;5
"125";125;5
"126";126;10
"127";127;13
"128";128;13
"129";129;7
"130";130;13
"131";131;13
"132";132;13
"133";133;13
"134";134;13
"135";135;13
"136";136;0
"137";137;6
"138";138;6
"139";139;6
"140";140;9
"141";141;7
"142";142;6
"143";143;10
"144";144;3
"145";145;3
"146";146;3
"147";147;3
"148";148;16
"149";149;7
"150";150;7
"151";151;3
"152";152;15
"153";153;10
"154";154;6
"155";155;8
"156";156;8
"157";157;16
"158";158;14
"159";159;0
"160";160;7
"161";161;14
"162";162;4
"163";163;14
"164";164;14
"165";165;15
"166";166;2
"167";167;2
"168";168;11
"169";169;8
"170";170;2
"171";171;8
"172";172;8
"173";173;10
"174";174;7
"175";175;11
"176";176;2
"177";177;2
"178";178;8
"179";179;8
"180";180;1
"181";181;2
"182";182;2
"183";183;2
"184";184;0
"185";185;1
"186";186;1
"187";187;1
"188";188;8
"189";189;8
"190";190;12
"191";191;4
"192";192;13
"193";193;13
"194";194;13
"195";195;13
"196";196;13
"197";197;7
"198";198;7
"199";199;7
"200";200;7
"201";201;7
"202";202;7
"203";203;15
"204";204;2
"205";205;5
"206";206;2
