"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16"
"fondation";-1,393;-1,786;-0,149;-0,297;-0,469;-0,228;71,976;0,857;-1,019;0,039;0,593;-0,075;-1,044;-1,349;-0,464;-0,059
"finir";-1,266;0,186;-1,416;-0,196;-0,336;-1,551;0,024;0,084;-0,926;-0,782;-1,146;-0,031;43,437;7,539;-0,333;-1,226
"emploi";-1,266;-1,622;-1,416;78,346;-1,899;-0,142;-0,904;-0,277;-0,926;-0,782;-1,146;20,908;-0,949;-1,226;-1,893;-1,226
"emji_urne_électorale";-1,457;-1,867;-1,63;-1,908;-0,539;197,976;-1,04;-2,074;-1,066;-0,901;-1,319;2,104;-1,092;-1,411;-2,179;-1,411
"emji_globe_tourné_sur_l_afrique_et_l_europe";0,319;1,041;-0,188;-0,352;8,935;-0,276;9,621;2,573;-1,066;-0,901;-1,319;-1,457;-1,092;-1,411;-0,534;-1,411
"diminuer";-1,393;-0,274;136,52;-1,825;-0,469;-1,707;-0,995;0,022;-1,019;0,039;-0,031;-1,393;-1,044;-1,349;-2,084;-0,059
"croissant";-0,103;-1,867;0,168;6,551;-2,186;-0,276;-1,04;0,711;-1,066;-0,901;-1,319;10,383;-1,092;-1,411;5,071;-0,084
"consommation";-1,393;-1,786;0,226;1,137;-2,09;-1,707;-0,995;0,857;1,154;-0,861;54,702;-1,393;-1,044;-1,349;0,007;-0,059
"commission";-0,075;-1,786;-1,559;3,506;-0,469;28,359;-0,995;-0,397;0,001;-0,861;2,947;-1,393;-1,044;-0,059;-2,084;0,457
"climat";6,524;-1,704;-0,114;-1,742;6,165;0,177;-0,949;6,788;1,314;-0,822;-0,016;-0,051;-0,996;-1,287;-1,988;-1,287
"chat";-0,004;-1,459;106,163;-1,492;-1,709;-1,396;-0,813;-1,621;1,931;-0,704;-1,031;-0,004;-0,853;-1,103;0,144;-1,103
"bilan";-1,329;61,625;0,297;-0,245;-0,401;0,177;-0,949;-0,336;-0,973;-0,822;-0,016;-1,329;-0,996;-0,038;-1,988;-0,038
"bas";-0,075;-1,786;0,226;0,068;-2,09;-0,228;1,231;-1,983;0,001;0,039;2,947;0,398;-1,044;6,316;0,007;-0,059
"aérien";5,964;26,729;-1,559;1,137;-0,469;-1,707;-0,995;-1,983;-1,019;-0,861;2,947;-0,075;0;-1,349;-0,464;-1,349
"arme";-1,266;22,049;-1,416;-1,658;11,635;1,855;-0,904;-0,277;-0,926;-0,782;0,837;-1,266;-0,949;-1,226;-1,893;-0,021
"anex";-1,457;-1,867;-1,63;-1,908;-2,186;-1,785;-1,04;-2,074;-1,066;1,571;-1,319;-1,457;-1,092;-1,411;-2,179;312,648
"améliorer";2,361;-1,786;0,226;-0,297;-2,09;-1,707;-0,995;31,293;4,477;-0,861;-0,031;0,398;-1,044;-1,349;-0,464;-1,349
"adulte";-1,329;-1,704;16,601;-0,245;-1,995;-1,629;0,011;24,942;-0,973;-0,822;3,273;-0,051;-0,996;-1,287;-1,988;-0,038
"accepter";-1,393;3,674;-1,559;0,068;0,702;1,393;-0,995;-0,397;-1,019;0,039;0,593;11,208;-1,044;-1,349;-2,084;-0,059
"étape";-1,266;4,568;-1,416;-1,658;6,827;-1,551;-0,904;-1,802;-0,926;0,088;8,408;-1,266;1,41;-0,021;1,044;-1,226
"voiture";-0,031;0,186;0,382;-0,196;-0,336;-1,551;0,024;-1,802;0,017;-0,782;8,408;0,599;-0,949;3,178;0,05;-1,226
"tôt";6,524;4,096;10,19;-0,245;-0,401;-1,629;-0,949;-1,893;-0,973;-0,822;-1,203;-0,051;1,235;-0,038;-0,397;-0,038
"travailler";-1,329;-0,224;0,297;-0,245;-0,401;-0,183;5,108;-1,893;18,878;0,06;-0,016;-1,329;-0,996;-0,038;2,925;-1,287
"test";7,841;-1,541;-0,054;-1,575;0,087;-0,104;-0,859;-0,222;21,766;-0,743;-1,088;7,841;0,025;-1,164;-1,798;-1,164
"tension";-0,075;0,084;-1,559;-0,297;38,028;0,123;-0,995;-1,983;4,477;-0,861;0,593;-1,393;-1,044;-0,059;-2,084;-1,349
"salaire";-1,266;-1,622;5,886;21,407;-0,336;-1,551;-0,904;-0,277;-0,926;0,088;-0,006;7,146;-0,949;-1,226;-1,893;-0,021
"régional";2,361;-0,274;-1,559;12,138;-0,469;-1,707;0,003;-1,983;0,001;-0,861;-0,031;5,964;-1,044;0,457;0,007;-1,349
"réforme";-1,266;-1,622;-1,416;0,162;3,293;4,979;0,024;0,084;-0,926;0,088;0,837;2,971;-0,949;-1,226;-1,893;-0,021
"refuser";-1,266;0,186;-1,416;-1,658;0,048;9,614;0,024;-0,277;-0,926;-0,782;3,637;7,146;-0,949;-1,226;-1,893;0,671
"rapporter";-1,393;18,981;-1,559;12,138;0,006;-1,707;-0,995;-0,397;0,001;-0,861;-1,261;0,398;-1,044;-0,059;0,007;-1,349
"qualifié";-1,393;7,454;-1,559;-1,825;0,006;-0,228;-0,995;-1,983;-1,019;-0,861;2,947;5,964;1,081;0,457;-0,464;0,457
"podium";-1,266;-1,622;-1,416;-0,196;-1,899;-1,551;-0,904;-0,277;-0,926;-0,782;-1,146;-1,266;341,433;-1,226;-1,893;-1,226
"plateforme";0,873;-1,459;-1,274;0,313;8,403;-1,396;-0,813;-1,621;-0,833;-0,704;4,505;-0,004;-0,853;-0,001;4,261;-1,103
"obligatoire";-0,075;-1,786;4,841;3,506;-2,09;-0,228;-0,995;-0,397;-1,019;-0,861;-0,031;36,781;-1,044;-1,349;-2,084;0,457
"motion";-1,393;-1,786;-1,559;-1,825;-2,09;28,359;-0,995;-0,397;-1,019;-0,861;7,093;36,781;-1,044;-1,349;-2,084;-0,059
"menace";-1,266;4,568;-1,416;-1,658;1,033;-0,142;0,024;7,489;-0,926;-0,782;0,837;2,971;-0,949;-1,226;-0,333;-1,226
"manière";0,599;-1,622;-0,082;-0,196;1,033;-1,551;0,024;-0,277;11,61;-0,782;3,637;-0,031;0,011;-1,226;0,05;-1,226
"maintenir";0,491;-0,224;-1,488;37,238;0,021;-0,183;0,011;-1,893;0,006;-0,822;-0,016;-0,051;-0,996;-1,287;-1,988;0,556
"limiter";-0,051;-0,224;2,038;7,86;0,021;-0,183;-0,949;1,026;1,314;-0,822;-0,016;-0,051;-0,996;-1,287;-0,397;-1,287
"kilomètre";-0,004;5,696;-1,274;-1,492;-1,709;-0,07;-0,813;-0,171;0,057;0,164;-1,031;24,376;0,046;-0,001;-0,214;-1,103
"justifier";-1,393;3,674;-1,559;1,137;29,219;0,123;-0,995;-1,983;-1,019;0,039;0,593;-1,393;-1,044;-1,349;-0,464;-1,349
"garantir";-1,393;-1,786;0,226;0,068;-2,09;-0,228;0,003;0,022;1,154;0,039;2,947;18,092;-1,044;-1,349;-2,084;0,457
"financer";-1,329;-0,224;-0,114;1,332;23,234;-0,183;0,011;-0,336;-0,973;-0,822;0,706;2,649;-0,996;-1,287;-1,988;-1,287
"explorer";-1,202;-1,541;-0,054;-0,151;-1,804;-1,473;0,043;-0,222;0,033;-0,743;-1,088;-0,015;0,025;-1,164;72,219;-1,164
"entrer";0,491;1,42;-0,114;19,829;-1,995;-0,183;-0,949;-0,336;4,895;-0,822;-1,203;-0,051;-0,996;0,556;-1,988;-1,287
"décès";-0,075;7,454;1,79;-0,297;-2,09;-1,707;1,231;16,305;-1,019;0,039;-1,261;-0,075;-1,044;-1,349;-0,464;-1,349
"date";-1,393;-0,274;-1,559;3,506;0,702;-0,228;0,003;-1,983;-1,019;-0,861;-1,261;11,208;0;0,457;0,007;0,457
"corps";-0,051;0,129;-0,114;-1,742;-0,401;0,177;5,108;3,273;0,006;-0,822;-0,016;0,491;0,003;-1,287;0,023;-1,287
"conserver";-0,075;-1,786;-0,149;0,068;0,006;8,056;1,231;0,022;0,001;-0,861;-0,031;0,398;-1,044;-1,349;-0,464;0,457
"argent";-1,139;-1,459;-1,274;0,313;4,234;-1,396;2,035;1,705;0,057;-0,704;-1,031;-1,139;0,046;-1,103;8,447;-1,103
"allemagne";12,118;-1,704;-0,114;1,332;-0,401;-1,629;-0,949;0,047;-0,973;-0,822;-0,016;0,491;-0,996;12,717;-1,988;-0,038
"aider";-1,393;-0,274;4,841;-1,825;-0,469;-1,707;-0,995;6,16;1,154;-0,861;13,031;-1,393;-1,044;0,457;-0,464;-0,059
"élève";-1,266;-1,622;11,089;8,625;-1,899;-1,551;-0,904;-0,277;-0,926;-0,782;-1,146;41,883;-0,949;-1,226;-1,893;-0,021
"véritable";-1,139;-1,459;-0,031;0,313;4,234;-1,396;2,035;0,199;0,057;-0,704;0,001;-0,004;-0,853;0,961;0,144;-1,103
"vendre";-1,139;-1,459;-1,274;5,477;-1,709;-1,396;-0,813;1,705;-0,833;-0,704;10,039;-0,004;-0,853;0,961;4,261;-1,103
"ukrainien";-0,015;23,837;-1,345;-1,575;58,738;-1,473;-0,859;-1,712;-0,88;-0,743;-1,088;-1,202;-0,901;-1,164;-1,798;-1,164
"trezzini";-1,329;-0,224;-1,488;-0,245;-1,995;-0,183;-0,949;-1,893;-0,973;36,076;-1,203;-0,051;-0,996;-1,287;-1,988;84,765
"spécial";7,146;22,049;-1,416;-1,658;-1,899;-1,551;-0,904;-0,277;-0,926;0,088;15,149;-1,266;1,41;-1,226;-1,893;-1,226
"russe";-1,202;43,982;-1,345;0,229;19,261;-1,473;0,043;-1,712;-0,88;-0,743;-1,088;-1,202;-0,901;-1,164;-1,798;-1,164
"rejeter";-1,202;0,258;-1,345;-0,151;0,087;10,528;-0,859;-1,712;-0,88;0,122;-0,001;14,245;-0,901;-1,164;-0,271;-0,008
"procès";-0,568;-0,728;-0,636;-0,744;14,667;9,287;1,015;-0,809;-0,416;-0,351;-0,514;-0,568;-0,426;-0,55;0,072;-0,55
"peine";0,003;-0,035;-1,132;-1,325;0,305;-1,24;2,62;-1,44;0,13;-0,625;1,591;10,49;2,385;0,008;-1,513;-0,98
"observer";-0,031;-0,177;11,089;-0,196;-0,336;-1,551;-0,904;-0,277;44,683;-0,782;-1,146;0,599;-0,949;-1,226;-0,333;-1,226
"langue";-1,075;-1,378;-0,014;-1,408;-1,613;-0,042;7,381;0,283;2,196;-0,665;0,008;1,045;-0,806;-1,041;1,773;1,142
"klaunzer";-1,266;-1,622;-1,416;-1,658;-1,899;-1,551;-0,904;-1,802;-0,926;0,088;-1,146;-0,031;-0,949;-1,226;-1,893;263,44
"intérêt";-1,266;-1,622;-1,416;-1,658;1,033;-0,142;0,024;19,081;0,017;0,088;8,408;-1,266;-0,949;-1,226;-0,333;-0,021
"interroger";-1,266;0,186;-1,416;8,625;0,048;4,979;-0,904;3,689;0,017;-0,782;-0,006;-1,266;-0,949;-0,021;-1,893;-1,226
"interdiction";-0,015;-0,134;-1,345;-1,575;-1,804;10,528;-0,859;0,134;0,033;-0,743;9,178;14,245;-0,901;-1,164;-1,798;-1,164
"insister";-1,329;1,42;2,038;-1,742;-1,995;-1,629;-0,949;43,385;-0,973;6,502;-1,203;-1,329;-0,996;-1,287;-0,397;-0,038
"ices";0,726;-1,541;-0,054;15,568;0,087;0,324;-0,859;-1,712;0,033;-0,743;-0,001;-0,015;-0,901;-0,008;-0,271;-0,008
"ia";-0,821;-1,053;-0,919;-1,076;-0,015;-1,007;-0,587;-1,169;-0,601;-0,508;0,135;0,073;-0,615;-0,795;77,379;-0,795
"gros";-1,266;-1,622;-0,082;-1,658;-1,899;-1,551;-0,904;-1,802;11,61;-0,782;-0,006;-0,031;11,214;3,178;11,694;-1,226
"gillieron";-1,329;-1,704;-1,488;-0,245;-1,995;-1,629;-0,949;-0,336;-0,973;0,06;-0,016;-1,329;-0,996;-1,287;-1,988;220,45
"former";-1,266;-0,177;-1,416;-0,196;0,048;43,264;0,024;0,084;0,017;0,088;-1,146;-1,266;-0,949;-1,226;0,05;-1,226
"flauraud";-1,329;-1,704;-0,114;-1,742;-1,995;-1,629;-0,949;-1,893;-0,973;6,502;-1,203;-1,329;-0,996;-1,287;-1,988;220,45
"faux";-1,202;-1,541;-0,054;4,893;-0,275;-0,104;0,043;-0,222;1,699;0,122;-0,001;0,726;1,608;-1,164;0,089;-1,164
"exceptionnel";3,744;-1,459;2,991;-0,11;13,987;-1,396;-0,813;-0,171;0,057;-0,704;-1,031;-0,004;-0,853;-0,001;-0,214;-1,103
"envato";-1,012;-1,297;-1,132;0,543;-1,518;-0,02;-0,723;-0,083;16,181;-0,625;-0,916;-1,012;-0,758;-0,98;-0,114;42,835
"engagement";-0,051;4,096;5,335;-1,742;6,165;-0,183;-0,949;-1,893;-0,973;0,06;-1,203;-1,329;-0,996;-1,287;6,202;-1,287
"dérouler";-0,031;0,186;-1,416;-1,658;-0,336;9,614;0,024;-0,277;-0,926;-0,782;-1,146;-1,266;1,41;-0,021;11,694;-1,226
"décéder";-0,051;-0,224;-1,488;-1,742;0,021;1,61;96,177;-1,893;-0,973;-0,822;-1,203;-1,329;-0,996;-1,287;2,925;-1,287
"décrire";-0,031;1,65;-0,082;-1,658;0,048;-1,551;1,584;1,221;-0,926;-0,782;-0,006;-1,266;-0,949;-1,226;17,799;-1,226
"double";-1,202;-0,134;-1,345;0,229;-1,804;-1,473;-0,859;4,159;1,699;-0,743;-1,088;7,841;12,147;-0,008;-0,271;-1,164
"dizaine";0,491;20,438;0,297;-1,742;-1,995;0,177;1,397;0,047;-0,973;-0,822;-1,203;-1,329;0,003;-0,038;-0,397;-0,038
"disparaître";-1,075;0,456;-1,203;-0,073;1,759;-1,318;-0,768;10,147;2,196;-0,665;1,359;0;-0,806;-1,041;-0,161;-1,041
"discours";-1,202;-1,541;-1,345;-1,575;19,261;2,135;0,043;0,134;0,033;0,122;-1,088;-0,015;-0,901;-0,008;-0,271;-0,008
"culture";-1,139;-1,459;-1,274;-0,11;-0,217;-1,396;91,679;1,705;-0,833;-0,704;-1,031;-0,004;-0,853;-1,103;0,144;-0,001
"couleur";0;-1,378;0,746;-1,408;-0,164;-1,318;0,103;-1,531;-0,787;0,216;-0,973;0;-0,806;1,142;32,089;-1,041
"comité";-1,266;1,65;-1,416;-1,658;1,033;0,243;12,025;-1,802;0,017;-0,782;8,408;0,599;-0,949;-1,226;-1,893;-0,021
"cinéma";-1,202;-1,541;-1,345;-1,575;-1,804;0,324;-0,859;-1,712;-0,88;-0,743;-1,088;-1,202;0,025;-0,008;120,076;-1,164
"chercher";-1,266;-0,177;2,316;-0,196;-1,899;-1,551;0,024;19,081;0,017;2,179;-1,146;-1,266;1,41;-1,226;0,05;-1,226
"changer";32,747;-1,541;-0,054;-0,151;-1,804;-1,473;1,795;4,159;1,699;-0,743;-1,088;-0,015;0,025;-1,164;-1,798;-1,164
"capitale";0,726;9,814;-1,345;0,229;0,087;-0,104;13,004;-0,222;-0,88;-0,743;-1,088;-1,202;0,025;-1,164;-0,271;-1,164
"capacité";2,971;-0,177;-0,082;-0,196;-0,336;-1,551;1,584;-0,277;0,017;-0,782;3,637;0,599;-0,949;-1,226;-1,893;7,539
"blessé";-0,031;65,718;0,382;-1,658;-0,336;-1,551;-0,904;-0,277;-0,926;0,088;-1,146;-0,031;-0,949;-0,021;-1,893;-0,021
"avenir";-1,139;-1,459;-0,031;-1,492;-0,217;0,423;0,069;-1,621;-0,833;0,164;27,671;15,496;-0,853;-1,103;-0,214;-1,103
"étudiant";-0,948;-1,215;0;0,698;-0,074;0,861;-0,677;0,52;0,183;-0,586;-0,858;5,353;0,163;-0,918;-0,072;0,024
"trajet";86,871;-1,622;-1,416;0,162;-1,899;-1,551;-0,904;-1,802;-0,926;0,088;0,837;-0,031;-0,949;-0,021;-1,893;0,671
"traiter";-1,266;-1,622;0,382;-0,196;-1,899;0,243;-0,904;71,356;-0,926;-0,782;-1,146;-0,031;-0,949;-1,226;-1,893;0,671
"tradition";0,073;-1,053;0,026;-1,076;-1,232;-1,007;55,465;-1,169;-0,601;-0,508;-0,743;0,073;-0,615;-0,795;8,143;-0,795
"taux";-1,139;-1,459;-1,274;-0,11;0,141;0,423;-0,813;-0,171;68,84;0,164;0,001;0,873;-0,853;-1,103;-1,703;-1,103
"supprimer";24,376;-1,459;-1,274;16,983;0,141;-0,07;-0,813;-0,171;-0,833;-0,704;0,001;-0,004;-0,853;-1,103;-1,703;-1,103
"réaction";-1,202;0,258;-0,054;-0,151;0,087;5,536;-0,859;0,134;5,876;-0,743;-0,001;0,726;-0,901;-0,008;-1,798;-1,164
"russie";-0,031;14,767;-1,416;-1,658;80,973;-1,551;-0,904;-1,802;-0,926;-0,782;-1,146;-1,266;-0,949;-1,226;-1,893;-1,226
"rue";-1,202;-0,134;-1,345;-1,575;19,261;5,536;1,795;-0,222;-0,88;-0,743;-0,001;-0,015;-0,901;-1,164;-1,798;0,805
"rices";0,726;-1,541;-0,054;4,893;-1,804;0,324;0,043;1,446;-0,88;0,122;-0,001;-0,015;-0,901;-1,164;0,089;-0,008
"retraite";-1,202;-1,541;0,483;9,479;0,087;-1,473;-0,859;0,134;-0,88;-0,743;-1,088;-1,202;32,517;-1,164;0,089;-1,164
"remettre";-1,202;-0,134;-0,054;-1,575;-1,804;0,324;1,795;20,702;-0,88;-0,743;-0,001;0,726;-0,901;0,805;-0,271;-1,164
"relever";-0,015;-1,541;-0,054;-1,575;-1,804;0,324;1,795;0,134;0,033;0,122;37,015;-1,202;-0,901;-1,164;0,089;-1,164
"recommander";-0,031;-1,622;2,316;-0,196;-1,899;-1,551;-0,904;58,239;5,359;-0,782;-1,146;-0,031;-0,949;-1,226;-1,893;-1,226
"rapide";-1,202;5,098;-0,054;-1,575;-1,804;-1,473;-0,859;8,272;1,699;-0,743;-1,088;14,245;-0,901;-1,164;-0,271;-0,008
"qualité";-1,139;-1,459;-0,031;-0,11;-0,217;-1,396;2,035;31,41;-0,833;0,164;0,001;-0,004;-0,853;-1,103;-1,703;0,961
"qualifier";-1,202;9,814;-0,054;-1,575;7,568;-1,473;-0,859;-1,712;-0,88;-0,743;-0,001;-1,202;0,025;23,52;-1,798;-1,164
"prévention";-1,266;-0,177;48,249;1,555;-1,899;-0,142;-0,904;-1,802;-0,926;0,088;-1,146;-0,031;-0,949;-0,021;-0,333;0,671
"programme";-1,202;-1,541;0,483;0,229;3,734;-1,473;13,004;1,446;1,699;-0,743;-1,088;-1,202;0,025;-0,008;-1,798;-1,164
"preuve";-0,004;-0,096;0,603;-1,492;-0,217;-0,07;-0,813;1,705;0,057;-0,704;17,761;-1,139;0,046;-1,103;-0,214;-0,001
"pilote";-1,139;-0,096;-0,031;-1,492;-0,217;-1,396;-0,813;4,69;0,057;0,164;1,159;3,744;-0,853;-1,103;4,261;-1,103
"perte";-1,266;-1,622;17,927;8,625;0,048;-0,142;-0,904;-0,277;5,359;0,088;-0,006;-1,266;-0,949;-1,226;-1,893;-1,226
"patrimoine";-1,075;-1,378;-0,014;2,438;-1,613;-1,318;98,065;-0,124;-0,787;0,216;-0,973;0;-0,806;-1,041;-1,608;0,001
"patient";-1,202;-0,134;-1,345;-0,151;-1,804;-0,104;-0,859;20,702;21,766;0,122;-1,088;-0,015;-0,901;-1,164;-1,798;0,805
"passage";7,841;0,258;-0,054;-0,151;1,24;-1,473;1,795;-1,712;-0,88;-0,743;-0,001;-1,202;1,608;-1,164;1,252;-1,164
"parent";-1,202;-0,134;19,4;-1,575;-0,275;-0,104;-0,859;-1,712;-0,88;-0,743;-1,088;32,747;-0,901;-1,164;1,252;-1,164
"message";-0,948;-0,014;-1,061;-1,242;-0,074;-1,162;2,981;0,52;2,85;-0,586;-0,858;0,015;-0,711;1,6;0,427;1,6
"mandat";-0,948;-1,215;-1,061;-0,019;2,467;35,325;-0,677;0,52;-0,694;-0,586;-0,858;0,015;-0,711;0,024;-1,418;-0,918
"main";-0,948;8,031;0;-0,019;0,422;0,861;18,283;-0,049;-0,694;-0,586;-0,858;-0,948;-0,711;-0,918;-1,418;-0,918
"légende";0,003;-1,297;-1,132;-1,325;-1,518;-1,24;16,708;-1,44;-0,74;-0,625;-0,916;-1,012;15,679;10,994;2,101;-0,98
"intérieur";1,045;0,456;-1,203;-1,408;0,212;2,821;-0,768;-1,531;7,11;-0,665;11,009;-1,075;-0,806;-1,041;-0,161;-1,041
"individu";1,045;2,56;-1,203;-0,073;0,212;-1,318;0,103;2,006;2,196;-0,665;0,008;0;-0,806;-1,041;-0,161;-1,041
"gian";-1,075;-1,378;-1,203;-1,408;-1,613;-0,042;-0,768;-1,531;-0,787;-0,665;-0,973;-1,075;-0,806;-1,041;-1,608;246,159
"fifa";-1,075;-1,378;-1,203;-0,073;4,803;-1,318;-0,768;-1,531;-0,787;-0,665;-0,973;-1,075;-0,806;132,526;-1,608;-1,041
"ferroviaire";182,673;-1,541;-1,345;-0,151;-1,804;-1,473;-0,859;-1,712;-0,88;-0,743;-0,001;0,726;-0,901;-1,164;-1,798;-1,164
"ensemble";0;-0,062;-1,203;0,417;-1,613;6,875;0,103;0,283;2,196;-0,665;0,008;1,045;-0,806;0,001;-1,608;-1,041
"emji_sac_plein_d_argent";-1,202;-1,541;-1,345;15,568;0,087;-0,104;-0,859;-1,712;-0,88;-0,743;9,178;3,334;-0,901;-0,008;0,089;-1,164
"ehrenzeller";-1,075;-1,378;-1,203;-1,408;-1,613;-0,042;-0,768;-1,531;-0,787;-0,665;-0,973;-1,075;-0,806;-1,041;-1,608;246,159
"dévoiler";0,015;-1,215;0;-0,019;0,422;-0,006;0,204;-1,35;-0,694;-0,586;0,048;-0,948;0,163;1,6;6,242;-0,918
"démocrate";-1,202;-1,541;-1,345;-1,575;179,451;-0,104;-0,859;-1,712;-0,88;-0,743;-1,088;-1,202;-0,901;-1,164;-1,798;-1,164
"décennie";-0,004;-0,096;-0,031;-1,492;-0,217;-0,07;0,069;-0,171;6,456;0,164;1,159;0,873;-0,853;-1,103;0,144;-0,001
"direction";32,747;-1,541;-1,345;0,229;-1,804;-1,473;-0,859;-1,712;1,699;-0,743;-0,001;-0,015;0,025;-1,164;3,759;-0,008
"différence";-1,075;-1,378;22,89;-0,073;-1,613;-1,318;-0,768;5,294;7,11;-0,665;-0,973;0;-0,806;0,001;-1,608;0,001
"della";-1,202;-0,134;-1,345;-1,575;-1,804;-1,473;-0,859;-1,712;-0,88;-0,743;-1,088;-1,202;-0,901;-1,164;-1,798;279,129
"compétition";-1,139;-1,459;-1,274;-0,11;-0,217;-1,396;-0,813;-1,621;-0,833;-0,704;0,001;-0,004;22,756;9,062;8,447;-1,103
"centaine";-1,139;47,333;2,991;0,313;0,141;-1,396;-0,813;-1,621;-0,833;-0,704;0,001;-1,139;-0,853;-1,103;-0,214;-1,103
"bénéficier";-1,202;-1,541;-1,345;15,568;0,087;2,135;-0,859;0,134;-0,88;-0,743;0,986;-0,015;-0,901;-0,008;0,089;-1,164
"blessure";-1,202;0,258;-1,345;-1,575;-1,804;-1,473;-0,859;13,787;-0,88;-0,743;0,986;-0,015;46,389;-0,008;-1,798;-1,164
"baser";-1,266;1,65;-1,416;8,625;-1,899;-0,142;-0,904;26,874;1,494;-0,782;-1,146;-1,266;-0,949;-1,226;-1,893;-0,021
"accusation";-1,202;1,913;-1,345;-1,575;58,738;5,536;-0,859;-0,222;-0,88;-0,743;-1,088;-1,202;-0,901;-1,164;-1,798;-1,164
"accompagner";-1,202;-1,541;-1,345;4,893;-1,804;-1,473;-0,859;4,159;-0,88;-0,743;9,178;0,726;-0,901;-0,008;3,759;-1,164
"électronique";-0,948;-1,215;-1,061;0,698;-0,074;-0,006;-0,677;0,52;-0,694;-0,586;0,048;31,372;-0,711;-0,918;-0,072;0,024
"utilisation";-1,202;-0,134;-1,345;-1,575;-1,804;0,324;-0,859;1,446;0,033;-0,743;37,015;3,334;-0,901;-1,164;-0,271;-0,008
"témoigner";-1,202;-1,541;6,501;0,229;-1,804;-0,104;6,115;8,272;-0,88;-0,743;-1,088;-0,015;-0,901;-0,008;0,089;-1,164
"troisième";-1,075;-1,378;0,746;0,417;-1,613;0,543;-0,768;-0,124;-0,787;-0,665;-0,973;0;24,61;1,142;0,216;-1,041
"tempête";92,268;-0,035;-1,132;-1,325;-1,518;-1,24;0,148;-0,083;0,13;-0,625;-0,916;-1,012;-0,758;1,353;-1,513;-0,98
"structure";-1,075;-0,062;-1,203;-1,408;-1,613;-1,318;7,381;2,006;-0,787;-0,665;1,359;9,495;-0,806;-1,041;1,773;0,001
"seconde";-0,948;-1,215;-1,061;-1,242;-1,423;-1,162;-0,677;-0,049;-0,694;-0,586;-0,858;0,015;199,419;0,024;-1,418;-0,918
"sauvage";-1,202;-1,541;81,75;-1,575;-1,804;-1,473;-0,859;-0,222;-0,88;0,122;-1,088;0,726;0,025;-1,164;1,252;-1,164
"retard";44,845;-1,541;-0,054;-0,151;-1,804;-0,104;-0,859;-0,222;-0,88;0,122;-1,088;-0,015;21,103;-1,164;-1,798;-1,164
"rare";0,003;-1,297;3,868;-1,325;-0,116;-1,24;2,62;-1,44;16,181;-0,625;-0,916;-1,012;-0,758;1,353;0,309;0,008
"prévenir";-1,075;2,56;0,746;-1,408;4,803;2,821;-0,768;2,006;-0,787;0,216;-0,973;0;-0,806;-1,041;-1,608;-1,041
"plateformes";3,744;-1,459;-1,274;2,102;-0,217;-1,396;-0,813;-1,621;0,057;-0,704;1,159;-0,004;-0,853;-1,103;14,053;-0,001
"placer";0,073;-1,053;21,557;-1,076;-0,015;0,005;-0,587;0,885;-0,601;-0,508;-0,743;-0,821;0,308;0,091;-0,014;-0,795
"pierre";-1,202;-0,134;12,091;-0,151;-1,804;0,324;-0,859;-1,712;0,033;-0,743;-1,088;3,334;-0,901;-1,164;-0,271;14,912
"philippe";-0,948;-1,215;-1,061;-1,242;-1,423;-0,006;-0,677;-1,35;-0,694;-0,586;1,861;11,624;-0,711;-0,918;6,242;12,166
"performance";-1,012;-1,297;-0,003;-1,325;-1,518;-1,24;-0,723;-1,44;7,85;-0,625;0,023;-1,012;7,574;1,353;17,047;-0,98
"participant";-0,015;0,258;0,483;-0,151;-1,804;-1,473;-0,859;-0,222;0,033;-0,743;-0,001;7,841;1,608;-0,008;0,089;-0,008
"organisateur";-0,004;-0,096;-1,274;-1,492;-0,217;2,455;2,035;-1,621;0,057;-0,704;-1,031;-0,004;-0,853;-0,001;14,053;-0,001
"opposer";-1,202;0,258;-1,345;0,229;7,568;10,528;-0,859;-0,222;-0,88;0,122;-1,088;3,334;-0,901;-1,164;-1,798;-1,164
"oiseau";-1,012;-1,297;64,45;-0,043;-1,518;-1,24;-0,723;-0,083;7,85;-0,625;-0,916;0,003;-0,758;-0,98;-0,114;-0,98
"noir";-1,012;-1,297;0,915;-1,325;2,085;-1,24;-0,723;0,388;-0,74;-0,625;5,619;0,003;-0,758;0,008;5,488;-0,98
"nes";0,003;55,32;-1,132;-0,043;-1,518;-0,02;-0,723;-1,44;-0,74;-0,625;-0,916;4,742;-0,758;-0,98;-0,114;-0,98
"marco";-0,948;-1,215;1,116;-1,242;-0,074;-1,162;-0,677;-1,35;-0,694;-0,586;-0,858;-0,948;165,754;0,024;-1,418;-0,918
"liaison";194,422;-1,459;-1,274;0,313;-1,709;-1,396;-0,813;-1,621;-0,833;-0,704;-1,031;-1,139;-0,853;-1,103;-1,703;-0,001
"investissement";-1,139;-1,459;-1,274;46,135;-0,217;-0,07;2,035;-0,171;-0,833;0,164;1,159;-1,139;-0,853;-1,103;-0,214;-1,103
"inquiéter";-1,139;0,347;-0,031;5,477;0,141;-0,07;-0,813;0,199;-0,833;0,164;1,159;-0,004;0,046;-1,103;-1,703;-0,001
