*rts_i;234;295;260;301;341;283;170;325;174;148;213;234;178;227;340;227
*i_1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
*postLikes_12200;0;0;0;0;0;0;3;2;1;0;0;0;0;0;1;0
*postComments_90;0;0;0;0;2;1;0;3;0;0;0;0;0;0;1;0
*postReposts_86;3;0;0;0;1;1;0;0;0;2;0;0;0;0;0;0
*postDate_1-1-2026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
*lang_fr;234;295;260;301;341;283;170;325;174;148;213;234;178;227;340;227
-*rts_i_description;234;295;260;301;341;283;170;325;174;148;213;234;178;227;340;227
*i_0999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
*postLikes_8600;2;2;0;2;1;0;0;1;0;2;2;2;0;0;0;1
*postComments_65;0;3;0;0;0;0;0;1;1;1;1;0;0;0;1;3
*postReposts_41;1;0;2;2;3;3;2;1;2;0;1;0;0;0;1;4
*i_0998;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0
*postLikes_11000;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0
*postComments_52;1;1;3;1;1;3;1;2;0;2;3;2;0;0;3;0
*postReposts_62;0;0;2;0;0;1;1;3;1;0;1;0;0;0;2;0
*postDate_31-12-2025;3;0;2;3;1;4;0;1;0;1;1;0;0;0;8;2
*i_0997;1;0;0;2;0;0;0;1;0;1;0;0;0;0;0;0
*postLikes_2400;4;4;4;8;10;4;5;6;1;2;0;3;4;3;7;2
*postComments_15;7;8;4;3;1;5;3;6;2;5;2;3;5;13;9;3
*postReposts_6;4;6;5;19;11;12;3;20;14;3;5;11;10;11;7;7
*i_0996;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
*postLikes_2300;3;2;1;8;1;5;3;2;6;0;1;3;0;0;5;3
*postComments_13;3;5;6;2;0;0;10;3;2;0;2;4;8;4;3;4
*postReposts_4;5;5;9;10;14;14;2;11;7;6;7;7;10;10;16;7
*i_0995;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
*postLikes_3100;4;11;13;13;12;11;11;5;2;4;7;0;5;5;13;7
*postComments_47;3;4;0;1;3;3;0;2;2;0;1;0;0;0;6;1
*postReposts_11;7;4;10;8;10;9;14;9;4;4;2;3;1;9;13;5
*i_0994;0;0;0;0;0;4;0;0;0;0;1;0;0;0;2;0
*postLikes_15400;0;0;0;0;0;4;0;0;0;0;1;0;0;0;2;0
*postComments_228;0;0;0;0;0;4;0;0;1;0;2;1;0;0;2;1
*postReposts_42;7;0;0;3;0;6;0;3;4;0;3;2;4;1;3;1
*i_0993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
*postLikes_3200;0;0;3;5;1;15;0;5;1;0;1;4;4;1;5;3
*postComments_39;5;0;0;2;7;3;1;2;0;4;1;2;1;2;4;0
*postReposts_5;5;2;10;9;18;8;6;3;3;4;6;7;12;8;17;6
*i_0992;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
*postLikes_9800;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
*postComments_59;2;0;0;0;0;5;0;2;0;0;0;0;0;0;1;1
*postReposts_35;2;0;4;0;1;0;1;1;1;1;0;1;0;0;5;0
*i_0991;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
*postLikes_5100;5;1;3;11;2;5;1;3;0;4;0;3;0;2;0;6
*postComments_97;0;1;0;1;2;4;0;2;0;1;0;0;0;0;0;2
*i_0990;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
*postLikes_7600;4;3;0;1;2;2;0;1;1;0;2;2;3;0;1;3
*postComments_195;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2
*postReposts_92;1;0;2;1;2;1;0;0;0;0;0;0;0;0;0;2
*postDate_30-12-2025;1;2;0;4;1;0;8;2;0;1;3;1;0;2;6;1
*i_0989;0;0;0;0;0;0;4;0;0;0;0;0;0;1;0;0
*postLikes_2600;5;9;6;0;4;6;7;13;5;2;1;1;7;8;3;2
*postComments_35;1;4;3;6;1;0;4;7;0;2;4;2;0;1;2;0
*postReposts_7;7;10;5;8;8;13;6;10;7;4;10;8;12;10;9;6
*i_0988;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
*postLikes_9300;0;0;0;1;0;0;2;1;0;0;1;2;0;0;0;0
*postComments_130;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
*postReposts_32;2;1;2;4;2;5;4;8;3;2;1;2;2;7;3;2
*i_0987;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0
*postLikes_4700;8;0;4;1;1;2;0;5;0;3;2;2;0;3;0;3
*postReposts_10;10;3;7;10;13;7;6;7;3;3;2;8;1;6;9;8
*i_0986;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
*postLikes_3500;2;6;3;8;7;0;1;3;0;3;3;1;5;7;1;1
*postComments_106;1;0;3;0;5;0;1;1;0;0;3;1;0;0;0;1
*postReposts_22;4;5;7;6;5;10;1;6;7;1;7;9;5;1;4;9
*i_0985;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0
*postLikes_4300;3;1;3;5;1;2;2;9;3;2;5;4;3;5;6;5
*postReposts_14;6;0;3;7;7;5;7;2;1;6;7;7;13;9;6;3
*i_0984;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0
*postLikes_4500;4;6;1;4;0;0;0;5;4;1;3;3;0;5;2;2
*postComments_112;0;3;0;0;0;0;0;5;0;0;1;1;0;0;0;0
*postReposts_39;0;14;2;0;6;1;0;3;0;0;0;1;4;1;0;1
*i_0983;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0
*postLikes_4900;8;0;2;7;0;0;1;2;0;0;1;2;10;0;3;3
*postComments_87;0;2;1;2;0;0;1;1;0;0;1;0;4;0;4;0
*postReposts_12;8;3;6;11;8;4;2;5;6;5;11;5;0;0;11;8
*i_0982;0;0;0;1;0;0;2;1;0;0;1;0;0;0;2;0
*postLikes_2200;1;4;3;11;14;11;2;9;4;7;5;6;1;1;6;3
*postComments_16;0;2;4;4;4;5;13;2;4;2;1;2;6;12;14;4
*postReposts_25;4;1;0;2;6;2;2;4;0;1;5;9;0;5;3;6
*i_0981;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
*postLikes_3800;2;1;3;0;4;2;5;4;3;3;1;4;0;0;3;3
*postComments_91;0;0;3;3;7;2;0;2;0;1;0;0;1;0;0;1
*postDate_29-12-2025;0;9;2;4;14;7;1;0;0;1;1;0;3;7;3;1
*i_0980;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0
*postLikes_3000;5;11;7;10;10;3;3;8;7;5;6;9;5;9;12;8
*postComments_19;0;4;5;2;2;0;6;1;0;2;1;3;1;1;4;2
*postReposts_17;9;2;5;2;3;3;4;2;4;2;3;6;6;7;16;7
*i_0979;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
*postLikes_1400;1;8;3;6;21;5;2;5;5;3;3;9;3;1;9;5
*postComments_64;5;3;1;0;6;0;0;0;0;2;1;1;0;0;1;0
*i_0978;0;4;0;0;1;2;0;0;0;0;0;0;0;0;0;0
*postLikes_967;0;4;0;0;1;2;0;0;0;0;0;0;0;0;0;0
*postReposts_2;1;8;12;12;6;7;0;3;2;3;8;6;0;0;1;6
*i_0977;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0
*postLikes_4200;0;2;1;8;1;0;0;8;1;1;0;1;0;7;3;2
*postComments_33;8;4;4;5;0;1;6;3;7;2;0;0;0;0;6;5
*postReposts_19;4;12;3;5;1;11;1;4;3;2;2;3;0;0;3;4
*i_0976;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0
*postLikes_1600;2;19;4;3;25;2;5;2;6;1;1;1;0;4;4;3
*postComments_22;1;5;4;3;7;0;3;7;2;0;3;5;0;0;4;1
*i_0975;0;0;1;0;0;0;1;0;0;0;0;0;1;6;1;0
*postComments_37;1;1;1;2;0;0;2;2;0;1;1;1;2;6;3;3
*postReposts_1;3;7;1;7;22;6;3;0;1;1;3;2;3;17;11;3
*i_0974;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
*postLikes_5400;2;2;2;2;2;2;0;2;2;0;2;0;0;7;1;2
*postComments_204;0;0;0;1;0;1;0;2;0;0;0;0;0;0;0;1
*postReposts_145;0;0;0;1;1;2;0;0;0;0;1;0;0;0;0;2
*i_0973;0;0;0;0;0;5;0;0;0;0;1;0;1;0;0;0
*postLikes_3900;0;7;1;5;4;10;1;1;3;2;7;3;1;0;5;2
*postComments_30;11;2;0;5;1;5;1;4;3;2;3;1;19;0;4;2
*postReposts_29;3;0;2;2;0;5;1;3;2;0;2;3;3;0;2;2
*i_0972;0;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0
*postLikes_1000;0;0;0;0;7;0;0;2;0;1;0;0;0;0;1;0
*postComments_25;6;4;4;3;8;0;1;5;2;3;5;4;0;0;8;3
*postReposts_9;1;7;6;14;22;2;5;7;5;6;15;7;8;1;9;9
*i_0971;0;0;0;0;0;0;1;0;0;0;0;0;8;0;0;0
*postLikes_6000;0;1;3;0;7;3;3;0;0;0;0;2;8;0;7;1
*postDate_28-12-2025;0;3;5;1;0;5;5;5;1;3;1;0;8;4;2;2
*i_0970;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0
*postComments_34;4;0;5;5;3;3;0;2;4;3;3;4;0;0;1;3
*i_0969;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0
*postLikes_3700;0;0;6;2;4;3;1;5;4;2;5;4;17;10;8;1
*postComments_108;0;0;1;4;0;1;1;2;0;2;0;0;0;0;0;1
*postReposts_24;4;1;0;0;2;2;1;4;0;5;2;4;0;8;9;0
*i_0968;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1
*postReposts_30;0;4;6;1;3;1;3;5;2;1;1;3;0;0;3;4
*i_0967;0;0;1;0;0;0;2;0;0;1;0;0;0;0;1;0
*postLikes_16100;0;0;1;0;0;0;2;0;0;1;0;0;0;0;1;0
*postComments_389;0;0;1;0;0;0;2;0;0;1;0;0;0;0;1;0
*postReposts_95;0;0;1;0;0;0;2;0;0;1;0;0;0;0;1;0
*i_0966;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;1
*postLikes_7300;3;0;1;3;0;1;0;4;1;0;1;8;0;1;1;4
*postComments_152;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;1
*postReposts_56;0;0;0;0;0;1;0;3;2;0;0;0;0;0;0;1
*i_0965;0;0;0;1;0;0;1;0;0;0;0;0;0;4;1;0
*postLikes_7200;4;0;2;2;1;2;2;0;1;0;1;4;0;13;8;3
*postComments_17;6;0;4;9;6;1;4;7;3;1;3;2;3;5;8;3
*postReposts_13;4;1;7;8;3;6;2;8;12;2;2;1;0;4;4;6
*i_0964;0;3;0;0;0;0;0;3;0;1;1;0;0;0;0;0
*postLikes_2100;2;7;4;2;6;12;1;15;10;5;8;6;1;0;5;4
*postComments_12;4;4;2;0;2;0;13;7;3;2;5;3;2;3;9;3
*i_0963;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
*postLikes_32400;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
*postComments_125;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
*postReposts_678;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
*postDate_27-12-2025;5;11;1;1;3;0;7;4;0;0;1;3;5;0;1;2
*i_0962;1;5;0;0;0;0;0;2;0;0;0;0;0;0;0;0
*postComments_67;2;5;2;0;0;0;0;10;1;0;1;0;0;0;0;2
*i_0961;3;0;0;1;0;0;0;2;0;0;0;1;0;0;0;0
*postComments_45;6;1;1;6;4;4;0;3;0;2;4;2;8;2;8;2
*i_0960;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0
*postLikes_5900;0;4;3;0;1;1;2;1;0;1;1;2;12;0;4;1
*i_0959;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0
*postLikes_6600;2;0;3;2;0;0;6;0;1;0;1;0;6;0;3;2
*postComments_18;0;0;1;5;13;0;6;4;0;1;1;1;1;1;1;1
*postReposts_64;0;2;0;0;2;0;6;1;0;1;1;3;0;0;1;0
*i_0958;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0
*postLikes_1700;3;7;6;5;11;13;0;9;1;2;2;3;0;8;3;5
*postComments_119;3;2;0;3;2;0;1;0;0;0;2;0;0;0;0;3
*i_0957;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0
*postLikes_3300;9;4;1;5;3;8;0;3;4;2;6;2;1;0;5;2
*i_0956;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1
*postComments_222;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1
