"";"";"";"";"klaunzer";""
"338";"principalement";"0.1485877280917";"-0.590486647323218";"0.833739640669279";"675"
"339";"facteur";"-0.253777032380343";"-0.828608583994219";"0.833739640669279";"676"
"340";"station";"0.00434560486851621";"0.00756306078106086";"0.833667015583305";"677"
"341";"bienne";"-0.389299653250054";"-0.465428795475786";"0.833657849310318";"678"
"342";"minimum";"-0.353893863021487";"-0.240111079106511";"0.833638811666422";"679"
"343";"colis";"-0.350290267789219";"-0.653792186664856";"0.833628940295513";"680"
"344";"humoriste";"-0.498413597391965";"0.474078788572675";"0.833386386610319";"681"
"345";"préservation";"-0.498413597391965";"0.474078788572675";"0.833386386610319";"682"
"346";"candidature";"-0.544279314544862";"0.00878236367798768";"0.833386386610319";"683"
"347";"frontière";"-0.54718281952043";"-0.912679265808811";"0.833384271316552";"684"
"348";"friday";"-0.299685502433559";"-0.559027123091089";"0.833351836812137";"685"
"349";"forfait";"-0.299685502433559";"-0.559027123091089";"0.833351836812137";"686"
"350";"emji_drapeau_italie";"-0.299685502433559";"-0.559027123091089";"0.833351836812137";"687"
"351";"effraction";"-0.299685502433559";"-0.559027123091089";"0.833351836812137";"688"
"352";"cotisation";"-0.299685502433559";"-0.559027123091089";"0.833351836812137";"689"
"353";"baromètre";"-0.299685502433559";"-0.559027123091089";"0.833351836812137";"690"
"354";"service";"0.00285208334532248";"-0.54520818450652";"0.833190369387981";"691"
"355";"prévention";"0.356252655067451";"-0.242848147019228";"0.833145948218891";"692"
"356";"victime";"-0.277000096832198";"-0.750506886615228";"0.833090245483047";"693"
"357";"contenir";"-0.295357459647651";"-0.792586832013841";"0.832999992949021";"694"
"358";"photographe";"-0.449462115724874";"0.560161288415637";"0.832993647067722";"695"
"359";"nucléaire";"-0.447559195644196";"-1.05426583567033";"0.832982365500969";"698"
"360";"défense";"-0.575758135419296";"-0.772220789768839";"0.832968263542527";"699"
"361";"musk";"-0.53824133802936";"-0.919493433916808";"0.832875895714735";"700"
"362";"zelensky";"-0.636145895908691";"-1.36942534665132";"0.832875895714735";"701"
"363";"humain";"-0.208795263492865";"-0.436215276451648";"0.832861088658372";"702"
"364";"winterthour";"-0.506460466482636";"-0.308529120656132";"0.832742632207463";"703"
"365";"rafale";"-0.506460466482636";"-0.308529120656132";"0.832742632207463";"704"
"366";"quagga";"-0.506460466482636";"-0.308529120656132";"0.832742632207463";"705"
"367";"meteonews";"-0.506460466482636";"-0.308529120656132";"0.832742632207463";"706"
"368";"l7";"-0.506460466482636";"-0.308529120656132";"0.832742632207463";"707"
"369";"glacial";"-0.506460466482636";"-0.308529120656132";"0.832742632207463";"708"
"370";"voile";"-0.280837828462197";"-0.588639370390592";"0.832742632207463";"709"
"371";"ancrer";"-0.429328155274076";"-0.0324307878787488";"0.832643918498372";"712"
"372";"expédition";"-0.468023770156322";"-0.266899527056372";"0.832643918498372";"714"
"373";"solliciter";"-0.194995623479095";"-0.784091468615631";"0.832538153810061";"715"
"374";"maps";"-0.187227565726237";"-0.837276805671664";"0.832538153810061";"716"
"375";"obésité";"-0.194995623479095";"-0.784091468615631";"0.832538153810061";"718"
"376";"interaction";"-0.187227565726237";"-0.837276805671664";"0.832538153810061";"719"
"377";"emji_adn";"-0.194995623479095";"-0.784091468615631";"0.832538153810061";"720"
"378";"diagnostiquer";"-0.187227565726237";"-0.837276805671664";"0.832538153810061";"721"
"379";"cardiovasculaires";"-0.187227565726237";"-0.837276805671664";"0.832538153810061";"722"
"380";"androgène";"-0.194995623479095";"-0.784091468615631";"0.832538153810061";"723"
"381";"devancer";"-0.115607937273739";"0.21708096114216";"0.83253462832045";"724"
"382";"centaine";"-0.54783116970756";"-1.25370873570936";"0.832500078522269";"725"
"383";"millier";"-0.392478501017215";"-0.831137497457832";"0.832249063662009";"726"
"384";"passager";"-0.397970075138388";"-0.483053436456407";"0.832117915448503";"727"
"385";"atteindre";"-0.439601686940122";"-0.284599013206787";"0.832074904475257";"728"
"386";"diminution";"-0.345550177054042";"-0.567820038652508";"0.831928949205387";"729"
"387";"version";"-0.441260314417908";"0.530597791337857";"0.831878887252919";"731"
"388";"régulation";"-0.211790324985807";"-0.80083685963784";"0.831782288837595";"733"
"389";"reconstruction";"-0.273844960525195";"-0.95068776820777";"0.831782288837595";"734"
"390";"accueillir";"-0.403827213464977";"-0.221770322737253";"0.831754790018634";"735"
"391";"manifester";"-0.504638088115228";"-1.37592218859962";"0.831696971989024";"736"
"392";"investissement";"-0.0369568575510908";"-0.334528013882544";"0.831655371211621";"737"
"393";"connaître";"-0.564024645104867";"0.984731127041828";"0.831536914760712";"739"
"394";"liste";"-0.352550156279121";"-0.589114365661004";"0.831201288149804";"741"
"395";"nature";"-0.363223134287176";"0.0273064852390352";"0.831069434838376";"742"
"396";"maladie";"-0.286638043758783";"-0.54020328854451";"0.830855790167986";"745"
"397";"harcèlement";"-0.330927043170202";"-0.914629497578436";"0.830778229396558";"747"
"398";"organisme";"-0.314784771822722";"-0.778114766932176";"0.830778229396558";"748"
"399";"jambe";"-0.280002052697045";"-0.81775520254652";"0.830778229396558";"749"
"400";"méthode";"-0.345274109333678";"-0.45737601751911";"0.830749320381753";"750"
"401";"participer";"-0.0569031050307757";"0.262698611245875";"0.830722526660714";"752"
"402";"revendiquer";"-0.60715488178923";"-1.03897079404742";"0.830688681960454";"753"
"403";"observer";"-0.301010373391843";"-0.716042750172238";"0.830631569028766";"754"
"404";"vapko";"-0.276449632890738";"-0.872031896187384";"0.83061605687448";"755"
"405";"agresseur";"-0.276449632890738";"-0.872031896187384";"0.83061605687448";"756"
"406";"tabac";"-0.291847950099065";"-0.593355159085629";"0.830497600423572";"757"
"407";"loyer";"-0.298618085375237";"-0.551996351563928";"0.830497600423572";"758"
"408";"rapport";"-0.335295095484857";"-0.684751274106032";"0.830485613758896";"759"
"409";"occuper";"-0.576963835850236";"0.36959374342546";"0.83037491338513";"760"
"410";"indépendant";"0.20128281419615";"-0.267018565766214";"0.83037491338513";"761"
"411";"blatten";"-0.325309596358872";"-0.689799369567041";"0.830307929082533";"762"
"412";"marque";"-0.329033207626962";"0.296479025058496";"0.830232483604871";"763"
"413";"russe";"-0.619050084879997";"-1.36982038223692";"0.83013729538539";"764"
"414";"gratuit";"-0.331032827987233";"-0.470062657768345";"0.830131654602014";"765"
"415";"poisson";"-0.329987736312919";"-0.380718799361591";"0.830068900886949";"766"
"416";"médian";"-0.30557032146745";"-0.636706785239043";"0.830068900886949";"767"
"417";"osav";"-0.277514866456015";"-0.692570793470554";"0.830068900886949";"768"
"418";"lisbonne";"-0.30557032146745";"-0.636706785239043";"0.830068900886949";"769"
"419";"correspondre";"-0.305954591608446";"-0.639237862988821";"0.830068900886949";"770"
"420";"droit";"-0.25177231236035";"-0.585396277137575";"0.83002165932617";"771"
"421";"corruption";"-0.436433845721101";"-1.04902643075152";"0.829826347201755";"772"
"422";"contester";"-0.405373113739265";"-1.12766079247235";"0.829826347201755";"773"
"423";"former";"-0.1137459645187";"-0.650513137611601";"0.82963103507734";"776"
"424";"participation";"-0.116450369606275";"0.487791720421088";"0.82959719037708";"777"
"425";"dollar";"-0.514087788256071";"0.453682027615706";"0.829375084531626";"778"
"426";"protection";"0.0886229404660441";"-0.767032923331359";"0.829309510424873";"780"
"427";"manifestation";"-0.399811657488589";"-0.942368089925151";"0.829210796715782";"781"
"428";"culte";"-0.399823605368865";"0.518135642022366";"0.829200925344873";"785"
"429";"uicn";"-0.307521863902167";"-0.659290547963253";"0.82916919593838";"786"
"430";"vieillesse";"-0.307521863902167";"-0.659290547963253";"0.82916919593838";"787"
"431";"yanachaga";"-0.307521863902167";"-0.659290547963253";"0.82916919593838";"788"
"432";"martin_pêcheur";"-0.307521863902167";"-0.659290547963253";"0.82916919593838";"789"
"433";"félin";"-0.307521863902167";"-0.659290547963253";"0.82916919593838";"790"
"434";"aviaire";"-0.307521863902167";"-0.659290547963253";"0.82916919593838";"791"
"435";"steam";"-0.419851225955925";"0.733568195045057";"0.829102211635782";"792"
"436";"zweifel";"-0.419851225955925";"0.733568195045057";"0.829102211635782";"793"
"437";"labubu";"-0.419851225955925";"0.733568195045057";"0.829102211635782";"794"
"438";"intègre";"-0.419851225955925";"0.733568195045057";"0.829102211635782";"795"
"439";"représentation";"-0.419851225955925";"0.733568195045057";"0.829102211635782";"796"
"440";"passionner";"-0.419851225955925";"0.733568195045057";"0.829102211635782";"797"
"441";"marvel";"-0.419851225955925";"0.733568195045057";"0.829102211635782";"798"
"442";"franchise";"-0.419851225955925";"0.733568195045057";"0.829102211635782";"799"
"443";"boseman";"-0.419851225955925";"0.733568195045057";"0.829102211635782";"800"
"444";"arrestation";"-0.621553984201502";"-1.26195519459904";"0.829100801439938";"803"
"445";"pétrolier";"-0.621553984201502";"-1.26195519459904";"0.829100801439938";"804"
"446";"york";"-0.234867462111809";"-0.0352802407724923";"0.829089519873185";"805"
"447";"difficulté";"-0.357618714691339";"-0.659019952568324";"0.829076828110588";"806"
"448";"festival";"-0.424029398632586";"0.299049393008815";"0.829064841445912";"807"
"449";"fidèle";"-0.518075975936738";"0.60228952437182";"0.829064841445912";"808"
"450";"new_yorkais";"-0.603314094567515";"-1.12761750453369";"0.829005613220458";"810"
"451";"lago";"-0.603314094567515";"-1.12761750453369";"0.829005613220458";"811"
"452";"issue";"0.184248069523945";"-0.606027707368083";"0.828794083843835";"813"
"453";"distance";"-0.319511355980357";"-0.394533519669798";"0.828709472093186";"814"
"454";"royal";"-0.571433401193366";"-0.307762137233055";"0.828680563078381";"815"
"455";"commercial";"-0.55055673668371";"-0.711054701882498";"0.828680563078381";"816"
"456";"élève";"-0.0684144961345531";"-0.586257021758156";"0.828657294846952";"817"
"457";"condition";"-0.0965488693327231";"-0.534628914760944";"0.828567747410848";"818"
"458";"éclater";"-0.648109000372461";"-1.68763224720018";"0.828395703517862";"819"
"459";"chiffre";"-0.125847905215524";"-0.229899558198499";"0.828324488627732";"821"
"460";"causer";"-0.489382247773222";"-1.01030309610425";"0.828296284710849";"822"
"461";"abandonner";"-0.329791704883761";"-0.443991219086772";"0.828223659624875";"825"
"462";"urgent";"-0.383314084514792";"-0.93378905437711";"0.828223659624875";"826"
"463";"octobre";"-0.686080786298491";"0.251968238907949";"0.828215903547732";"827"
"464";"ssr";"-0.333549487526049";"-0.59424043101257";"0.828026232206694";"828"
"465";"taxe";"-0.328641932613889";"-0.718088234627346";"0.828026232206694";"829"
"466";"hausse";"-0.00660695622864345";"-0.589570281208375";"0.827975465156304";"830"
"467";"partenaire";"-0.492081030324201";"0.291283063763228";"0.827892263601499";"831"
"468";"pollution";"-0.253465934954379";"-0.838096164009675";"0.827892263601499";"832"
"469";"fuite";"-0.188670550339825";"-1.23014571967651";"0.82774983382124";"834"
"470";"physique";"-0.0847165049391728";"-0.404374352280557";"0.827731501275266";"835"
"471";"paiement";"0.344519118420841";"-0.490882886632187";"0.827723040100201";"836"
"472";"prévoyance";"0.344519118420841";"-0.490882886632187";"0.827723040100201";"837"
"473";"moyenne";"0.0928713359990321";"-0.537070657878159";"0.827701182064617";"838"
"474";"mental";"-0.315138525252985";"-0.315533446711986";"0.827343697418124";"839"
"475";"uni";"-0.416408215859531";"-1.03959550189766";"0.827280238605137";"840"
"476";"cassis";"-0.416408215859531";"-1.03959550189766";"0.827280238605137";"841"
"477";"destination";"-0.4423494024052";"-0.604110236493222";"0.827237932729812";"842"
"478";"rose";"-0.453690454129535";"-0.228763363961143";"0.827176589210592";"843"
"479";"avalanche";"-0.451321632856543";"-0.278704323062623";"0.827176589210592";"844"
"480";"nord_ouest";"-0.48499896482671";"-0.491728892924802";"0.827176589210592";"846"
"481";"météo";"0.290867679614903";"-0.0921589180264581";"0.827176589210592";"847"
"482";"interruption";"-0.44606024009588";"-0.473390975708963";"0.827176589210592";"848"
"483";"science";"-0.270865956782791";"-0.374522108886997";"0.82710819471215";"849"
"484";"stress";"0.130857763733152";"-0.63289283631215";"0.82710819471215";"850"
"485";"potentiellement";"-0.054514761033492";"-1.18088947390405";"0.82710819471215";"851"
"486";"jeune";"-0.302268459698893";"-0.209966552035225";"0.82709127236202";"852"
"487";"compléter";"0.11252471438497";"-0.39654541895306";"0.82669712262358";"854"
"488";"prime";"-0.32185956254052";"-0.487380088511509";"0.826675969685917";"855"
"489";"impôt";"0.252765886268227";"-0.436699221737844";"0.826675969685917";"856"
"490";"wilders";"-0.369681746182535";"-1.01759000123865";"0.826555397941242";"857"
"491";"sortant";"-0.369681746182535";"-1.01759000123865";"0.826555397941242";"858"
"492";"milei";"-0.369681746182535";"-1.01759000123865";"0.826555397941242";"859"
"493";"kurti";"-0.369681746182535";"-1.01759000123865";"0.826555397941242";"860"
"494";"javier";"-0.369681746182535";"-1.01759000123865";"0.826555397941242";"861"
"495";"graphologique";"-0.369681746182535";"-1.01759000123865";"0.826555397941242";"862"
"496";"dugerdil";"-0.369681746182535";"-1.01759000123865";"0.826555397941242";"863"
"497";"adapter";"-0.0183839014482452";"-0.353771795144886";"0.826539180689035";"864"
"498";"élu";"0.141710852426264";"-0.137273552489835";"0.826454568938385";"865"
"499";"construire";"-0.0577274803241483";"-0.253010502701921";"0.826381238754489";"866"
"500";"réseau";"-0.264164559635103";"-0.324353979378183";"0.826348099152152";"868"
"501";"fonction";"0.191496781614985";"-0.634189888834457";"0.826302267787217";"869"
"502";"roi";"0.100200230414992";"-0.591795548500965";"0.826283935241243";"870"
"503";"déclaration";"-0.607249184233766";"-1.09993601355652";"0.826283935241243";"871"
"504";"hommage";"-0.592875072462647";"1.14270399825326";"0.826122467817087";"873"
"505";"âge";"-0.236990029455793";"0.152681939112438";"0.826030099989295";"874"
"506";"ravager";"-0.671494839193676";"-1.60862074007185";"0.825998370582802";"875"
"507";"thaïlandais";"-0.690865564810651";"-1.77243841684736";"0.825998370582802";"876"
"508";"engin";"-0.629755576242864";"-1.65618926280907";"0.825998370582802";"878"
"509";"expert";"-0.137801001510101";"-0.56633140373509";"0.825961000392932";"879"
"510";"impliquer";"-0.21185924472646";"-0.859634653804973";"0.825939142357348";"880"
"511";"tension";"-0.510226687531456";"-0.798279938518461";"0.825939142357348";"881"
"512";"courrier";"-0.292435522019119";"-0.627786774803497";"0.825939142357348";"883"
"513";"lier";"-0.399203434515211";"-0.492413456374734";"0.825848889823322";"884"
"514";"réserver";"0.0545908103774099";"-0.532749907132344";"0.825832672571114";"885"
"515";"sortie";"-0.52470084167712";"0.982249613892214";"0.825801648262543";"886"
"516";"célèbre";"-0.555082640012497";"0.654020434366085";"0.825767098464361";"887"
"517";"frank";"0.402756382279288";"-0.00345515317346474";"0.825712805924361";"888"
"518";"fouiller";"-0.402425573749106";"-0.0503168373289413";"0.825712805924361";"889"
"519";"acte";"-0.541290716347306";"-0.886085513145154";"0.825656398090595";"891"
"520";"bns";"-0.299301232292563";"-0.556496045341311";"0.825395511859427";"892"
"521";"moderniser";"-0.299301232292563";"-0.556496045341311";"0.825395511859427";"893"
"522";"maintenir";"0.0534264097712369";"-0.596795333619354";"0.825382114998907";"894"
"523";"offensive";"-0.712753432371435";"-1.93364364492578";"0.825353911082024";"898"
"524";"mode";"-0.0721087648414557";"-0.264014748049289";"0.82530173383579";"901"
"525";"rythme";"-0.344758526496235";"-0.611586611692073";"0.82528128599605";"902"
"526";"précaire";"-0.312353254666416";"-0.745008619419323";"0.82528128599605";"903"
"527";"relever";"-0.0468953889567571";"-0.291792971354917";"0.825224878162284";"904"
"528";"utilisation";"-0.0839351212603582";"-0.648419388871916";"0.825224878162284";"905"
"529";"naturel";"-0.336807368788953";"-0.445293381869272";"0.8252030201267";"906"
"530";"publicité";"-0.315754119676766";"-0.367138998357989";"0.825081743284103";"907"
"531";"croix";"-0.383817162665589";"-0.757098799876872";"0.825081743284103";"909"
"532";"obligatoire";"0.102541374946672";"-0.565078129132956";"0.825059885248518";"910"
"533";"motion";"-0.112761984881229";"-0.725443592144065";"0.825059885248518";"911"
"534";"plante";"-0.217500871563709";"-0.759131284485155";"0.825034501723323";"912"
"535";"susceptible";"0.623024888998832";"-0.731419610322447";"0.825034501723323";"913"
"536";"physiquement";"-0.293210378169569";"-0.999871668363129";"0.825034501723323";"914"
"537";"emji_microscope";"-0.233752297772175";"-0.523107805528319";"0.825034501723323";"915"
"538";"emji_bébé";"-0.386564682887547";"0.183498570945598";"0.825034501723323";"916"
"539";"problème";"0.264754496619056";"-0.603375530997056";"0.824939313503843";"917"
"540";"guerre";"-0.536346806141631";"-0.710588253035156";"0.824904763705661";"918"
"541";"gifi";"-0.299685502433559";"-0.559027123091088";"0.824788422548519";"919"
"542";"économiser";"-0.299685502433559";"-0.559027123091088";"0.824788422548519";"920"
"543";"tri";"-0.299685502433559";"-0.559027123091088";"0.824788422548519";"921"
"544";"pré";"-0.299685502433559";"-0.559027123091088";"0.824788422548519";"922"
"545";"maxi";"-0.299685502433559";"-0.559027123091088";"0.824788422548519";"923"
"546";"helvetia";"-0.299685502433559";"-0.559027123091088";"0.824788422548519";"924"
"547";"ebay";"-0.299685502433559";"-0.559027123091088";"0.824788422548519";"925"
"548";"bâloise";"-0.299685502433559";"-0.559027123091088";"0.824788422548519";"926"
"549";"bazar";"-0.299685502433559";"-0.559027123091088";"0.824788422548519";"927"
"550";"baloise";"-0.299685502433559";"-0.559027123091088";"0.824788422548519";"928"
"551";"cardiaque";"-0.314527404983928";"-0.558804922385208";"0.824471128483584";"929"
"552";"comportement";"-0.319485289718606";"-0.485058896403034";"0.824463372406442";"930"
"553";"simple";"0.0303243365179724";"-0.24829619488146";"0.824455616329299";"931"
"554";"bébé";"0.0817380586469032";"-0.448200804354653";"0.824455616329299";"932"
"555";"viser";"-0.156252442685247";"-0.752173447908528";"0.824429527706182";"933"
"556";"budget";"-0.202638440201297";"-0.679641133662321";"0.824425297118649";"934"
"557";"quart";"-0.61749380135822";"1.08396734053367";"0.824400618691377";"935"
"558";"assurance";"0.00432294001947289";"-0.608475658442882";"0.824400618691377";"936"
"559";"création";"-0.0625014735092757";"0.396202563764397";"0.824339980270078";"937"
"560";"interdire";"-0.315080560381857";"-0.779356898056297";"0.824337864976312";"939"
"561";"abus";"-0.353469323509556";"-0.906404351052144";"0.824217998329559";"942"
"562";"excessif";"-0.343193770338835";"-0.967817142517462";"0.824217998329559";"943"
"563";"terme";"-0.33097730445523";"-0.520447764846473";"0.824210242252416";"944"
"564";"international";"-0.311003222682539";"-0.369436530508543";"0.824129155991377";"945"
"565";"nebel";"3.07296492006636";"-0.186463758032106";"0.824123515208001";"947"
"566";"robert";"0.199343184963239";"0.193675163408966";"0.824008584246702";"949"
"567";"époque";"-0.543908023199296";"0.690713727030721";"0.824008584246702";"950"
"568";"inscription";"0.19338007001541";"0.340499314171049";"0.824008584246702";"951"
"569";"central";"-0.489729786902065";"-0.489700842011012";"0.824008584246702";"952"
"570";"aventure";"-0.616812263889553";"1.16287695327801";"0.824008584246702";"953"
"571";"tâche";"-0.321064719075889";"-0.462604315499224";"0.824001533267481";"954"
"572";"observation";"-0.408216892410457";"-0.813222492905822";"0.824001533267481";"955"
"573";"malade";"-0.475885266651321";"-0.352876339585846";"0.823933843866962";"956"
"574";"esthétique";"-0.36188466276311";"0.281445329076878";"0.823930318377352";"957"
"575";"richard";"-0.3663235529076";"0.311836950251754";"0.823930318377352";"958"
"576";"danse";"-0.417374476577932";"0.501293080090234";"0.823930318377352";"959"
"577";"moment";"-0.368983383895616";"0.223866853001802";"0.8238583983893";"961"
"578";"macron";"-0.545374451466518";"-0.874648157015327";"0.823844296430858";"962"
"579";"fonctionnaire";"0.114949564365111";"-0.958297534926625";"0.823844296430858";"963"
"580";"cop30";"0.0659393234809817";"-1.08916234116764";"0.823844296430858";"964"
"581";"refléter";"-0.404492801663668";"0.184475432089172";"0.823796349772157";"965"
"582";"expérience";"-0.389498117102438";"0.0818643136053614";"0.823758274484365";"966"
"583";"transport";"-0.177324523495502";"-0.389090193046412";"0.823743467428002";"967"
"584";"genève";"-0.126532013828423";"-0.0348249363455636";"0.823517836092937";"968"
"585";"cambriolage";"0.0599622718399051";"-0.486569584201491";"0.82345437727995";"969"
"586";"investir";"-0.359365902737245";"-0.705636259416851";"0.82345437727995";"970"
"587";"estimer";"-0.138041550612391";"-0.671638472765828";"0.823351432983327";"973"
"588";"agriculture";"-0.240841360717107";"-0.82033355461544";"0.823340151416574";"974"
"589";"milliardaire";"-0.380774235903569";"-0.350200325649441";"0.823307716912158";"975"
"590";"isolé";"-0.299409735150534";"-0.707000924179064";"0.823307716912158";"976"
"591";"surveillance";"-0.285549746955038";"-0.581236308565717";"0.823297140443327";"977"
"592";"transparent";"-0.341778634980976";"-0.344583947855808";"0.823297140443327";"978"
"593";"emji_drapeau_suisse";"-0.481418814144251";"0.284130878800834";"0.823282333386964";"979"
"594";"économie";"-0.214698132246762";"-0.657522355754284";"0.823259065155535";"980"
"595";"année";"-0.34371462208844";"0.111940758202359";"0.82323015614073";"983"
"596";"logiciel";"-0.281096806799303";"-0.809430941568126";"0.823206887909301";"984"
"597";"médecine";"-0.27732727200503";"-0.815353391028027";"0.823206887909301";"985"
"598";"reconnaître";"-0.127044837243115";"-0.481810962452442";"0.823157531054756";"986"
"599";"propre";"-0.52720878121023";"0.32184957395133";"0.8230503561706";"987"
"600";"poursuite";"-0.61122670337942";"-0.605150273692787";"0.822960103636575";"988"
"601";"faveur";"-0.608507052752649";"-0.827655468931757";"0.822960103636575";"989"
"602";"travail";"-0.35367429216781";"-0.468994085850761";"0.822866325612938";"990"
"603";"streaming";"-0.399824208806093";"0.128370552336709";"0.822858569535796";"992"
"604";"suggérer";"0.208540746891103";"0.365538484465594";"0.822858569535796";"993"
"605";"beauté";"-0.46484826013835";"0.815704535476851";"0.822858569535796";"994"
"606";"salle";"-0.442582909126039";"0.127873072076336";"0.822858569535796";"995"
"607";"association";"-0.438402836839947";"-0.269305665255609";"0.822826840129302";"996"
"608";"andrew";"-0.512895426793303";"-0.687518576144177";"0.822772547589302";"997"
"609";"emji_drapeau_ukraine";"-0.647089829689083";"-1.45002796069053";"0.822772547589302";"999"
"610";"système";"-0.0307950505370658";"-0.702871093441686";"0.822769022099692";"1000"
"611";"migration";"-0.276449632890739";"-0.872031896187385";"0.822737292693199";"1001"
"612";"fermé";"-0.276449632890739";"-0.872031896187385";"0.822737292693199";"1002"
"613";"commotion";"-0.276449632890739";"-0.872031896187385";"0.822737292693199";"1003"
"614";"administrateur";"-0.276449632890739";"-0.872031896187385";"0.822737292693199";"1004"
"615";"respect";"0.234036757473571";"0.110694875837354";"0.822400255886446";"1005"
"616";"parent";"-0.355594680717771";"-0.523913970846138";"0.822215520230862";"1012"
"617";"déclarer";"-0.410183934463699";"-0.168157390265239";"0.822184495922291";"1013"
"618";"tiers";"-0.0973259559052863";"-0.67566657046728";"0.822133023773979";"1014"
"619";"utilisateur";"0.0761578316667526";"-0.266862072823532";"0.822018092812681";"1015"
"620";"engager";"-0.335500693640125";"-0.649245998961593";"0.822001875560473";"1016"
"621";"photographie";"-0.440801191672202";"0.664371019985756";"0.821996234777096";"1017"
"622";"metal";"-0.456543799678243";"0.361331055129308";"0.821996234777096";"1018"
"623";"inoubliable";"-0.440801191672202";"0.664371019985756";"0.821996234777096";"1019"
"624";"vérité";"-0.566621520845197";"-0.75538036461794";"0.82191937910359";"1020"
"625";"lecornu";"-0.556587624890519";"-1.10561200387468";"0.82191937910359";"1021"
"626";"nier";"-0.556587624890519";"-1.10561200387468";"0.82191937910359";"1022"
"627";"organisation";"-0.384847685320886";"-0.470273897729796";"0.821795986967226";"1024"
"628";"directeur";"-0.150283251256184";"-0.51399370245799";"0.821765667756577";"1025"
"629";"couleur";"-0.167575036613719";"0.743027537707006";"0.821751565798136";"1026"
"630";"chine";"-0.529222466846496";"-0.524489844261746";"0.82166131326411";"1027"
"631";"texture";"-0.419851225955925";"0.733568195045058";"0.821602085038655";"1028"
"632";"zootopie";"-0.419851225955925";"0.733568195045058";"0.821602085038655";"1030"
"633";"sony";"-0.419851225955925";"0.733568195045058";"0.821602085038655";"1031"
"634";"rigueur";"-0.419851225955925";"0.733568195045058";"0.821602085038655";"1032"
"635";"métadonnées";"-0.419851225955925";"0.733568195045058";"0.821602085038655";"1033"
"636";"iconique";"-0.419851225955925";"0.733568195045058";"0.821602085038655";"1034"
"637";"heavysaurus";"-0.419851225955925";"0.733568195045058";"0.821602085038655";"1035"
"638";"folklorique";"-0.419851225955925";"0.733568195045058";"0.821602085038655";"1036"
"639";"affaire";"-0.32756702423268";"-0.919097952693347";"0.821564714848785";"1037"
"640";"supplémentaire";"-0.366837859870737";"-0.395622510563186";"0.821419464676838";"1038"
"641";"concerner";"-0.117966744220788";"-0.686924823581379";"0.821390555662033";"1039"
"642";"qualité";"0.482102717998228";"-0.454214297635854";"0.821272804309046";"1040"
"643";"électronique";"-0.0224672860186966";"-0.560291368436618";"0.821246010588007";"1041"
"644";"illégal";"-0.369634372339052";"-0.917874113256198";"0.8212234474545";"1042"
"645";"remplacer";"-0.303921022625906";"-0.708525986245037";"0.8212234474545";"1043"
"646";"activité";"-0.213654932518074";"-0.254994085256299";"0.821190307852163";"1044"
"647";"améliorer";"-0.303359499560253";"-0.64175637514773";"0.821190307852163";"1045"
"648";"progrès";"0.381611134398439";"-0.567009704924735";"0.821174090599955";"1046"
"649";"toxique";"-0.302142889776744";"-0.618146547727297";"0.821174090599955";"1047"
"650";"douleur";"-0.343318958862857";"-0.313180096387283";"0.821174090599955";"1048"
"651";"session";"0.210904515907842";"-0.426747190293929";"0.821171975306189";"1049"
"652";"entraîner";"-0.468234136823965";"0.0695167824593795";"0.821052813757358";"1050"
"653";"signe";"-0.0113142718802646";"0.400178507406733";"0.821015443567488";"1051"
"654";"lutter";"-0.369607322640176";"-0.741138757180955";"0.821015443567488";"1052"
"655";"chanteur";"-0.0190224046964579";"0.330457933406145";"0.82099570082567";"1053"
"656";"émotionnel";"-0.390489180413032";"-0.179286948110089";"0.82099570082567";"1054"
"657";"parc";"0.166283828730742";"-0.350259653697327";"0.820796863211644";"1055"
"658";"faune";"0.195574049372293";"-0.083538469700243";"0.820796863211644";"1056"
"659";"ménage";"0.631508383283164";"-0.108819601812216";"0.820779235763592";"1057"
"660";"client";"-0.0178821084469152";"-0.550028314194952";"0.820779235763592";"1058"
"661";"emji_billet_avec_des_ailes";"-0.438498344754691";"0.150319053762856";"0.820779235763592";"1059"
"662";"destiner";"-0.36453756645401";"-0.682941679291796";"0.820779235763592";"1060"
"663";"funiculaire";"-0.357256514547285";"-0.571600191136473";"0.820617768339437";"1061"
"664";"significativement";"-0.270013117094476";"-0.700890854847379";"0.820617768339437";"1062"
"665";"minceur";"-0.335604204415607";"-0.311075862211176";"0.820617768339437";"1064"
"666";"chambre";"0.74104774182692";"-0.353614573389336";"0.820617768339437";"1065"
"667";"inscrire";"-0.0929732507329813";"0.522797855214084";"0.820550078938917";"1067"
"668";"expliquer";"-0.0674158633165722";"0.00274212049813255";"0.820521875022034";"1068"
"669";"porte";"-0.15333848244542";"-0.0796923717928304";"0.820240540951126";"1069"
"670";"valoir";"-0.145049998131557";"0.251744095701388";"0.820234900167749";"1070"
"671";"milan";"-0.552217677737676";"0.932605911852466";"0.820224323698918";"1071"
"672";"débat";"0.300678489650565";"0.451182364982818";"0.820184838215282";"1072"
"673";"achat";"-0.346131337691563";"-0.601540366365264";"0.820130545675282";"1073"
"674";"frais";"-0.153693720530329";"-0.278919807523894";"0.820130545675282";"1074"
"675";"ubs";"-0.361956308414048";"-0.730219333022783";"0.820110097835542";"1075"
"676";"rente";"1.38968839299209";"-0.112920636484607";"0.820110097835542";"1076"
"677";"emji_billet_en_euros";"-0.453544112739689";"0.133360039264584";"0.820110097835542";"1077"
