"";"";"";"";"klaunzer";""
"298";"souffrir";"-0.367888341920415";"-0.232691603528322";"0.834848054602783";"627"
"299";"représentant";"-0.49924029863441";"-0.897170277328375";"0.834640755813693";"629"
"300";"document";"0.120650609159057";"-0.894348723641779";"0.834640755813693";"630"
"301";"emji_explosion";"-0.589981773059811";"-1.32080637005647";"0.83463299973655";"631"
"302";"utiliser";"-0.183555979449594";"-0.674716073754534";"0.83447012211655";"633"
"303";"opération";"-0.450470339205451";"-1.17720087148326";"0.834279040579668";"634"
"304";"état";"-0.374245597759582";"-0.482343326102069";"0.834269169208758";"635"
"305";"riposte";"-0.712753432371436";"-1.93364364492578";"0.834105586490837";"637"
"306";"paramilitaire";"-0.712753432371436";"-1.93364364492578";"0.834105586490837";"638"
"307";"mutuellement";"-0.712753432371436";"-1.93364364492578";"0.834105586490837";"639"
"308";"libanais";"-0.712753432371436";"-1.93364364492578";"0.834105586490837";"640"
"309";"emji_drapeau_soudan";"-0.712753432371436";"-1.93364364492578";"0.834105586490837";"641"
"310";"disparition";"-0.350966617726423";"-1.14607122564268";"0.834023090033954";"642"
"311";"cellule";"-0.273756891141593";"-0.700076945480405";"0.834023090033954";"643"
"312";"dépression";"0.229766625465591";"-0.76689916828276";"0.834023090033954";"644"
"313";"opposition";"-0.461856839015755";"-0.964073640532865";"0.833980784158629";"645"
"314";"enregistrer";"-0.321174322593602";"-0.271622470274642";"0.83397091278772";"646"
"315";"haut";"-0.210155283164343";"0.487431467950934";"0.833939888479149";"647"
"316";"sommeil";"-0.304941147832372";"-0.511567274322239";"0.833908864170577";"648"
"317";"renens";"-0.461335938878549";"-0.364551170603024";"0.833881365351616";"649"
"318";"carac";"-0.460458299764257";"-0.421229675762383";"0.833881365351616";"650"
"319";"sylvestre";"0.433011460729068";"-0.257304340640761";"0.833881365351616";"651"
"320";"nettement";"-0.43666574852039";"-0.411961651624857";"0.833881365351616";"652"
"321";"copenhague";"-0.464721203531825";"-0.356097643393346";"0.833881365351616";"655"
"322";"dépense";"-0.28460736325647";"-0.582716920930692";"0.833881365351616";"656"
"323";"généralement";"-0.286174635550191";"-0.602769605905125";"0.833881365351616";"657"
"324";"jeudi";"-0.55928412402013";"0.139799233796361";"0.833860917511876";"658"
"325";"mbappé";"-1.15284092052136";"4.05385872919052";"0.833844700259668";"659"
"326";"clin";"-1.15284092052136";"4.05385872919052";"0.833844700259668";"660"
"327";"asf";"-1.15284092052136";"4.05385872919052";"0.833844700259668";"661"
"328";"africain";"-1.15284092052136";"4.05385872919052";"0.833844700259668";"662"
"329";"écosser";"-1.15284092052136";"4.05385872919052";"0.833844700259668";"663"
"330";"zélande";"-1.15284092052136";"4.05385872919052";"0.833844700259668";"664"
"331";"schertenleib";"-1.15284092052136";"4.05385872919052";"0.833844700259668";"665"
"332";"dpa";"4.19089916957588";"-0.0524052205792756";"0.833844700259668";"666"
"333";"putzu";"4.19089916957588";"-0.0524052205792756";"0.833844700259668";"669"
"334";"monnet";"4.19089916957588";"-0.0524052205792756";"0.833844700259668";"670"
"335";"merz";"4.19089916957588";"-0.0524052205792756";"0.833844700259668";"671"
"336";"girardin";"4.19089916957588";"-0.0524052205792756";"0.833844700259668";"673"
"337";"gabriele";"4.19089916957588";"-0.0524052205792756";"0.833844700259668";"674"
