"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16"
"chance";1;1;0,388;1;1;1;0,748;1;1;1;1;0,307;1;0;0,642;0,981
"bienne";0;1;0,932;1;1;1;1;1;0,617;1;0,771;0,014;1;1;1;1
"bain";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"aéroport";0;1;1;1;0,451;1;1;1;1;1;0,771;1;1;1;1;0,822
"arbre";0;1;0,002;1;1;1;1;1;0,669;1;0,827;0,223;0,686;1;1;1
"apporter";0,04;0,11;1;1;1;0,093;0,748;1;0,766;0,642;0,929;1;1;1;0,642;0,981
"annuler";0,002;1;1;1;0,185;0,093;1;1;1;1;1;1;1;0,981;0,642;1
"allemand";0,903;1;1;0,07;0,516;1;0,003;1;1;1;1;0,903;1;0,206;0,513;1
"agent";1;0,11;0,065;1;1;0;1;0,595;1;1;0,929;1;1;1;1;0,981
"agence";0,723;0,909;0,806;0,023;1;0,875;1;0,287;1;1;1;1;1;1;0,319;1
"affronter";0,184;0,047;1;1;1;1;1;1;0,617;1;1;1;0,077;0;1;1
"affecter";0;0,499;1;1;1;1;1;0,001;1;1;0,929;0,04;1;1;1;1
"île";1;0;1;1;1;1;1;1;0,669;1;1;0,223;1;1;0,513;1
"trêve";1;0;1;1;0,008;1;1;1;1;1;1;1;0,634;1;1;1
"tirer";0,956;1;0,339;1;0,581;1;0,701;1;1;0,597;1;1;1;0,025;0,147;0,931
"thomas";1;0,975;0,872;1;1;1;0,049;0,347;1;1;1;1;1;0,763;0,062;0,135
"tester";0,956;1;1;1;1;1;1;1;0;1;1;0;0,736;1;1;1
"taxe";1;1;1;0;1;0,072;1;0,533;1;1;0,207;1;1;1;1;1
"syndicat";1;1;1;0,005;0,516;0,053;1;1;1;1;0,172;0,223;1;1;1;0,878
"sortie";1;1;1;1;1;0,875;0,491;1;0,507;1;1;1;1;0,104;0;1
"soirée";0,847;1;1;1;0,088;1;0,065;1;1;1;1;0,847;1;0;1;1
"socialiste";1;1;1;0,461;0,581;0;1;1;1;1;1;0,264;1;1;1;0,931
"sembler";1;1;0,291;1;1;1;1;0,009;0,091;1;1;1;0,686;0,017;1;1
"science";1;1;0,01;1;1;1;1;1;0;1;1;0,723;1;1;0,043;1
"royal";1;1;1;1;0;1;1;0,409;0,071;1;1;1;1;0,169;1;1
"refléter";0,956;1;1;0,461;1;1;0,106;1;1;1;1;0,956;1;1;0;1
"qualification";1;1;0,932;1;1;1;1;1;1;1;1;1;0,077;0;1;1
"père";1;0,331;0,932;1;1;1;0,065;1;0;1;0,771;1;1;0,822;1;0,822
"ps";1;1;1;1;1;0;1;1;1;1;0,879;0,001;1;1;1;1
"propriétaire";1;1;0,003;0;1;1;0;1;1;1;0,879;0,956;1;1;1;1
"potentiel";0,903;1;0,036;1;0,516;1;1;1;0,669;1;1;1;1;0,878;0,115;0,878
"poser";1;1;0,872;0,992;1;0,941;1;0,347;0,563;1;1;1;1;0,135;0,004;1
"plaindre";1;1;0,872;0,992;0,385;0,25;0,547;0,347;1;1;0,005;1;1;1;1;0,763
"peuple";0,847;1;1;1;0,451;0,038;0,6;1;1;1;0,771;0;1;1;1;0,822
"personnalité";1;0,443;1;1;1;0,006;0,701;1;1;1;0,018;0,956;0,736;0,931;1;0,931
"parole";1;0,064;1;0,07;1;0,003;1;1;1;1;1;1;1;1;0,513;0,878
"parallèle";0,956;1;1;1;0,149;1;1;1;0,719;1;0,001;0,956;1;1;0,578;0,931
"outil";1;1;1;1;1;1;1;0;0,114;1;0,879;1;1;1;0,147;1
"officiellement";1;1;0,989;1;1;0;1;1;0,669;1;0,827;0,903;0,686;1;1;0,878
"occuper";1;1;1;1;1;0;1;1;1;1;0,879;0,956;0,736;0,025;1;1
"naissance";0,903;1;0;0,403;1;1;1;1;0,669;1;1;0,903;0,686;1;1;1
"mot";1;1;1;1;1;1;0,065;1;0,002;0,503;1;0,847;1;0,822;0,087;1
"libérer";1;0,047;1;1;0,008;1;0,6;1;0;1;1;1;1;0,822;1;1
"liberté";1;1;1;1;0,259;0,01;0,023;0,229;1;1;1;1;1;1;0,257;1
"kosovo";1;1;1;1;1;0,25;1;1;0,563;1;1;1;0,579;0;1;1
"indépendant";1;1;1;1;1;0;0,701;1;1;0,597;0,879;1;0,736;1;1;0,931
"incident";0,956;0;0,339;1;1;1;1;0;1;1;1;1;1;1;1;1
"illégal";1;0,176;1;0,854;1;1;0,433;0;0,448;1;1;1;1;1;1;1
"gérer";0,956;1;0,339;1;1;1;1;1;0;0,065;1;0,264;1;1;1;1
"frais";0,264;1;1;0;1;1;1;1;1;1;1;0,956;1;0,931;1;0,931
"forêt";0,009;1;0,016;1;1;0,941;1;0,347;1;0,453;1;0,787;1;1;1;0,763
"financement";0,656;1;1;0,186;0,957;1;1;0,021;1;1;0,06;0,656;1;1;1;0,633
"favoriser";0,148;1;0;1;1;1;0;1;0,563;1;1;0,787;1;1;1;1
"exposer";1;1;0,932;0,051;1;1;1;0,072;0,071;1;1;1;1;1;0,087;0,822
"exister";1;1;0,291;1;1;1;1;0,471;0,091;1;0,827;0,001;1;0,878;1;1
"entier";1;1;0,932;1;1;1;0,002;1;1;1;0,14;0,014;1;0,822;0,448;1
"emji_ski";0,956;1;1;0,093;1;1;1;1;1;1;0,001;1;0;1;1;1
"dirigeant";1;1;1;1;0;1;1;1;1;1;1;1;1;0,206;1;1
"david";1;1;1;1;0,791;0,646;0,314;0,753;1;0,244;1;1;1;0,033;0,789;0,489
"conséquence";0,903;1;0;1;0,516;1;1;0,471;0,669;1;0,172;1;1;1;1;0,878
"construire";1;1;1;0,051;1;1;1;1;1;1;0;0,847;1;0,822;1;0,822
"compter";1;1;0,036;1;1;1;0,651;1;0,669;1;0,012;0,223;0,686;0,206;1;0,878
"combat";1;0,008;1;0,461;1;1;1;1;1;1;0,001;1;0,736;0,025;1;1
"clé";1;1;1;0,093;0,149;1;0,106;0,001;1;1;0,879;0,956;1;1;1;1
"club";1;1;1;1;1;1;0,651;1;1;1;1;1;1;0;1;0,878
"chose";1;1;0,932;1;1;0,301;0,6;0,409;0,617;1;0,771;1;1;0;1;1
"choix";1;1;1;0,051;1;1;0,6;1;0,617;1;0,771;0;1;1;1;1
"cancer";0,956;1;1;1;1;1;1;0,533;0;1;1;1;1;1;0,578;0,931
"bureau";0,956;1;0,339;0,009;1;0,072;1;0,125;1;1;1;1;1;1;1;0,931
"bulletin";1;1;1;1;1;0;1;0,989;1;1;1;1;1;1;1;1
"budgétaire";1;1;1;1;0;0,006;1;1;1;1;1;1;1;1;1;0,245
"attribuer";1;0,909;0,806;0,926;0,321;1;1;0,034;1;1;1;0,723;1;1;0,043;1
"arrêt";0,021;1;0,989;0,07;1;0,353;1;0,471;1;1;0,827;0,223;1;1;1;1
"annuel";0,001;1;1;0,07;1;1;1;1;1;1;0,172;0,223;0,686;1;1;0,878
"amende";0,656;0,838;1;0,014;1;1;1;1;1;1;0;1;1;1;1;1
"alémanique";0,264;1;1;1;1;1;1;1;1;1;0,207;0;1;1;0,001;1
"air";0;0,387;0,989;1;1;0,353;1;1;0,669;1;0,827;0,903;1;1;1;0,878
"établissement";0,184;1;0,244;0,003;1;1;1;0,006;1;1;1;0,847;1;1;1;1
"élu";1;1;1;1;0,451;0;1;1;1;1;0,771;1;1;0,169;1;0,169
"vraiment";1;1;0,663;1;0,878;1;1;0,838;1;0,297;1;1;0,018;0,563;0,016;1
"vivant";0,903;0,005;0,291;1;1;0,353;0;1;1;1;1;1;0,686;1;1;1
"visible";0,847;1;0;1;1;1;1;0,409;0,617;1;0,771;1;1;1;1;1
"vieux";0;1;0,663;1;1;1;1;0,838;1;1;1;0,585;0,018;0,563;1;1
"vent";0;0;0,932;1;1;1;1;1;1;1;1;1;0,634;1;1;1
"valider";1;1;1;1;0,008;1;1;1;1;1;0,771;0;1;0,169;1;0,169
"utilisateur";0,847;1;1;1;1;1;1;0;1;0,503;0,771;0,847;1;1;0,087;1
"tiktok";1;1;1;0,992;1;1;1;1;1;1;0,713;1;0,579;0,763;0;1
"supérieur";0,014;1;1;0;1;1;1;0,409;0,617;1;1;0,847;1;1;1;0,822
"suppression";0,184;1;1;0;1;1;1;1;1;0,503;1;0;1;1;1;1
"statistique";0,903;1;0;1;1;1;1;1;1;0,551;1;1;1;1;1;1
"star";1;1;1;0,926;1;0,875;0,491;0,989;1;1;1;1;0,042;0,7;0;1
"srf";1;1;1;0,926;1;1;0;0,989;1;0,402;1;0,114;1;1;1;0,104
"secours";0;0,005;1;1;1;1;0,084;1;0,669;1;0,827;1;1;1;1;1
"second";1;1;1;0,346;0,451;0;0,6;1;1;1;1;1;0,634;1;1;0,822
"score";1;1;1;0,992;1;0,001;1;1;1;1;1;1;0,058;0;1;1
"récent";0,184;0,331;1;1;1;0,002;1;1;0,002;0,503;1;1;1;1;1;1
"risquer";1;1;1;0,001;0,043;0,875;1;0,287;1;1;1;0,723;1;0,7;1;1
"ressource";1;1;0,002;1;1;1;1;0;1;1;0,827;0,223;0,686;1;1;0,878
"représentant";1;1;0,989;1;0;1;0,651;1;1;1;1;0,903;1;1;1;1
"reprise";1;0;1;1;1;1;1;1;1;1;0,771;0,847;0,077;1;1;1
"renoncer";0,847;1;1;0,346;0,088;1;1;1;1;1;0;0,847;0,634;1;1;1
"rencontrer";1;1;0,932;1;0,088;1;0,6;1;0,617;1;0,008;0,847;0,634;0,822;1;1
"quart";0,847;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1
"préoccupation";1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;0,822
"propre";1;0,277;1;0,992;1;0,941;1;1;1;1;1;1;0,579;1;0;1
"prolonger";0;1;1;0,403;1;1;1;1;0,669;0,551;0,827;0,903;0,686;0,206;1;1
"professeur";1;1;1;1;1;1;0,651;0,009;0;1;1;0,903;1;1;1;1
"prestigieux";1;1;1;1;1;1;0,049;1;1;1;0,713;1;0,058;0;1;1
"poursuite";0,787;0,277;1;1;0;1;1;1;1;1;0,713;1;0,579;1;1;1
"phase";0,787;0,032;1;0,291;1;1;1;1;0,001;1;0,713;1;1;0,135;1;1
"partiel";0,903;1;0,989;1;1;0,353;1;0,096;0,669;1;1;0,001;0,686;1;1;1
"partenaire";0,723;1;0,158;1;1;0,875;0;0,989;1;1;0,651;1;0,522;1;1;1
"parlementaire";0,223;1;1;1;0,516;0;1;1;1;1;1;0,903;1;1;1;0,878
"otage";1;0;1;1;1;1;1;1;1;0,402;1;1;1;1;1;1
"odermatt";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"ménage";1;1;0,158;0;1;1;1;1;1;0,018;1;0,723;1;1;1;1
"montagne";0;1;0,932;1;1;1;0,065;1;0,617;1;1;1;0,077;1;1;0,822
"minimum";1;1;1;0;1;1;1;1;1;1;1;0;1;0,822;1;1
"mineur";1;1;0,2;0,992;0,063;1;1;0,051;0,563;1;0,11;0,787;1;1;1;1
"mai";1;1;0,2;1;1;0,25;0,547;1;1;1;0,11;0,148;0,579;0,763;1;1
"journal";1;1;1;0,291;1;1;0;1;1;0,453;0,11;0,787;1;0,135;1;0,763
"introduire";0,184;1;0,932;1;1;1;0,6;1;1;1;0,14;0;1;1;0,448;0,822
"installation";0;0,387;1;0,403;1;1;0,084;1;1;1;1;1;1;1;1;0,206
"innovation";1;1;0,583;1;1;0,08;1;1;1;1;0,447;0,509;1;1;0;1
"influencer";1;1;0,025;1;1;1;1;1;0;1;0,14;0,847;0,634;1;1;1
"hommage";1;1;1;1;0,516;1;0,651;1;1;1;1;0,903;0,686;0,206;0;1
"hans";1;1;1;1;1;0,728;0,374;0,838;1;1;1;1;0,402;1;0,198;0
"fuite";1;0;0,872;1;1;0,941;1;1;1;1;1;0,787;1;1;1;0,763
"festival";1;1;1;0,854;0,957;1;0,433;1;1;1;0,587;1;1;1;0;1
"emji_sapin_de_noël";0,044;1;1;1;1;1;1;1;1;1;0,032;1;0,016;1;1;1
"emji_bulle_de_parole";1;1;1;1;1;1;0,003;1;1;1;0,827;1;0,004;0;1;1
"effort";0,903;1;0,291;1;0,116;0,353;0,651;0;1;1;1;1;1;1;1;1
"déterminer";0,001;1;1;1;1;0,353;1;0,471;1;0,05;1;1;1;1;1;0,017
"document";1;1;0,291;1;0;1;1;1;0,669;1;1;1;1;1;1;0,206
"disputer";1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1
"disposer";0,787;1;0,872;0,002;1;0,25;1;1;1;0,453;1;1;1;0,135;1;1
"différent";1;1;1;1;1;1;0,6;1;0,617;1;0,771;0,184;0,077;0,822;0,448;1
"diffuser";1;1;0,989;1;0,013;1;1;1;1;1;0,827;1;1;0,878;0,001;1
"courir";0,903;1;1;1;0,516;1;0,651;0,471;1;1;1;0,223;0,099;0,206;0,513;1
"constater";0,903;1;0,291;0,403;1;0,053;1;1;0,091;1;1;0,903;1;1;1;0,878
"confier";0,223;1;0,002;1;1;1;1;0,471;0,669;1;0,827;1;0,686;0,878;0,513;1
"condamner";1;0,391;1;1;0,031;0;1;1;1;1;1;1;1;1;1;1
"compétence";1;1;0;1;1;1;1;0,471;0,669;1;0;1;1;1;1;0,878
"commercial";0,847;1;1;1;0;1;0,6;1;1;1;0,771;1;1;1;0,448;1
"circuler";0;1;1;0,346;1;1;1;1;1;1;1;0,014;1;1;1;1
"championnat";1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1
"chambre";1;1;1;1;0;0,301;1;1;1;0;1;0,847;1;1;1;1
"candidat";1;1;0,872;1;1;0;1;1;0,563;1;1;1;1;1;1;1
"caméra";0,787;1;0,872;0;1;0,941;1;1;1;1;1;0,787;0,579;1;1;0,763
"cadeau";1;1;0,872;0;0,385;1;1;0,347;1;1;0,713;1;0,579;0,763;1;1
"benjamin";0;0,047;1;1;1;1;1;1;1;1;1;1;0,634;0,822;1;1
"avril";0,014;0,047;1;1;0,008;0,301;1;1;1;1;0,771;1;1;1;1;1
"avion";0,847;1;1;0,346;1;1;0,6;1;1;1;0;1;1;1;0,087;0,822
"avancé";0,903;1;0,036;1;1;1;0,084;0,471;0,669;1;0,827;0,903;1;1;0,115;1
"australien";1;0;1;1;1;1;1;0,917;1;1;0,587;1;0,029;0,633;0,954;1
"attirer";0,509;0,677;1;0,098;1;1;1;0,753;1;1;1;1;1;1;0;1
"assurance";1;1;1;0;1;1;1;0,409;1;1;0,14;0,847;1;1;1;0,822
"approcher";0,903;1;0,291;1;1;1;0,651;1;0,669;0,05;0,172;1;1;1;0,115;0,878
"amateur";0,005;1;1;1;1;1;0,035;1;1;1;1;1;0,042;0,7;0,002;1
"actif";0,847;1;1;1;1;1;0,6;0,072;0,002;0,503;0,771;0,014;1;1;1;1
"équiper";1;1;0,244;0;1;1;0,6;1;0,002;1;0,771;1;1;1;1;1
"éliminer";1;0,909;0,806;1;1;1;1;0,034;0,507;1;1;1;0,522;0;1;0,7
"zoo";1;1;0;1;1;1;1;0,838;1;1;1;1;1;1;1;0,563
"voisin";0,787;0,277;0,872;1;1;1;0,049;1;1;1;1;0;1;1;1;0,763
"vd";0;1;1;0,926;1;0,875;1;0,989;1;1;0,651;1;0,522;1;1;1
"usage";1;1;0,244;1;1;1;1;1;0,617;0,503;0,14;1;1;1;0,087;0,822
"trouble";0,787;0,975;1;1;1;1;0,547;0,003;0;1;1;1;1;1;1;1
"tarif";1;1;1;0;1;1;1;1;1;1;1;1;1;0,007;1;0,763
"sélection";1;1;1;1;1;1;1;1;1;1;1;0,787;1;0;0,383;1
"stress";1;1;0,806;1;1;1;1;0,002;0;1;1;1;1;1;1;0,7
"st";0,005;1;0,806;0,926;1;1;1;1;1;0,402;1;0,114;0,522;0,104;1;1
"sommet";1;1;1;1;0;1;0;1;1;1;1;1;0,522;0,7;1;1
"sol";1;0;1;0,926;1;1;1;0,989;0,507;1;1;1;0,001;1;1;1
"simple";1;1;0,872;0,992;1;1;1;0,051;0;1;1;1;1;0,763;1;0,763
"significatif";0;1;1;1;0,451;1;1;0,072;0,617;1;1;0,847;1;1;1;0,822
"signature";1;0,975;1;1;0,385;0,25;1;1;1;0,453;0,713;0,009;1;1;1;0,763
"servir";1;1;0,872;0,992;0,385;1;1;1;0,563;1;1;0,787;1;0,007;1;0,135
"résidence";1;0,012;1;0,854;0,001;0,804;0,433;1;1;0,35;1;1;1;1;1;1
"réserver";1;1;1;0;1;1;1;1;1;1;0,713;0;1;1;1;0,763
"règle";1;0,838;0,737;0,014;1;0,804;1;1;1;1;1;0;1;0,633;1;1
"royaume";1;1;1;1;0,088;1;1;0,409;1;1;0,771;1;0,634;0,169;0,008;1
"retirer";1;1;0,737;1;0,957;0,804;0,433;0,917;0,448;1;0;1;1;1;0,954;1
"responsabilité";1;1;0,001;1;1;1;1;1;0;0,503;1;0,184;1;1;1;1
"rassembler";1;0,277;1;1;0;1;0,547;1;1;1;1;0,787;1;1;0,062;1
"rapidement";0,787;0,277;0,872;0,992;1;0,941;1;0,051;1;0,453;1;1;0,579;0,135;1;1
"proposition";1;1;1;0,346;0,088;0,038;1;1;0,617;1;1;0,847;1;1;0,448;0,822
"pro";1;0;1;1;1;1;0,6;1;1;1;1;0,847;1;1;1;1
"polémique";1;1;1;1;1;0,115;1;0,838;1;1;1;0,585;1;0,052;0;1
"photographe";0,585;1;1;1;1;1;0,014;1;1;1;1;1;1;1;0;1
"payer";1;1;1;0;0,385;0,941;1;1;0,563;1;1;1;1;1;1;1
"olympique";0,723;1;1;1;1;1;1;1;1;1;1;1;0;0,7;1;1
"obligation";1;1;0,872;0,035;1;0,941;1;0,347;1;1;0,713;0;1;1;1;1
"numéro";0,787;1;1;1;1;1;0,547;1;1;1;0,713;0,009;1;0;1;1
"numérique";1;1;1;0,237;1;0,875;1;0,034;0,507;0,402;0,651;0,723;1;1;1;0,7
"municipal";1;0,047;1;1;1;0;1;1;1;1;0,008;1;1;1;1;1
"montant";1;1;1;0;1;1;1;1;0,507;1;0,651;1;1;1;1;0,7
"mission";1;0,047;1;1;1;1;1;1;1;0,503;0;1;1;1;0;1
"matche";1;1;1;1;1;1;1;1;1;1;1;1;0,579;0;1;1
"magazine";1;1;1;0,776;0,878;1;0,374;1;0,388;1;0,518;1;0,402;0,563;0,198;0,563
"lune";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1
"louvre";1;1;1;0;1;1;0,084;1;1;1;1;1;1;1;1;0,171
"londres";1;1;1;0,992;1;1;1;1;1;1;1;1;0;0,135;0;1
"limité";1;1;0,025;0,346;1;1;1;0,409;1;1;0,14;0,014;1;1;1;0,822
"judiciaire";1;1;1;1;0,004;0;1;1;1;1;1;1;1;1;1;0,411
"interne";1;1;1;0,237;0;0,875;1;1;0,507;1;0,651;0,723;0,522;1;1;1
"informer";0,184;1;1;0,051;1;1;1;1;1;1;0,14;0,184;1;0,822;1;0,169
"idéal";1;1;0;1;1;1;1;1;1;1;1;1;1;0,7;0;0,7
"helvétique";1;1;1;1;1;0,941;1;1;0,563;1;1;0,787;0;0,763;1;0,763
"guy";1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0,135
"gall";0;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1
"fêter";1;1;1;1;0,957;1;0,433;1;1;1;1;1;0;0;0,954;1
"frontalier";0,148;0;0,872;0,992;1;1;1;1;1;0,453;1;1;1;1;1;0,763
"fm";1;1;1;0;1;0;1;1;1;1;1;0,585;1;1;1;1
"fermeture";0,787;0,975;1;0,291;1;0,941;0;1;1;1;1;0,787;1;0,763;1;1
"explosif";1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"exception";0,184;1;1;0,346;0,088;1;1;1;1;0,503;0,14;0,847;1;1;1;0,169
"envoyer";1;0,032;0,872;0,992;1;1;1;0,051;0,563;1;1;0,787;1;0,763;0,383;1
"entretien";1;1;0,737;1;0;1;0,433;0,917;0,026;1;1;1;1;0,633;1;1
"emji_train";0;1;1;1;1;1;1;1;1;1;1;0,847;1;1;1;1
"effectuer";0;0,331;1;0,346;1;1;1;1;1;1;0,14;0,847;1;1;1;1
"déployer";0,847;0,047;0,932;1;0,088;1;0,6;0,409;1;1;0,771;1;1;1;0,448;1
"décrocher";1;1;1;1;1;1;1;1;1;1;1;1;0;0,002;0,954;1
"durer";0,847;1;0,244;1;0,451;1;0,6;0,409;1;1;1;1;0,077;0,822;1;1
"drone";1;0;1;1;1;1;1;1;1;1;1;0,723;1;1;1;1
"doute";1;0,225;0,158;1;0,321;1;1;0,287;1;1;1;1;0,042;1;1;0,7
"don";1;0,032;0,2;0,992;0,385;1;1;0,051;1;1;1;1;1;1;1;0,135
"diriger";1;1;1;1;0,008;1;1;1;0,617;1;0,008;0,184;0,634;0,822;0,448;1
"célébrer";1;1;1;1;1;1;1;1;1;1;1;1;0;0,489;0,008;1
"couvrir";1;1;0,872;0,035;1;1;1;1;1;1;0,713;0;1;1;1;0,763
"courant";0,148;0,975;0,872;0,992;1;0,25;0,547;0,051;0,563;1;1;1;1;1;1;1
"consommateur";1;1;1;0;1;1;1;0,347;1;1;1;1;1;1;0,383;0,763
"conduire";1;0;1;1;1;1;1;1;0,071;1;0,771;1;1;1;1;0,822
"coalition";1;1;1;1;1;0;1;1;0,563;0,453;1;0,787;1;1;1;1
"cible";1;0;1;1;1;0,941;0;1;1;1;0,713;1;1;1;1;1
"centrale";0,114;1;0,806;1;1;0,875;0,491;0,287;0,507;1;1;0,723;1;1;1;0,7
"cardiaque";1;1;1;1;1;0,941;0,049;0;0,053;1;1;1;1;1;1;1
"cambriolage";1;1;0,737;0;0,957;1;0,433;1;1;1;0,587;1;1;1;1;0,633
"cacher";1;1;1;1;0,002;0,875;1;1;0,507;0,402;0,651;1;0,522;1;0,043;1
"bébé";1;1;0,016;1;1;1;1;1;0;1;0,713;0,787;1;1;0,383;0,763
"britannique";1;0,909;1;1;0,321;0,875;0,491;0,989;0,038;1;1;1;1;0,7;0,043;1
"bloquer";0,787;0,032;0,872;1;0,063;0,25;1;1;1;1;1;1;1;0,763;1;1
"bientôt";0,723;0,909;1;0,237;1;0,875;1;0,287;0,507;1;0,651;1;1;0,7;0,319;1
"autoriser";1;0;1;1;0,008;1;1;1;1;1;1;0,847;1;1;1;1
"au_delà";0,847;0,331;1;1;1;1;1;1;0,617;1;0,771;0,847;0,077;1;0,087;0,822
"administration";1;1;1;0,023;0;1;1;0,034;1;1;1;1;1;1;1;1
"3e";1;1;1;1;1;1;1;1;1;1;1;1;0;0,012;1;1
"2e";0,787;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1
"étudier";1;0,909;0,158;1;1;0,875;1;0,287;0;1;0,651;0,723;1;1;1;0,7
"écouter";1;1;1;0,854;1;0,156;1;1;1;0,012;1;1;1;1;0;1
"yodel";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"vitesse";0;1;0,872;1;1;1;1;1;1;1;0,713;0,787;0,001;1;1;1
"version";1;1;1;1;1;0,941;1;1;1;1;0,713;0,787;1;0,763;0;1
"univers";1;1;1;1;1;1;0,023;1;1;1;1;1;1;0,633;0;1
"transférer";1;0,909;0,01;0,926;1;0,875;1;0,989;1;1;1;0,005;1;1;1;0,104
"trace";0,723;1;0;1;0,321;1;1;0,989;0,507;1;1;1;0,522;0,7;1;1
"tournée";0,723;1;1;0,926;1;0,201;1;1;1;1;1;1;1;0,104;0;1
"tournoi";1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1
"tenue";0,723;0,909;0,806;1;0;1;0,491;1;1;1;1;0,723;0,522;1;1;1
"technologie";0,059;1;1;0,776;0,878;0,728;0,374;0,838;1;1;0,518;1;1;1;0,198;1
"syrie";1;0,975;1;1;0;0,25;0,001;1;1;1;1;1;1;1;1;1
"symbole";1;1;1;1;0,385;0,25;0,001;1;1;1;1;1;0,058;0,763;0,383;0,763
"streaming";1;1;1;0,14;0,878;1;1;0,838;1;1;1;1;1;1;0;1
"spectacle";1;1;1;1;1;1;0,193;0,05;1;1;0,297;1;1;0,331;0,059;1
"soudan";0,787;0;0,872;1;0,385;0,941;1;0,347;1;1;1;1;1;1;1;1
"sondage";1;1;0,2;0;1;0,25;1;1;1;1;1;0,009;1;1;1;0,763
"signe";1;1;1;1;1;0,201;1;1;1;0,402;0;0,723;0,522;0,7;1;1
"signaler";0,114;0,021;0,01;1;1;0,201;1;0,989;1;0,402;1;1;1;1;1;1
"schneider";1;1;1;1;1;0,941;1;1;1;1;1;0,787;0;1;1;0
"réserve";0,787;0,975;1;1;1;0,941;1;0,347;0,563;1;0,005;0,787;0,579;1;1;1
"réjouir";1;1;0,12;1;0,957;1;0,023;1;1;1;1;0,085;0,029;0,633;0,954;1
"romands";0,148;1;0,2;1;1;0,941;1;0,003;0,563;0,453;1;1;1;0,763;1;1
"romain";1;1;1;1;1;1;0;1;0,026;1;0,587;0,656;1;0,633;0,027;1
"relier";0;1;1;1;1;1;0,491;1;1;0,402;1;1;1;1;1;1
"relancer";1;0,131;0,663;0,14;0,016;1;1;1;1;1;1;0,585;1;1;0,875;1
"recul";0,787;1;0,872;0;1;1;1;0,347;1;1;1;0,787;1;1;1;1
"recueillir";1;0,975;0;1;1;0,25;1;1;1;1;1;0,148;1;1;1;1
"recenser";1;0,277;0,016;0;1;0,941;1;1;1;1;1;1;1;1;1;1
"radio";1;0,225;1;0,023;1;0;1;1;1;0,402;1;1;1;1;1;1
"publication";1;1;0,016;0,992;0,063;0,026;1;1;1;1;0,713;0,787;1;1;1;1
"provenir";1;1;0,12;0,186;1;1;0,433;0,917;1;1;0,06;0,085;1;0,633;1;1
"promouvoir";1;1;1;1;1;0,875;0;1;1;1;1;1;0,522;1;1;0,104
"producteur";1;1;1;0,776;0,878;1;0,374;1;0,388;1;0,518;0,585;0,402;1;0,016;1
"printemps";0;1;1;0,291;1;0,941;0,547;1;0,563;1;1;0,787;1;0,763;1;0,135
"principalement";1;1;0,872;0,992;1;1;1;0;1;0,453;0,11;1;1;1;1;1
"potentiellement";1;0,001;1;1;0,321;1;1;1;0;1;1;1;1;1;1;0,7
"possibilité";1;1;0,663;1;0,016;0,728;1;1;0,388;1;0,041;0,585;1;1;1;0,563
"percevoir";1;1;0,2;0,002;1;1;0,547;1;0,563;1;1;0,148;1;1;1;0,135
"passager";0;1;0,737;0,854;1;1;1;0,917;0,448;1;0,587;1;1;1;1;1
"of";0,656;0,838;1;1;0,957;1;0,023;1;1;1;1;1;0,029;0,076;0,257;1
"nobel";1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0,25
"méthode";1;1;1;1;0,957;1;1;0;1;1;1;1;1;1;0,027;1
"modifier";1;1;0,872;1;1;0,941;1;1;0;1;0,713;0,148;1;0,763;1;0,763
"mental";1;1;1;1;1;1;1;0;0;1;1;1;0,522;1;1;1
"matériel";0,723;0,021;0,806;0,926;0,321;0,875;0,491;0,989;1;1;1;1;1;1;1;1
"matinal";0;0,225;1;1;1;0,201;0,491;1;1;0,402;0,651;1;0,522;1;1;1
"magasin";1;1;1;0;1;0,115;1;1;1;1;1;0,585;1;1;1;1
"lara";1;1;1;1;1;1;1;1;1;1;1;1;0;0,763;1;1
"irlande";1;1;1;1;1;0,875;1;1;1;1;1;1;1;0;1;1
"humanité";1;0;0,806;1;1;0,875;0,491;1;1;0,402;1;1;1;1;1;0,7
"horaire";0;1;0,872;0,291;1;1;1;1;1;1;1;1;1;1;1;0,763
"génération";0,723;1;0,158;1;1;1;0,491;1;1;1;0,651;1;1;1;0;1
"gut";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"grippe";0,723;1;0;0,237;1;1;1;0,989;1;1;0,651;1;1;1;1;1
