"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16"
"proie";1;1;1;1;1;1;1;1;0;1;1;0,044;1;1;1;1
"progressiste";1;1;1;1;0;1;1;1;1;1;1;0,044;1;1;1;1
"progressif";0,044;1;1;1;1;1;1;1;1;0,007;1;0,044;1;1;1;1
"profondément";1;1;1;1;0,128;1;0,013;1;1;1;1;1;1;1;0,127;1
"problématique";1;1;1;0,093;1;1;1;0,113;0,015;1;1;1;1;1;1;1
"probable";0;1;1;1;1;1;1;1;0,045;1;0,082;1;1;1;1;1
"priver";1;0,088;1;0,093;1;1;1;0,113;1;1;1;1;1;1;1;1
"primaire";1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1
"prier";1;1;1;1;1;0,079;1;0,113;1;0,007;1;1;1;1;1;1
"pratiquant";0,106;1;1;0,001;1;1;1;1;1;1;1;1;1;1;0,242;1
"posthume";1;1;1;1;0;1;1;1;1;1;1;1;1;1;0,127;1
"portugais";1;1;0,137;1;0,244;1;1;1;1;1;1;0,106;1;0,098;1;1
"porteur";1;1;0;1;1;1;0,013;1;1;1;1;1;1;1;1;1
"popularité";1;1;1;1;1;1;1;1;0,045;1;0,082;1;1;1;0,003;1
"plafond";1;1;1;0,19;1;1;1;1;1;1;0,082;1;1;0,098;1;0,098
"philipp";1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;0
"pharmaceutique";1;1;1;0,001;0,003;1;1;1;1;1;1;1;1;1;1;1
"pesticide";1;1;1;1;1;1;1;0,002;0,045;1;0,082;1;1;1;1;1
"peser";1;1;1;0,001;1;0,166;1;1;1;1;1;0,106;1;1;1;1
"persistant";1;1;1;0,001;0,244;0,166;1;1;1;1;1;1;1;1;1;1
"penalty";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"peinture";0,106;1;1;0,19;1;1;1;0,002;1;1;1;1;1;1;1;1
"pcsi";1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"payerne";1;1;1;0,001;1;1;1;1;1;1;1;1;0,048;1;1;0,098
"passionner";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"passeport";1;1;0,137;1;1;0,166;1;1;1;1;1;0,106;1;1;0,242;1
"paramilitaire";1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"panorama";1;1;1;1;0,244;1;0,041;1;1;1;1;1;1;1;0,003;1
"pakistanais";1;0,182;1;1;0,003;1;1;1;1;1;1;0,106;1;1;1;1
"opérationnel";0,106;0,182;1;1;0,244;1;1;1;1;1;1;0,106;1;1;1;1
"opposé";1;1;1;1;0,003;0,166;1;1;1;1;1;0,106;1;1;1;1
"one";1;0,182;1;1;1;1;1;1;1;1;1;1;0,048;1;0,003;1
"onde";1;1;1;0,093;1;1;1;1;1;1;0,032;1;1;1;1;0,04
"ocde";1;1;0,062;1;1;1;1;1;0,015;1;1;0,044;1;1;1;1
"obésité";1;1;0,137;1;1;1;1;1;0;1;1;1;1;1;1;1
"obus";0,106;0,182;1;1;1;1;1;0,222;0,045;1;1;1;1;1;1;1
"népalais";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"négocier";1;0,001;1;1;0,003;1;1;1;1;1;1;1;1;1;1;1
"nouveauté";0;1;1;0,093;1;1;1;1;1;1;1;1;1;1;1;1
"nourrir";1;1;0,137;1;1;1;1;1;0,045;1;1;1;1;1;0,242;0,098
"noter";1;1;1;1;1;1;1;0,222;1;1;1;0;1;1;0,242;1
"nippon";1;1;1;1;1;1;1;1;1;1;1;1;0,016;0,04;0,127;1
"nick";1;1;1;1;0,128;1;1;1;1;1;1;1;0,016;1;0,127;1
"nez";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,04
"new_yorkais";1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"neurologique";1;1;1;0,19;1;1;0,041;0,222;0,045;1;1;1;1;1;1;1
"nemo";1;1;1;1;1;0,001;1;1;1;1;1;1;0,048;1;0,242;1
"nebel";1;1;1;1;1;1;1;1;1;1;1;0,106;1;1;1;0
"ndoye";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"navire";1;0,088;1;1;0,128;1;1;1;1;1;1;1;1;1;0,127;1
"navarro";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"naturellement";1;1;0,137;1;1;1;1;0,222;1;1;0,082;0,106;1;1;1;1
"naturalisation";1;1;0,137;1;1;0,001;1;1;1;1;1;1;1;1;1;0,098
"nationaliste";1;1;1;1;1;0;1;1;1;1;1;1;1;1;0,242;1
"métro";0,106;1;1;0,19;1;1;1;1;0,045;1;1;1;1;1;1;0,098
"mélodie";1;1;1;1;1;1;1;1;1;1;1;0,106;1;1;0;1
"mystérieux";1;0,088;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"mystère";1;0,088;0,062;1;1;1;0,013;1;1;1;1;1;1;1;1;1
"mutuellement";1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"multiple";1;0,182;1;1;1;0,001;1;1;1;1;0,082;1;1;1;1;1
"mountain";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"moule";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"moto";1;0;1;1;1;1;0,041;1;1;1;1;1;1;1;1;1
"mortel";1;0,001;0;1;1;1;1;1;1;1;1;1;1;1;1;1
"montage";1;1;1;1;0;1;1;1;1;1;0,032;1;1;1;1;1
"monney";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"moisson";1;0,088;0,062;1;1;1;1;0,113;1;1;1;1;1;1;1;1
"modeste";1;1;1;1;1;1;1;1;1;0,007;1;1;1;0;1;1
"modalité";1;1;1;1;0,244;0,166;0,041;1;1;1;0,082;1;1;1;1;1
"minutieux";1;1;0,062;1;1;0,079;1;1;1;1;1;1;1;1;0,127;1
"mini";0,106;0,182;1;0,19;1;1;1;1;1;1;0,082;1;1;1;1;1
"minceur";1;1;0;1;1;1;1;1;1;1;1;1;1;1;0,242;1
"mike";1;1;1;1;0;1;0,013;1;1;1;1;1;1;1;1;1
"migros";0;0,182;1;0,19;1;1;1;1;1;1;1;1;1;1;1;1
"migration";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"microbiome";1;1;1;1;1;1;1;0;0,015;1;1;1;1;1;1;1
"michel";1;1;0,062;1;1;1;0,013;1;1;1;1;1;1;1;1;0,04
"mi_octobre";0,106;1;1;1;1;1;1;1;1;1;1;1;0,048;0;1;1
"meyer";1;1;1;1;1;1;1;0,222;1;1;0,082;0;1;1;1;1
"meurtrier";1;0,001;1;1;1;0,166;1;0,222;1;1;1;1;1;1;1;1
"mettler";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1
"meta";1;1;1;0,19;1;1;1;0,222;1;1;1;1;1;1;0,003;1
"mer";1;0,088;1;1;1;1;1;1;1;1;1;1;1;1;0,127;0,04
"mentionner";1;1;0,137;1;1;0,166;1;1;1;1;1;0;1;1;1;1
"mbappé";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"maîtriser";1;0,182;1;1;1;0,166;1;1;1;1;0,082;1;1;1;0,242;1
"maximum";1;1;1;0,19;0,244;0,166;1;1;1;1;1;1;1;0,098;1;1
"mattea";1;1;1;1;1;1;1;0,222;1;1;0,082;0;1;1;1;1
"maternel";1;1;1;1;1;1;1;0,002;0;1;1;1;1;1;1;1
"massimo";1;1;1;1;1;1;0,013;1;1;1;1;1;1;1;1;0
"marvel";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"mariah";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"marchandise";1;1;1;0,19;1;1;1;1;1;1;0;0,106;1;1;1;1
"manoeuvre";1;1;1;1;0,244;1;1;1;1;1;1;0;1;1;1;0,098
"manche";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"malaisie";1;1;1;1;0,003;0,166;1;0,222;1;1;1;1;1;1;1;1
"lâcher";1;1;1;1;1;1;1;1;0;1;1;1;1;0,098;0,242;1
"lux";1;1;1;1;1;1;1;1;0,015;1;1;1;1;1;0;1
"lunaire";1;1;0,137;1;1;1;1;1;1;1;1;1;1;0,098;0,003;1
"lugano";1;0,182;0,137;1;1;1;1;1;1;1;1;1;1;0;1;1
"licencier";1;1;1;0,19;0,244;1;1;0,222;1;1;1;1;1;1;0,242;1
"librement";1;1;1;1;1;0,001;1;0,222;1;1;1;0,106;1;1;1;1
"libanais";1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"lehmann";1;1;0,062;1;1;1;0,013;1;1;1;1;1;1;0,04;1;1
"lee";1;1;1;1;0,128;1;1;1;1;0,007;1;1;1;1;0,127;1
"league";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"lapin";1;1;0;1;1;1;1;1;1;1;0,032;1;1;1;1;1
"lago";1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"lacune";1;1;1;0,001;1;1;1;1;1;1;1;0;1;1;1;1
"kyrgios";1;1;1;1;1;1;1;1;1;1;1;1;0,048;0;1;1
"kosovars";1;1;1;1;0,244;0,001;1;1;1;1;1;1;1;0,098;1;1
"king";1;1;1;1;0,003;1;0,041;1;1;1;1;1;1;0,098;1;1
"kg";1;1;1;0,19;1;1;0,041;1;1;1;1;1;1;1;0,003;1
"keller";1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"kast";1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"karin";1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"justin";1;1;1;1;1;1;1;1;1;0,025;1;1;0;1;1;1
"ju";0,106;1;1;0,19;1;1;0,041;1;0,045;1;1;1;1;1;1;1
"josé";1;0,182;0,137;1;1;0,001;1;1;1;1;1;1;1;1;1;1
"joseph";1;0;1;1;1;1;1;1;1;1;1;1;1;1;0,127;1
"joie";1;1;0,137;1;1;1;0;1;1;1;0,082;1;1;1;1;1
"jetten";1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"jamaïcain";1;0;1;1;0,244;1;1;1;1;1;1;1;1;1;1;1
"jacqueline";1;0,088;1;1;0,128;0,079;1;1;1;1;1;1;1;1;1;1
"jacob";1;1;1;1;0;0,079;1;1;1;1;1;1;1;1;1;1
"istanbul";1;0,182;0,137;1;0,244;1;1;1;1;1;1;1;1;1;0,242;1
"iran";0,106;1;1;1;1;0,166;1;1;1;1;1;1;1;0;1;1
"ir90";0;1;1;1;1;1;1;1;1;0,025;1;1;1;1;1;1
"inégalité";1;1;1;0,093;0,128;1;1;1;1;1;1;0,044;1;1;1;1
"invité";0,106;1;1;1;0,244;1;1;1;1;1;0,082;1;1;1;1;0,098
"inverse";0,106;1;0,137;1;1;1;1;1;0,045;1;0,082;1;1;1;1;1
"intéresser";1;1;1;1;0;1;1;1;1;1;1;1;1;1;0,127;1
"intégration";1;1;1;1;1;1;1;1;0,045;1;0,082;0;1;1;1;1
"intime";1;1;0,062;1;1;1;1;1;0,015;1;1;1;1;1;0,127;1
"intermédiaire";1;1;1;1;0,128;0;1;1;1;1;1;1;1;1;1;1
"interaction";1;1;1;1;1;1;1;0,222;0;1;1;1;1;1;1;1
"insuffisant";1;0,182;1;1;1;0,166;1;0,222;1;1;1;1;1;1;1;0,098
"instruction";1;1;1;1;0,244;0,166;1;1;1;0,025;1;1;1;1;1;0,098
"inquiétant";1;0,182;1;1;1;1;1;0,002;1;1;1;1;1;1;1;0,098
"innovantes";1;1;1;0,19;1;1;1;0,222;1;1;1;0,106;1;1;0,242;1
"influent";1;1;1;1;0,003;1;0,041;1;1;1;1;1;1;1;0,242;1
"influenceur";1;0,088;1;1;0,128;1;1;1;1;1;0,032;1;1;1;1;1
"indonésie";1;0,001;1;1;1;1;1;0,222;1;1;1;1;1;0,098;1;1
"inclusif";1;1;1;1;1;1;1;0,113;1;1;1;1;1;1;0;1
"incarné";1;1;1;1;0,244;1;1;1;1;1;1;1;1;1;0;1
"importer";1;1;1;1;1;1;1;0,222;1;1;1;0,106;1;1;0,242;0,098
"impactant";0;1;1;0,19;1;1;1;1;1;1;1;0,106;1;1;1;1
"immortaliser";0,044;1;0,062;1;1;1;1;1;1;1;1;1;1;1;0,127;1
"immobilier";1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0,098
"immersive";1;1;1;1;1;1;0,041;1;1;1;1;1;1;1;0;1
"immersion";1;1;1;1;1;1;0,013;0,113;1;1;1;1;0,016;1;1;1
"ignorer";1;1;0,062;1;1;0,079;1;1;1;1;0,032;1;1;1;1;1
"ignazio";1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"identification";1;0,182;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"hésiter";1;0,182;1;0,19;1;1;0,041;0,222;1;1;1;1;1;1;1;1
"héberger";1;0,182;1;1;1;1;1;1;1;1;1;0,106;1;1;0,242;0,098
"hypothèse";1;1;1;0,093;1;1;0,013;1;1;1;1;1;1;1;0,127;1
"huître";0,044;1;1;0,093;1;1;1;1;1;1;0,032;1;1;1;1;1
"hostilité";1;0,182;1;1;0,003;0,166;1;1;1;1;1;1;1;1;1;1
"hostile";1;1;1;1;0,244;0,001;1;0,222;1;1;1;1;1;1;1;1
"horreur";1;1;1;1;1;1;1;1;1;1;1;1;0,016;1;0;1
"hormone";1;1;1;1;1;1;1;0,002;0;1;1;1;1;1;1;1
"hormonal";1;1;0,062;1;1;1;1;1;0;1;1;1;1;1;1;1
"horizon";1;1;0,137;0,19;1;0,166;1;1;0,045;1;1;1;1;1;1;1
"harris";1;1;1;1;0,128;0,079;0,013;1;1;1;1;1;1;1;1;1
"hambourg";0;1;1;1;1;1;1;1;1;1;0,082;1;1;0,098;1;1
"hall";1;1;1;0,19;0,244;1;1;1;1;1;1;1;1;0,098;0,242;1
"habituel";0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,242;0,098
"gérardin";1;1;1;1;1;1;1;0,222;1;1;1;1;0,048;1;0,003;1
"générationnel";0,106;1;1;1;1;1;1;1;0,045;1;1;1;1;1;0,003;1
"généralisé";1;1;1;1;1;1;0,041;0;1;1;1;1;1;1;1;1
"guitariste";1;1;1;1;1;1;0;1;1;1;1;1;1;1;0,003;1
"grèce";1;1;1;1;1;1;1;0,222;1;1;0,082;1;0;1;1;1
"gruyère";0,106;1;1;1;1;1;1;0,222;1;1;1;0;1;1;1;1
"grec";0,106;1;1;1;0,244;1;1;0,222;1;1;0,082;1;1;1;1;1
"gratuitement";1;0,182;1;0,001;1;1;1;1;1;1;0,082;1;1;1;1;1
"gratitude";1;1;1;1;0,244;1;0,041;1;1;1;1;1;1;1;0,003;1
"gouverneur";1;0,182;1;1;0,003;0,166;1;1;1;1;1;1;1;1;1;1
"gouvernance";1;1;1;1;0,244;0,001;1;1;1;1;1;0,106;1;1;1;1
"gmt";0,106;0,182;1;1;1;0,166;0,041;1;1;1;1;1;1;1;1;1
"globalement";1;1;0,137;1;1;0,001;1;1;1;1;1;1;1;0,098;1;1
"glissement";1;0,182;0,137;1;0,244;1;1;1;0,045;1;1;1;1;1;1;1
"gifi";1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
"ghana";1;1;1;1;1;1;1;0,113;1;1;1;1;1;0;1;1
"gessler";1;0,182;1;0,19;1;1;1;0,222;1;1;0,082;1;1;1;1;1
"george";1;1;1;1;0,244;1;1;1;1;1;1;1;1;1;0,003;0,098
"ge";1;0,182;1;1;1;0,001;1;1;1;1;1;0,106;1;1;1;1
"galle";1;0,001;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"féminicide";1;1;1;1;1;0,001;1;0,222;1;1;0,082;1;1;1;1;1
"fée";1;1;1;0,001;1;1;0,041;1;1;1;1;1;1;0,098;1;1
"funéraire";0,106;1;1;0,19;1;1;1;1;1;1;1;0,106;1;1;1;0,098
"friday";1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
"fred";1;1;1;1;1;0,001;1;1;1;1;1;1;1;1;0,003;1
"franchise";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"fossé";1;1;1;0;1;1;1;0,113;1;1;1;1;1;1;1;1
"formidable";1;1;1;0,093;1;1;1;1;1;0,007;1;1;0,016;1;1;1
"forfait";1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
"ford";1;1;1;1;1;1;0,013;1;1;1;1;1;1;0,04;0,127;1
"forbes";1;1;0,062;0,093;1;1;0,013;1;1;1;1;1;1;1;1;1
"fontaine";1;1;1;0,001;1;1;0,041;0,222;1;1;1;1;1;1;1;1
"fondue";0,106;1;1;1;1;1;0,041;1;0,045;1;1;1;0,048;1;1;1
"fondateur";0;1;1;1;1;1;0,041;1;1;1;1;1;1;0,098;1;1
"fléau";1;1;1;1;1;1;0,041;0,222;1;1;0,082;0,106;1;1;1;1
"flottille";1;0,001;1;1;0,244;1;1;1;1;1;1;1;1;1;1;0,098
"filmer";0,106;0,182;0,137;1;1;1;1;1;1;1;1;0,106;1;1;1;1
"fervent";1;1;1;1;0,244;1;0,041;1;0,045;1;1;0,106;1;1;1;1
"fer";0;1;1;0,19;1;0,166;1;1;1;1;1;1;1;1;1;1
"fenêtre";1;1;1;1;1;1;1;0,222;0,045;1;1;0,106;1;1;1;0,098
"femelle";1;1;0,137;1;1;1;1;1;1;1;0,082;1;1;1;0,003;1
"façonner";1;1;1;1;1;1;0,041;1;0,045;1;1;1;1;1;0,003;1
"favre";1;1;1;1;1;1;1;1;1;1;0,082;1;1;1;1;0
"favori";1;1;1;1;1;0,166;1;1;1;1;1;1;0,048;0;1;1
"fasciner";1;0,088;1;1;1;1;1;0,113;1;1;1;1;1;1;0,127;1
"fact";1;1;1;1;1;1;1;0,002;1;1;1;1;1;1;0,003;1
"fabricant";1;1;1;1;0,003;1;1;0,222;1;1;1;1;1;1;0,242;1
"extinction";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1
"externe";1;1;1;0,19;0,244;1;1;0,222;1;1;1;0,106;1;1;1;1
"extension";0,044;1;1;1;1;0,079;1;1;1;1;0,032;1;1;1;1;1
"expérimenté";1;1;1;1;1;0,079;0,013;1;1;1;1;1;1;1;0,127;1
"expulsion";1;0,088;1;1;0,128;1;1;0,113;1;1;1;1;1;1;1;1
"expansion";1;1;1;1;1;1;1;0,113;1;0,007;1;1;1;1;0,127;1
"exercer";1;1;1;1;0,244;0,166;1;0,002;1;1;1;1;1;1;1;1
"excuser";1;1;0,062;0,093;1;0,079;1;1;1;1;1;1;1;1;1;1
"exacerber";1;0,182;1;1;0,244;1;1;1;1;1;0,082;1;1;1;0,242;1
"ethnique";1;0,001;1;1;0,244;1;0,041;1;1;1;1;1;1;1;1;1
"estival";0;1;1;0,19;1;1;1;0,222;1;1;1;1;1;1;1;1
"esses";1;1;0,137;0,19;1;1;1;1;1;1;1;0;1;1;1;1
"erratum";1;1;1;0,19;0,244;0,166;1;1;1;1;1;1;1;1;0,242;1
"epfz";1;1;1;1;1;1;1;0,222;0;1;1;0,106;1;1;1;1
"envoi";1;1;1;1;0,128;1;1;0,113;1;1;1;1;1;1;0,127;1
"entraînement";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"entraver";1;1;1;1;0,244;0,166;1;0,222;0,045;1;1;1;1;1;1;1
"enlèvement";1;0,001;1;1;0,244;0,166;1;1;1;1;1;1;1;1;1;1
"enfance";1;1;0,137;1;1;1;1;1;0,045;1;0,082;1;1;1;1;0,098
"enceinte";1;1;0,137;1;1;1;1;1;0,045;1;1;0,106;1;0,098;1;1
"encaisser";1;1;1;1;1;1;1;1;1;1;1;1;0,048;0;1;1
"emprisonner";1;0,088;1;1;0,128;0,079;1;1;1;1;1;1;1;1;1;1
"emparer";0,044;1;1;0,093;0,128;1;1;1;1;1;1;1;1;1;1;1
"emmental";1;1;1;0,093;1;1;1;1;1;1;0,032;0,044;1;1;1;1
"emji_église";1;1;1;1;1;0;0,013;1;1;1;1;1;1;1;1;1
"emji_école";0,106;1;0,137;1;1;1;1;1;1;1;1;0;1;1;1;1
"emji_visage_avec_lunettes_de_soleil";1;1;1;1;1;1;1;0,222;1;1;1;1;0;0,098;1;1
"emji_tête_de_chien";1;1;0,062;0,093;1;1;1;1;1;1;1;1;1;1;0,127;1
"emji_thermomètre";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"emji_t_rex";1;1;0,137;1;1;1;0,041;1;1;1;1;1;1;1;0,003;1
"emji_seringue";1;1;0,137;1;1;1;1;1;0,045;1;0;1;1;1;1;1
"emji_part_de_fromage";1;1;1;0,001;1;1;1;1;1;1;0,082;1;1;0,098;1;1
"emji_pancarte";1;0;1;1;1;0,166;1;1;1;1;1;1;1;1;1;1
"emji_nuage_avec_pluie";0;1;1;1;1;1;1;0,222;1;1;1;1;1;0,098;1;1
"emji_mage_homme";1;1;1;1;1;1;0,041;1;1;1;1;1;1;0;0,242;1
"emji_fourchette_et_couteau_avec_assiette";1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1
"emji_drapeau_syrie";1;0,182;1;1;0,003;1;0,041;1;1;1;1;1;1;1;1;1
"emji_drapeau_soudan";1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"emji_drapeau_italie";1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
"emji_drapeau_espagne";1;1;1;0,093;1;1;1;1;1;1;1;1;1;0,04;0,127;1
"emji_drapeau_corée_du_sud";1;1;1;0,19;0,244;0,166;1;1;1;1;1;1;1;1;0,242;1
"emji_drapeau_chine";1;1;1;1;0,003;1;1;1;0,045;1;0,082;1;1;1;1;1
"emji_colis";1;1;1;0,001;1;1;1;1;1;1;0;1;1;1;1;1
"emji_coeur_brisé";1;1;0,137;1;1;0,166;1;1;1;1;1;1;1;1;0,003;1
"emji_bouclier";1;1;1;1;1;1;1;1;0,045;1;0;0,106;1;1;1;1
"emji_arbre_à_feuilles_caduques";0,106;0,182;1;1;0,244;1;1;1;1;1;1;0,106;1;1;1;1
"emji_ampoule";1;1;0;0,093;1;1;1;1;1;1;1;1;1;1;1;1
"emji_adn";1;1;0,137;1;1;1;1;1;0;1;1;1;1;1;1;1
"eliot";1;1;1;1;1;1;1;0,113;1;1;1;1;1;1;0;1
"effraction";1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
"efforcer";1;1;1;1;0,128;1;1;1;1;1;1;0,044;1;1;1;0,04
"effondrer";1;0,182;0,137;1;1;0,166;1;1;1;1;0,082;1;1;1;1;1
"détruire";1;0;1;1;1;1;1;1;0,045;1;1;1;1;1;1;1
"détourner";0,106;1;1;0,19;1;1;1;0,002;1;1;1;1;1;1;1;1
"détenteur";1;1;0;0,19;1;1;1;0,222;1;1;1;1;1;1;1;1
"détacher";1;1;1;1;1;1;0,041;0,002;1;1;1;1;0,048;1;1;1
"déséquilibre";1;1;1;1;1;1;1;1;0,045;1;0,082;0;1;1;1;1
"désescalade";1;1;1;0,19;1;0,166;1;1;1;1;1;1;1;1;1;0
"désactiver";1;1;1;1;0,244;1;1;0,222;1;1;1;1;1;1;0,003;1
"dériver";1;1;1;1;1;1;1;0,113;1;1;0,032;1;1;1;0,127;1
"dépenser";0,106;1;0,137;0,19;1;1;1;0,222;1;1;1;1;1;1;1;1
"démontrer";1;1;1;1;1;1;0,041;1;0;1;1;0,106;1;1;1;1
"démarrer";0,106;0,182;1;1;0,244;1;1;1;1;1;1;0,106;1;1;1;1
"délit";0,106;1;1;1;0,003;1;1;1;1;1;0,082;1;1;1;1;1
"délinquant";1;1;0,137;1;0,244;1;1;1;0;1;1;1;1;1;1;1
"découper";1;1;0,062;0,093;1;1;1;1;0,015;1;1;1;1;1;1;1
"décevoir";1;1;1;0,19;0,003;1;1;1;1;1;1;1;1;1;0,242;1
"duel";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"doter";1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0
"doré";1;1;0,137;1;0,003;1;1;1;1;1;1;1;1;1;0,242;1
"dominique";1;1;1;1;1;1;0,013;1;1;1;1;1;0,016;1;1;0,04
"documenter";1;1;1;1;1;1;0;0,222;1;1;0,082;1;1;1;1;1
"djihadiste";1;1;1;1;0;1;1;0,222;1;1;1;1;1;1;1;1
"district";1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"distribution";1;1;1;0,19;1;1;1;1;1;1;0,082;0,106;1;1;0,242;1
"diplomatie";1;0,001;1;1;0,244;1;1;1;1;1;1;1;1;1;0,242;1
"dimension";1;1;1;1;0,244;1;1;0,222;1;1;1;1;1;1;0,003;1
"différend";0,106;0,182;0,137;0,19;1;1;1;1;1;1;1;1;1;1;1;1
"diffuseur";1;1;1;1;1;0,166;1;1;1;1;1;1;1;0,098;0,003;1
"dieu";0,106;1;1;1;0,244;1;0,041;1;1;0,025;1;1;1;1;1;1
"diamètre";0,044;1;1;0,093;1;1;1;1;1;1;1;1;1;1;0,127;1
"diagnostiquer";1;1;1;1;1;1;1;0,222;0;1;1;1;1;1;1;1
"diabète";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"diablerets";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"dentaire";1;1;1;1;1;0,079;1;0,113;0,015;1;1;1;1;1;1;1
"denis";0,044;0,088;1;1;1;1;1;1;1;1;1;1;1;1;1;0,04
"dan";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"daillens";1;1;1;0,001;1;1;1;0,222;1;1;0,082;1;1;1;1;1
"câble";0;1;0,062;1;1;1;1;1;1;1;1;1;1;1;1;1
"curieux";1;1;0,137;1;1;1;0,041;1;1;1;1;0,106;1;1;0,242;1
"créature";1;1;1;1;1;1;0,041;1;0,045;0,025;1;1;1;1;0,242;1
"créativité";1;1;1;1;1;1;0,013;1;1;1;1;1;1;1;0;1
"criminalité";1;1;1;1;0,244;0,166;1;0,222;1;1;1;1;1;1;0,242;1
"coûteux";1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0,04
"courrier";1;1;1;1;1;1;1;0,222;1;1;0;1;1;1;1;1
"cotisation";1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
"cortina";1;1;1;1;1;1;1;1;1;1;1;1;0;1;0,242;1
"corriger";1;1;1;1;1;1;1;0,222;0;1;1;1;0,048;1;1;1
"copper";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"coordination";1;1;1;0,19;1;1;0;1;1;1;1;0,106;1;1;1;1
"contredire";1;1;1;1;1;1;1;0,222;0,045;1;1;1;1;1;0,003;1
"conséquent";1;1;0;1;1;1;1;0,113;1;1;1;1;1;1;1;1
"constructeur";0,106;1;1;1;1;1;1;0,222;1;1;0;1;1;1;1;1
"consensus";1;1;0,137;1;0,003;1;1;1;1;1;0,082;1;1;1;1;1
"confronter";1;1;0,137;1;1;1;1;0,222;1;1;1;1;0,048;1;1;0,098
"conduite";1;0,182;0,137;0,19;1;1;1;1;1;1;1;0,106;1;1;1;1
"conclusion";0,106;1;1;1;1;1;1;0,002;0,045;1;1;1;1;1;1;1
"compromis";1;1;1;1;0,003;0,166;1;1;1;1;0,082;1;1;1;1;1
"comporter";1;1;1;0,093;1;1;1;0,113;1;1;1;1;1;1;0,127;1
"compiler";1;1;1;1;1;1;1;0,222;0,045;1;1;1;1;1;0,242;0,098
"compenser";1;1;1;0;1;1;1;1;1;1;0,082;1;1;1;1;1
"comparis";1;1;1;0,001;1;1;1;1;1;1;0,082;1;1;1;1;0,098
"comparaison";0,106;1;1;0,19;1;0,166;1;1;1;1;1;1;1;1;1;0,098
"combattre";1;1;1;1;1;1;1;0,222;1;1;0,082;0;1;1;1;1
