"";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol"
"687";2;4;7;8;10;12;14;14;14;14;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22
"688";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;34;34;38;38;42;42;42;42;42;42;42;42;58
"689";2;4;7;8;10;12;14;14;14;14;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22
"690";2;4;7;8;10;12;15;15;18;21;21;21;21;21;21;21;21;21;21;40;40;40;40;40;40;40;40;40;40
"691";2;4;7;8;10;12;15;15;18;21;21;21;21;21;21;21;21;21;21;40;40;40;40;40;40;40;40;40;40
"692";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;34;34;38;38;42;42;42;42;42;42;42;42;59
"693";2;4;6;6;6;6;6;17;17;17;17;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27
"694";2;4;6;6;6;6;6;17;17;17;17;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27
"695";2;4;7;8;10;12;15;15;18;21;21;21;21;21;21;21;21;21;21;41;41;41;41;41;41;41;41;41;41
"696";2;4;6;6;6;6;6;17;17;17;17;24;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26
"697";2;4;7;8;10;12;15;15;18;21;21;21;21;21;21;21;21;21;21;40;40;40;40;40;40;40;40;40;40
"698";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;37;37;37;37;37;37;37;50;50;50;56;56
"699";2;4;7;8;10;12;15;15;18;21;21;21;21;21;21;21;21;21;21;41;41;41;41;41;41;41;41;41;41
"700";2;4;7;8;10;12;15;15;18;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
"701";2;4;7;8;10;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13
"702";2;4;7;8;10;12;15;15;18;21;21;21;21;21;21;21;21;21;21;40;40;40;40;40;40;40;40;40;40
"703";2;4;7;8;10;12;15;15;18;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
"704";2;4;7;8;10;12;15;15;18;21;21;21;21;21;21;21;21;21;21;40;40;40;40;40;40;40;40;40;40
"705";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;34;34;38;38;42;42;42;42;42;42;42;42;58
"706";2;4;6;6;6;6;6;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16
"707";2;4;6;6;6;6;6;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16
"708";2;4;6;6;6;6;6;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16
"709";2;4;6;6;6;6;6;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16
"710";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;34;34;38;38;42;42;42;42;42;42;42;42;59
"711";2;4;7;8;10;12;14;14;14;14;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22
"712";2;4;7;8;10;12;14;14;14;14;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22
"713";2;4;7;8;10;12;14;14;14;14;23;23;23;23;23;23;23;23;23;23;23;45;47;47;47;47;47;47;47
"714";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;34;34;38;38;42;42;42;42;42;42;42;42;59
"715";2;4;7;8;10;12;14;14;14;14;23;23;23;23;23;23;23;23;23;23;23;45;47;47;47;47;47;47;47
"716";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;36;36;36;36;36;36;36;36;36;36;36;36
"717";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;35;35;35;35;35;35;35;35;35;35;35;35;35
"718";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;37;37;37;37;37;37;37;50;50;50;56;56
"719";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;37;37;37;37;37;37;37;51;51;51;51;51
"720";2;4;7;8;10;12;15;15;18;21;21;21;21;21;21;21;21;21;21;41;41;41;41;41;41;41;41;41;41
"721";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;37;37;37;37;37;37;37;50;50;50;56;56
"722";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;37;37;37;37;37;37;37;51;51;51;51;51
"723";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;37;37;37;37;37;37;37;51;51;51;51;51
"724";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;37;37;37;37;37;37;37;51;51;51;51;51
"725";2;4;7;8;10;12;14;14;14;14;23;23;23;23;23;23;23;23;23;23;23;45;46;46;46;46;46;46;46
"726";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;37;37;37;37;37;37;37;50;50;50;56;56
"727";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;37;37;37;37;37;37;37;50;50;50;56;56
"728";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;37;37;37;37;37;37;37;50;50;50;56;56
"729";2;4;6;6;6;6;6;17;17;17;17;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27
"730";2;4;6;6;6;6;6;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16
"731";2;4;6;6;6;6;6;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16
"732";2;4;6;6;6;6;6;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16
"733";2;4;6;6;6;6;6;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16
"734";2;4;6;6;6;6;6;17;17;17;17;24;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26
"735";2;4;6;6;6;6;6;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16
"736";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;35;35;35;35;35;35;35;35;35;35;35;35;35
"737";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;49;49;52;55;55;55
"738";2;4;7;8;10;12;15;15;18;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
"739";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;49;49;52;54;54;54
"740";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;37;37;37;37;37;37;37;50;50;50;56;56
"741";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;34;34;39;39;39;39;39;39;39;39;39;39;39
"742";2;4;7;8;10;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13
"743";2;4;7;8;10;12;15;15;18;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
"744";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;34;34;38;38;43;43;43;43;43;43;43;43;43
"745";2;4;6;6;6;6;6;17;17;17;17;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27
"746";2;4;6;6;6;6;6;17;17;17;17;24;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26
"747";2;4;7;8;10;12;14;14;14;14;23;23;23;23;23;23;23;23;23;23;23;45;47;47;47;47;47;47;47
"748";2;4;6;6;6;6;6;17;17;17;17;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27
"749";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;34;34;38;38;43;43;43;43;43;43;43;43;43
"750";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;49;49;52;54;54;54
"751";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;36;36;36;36;36;36;36;36;36;36;36;36
"752";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;49;49;52;55;55;55
"753";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;37;37;37;37;37;37;37;50;50;50;56;56
"754";2;4;7;8;10;12;15;15;18;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
"755";2;4;6;6;6;6;6;17;17;17;17;24;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26
"756";2;4;6;6;6;6;6;17;17;17;17;24;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26
"757";2;4;6;6;6;6;6;17;17;17;17;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27
"758";2;4;6;6;6;6;6;17;17;17;17;24;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26
"759";2;4;6;6;6;6;6;17;17;17;17;24;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26
"760";2;4;7;8;10;12;14;14;14;14;23;23;23;23;23;23;23;23;23;23;23;45;47;47;47;47;47;47;47
"761";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;34;34;38;38;43;43;43;43;43;43;43;43;43
"762";2;4;6;6;6;6;6;17;17;17;17;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27
"763";2;4;6;6;6;6;6;17;17;17;17;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27
"764";2;4;6;6;6;6;6;17;17;17;17;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27
"765";2;4;6;6;6;6;6;17;17;17;17;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27
"766";2;4;6;6;6;6;6;17;17;17;17;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27
"767";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;35;35;35;35;35;35;35;35;35;35;35;35;35
"768";2;4;6;6;6;6;6;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16
"769";2;4;6;6;6;6;6;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16
"770";2;4;6;6;6;6;6;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16
"771";2;4;6;6;6;6;6;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16
"772";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;34;34;38;38;43;43;43;43;43;43;43;43;43
"773";2;4;7;8;10;12;14;14;14;14;23;23;23;23;23;23;23;23;23;23;23;45;46;46;46;46;46;46;46
"774";2;4;7;8;10;12;15;15;18;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
"775";2;4;7;8;10;12;15;15;18;21;21;21;21;21;21;21;21;21;21;40;40;40;40;40;40;40;40;40;40
"776";2;4;7;8;10;12;14;14;14;14;23;23;23;23;23;23;23;23;23;23;23;45;46;46;46;46;46;46;46
"777";2;4;7;8;10;12;15;15;18;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
"778";2;4;7;8;10;12;15;15;18;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
"779";2;4;7;8;10;12;15;15;18;21;21;21;21;21;21;21;21;21;21;41;41;41;41;41;41;41;41;41;41
"780";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;37;37;37;37;37;37;37;50;50;50;56;56
"781";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;34;34;38;38;42;42;42;42;42;42;42;42;59
"782";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;37;37;37;37;37;37;37;51;51;51;51;51
"783";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;37;37;37;37;37;37;37;51;51;51;51;51
"784";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;37;37;37;37;37;37;37;51;51;51;51;51
"785";2;4;7;8;10;12;14;14;14;14;23;23;23;23;23;23;23;23;23;23;23;45;46;46;46;46;46;46;46
"786";2;4;7;8;10;12;14;14;14;14;23;23;23;23;23;23;23;23;23;23;23;45;46;46;46;46;46;46;46
"787";2;4;7;8;10;12;14;14;14;14;23;23;23;23;23;23;23;23;23;23;23;45;46;46;46;46;46;46;46
"788";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;34;34;38;38;42;42;42;42;42;42;42;42;59
"789";2;4;6;6;6;6;6;17;17;17;17;24;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26
"790";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;35;35;35;35;35;35;35;35;35;35;35;35;35
"791";2;4;6;6;6;6;6;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16
"792";2;4;7;8;10;12;15;15;18;21;21;21;21;21;21;21;21;21;21;40;40;40;40;40;40;40;40;40;40
"793";2;4;7;8;10;12;15;15;18;21;21;21;21;21;21;21;21;21;21;40;40;40;40;40;40;40;40;40;40
"794";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;49;49;52;54;54;54
"795";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;49;49;52;54;54;54
"796";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;49;49;52;54;54;54
"797";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;49;49;52;54;54;54
"798";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;49;49;52;54;54;54
"799";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;34;34;39;39;39;39;39;39;39;39;39;39;39
"800";2;4;7;8;10;12;15;15;18;21;21;21;21;21;21;21;21;21;21;41;41;41;41;41;41;41;41;41;41
"801";2;4;7;8;10;12;15;15;18;21;21;21;21;21;21;21;21;21;21;41;41;41;41;41;41;41;41;41;41
"802";2;4;7;8;10;12;15;15;18;21;21;21;21;21;21;21;21;21;21;40;40;40;40;40;40;40;40;40;40
"803";2;4;7;8;10;12;15;15;18;21;21;21;21;21;21;21;21;21;21;40;40;40;40;40;40;40;40;40;40
"804";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;37;37;37;37;37;37;37;50;50;50;56;56
"805";2;4;7;8;10;12;14;14;14;14;23;23;23;23;23;23;23;23;23;23;23;45;46;46;46;46;46;46;46
"806";2;4;7;8;10;12;14;14;14;14;23;23;23;23;23;23;23;23;23;23;23;45;46;46;46;46;46;46;46
"807";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;34;34;38;38;42;42;42;42;42;42;42;42;58
"808";2;4;6;6;6;6;6;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16
"809";2;4;6;6;6;6;6;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16
"810";2;4;6;6;6;6;6;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16
"811";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;34;34;38;38;42;42;42;42;42;42;42;42;58
"812";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;37;37;37;37;37;37;37;50;50;50;56;56
"813";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;37;37;37;37;37;37;37;50;50;50;56;56
"814";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;37;37;37;37;37;37;37;50;50;50;56;56
"815";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;37;37;37;37;37;37;37;50;50;50;56;56
"816";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;37;37;37;37;37;37;37;50;50;50;56;56
"817";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;34;34;38;38;42;42;42;42;42;42;42;42;58
"818";2;4;7;8;10;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13
"819";2;4;7;8;10;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13
"820";2;4;7;8;10;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13
"821";2;4;7;8;10;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13
"822";2;4;7;8;10;12;14;14;14;14;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22
"823";2;4;7;8;10;12;14;14;14;14;23;23;23;23;23;23;23;23;23;23;23;45;46;46;46;46;46;46;46
"824";2;4;7;8;10;12;15;15;18;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
"825";2;4;7;8;10;12;15;15;18;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
"826";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;34;34;38;38;43;43;43;43;43;43;43;43;43
"827";2;4;7;8;10;12;14;14;14;14;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22
"828";2;4;7;8;10;12;14;14;14;14;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22
"829";2;4;7;8;10;12;14;14;14;14;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22
"830";2;4;7;8;10;12;15;15;18;21;21;21;21;21;21;21;21;21;21;40;40;40;40;40;40;40;40;40;40
"831";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;49;49;52;54;54;54
"832";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;49;49;52;55;55;55
"833";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;49;49;52;55;55;55
"834";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;49;49;52;55;55;55
"835";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;34;34;39;39;39;39;39;39;39;39;39;39;39
"836";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;37;37;37;37;37;37;37;50;50;50;56;56
"837";2;4;7;8;10;12;15;15;18;21;21;21;21;21;21;21;21;21;21;40;40;40;40;40;40;40;40;40;40
"838";2;4;7;8;10;12;15;15;18;21;21;21;21;21;21;21;21;21;21;40;40;40;40;40;40;40;40;40;40
"839";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;37;37;37;37;37;37;37;51;51;51;51;51
"840";2;4;7;8;10;12;15;15;18;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
"841";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;37;37;37;37;37;37;37;51;51;51;51;51
"842";2;4;7;8;10;12;15;15;18;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
"843";2;4;7;8;10;12;15;15;18;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
"844";2;4;7;8;10;12;15;15;18;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
"845";2;4;7;8;10;12;15;15;18;21;21;21;21;21;21;21;21;21;21;40;40;40;40;40;40;40;40;40;40
"846";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;34;34;38;38;42;42;42;42;42;42;42;42;59
"847";2;4;7;8;10;12;15;15;18;21;21;21;21;21;21;21;21;21;21;40;40;40;40;40;40;40;40;40;40
"848";2;4;7;8;10;12;15;15;18;21;21;21;21;21;21;21;21;21;21;40;40;40;40;40;40;40;40;40;40
"849";2;4;7;8;10;12;15;15;18;21;21;21;21;21;21;21;21;21;21;40;40;40;40;40;40;40;40;40;40
"850";2;4;7;8;10;12;15;15;18;21;21;21;21;21;21;21;21;21;21;40;40;40;40;40;40;40;40;40;40
"851";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;34;34;38;38;43;43;43;43;43;43;43;43;43
"852";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;49;49;52;54;54;54
"853";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;34;34;38;38;42;42;42;42;42;42;42;42;58
"854";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;37;37;37;37;37;37;37;50;50;50;56;56
"855";2;4;6;6;6;6;6;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16
"856";2;4;7;8;10;12;15;15;18;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
"857";2;4;7;8;10;12;15;15;18;21;21;21;21;21;21;21;21;21;21;40;40;40;40;40;40;40;40;40;40
"858";2;4;7;8;10;12;14;14;14;14;23;23;23;23;23;23;23;23;23;23;23;45;46;46;46;46;46;46;46
"859";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;49;49;52;54;54;54
"860";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;49;49;52;54;54;54
"861";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;49;49;52;54;54;54
"862";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;37;37;37;37;37;37;37;51;51;51;51;51
"863";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;34;34;38;38;42;42;42;42;42;42;42;42;58
"864";2;4;7;8;10;12;14;14;14;14;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22
"865";2;4;7;8;10;12;14;14;14;14;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22
"866";2;4;7;8;10;12;14;14;14;14;23;23;23;23;23;23;23;23;23;23;23;45;47;47;47;47;47;47;47
"867";2;4;7;8;10;12;14;14;14;14;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22
"868";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;34;34;38;38;42;42;42;42;42;42;42;42;58
"869";2;4;7;8;10;12;15;15;18;21;21;21;21;21;21;21;21;21;21;41;41;41;41;41;41;41;41;41;41
"870";2;4;7;8;10;12;15;15;18;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
"871";2;4;7;8;10;12;15;15;18;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
"872";2;4;7;8;10;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13
"873";2;4;7;8;10;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13
"874";2;4;7;8;10;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13
"875";2;4;7;8;10;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13
"876";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;34;34;38;38;43;43;43;43;43;43;43;43;43
"877";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;37;37;37;37;37;37;37;51;51;51;51;51
"878";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;37;37;37;37;37;37;37;50;50;50;56;56
"879";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;37;37;37;37;37;37;37;50;50;50;57;57
"880";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;34;34;38;38;42;42;42;42;42;42;42;42;59
"881";2;4;7;8;10;12;15;15;18;21;21;21;21;21;21;21;21;21;21;40;40;40;40;40;40;40;40;40;40
"882";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;34;34;38;38;43;43;43;43;43;43;43;43;43
"883";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;49;49;52;54;54;54
"884";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;49;49;52;54;54;54
"885";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;49;49;52;54;54;54
"886";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;49;49;52;54;54;54
"887";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;34;34;39;39;39;39;39;39;39;39;39;39;39
"888";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;48;48;48;48;48;48
"889";2;4;7;8;10;12;14;14;14;14;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22
"890";2;4;7;8;10;12;14;14;14;14;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22
"891";2;4;7;8;10;12;14;14;14;14;23;23;23;23;23;23;23;23;23;23;23;45;46;46;46;46;46;46;46
"892";2;4;7;8;10;12;14;14;14;14;23;23;23;23;23;23;23;23;23;23;23;45;46;46;46;46;46;46;46
"893";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;34;34;38;38;42;42;42;42;42;42;42;42;59
"894";2;4;7;8;10;12;15;15;18;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
"895";2;4;7;8;10;12;15;15;18;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
"896";2;4;7;8;10;12;15;15;18;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
"897";2;4;6;6;6;6;6;17;17;17;17;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27
"898";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;34;34;38;38;42;42;42;42;42;42;42;42;59
"899";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;49;49;52;54;54;54
"900";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;49;49;52;54;54;54
"901";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;49;49;52;54;54;54
"902";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;49;49;52;54;54;54
"903";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;49;49;52;54;54;54
"904";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;49;49;52;54;54;54
"905";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;49;49;52;54;54;54
"906";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;49;49;52;54;54;54
"907";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;49;49;52;54;54;54
"908";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;34;34;39;39;39;39;39;39;39;39;39;39;39
"909";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;37;37;37;37;37;37;37;50;50;50;56;56
"910";2;4;7;8;10;12;15;15;18;21;21;21;21;21;21;21;21;21;21;41;41;41;41;41;41;41;41;41;41
"911";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;37;37;37;37;37;37;37;50;50;50;56;56
"912";2;4;7;8;10;12;15;15;18;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
"913";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;49;49;53;53;53;53
