"";"*rts_a";"*rts_i"
"pre";13399;22056
"con";7451;11126
"nom";21361;32528
"ver";12596;20140
"art_def";10616;16228
"adj_ind";615;1053
"pro_per";11889;16225
"aux";9150;12202
"pro_dem";4831;6681
"nr";4492;6348
"adv_sup";9877;13747
"num";754;958
"nom_sup";826;1112
"pro_ind";2461;3464
"adj";7277;10196
"adj_sup";293;474
"art_ind";4180;6781
"ver_sup";3503;5377
"adv";1952;3189
"pro_rel";3803;6080
"ono";1420;1809
"adj_dem";715;887
"adj_pos";1678;2550
"adj_int";214;279
"adj_num";111;157
"pro_pos";37;43
