"";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol"
"37";2;4;4;4;4;12;12;12;12;12;12;12;26;28;28;28;28;28;28;28;28;28;28;28
"38";2;5;6;9;9;9;9;9;9;9;22;22;22;22;22;22;35;35;35;40;40;44;44;44
"39";2;4;4;4;4;12;12;12;12;12;12;12;26;29;29;29;29;29;29;29;29;29;29;29
"40";2;5;6;8;10;10;10;10;10;10;10;10;10;10;30;30;30;30;30;30;30;30;47;47
"41";2;5;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"42";2;5;6;9;9;9;9;9;9;9;22;22;22;22;22;22;35;35;35;40;40;45;45;45
"43";2;4;4;4;4;12;12;12;12;12;12;12;26;29;29;29;29;29;29;29;29;29;29;29
"44";2;4;4;4;4;12;12;12;12;12;12;12;26;29;29;29;29;29;29;29;29;29;29;29
"45";2;5;6;8;10;10;10;10;10;10;10;10;10;10;31;31;31;31;31;31;31;31;31;31
"46";2;5;6;8;11;11;15;15;15;21;21;21;21;21;21;32;32;32;38;38;43;43;43;43
"47";2;5;6;8;10;10;10;10;10;10;10;10;10;10;31;31;31;31;31;31;31;31;31;31
"48";2;4;4;4;4;13;13;16;19;19;19;24;24;24;24;24;24;36;36;36;36;36;36;36
"49";2;4;4;4;4;13;13;16;19;19;19;24;24;24;24;24;24;37;37;37;37;37;37;37
"50";2;5;6;8;11;11;15;15;15;21;21;21;21;21;21;32;32;32;38;38;43;43;43;43
"51";2;4;4;4;4;12;12;12;12;12;12;12;26;28;28;28;28;28;28;28;28;28;28;28
"52";2;4;4;4;4;13;13;16;19;19;19;25;25;25;25;25;25;25;25;25;25;25;25;25
"53";2;5;6;8;11;11;15;15;15;21;21;21;21;21;21;32;32;32;38;38;43;43;43;43
"54";2;5;6;8;10;10;10;10;10;10;10;10;10;10;30;30;30;30;30;30;30;30;46;46
"55";2;5;6;9;9;9;9;9;9;9;22;22;22;22;22;22;35;35;35;40;40;45;45;45
"56";2;5;6;8;10;10;10;10;10;10;10;10;10;10;30;30;30;30;30;30;30;30;46;46
"57";2;4;4;4;4;12;12;12;12;12;12;12;26;29;29;29;29;29;29;29;29;29;29;29
"58";2;5;6;9;9;9;9;9;9;9;23;23;23;23;23;23;23;23;23;23;23;23;23;23
"59";2;5;6;9;9;9;9;9;9;9;22;22;22;22;22;22;35;35;35;40;40;44;44;44
"60";2;5;6;8;11;11;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;48
"61";2;5;6;9;9;9;9;9;9;9;22;22;22;22;22;22;35;35;35;40;40;44;44;44
"62";2;4;4;4;4;13;13;16;19;19;19;24;24;24;24;24;24;37;37;37;37;37;37;37
"63";2;5;6;9;9;9;9;9;9;9;22;22;22;22;22;22;35;35;35;40;40;45;45;45
"64";2;5;6;8;10;10;10;10;10;10;10;10;10;10;30;30;30;30;30;30;30;30;47;47
"65";2;4;4;4;4;12;12;12;12;12;12;12;26;29;29;29;29;29;29;29;29;29;29;29
"66";2;4;4;4;4;13;13;16;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
"67";2;5;6;8;10;10;10;10;10;10;10;10;10;10;30;30;30;30;30;30;30;30;47;47
"68";2;5;6;8;10;10;10;10;10;10;10;10;10;10;30;30;30;30;30;30;30;30;47;47
"69";2;5;6;8;11;11;15;15;15;21;21;21;21;21;21;32;32;32;38;38;42;42;42;42
"70";2;4;4;4;4;12;12;12;12;12;12;12;26;29;29;29;29;29;29;29;29;29;29;29
"71";2;5;6;8;11;11;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;49
"72";2;5;6;8;10;10;10;10;10;10;10;10;10;10;31;31;31;31;31;31;31;31;31;31
"73";2;5;6;9;9;9;9;9;9;9;22;22;22;22;22;22;35;35;35;40;40;44;44;44
"74";2;5;6;8;10;10;10;10;10;10;10;10;10;10;30;30;30;30;30;30;30;30;46;46
"75";2;5;6;8;10;10;10;10;10;10;10;10;10;10;30;30;30;30;30;30;30;30;47;47
"76";2;5;6;9;9;9;9;9;9;9;23;23;23;23;23;23;23;23;23;23;23;23;23;23
"77";2;5;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"78";2;5;6;8;11;11;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;48
"79";2;5;6;9;9;9;9;9;9;9;22;22;22;22;22;22;35;35;35;40;40;45;45;45
"80";2;4;4;4;4;13;13;16;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
"81";2;5;6;8;11;11;15;15;15;21;21;21;21;21;21;32;32;32;38;38;43;43;43;43
"82";2;5;6;8;11;11;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;48
"83";2;5;6;8;11;11;15;15;15;21;21;21;21;21;21;32;32;32;38;38;43;43;43;43
"84";2;5;6;8;11;11;15;15;15;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
"85";2;5;6;8;11;11;15;15;15;21;21;21;21;21;21;32;32;32;38;38;42;42;42;42
"86";2;4;4;4;4;12;12;12;12;12;12;12;26;28;28;28;28;28;28;28;28;28;28;28
"87";2;5;6;9;9;9;9;9;9;9;22;22;22;22;22;22;35;35;35;40;40;44;44;44
"88";2;4;4;4;4;13;13;16;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
"89";2;4;4;4;4;12;12;12;12;12;12;12;26;29;29;29;29;29;29;29;29;29;29;29
"90";2;5;6;9;9;9;9;9;9;9;22;22;22;22;22;22;35;35;35;40;40;45;45;45
"91";2;4;4;4;4;13;13;16;19;19;19;24;24;24;24;24;24;36;36;36;36;36;36;36
"92";2;4;4;4;4;13;13;16;19;19;19;24;24;24;24;24;24;36;36;36;36;36;36;36
"93";2;5;6;9;9;9;9;9;9;9;22;22;22;22;22;22;35;35;35;40;40;44;44;44
"94";2;5;6;9;9;9;9;9;9;9;22;22;22;22;22;22;35;35;35;40;40;45;45;45
"95";2;5;6;8;10;10;10;10;10;10;10;10;10;10;30;30;30;30;30;30;30;30;47;47
"96";2;4;4;4;4;13;13;16;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
"97";2;5;6;9;9;9;9;9;9;9;22;22;22;22;22;22;35;35;35;40;40;45;45;45
"98";2;5;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"99";2;5;6;8;10;10;10;10;10;10;10;10;10;10;30;30;30;30;30;30;30;30;46;46
"100";2;5;6;8;11;11;15;15;15;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
"101";2;5;6;8;11;11;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;49
"102";2;5;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"103";2;5;6;9;9;9;9;9;9;9;22;22;22;22;22;22;35;35;35;40;40;44;44;44
"104";2;5;6;8;11;11;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;49
"105";2;5;6;8;11;11;15;15;15;21;21;21;21;21;21;32;32;32;38;38;43;43;43;43
"106";2;4;4;4;4;13;13;16;19;19;19;24;24;24;24;24;24;36;36;36;36;36;36;36
"107";2;5;6;8;11;11;15;15;15;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
"108";2;4;4;4;4;12;12;12;12;12;12;12;26;28;28;28;28;28;28;28;28;28;28;28
"109";2;5;6;8;10;10;10;10;10;10;10;10;10;10;30;30;30;30;30;30;30;30;47;47
"110";2;5;6;8;11;11;15;15;15;21;21;21;21;21;21;32;32;32;38;38;42;42;42;42
"111";2;5;6;9;9;9;9;9;9;9;22;22;22;22;22;22;35;35;35;41;41;41;41;41
"112";2;5;6;9;9;9;9;9;9;9;22;22;22;22;22;22;34;34;34;34;34;34;34;34
"113";2;4;4;4;4;13;13;16;19;19;19;24;24;24;24;24;24;37;37;37;37;37;37;37
"114";2;5;6;9;9;9;9;9;9;9;23;23;23;23;23;23;23;23;23;23;23;23;23;23
"115";2;5;6;9;9;9;9;9;9;9;22;22;22;22;22;22;34;34;34;34;34;34;34;34
"116";2;5;6;8;10;10;10;10;10;10;10;10;10;10;30;30;30;30;30;30;30;30;47;47
"117";2;5;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"118";2;5;6;8;11;11;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;48
"119";2;4;4;4;4;12;12;12;12;12;12;12;26;29;29;29;29;29;29;29;29;29;29;29
"120";2;4;4;4;4;13;13;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17
"121";2;5;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"122";2;4;4;4;4;13;13;16;19;19;19;24;24;24;24;24;24;37;37;37;37;37;37;37
"123";2;5;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"124";2;4;4;4;4;13;13;16;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
"125";2;5;6;9;9;9;9;9;9;9;22;22;22;22;22;22;35;35;35;41;41;41;41;41
"126";2;4;4;4;4;13;13;16;19;19;19;24;24;24;24;24;24;37;37;37;37;37;37;37
"127";2;4;4;4;4;13;13;16;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
"128";2;5;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"129";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"130";2;4;4;4;4;13;13;16;19;19;19;24;24;24;24;24;24;36;36;36;36;36;36;36
"131";2;4;4;4;4;13;13;16;19;19;19;24;24;24;24;24;24;36;36;36;36;36;36;36
"132";2;5;6;9;9;9;9;9;9;9;22;22;22;22;22;22;35;35;35;40;40;45;45;45
"133";2;5;6;8;10;10;10;10;10;10;10;10;10;10;30;30;30;30;30;30;30;30;47;47
"134";2;5;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"135";2;4;4;4;4;13;13;16;19;19;19;24;24;24;24;24;24;36;36;36;36;36;36;36
"136";2;4;4;4;4;13;13;16;19;19;19;24;24;24;24;24;24;37;37;37;37;37;37;37
"137";2;4;4;4;4;12;12;12;12;12;12;12;26;29;29;29;29;29;29;29;29;29;29;29
"138";2;5;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"139";2;5;6;9;9;9;9;9;9;9;22;22;22;22;22;22;35;35;35;40;40;44;44;44
"140";2;5;6;9;9;9;9;9;9;9;22;22;22;22;22;22;35;35;35;40;40;45;45;45
"141";2;5;6;8;11;11;15;15;15;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
"142";2;5;6;8;11;11;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;49
"143";2;4;4;4;4;13;13;16;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
"144";2;5;6;8;10;10;10;10;10;10;10;10;10;10;30;30;30;30;30;30;30;30;46;46
"145";2;5;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"146";2;4;4;4;4;13;13;16;19;19;19;24;24;24;24;24;24;36;36;36;36;36;36;36
"147";2;4;4;4;4;13;13;16;19;19;19;25;25;25;25;25;25;25;25;25;25;25;25;25
"148";2;4;4;4;4;13;13;16;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
"149";2;4;4;4;4;12;12;12;12;12;12;12;26;29;29;29;29;29;29;29;29;29;29;29
"150";2;4;4;4;4;13;13;16;19;19;19;24;24;24;24;24;24;37;37;37;37;37;37;37
"151";2;5;6;8;11;11;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;48
"152";2;5;6;8;10;10;10;10;10;10;10;10;10;10;30;30;30;30;30;30;30;30;47;47
"153";2;5;6;9;9;9;9;9;9;9;22;22;22;22;22;22;35;35;35;40;40;45;45;45
"154";2;4;4;4;4;13;13;16;19;19;19;24;24;24;24;24;24;37;37;37;37;37;37;37
"155";2;5;6;8;11;11;15;15;15;21;21;21;21;21;21;32;32;32;38;38;42;42;42;42
"156";2;5;6;8;10;10;10;10;10;10;10;10;10;10;30;30;30;30;30;30;30;30;46;46
"157";2;4;4;4;4;13;13;16;19;19;19;25;25;25;25;25;25;25;25;25;25;25;25;25
"158";2;5;6;8;11;11;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;49
"159";2;5;6;8;10;10;10;10;10;10;10;10;10;10;30;30;30;30;30;30;30;30;47;47
"160";2;4;4;4;4;12;12;12;12;12;12;12;26;28;28;28;28;28;28;28;28;28;28;28
"161";2;5;6;8;11;11;15;15;15;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
"162";2;5;6;8;11;11;15;15;15;21;21;21;21;21;21;32;32;32;38;38;42;42;42;42
"163";2;5;6;9;9;9;9;9;9;9;22;22;22;22;22;22;35;35;35;40;40;45;45;45
"164";2;5;6;9;9;9;9;9;9;9;22;22;22;22;22;22;35;35;35;40;40;44;44;44
"165";2;5;6;9;9;9;9;9;9;9;22;22;22;22;22;22;35;35;35;40;40;44;44;44
"166";2;4;4;4;4;13;13;16;19;19;19;24;24;24;24;24;24;37;37;37;37;37;37;37
"167";2;5;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"168";2;5;6;8;11;11;15;15;15;21;21;21;21;21;21;32;32;32;38;38;42;42;42;42
"169";2;4;4;4;4;13;13;16;19;19;19;24;24;24;24;24;24;37;37;37;37;37;37;37
"170";2;5;6;9;9;9;9;9;9;9;22;22;22;22;22;22;35;35;35;40;40;45;45;45
"171";2;4;4;4;4;13;13;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17
"172";2;4;4;4;4;13;13;16;19;19;19;24;24;24;24;24;24;36;36;36;36;36;36;36
"173";2;4;4;4;4;13;13;16;19;19;19;25;25;25;25;25;25;25;25;25;25;25;25;25
"174";2;4;4;4;4;13;13;16;19;19;19;25;25;25;25;25;25;25;25;25;25;25;25;25
"175";2;4;4;4;4;12;12;12;12;12;12;12;26;28;28;28;28;28;28;28;28;28;28;28
"176";2;5;6;8;11;11;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;48
"177";2;4;4;4;4;12;12;12;12;12;12;12;27;27;27;27;27;27;27;27;27;27;27;27
"178";2;5;6;9;9;9;9;9;9;9;22;22;22;22;22;22;35;35;35;40;40;45;45;45
"179";2;4;4;4;4;13;13;16;19;19;19;24;24;24;24;24;24;36;36;36;36;36;36;36
"180";2;4;4;4;4;13;13;16;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
"181";2;4;4;4;4;12;12;12;12;12;12;12;26;28;28;28;28;28;28;28;28;28;28;28
"182";2;5;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"183";2;5;6;8;11;11;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;49
"184";2;5;6;8;11;11;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;48
"185";2;4;4;4;4;12;12;12;12;12;12;12;26;28;28;28;28;28;28;28;28;28;28;28
"186";2;5;6;9;9;9;9;9;9;9;22;22;22;22;22;22;35;35;35;40;40;44;44;44
"187";2;5;6;8;10;10;10;10;10;10;10;10;10;10;31;31;31;31;31;31;31;31;31;31
"188";2;5;6;8;11;11;15;15;15;21;21;21;21;21;21;32;32;32;38;38;43;43;43;43
"189";2;5;6;8;11;11;15;15;15;21;21;21;21;21;21;32;32;32;38;38;42;42;42;42
"190";2;5;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"191";2;5;6;8;11;11;15;15;15;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
"192";2;5;6;8;10;10;10;10;10;10;10;10;10;10;30;30;30;30;30;30;30;30;47;47
"193";2;5;6;8;11;11;15;15;15;21;21;21;21;21;21;32;32;32;38;38;43;43;43;43
"194";2;5;6;8;11;11;15;15;15;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
"195";2;5;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"196";2;5;6;8;11;11;15;15;15;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
"197";2;5;6;9;9;9;9;9;9;9;22;22;22;22;22;22;35;35;35;40;40;45;45;45
"198";2;5;6;8;11;11;15;15;15;21;21;21;21;21;21;33;33;33;33;33;33;33;33;33
"199";2;5;6;8;11;11;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;48
"200";2;5;6;8;10;10;10;10;10;10;10;10;10;10;31;31;31;31;31;31;31;31;31;31
"201";2;5;6;8;11;11;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;49
"202";2;4;4;4;4;13;13;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17
"203";2;5;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"204";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"205";2;4;4;4;4;13;13;16;19;19;19;24;24;24;24;24;24;37;37;37;37;37;37;37
"206";2;5;6;8;11;11;15;15;15;21;21;21;21;21;21;32;32;32;38;38;43;43;43;43
"207";2;4;4;4;4;13;13;16;19;19;19;24;24;24;24;24;24;36;36;36;36;36;36;36
"208";2;5;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"209";2;5;6;9;9;9;9;9;9;9;23;23;23;23;23;23;23;23;23;23;23;23;23;23
"210";2;5;6;8;10;10;10;10;10;10;10;10;10;10;31;31;31;31;31;31;31;31;31;31
"211";2;5;6;9;9;9;9;9;9;9;23;23;23;23;23;23;23;23;23;23;23;23;23;23
"212";2;5;6;9;9;9;9;9;9;9;22;22;22;22;22;22;35;35;35;40;40;44;44;44
"213";2;4;4;4;4;13;13;16;19;19;19;24;24;24;24;24;24;37;37;37;37;37;37;37
"214";2;4;4;4;4;13;13;16;19;19;19;24;24;24;24;24;24;37;37;37;37;37;37;37
"215";2;5;6;8;11;11;15;15;15;21;21;21;21;21;21;32;32;32;38;38;43;43;43;43
"216";2;4;4;4;4;13;13;16;19;19;19;24;24;24;24;24;24;37;37;37;37;37;37;37
"217";2;5;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"218";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"219";2;4;4;4;4;13;13;16;19;19;19;24;24;24;24;24;24;37;37;37;37;37;37;37
"220";2;4;4;4;4;13;13;16;19;19;19;24;24;24;24;24;24;37;37;37;37;37;37;37
"221";2;5;6;8;11;11;15;15;15;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
"222";2;5;6;8;10;10;10;10;10;10;10;10;10;10;31;31;31;31;31;31;31;31;31;31
"223";2;4;4;4;4;13;13;16;19;19;19;24;24;24;24;24;24;36;36;36;36;36;36;36
"224";2;5;6;8;11;11;15;15;15;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
"225";2;5;6;9;9;9;9;9;9;9;22;22;22;22;22;22;35;35;35;41;41;41;41;41
"226";2;4;4;4;4;13;13;16;19;19;19;25;25;25;25;25;25;25;25;25;25;25;25;25
"227";2;5;6;9;9;9;9;9;9;9;22;22;22;22;22;22;35;35;35;40;40;44;44;44
"228";2;4;4;4;4;13;13;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17
"229";2;4;4;4;4;13;13;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17
"230";2;4;4;4;4;12;12;12;12;12;12;12;26;29;29;29;29;29;29;29;29;29;29;29
"231";2;4;4;4;4;13;13;16;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
"232";2;4;4;4;4;12;12;12;12;12;12;12;26;28;28;28;28;28;28;28;28;28;28;28
"233";2;5;6;9;9;9;9;9;9;9;22;22;22;22;22;22;35;35;35;40;40;44;44;44
"234";2;5;6;8;11;11;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;48
"235";2;4;4;4;4;13;13;16;19;19;19;25;25;25;25;25;25;25;25;25;25;25;25;25
"236";2;5;6;8;10;10;10;10;10;10;10;10;10;10;30;30;30;30;30;30;30;30;47;47
"237";2;4;4;4;4;13;13;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17
"238";2;5;6;9;9;9;9;9;9;9;22;22;22;22;22;22;35;35;35;41;41;41;41;41
"239";2;5;6;8;11;11;15;15;15;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
"240";2;4;4;4;4;13;13;16;19;19;19;24;24;24;24;24;24;36;36;36;36;36;36;36
"241";2;4;4;4;4;13;13;16;19;19;19;24;24;24;24;24;24;37;37;37;37;37;37;37
"242";2;4;4;4;4;13;13;16;19;19;19;24;24;24;24;24;24;37;37;37;37;37;37;37
"243";2;4;4;4;4;12;12;12;12;12;12;12;26;29;29;29;29;29;29;29;29;29;29;29
"244";2;4;4;4;4;13;13;16;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
"245";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"246";2;5;6;8;11;11;15;15;15;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
"247";2;4;4;4;4;12;12;12;12;12;12;12;26;29;29;29;29;29;29;29;29;29;29;29
"248";2;5;6;8;10;10;10;10;10;10;10;10;10;10;31;31;31;31;31;31;31;31;31;31
"249";2;5;6;9;9;9;9;9;9;9;22;22;22;22;22;22;35;35;35;40;40;44;44;44
"250";2;4;4;4;4;13;13;16;19;19;19;24;24;24;24;24;24;37;37;37;37;37;37;37
"251";2;4;4;4;4;13;13;16;19;19;19;24;24;24;24;24;24;36;36;36;36;36;36;36
"252";2;4;4;4;4;12;12;12;12;12;12;12;26;29;29;29;29;29;29;29;29;29;29;29
"253";2;5;6;9;9;9;9;9;9;9;22;22;22;22;22;22;34;34;34;34;34;34;34;34
"254";2;4;4;4;4;12;12;12;12;12;12;12;27;27;27;27;27;27;27;27;27;27;27;27
"255";2;4;4;4;4;13;13;16;19;19;19;24;24;24;24;24;24;36;36;36;36;36;36;36
"256";2;5;6;9;9;9;9;9;9;9;22;22;22;22;22;22;35;35;35;40;40;44;44;44
"257";2;5;6;8;11;11;15;15;15;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
"258";2;5;6;8;10;10;10;10;10;10;10;10;10;10;30;30;30;30;30;30;30;30;47;47
"259";2;5;6;8;11;11;15;15;15;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
"260";2;5;6;9;9;9;9;9;9;9;22;22;22;22;22;22;35;35;35;40;40;44;44;44
"261";2;5;6;8;11;11;15;15;15;21;21;21;21;21;21;32;32;32;38;38;42;42;42;42
"262";2;5;6;8;11;11;15;15;15;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
"263";2;5;6;8;10;10;10;10;10;10;10;10;10;10;30;30;30;30;30;30;30;30;47;47
"264";2;4;4;4;4;13;13;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17
"265";2;5;6;8;11;11;15;15;15;21;21;21;21;21;21;32;32;32;38;38;42;42;42;42
"266";2;5;6;8;11;11;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;48
"267";2;5;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"268";2;5;6;8;11;11;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;48
"269";2;5;6;8;11;11;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;48
