"";"V1"
"1";0
"2";10
"3";0
"4";0
"5";0
"6";3
"7";0
"8";0
"9";0
"10";9
"11";0
"12";0
"13";0
"14";7
"15";2
"16";0
"17";5
"18";9
"19";12
"20";3
"21";0
"22";6
"23";5
"24";4
"25";0
"26";1
"27";8
"28";0
"29";3
"30";1
"31";0
"32";0
"33";0
"34";0
"35";8
"36";0
"37";5
"38";10
"39";6
"40";11
"41";1
"42";0
"43";6
"44";6
"45";0
"46";9
"47";0
"48";7
"49";8
"50";9
"51";5
"52";0
"53";9
"54";0
"55";0
"56";0
"57";6
"58";0
"59";10
"60";0
"61";10
"62";8
"63";0
"64";11
"65";6
"66";3
"67";11
"68";11
"69";0
"70";6
"71";12
"72";0
"73";10
"74";0
"75";11
"76";0
"77";1
"78";0
"79";0
"80";3
"81";9
"82";0
"83";9
"84";4
"85";0
"86";5
"87";10
"88";3
"89";6
"90";0
"91";7
"92";7
"93";10
"94";0
"95";11
"96";3
"97";0
"98";1
"99";0
"100";4
"101";12
"102";1
"103";10
"104";12
"105";9
"106";7
"107";4
"108";5
"109";11
"110";0
"111";0
"112";0
"113";8
"114";0
"115";0
"116";11
"117";1
"118";0
"119";6
"120";2
"121";1
"122";8
"123";1
"124";3
"125";0
"126";8
"127";3
"128";1
"129";0
"130";7
"131";7
"132";0
"133";11
"134";1
"135";7
"136";8
"137";6
"138";1
"139";10
"140";0
"141";4
"142";12
"143";3
"144";0
"145";1
"146";7
"147";0
"148";3
"149";6
"150";8
"151";0
"152";11
"153";0
"154";8
"155";0
"156";0
"157";0
"158";12
"159";11
"160";5
"161";4
"162";0
"163";0
"164";10
"165";10
"166";8
"167";1
"168";0
"169";8
"170";0
"171";2
"172";7
"173";0
"174";0
"175";5
"176";0
"177";0
"178";0
"179";7
"180";3
"181";5
"182";1
"183";12
"184";0
"185";5
"186";10
"187";0
"188";9
"189";0
"190";1
"191";4
"192";11
"193";9
"194";4
"195";1
"196";4
"197";0
"198";0
"199";0
"200";0
"201";12
"202";2
"203";1
"204";0
"205";8
"206";9
"207";7
"208";1
"209";0
"210";0
"211";0
"212";10
"213";8
"214";8
"215";9
"216";8
"217";1
"218";0
"219";8
"220";8
"221";4
"222";0
"223";7
"224";4
"225";0
"226";0
"227";10
"228";2
"229";2
"230";6
"231";3
"232";5
"233";10
"234";0
"235";0
"236";11
"237";2
"238";0
"239";4
"240";7
"241";8
"242";8
"243";6
"244";3
"245";0
"246";4
"247";6
"248";0
"249";10
"250";8
"251";7
"252";6
"253";0
"254";0
"255";7
"256";10
"257";4
"258";11
"259";4
"260";10
"261";0
"262";4
"263";11
"264";2
"265";0
"266";0
"267";1
"268";0
"269";0
"270";0
"271";12
"272";0
"273";9
"274";0
"275";4
"276";0
"277";4
"278";12
"279";3
"280";0
"281";0
"282";9
"283";3
"284";11
"285";1
"286";8
"287";5
"288";0
"289";12
"290";11
"291";11
"292";0
"293";8
"294";0
"295";0
"296";1
"297";0
"298";9
"299";1
"300";0
"301";0
"302";7
"303";7
"304";2
"305";12
"306";0
"307";4
"308";0
"309";9
"310";0
"311";8
"312";4
"313";3
"314";0
"315";1
"316";0
"317";0
"318";0
"319";0
"320";7
"321";1
"322";0
"323";6
"324";7
"325";12
"326";11
"327";12
"328";0
"329";4
"330";5
"331";0
"332";7
"333";9
"334";8
"335";0
"336";0
"337";5
"338";0
"339";5
"340";11
"341";8
"342";11
"343";11
"344";10
"345";7
"346";7
"347";7
"348";7
"349";7
"350";7
"351";7
"352";7
"353";7
"354";0
"355";4
"356";6
"357";0
"358";9
"359";11
"360";6
"361";2
"362";5
"363";0
"364";1
"365";12
"366";6
"367";7
"368";0
"369";9
"370";1
"371";12
"372";5
"373";0
"374";4
"375";11
"376";5
"377";12
"378";0
"379";6
"380";1
"381";2
"382";0
"383";1
"384";0
"385";4
"386";11
"387";2
"388";3
"389";1
"390";11
"391";0
"392";12
"393";11
"394";6
"395";5
"396";8
"397";10
"398";0
"399";5
"400";2
"401";0
"402";2
"403";0
"404";8
"405";3
"406";0
"407";0
"408";2
"409";6
"410";0
"411";8
"412";6
"413";1
"414";9
"415";11
"416";0
"417";12
"418";0
"419";9
"420";9
"421";4
"422";6
"423";10
"424";0
"425";2
"426";4
"427";0
"428";9
"429";12
"430";0
"431";6
"432";9
"433";4
"434";2
"435";0
"436";0
"437";0
"438";0
"439";2
"440";1
"441";4
"442";3
"443";0
"444";8
"445";0
"446";6
"447";11
"448";12
"449";8
"450";0
"451";0
"452";7
"453";5
"454";1
"455";3
"456";2
"457";8
"458";0
"459";11
"460";6
"461";2
"462";4
"463";10
"464";12
"465";11
"466";1
"467";8
"468";5
"469";12
"470";0
"471";4
"472";5
"473";0
"474";4
"475";0
"476";0
"477";5
"478";9
"479";11
"480";12
"481";0
"482";0
"483";3
"484";0
"485";9
"486";6
"487";11
"488";0
"489";0
"490";0
"491";0
"492";0
"493";3
"494";7
"495";0
"496";9
"497";1
"498";3
"499";11
"500";0
"501";2
"502";8
"503";0
"504";4
"505";5
"506";3
"507";10
"508";0
"509";10
"510";3
"511";8
"512";7
"513";0
"514";12
"515";11
"516";9
"517";4
"518";4
"519";12
"520";7
"521";0
"522";12
"523";0
"524";0
"525";0
"526";10
"527";1
"528";0
"529";0
"530";1
"531";0
"532";0
"533";0
"534";1
"535";0
"536";1
"537";10
"538";5
"539";4
"540";0
"541";0
"542";3
"543";8
"544";8
"545";0
"546";3
"547";9
