"";"";"";"";"représentant";""
"26";"dédier";"-0.794548931671602";"1.4452972378674";"1.01890121438875";"162"
"27";"mode";"-0.794548931671602";"1.4452972378674";"1.01890121438875";"165"
"28";"fidèle";"-0.794548931671602";"1.4452972378674";"1.01890121438875";"166"
"29";"emji_jeu_vidéo";"-0.794548931671602";"1.4452972378674";"1.01890121438875";"167"
"30";"renoncer";"0.471156275959359";"-0.102977641976619";"1.0151052074465";"172"
"31";"shein";"0.91264144039129";"-0.197727811810617";"1.01406589075806";"174"
"32";"arrestation";"0.91264144039129";"-0.197727811810617";"1.01406589075806";"175"
"33";"libyen";"0.91264144039129";"-0.197727811810617";"1.01406589075806";"176"
"34";"ex_président";"0.91264144039129";"-0.197727811810617";"1.01406589075806";"177"
"35";"voter";"0.65171852264345";"-0.152620558639244";"1.01349899074619";"178"
"36";"maire";"0.934207203956751";"-1.65685328729144";"1.009419533798";"181"
"37";"républicain";"0.934207203956751";"-1.65685328729144";"1.009419533798";"183"
"38";"mamdani";"0.934207203956751";"-1.65685328729144";"1.009419533798";"184"
"39";"nouvel";"-0.387224464121191";"1.41883276374903";"1.00916943085159";"186"
"40";"scientifique";"0.153704505500851";"1.53842560604196";"1.00916943085159";"189"
"41";"pilote";"0.140308894223472";"0.836046428057549";"1.00649610824658";"190"
"42";"employé";"-0.106541758682693";"1.57912447470192";"1.00649610824658";"191"
"43";"réserver";"-0.124201583558417";"1.62095244653062";"1.00644608765729";"193"
"44";"alimenter";"-0.124201583558417";"1.62095244653062";"1.00644608765729";"194"
"45";"riponne";"-0.124201583558417";"1.62095244653062";"1.00644608765729";"195"
"46";"emji_colis";"-0.124201583558417";"1.62095244653062";"1.00644608765729";"196"
"47";"connaître";"-0.470252396377029";"0.937772151735919";"1.00576803078035";"202"
"48";"tribunal";"0.832986577139738";"-0.2441402900662";"1.0041062356475";"203"
"49";"plaindre";"0.789115564845438";"0.00623949745866379";"1.0041062356475";"204"
"50";"centaine";"0.760170486191237";"-0.880282217852716";"1.00184419344326";"205"
"51";"étude";"0.112258918173563";"1.50235207090748";"1.00173303657819";"206"
"52";"emji_visage_avec_des_étoiles_à_la_place_des_yeux";"-5.05010047361547";"-2.16317633030321";"0.999676634574332";"211"
"53";"défaite";"-5.05010047361547";"-2.16317633030321";"0.999676634574332";"212"
"54";"corruption";"0.584935570602098";"-0.440961481950369";"0.997247857072482";"217"
"55";"droite";"0.680434881765686";"-0.0176651477949617";"0.993757531509182";"222"
"56";"opposer";"0.759037716443061";"-0.430630269580274";"0.993757531509182";"224"
"57";"lecornu";"0.497617662263435";"-0.136988530615101";"0.992573710896152";"225"
"58";"sébastien";"0.497617662263435";"-0.136988530615101";"0.992573710896152";"226"
"59";"protester";"0.497617662263435";"-0.136988530615101";"0.992573710896152";"227"
"60";"luisier";"0.497617662263435";"-0.136988530615101";"0.992573710896152";"228"
"61";"christelle";"0.497617662263435";"-0.136988530615101";"0.992573710896152";"230"
"62";"émettre";"-0.463165363090075";"1.75671800449818";"0.992573710896152";"231"
"63";"météo";"-0.463165363090075";"1.75671800449818";"0.992573710896152";"232"
"64";"accord";"1.09887308917996";"-1.96243366473813";"0.991784497154132";"233"
"65";"cantonal";"0.533897256072577";"0.214001141391017";"0.988055184330924";"234"
"66";"matériel";"0.79510168279613";"-0.950150518580327";"0.985398535255673";"236"
"67";"rapport";"0.11472557951634";"1.09076390346432";"0.984670457789444";"237"
"68";"particulièrement";"0.139831900369934";"0.917612023474019";"0.982041597930461";"238"
"69";"tendance";"0.0414045774223613";"1.39385798249544";"0.982041597930461";"239"
"70";"changement";"-0.115322761181211";"1.1367342743297";"0.981613643999929";"240"
"71";"incendie";"0.848067327094575";"-1.27423440145227";"0.981491371448349";"241"
"72";"typhon";"0.848067327094575";"-1.27423440145227";"0.981491371448349";"242"
"73";"fortement";"0.848067327094575";"-1.27423440145227";"0.981491371448349";"243"
"74";"province";"0.848067327094575";"-1.27423440145227";"0.981491371448349";"244"
"75";"kalmaegi";"0.848067327094575";"-1.27423440145227";"0.981491371448349";"245"
"76";"automatique";"0.848067327094575";"-1.27423440145227";"0.981491371448349";"246"
"77";"vraisemblablement";"0.848067327094575";"-1.27423440145227";"0.981491371448349";"247"
"78";"philippin";"0.848067327094575";"-1.27423440145227";"0.981491371448349";"249"
"79";"emji_drapeau_philippines";"0.848067327094575";"-1.27423440145227";"0.981491371448349";"250"
"80";"débris";"0.848067327094575";"-1.27423440145227";"0.981491371448349";"251"
"81";"contenu";"0.848067327094575";"-1.27423440145227";"0.981491371448349";"252"
"82";"lausanne";"0.139292805725465";"0.74714575083252";"0.981002281242026";"253"
"83";"plonger";"-0.225485474317305";"0.897622221308059";"0.980641021430538";"255"
"84";"professeur";"0.202283348049005";"1.74824439366314";"0.980641021430538";"257"
"85";"potentiellement";"0.613397522085989";"0.390893595654191";"0.980641021430538";"258"
"86";"manifestation";"0.719720466119617";"-0.754463207279575";"0.977573091954517";"262"
"87";"source";"1.00793904144247";"-0.922708033140286";"0.976328135065696";"263"
"88";"peine";"0.795573101180739";"-0.0528637181497873";"0.976328135065696";"264"
"89";"sondage";"0.583239105602352";"0.346185012907465";"0.974727476208641";"265"
"90";"succession";"0.583239105602352";"0.346185012907465";"0.974727476208641";"266"
"91";"soumettre";"0.583239105602352";"0.346185012907465";"0.974727476208641";"267"
"92";"craindre";"0.583239105602352";"0.346185012907465";"0.974727476208641";"269"
"93";"poste";"0.140064797144064";"0.873808435805682";"0.974210596786051";"271"
"94";"gouvernement";"0.51517285070704";"0.15485159402586";"0.973276879119436";"272"
"95";"relation";"0.633548812305185";"-0.479313079499993";"0.972193099684971";"273"
"96";"discussion";"0.802947597282132";"-1.06970277781223";"0.972193099684971";"275"
"97";"recherche";"0.0478411672283882";"1.45190418508448";"0.970025540816043";"280"
"98";"nes";"1.21154066098133";"-2.10714975653201";"0.969319694722828";"281"
"99";"affaire";"0.672325580792569";"-0.269525242441846";"0.965657076018664";"283"
"100";"fribourg";"0.645937083497194";"0.00820825436869043";"0.962939290667623";"286"
"101";"motion";"0.48664852727932";"0.353366577358193";"0.962939290667623";"287"
"102";"enregistrer";"-0.281762449132418";"1.54705268607619";"0.962711419094223";"289"
"103";"assurance";"0.240416545847365";"0.783507337769346";"0.959582353342411";"290"
"104";"prononcer";"0.484405869784403";"-0.139137132365571";"0.957175807213575";"292"
"105";"emji_drapeau_union_européenne";"0.584652826435474";"-0.309770399474064";"0.957175807213575";"293"
"106";"remonter";"-0.280373074183641";"1.75457314319773";"0.957175807213575";"294"
"107";"magazine";"-0.0616281385342287";"1.72287840235153";"0.956314341509258";"296"
"108";"durable";"1.2869368476268";"-2.40154992886475";"0.956314341509258";"297"
"109";"inspirer";"-0.626962094643306";"1.4892110400332";"0.955825251302935";"300"
"110";"musique";"-0.71170303952622";"1.52315242952509";"0.955825251302935";"301"
"111";"musical";"-0.362359897764514";"0.669759606577688";"0.955825251302935";"302"
"112";"emji_spectacle_vivant";"-0.626962094643306";"1.4892110400332";"0.955825251302935";"303"
"113";"ambitieux";"-0.471507283187843";"1.04972579574677";"0.955825251302935";"304"
"114";"emji_marteau_et_clé_à_molette";"-0.124201583558417";"1.62095244653062";"0.954285728721671";"310"
"115";"soudanais";"1.46286128313292";"-3.0884836643078";"0.954285728721671";"313"
"116";"paramilitaire";"1.46286128313292";"-3.0884836643078";"0.954285728721671";"314"
"117";"libération";"1.46286128313292";"-3.0884836643078";"0.954285728721671";"315"
"118";"cambodge";"1.46286128313292";"-3.0884836643078";"0.954285728721671";"316"
"119";"travail";"0.227562300563424";"0.770830828423535";"0.953268643406251";"317"
"120";"août";"0.67992042171745";"0.194200295031643";"0.952195979658294";"319"
"121";"innocence";"0.830290856694056";"-0.0617496056310966";"0.952195979658294";"320"
"122";"incarcérer";"0.808885495859327";"-0.182542991511738";"0.952195979658294";"321"
"123";"emji_voiture_de_police";"0.896497912067112";"-0.466854459221032";"0.952195979658294";"322"
"124";"tessinoise";"-5.05010047361547";"-2.16317633030321";"0.949222533517584";"327"
"125";"sölden";"-5.05010047361547";"-2.16317633030321";"0.949222533517584";"328"
"126";"mountain";"-5.05010047361547";"-2.16317633030321";"0.949222533517584";"330"
"127";"décrocher";"-5.05010047361547";"-2.16317633030321";"0.949222533517584";"333"
"128";"impact";"-0.31680361970843";"1.48407691652106";"0.948772348214038";"338"
"129";"base";"0.193475246603977";"1.49857134202139";"0.948772348214038";"340"
"130";"roi";"0.502018170049663";"-0.881315656001732";"0.948711211938247";"341"
"131";"conclure";"0.928815763065386";"-1.29207191842124";"0.948711211938247";"342"
"132";"publication";"0.825059818533422";"-1.27688709812236";"0.948711211938247";"343"
"133";"pro";"1.05299864577402";"-1.87898415573745";"0.947299519751817";"344"
"134";"berner";"0.429391853302285";"0.20835178714739";"0.946771524642719";"345"
"135";"tuer";"1.06693119235498";"-1.8354231035358";"0.946771524642719";"346"
"136";"civil";"0.550703074832201";"-1.42505697796122";"0.945626608932465";"347"
"137";"eau";"0.26613948822919";"0.0231681873481123";"0.945354274613035";"348"
"138";"expliquer";"0.121961113149626";"1.277120579893";"0.945326485396767";"349"
"139";"réseau";"0.297582949711957";"0.458519838472874";"0.943931466740098";"352"
"140";"assurer";"0.0294962594039695";"1.07401975398098";"0.941569383357291";"354"
"141";"élire";"0.715193032179331";"-0.612519205891173";"0.941536036297769";"355"
"142";"ukrainien";"0.985117821878438";"-1.75205223091116";"0.941536036297769";"356"
"143";"député";"0.55469862448938";"0.18512716506661";"0.941274817664847";"357"
"144";"paix";"1.19065778365699";"-2.25564819291865";"0.941030272561686";"358"
"145";"situation";"0.887917543747333";"-1.27835100775015";"0.939940935283968";"359"
"146";"naissance";"0.0507267909847937";"1.62351715225068";"0.938412528389211";"360"
"147";"baisser";"0.108617420109667";"1.04721278393875";"0.93654509305598";"362"
"148";"augmenter";"0.0397947611653612";"1.23154903922265";"0.93608934990918";"365"
"149";"démission";"0.342162850807972";"0.302496713671329";"0.936067118536165";"366"
"150";"session";"-0.135357190543913";"0.99897990301057";"0.936067118536165";"367"
"151";"mener";"0.831837617725335";"-0.978301579586809";"0.935311251853667";"368"
"152";"appel";"0.75986151909262";"-0.469538877691043";"0.934438670462842";"369"
"153";"mardi";"0.508998927282179";"-0.575168927134687";"0.933443816520436";"370"
"154";"attendre";"-0.283995852206";"0.75886553361613";"0.933088114552202";"372"
"155";"espace";"0.0668693273402473";"1.31898665296682";"0.931348509613806";"374"
"156";"attaque";"1.12305861693713";"-2.03836402221682";"0.931348509613806";"375"
"157";"station";"-0.27476352007082";"1.25984104299121";"0.928675187008794";"376"
"158";"benjamin";"0.224382682309853";"0.101845165537433";"0.928675187008794";"377"
"159";"traverser";"-0.420591664777153";"1.39721113758749";"0.928675187008794";"378"
"160";"projet";"0.0913790589177054";"0.872732047083774";"0.928024919348116";"379"
"161";"inondation";"0.520259154548412";"-0.51649629996466";"0.927747027185432";"380"
"162";"tragique";"1.00176581610416";"-1.72779671716616";"0.927747027185432";"381"
"163";"emji_pancarte";"0.76045491088679";"-0.989922933742982";"0.927747027185432";"382"
"164";"distributeur";"0.76045491088679";"-0.989922933742982";"0.927747027185432";"383"
"165";"nombre";"-0.0986380257454802";"0.69166984251413";"0.926729941870012";"384"
"166";"canton";"0.0859528504996676";"0.283293446809034";"0.926063000679573";"385"
"167";"instagram";"0.0206575778687171";"1.26014471480824";"0.924962547715347";"387"
"168";"riche";"-0.0199125085181033";"1.79082903956548";"0.923067323165849";"388"
"169";"actualité";"0.104344418547601";"1.15958978741104";"0.923067323165849";"389"
"170";"toucher";"0.511273332600994";"0.0782829846168645";"0.923006186890058";"391"
"171";"dossier";"0.87955330987972";"-0.676910762026166";"0.921738998628223";"392"
"172";"considérer";"0.681911034120888";"-0.0293745899839701";"0.921738998628223";"393"
"173";"autorité";"0.815205270136699";"-1.0977066883523";"0.921438875092526";"394"
"174";"violence";"0.330780451110269";"0.188898973949268";"0.921427759406018";"395"
"175";"recul";"-0.0447323716176579";"1.43272657330147";"0.920266170166003";"396"
"176";"recenser";"0.352033345055176";"0.255367545591866";"0.920266170166003";"397"
"177";"emji_feu";"0.423365177780226";"-0.245784303918261";"0.92021614957672";"398"
"178";"genevoise";"0.648643555039847";"-0.433511852062249";"0.92021614957672";"399"
"179";"complexe";"0.860229828959417";"-1.07043589204314";"0.92021614957672";"400"
"180";"ordre";"0.772476182885834";"-0.934942058686882";"0.92021614957672";"401"
"181";"réaction";"0.44774277772262";"0.784869468021268";"0.920071645652125";"403"
"182";"raconter";"-0.314728234923295";"0.859998174568274";"0.918131958356596";"406"
"183";"médicament";"0.292079146154958";"1.51280069613067";"0.918131958356596";"407"
"184";"emji_porte_documents";"0.0617038845670178";"1.19219768996763";"0.917387207360606";"409"
"185";"genève";"-0.157229579123209";"0.277253685469059";"0.916675803424137";"410"
"186";"enfant";"0.725529902720452";"-0.487785280142923";"0.916386795574946";"411"
"187";"décider";"-0.0266680868383383";"0.302179906777405";"0.915636486735702";"413"
"188";"interpeller";"0.886811795072604";"-0.62833044766728";"0.915225206334931";"417"
"189";"financement";"0.643459869826647";"0.127962529902294";"0.915225206334931";"418"
"190";"ssr";"0.61074181907167";"-0.0672496468192317";"0.915058471037321";"419"
"191";"décision";"0.669568141272249";"-0.495062993487185";"0.91319103570409";"420"
"192";"cas";"0.220099783039618";"0.890170256424584";"0.912885354325139";"421"
"193";"vaudois";"-0.00833084611427358";"0.373485982279829";"0.912690829811261";"422"
"194";"musk";"0.793819964614991";"-0.855637967211879";"0.912440726864846";"423"
"195";"elon";"0.793819964614991";"-0.855637967211879";"0.912440726864846";"424"
"196";"fédéral";"0.336235373260933";"0.560664818216485";"0.907844390494067";"427"
"197";"possible";"0.514129926826982";"-0.175748855490785";"0.907399763033774";"428"
"198";"pluie";"-0.627245203778012";"0.555726138802521";"0.907399763033774";"430"
"199";"drogue";"-0.0977118462448307";"1.55821048878757";"0.907338626757984";"432"
"200";"sécuriser";"-0.0459847772781817";"1.74835989130676";"0.907338626757984";"433"
"201";"soldat";"1.22155037791555";"-2.35060988088463";"0.907338626757984";"434"
"202";"bonheur";"1.14431237274032";"-1.78371719182206";"0.907338626757984";"435"
"203";"soudan";"1.30916279412333";"-2.63492134859392";"0.907338626757984";"437"
"204";"demander";"0.525836625674753";"0.22608461859597";"0.907260816952432";"439"
"205";"expérience";"0.0279542159229808";"0.326780800607264";"0.906527181642949";"440"
"206";"plateforme";"-0.609672083318514";"0.326187591756903";"0.906527181642949";"441"
"207";"interdire";"0.284268523555932";"0.985128260924059";"0.906527181642949";"442"
"208";"proche";"0.49545190300403";"0.308415516829222";"0.906138132615193";"443"
"209";"ancien";"0.53466965815076";"0.152401058922072";"0.903425905107405";"448"
"210";"victime";"0.336628430117146";"-0.6410314826046";"0.903075760982425";"449"
"211";"justifier";"0.390378101766848";"0.311234373518556";"0.902336567829688";"450"
"212";"former";"0.390378101766848";"0.311234373518556";"0.902336567829688";"451"
"213";"delémont";"-0.00876221998244303";"0.771786216285436";"0.902336567829688";"452"
"214";"hauteur";"-0.182024212262172";"1.30063001968758";"0.902336567829688";"453"
"215";"objet";"0.198982702370731";"-0.0518576099124302";"0.90001894719291";"455"
"216";"annoncer";"0.469030897291977";"-0.924979567469889";"0.899746612873481";"457"
"217";"journaliste";"0.468140508446678";"-0.138198849135058";"0.899479836397305";"458"
"218";"liberté";"0.216734598301634";"1.17413376973378";"0.899479836397305";"459"
"219";"communiqué";"1.02555535536937";"-1.7707389962486";"0.899479836397305";"460"
"220";"besoin";"0.93672403453768";"-1.51960457094206";"0.899479836397305";"461"
"221";"frontière";"0.9865322970001";"-1.70112641815957";"0.899479836397305";"462"
"222";"défense";"0.945948907865782";"-1.36581791527897";"0.899479836397305";"463"
"223";"population";"0.563540905745396";"-0.125946572689856";"0.898662833439017";"464"
"224";"service";"0.344495223286498";"0.184404957998249";"0.898590581476719";"465"
"225";"école";"0.33778704697144";"0.426978174985565";"0.89815151185968";"466"
"226";"susciter";"0.0477617148245842";"0.709706912396873";"0.897968103032309";"467"
"227";"début";"-0.167111576087253";"0.223064251298455";"0.897701326556133";"468"
"228";"décéder";"0.900936185336015";"-1.40963507985595";"0.895689387298307";"469"
"229";"spécial";"0.776572336171645";"-1.0580468844268";"0.895689387298307";"470"
"230";"décès";"0.604715401848618";"-0.517941423882701";"0.895689387298307";"471"
"231";"opération";"0.900936185336015";"-1.40963507985595";"0.895689387298307";"472"
"232";"éclater";"0.983940940961586";"-1.42178293609505";"0.895689387298307";"473"
"233";"emji_drapeau_australie";"0.66322134568972";"-0.269187193162835";"0.895689387298307";"474"
"234";"résultat";"-0.308491194507433";"0.290810010471599";"0.89551153631419";"475"
"235";"donner";"0.410421661404431";"0.339700106722491";"0.89551153631419";"476"
"236";"adopter";"0.592306356198876";"0.0970058309967424";"0.89551153631419";"477"
"237";"initier";"0.357189582337382";"0.206958450656466";"0.89551153631419";"478"
"238";"avenir";"0.375064728118157";"0.54247203411976";"0.89551153631419";"479"
"239";"opposition";"0.770231221964908";"-0.644304839734491";"0.89551153631419";"480"
"240";"refuser";"0.803269945461028";"-0.738633212859242";"0.89551153631419";"481"
"241";"pénal";"0.561080879020719";"-0.00779796514979216";"0.89551153631419";"482"
"242";"bas";"0.201626085831565";"0.76772081218052";"0.893377324504784";"483"
"243";"transformer";"-0.018463315247259";"0.201917868088928";"0.893127221558369";"484"
"244";"version";"-0.185687397597749";"1.11261173692162";"0.893127221558369";"485"
"245";"théâtre";"-0.135285620730679";"0.568062559538044";"0.893127221558369";"486"
"246";"régime";"0.573186218412536";"0.494757778362007";"0.893127221558369";"487"
"247";"cacher";"0.273310400154912";"0.753889556698347";"0.893127221558369";"488"
"248";"plan";"0.608232423235758";"-0.5566825778644";"0.892121251929456";"490"
"249";"animal";"-0.00824807088683757";"1.55761172441124";"0.89185447545328";"491"
"250";"question";"-0.373456927711323";"1.17991776646397";"0.89185447545328";"492"
"251";"conseiller";"0.51052056032469";"0.210971517069681";"0.891798897020743";"494"
"252";"proposition";"0.829357160779345";"-0.74135638257537";"0.891632161723134";"495"
"253";"climat";"-0.184474414637474";"1.51176655400561";"0.890954104846187";"496"
"254";"soutenir";"0.311469019548955";"0.483010431077468";"0.890931873473172";"497"
"255";"provisoire";"0.733670032440335";"-0.00630032337200382";"0.890715117586279";"500"
"256";"créer";"-0.273961048456405";"-0.172602141615824";"0.890409436207328";"501"
"257";"social";"0.284985933790199";"0.952877669662908";"0.890081523455362";"502"
"258";"accident";"0.273160668505517";"0.551538830894537";"0.889575759719278";"504"
"259";"streaming";"-0.535780165882425";"1.42019303043107";"0.889286751870088";"505"
"260";"introduire";"-0.335286252580284";"1.07892649621409";"0.889286751870088";"506"
"261";"avancé";"-0.684087742144426";"1.54910416007766";"0.889286751870088";"508"
"262";"mêler";"-0.225485474317305";"0.897622221308059";"0.889286751870088";"509"
"263";"virtuel";"-0.225485474317305";"0.897622221308059";"0.889286751870088";"511"
"264";"roman";"-0.571099815633874";"1.50384897408847";"0.889286751870088";"512"
"265";"mélange";"-0.571099815633874";"1.50384897408847";"0.889286751870088";"513"
"266";"louis";"-0.46681074059356";"1.67372556712333";"0.889286751870088";"514"
"267";"spotify";"-0.247010178749543";"0.538786691427507";"0.889286751870088";"517"
"268";"matériau";"-0.46681074059356";"1.67372556712333";"0.889286751870088";"519"
"269";"diamètre";"-0.684087742144426";"1.54910416007766";"0.889286751870088";"520"
"270";"contemporain";"-0.218296886462151";"0.411247062814451";"0.889286751870088";"521"
"271";"collaborer";"-0.247010178749543";"0.538786691427507";"0.889286751870088";"522"
"272";"animé";"-0.335286252580284";"1.07892649621409";"0.889286751870088";"523"
"273";"adulte";"0.119696216273659";"1.87704968894293";"0.889286751870088";"524"
"274";"trouble";"0.408466203406541";"0.995643349939367";"0.889286751870088";"525"
"275";"mental";"0.0843765665222107";"1.96070563260033";"0.889286751870088";"527"
"276";"émotionnel";"-0.139072549515518";"1.90215389637926";"0.889286751870088";"528"
"277";"studio";"-0.139072549515518";"1.90215389637926";"0.889286751870088";"529"
"278";"stress";"0.0843765665222107";"1.96070563260033";"0.889286751870088";"530"
"279";"réel";"0.0843765665222107";"1.96070563260033";"0.889286751870088";"531"
"280";"relayer";"0.0843765665222107";"1.96070563260033";"0.889286751870088";"532"
"281";"reposer";"-0.139072549515518";"1.90215389637926";"0.889286751870088";"533"
"282";"emji_verre_de_vin";"-0.0286113599883418";"2.00596081858952";"0.889286751870088";"535"
"283";"emji_bébé";"0.119696216273659";"1.87704968894293";"0.889286751870088";"536"
"284";"controverse";"0.42999090783878";"1.35447887981992";"0.889286751870088";"537"
"285";"chercher";"-0.139072549515518";"1.90215389637926";"0.889286751870088";"538"
"286";"associé";"-0.0286113599883418";"2.00596081858952";"0.889286751870088";"539"
"287";"éthique";"0.0843765665222107";"1.96070563260033";"0.889286751870088";"540"
"288";"régulation";"0.0843765665222107";"1.96070563260033";"0.889286751870088";"542"
"289";"prétendu";"0.119696216273659";"1.87704968894293";"0.889286751870088";"543"
"290";"maman";"-0.0286113599883418";"2.00596081858952";"0.889286751870088";"544"
"291";"facteur";"0.3201901295758";"1.53578315472595";"0.889286751870088";"545"
"292";"fact";"-0.0286113599883418";"2.00596081858952";"0.889286751870088";"546"
"293";"dentaire";"0.3201901295758";"1.53578315472595";"0.889286751870088";"547"
"294";"contraire";"-0.0286113599883418";"2.00596081858952";"0.889286751870088";"548"
"295";"actif";"0.119696216273659";"1.87704968894293";"0.889286751870088";"549"
"296";"financier";"0.235522800248046";"0.780823032837834";"0.889164479318507";"550"
"297";"grave";"0.369108224604898";"-1.59422812846651";"0.889164479318507";"551"
"298";"chine";"0.592713954121843";"-0.187301334628875";"0.888397496949502";"552"
"299";"rare";"0.464822054346899";"-0.275808610781428";"0.888397496949502";"553"
"300";"effet";"0.144207426576484";"1.19256041419973";"0.888252993024907";"554"
"301";"condition";"0.166773917409115";"1.0531047684515";"0.887808365564614";"555"
"302";"général";"0.836774486186527";"-1.13000093138221";"0.887808365564614";"556"
"303";"opposant";"0.919830028246444";"-0.684102970304226";"0.887141424374174";"557"
"304";"majoritairement";"0.802840662128311";"-0.01642353690459";"0.887141424374174";"558"
"305";"payer";"0.891116735959052";"-0.55656334169117";"0.887141424374174";"559"
"306";"meurtre";"0.891116735959052";"-0.55656334169117";"0.887141424374174";"560"
"307";"judiciaire";"0.774300181015339";"-0.177481384745446";"0.887141424374174";"561"
"308";"harcèlement";"0.671316174115035";"0.578375534004651";"0.887141424374174";"562"
"309";"examen";"0.802840662128311";"-0.01642353690459";"0.887141424374174";"563"
"310";"apparence";"0.671316174115035";"0.578375534004651";"0.887141424374174";"564"
"311";"viol";"0.802840662128311";"-0.01642353690459";"0.887141424374174";"565"
"312";"sévère";"0.60234674882617";"0.324842997312396";"0.887141424374174";"566"
"313";"suspect";"0.891116735959052";"-0.55656334169117";"0.887141424374174";"567"
"314";"répression";"0.891116735959052";"-0.55656334169117";"0.887141424374174";"568"
"315";"présidentiel";"0.774300181015339";"-0.177481384745446";"0.887141424374174";"569"
"316";"lula";"0.60234674882617";"0.324842997312396";"0.887141424374174";"570"
"317";"fraude";"0.802840662128311";"-0.01642353690459";"0.887141424374174";"571"
"318";"escroc";"0.891116735959052";"-0.55656334169117";"0.887141424374174";"572"
"319";"criminel";"0.919830028246444";"-0.684102970304226";"0.887141424374174";"573"
"320";"prendre";"-0.14549248803202";"-0.290832142221339";"0.887124750844413";"574"
"321";"organisé";"0.927018616101597";"-1.17047812879783";"0.885079464527065";"576"
"322";"concession";"0.788677356725646";"-1.15023170173266";"0.885079464527065";"577"
"323";"times";"0.581404274785028";"-0.564251376017421";"0.885079464527065";"579"
"324";"sanction";"0.685693349825342";"-0.394374782982565";"0.885079464527065";"580"
"325";"réintégrer";"0.788677356725646";"-1.15023170173266";"0.885079464527065";"581"
"326";"pétrolier";"0.685693349825342";"-0.394374782982565";"0.885079464527065";"582"
"327";"congrès";"0.616723924536477";"-0.64790731967482";"0.885079464527065";"584"
"328";"ville";"-0.12387021536609";"0.912902551379625";"0.883501037043025";"585"
"329";"association";"-0.250810359271079";"0.203838911561615";"0.882950810560913";"586"
"330";"quotidien";"-0.215008541227748";"1.41319431279639";"0.881922609558985";"587"
"331";"adapter";"-0.198012202717112";"1.64829898371021";"0.881922609558985";"588"
"332";"accuser";"0.898040185775659";"-1.27697848836569";"0.880766578162223";"590"
"333";"prévoir";"0.0478536191891768";"0.372219172605055";"0.880494243842794";"591"
"334";"agent";"0.672842494679005";"-0.705611466033688";"0.879994037949964";"592"
"335";"rices";"0.18235861361739";"0.849547847469781";"0.879994037949964";"593"
"336";"affecter";"0.358760078203251";"0.303246891832771";"0.879994037949964";"594"
"337";"réforme";"0.59892306699196";"-0.229241475553636";"0.879994037949964";"595"
"338";"arriver";"0.353244263766327";"-0.0934380503689314";"0.879994037949964";"596"
"339";"préparer";"-0.189394398283932";"1.85871181854926";"0.879994037949964";"598"
"340";"populaire";"-0.0518695338545706";"0.975633638641512";"0.879916228144413";"599"
"341";"emji_graphique_en_hausse";"0.0384783441246058";"1.31580539361155";"0.879388233035315";"600"
"342";"défi";"-0.25978709537108";"1.67525866971765";"0.879388233035315";"601"
"343";"disposer";"0.0384783441246058";"1.31580539361155";"0.879388233035315";"602"
"344";"collaborateur";"0.294848778734558";"0.60165524809796";"0.879388233035315";"603"
"345";"disparition";"0.255784434804038";"0.780991180183848";"0.879388233035315";"604"
"346";"immédiat";"1.04368170843785";"-1.83394015576345";"0.879388233035315";"605"
