"";"";"";"";"représentant";""
"347";"conduire";"0.890609581480572";"-1.10278326415152";"0.879388233035315";"606"
"348";"janvier";"0.289583874600884";"0.49355438817526";"0.878993626164305";"607"
"349";"guerre";"1.06976692609138";"-1.74331519245288";"0.878826890866695";"608"
"350";"mort";"0.685942635184652";"-0.888789264649807";"0.87874352321789";"609"
"351";"professionnel";"0.199426587590051";"0.862895880779207";"0.878526767330997";"611"
"352";"économie";"0.49888779995638";"-0.042932144011151";"0.877876499670319";"612"
"353";"parlementaire";"0.628988740970701";"-0.612147574539772";"0.877876499670319";"613"
"354";"vente";"0.0581867956080863";"1.15856167617914";"0.877698648686202";"614"
"355";"hôpital";"0.892415770207936";"-1.31798134628005";"0.877698648686202";"615"
"356";"concours";"0.325664230074266";"0.36533585144274";"0.877604165350889";"616"
"357";"whatsapp";"0.614434217207149";"-0.516070487560826";"0.877604165350889";"618"
"358";"participation";"0.0668954642850894";"0.390440058879065";"0.877604165350889";"619"
"359";"délai";"0.325664230074266";"0.36533585144274";"0.877604165350889";"620"
"360";"consommateur";"0.290344580322818";"0.448991795100139";"0.877604165350889";"621"
"361";"obligation";"0.526158143376407";"0.0240693172257543";"0.877604165350889";"622"
"362";"eurovision";"0.325664230074266";"0.36533585144274";"0.877604165350889";"623"
"363";"emji_montagne_enneigée";"-0.142904354638905";"1.12548249279376";"0.877604165350889";"624"
"364";"visiteur";"-0.350177436579522";"1.711462818509";"0.877604165350889";"625"
"365";"grippe";"-0.314857786828074";"1.6278068748516";"0.877604165350889";"626"
"366";"date";"-0.142904354638905";"1.12548249279376";"0.877604165350889";"627"
"367";"temporairement";"-0.245888361539208";"1.88133941154385";"0.877604165350889";"628"
"368";"perturbation";"-0.0260877996951915";"0.746400535848032";"0.877604165350889";"629"
"369";"emji_goutte_d_eau";"-0.0260877996951915";"0.746400535848032";"0.877604165350889";"630"
"370";"centrale";"0.178843518984256";"0.141650781562855";"0.877604165350889";"631"
"371";"attirer";"0.178843518984256";"0.141650781562855";"0.877604165350889";"632"
"372";"arbre";"-0.0260877996951915";"0.746400535848032";"0.877604165350889";"633"
"373";"abri";"-0.350177436579522";"1.711462818509";"0.877604165350889";"634"
"374";"fréquenter";"-0.57362655261725";"1.65291108228792";"0.877604165350889";"635"
"375";"alpe";"-0.57362655261725";"1.65291108228792";"0.877604165350889";"636"
"376";"varier";"-0.350177436579522";"1.711462818509";"0.877604165350889";"637"
"377";"vague";"-0.245888361539208";"1.88133941154385";"0.877604165350889";"638"
"378";"robot";"-0.245888361539208";"1.88133941154385";"0.877604165350889";"639"
"379";"cran";"-0.142904354638905";"1.12548249279376";"0.877604165350889";"641"
"380";"afficher";"-0.114363873525932";"1.28654034063461";"0.877604165350889";"642"
"381";"nouvelle";"-0.216777450272601";"0.806548179892827";"0.877254021225909";"644"
"382";"offrir";"-0.294651778207969";"1.42750585303368";"0.877254021225909";"645"
"383";"important";"0.462254697947704";"0.028193944814793";"0.875847886882732";"647"
"384";"rouge";"-0.363123891119374";"0.339011823891125";"0.875375470206171";"648"
"385";"réalité";"-0.214929848007111";"1.77272053895671";"0.875375470206171";"649"
"386";"etats";"0.444616629709205";"-1.05091940840295";"0.874908611372863";"650"
"387";"retrouver";"0.816910345083977";"-0.956488344152804";"0.874469541755824";"651"
"388";"neuchâtel";"-0.185081018651907";"1.38783345130675";"0.873758137819355";"654"
"389";"musée";"0.267527457338118";"0.377732726483041";"0.873313510359062";"655"
"390";"emji_drapeau_brésil";"-0.0906120189366461";"-0.562120564725884";"0.873313510359062";"656"
"391";"série";"0.523977690210244";"-0.30917211879131";"0.872691031914652";"658"
"392";"secours";"0.731250772150862";"-0.895152444506551";"0.872691031914652";"659"
"393";"nourriture";"0.523977690210244";"-0.30917211879131";"0.872691031914652";"660"
"394";"tir";"1.05299864577402";"-1.87898415573745";"0.872691031914652";"661"
"395";"remettre";"1.05299864577402";"-1.87898415573745";"0.872691031914652";"662"
"396";"préjudice";"0.869592031526814";"-0.915398871571723";"0.872691031914652";"663"
"397";"dérober";"0.869592031526814";"-0.915398871571723";"0.872691031914652";"665"
"398";"emji_nuage_avec_éclair_et_pluie";"0.410989763699692";"-0.263916932802122";"0.872691031914652";"666"
"399";"emji_banque";"0.876780619381967";"-1.40177403006533";"0.872691031914652";"667"
"400";"attaquer";"0.628266765250558";"-0.139295525756454";"0.872691031914652";"668"
"401";"franc";"0.213527917711237";"0.394326943787044";"0.871568347577412";"669"
"402";"signer";"0.739716325728836";"-0.797391893638371";"0.871334918160758";"670"
"403";"fribourgeois";"-0.591464387320875";"0.352880600246738";"0.871107046587358";"671"
"404";"salaire";"0.368474951743725";"0.606922623204023";"0.871107046587358";"672"
"405";"réclamer";"0.436791842962585";"0.397588404003802";"0.871107046587358";"673"
"406";"grève";"0.509556766578138";"0.144277611224412";"0.871107046587358";"674"
"407";"exemple";"0.225169335286848";"1.09113461923106";"0.871107046587358";"675"
"408";"protection";"0.328931745996443";"0.902821248897808";"0.870028824996147";"676"
"409";"ferroviaire";"0.347425542548762";"0.77110749078185";"0.869689796557674";"677"
"410";"obligatoire";"0.382745192300211";"0.687451547124451";"0.869689796557674";"678"
"411";"faciliter";"0.700228471720485";"-0.321494420492171";"0.869689796557674";"679"
"412";"définitif";"0.700228471720485";"-0.321494420492171";"0.869689796557674";"680"
"413";"bulle";"0.451714617589076";"0.940984083816706";"0.869689796557674";"681"
"414";"assemblée";"0.55469862448938";"0.18512716506661";"0.869689796557674";"682"
"415";"annulation";"0.671515179433093";"-0.193954791879115";"0.869689796557674";"683"
"416";"abbaye";"0.347425542548762";"0.77110749078185";"0.869689796557674";"684"
"417";"sanctionner";"0.693039883865331";"0.164880738001438";"0.869689796557674";"685"
"418";"emji_enfant";"0.451714617589076";"0.940984083816706";"0.869689796557674";"686"
"419";"dessiner";"0.123976426511034";"0.712555754560776";"0.869689796557674";"687"
"420";"convention";"0.23443761603821";"0.816362676771039";"0.869689796557674";"689"
"421";"convaincre";"0.700228471720485";"-0.321494420492171";"0.869689796557674";"690"
"422";"prévention";"0.0343287462556446";"1.03556498270863";"0.869506387730303";"691"
"423";"médecin";"0.34906944734111";"0.502510646231259";"0.869506387730303";"692"
"424";"prochain";"-0.337796159959223";"0.464295722844474";"0.869056202426757";"693"
"425";"sud";"0.994758759060472";"-1.82882133669116";"0.868394819079571";"694"
"426";"onu";"0.9463474465546";"-1.28913869891576";"0.868394819079571";"695"
"427";"taux";"0.0507267909847939";"1.62351715225068";"0.868266988684736";"696"
"428";"cycle";"0.0507267909847939";"1.62351715225068";"0.868266988684736";"697"
"429";"champignon";"-0.05356228405552";"1.45364055921582";"0.868266988684736";"698"
"430";"ménage";"-0.166550210566073";"1.49889574520501";"0.868266988684736";"699"
"431";"loyer";"-0.05356228405552";"1.45364055921582";"0.868266988684736";"700"
"432";"disponible";"0.0507267909847939";"1.62351715225068";"0.868266988684736";"701"
"433";"cabinet";"0.270527352828811";"0.488578276554857";"0.868266988684736";"702"
"434";"recueillir";"0.475458671508258";"-0.11617147773032";"0.868266988684736";"703"
"435";"pénurie";"0.475458671508258";"-0.11617147773032";"0.868266988684736";"704"
"436";"lire";"-0.05356228405552";"1.45364055921582";"0.868266988684736";"705"
"437";"abandonner";"0.18225127899807";"1.02871808134144";"0.868266988684736";"706"
"438";"rente";"0.18225127899807";"1.02871808134144";"0.868266988684736";"707"
"439";"prévoyance";"-0.05356228405552";"1.45364055921582";"0.868266988684736";"708"
"440";"cotisation";"0.153710797885097";"0.867660233500582";"0.868266988684736";"709"
"441";"romand";"-0.0317532579123432";"1.30740469847758";"0.868078022014112";"710"
"442";"recevoir";"0.184961557642646";"-0.932716253186387";"0.867261019055824";"711"
"443";"nouveau";"-0.291301356056121";"0.264689273496344";"0.86702758963917";"712"
"444";"évolution";"-0.215887473479316";"1.4854342724091";"0.866744139633233";"713"
"445";"majorité";"0.204961466081584";"0.552991243400117";"0.866744139633233";"714"
"446";"agir";"0.0555421213211753";"0.676003697379145";"0.865821537653125";"715"
"447";"près_de";"0.430469003893057";"-0.0344006207149863";"0.865815979809871";"716"
"448";"jeune";"0.361750576258429";"0.620341988030049";"0.864860030770241";"717"
"449";"mesure";"0.468566642489147";"0.394408688413531";"0.864293130758368";"718"
"450";"etat";"0.76503790710865";"-0.560411631160772";"0.864293130758368";"719"
"451";"valider";"-0.445207514155043";"0.108997164692571";"0.86415974252028";"721"
"452";"faveur";"0.672347707219794";"-0.610014667019118";"0.86415974252028";"722"
"453";"violent";"0.0155201364259422";"0.531816828737185";"0.86415974252028";"723"
"454";"juger";"0.30544681581839";"-0.0698059031275205";"0.863626189567928";"724"
"455";"réduire";"0.129668146127822";"0.809795973134953";"0.862242286597766";"725"
"456";"humain";"0.229040626288487";"1.21270884304196";"0.862158918948961";"726"
"457";"concevoir";"-0.0739834369573109";"1.52641449511079";"0.862158918948961";"727"
"458";"traditionnel";"-0.0156723754133779";"1.29568213705822";"0.862158918948961";"728"
"459";"terme";"0.456108681077145";"0.403932666384514";"0.862158918948961";"729"
"460";"intervenir";"0.685294112077786";"-0.569954524048861";"0.861953278748576";"731"
"461";"naturel";"-0.168283323422631";"0.650931451000444";"0.861475304228761";"733"
"462";"génération";"-0.432885520301423";"1.47038288445596";"0.861475304228761";"736"
"463";"composer";"-0.0233043293373904";"0.759762919207911";"0.861475304228761";"737"
"464";"vieux";"-0.517626465184338";"1.50432427394785";"0.861475304228761";"738"
"465";"apprêter";"-0.628857147380839";"1.60100762118279";"0.861475304228761";"741"
"466";"promouvoir";"-0.200164501627583";"1.0784547776137";"0.861475304228761";"742"
"467";"inscription";"-0.204298279044582";"1.34184042856936";"0.861475304228761";"743"
"468";"adaptation";"-0.517626465184338";"1.50432427394785";"0.861475304228761";"744"
"469";"suite";"0.337610802025218";"-0.961109908791048";"0.861197412066078";"745"
"470";"évaluer";"0.26279494306219";"0.920246225327359";"0.860941751276409";"747"
"471";"nord";"0.936925523416304";"-1.67620029855496";"0.860941751276409";"748"
"472";"mission";"0.771794647730708";"-1.16063432181218";"0.860941751276409";"749"
"473";"libérer";"0.773618924827564";"-0.563889015853736";"0.860941751276409";"750"
"474";"intensifier";"1.0815448774267";"-1.70498904239999";"0.860941751276409";"751"
"475";"performance";"-0.0199125085181032";"1.79082903956548";"0.860630512054204";"752"
"476";"ouverture";"0.111611979495173";"1.19602996865624";"0.860630512054204";"753"
"477";"production";"-0.0888819338069685";"1.53729650287322";"0.860630512054204";"754"
"478";"fondation";"-0.347650699596145";"1.56240071030955";"0.860630512054204";"755"
"479";"communal";"0.111611979495173";"1.19602996865624";"0.860630512054204";"756"
"480";"diminution";"-0.0888819338069685";"1.53729650287322";"0.860630512054204";"757"
"481";"thomas";"-0.347650699596145";"1.56240071030955";"0.860630512054204";"758"
"482";"restauration";"-0.23718951006897";"1.66620763251981";"0.860630512054204";"759"
"483";"ressource";"-0.347650699596145";"1.56240071030955";"0.860630512054204";"760"
"484";"préoccupation";"0.111611979495173";"1.19602996865624";"0.860630512054204";"761"
"485";"pic";"-0.23718951006897";"1.66620763251981";"0.860630512054204";"762"
"486";"commentaire";"-0.347650699596145";"1.56240071030955";"0.860630512054204";"763"
"487";"classement";"-0.347650699596145";"1.56240071030955";"0.860630512054204";"764"
"488";"black";"0.199888053325914";"0.655890163869655";"0.860630512054204";"765"
"489";"précaire";"-0.0199125085181032";"1.79082903956548";"0.860630512054204";"766"
"490";"papier";"-0.0888819338069685";"1.53729650287322";"0.860630512054204";"767"
"491";"emji_tête_qui_parle";"0.0830714983822004";"1.03497212081538";"0.860630512054204";"768"
"492";"emji_seringue";"-0.0199125085181032";"1.79082903956548";"0.860630512054204";"769"
"493";"colis";"0.221412757758152";"1.01472569375021";"0.860630512054204";"770"
"494";"réguler";"0.111611979495173";"1.19602996865624";"0.860630512054204";"771"
"495";"quartier";"-0.23718951006897";"1.66620763251981";"0.860630512054204";"772"
"496";"contrat";"0.111611979495173";"1.19602996865624";"0.860630512054204";"773"
"497";"collecte";"0.221412757758152";"1.01472569375021";"0.860630512054204";"775"
"498";"bloquer";"1.03812940260945";"-1.34879503432681";"0.860630512054204";"776"
"499";"vivant";"1.16965389062273";"-1.94359410523605";"0.860630512054204";"777"
"500";"espoir";"1.03812940260945";"-1.34879503432681";"0.860630512054204";"778"
"501";"diffuser";"1.03812940260945";"-1.34879503432681";"0.860630512054204";"779"
"502";"nécessité";"1.16965389062273";"-1.94359410523605";"0.860630512054204";"780"
"503";"netanyahu";"1.14111340950976";"-2.1046519530769";"0.860630512054204";"781"
"504";"facture";"1.25792996445347";"-2.48373391002263";"0.860630512054204";"782"
"505";"clinique";"1.03812940260945";"-1.34879503432681";"0.860630512054204";"783"
"506";"afrique";"1.03812940260945";"-1.34879503432681";"0.860630512054204";"784"
"507";"violation";"1.16965389062273";"-1.94359410523605";"0.860630512054204";"785"
"508";"solidarité";"0.93384032756914";"-1.51867162736166";"0.860630512054204";"786"
"509";"forcer";"1.25792996445347";"-2.48373391002263";"0.860630512054204";"787"
"510";"fléau";"0.969159977320588";"-1.60232757101906";"0.860630512054204";"788"
"511";"don";"0.820852401058587";"-1.47341644137248";"0.860630512054204";"789"
"512";"public";"0.0755489799665335";"0.0813931205493789";"0.860463776756594";"790"
"513";"lutte";"0.597569838020215";"0.330178501211163";"0.859874645371706";"791"
"514";"livre";"0.382087902843603";"0.228213270907765";"0.859874645371706";"792"
"515";"mineur";"0.663776893393271";"-0.0749263523787718";"0.859874645371706";"793"
"516";"capitale";"0.623398808060974";"-0.50966051251541";"0.859874645371706";"794"
"517";"trace";"0.658822125295229";"-0.107839116095514";"0.859874645371706";"795"
"518";"scandale";"0.923424322174021";"-0.92729054955103";"0.859874645371706";"796"
"519";"politique";"0.559280704991551";"-0.219350736417624";"0.859696794387589";"797"
"520";"membre";"0.678414952550844";"-0.737444686928053";"0.859696794387589";"798"
"521";"actuel";"0.430076021593531";"0.271474941412545";"0.858724171818198";"799"
"522";"figure";"0.39536226969693";"-0.177668171720904";"0.858640804169393";"800"
"523";"scrutin";"0.758723154779552";"-0.655334137191989";"0.858335122790442";"812"
"524";"visite";"0.414276145461063";"-0.380556080952005";"0.858335122790442";"813"
"525";"processus";"0.315632779451106";"0.0655432222299252";"0.858335122790442";"815"
"526";"document";"0.72628684414265";"-0.614339687599993";"0.858335122790442";"817"
"527";"conservateur";"0.841073738476786";"-0.791312343371509";"0.858335122790442";"818"
"528";"zelensky";"1.04483575453525";"-1.91910616008574";"0.858335122790442";"819"
"529";"formel";"0.346751602629839";"-0.0467509886315692";"0.858335122790442";"820"
"530";"dirigeant";"0.841073738476786";"-0.791312343371509";"0.858335122790442";"821"
"531";"volodymyr";"1.04483575453525";"-1.91910616008574";"0.858335122790442";"822"
"532";"perdre";"0.648070037862415";"-0.741747132376135";"0.858335122790442";"823"
"533";"patron";"0.581862982489359";"-0.3366422787862";"0.858335122790442";"824"
"534";"zurich";"-0.490123864089455";"0.659951150578891";"0.857673739443256";"826"
"535";"fermer";"-0.360011714824165";"0.441086945808212";"0.857673739443256";"828"
"536";"niveau";"-0.435553035412471";"0.409460506494651";"0.857162417863919";"830"
"537";"accepter";"0.557915418080486";"-0.0583669620151146";"0.856578844322284";"832"
"538";"moitié";"0.236763982195329";"0.589483792116229";"0.855217172725137";"833"
"539";"coût";"0.111103671119534";"1.08015074600412";"0.855217172725137";"835"
"540";"élève";"0.300997947545623";"0.646906687322857";"0.855217172725137";"836"
"541";"pratique";"0.188899900036525";"1.005621805448";"0.855217172725137";"837"
"542";"mois";"0.111911069441113";"9.07871977710496e-05";"0.853633187397843";"842"
"543";"prix";"-0.325005345620484";"0.729977207652025";"0.852905109931613";"844"
"544";"provenir";"0.186708039352509";"0.741981957957759";"0.852749490320511";"845"
"545";"soirée";"0.361177850457022";"0.321253282864341";"0.852749490320511";"846"
"546";"printemps";"0.186708039352509";"0.741981957957759";"0.852749490320511";"849"
"547";"occuper";"0.609963493338929";"-0.498119027494896";"0.852749490320511";"850"
"548";"veille";"0.451310236231301";"-0.0774694754977561";"0.852749490320511";"851"
"549";"issue";"0.84268451201277";"-0.890047134337156";"0.852749490320511";"852"
"550";"légèrement";"-0.240703998697073";"1.5633513100283";"0.852749490320511";"853"
"551";"emji_sapin_de_noël";"-0.383053504072307";"1.77232886812474";"0.852749490320511";"854"
"552";"siècle";"-0.26719373601066";"1.62609326777135";"0.852749490320511";"855"
"553";"limite";"0.258537054804051";"0.0719909535183661";"0.852749490320511";"856"
"554";"emji_vague";"0.0276005606192373";"1.09244595829482";"0.852749490320511";"857"
"555";"lac";"-0.0241265083474116";"0.90229655577563";"0.852749490320511";"859"
"556";"emji_tornade";"0.19245098200225";"0.241241801522955";"0.852749490320511";"860"
"557";"soigner";"0.181299049628823";"0.638883642580938";"0.852749490320511";"861"
"558";"nocturne";"-0.461270310352542";"1.6449214233486";"0.852749490320511";"862"
"559";"emji_nuage_avec_pluie";"-1.44694138955827";"0.870210476082088";"0.852749490320511";"863"
"560";"approcher";"-0.215466667044011";"1.81624267029054";"0.852749490320511";"864"
"561";"affronter";"-0.383053504072307";"1.77232886812474";"0.852749490320511";"865"
"562";"union";"0.511670467999894";"0.197650645394214";"0.85239934619553";"866"
"563";"double";"-0.365973369690347";"0.361695297310398";"0.85239934619553";"867"
"564";"période";"-0.172469991772292";"1.64145531654195";"0.85239934619553";"868"
"565";"événement";"-0.141911412623998";"0.826567128318359";"0.85239934619553";"869"
"566";"permettre";"0.0426725086760794";"0.870170563194956";"0.851976950108252";"870"
"567";"maladie";"0.0886196508855049";"1.35068824930451";"0.851965834421744";"871"
"568";"critique";"0.418920074092492";"0.253635815469194";"0.851187736366232";"872"
"569";"présenter";"0.14318651881994";"0.446760213709447";"0.851121042247188";"873"
"570";"suivre";"0.0066448081265745";"0.0169246586511808";"0.850709761846417";"874"
"571";"accueillir";"0.21795097350192";"0.350988519245493";"0.850709761846417";"875"
"572";"temps";"0.0778458680998889";"1.24240552205205";"0.849009061810796";"877"
"573";"média";"0.0861918917094942";"-0.702469775913631";"0.848853442199693";"878"
"574";"emji_billet_avec_des_ailes";"-1.14724201999005";"0.109951092549635";"0.845774397037164";"881"
"575";"juillet";"-0.238808945959541";"1.45155472887872";"0.845774397037164";"883"
"576";"inférieur";"0.00699469734899106";"1.62287597582066";"0.845774397037164";"884"
"577";"drame";"0.348705291022196";"0.452979960643009";"0.845774397037164";"885"
"578";"alimentaire";"0.741721394834294";"-0.428205157524063";"0.844951836235622";"886"
"579";"crise";"0.481640703964058";"-0.0105968775658427";"0.844879584273325";"887"
"580";"tiers";"0.231629850839167";"0.789159632019824";"0.844623923483656";"888"
"581";"médical";"0.640286975414926";"-0.466534063941018";"0.844623923483656";"889"
"582";"charger";"0.03213489287059";"0.959684246303422";"0.843345619535314";"891"
"583";"officiellement";"0.0804021035786553";"-0.658684111034889";"0.843345619535314";"892"
"584";"emji_voiture";"0.374186713392701";"0.469550801370588";"0.843345619535314";"893"
"585";"cours";"0.298368903229897";"0.263781768297373";"0.842723141090904";"894"
"586";"budgétaire";"0.56908141962726";"-0.443539804050932";"0.842450806771474";"895"
"587";"commercial";"0.697677296434591";"-0.422234747498501";"0.842450806771474";"896"
"588";"envisager";"0.496824915779325";"-0.440625135828241";"0.842450806771474";"897"
"589";"financer";"0.486099225636209";"0.0601679133935645";"0.842450806771474";"898"
"590";"finance";"0.758062642618071";"-0.88701055589052";"0.842450806771474";"899"
"591";"loi";"0.602706208933614";"-0.0515186493411841";"0.841111366547342";"900"
"592";"russe";"1.07126229962407";"-1.71799352813235";"0.841111366547342";"901"
"593";"européen";"0.433623220681864";"0.185107124902063";"0.840105396918429";"902"
"594";"passer";"-0.20195066584422";"0.00808575494493626";"0.839944219464072";"903"
"595";"pousser";"0.646000270964933";"-0.177138697399071";"0.838015647855051";"904"
"596";"acte";"0.60195617256523";"-0.171168287373509";"0.838015647855051";"906"
"597";"coalition";"0.535956302416607";"0.401012473100367";"0.838015647855051";"907"
"598";"suspension";"0.790795430730686";"-0.642800704888232";"0.838015647855051";"908"
"599";"emji_symbole_d_avertissement";"0.441556032831662";"-0.0170317429603002";"0.83714862430748";"909"
"600";"protéger";"0.38857400683936";"0.163170460590635";"0.836498356646802";"910"
"601";"sécurité";"0.739329269720011";"-0.700475549287456";"0.835864762515884";"911"
