"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Coord. facteur 5";"Coord. facteur 6";"Coord. facteur 7";"Coord. facteur 8";"Coord. facteur 9";"Coord. facteur 10";"Coord. facteur 11";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"Corr. facteur 5";"Corr. facteur 6";"Corr. facteur 7";"Corr. facteur 8";"Corr. facteur 9";"Corr. facteur 10";"Corr. facteur 11";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"COR -facteur 5";"COR -facteur 6";"COR -facteur 7";"COR -facteur 8";"COR -facteur 9";"COR -facteur 10";"COR -facteur 11";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"CTR -facteur 5";"CTR -facteur 6";"CTR -facteur 7";"CTR -facteur 8";"CTR -facteur 9";"CTR -facteur 10";"CTR -facteur 11";"mass";"chi.distance";"inertie"
"dernier";-0,267649800332612;-0,206180130502125;-0,171894778531517;-0,223205523426253;0,214123138944661;0,738349462210888;-0,275841247738664;0,135745451581483;1,25737822964017;-0,472220005929568;0,038271200043273;-0,163356185990737;-0,125839061729334;-0,104913492846755;-0,136230264149897;0,130686962093364;0,450640919310209;-0,168355717484254;0,0828502737845658;0,76742262346749;-0,288212653330263;0,0233582736269123;0,0482986296778814;0,0241675029932501;0,0151524240573925;0,0231899783045717;0,0201926472788079;0,234120085117537;0,0306408889399139;0,00697343206164917;0,530240418861587;0,0666032116179947;0,000420781089384325;0,000272630596811109;0,000161783552343862;0,000112451723574361;0,000189605364926122;0,000174488958104409;0,00207474474176856;0,000289573732508841;7,01279784786905e-05;0,00601689759618302;0,000848651750647438;5,574230296667e-06;0,00380575430050236;0,794820286205016;0,00240424450967812
"grand";-0,76422254255011;-0,0164255539890648;0,105357906907116;-0,515994370848732;-0,56566426121383;-0,276827477835942;-0,295393995468191;-0,0241903361783449;-0,555132000950358;-0,612273053661296;0,0168379563632395;-0,53645280514439;-0,0115300635912695;0,073956919035476;-0,362206834094228;-0,39707305503644;-0,194321508144207;-0,207354440190868;-0,0169806214521708;-0,389679841347667;-0,429790511092372;0,0118195531027094;0,415303858300786;0,000161772064824121;0,0060036633381067;0,130709065913118;0,148630813257023;0,0347103070376375;0,0370605265630099;0,000233563580706274;0,109008107265317;0,118092418137148;8,59045423252101e-05;0,00177815830276071;8,21430427303037e-07;3,37959767022336e-05;0,000810626246757737;0,000974200202206082;0,000233318473085733;0,000265664827397356;1,78161779394532e-06;0,000938260126287556;0,00114135573828506;8,63196147024989e-07;0,00304460344040189;0,773938203598978;0,0018236576130005
"monde";-2,89093840126806;-1,0630928810229;-0,0232189249909635;0,443686987876312;0,553160125924691;-0,174136963228761;-0,166860947070494;-0,0706257192867311;-0,0673782658259651;0,0277981085286947;0,0722518698481545;-0,911249045629221;-0,335096165598828;-0,00731880804837324;0,139854015596822;0,174360905306012;-0,0548894924504018;-0,0525960285781533;-0,0222618438596553;-0,0212382181519784;0,00876220671321104;0,0227744207262176;0,8624663715419;0,0983431496178655;4,23159890699316e-05;0,0140251457991873;0,0206267746027866;0,00199324284281761;0,00171615252877303;0,000288925119438095;0,000233047338314434;3,53264853821144e-05;0,000229548134468818;0,0273537500469502;0,00369897688904758;1,76450712000666e-06;0,000644306603597386;0,00100147688927233;9,92478554109457e-05;9,11273217584316e-05;1,6325442659844e-05;1,48586329993697e-05;2,52912148152252e-06;1,70858811045708e-05;0,00327294869843203;2,03159519375612;0,013508699828406
"mettre";0,473440393771978;0,0222332106309281;0,449512801501311;-0,00207348027228227;-0,431587142553764;0,184245944248005;0,172133619206975;-0,350039079365213;-0,535411828661429;-0,115450243190846;-0,0432237032342857;0,451214866318183;0,0211894787488072;0,428410548203905;-0,00197614131827087;-0,411326404324162;0,175596569699481;0,164052854384765;-0,333606592254534;-0,510277069453003;-0,110030463671946;-0,0411945785218071;0,295971139894106;0,00055037704332128;0,202935796568752;3,91929603614929e-06;0,160664837129276;0,0285514655925789;0,0233685695572054;0,0908127552160954;0,188293212544441;0,00779675515863659;0,00105117199955261;0,000818922112181334;1,80599417248001e-06;0,000738237510903541;1,57076709619501e-08;0,000680532665371495;0,000124024605164277;0,000108253857310246;0,00044765665550134;0,00104734051309085;4,86969413408148e-05;6,82583719148339e-06;0,00365352412848227;0,567949930066312;0,00117850676716333
"nouveau";-0,291301356056121;0,264689273496344;0,0753791268190262;-0,0950286706741016;0,30730168766323;0,124749847097034;-0,101560204287102;0,0582650213226775;-0,560370445869527;-0,935170833955691;-0,938536748832705;-0,189510800207674;0,172197880249538;0,0490391079390555;-0,0618224359334975;0,199920074258108;0,0811580271002558;-0,0660716305762597;0,0379052503032307;-0,364558040673884;-0,608390484250533;-0,610580234516066;0,0735890354640349;0,051231607238587;0,00374788354035071;0,00540663326255375;0,0534962184343806;0,00859650515162607;0,00534265599093138;0,00165249044358322;0,135462328788013;0,335981566202526;0,325493075483411;0,000258354331070589;0,000213306169901118;1,72994755974999e-05;2,74941338105857e-05;0,00028751507760898;4,73817151795813e-05;3,1403486359683e-05;1,03358584555703e-05;0,000956051260782502;0,00266264115902385;0,00268184268201998;0,00304460344040189;0,70081820513647;0,0014953452782789
"fédéral";0,336235373260933;0,560664818216485;0,654913547903811;-0,403749442801099;-0,0533352938578429;1,32388049999934;0,0316960688202203;0,0721735558816263;0,413080801517842;-0,308394228386562;0,845623899699927;0,173357164411463;0,289069118839708;0,337662139762875;-0,208166255257115;-0,0274987584339391;0,682569972557321;0,0163419468938499;0,0372114417105701;0,212977343012553;-0,159002749875655;0,435989110808929;0,0476950706536198;0,111822836240692;0,137629150252627;0,0474788369986264;0,000783937020272905;0,470975212771109;0,000253150901663929;0,00123349655096234;0,0358093725476232;0,0177747959088312;0,128544140153972;0,000387230946904883;0,00107668798351024;0,00146909948129533;0,00055835078134411;9,74344730481125e-06;0,00600317255461508;3,44107436744757e-06;1,78418326675994e-05;0,000584457960588981;0,000325758487181949;0,00244927615226572;0,00342517887045212;1,00479178725469;0,00345808297366808
"jeudi";-0,324625517134517;-0,511158947489289;-0,359589613097158;-0,257898198985947;-0,681071987942288;0,125133534123127;0,0835046415762946;0,574332547936992;-0,621140177584393;0,120380503447789;0,0666405927011667;-0,243072982163396;-0,382745419468176;-0,26925338581529;-0,193108924016305;-0,509972846985052;0,0936974442934801;0,0625265765661439;0,430048526107384;-0,465097126805273;0,0901384716324067;0,0498991198966548;0,0898784096637898;0,18790537524548;0,0838803303133428;0,0391630218269273;0,258428973149728;0,00850650726078343;0,00355216625774747;0,15791084852951;0,163685160604237;0,00547529881641312;0,0016139083320399;0,000320845566676367;0,000795504550459303;0,000393681503569383;0,000202501084001203;0,00141226686789362;4,76736226583766e-05;2,12300964067147e-05;0,00100428642295569;0,00117465404234913;4,41207660537163e-05;1,35209882647672e-05;0,00304460344040189;0,706682584650664;0,00152047579676828
"franc";0,213527917711237;0,394326943787044;0,0526503229412934;0,0612473390177562;-0,245144402186635;1,51847516388882;0,0707210757397545;-0,114481692673417;0,871091050193783;-0,182826377186267;-0,490056121190011;0,112166425763284;0,207140332471965;0,0276572665668659;0,0321732875905448;-0,128774596239622;0,797656501170304;0,0371498508339797;-0,0601373460676619;0,457584987770804;-0,0960388762464588;-0,257426963773596;0,0207785760720559;0,0597525656040796;0,000960869296685772;0,00118024021449259;0,0178902129059923;0,66932280844129;0,00136140126795664;0,00335253697352393;0,172017864156489;0,0067482257847836;0,0466346992826538;0,000142286576139898;0,000485252190778936;8,65080809398096e-06;1,17065533572077e-05;0,000187542007524824;0,00719564924320557;1,56081818165103e-05;4,09003178757954e-05;0,00236800002487715;0,000104311527781798;0,000749456163689126;0,00312071852641193;0,966754489442227;0,00291666798273137
"pays";0,427616479077846;-0,516097735904216;0,184893587479201;-0,729997542624818;-0,223042536760237;0,220267664448766;0,0576262407798995;-0,103734903841882;-0,63868009223043;0,109497854094722;0,400471632165894;0,327109629084318;-0,394794277636225;0,141436253698212;-0,558419137436929;-0,170618685292492;0,16849601814337;0,0440817862952492;-0,0793530829120314;-0,488564913409244;0,0837615110523667;0,306344898912862;0,159096493025371;0,195412727577705;0,0226230535242821;0,320098797104568;0,0282743237541804;0,0268885275043766;0,00172573576902955;0,00525528891283789;0,176546248468976;0,00462134510508859;0,0594574592535833;0,000431460758756809;0,000628487065243506;8,06633277073223e-05;0,00125740514381081;0,000117383709037729;0,000114481135945588;7,83561367172412e-06;2,53911431365214e-05;0,000962496579887014;2,82906973353492e-05;0,000378421629871979;0,00235956766631146;0,699670484971532;0,00115509989448541
"femme";0,141853604206879;0,341340859864435;0,0641186202776388;0,0190854351989386;-0,191569804926887;1,00258064267799;-0,247859249446137;-0,25121295094989;1,23650454601245;-0,838469491503243;1,25788618887209;0,062680177772354;0,150826663142573;0,0283317899463393;0,00843319052639341;-0,0846480390524339;0,443005542689834;-0,109520388323363;-0,111002272464594;0,546368385870208;-0,370490528442772;0,555816190760329;0,00772662885359704;0,0377244622078498;0,00120069699505911;9,65612641281149e-05;0,00920509999871282;0,245845191444269;0,0140896934474831;0,0136015496571538;0,292038918510319;0,119588461033802;0,258882736587628;5,20751355533862e-05;0,000301527006305504;1,0639421057579e-05;9,42657211822052e-07;9,49737909446387e-05;0,00260128711618732;0,000158986379679105;0,000163317870958164;0,00395677262433561;0,00181938323931938;0,00409479681696413;0,0025879129243416;1,05320951250987;0,00287064312880219
"décembre";-0,110374898923551;0,664886535159562;0,0462015377226523;-0,460628688670872;-0,408585853447904;-0,869023168763201;0,19297176705276;0,532605547849191;-0,439742353490274;0,176989272050915;0,083406225309178;-0,0753930480513321;0,45415962309228;0,0315585770636309;-0,314638574508131;-0,27909002121423;-0,593597875597284;0,131811941372975;0,363803328954462;-0,30037188446135;0,120894884819303;0,056971735547142;0,00859360740552279;0,262946349897222;0,0011452584824157;0,103329979524058;0,076924842928733;0,339321491868467;0,0156893301048077;0,112315910627281;0,0678533757744235;0,00978890700369309;0,00209094638337566;2,04001828948433e-05;0,000740267186938858;3,57442578281539e-06;0,000355300148743054;0,000279550372357326;0,00126460860805596;6,23563908774718e-05;0,000475012234068673;0,000323809820670547;5,2455050484433e-05;1,16490459162093e-05;0,00167453189222104;0,777055409547271;0,00101110765787387
"canton";0,0859528504996676;0,283293446809034;0,299401666945251;-0,165855060362347;-0,223471484997237;1,17089621091262;-0,318554775519973;0,123121302914085;-0,442031932913367;1,26340687605778;0,589095210469789;0,0436303933479187;0,143802147867261;0,151978816547734;-0,0841894303712474;-0,113436014463659;0,594356812539947;-0,161701096333601;0,0624974139242836;-0,224379144999101;0,641316008025578;0,299029707598484;0,00353583744822146;0,0323878395464059;0,0326314172036033;0,00908905397234303;0,0156128090391488;0,417948056619907;0,0290082777441594;0,00407223814607469;0,0465177828227542;0,33842593746443;0,0707707499929543;2,02438826552485e-05;0,00021991066921738;0,000245630148736902;7,53755851515239e-05;0,00013684138878424;0,00375673053145554;0,000278061898328276;4,15374325106889e-05;0,000535402669336625;0,00437380801042191;0,000950920536759325;0,0027401430963617;0,943373260868685;0,00243859886859435
"viser";0,376102189335294;0,163297892416081;0,214729065472206;-0,54854786509626;0,286836007948913;0,913027780471001;-0,986125229724335;-0,561421818227214;-0,49686986310584;0,817715758837213;0,989930826692818;0,175089154082844;0,0760210672986893;0,0999641360689094;-0,255368844949824;0,133532522320689;0,425047410703286;-0,459076913637049;-0,261362135144132;-0,231310868395139;0,380676221928024;0,460848556485418;0,0547035512574016;0,00869565210202607;0,0135625468259448;0,08033824901152;0,020784339695456;0,205345678477914;0,224620774336944;0,0684191083100832;0,0474929454459915;0,114554981058864;0,161482173477856;0,000516801425444852;9,74256112073091e-05;0,000168458778719075;0,0010993628021373;0,000300593315717103;0,00304564978990459;0,00355284384971426;0,00115157055739949;0,000901980797793818;0,00244296201766133;0,00358031861764065;0,00365352412848227;1,04946395055087;0,00402389861533572
"notamment";-0,234874888751339;0,594325400593071;-0,129847912840061;0,0960784631850809;0,0129019949656054;-0,0672054365167413;0,118545253932952;0,224245511317874;-0,285823413280657;0,0884649162624795;-0,0998966607146252;-0,30246622234547;0,765357930415708;-0,167215013426816;0,123727529847245;0,01661487823885;-0,0865455418089311;0,152659721627563;0,288777966205036;-0,368076504612694;0,113922987571263;-0,128644512625054;0,119882921450634;0,647246820211879;0,0278682613183071;0,0138492337122881;0,000236299593228302;0,00625182397230317;0,0182404045951623;0,0613375887597125;0,088312004044475;0,00753410605969828;0,00924053628231095;0,000159561280857531;0,00102165184259586;4,87668030003776e-05;2,66997032534833e-05;4,81468717880594e-07;1,30636083499329e-05;4,06464556813109e-05;0,00014544602490152;0,000236292502360892;2,26358329695878e-05;2,88639844141766e-05;0,00289237326838179;0,442718175929325;0,000566903376870998
"face";-0,74597239101388;-0,359622285337064;-0,269570499461246;-0,183148980609823;-0,0246132451567829;0,497733683538155;0,422554849130477;-0,0352245461603013;-0,426319359299752;-0,19855938598006;0,0454506164699316;-0,620912666274748;-0,299332836885514;-0,224377925491324;-0,152444679247963;-0,0204869186313998;0,414290330665437;0,351714971199311;-0,0293192712467339;-0,354848374090062;-0,165271582766207;0,0378309757789026;0,497630393278562;0,0975195707924794;0,0494267324233614;0,0207090371104119;0,000353886698181348;0,141113719457595;0,0953695098534214;0,000622798045309591;0,0808484117870948;0,0156188004552897;0,000787140098295569;0,00177895737117587;0,000413440698787046;0,000232308317517962;0,000107233145237747;1,93667964379751e-06;0,00079197978600969;0,000570802954939455;3,96653093258991e-06;0,000581018742333503;0,000126037817776883;6,60388632781749e-06;0,00319683361242198;0,690142431172198;0,00152264090141418
"dimanche";-0,14403310958348;-0,891308167013959;-0,234695567020628;0,307006473632367;-0,232397542163244;0,333415567696339;-0,107515654160256;-0,0673088822850638;-0,677564919603205;0,373855201780647;0,478315830770513;-0,102530293520574;-0,634479726539956;-0,167068568082644;0,218543249849084;-0,165432713911152;0,237342622950323;-0,0765352606146325;-0,0479139794814295;-0,482326114370919;0,266129667571654;0,340490201636685;0,0159471204910231;0,514932819480156;0,0322049893440451;0,0500198256976221;0,0271197547555983;0,0544306017106115;0,00530741425766553;0,00195477780200247;0,175549429248615;0,0475959393376034;0,0749373278750535;6,3161932276714e-05;0,0024187250680036;0,00016770287465104;0,000286962931503063;0,000164434822967018;0,000338456205761218;3,51944463069196e-05;1,37935321493822e-05;0,00139775984252366;0,000425537256503115;0,000696562746127831;0,00304460344040189;0,744373019032036;0,00168698794782423
"révéler";0,202735496676406;1,33449503686428;0,0392616316833232;0,844341408071897;1,78182494189505;-0,792934120888766;1,60064218703309;-0,134136778447466;0,100783474431926;-0,543311806012753;0,127623510528344;0,0666887377131961;0,438974875894841;0,0129148999580495;0,277741508647462;0,586121612391025;-0,260831361447266;0,526522531740487;-0,044123562879836;0,0331521751365681;-0,178719460191522;0,0419810588633467;0,00663607281377283;0,242450272607769;0,000189297128398529;0,0794652464260902;0,334847232984919;0,0646605732673475;0,247071158634304;0,00163058083878788;0,000815774637900393;0,0211132592986144;0,00112053136209084;8,44683668397762e-05;0,00365989336978353;3,16789804428354e-06;0,00146511152088526;0,00652476049140671;0,00129213746703305;0,00526529883502602;3,69768788225868e-05;2,08743595221045e-05;0,000606642441842492;3,34730957427776e-05;0,00205510732227127;1,62421548993879;0,00542152921749444
"public";0,0755489799665335;0,0813931205493789;0,579517207304185;-0,0956102799442751;-0,0746762156465962;-0,0184691538308408;-0,15986593050511;-0,286626686998251;-0,0298711485738626;-1,03977251566237;-0,647267043939268;0,0538002436883724;0,0579619966021174;0,412688126145203;-0,0680863773725881;-0,0531787272480982;-0,0131523281619081;-0,113844369870425;-0,204113749979519;-0,0212719625498224;-0,740446988799683;-0,460934412493867;0,00572951028355791;0,00560754659280286;0,25641814231031;0,00633518028679669;0,00365670554524257;0,000218106232616563;0,0153233638730168;0,0462901491539478;0,000445557883066963;0,48077558536625;0,17920015247239;1,82464021698367e-05;2,11785114215376e-05;0,00107362521918016;2,92232970393478e-05;1,78272615084846e-05;1,09047077299017e-06;8,170184662225e-05;0,000262635410517804;2,85248833301222e-06;0,00345618276310911;0,00133932823101956;0,00319683361242198;0,65138728561687;0,00135643375142786
"projet";0,0913790589177054;0,872732047083774;0,273691274559089;-0,606978891614889;0,142638016928086;0,881611231883963;-0,882492228122868;-0,812486830917019;-0,593478608984424;1,03684890501554;-0,366919762870036;0,0408180015642969;0,389839625019111;0,122254825179894;-0,271130668676992;0,0637148036657088;0,393805857363331;-0,394199388510222;-0,362928762105206;-0,26510024371907;0,46314878625505;-0,163898946128222;0,00276971298286123;0,21302984482731;0,0188981413704534;0,0843680646651834;0,00440836031353783;0,164213712445287;0,154292624004557;0,122904873687303;0,0581154412420671;0,157971156047488;0,0190280684139525;2,03382734874361e-05;0,00185516511129739;0,000182449477898684;0,000897362459713295;4,95554364394631e-05;0,00189310607808545;0,00189689153952751;0,0016078790693587;0,000857888529327659;0,0026184945089528;0,000327916242678286;0,00243568275232151;1,1331795324092;0,00312765012067865
"enfant";0,725529902720452;-0,487785280142923;-0,859459970335612;-0,0765215435196882;1,31444963682755;0,350821574640288;0,282704448444636;0,0916889046283561;0,156931770525805;0,0513264576256864;0,784664679223592;0,358707684921232;-0,241164875386452;-0,424923762736138;-0,0378328524015678;0,649874229034548;0,17344894316248;0,139771300725536;0,0453317149146831;0,0775883004750409;0,025376203959455;0,387944383089342;0,186126603649175;0,0709401985131766;0,198657475546453;0,00142940326068018;0,39907159406325;0,027719423411788;0,0168789367499505;0,00166850083173219;0,00433171189083011;0,000412653799378748;0,0927634982835848;0,00116192841775802;0,000525201697838269;0,00163049716681911;1,29251676097146e-05;0,00381378882515801;0,000271669777725654;0,000176414397164042;1,85567667625579e-05;5,4361382052866e-05;5,81502148878369e-06;0,00135905473480064;0,00220733749429137;1,09754039701002;0,00265894753912305
