"";"X.rts_a";"X.rts_i"
"romand";-0,512;0,512
"étudiant";-0,5245;0,5245
"éducation";1,5904;-1,5904
"nos";2,302;-2,302
"oui";1,1699;-1,1699
"tous";-0,6662;0,6662
"emji_coeur_rouge";16,7898;-16,7898
"bon";0,9982;-0,9982
"mes";7,9037;-7,9037
"grand";2,0906;-2,0906
"frère";0,9414;-0,9414
"soeur";1,9318;-1,9318
"10";-1,2848;1,2848
"camp";-0,6309;0,6309
"trop";1,2208;-1,2208
"importer";-0,4643;0,4643
"emji_visage_avec_un_léger_sourire";0,5354;-0,5354
"elles";1,1265;-1,1265
"vachement";0,388;-0,388
"classe";6,9302;-6,9302
"air";3,2317;-3,2317
"prendre";-2,9183;2,9183
"remonter";-0,3289;0,3289
"lol";1,0493;-1,0493
"fou";-0,333;0,333
"image";0,7125;-0,7125
"incroyable";4,1473;-4,1473
"magnifique";2,8191;-2,8191
"reportage";13,0542;-13,0542
"etait";2,0847;-2,0847
"considérer";-0,919;0,919
"avec";0,8913;-0,8913
"réseau";0,7814;-0,7814
"social";-3,7867;3,7867
"payer";-6,1213;6,1213
"sa";2,1257;-2,1257
"passion";1,1332;-1,1332
"excellent";-0,325;0,325
"vidéo";20,052;-20,052
"j";45,0356;-45,0356
"adorer";12,565;-12,565
"début";2,1073;-2,1073
"témoignage";5,7317;-5,7317
"notre";-0,5253;0,5253
"beau";24,6811;-24,6811
"malheureusement";1,8683;-1,8683
"perdre";-0,52;0,52
"acheter";-0,7342;0,7342
"street";0,3886;-0,3886
"2";-0,4795;0,4795
"fils";1,0307;-1,0307
"suivre";-0,3962;0,3962
"roi";0,8456;-0,8456
"mère";2,9587;-2,9587
"lorsque";0,9612;-0,9612
"je";7,8518;-7,8518
"voir";-0,6191;0,6191
"descendre";0,3298;-0,3298
"quelle";4,7996;-4,7996
"jeunesse";7,4031;-7,4031
"orange";0,5688;-0,5688
"sentir";0,4823;-0,4823
"emji_visage_en_pleine_réflexion";0,5868;-0,5868
"jeune";8,1178;-8,1178
"homme";8,4449;-8,4449
"emji_applaudissements";1,046;-1,046
"écouter";1,526;-1,526
"si";-7,2427;7,2427
"sage";1,4322;-1,4322
"philosophie";1,5204;-1,5204
"dire";3,2289;-3,2289
"adulte";0,9815;-0,9815
"croire";0,7417;-0,7417
"vrai";1,0292;-1,0292
"monsieur";10,2201;-10,2201
"exactement";-0,325;0,325
"train";-0,254;0,254
"se";-4,8691;4,8691
"passer";-0,3038;0,3038
"emji_visage_qui_pleure";3,5266;-3,5266
"lieu";-2,982;2,982
"travailler";-2,2815;2,2815
"raison";0,3825;-0,3825
"papier";0,3607;-0,3607
"par";-3,4786;3,4786
"terre";-1,9184;1,9184
"une";1,2656;-1,2656
"responsable";-0,666;0,666
"très";3,1122;-3,1122
"génération";8,1497;-8,1497
"traiter";-0,4713;0,4713
"concernant";-1,5465;1,5465
"changement";-0,3656;0,3656
"vivement";-0,358;0,358
"emji_visage_de_clown";-0,7023;0,7023
"aimer";9,2641;-9,2641
"1er";0,6683;-0,6683
"garçon";14,5601;-14,5601
"sembler";0,3752;-0,3752
"information";-1,3507;1,3507
"d_abord";-4,1574;4,1574
"mémoire";-0,3452;0,3452
"lui";4,6468;-4,6468
"revenir";3,7546;-3,7546
"adorable";2,0043;-2,0043
"temps";0,5412;-0,5412
"août";0,9587;-0,9587
"jour";-1,029;1,029
"férié";0,7247;-0,7247
"emji_visage_souriant_avec_yeux_rieurs";9,242;-9,242
"imaginer";1,3934;-1,3934
"utiliser";-0,8007;0,8007
"pression";-0,8523;0,8523
"envoyer";-1,2434;1,2434
"décevoir";0,528;-0,528
"plaisir";1,9538;-1,9538
"trouver";0,5688;-0,5688
"lien";-0,5271;0,5271
"version";-0,5932;0,5932
"long";-0,4233;0,4233
"journée";-0,3163;0,3163
"surtout";-0,4963;0,4963
"me";14,6161;-14,6161
"donner";-3,6461;3,6461
"envie";-0,9166;0,9166
"empêcher";-1,4764;1,4764
"espérer";-3,8344;3,8344
"marcher";-4,5678;4,5678
"connaître";6,7372;-6,7372
"sympa";3,7123;-3,7123
"revoir";3,8449;-3,8449
"emji_tête_à_l";-0,3015;0,3015
"envers";-0,6114;0,6114
"là";-1,0448;1,0448
"singe";0,6157;-0,6157
"tour";0,6774;-0,6774
"recevoir";5,0977;-5,0977
"certainement";0,8218;-0,8218
"beaucoup";4,8465;-4,8465
"d";-2,6928;2,6928
"amour";7,0408;-7,0408
"au";-0,8551;0,8551
"quotidien";-0,9748;0,9748
"part";-0,3013;0,3013
"client";1,3441;-1,3441
"demander";0,3101;-0,3101
"pousser";-1,4072;1,4072
"partout";-0,7973;0,7973
"humain";-1,9957;1,9957
"métier";1,8386;-1,8386
"toute";-0,5174;0,5174
"vie";5,3325;-5,3325
"ses";0,9356;-0,9356
"monde";-8,3155;8,3155
"foutre";-2,6794;2,6794
"lier";-0,2486;0,2486
"eux";-5,2487;5,2487
"pauvre";0,7716;-0,7716
"bête";0,7362;-0,7362
"numéro";-0,358;0,358
"super";0,9831;-0,9831
"ni";0,5908;-0,5908
"rester";-4,4795;4,4795
"ailleurs";-1,7923;1,7923
"étonner";-1,2099;1,2099
"maltraiter";1,3293;-1,3293
"arriver";-0,9869;0,9869
"mauvais";-1,0896;1,0896
"goût";0,3121;-0,3121
"gros";-0,4287;0,4287
"penser";-1,8639;1,8639
"13";0,388;-0,388
"bah";-0,276;0,276
"mais";-4,8398;4,8398
"chanceux";1,4888;-1,4888
"autres";-7,4601;7,4601
"veille";0,3886;-0,3886
"14";0,6546;-0,6546
"naître";2,5656;-2,5656
"lendemain";0,8354;-0,8354
"12";0,6683;-0,6683
"porte";-3,1294;3,1294
"malheur";-0,2282;0,2282
"personne";-5,2054;5,2054
"lunette";1,1735;-1,1735
"soleil";1,2588;-1,2588
"protéger";-7,054;7,054
"archive";12,8651;-12,8651
"voyage";-0,3613;0,3613
"esprit";0,7095;-0,7095
"terrible";0,5987;-0,5987
"main";-1,4838;1,4838
"mourir";-0,3831;0,3831
"donc";-3,4544;3,4544
"peu";0,6315;-0,6315
"méthode";2,7165;-2,7165
"fille";14,9452;-14,9452
"bébé";-1,9272;1,9272
"tôt";-0,4203;0,4203
"hélas";1,6995;-1,6995
"film";0,651;-0,651
"rapport";-1,3748;1,3748
"rien";-0,5545;0,5545
"jamais";1,2508;-1,2508
"année";18,3693;-18,3693
"90";6,0127;-6,0127
"ho";0,3886;-0,3886
"emji_visage_avec_bouche_ouverte";-0,4386;0,4386
"aîné";0,5325;-0,5325
"plutôt";-0,5379;0,5379
"maman";0,9932;-0,9932
"cours";-0,3535;0,3535
"répéter";0,6961;-0,6961
"car";-0,7672;0,7672
"objectif";0,3607;-0,3607
"atteindre";-1,8253;1,8253
"preuve";-0,3235;0,3235
"vivant";1,0233;-1,0233
"inutile";-0,5615;0,5615
"écrire";0,711;-0,711
"tant";0,2758;-0,2758
"parent";1,5954;-1,5954
"emji_visage_boudeur";-3,5356;3,5356
"condamner";-2,2038;2,2038
"dos";0,9465;-0,9465
"peur";-0,792;0,792
"oser";1,158;-1,158
"parler";0,4825;-0,4825
"naissance";0,478;-0,478
"qq";0,5325;-0,5325
"minute";-0,3594;0,3594
"bb";-1,3068;1,3068
"partie";0,7436;-0,7436
"exister";4,1947;-4,1947
"traumatiser";1,7619;-1,7619
"choisir";-1,9087;1,9087
"sport";-0,5019;0,5019
"seul";-0,4055;0,4055
"comment";-1,1805;1,1805
"tard";1,1058;-1,1058
"trois";0,2986;-0,2986
"eau";0,4066;-0,4066
"comprendre";-0,2911;0,2911
"heureux";12,9489;-12,9489
"paradis";1,6461;-1,6461
"gentil";2,8616;-2,8616
"joli";1,6778;-1,6778
"moment";-4,9255;4,9255
"dignité";-0,2486;0,2486
"chez";-1,9427;1,9427
"célestin";6,2177;-6,2177
"reposer";0,729;-0,729
"paix";-3,0939;3,0939
"sûr";-0,5537;0,5537
"place";-4,0716;4,0716
"moyen";-1,7675;1,7675
"emji_visage_soulagé";3,5532;-3,5532
"courir";-0,8246;0,8246
"derrière";-0,5034;0,5034
"stresser";1,2571;-1,2571
"malade";-0,7599;0,7599
"finir";-5,839;5,839
"regard";1,1403;-1,1403
"celle";1,1415;-1,1415
"naturel";5,1211;-5,1211
"appeler";0,4163;-0,4163
"femme";0,8164;-0,8164
"type";0,7374;-0,7374
"tomber";-1,3105;1,3105
"oeil";-1,5521;1,5521
"énergie";0,388;-0,388
"elle";22,5146;-22,5146
"dégager";-0,4672;0,4672
"premier";1,1987;-1,1987
"meme";-2,5515;2,5515
"après";-3,3607;3,3607
"normal";-1,9502;1,9502
"hein";0,3354;-0,3354
"télé";0,8789;-0,8789
"réalité";-1,0454;1,0454
"tik";1,3293;-1,3293
"tok";1,3293;-1,3293
"draguer";2,3584;-2,3584
"agréable";2,314;-2,314
"ben";-1,0044;1,0044
"facile";-0,6652;0,6652
"emji_visage_souriant_avec_une_goutte_de_sueur";0,3751;-0,3751
"devoir";-4,0351;4,0351
"essayer";-3,0788;3,0788
"ramasser";-0,8257;0,8257
"lever";0,5645;-0,5645
"doigt";0,3182;-0,3182
"gars";0,2712;-0,2712
"interviewer";4,1307;-4,1307
"quelque";-2,7692;2,7692
"emji_visage_souriant_avec_yeux_en_forme_de_coeur";10,9541;-10,9541
"jeu";14,8773;-14,8773
"quel";2,3648;-2,3648
"habiter";-0,2958;0,2958
"ici";-3,674;3,674
"autant";-1,3348;1,3348
"culturel";0,3607;-0,3607
"ramener";-0,254;0,254
"âme";1,0465;-1,0465
"unir";-0,5537;0,5537
"subir";-0,4486;0,4486
"pire";-0,5676;0,5676
"savoir";0,6105;-0,6105
"meilleur";1,114;-1,114
"chacun";0,3481;-0,3481
"pays";-32,3736;32,3736
"civil";-1,8123;1,8123
"société";-0,6542;0,6542
"commun";-0,7228;0,7228
"adresse";0,9812;-0,9812
"couple";-3,553;3,553
"mesure";-0,4458;0,4458
"foyer";-1,2175;1,2175
"condition";-1,428;1,428
"mariage";0,2986;-0,2986
"égal";-0,2282;0,2282
"besoin";-6,1343;6,1343
"non";-4,4536;4,4536
"moderne";-0,3972;0,3972
"éviter";-2,8764;2,8764
"marier";0,2448;-0,2448
"aux";-2,1746;2,1746
"boîte";0,8354;-0,8354
"nuit";-0,4433;0,4433
"rire";1,2363;-1,2363
"déjà";-4,0313;4,0313
"avance";0,3531;-0,3531
"talent";-0,358;0,358
"rue";-1,1051;1,1051
"respect";2,4512;-2,4512
"compliqué";-3,1234;3,1234
"beauté";2,5172;-2,5172
"fil";0,6053;-0,6053
"ainsi";1,5009;-1,5009
"mentalité";-0,6251;0,6251
"impression";0,6169;-0,6169
"triste";-0,4546;0,4546
"encore";0,6036;-0,6036
"peine";0,4011;-0,4011
"voiture";3,1625;-3,1625
"emji_femme_qui_hausse_les_épaules";0,2507;-0,2507
"larme";1,817;-1,817
"note";0,3307;-0,3307
"professeur";4,9035;-4,9035
"enseignement";3,3116;-3,3116
"sans";-0,4122;0,4122
"vocabulaire";3,9506;-3,9506
"vouloir";-6,1807;6,1807
"anglais";0,3683;-0,3683
"italien";0,5132;-0,5132
"emji_mains_en_prière";2,0005;-2,0005
"uniquement";-2,0351;2,0351
"allemand";-5,0329;5,0329
"tourner";1,226;-1,226
"parce_que";-8,3542;8,3542
"vers";1,5797;-1,5797
"caméra";4,3886;-4,3886
"merde";0,4199;-0,4199
"ma";14,8645;-14,8645
"vive";0,333;-0,333
"valeur";-0,3548;0,3548
"famille";-5,1154;5,1154
"français";0,6291;-0,6291
"gosse";0,5637;-0,5637
"toujours";2,8917;-2,8917
"phrase";2,2049;-2,2049
"manger";-0,8943;0,8943
"habitude";0,2582;-0,2582
"cela";-0,4639;0,4639
"entre";-0,8772;0,8772
"35";0,8354;-0,8354
"40";1,8696;-1,8696
"an";6,8998;-6,8998
"maison";0,6861;-0,6861
"taper";0,2986;-0,2986
"double";0,5132;-0,5132
"falloir";-12,2355;12,2355
"éduquer";0,8481;-0,8481
"depuis";0,4405;-0,4405
"participer";-0,8055;0,8055
"tâche";1,6959;-1,6959
"ménager";6,033;-6,033
"cuisine";1,9;-1,9
"ménage";0,3432;-0,3432
"course";0,5344;-0,5344
"soin";-0,7342;0,7342
"extérieur";0,5466;-0,5466
"infirmier";-0,4672;0,4672
"niveau";0,7676;-0,7676
"erreur";-0,4285;0,4285
"valoir";-0,6223;0,6223
"congé";-6,5838;6,5838
"laisser";-10,1858;10,1858
"mari";1,6044;-1,6044
"aise";-1,3349;1,3349
"vacance";0,7099;-0,7099
"sain";1,1332;-1,1332
"catastrophe";-0,7912;0,7912
"continuer";-3,748;3,748
"enfance";5,2213;-5,2213
"2005";1,0219;-1,0219
"jouer";8,9748;-8,9748
"guerre";-0,5336;0,5336
"père";7,8733;-7,8733
"lire";0,5369;-0,5369
"boulot";-1,1026;1,1026
"mature";2,3584;-2,3584
"familial";-0,4713;0,4713
"saint";1,8317;-1,8317
"dès";-0,4682;0,4682
"âge";7,2091;-7,2091
"nom";6,6573;-6,6573
"faux";0,2183;-0,2183
"liberté";-0,325;0,325
"humanité";-4,3529;4,3529
"différents";0,6546;-0,6546
"fait";-0,2282;0,2282
"souvent";-1,1219;1,1219
"accord";-1,0196;1,0196
"religieux";1,0219;-1,0219
"emji_visage_qui_vomit";-1,0722;1,0722
"repas";-0,6501;0,6501
"carrière";-2,2552;2,2552
"cest";-1,0254;1,0254
"propagande";0,8502;-0,8502
"féministe";0,6053;-0,6053
"gauche";-1,4057;1,4057
"innocent";-1,5721;1,5721
"évoluer";3,0319;-3,0319
"ouais";-1,886;1,886
"8";2,9748;-2,9748
"devenir";0,6628;-0,6628
"cool";0,4889;-0,4889
"évolution";2,8502;-2,8502
"retourner";-0,6711;0,6711
"pote";0,939;-0,939
"ta";-2,129;2,129
"meuf";1,6352;-1,6352
"tenter";-1,3349;1,3349
"relation";-1,4072;1,4072
"ect";-0,4285;0,4285
"dessus";-0,4682;0,4682
"votre";-8,6429;8,6429
"direct";-0,3594;0,3594
"insulter";1,4012;-1,4012
"fonctionner";-0,3336;0,3336
"façon";0,34;-0,34
"dont";-0,7454;0,7454
"occuper";-3,0684;3,0684
"soumettre";0,8391;-0,8391
"te";-2,0427;2,0427
"plaire";1,7619;-1,7619
"heureusement";1,5431;-1,5431
"voix";1,6461;-1,6461
"80";7,5663;-7,5663
"exprimer";7,1233;-7,1233
"cas";-2,3973;2,3973
"perfection";0,2507;-0,2507
"alcoolique";1,2757;-1,2757
"celui";2,7885;-2,7885
"cesse";-1,3216;1,3216
"boire";0,2708;-0,2708
"fond";1,1415;-1,1415
"verre";-0,512;0,512
"côté";-0,8904;0,8904
"cet";5,3316;-5,3316
"état";-4,7665;4,7665
"merci";3,1569;-3,1569
"doc";0,7337;-0,7337
"impossible";-0,6061;0,6061
"abuser";-1,4495;1,4495
"alcool";-0,4672;0,4672
"lucide";0,3886;-0,3886
"sincère";1,1818;-1,1818
"également";0,2827;-0,2827
"problème";-13,8216;13,8216
"george";3,7358;-3,7358
"70";9,4781;-9,4781
"nu";0,3005;-0,3005
"peut_être";-1,8342;1,8342
"touchant";5,4617;-5,4617
"son";2,8649;-2,8649
"coeur";1,0271;-1,0271
"ressembler";0,4359;-0,4359
"entretien";-1,3349;1,3349
"courage";-4,4555;4,4555
"face";-1,5524;1,5524
"soigner";-1,7811;1,7811
"tristesse";0,7911;-0,7911
"ceci";0,3433;-0,3433
"journaliste";3,7391;-3,7391
"ouvrir";-6,0603;6,0603
"réussir";-0,6078;0,6078
"particulièrement";1,6352;-1,6352
"toucher";0,4199;-0,4199
"solitude";-0,3235;0,3235
"bois";1,1403;-1,1403
"douleur";0,7246;-0,7246
"retrouver";0,666;-0,666
"parmi";0,9587;-0,9587
"profond";0,2796;-0,2796
"malgré";1,5848;-1,5848
"plupart";-0,7699;0,7699
"effet";-0,8246;0,8246
"cerveau";0,7766;-0,7766
"autre";1,8833;-1,8833
"présenter";0,3061;-0,3061
"hors";-3,4335;3,4335
"privé";-0,5067;0,5067
"intérieur";-0,8259;0,8259
"puisque";0,528;-0,528
"allah";0,3886;-0,3886
"dépendre";-0,3035;0,3035
"conscience";-0,2626;0,2626
"véritable";0,3433;-0,3433
"perso";-1,182;1,182
"physiquement";0,4665;-0,4665
"mort";-0,283;0,283
"pendant";-1,7699;1,7699
"quelques";-1,1596;1,1596
"seconde";0,2924;-0,2924
"propre";-2,5515;2,5515
"ressentir";0,7997;-0,7997
"certain";-0,8055;0,8055
"réel";-1,097;1,097
"paraître";0,5466;-0,5466
"créer";-0,9678;0,9678
"redonner";-0,4672;0,4672
"confiance";-0,393;0,393
"5";-3,8533;3,8533
"merveilleux";2,7412;-2,7412
"venir";-1,373;1,373
"machine";0,641;-0,641
"auto";0,2507;-0,2507
"détruire";-1,6335;1,6335
"commentaire";0,5203;-0,5203
"passionner";1,1735;-1,1735
"réunir";0,9587;-0,9587
"article";-1,9006;1,9006
"lausanne";0,6683;-0,6683
"ville";-0,3068;0,3068
"tirer";0,5233;-0,5233
"2000";5,1211;-5,1211
"mouvement";0,5086;-0,5086
"arbre";4,9296;-4,9296
"actuel";2,1874;-2,1874
"perte";0,2507;-0,2507
"boucle";1,0831;-1,0831
"oreille";3,4094;-3,4094
"question";-0,3072;0,3072
"ouverture";-1,554;1,554
"porter";1,2728;-1,2728
"respecter";1,1327;-1,1327
"loi";-7,4348;7,4348
"pied";0,8176;-0,8176
"courant";-0,3235;0,3235
"sauter";0,8692;-0,8692
"pourtant";1,4711;-1,4711
"révolu";2,7872;-2,7872
"inventer";0,603;-0,603
"émission";4,1418;-4,1418
"qualité";1,1332;-1,1332
"quartier";-0,7912;0,7912
"rts";0,3709;-0,3709
"devant";0,7795;-0,7795
"cadeau";5,4067;-5,4067
"emji_visage_envoyant_un_bisou";0,788;-0,788
"30";0,8838;-0,8838
"genève";-0,6642;0,6642
"prénom";0,875;-0,875
"cycle";0,8354;-0,8354
"longtemps";1,2553;-1,2553
"attendre";-4,8378;4,8378
"tv";1,1818;-1,1818
"rappeler";1,5177;-1,5177
"dimanche";1,7056;-1,7056
"emji_mains_levées";-1,2809;1,2809
"casser";-1,3748;1,3748
"quoi";-1,8177;1,8177
"couper";1,7596;-1,7596
"pratique";1,4888;-1,4888
"nécessaire";-1,5509;1,5509
"chanter";2,2553;-2,2553
"partager";-0,2906;0,2906
"entendre";3,1647;-3,1647
"doux";0,8355;-0,8355
"matin";0,6169;-0,6169
"parfaire";0,2448;-0,2448
"siècle";0,3709;-0,3709
"vomir";-1,3117;1,3117
"cause";-5,1611;5,1611
"honte";-5,1516;5,1516
"ensuite";-2,8866;2,8866
"emji_visage_roulant_des_yeux";0,4587;-0,4587
"route";-0,4247;0,4247
"égalité";-3,2957;3,2957
"parfait";1,0621;-1,0621
"aucune";-1,5443;1,5443
"droit";-2,0433;2,0433
"marathon";-0,6672;0,6672
"dommage";2,5982;-2,5982
"policier";-6,2809;6,2809
"admirable";0,9812;-0,9812
"emji_étincelles";1,3723;-1,3723
"décider";-2,5349;2,5349
"rigolo";0,2507;-0,2507
"tuer";-2,0466;2,0466
"ah";0,6292;-0,6292
"top";0,2866;-0,2866
"violence";-3,6029;3,6029
"lancer";-0,8563;0,8563
"mot";0,8312;-0,8312
"intéressant";1,4071;-1,4071
"emji_visage_avec_un_doigt_sur_la_bouche";-0,2486;0,2486
"emji_visage_souriant_avec_auréole";0,5132;-0,5132
"méchant";-0,358;0,358
"enseignant";3,0579;-3,0579
"chouette";2,9554;-2,9554
"élastique";21,0148;-21,0148
"surpoids";0,7337;-0,7337
"soirée";0,7997;-0,7997
"écran";5,5803;-5,5803
"courageux";-0,666;0,666
"suite";-0,8204;0,8204
"tes";-2,7042;2,7042
"bientôt";-1,5627;1,5627
"concours";0,3063;-0,3063
"wesh";16,5109;-16,5109
"chance";-0,5027;0,5027
"extraire";1,6352;-1,6352
"plusieurs";-1,7928;1,7928
"fois";-3,8299;3,8299
"téléphone";1,835;-1,835
"bout";-0,9471;0,9471
"bravo";0,6415;-0,6415
"responsabilité";-1,3507;1,3507
"critiquer";-0,2428;0,2428
"gamin";6,1405;-6,1405
"wallah";4,5024;-4,5024
"emji_deux_coeurs";0,9812;-0,9812
"environ";0,2224;-0,2224
"alors";-4,2401;4,2401
"justement";-0,395;0,395
"croix";1,0621;-1,0621
"coup";-0,4963;0,4963
"çà";0,2507;-0,2507
"sacré";1,4888;-1,4888
"arrière";6,2328;-6,2328
"chercher";-0,7317;0,7317
"chanson";4,5871;-4,5871
"1";-1,1903;1,1903
"heure";-0,8118;0,8118
"base";0,5987;-0,5987
"église";-0,4247;0,4247
"truc";-0,3156;0,3156
"chaise";3,4763;-3,4763
"montrer";0,3752;-0,3752
"combien";-2,666;2,666
"emji_visage_avec_les_sourcils_relevés";-0,512;0,512
"emji_visage_souriant_avec_de_grands_yeux";0,5132;-0,5132
"promener";0,2855;-0,2855
"forêt";0,2986;-0,2986
"croiser";-0,3932;0,3932
"pardon";0,4432;-0,4432
"brave";1,0493;-1,0493
"bille";3,216;-3,216
"répondre";2,9337;-2,9337
"généraliser";0,8362;-0,8362
"matière";0,6157;-0,6157
"utile";0,2609;-0,2609
"vêtement";-0,7636;0,7636
"étonnant";0,2224;-0,2224
"rôle";-0,3656;0,3656
"voie";-1,1085;1,1085
"choix";-3,0142;3,0142
"reconnaître";1,0518;-1,0518
"chapeau";0,6157;-0,6157
"maturité";2,1555;-2,1555
"élevé";3,2164;-3,2164
"afin";-0,5537;0,5537
"toutes";0,4449;-0,4449
"cuisiner";1,4322;-1,4322
"préférer";0,342;-0,342
"haha";0,3538;-0,3538
"moeurs";2,3584;-2,3584
"près";0,388;-0,388
"20";0,5868;-0,5868
"avenir";-1,5842;1,5842
"terminer";-0,8259;0,8259
"6";-0,6287;0,6287
"corps";-1,4536;1,4536
"tenir";0,3681;-0,3681
"1980";1,6514;-1,6514
"loin";0,335;-0,335
"formation";-0,4713;0,4713
"obligatoire";-4,0284;4,0284
"effectivement";2,1044;-2,1044
"lutter";-0,2282;0,2282
"pourquoi";-2,9149;2,9149
"incapable";0,2708;-0,2708
"0";-3,9767;3,9767
"connaissance";3,0358;-3,0358
"fréquenter";0,2855;-0,2855
"mêmes";0,3762;-0,3762
"battre";1,2303;-1,2303
"18";-1,1298;1,1298
"4";-4,5569;4,5569
"ensemble";0,5274;-0,5274
"traîner";-0,3944;0,3944
"histoire";-1,6388;1,6388
"pierre";-0,5932;0,5932
"ete";1,117;-1,117
"voler";-1,1539;1,1539
"video";3,9329;-3,9329
"affaire";-0,3944;0,3944
"violent";0,2672;-0,2672
"ados";-0,3944;0,3944
"rentrer";-2,3915;2,3915
"prochain";-6,7719;6,7719
"épisode";-0,6672;0,6672
"apparemment";0,4432;-0,4432
"occasion";-0,3594;0,3594
"nouvelle";-9,199;9,199
"fan";-0,2893;0,2893
"contre";-4,3163;4,3163
"renseigner";0,5132;-0,5132
"poser";0,8988;-0,8988
"débat";-5,192;5,192
"modeste";3,1492;-3,1492
"cher";-0,6061;0,6061
"possible";-0,3131;0,3131
"poésie";1,817;-1,817
"ca";-1,8398;1,8398
"manquer";0,5038;-0,5038
"telle";0,6546;-0,6546
"rare";2,9143;-2,9143
"piquer";-0,3972;0,3972
"50";2,5146;-2,5146
"folie";0,4882;-0,4882
"lequel";0,729;-0,729
"montagne";0,7549;-0,7549
"important";-4,9604;4,9604
"préserver";-0,512;0,512
"difficile";1,0307;-1,0307
"décision";-3,3569;3,3569
"interrompre";-0,4672;0,4672
"grossesse";-2,8719;2,8719
"jesus";2,0094;-2,0094
"pere";2,0043;-2,0043
"enceinte";0,2507;-0,2507
"emji_visage_blasé";-0,8563;0,8563
"appartenir";0,3886;-0,3886
"tromper";0,7362;-0,7362
"désir";2,8491;-2,8491
"1972";2,144;-2,144
"wow";1,3537;-1,3537
"remarquer";0,8362;-0,8362
"cochon";1,4541;-1,4541
