"";"X.rts_a";"X.rts_i"
"pro_per";1,2763;-1,2763
"adv_sup";2,4188;-2,4188
"aux";19,1425;-19,1425
"ver";-29,0633;29,0633
"con";-7,7716;7,7716
"nr";3,6223;-3,6223
"adj";6,5406;-6,5406
"art_def";0,4838;-0,4838
"nom";4,981;-4,981
"pro_dem";0,9645;-0,9645
"art_ind";-2,32;2,32
"pre";-9,2328;9,2328
"ver_sup";-17,5554;17,5554
"adv";-0,6433;0,6433
"ono";5,4598;-5,4598
"pro_ind";-1,2816;1,2816
"adj_pos";10,1754;-10,1754
"pro_rel";-10,9611;10,9611
"adj_num";0,631;-0,631
"adj_dem";19,4482;-19,4482
"adj_sup";-2,5699;2,5699
"num";10,7227;-10,7227
"adj_int";5,6263;-5,6263
"nom_sup";3,0096;-3,0096
"adj_ind";-5,9196;5,9196
"pro_pos";-0,4376;0,4376
