"";"banalfreq";"X.rts_a";"X.rts_i"
"40";45;1,8696;-1,8696
"maison";190;0,6861;-0,6861
"taper";27;0,2986;-0,2986
"double";14;0,5132;-0,5132
"éduquer";80;0,8481;-0,8481
"depuis";273;0,4405;-0,4405
"participer";56;-0,8055;0,8055
"tâche";37;1,6959;-1,6959
"cuisine";42;1,9;-1,9
"ménage";46;0,3432;-0,3432
"course";39;0,5344;-0,5344
"soin";38;-0,7342;0,7342
"extérieur";31;0,5466;-0,5466
"infirmier";10;-0,4672;0,4672
"niveau";152;0,7676;-0,7676
"erreur";25;-0,4285;0,4285
"valoir";49;-0,6223;0,6223
"mari";52;1,6044;-1,6044
"aise";20;-1,3349;1,3349
"vacance";36;0,7099;-0,7099
"sain";41;1,1332;-1,1332
"catastrophe";19;-0,7912;0,7912
"2005";12;1,0219;-1,0219
"guerre";75;-0,5336;0,5336
"lire";66;0,5369;-0,5369
"boulot";78;-1,1026;1,1026
"familial";22;-0,4713;0,4713
"saint";28;1,8317;-1,8317
"dès";59;-0,4682;0,4682
"faux";13;0,2183;-0,2183
"liberté";47;-0,325;0,325
"différents";24;0,6546;-0,6546
"fait";10;-0,2282;0,2282
"souvent";113;-1,1219;1,1219
"accord";117;-1,0196;1,0196
"religieux";12;1,0219;-1,0219
"emji_visage_qui_vomit";13;-1,0722;1,0722
"repas";51;-0,6501;0,6501
"cest";58;-1,0254;1,0254
"propagande";14;0,8502;-0,8502
"féministe";12;0,6053;-0,6053
"gauche";52;-1,4057;1,4057
"innocent";13;-1,5721;1,5721
"ouais";57;-1,886;1,886
"devenir";253;0,6628;-0,6628
"cool";57;0,4889;-0,4889
"retourner";87;-0,6711;0,6711
"pote";27;0,939;-0,939
"meuf";12;1,6352;-1,6352
"tenter";20;-1,3349;1,3349
"relation";28;-1,4072;1,4072
"ect";25;-0,4285;0,4285
"dessus";59;-0,4682;0,4682
"direct";21;-0,3594;0,3594
"insulter";18;1,4012;-1,4012
"fonctionner";29;-0,3336;0,3336
"façon";139;0,34;-0,34
"dont";76;-0,7454;0,7454
"soumettre";17;0,8391;-0,8391
"plaire";24;1,7619;-1,7619
"heureusement";148;1,5431;-1,5431
"voix";30;1,6461;-1,6461
"perfection";11;0,2507;-0,2507
"alcoolique";10;1,2757;-1,2757
"cesse";18;-1,3216;1,3216
"boire";29;0,2708;-0,2708
"fond";50;1,1415;-1,1415
"verre";12;-0,512;0,512
"côté";141;-0,8904;0,8904
"doc";10;0,7337;-0,7337
"impossible";42;-0,6061;0,6061
"abuser";32;-1,4495;1,4495
"alcool";10;-0,4672;0,4672
"lucide";10;0,3886;-0,3886
"sincère";23;1,1818;-1,1818
"également";65;0,2827;-0,2827
"nu";45;0,3005;-0,3005
"peut_être";120;-1,8342;1,8342
"coeur";97;1,0271;-1,0271
"ressembler";24;0,4359;-0,4359
"entretien";20;-1,3349;1,3349
"face";53;-1,5524;1,5524
"soigner";20;-1,7811;1,7811
"tristesse";79;0,7911;-0,7911
"ceci";20;0,3433;-0,3433
"réussir";30;-0,6078;0,6078
"particulièrement";12;1,6352;-1,6352
"toucher";45;0,4199;-0,4199
"solitude";19;-0,3235;0,3235
"bois";32;1,1403;-1,1403
"douleur";16;0,7246;-0,7246
"retrouver";136;0,666;-0,666
"parmi";18;0,9587;-0,9587
"profond";19;0,2796;-0,2796
"malgré";61;1,5848;-1,5848
"plupart";47;-0,7699;0,7699
"effet";44;-0,8246;0,8246
"cerveau";34;0,7766;-0,7766
"autre";359;1,8833;-1,8833
"présenter";22;0,3061;-0,3061
"privé";24;-0,5067;0,5067
"intérieur";37;-0,8259;0,8259
"puisque";28;0,528;-0,528
"allah";10;0,3886;-0,3886
"dépendre";27;-0,3035;0,3035
"conscience";46;-0,2626;0,2626
"véritable";20;0,3433;-0,3433
"perso";45;-1,182;1,182
"physiquement";19;0,4665;-0,4665
"mort";97;-0,283;0,283
"pendant";153;-1,7699;1,7699
"quelques";129;-1,1596;1,1596
"seconde";32;0,2924;-0,2924
"ressentir";40;0,7997;-0,7997
"certain";56;-0,8055;0,8055
"réel";39;-1,097;1,097
"paraître";31;0,5466;-0,5466
"créer";61;-0,9678;0,9678
"redonner";10;-0,4672;0,4672
"confiance";33;-0,393;0,393
"venir";300;-1,373;1,373
"machine";21;0,641;-0,641
"auto";11;0,2507;-0,2507
"détruire";48;-1,6335;1,6335
"commentaire";79;0,5203;-0,5203
"passionner";13;1,1735;-1,1735
"réunir";18;0,9587;-0,9587
"article";12;-1,9006;1,9006
"lausanne";27;0,6683;-0,6683
"ville";50;-0,3068;0,3068
"tirer";55;0,5233;-0,5233
"mouvement";25;0,5086;-0,5086
"perte";16;0,2507;-0,2507
"boucle";19;1,0831;-1,0831
"question";91;-0,3072;0,3072
"ouverture";15;-1,554;1,554
"porter";118;1,2728;-1,2728
"respecter";76;1,1327;-1,1327
"pied";60;0,8176;-0,8176
"courant";19;-0,3235;0,3235
"sauter";72;0,8692;-0,8692
"pourtant";101;1,4711;-1,4711
"inventer";29;0,603;-0,603
"qualité";41;1,1332;-1,1332
"quartier";19;-0,7912;0,7912
"rts";44;0,3709;-0,3709
"devant";98;0,7795;-0,7795
"emji_visage_envoyant_un_bisou";37;0,788;-0,788
"30";61;0,8838;-0,8838
"genève";46;-0,6642;0,6642
"prénom";11;0,875;-0,875
"cycle";20;0,8354;-0,8354
"longtemps";69;1,2553;-1,2553
"tv";23;1,1818;-1,1818
"rappeler";119;1,5177;-1,5177
"dimanche";142;1,7056;-1,7056
"emji_mains_levées";69;-1,2809;1,2809
"casser";39;-1,3748;1,3748
"quoi";322;-1,8177;1,8177
"couper";69;1,7596;-1,7596
"pratique";32;1,4888;-1,4888
"nécessaire";21;-1,5509;1,5509
"partager";71;-0,2906;0,2906
"doux";49;0,8355;-0,8355
"matin";73;0,6169;-0,6169
"parfaire";36;0,2448;-0,2448
"siècle";44;0,3709;-0,3709
"vomir";16;-1,3117;1,3117
"emji_visage_roulant_des_yeux";96;0,4587;-0,4587
"route";30;-0,4247;0,4247
"parfait";22;1,0621;-1,0621
"aucune";89;-1,5443;1,5443
"marathon";20;-0,6672;0,6672
"admirable";15;0,9812;-0,9812
"emji_étincelles";31;1,3723;-1,3723
"rigolo";11;0,2507;-0,2507
"ah";175;0,6292;-0,6292
"top";60;0,2866;-0,2866
"lancer";23;-0,8563;0,8563
"mot";88;0,8312;-0,8312
"intéressant";53;1,4071;-1,4071
"emji_visage_avec_un_doigt_sur_la_bouche";15;-0,2486;0,2486
"emji_visage_souriant_avec_auréole";14;0,5132;-0,5132
"méchant";16;-0,358;0,358
"surpoids";10;0,7337;-0,7337
"soirée";40;0,7997;-0,7997
"courageux";27;-0,666;0,666
"suite";94;-0,8204;0,8204
"bientôt";64;-1,5627;1,5627
"concours";40;0,3063;-0,3063
"chance";153;-0,5027;0,5027
"extraire";12;1,6352;-1,6352
"plusieurs";82;-1,7928;1,7928
"téléphone";82;1,835;-1,835
"bout";73;-0,9471;0,9471
"bravo";186;0,6415;-0,6415
"responsabilité";22;-1,3507;1,3507
"critiquer";23;-0,2428;0,2428
"emji_deux_coeurs";15;0,9812;-0,9812
"environ";18;0,2224;-0,2224
"justement";48;-0,395;0,395
"croix";22;1,0621;-1,0621
"coup";216;-0,4963;0,4963
"çà";16;0,2507;-0,2507
"sacré";32;1,4888;-1,4888
"chercher";69;-0,7317;0,7317
"1";138;-1,1903;1,1903
"heure";194;-0,8118;0,8118
"base";40;0,5987;-0,5987
"église";30;-0,4247;0,4247
"truc";124;-0,3156;0,3156
"montrer";78;0,3752;-0,3752
"emji_visage_avec_les_sourcils_relevés";12;-0,512;0,512
"emji_visage_souriant_avec_de_grands_yeux";14;0,5132;-0,5132
"promener";14;0,2855;-0,2855
"forêt";27;0,2986;-0,2986
"croiser";28;-0,3932;0,3932
"pardon";16;0,4432;-0,4432
"brave";25;1,0493;-1,0493
"généraliser";23;0,8362;-0,8362
"matière";15;0,6157;-0,6157
"utile";44;0,2609;-0,2609
"vêtement";33;-0,7636;0,7636
"étonnant";18;0,2224;-0,2224
"rôle";36;-0,3656;0,3656
"voie";17;-1,1085;1,1085
"reconnaître";46;1,0518;-1,0518
"chapeau";15;0,6157;-0,6157
"afin";14;-0,5537;0,5537
"toutes";182;0,4449;-0,4449
"cuisiner";25;1,4322;-1,4322
"préférer";121;0,342;-0,342
"haha";28;0,3538;-0,3538
"près";18;0,388;-0,388
"20";67;0,5868;-0,5868
"avenir";27;-1,5842;1,5842
"terminer";37;-0,8259;0,8259
"6";61;-0,6287;0,6287
"corps";90;-1,4536;1,4536
"tenir";83;0,3681;-0,3681
"1980";16;1,6514;-1,6514
"loin";113;0,335;-0,335
"formation";22;-0,4713;0,4713
"lutter";10;-0,2282;0,2282
"incapable";29;0,2708;-0,2708
"fréquenter";14;0,2855;-0,2855
"mêmes";65;0,3762;-0,3762
"battre";54;1,2303;-1,2303
"18";19;-1,1298;1,1298
"ensemble";47;0,5274;-0,5274
"traîner";23;-0,3944;0,3944
"histoire";120;-1,6388;1,6388
"pierre";16;-0,5932;0,5932
"ete";16;1,117;-1,117
"voler";43;-1,1539;1,1539
"affaire";23;-0,3944;0,3944
"violent";34;0,2672;-0,2672
"ados";23;-0,3944;0,3944
"épisode";20;-0,6672;0,6672
"apparemment";16;0,4432;-0,4432
"occasion";21;-0,3594;0,3594
"fan";35;-0,2893;0,2893
"renseigner";14;0,5132;-0,5132
"poser";47;0,8988;-0,8988
"cher";42;-0,6061;0,6061
"possible";78;-0,3131;0,3131
"poésie";17;1,817;-1,817
"ca";293;-1,8398;1,8398
"manquer";213;0,5038;-0,5038
"telle";24;0,6546;-0,6546
"piquer";18;-0,3972;0,3972
"folie";22;0,4882;-0,4882
"lequel";19;0,729;-0,729
"montagne";28;0,7549;-0,7549
"préserver";12;-0,512;0,512
"difficile";83;1,0307;-1,0307
"interrompre";10;-0,4672;0,4672
"enceinte";11;0,2507;-0,2507
"emji_visage_blasé";23;-0,8563;0,8563
"appartenir";10;0,3886;-0,3886
"tromper";22;0,7362;-0,7362
"wow";34;1,3537;-1,3537
"remarquer";23;0,8362;-0,8362
"cochon";11;1,4541;-1,4541
"philippe";11;0,2507;-0,2507
"tres";44;-0,6352;0,6352
"sûrement";99;0,8305;-0,8305
"remettre";47;0,2783;-0,2783
"perspective";13;-0,4033;0,4033
"former";21;0,4129;-0,4129
"bénir";13;1,8188;-1,8188
"bizarre";31;0,7655;-0,7655
"élément";10;-1,3239;1,3239
"déjeuner";23;-0,3944;0,3944
"anniversaire";10;0,7337;-0,7337
"complètement";33;0,3424;-0,3424
"vision";33;-0,5588;0,5588
"servir";53;-1,2925;1,2925
"sentiment";15;0,6157;-0,6157
"émotion";41;0,4921;-0,4921
"capable";44;0,51;-0,51
"papa";44;1,1347;-1,1347
"souhait";11;0,875;-0,875
"douceur";12;1,0219;-1,0219
"volonté";19;0,2796;-0,2796
"planter";16;0,7246;-0,7246
"champ";13;0,7247;-0,7247
"cheval";15;0,6157;-0,6157
"préparer";51;-1,8189;1,8189
"gérer";41;-1,7115;1,7115
"expérience";28;0,7549;-0,7549
"bac";16;1,117;-1,117
"garder";161;-0,6585;0,6585
"emji_visage_avec_un_sourire_malin";20;0,3433;-0,3433
"lointain";14;0,2855;-0,2855
"ranger";13;0,4176;-0,4176
"chambre";11;0,2507;-0,2507
"réagir";22;-1,3507;1,3507
"dangereux";52;0,5067;-0,5067
"rouge";19;1,0831;-1,0831
"emji_visage_souriant";46;1,6291;-1,6291
"arracher";11;0,2507;-0,2507
"eh";27;0,939;-0,939
"concevoir";11;-1,0597;1,0597
"accoucher";11;-0,6496;0,6496
"visite";11;0,2507;-0,2507
"raser";10;0,3886;-0,3886
"centaine";12;-1,9006;1,9006
"toit";20;-0,2625;0,2625
"entier";47;-1,2099;1,2099
"voisin";48;-0,6929;0,6929
"maître";34;1,3537;-1,3537
"bouger";69;-1,077;1,077
"excuser";12;-0,274;0,274
"retenir";44;0,2609;-0,2609
"extrêmement";26;-0,7698;0,7698
"campagne";31;0,7655;-0,7655
"miroir";11;0,493;-0,493
"attaquer";16;-0,9084;0,9084
"chaque";183;-1,2094;1,2094
"répétition";14;-1,3068;1,3068
"curieux";30;1,2588;-1,2588
"bisou";15;0,9812;-0,9812
"ciel";34;0,3964;-0,3964
"pleurer";44;-0,3452;0,3452
"calmer";14;-0,8801;0,8801
"emji_pouce_vers_le_haut_peau_claire";21;0,4129;-0,4129
"moins";351;0,5474;-0,5474
"final";37;-0,6209;0,6209
"mode";116;0,279;-0,279
"plante";11;-0,358;0,358
"précieux";18;-0,9369;0,9369
"fonder";10;-0,2282;0,2282
"mois";64;-0,4668;0,4668
"présence";17;-0,2866;0,2866
"solidarité";18;-0,9369;0,9369
"médecin";12;-0,8523;0,8523
"permettre";101;-1,308;1,308
"millier";24;-0,7365;0,7365
"maladie";25;0,5086;-0,5086
"futur";67;-0,7061;0,7061
"marque";15;-0,7228;0,7228
"conversation";10;0,3886;-0,3886
"bruit";43;0,8115;-0,8115
"tradition";26;-0,3613;0,3613
"transmettre";24;1,3052;-1,3052
"relever";18;-1,3216;1,3216
"message";18;-0,9369;0,9369
"agir";50;-1,6573;1,6573
"humour";15;0,9812;-0,9812
"chemin";54;0,2556;-0,2556
"poil";15;-1,089;1,089
"etre";67;-0,4433;0,4433
"possibilité";13;-0,4033;0,4033
"amoureux";20;1,2117;-1,2117
"manière";48;-0,395;0,395
"ems";19;0,2796;-0,2796
"rendre";134;-1,0053;1,0053
"vaudois";10;-0,4672;0,4672
"majorité";41;-1,4002;1,4002
"catholique";13;0,2183;-0,2183
"libre";39;0,2639;-0,2639
"suicider";11;-1,0597;1,0597
"informer";17;-0,7575;0,7575
"artiste";28;-0,5748;0,5748
"mondial";15;-0,4458;0,4458
"emji_visage_avec_des_étoiles_à_la_place_des_yeux";20;1,2117;-1,2117
"respirer";32;0,2924;-0,2924
"fumer";78;-0,631;0,631
"hahaha";18;-0,6309;0,6309
"monter";36;0,2448;-0,2448
"inconnu";10;0,3886;-0,3886
"rempli";14;0,2855;-0,2855
"retour";39;0,5344;-0,5344
"accomplir";11;-1,0597;1,0597
"aventure";10;-0,2282;0,2282
"nana";10;-0,2282;0,2282
"profiter";48;-1,1027;1,1027
"voyager";33;-1,6335;1,6335
"impressionnant";16;0,7246;-0,7246
"forme";25;-0,2732;0,2732
"jusqu";10;-0,2282;0,2282
"15";48;-1,9465;1,9465
"apres";32;-0,8658;0,8658
"clope";32;0,4345;-0,4345
"intelligent";58;0,6923;-0,6923
"simplement";88;-1,2332;1,2332
"point";105;-1,0255;1,0255
"plaindre";107;-1,2097;1,2097
"physique";39;-0,3416;0,3416
"25";27;-0,3035;0,3035
"règle";84;-0,4643;0,4643
"sang";29;-1,2488;1,2488
"emji_visage_souriant_avec_une_larme";35;0,4544;-0,4544
"utilité";12;0,6053;-0,6053
"objet";16;-0,5932;0,5932
"ignorer";18;-0,6309;0,6309
"fonction";15;-0,7228;0,7228
"enseigner";34;1,0378;-1,0378
"humilité";17;1,817;-1,817
"bonjour";22;0,7362;-0,7362
"samedi";31;-1,6159;1,6159
"neige";18;0,388;-0,388
"chaîne";13;0,4176;-0,4176
"joyeux";28;1,042;-1,042
"source";15;-1,089;1,089
"puissance";10;1,2757;-1,2757
"dizaine";10;0,7337;-0,7337
"sous";100;-1,5821;1,5821
"trace";14;0,8502;-0,8502
"puis";94;0,8574;-0,8574
"don";18;-0,6309;0,6309
"voire";16;-0,358;0,358
"punaise";12;1,0219;-1,0219
"haut";60;-1,0532;1,0532
"bel";17;-0,486;0,486
"féminin";72;-0,4433;0,4433
"bouche";44;1,7569;-1,7569
"coin";33;0,3424;-0,3424
"chef";19;-0,3235;0,3235
"salaire";19;-0,3235;0,3235
"vérité";42;0,552;-0,552
"rarement";13;0,7247;-0,7247
"gagner";36;0,3628;-0,3628
"différence";40;-0,421;0,421
"conflit";20;-1,7811;1,7811
"échange";10;-0,4672;0,4672
"idée";92;-1,9184;1,9184
"juger";31;0,3756;-0,3756
"ok";59;-1,1445;1,1445
