"";"";"";"";"emji_coeur_brisé";""
"43";"terrorisme";"-0.141334445079826";"-3.28936198837931";"0.843760195758565";"140"
"44";"extermination";"-0.145967846577873";"-3.91869518610138";"0.843623943348658";"141"
"45";"soldat";"-0.174050928638116";"-2.88174784099314";"0.843566290968412";"142"
"46";"ultra";"-0.305386925560916";"1.06056766685777";"0.843476012160759";"144"
"47";"fiscal";"-0.349922405894488";"1.43138317752648";"0.843327710218004";"145"
"48";"france";"-0.243133209089684";"0.776153333173282";"0.842387290523506";"148"
"49";"gazaouis";"-0.1527589006932";"-3.69290658092002";"0.842052498887735";"150"
"50";"système";"-0.299270678042448";"0.823044893871764";"0.841516201987246";"152"
"51";"bombe";"0.0743529551175053";"-3.12230948998423";"0.838871978347916";"160"
"52";"comprendre";"-0.192285607589373";"0.024184288996344";"0.837966224232538";"165"
"53";"emji_visage_qui_hurle_de_peur";"0.63677100727397";"1.13436662706769";"0.837648487320184";"166"
"54";"transport";"-0.320931385247703";"1.35490615756974";"0.837578414652232";"167"
"55";"énergie";"-0.163529206977297";"1.16427045513655";"0.837421956102625";"169"
"56";"franc";"-0.31037578275799";"1.28090556722124";"0.837010788966336";"171"
"57";"héritage";"-0.314349236724646";"1.21751631062038";"0.836120235800089";"173"
"58";"emji_étoile_brillante";"7.69510140815058";"0.0111630067706723";"0.835666802610114";"177"
"59";"occupation";"-0.151188014663648";"-3.82710144197191";"0.835620272875575";"178"
"60";"augmentation";"-0.306869684199323";"1.22722150299174";"0.83552313510307";"179"
"61";"attentat";"-0.152832657875161";"-3.72207868263617";"0.835500333679371";"180"
"62";"marché";"-0.303590527499387";"1.12939322463549";"0.835130505709625";"181"
"63";"exécution";"-0.144637156447052";"-3.99372747222738";"0.834487802165208";"183"
"64";"eau";"-0.235675378622639";"0.911402255786052";"0.833679371199763";"188"
"65";"emji_pouce_vers_le_haut_peau_moyennement_claire";"7.27152257356162";"0.0876233998256075";"0.8335212442533";"189"
"66";"kidnapper";"-0.115961104843719";"-3.76628780299208";"0.832956213851402";"191"
"67";"frais";"-0.322147626933068";"1.18341853469182";"0.832933597805131";"192"
"68";"emji_mains_qui_forment_un_coeur_peau_claire";"2.36837924233424";"1.95377427610563";"0.832236764051609";"195"
"69";"vélo";"-0.308790210341417";"1.46896630253607";"0.831576820406347";"198"
"70";"syrie";"-0.155437172739478";"-3.58117248195289";"0.831506006228682";"199"
"71";"torture";"-0.141169010794184";"-3.09157571200507";"0.831118011270948";"204"
"72";"emji_biceps_contracté_peau_claire";"8.39046007636593";"0.0164176754165194";"0.830835866824855";"206"
"73";"emji_coeur_étincelant";"8.37982215280899";"0.132765315715772";"0.830835866824855";"207"
"74";"emji_visage_qui_regarde_entre_ses_doigts";"0.374138258535662";"1.6709243876612";"0.830679037520392";"208"
"75";"emji_femme_avec_la_paume_sur_le_visage";"0.682453114843852";"1.9202856541859";"0.830433597805131";"210"
"76";"cash";"-0.306994197273362";"1.4493231944336";"0.830349621830046";"214"
"77";"billet";"0.0695796643452749";"1.17259665052339";"0.829909165060062";"215"
"78";"retraite";"-0.293519150761485";"1.32515759681898";"0.829152083642296";"216"
"79";"accident";"-0.327935485372771";"1.12495750719884";"0.8290419694498";"218"
"80";"produire";"-0.29436331418013";"0.960387057854514";"0.828943904790153";"219"
"81";"fromage";"0.559057524721871";"1.93410235162436";"0.8288119160611";"220"
"82";"gens";"-0.224260311749052";"0.116593806900777";"0.828628207029512";"222"
"83";"milliardaire";"-0.32609499356223";"1.07283076973362";"0.828473787631618";"223"
"84";"emji_biceps_contracté_peau_légèrement_mate";"7.77581268213986";"0.0117729236670653";"0.828345321073706";"224"
"85";"hériter";"-0.303926230476396";"1.42876727597157";"0.828171993178111";"225"
"86";"emji_visage_avec_une_main_sur_la_bouche";"0.401192678012998";"1.93630293938272";"0.828127502595284";"226"
"87";"logement";"-0.340772096984606";"1.23572112880173";"0.827649228829898";"227"
"88";"emji_coeur_cartes";"8.26008032607555";"0.0154324250454229";"0.827550237283109";"228"
"89";"emji_deux_coeurs";"7.01698585453288";"0.161557393984068";"0.827338536259825";"229"
"90";"train";"-0.270990035311267";"0.63141837063507";"0.827283849918434";"230"
"91";"emji_mains_qui_forment_un_coeur_peau_légèrement_mate";"8.93805502758553";"0.0205557269751238";"0.827041932374314";"232"
"92";"sénégal";"8.93805502758553";"0.0205557269751238";"0.827041932374314";"233"
"93";"question";"-0.228727337996697";"-0.00238564850446624";"0.826946092243808";"235"
"94";"budget";"-0.328506225367063";"1.12467686916851";"0.826913651193831";"236"
"95";"grand";"-0.0949215370749103";"0.429293329558707";"0.826897894112413";"238"
"96";"chômage";"-0.339451295654968";"1.31685998499178";"0.826711589796826";"239"
"97";"qualité";"-0.29592583474681";"1.11691500857013";"0.826425367047308";"241"
"98";"emji_fleur_fanée";"7.23389874006124";"0.108582093743557";"0.826188269316328";"244"
"99";"bosser";"-0.302192745087331";"1.08042143350147";"0.825961181966484";"246"
"100";"emji_visage_aux_yeux_en_spirales";"0.442932510917861";"2.26837517205312";"0.825945054130209";"247"
"101";"polluer";"-0.259250213378729";"1.27457116639552";"0.825610818626724";"248"
"102";"réduire";"-0.308170413412135";"1.04561217728213";"0.825518686044787";"249"
"103";"cadeau";"-0.315655550916162";"1.15567445144815";"0.824767536704731";"250"
"104";"taux";"-0.32613006073487";"1.17116479922277";"0.824767536704731";"251"
"105";"avion";"-0.326458441986404";"1.32100255477489";"0.824710255079342";"252"
"106";"rouler";"-0.296028842577065";"1.2716431579197";"0.824406236096693";"253"
"107";"pain";"-0.298079040200212";"1.42457107312466";"0.824282960106777";"254"
"108";"vendre";"-0.287710894657818";"0.488593903151469";"0.82416116713629";"255"
"109";"apprendre";"-0.225393468388101";"-0.114587649775443";"0.824148932226012";"256"
"110";"dépenser";"-0.272541860476147";"1.26751315936898";"0.823738877354293";"258"
"111";"emji_porte_documents";"8.80969335441828";"0.187759545974649";"0.823701987246033";"259"
"112";"emji_coeur_grandissant";"8.82505924400054";"0.0197018433201739";"0.823701987246033";"260"
"113";"cissé";"8.80969335441828";"0.187759545974649";"0.823701987246033";"261"
"114";"emji_cornes_avec_les_doigts_peau_claire";"9.9550170798505";"0.0282406798696748";"0.823653603737209";"262"
"115";"emji_mains_levées_peau_mate";"9.9550170798505";"0.0282406798696748";"0.823653603737209";"265"
"116";"penser";"-0.199881670700674";"0.129188819889238";"0.823481017351327";"266"
"117";"patron";"-0.325356236126078";"1.12522794488436";"0.823464518760196";"267"
"118";"profiter";"-0.285013271931092";"0.77985638926468";"0.823288410203174";"268"
"119";"égalité";"-0.149523903782859";"0.164218386212405";"0.822962145929112";"270"
"120";"sentir";"-0.138149815365043";"0.0738590279510409";"0.822632544861338";"271"
"121";"connaître";"-0.16348479418395";"-0.0133477034402122";"0.822568589648524";"272"
"122";"emji_mains_levées_peau_claire";"5.10751568639057";"0.260131896940091";"0.822105146077414";"274"
"123";"donner";"-0.230108586125754";"-0.0268966313884919";"0.822008193682337";"275"
"124";"emji_visage_avec_fumée_sortant_des_narines";"0.219139474785978";"1.22755949690603";"0.821843949280736";"277"
"125";"politique";"-0.209298208853775";"-0.201762534935699";"0.821545676998369";"278"
"126";"emji_coeur_vert";"5.98114679946287";"0.0231505210552048";"0.821161574966632";"280"
"127";"emji_cotillons";"7.90726367469654";"0.1641227064696";"0.821037372089574";"281"
"128";"emji_skieur";"8.66652788873925";"0.207699404237771";"0.820372608631173";"286"
"129";"gruyère";"0.780034767600065";"1.83838580629809";"0.820310507192644";"287"
"130";"emji_tête_de_fou";"0.405288462367323";"1.44078577088169";"0.820280661426665";"288"
"131";"emji_bras_mécanique";"9.9550170798505";"0.0282406798696749";"0.820272134064956";"289"
"132";"emji_carte_du_monde";"9.9550170798505";"0.0282406798696749";"0.820272134064956";"291"
"133";"emji_visage_endormi";"0.451373975227955";"1.88605521543174";"0.820137179297049";"293"
"134";"emji_visage_triste_mais_soulagé";"5.65123585880218";"0.234701824085819";"0.819840946166395";"296"
"135";"montrer";"-0.213735587899716";"-0.327145640118554";"0.819796455583568";"297"
"136";"automne";"0.548294299196922";"2.33139834663539";"0.81902769538781";"302"
"137";"beau";"0.197867868081196";"0.261749587269221";"0.818449503188492";"304"
"138";"propos";"-0.202579258421614";"-0.347228410562746";"0.818345691828563";"306"
"139";"extrême";"-0.192025159593725";"-0.239493885285938";"0.818257452172623";"307"
"140";"raciste";"-0.206802295183657";"-0.143238544537102";"0.81788966335459";"308"
"141";"vraiment";"-0.142090759681561";"0.151464894282152";"0.817684635918731";"310"
"142";"loi";"-0.229247266713144";"-0.105317275168817";"0.817275507934154";"312"
"143";"aimer";"0.0949780082137438";"0.128690656946294";"0.816506562360967";"313"
"144";"respect";"0.169840554139564";"-0.477568952452647";"0.816180298086905";"314"
"145";"expression";"-0.192792963776037";"-0.0345387392894209";"0.816053499925849";"315"
"146";"tellement";"0.00443890611219227";"0.208144128455984";"0.815446574225122";"316"
"147";"emji_visage_grimaçant";"0.226124343444816";"1.37753090553441";"0.81538484354145";"317"
"148";"emji_visage_rieur";"0.686968340049625";"2.60202293559641";"0.815284739730091";"318"
"149";"emji_feuille_morte";"0.686968340049625";"2.60202293559641";"0.815284739730091";"320"
"150";"réalité";"-0.227789564540549";"-0.116360424377304";"0.814568997478867";"324"
"151";"argument";"-0.155125827931373";"0.0216999085082748";"0.814515608779475";"325"
"152";"autoriser";"-0.218333670178474";"0.00438190864146722";"0.814258304908794";"327"
"153";"adulte";"-0.223087316851736";"-0.023813312871646";"0.814159684116862";"329"
"154";"udc";"-0.173409422101473";"0.124079085305649";"0.814084050126057";"330"
"155";"faux";"-0.195576100114363";"-0.21368669627428";"0.814081084087202";"331"
"156";"opinion";"-0.211498576887962";"-0.197196342017219";"0.814066068515498";"332"
"157";"problème";"-0.242722501227482";"0.307856221572199";"0.813885140145336";"333"
"158";"exprimer";"-0.0831187160457069";"-0.202999391533971";"0.81382860002966";"334"
"159";"manifestant";"-0.142328133048316";"-0.88167268341219";"0.813614674477236";"335"
"160";"réponse";"-0.181872381704798";"-0.149379845053504";"0.813414837609373";"338"
"161";"espérer";"-0.0694175540953343";"-0.0117112592427517";"0.813204434228088";"340"
"162";"cas";"-0.222524911349435";"0.124220333704229";"0.813074484650749";"341"
"163";"casseur";"-0.213589299987693";"-0.253680990143872";"0.812995328488803";"343"
"164";"protéger";"-0.227454574957834";"-0.220036518750839";"0.812962145929112";"344"
"165";"situation";"-0.227505574414469";"-0.226773188235261";"0.812830527954916";"345"
"166";"emji_visage_qui_rougit";"0.901948213001055";"0.957022971118635";"0.812801794453507";"346"
"167";"racisme";"-0.120868309713969";"-0.297410080017441";"0.812693719412724";"347"
"168";"fait";"-0.229455172506696";"-0.0975634397908433";"0.812689826486727";"348"
"169";"emji_femme_qui_hausse_les_épaules";"0.126785816855873";"1.40633722862153";"0.812651638736468";"349"
"170";"écouter";"-0.12763509360331";"-0.0166058849901736";"0.812582122200801";"350"
"171";"animal";"0.0775694210285421";"0.16706448064253";"0.812546158979683";"351"
"172";"esprit";"-0.207262864879023";"-0.136703417243854";"0.812089945128281";"353"
"173";"emji_soleil_avec_visage";"2.15651214811237";"1.9521732442526";"0.812074744179149";"354"
"174";"temps";"-0.184407936500447";"0.185286927778696";"0.81200430075634";"355"
"175";"jeune";"-0.158167502799363";"0.150619211853615";"0.811970747441792";"356"
"176";"débat";"-0.212096710826601";"-0.00265537450997567";"0.811961293192941";"357"
"177";"triste";"0.018813732125293";"-0.0987561468201581";"0.811911241287261";"358"
"178";"neuch";"0.49282468285584";"2.22314851105099";"0.81163966335459";"360"
"179";"pls";"0.363622986538046";"1.74823393030287";"0.811531032181522";"362"
"180";"message";"-0.220753220705031";"-0.225619951915551";"0.811495625092689";"363"
"181";"répondre";"-0.20938309515919";"-0.0906905315321661";"0.811400526471897";"365"
"182";"emji_visage_de_geek";"0.262851740271837";"1.00631680828";"0.811393667507044";"366"
"183";"emji_visage_de_menteur";"0.583341570979911";"1.75928969654829";"0.811377168915913";"367"
"184";"ballon";"0.556985241413492";"2.45975887799866";"0.811377168915913";"371"
"185";"emji_femme_avec_la_paume_sur_le_visage_peau_moyennement_claire";"0.890001098967329";"1.51625802205794";"0.811306725493104";"372"
"186";"pacifique";"-0.194113439105642";"-0.213873829134949";"0.811239804241436";"373"
"187";"demander";"-0.21755245463317";"-0.0612037114437068";"0.810884621088536";"375"
"188";"emji_visage_faisant_un_clin_d_oeil";"-0.187598505903306";"0.25779076979117";"0.810820665875723";"376"
"189";"emji_visage_souriant_avec_yeux_plissés";"0.13683865778719";"0.954868118349188";"0.810787297938603";"377"
"190";"moment";"-0.165627280290597";"-0.135380225197288";"0.810786371051461";"378"
"191";"importer";"-0.168967494214476";"-0.000292882309484807";"0.810757266795195";"379"
"192";"emji_yeux";"0.52014900528733";"1.05852433721475";"0.810689418656384";"381"
"193";"emji_visage_avec_des_valises_sous_les_yeux";"1.59415154814249";"1.90123958069193";"0.810590241732167";"382"
"194";"décevoir";"0.282063673867503";"1.58906445614748";"0.810510714815364";"383"
"195";"emji_visage_très_souriant_aux_yeux_rieurs";"0.10783759998387";"1.23977212725585";"0.810436934598843";"384"
"196";"emji_tête_qui_explose";"0.352424902100289";"1.32263433474521";"0.810409127984577";"385"
"197";"thé";"0.422537091800913";"1.78219649614651";"0.810319034554353";"387"
"198";"emji_homme_avec_la_paume_sur_le_visage_peau_légèrement_mate";"0.350404961732953";"1.57921190678974";"0.809892110336645";"388"
"199";"traversée";"0.455887275807611";"2.34910905542264";"0.809829452765831";"389"
"200";"penalty";"0.686968340049625";"2.60202293559641";"0.809547493697167";"391"
"201";"htag_";"0.686968340049625";"2.60202293559641";"0.809547493697167";"392"
"202";"glutamate";"0.686968340049625";"2.60202293559641";"0.809547493697167";"393"
"203";"flocon";"0.686968340049625";"2.60202293559641";"0.809547493697167";"394"
"204";"emji_bout_des_doigts_joints_peau_moyennement_claire";"0.686968340049625";"2.60202293559641";"0.809547493697167";"395"
"205";"emji_boisson_chaude";"0.686968340049625";"2.60202293559641";"0.809547493697167";"396"
"206";"emji_couronne";"0.538416227322616";"2.43943544119898";"0.809505783775768";"398"
