"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"mass";"chi.distance";"inertie"
"classe 1";6,8024094154686;0,0157205082307525;-0,943829146813743;-0,0521541977052018;0,990479955274307;0,0022890195720765;-0,137428342521819;-0,0075940279767558;0,988772412876169;3,50465542423137e-06;0,0111968623677275;2,72201006428942e-05;0,960682663055159;5,13082950511378e-06;0,0184944401247003;5,64719724301484e-05;0,0207612940182046;4,67450204845694;0,453654400317535
"classe 2";0,469415558707665;1,44844682082684;4,50247103068267;-0,644938594279196;0,0978659964641563;0,301979107458254;0,938696653306225;-0,134459876790392;0,0160465295036806;0,101394085396723;0,868373929976637;0,0141854551229511;0,00917878893455841;0,0873927756246763;0,84444676749503;0,017326352928729;0,04165531501701;2,53213979330489;0,267082713466994
"classe 3";-0,0970619904197481;-2,30449252249857;0,379426154371524;-1,04683145642405;-0,0378965509589884;-0,899758164197984;0,148141847618529;-0,408721286904236;0,00228014553448018;0,853013966007972;0,0204954507155672;0,124210437742005;0,00124618000060522;0,702478436794513;0,0190430680503458;0,144955907724625;0,132276407429917;1,38895657178324;0,255187692608414
"classe 4";-0,241139327876205;0,814903067998543;-0,607587306458365;-1,03652509877063;-0,163856133005474;0,553733257335308;-0,41286051253568;-0,704327228343543;0,0476952920752079;0,361486996937053;0,178112979386137;0,412704731601621;0,0183678302737807;0,209765311469991;0,116610900683968;0,339376222187964;0,315879735384314;0,754485760081891;0,179814148360955
"classe 5";-0,146641685110095;-0,0270586903538601;-0,0535755739294399;1,00900856862693;-0,143572974463073;-0,0264924441932204;-0,0524544197773029;0,987893458451022;0,0429670648901166;0,000970902684360049;0,0033735972220071;0,952688435203428;0,0105245377358964;0,000358345281314788;0,00140482364595691;0,498285045186251;0,489427248150554;0,48340412992435;0,11436914048962
