"";"X.rts_a";"X.rts_i"
"emji_visage_avec_un_sourire_malin";3,5;5,19
"emji_visage_riant_aux_larmes";446;363,65
"emji_visage_souriant_avec_yeux_rieurs";16,77;6,56
"emji_se_rouler_par_terre_de_rire";68,11;56,1
"emji_visage_souriant_avec_une_goutte_de_sueur";35,59;27,14
"emji_feu";37,19;39,02
"emji_yeux";2,63;5,52
"emji_visage_avec_lunettes_de_soleil";3,9;2,47
"emji_ok";5,32;3,38
"emji_trinquer";0,58;0,71
"emji_applaudissements";82,95;93,56
"emji_ok_peau_claire";1,2;1,1
"emji_homme_avec_la_paume_sur_le_visage";0,95;3,12
"emji_visage_qui_hurle_de_peur";7,26;8,31
"emji_applaudissements_peau_claire";2,33;4,61
"emji_drapeau_suisse";11,7;21,17
"emji_homme_avec_la_paume_sur_le_visage_peau_claire";1,2;2,53
"emji_visage_souriant_aux_yeux_rieurs";12,91;6,56
"emji_visage_envoyant_un_bisou";5,76;4,61
"emji_visage_avec_bouche_ouverte";21,84;25,39
"emji_visage_avec_un_doigt_sur_la_bouche";1,09;1,43
"emji_soleil";1,49;0,71
"emji_visage_rieur";3,14;0,65
"emji_pouce_vers_le_haut";18,38;8,25
"emji_pouce_vers_le_haut_peau_moyennement_claire";1,9;1,36
"emji_cornes_avec_les_doigts";1,53;1,62
"emji_v_de_la_victoire_peau_moyennement_claire";0,18;0,52
"emji_visage_avec_masque";0,4;0,26
"emji_visage_qui_pleure";44,88;70,58
"emji_visage_avec_une_main_sur_la_bouche";4,34;2,47
"emji_visage_souriant";5,62;2,6
"emji_couronne";1,17;0,52
"emji_feuille";0,88;1,17
"emji_visage_de_clown";2,84;8,64
"emji_visage_de_geek";2,01;4,16
"emji_cotillons";1,31;1,69
"emji_papillon";0,77;0,13
"emji_notes_de_musique";5,32;0,91
"emji_visage_roulant_des_yeux";9,19;18,63
"emji_fondue";0,8;0,65
"emji_visage_souriant_avec_une_larme";4,63;5,84
"emji_miam";1,68;0,65
"emji_visage_souriant_avec_de_grands_yeux";3,17;1,69
"emji_visage_qui_vomit";2,55;3,18
"emji_visage_qui_bave";0,29;0,26
"emji_drapeau_belgique";0,33;0,06
"emji_cerveau";0,22;0,39
"emji_visage_qui_rougit";3,43;4,03
"emji_visage_boudeur";5,32;19,54
"emji_singe_ne_rien_voir";3,06;3,25
"emji_colombe";1,64;8,25
"emji_visage_implorant";2,73;1,23
"emji_abeille";0,84;0,13
"emji_chat_qui_sourit_avec_des_yeux_rieurs";0,18;0,39
"emji_cent_points";1,28;0,78
"emji_applaudissements_peau_moyennement_claire";2,95;3,77
"emji_explosion";0,88;1,17
"emji_visage_festif";2,19;5,65
"emji_pouce_vers_le_haut_peau_claire";3,46;3,77
"emji_ok_peau_moyennement_claire";1,17;0,71
"emji_visage_avec_des_symboles_dans_la_bouche";2,59;13,63
"emji_signe_de_la_main";1,64;0,78
"emji_tulipe";0,58;0
"emji_nuage_avec_neige";0,73;0,13
"emji_flocon";1,53;0,65
"emji_part_de_fromage";0,11;0,78
"emji_femme_avec_la_paume_sur_le_visage_peau_claire";0,88;2,79
"emji_visage_pensif";3,06;4,03
"emji_visage_bleu_et_froid";1,06;1,3
"emji_drapeau_france";1,46;2,66
"emji_feuille_morte";0,15;0,52
"emji_jeune_pousse";0,47;0,52
"emji_bouteille_de_champagne";0,26;0,78
"emji_dans_le_mille";0,18;0,45
"emji_chat_qui_pleure_de_joie";1,79;1,82
"emji_rose";4,48;0,52
"emji_personne_avec_la_paume_sur_le_visage_peau_claire";0,51;0,58
"emji_index_pointant_vers_le_haut_peau_claire";0,22;0,39
"emji_note_de_musique";0,62;0,13
"emji_index_pointant_vers_le_haut";0,77;1,04
"emji_partition";1,82;0,06
"emji_pouce_vers_le_bas_peau_claire";0,18;0,84
"emji_visage_anxieux_avec_goutte_de_sueur";0,8;2,21
"emji_visage_avec_un_monocle";1,71;3,83
"emji_skieur";0,22;0,65
"emji_personne_avec_la_paume_sur_le_visage";1,02;3,12
"emji_visage_sans_expression";0,77;1,75
"emji_fleur_de_cerisier";1,35;0,19
"emji_v_de_la_victoire";1,28;3,05
"emji_ampoule";0,26;0,39
"emji_visage_confus";0,62;0,65
"emji_symbole_de_paix";0,22;0,39
"emji_visage_retenant_ses_larmes";8,75;2,53
"emji_points_d_exclamation_et_d_interrogation";0,04;0,58
"emji_cornes_avec_les_doigts_peau_claire";0,22;0,58
"emji_visage_qui_regarde_entre_ses_doigts";3,03;2,92
"emji_visage_rouge_et_chaud";0,69;0,58
"emji_bouquet";0,62;0,19
"emji_visage_sans_bouche";0,26;0,39
"emji_visage_endormi";0,62;1,36
"emji_femme_avec_la_paume_sur_le_visage_peau_moyennement_claire";0,8;2,21
"emji_visage_avec_yeux_ouverts_et_main_sur_la_bouche";0,58;0,65
"emji_visage_qui_tire_la_langue";0,29;0,58
"emji_visage_qui_fond";1,75;2,21
"emji_visage_aux_yeux_en_spirales";1,49;1,95
"emji_croix_latine";0,4;1,17
"emji_sac_plein_d_argent";0,18;1,62
"emji_verre_de_vin";0,62;0,06
"emji_tas_de_crotte";1,53;2,4
"emji_visage_avec_bouche_en_diagonale";0,4;0,45
"emji_pouce_vers_le_bas";0,84;2,53
"emji_poing_de_face";0,36;0,32
"emji_visage_neutre";0,98;1,1
"emji_moai";0,26;0,32
"emji_bout_des_doigts_joints";0,26;0,26
"emji_v_de_la_victoire_peau_claire";0,33;0,58
"emji_point_d_exclamation_rouge";0,33;0,84
"emji_vague";0,4;0,06
"emji_parapluie_avec_gouttes_de_pluie";0,29;0,19
"emji_ballon_gonflable";0,36;0,06
"emji_applaudissements_peau_mate";0,07;0,71
"emji_visage_qui_fait_un_salut_militaire";1,82;1,95
"emji_hibiscus";0,95;0,13
"emji_visage_somnolent";0,07;0,65
"emji_visage_souriant_avec_des_cornes";0,44;0,65
"emji_singe_ne_rien_dire";0,26;0,32
"emji_ogre";0,22;0,58
"emji_escargot";0,36;0,06
"emji_ballon_de_football";0,33;0,32
"emji_lotus";0,36;0,06
"emji_visage_expirant";0,33;1,82
"emji_boisson_chaude";0,33;0,32
"emji_bougie";0,15;0,91
"emji_cadeau";0,29;0,26
"emji_confettis";0,22;0,32
"emji_chat_qui_pleure";0,18;0,32
"emji_chat";0,44;0,26
"emji_drapeau_italie";1,42;0,13
"emji_chouette";0,36;0
"emji_double_point_d_exclamation";0,36;0,52
"emji_drapeau_territoires_palestiniens";0,04;16,3
"emji_soleil_avec_visage";0,69;0,84
"emji_haut_parleur";0,4;0
"emji_homme_avec_la_paume_sur_le_visage_peau_moyennement_claire";0,18;0,78
"emji_femme_avec_la_paume_sur_le_visage";0,95;3,44
"emji_bout_des_doigts_joints_peau_claire";0,26;0,32
"emji_index_pointant_vers_l_utilisateur";0,29;1,36
"emji_pop_corn";0,11;1,1
"emji_croix";0,36;0,58
"emji_symbole_d_avertissement";0,51;1,75
"emji_canard";0,44;0,06
"emji_ciseaux";0,58;0,39
"emji_visage_de_menteur";0,11;0,65
"emji_point_d_interrogation_rouge";0,07;0,65
"emji_argent_dans_les_yeux_et_la_bouche";0,15;0,78
"emji_empreintes_d_animaux";0,58;0,58
"emji_arc_en_ciel";0,4;0,52
"emji_billet_en_dollars";0,11;0,45
"emji_billet_avec_des_ailes";0,36;1,04
"emji_porte_documents";0,04;0,58
"emji_renard";6,82;0,13
"emji_paume_contre_paume_doigts_vers_le_haut";0,47;0,26
"emji_rat";0,15;0,39
"emji_visage_avec_des_valises_sous_les_yeux";0;1,1
"emji_ninja_peau_mate";0;1,43
"emji_drapeau_cap_vert";0;1,43
"emji_langue";0;0,97
