emji_visage_riant_aux_larmes;100;76;49;411;331;330;4423;143;534
emji_visage_souriant_avec_yeux_en_forme_de_coeur;20;26;2;55;77;30;68;8;2084
emji_coeur_rouge;57;20;6;73;141;54;49;6;2105
emji_applaudissements;20;14;3;50;71;40;28;11;907
voir;140;36;52;395;583;413;169;45;104
emji_se_rouler_par_terre_de_rire;14;12;18;62;49;54;682;27;71
époque;43;51;36;237;777;130;136;14;273
aller;126;28;44;504;306;298;200;59;51
beau;63;21;10;145;284;132;93;10;748
aimer;100;18;8;136;332;130;306;11;169
suisse;38;19;17;255;126;142;529;22;92
femme;24;2;12;102;212;644;35;15;121
emji_visage_qui_pleure;59;25;14;100;219;84;59;10;271
parler;49;9;45;103;259;425;160;21;70
emji_visage_souriant_avec_coeurs;16;14;1;21;29;12;17;2;617
enfant;22;51;8;90;587;165;38;7;83
homme;35;2;8;60;152;618;24;7;113
vie;59;10;8;113;514;141;39;13;141
souvenir;19;73;14;151;104;35;78;5;534
petit;101;26;22;149;346;65;119;46;130
gens;79;4;39;149;409;201;36;35;35
emji_feu;7;3;2;43;30;22;24;1;561
année;43;52;13;194;393;79;86;16;88
emji_visage_souriant_avec_une_goutte_de_sueur;30;15;14;70;78;61;495;29;55
temps;37;26;9;182;398;101;50;12;66
tellement;41;27;8;75;189;109;87;16;338
emji_mains_levées;5;3;3;25;25;32;22;4;541
penser;60;7;23;100;216;273;122;22;37
monde;41;16;19;135;261;288;32;15;45
emji_mains_en_prière;17;4;3;33;49;28;15;1;494
comprendre;49;11;18;58;155;378;64;18;69
vrai;43;12;16;104;177;222;91;17;119
chose;45;14;13;91;286;242;59;15;28
grand;35;9;7;128;281;72;69;16;116
passer;31;33;12;248;186;121;49;19;34
français;6;7;26;74;75;130;169;135;40
prendre;67;17;16;213;118;136;59;58;21
connaître;23;51;27;94;252;124;72;28;34
jour;51;37;8;266;134;81;35;32;33
adorer;32;32;5;47;79;51;117;15;311
vraiment;45;18;7;89;236;142;52;15;83
emji_visage_faisant_un_clin_d_oeil;26;18;16;103;115;112;197;19;50
changer;31;15;57;99;280;100;48;8;34
vivre;37;9;3;85;318;87;30;16;39
trouver;47;13;13;111;120;207;52;28;30
jeune;11;10;15;86;319;84;26;5;50
venir;71;7;18;175;79;110;101;25;21
emji_visage_avec_bouche_ouverte;26;13;2;43;56;49;63;10;41
mettre;47;24;16;216;84;119;41;20;13
magnifique;8;4;1;21;41;15;7;0;478
donner;84;15;12;104;126;117;29;7;28
vidéo;19;10;10;93;189;106;55;2;40
france;27;14;24;96;77;62;109;91;4
emji_visage_qui_pleure_à_chaudes_larmes;15;2;5;16;30;17;198;2;33
emji_pouce_vers_le_haut;8;6;2;23;17;12;24;2;291
raison;44;0;15;47;48;191;19;3;114
animal;365;0;0;9;16;18;2;0;34
exister;42;13;19;68;102;156;26;17;24
rester;49;4;20;114;131;79;33;19;20
jouer;4;214;2;47;39;24;22;4;101
devenir;35;5;12;92;188;59;31;5;34
seul;56;31;10;65;77;163;32;8;10
fois;19;12;4;115;78;99;47;51;18
commentaire;18;4;17;18;45;288;44;1;12
accent;0;1;0;11;11;14;311;1;74
emji_visage_souriant_avec_yeux_rieurs;11;14;5;69;58;41;45;7;177
demander;20;7;11;90;103;140;30;9;7
question;17;6;12;33;36;291;8;10;7
dieu;12;5;3;18;59;209;21;3;59
mot;9;2;78;35;55;87;98;9;19
appeler;24;12;145;39;52;25;83;16;4
chat;269;0;2;9;17;8;17;5;29
école;3;71;0;51;133;59;21;12;34
emji_visage_avec_des_étoiles_à_la_place_des_yeux;2;5;0;13;7;3;5;0;249
regarder;18;9;11;102;79;106;31;2;27
sentir;17;4;24;51;105;138;24;9;14
humain;150;4;1;27;51;99;5;0;25
utiliser;14;10;35;44;29;63;76;90;0
bidet;0;0;0;6;7;5;7;304;13
