être;1379;557;570;3109;3709;3601;2556;652;2087
de;1005;458;437;2856;2879;2698;1577;422;1226
avoir;881;406;364;2323;2775;2478;1629;444;1042
la;729;317;255;2236;2140;2147;1472;343;920
et;851;380;317;1987;2165;2033;1000;336;980
les;1038;380;254;1848;2013;1733;1097;433;628
le;670;284;323;1938;1689;1813;1347;442;698
c;652;265;324;1496;1729;1762;1376;374;974
pas;733;224;301;1405;1742;1872;1037;315;286
à;546;319;178;1556;1555;1441;780;223;557
l;503;275;195;1356;1497;1391;942;255;524
en;509;294;205;1507;1250;1299;1053;352;414
ne;624;188;225;1105;1546;1626;546;233;227
que;515;176;205;1150;1414;1534;604;177;483
des;654;197;174;1265;1193;1226;599;171;361
je;347;235;177;1045;1180;1175;914;194;488
un;472;155;200;1202;1059;1206;733;250;492
on;373;221;165;973;1027;916;719;221;294
il;416;144;151;1023;1027;1126;603;191;434
d;370;147;166;935;1129;1094;392;151;359
pour;457;139;142;1062;923;973;448;247;449
j;228;200;104;777;940;615;864;131;690
une;317;127;181;916;1001;936;457;209;469
qui;418;85;157;884;947;1123;436;113;212
ça;312;155;217;804;889;841;749;142;347
faire;350;158;113;947;918;896;524;145;283
ce;311;118;136;745;969;1009;344;86;473
mais;288;81;107;654;790;888;517;130;230
qu;319;85;94;600;826;788;323;115;229
dans;262;136;102;751;798;640;422;173;209
plus;305;111;68;628;803;633;326;107;210
du;317;108;115;772;565;617;431;96;202
vous;188;36;55;458;469;657;244;101;320
bien;200;82;60;450;701;620;298;80;340
dire;135;49;144;413;563;621;474;101;156
avec;221;116;64;573;579;417;321;90;245
y;182;129;85;575;465;518;325;127;185
tout;190;50;57;472;593;645;255;63;231
ils;309;84;53;377;543;379;271;66;179
elle;200;38;38;272;407;386;228;48;341
au;173;146;70;566;354;412;287;122;138
comme;201;64;112;360;487;469;255;56;217
si;169;45;75;369;444;551;167;57;174
se;183;37;49;403;465;445;166;191;80
tu;85;40;97;324;277;462;242;57;67
même;146;91;55;367;469;453;259;64;113
cette;139;38;37;292;591;351;139;21;404
sur;128;68;38;509;325;472;181;49;86
pouvoir;167;47;58;393;355;446;155;48;94
nous;106;57;26;324;378;315;164;42;156
aussi;111;81;45;236;291;289;329;66;200
me;83;53;49;373;330;278;217;57;165
moi;111;50;43;235;276;210;386;45;211
s;118;54;92;302;361;388;163;46;91
ou;134;49;70;346;304;370;155;83;37
bon;100;54;30;276;354;267;167;27;268
par;152;49;62;365;281;344;123;57;57
quand;132;58;44;335;352;267;150;70;75
mon;95;77;30;230;310;196;183;43;250
très;104;34;23;201;274;239;103;67;315
savoir;98;51;38;222;330;317;175;57;74
oui;79;57;46;219;237;257;210;32;125
aujourd_hui;73;85;27;228;446;277;107;17;62
ces;97;28;17;187;378;215;94;18;211
merci;49;17;15;132;166;187;106;10;553
non;92;28;63;214;212;299;196;38;33
an;47;50;25;213;287;180;151;14;88
son;82;14;26;211;249;262;88;18;113
rien;79;14;43;202;288;269;112;15;59
trop;60;20;15;143;180;108;152;20;354
toujours;86;48;44;186;198;203;139;44;116
encore;79;37;25;216;234;191;135;40;88
falloir;94;45;36;233;231;235;93;30;54
tous;86;43;20;214;223;183;76;25;126
leur;131;35;22;181;229;202;52;12;42
personne;80;15;36;141;233;237;56;25;145
vouloir;73;23;35;171;210;223;127;20;57
t;47;15;42;164;157;215;159;18;51
devoir;81;30;24;184;242;208;85;27;46
sa;57;14;33;154;225;198;79;18;95
ma;62;42;22;151;257;97;125;30;103
sans;62;21;30;164;190;193;60;44;33
m;35;30;30;180;153;156;130;13;89
aux;69;32;18;192;151;180;57;47;40
jamais;53;17;20;171;188;162;107;30;45
quelle;28;12;10;69;174;87;90;6;294
avant;50;40;30;122;197;172;74;21;52
où;53;24;19;191;197;132;87;22;37
beaucoup;48;23;12;130;194;140;68;25;118
là;56;18;23;144;165;153;113;16;56
maintenant;60;51;19;149;219;118;79;28;38
alors;66;16;39;154;132;205;106;21;21
quoi;75;17;26;116;153;166;125;31;27
peu;53;15;14;133;200;165;107;16;38
donc;81;17;34;148;117;187;100;33;16
juste;51;19;35;128;151;203;52;28;47
lui;52;6;18;117;147;164;74;12;63
quel;25;14;13;102;141;112;68;6;186
moins;77;24;15;134;148;120;61;20;25
déjà;51;25;19;154;145;119;80;8;40
dame;102;4;11;52;124;64;33;9;235
mes;36;41;12;114;187;67;69;21;62
après;51;25;15;151;103;108;79;75;25
toi;34;16;36;77;95;139;127;13;34
nos;46;34;8;117;192;93;37;8;62
mieux;46;11;15;83;159;126;67;26;38
cela;39;19;22;105;129;171;41;17;36
autre;41;11;24;101;172;141;58;17;26
ses;51;14;10;122;124;139;40;14;44
notre;38;14;11;104;143;98;35;7;63
autres;49;21;18;96;111;155;36;10;27
croire;39;8;11;83;98;154;73;16;23
chez;81;9;11;121;74;67;74;32;40
car;50;15;28;111;116;144;34;14;9
