"";"";"";"";"emji_mains_en_prière";""
"68";"mercredi";"0.256750144563299";"-0.342226652092056";"0.854471821227815";"216"
"69";"emji_visage_boudeur";"0.615349364672512";"-0.683967605739944";"0.854086857291796";"217"
"70";"écrire";"0.56267501161703";"-0.597687044214495";"0.85398188457345";"219"
"71";"nuisible";"0.472821832128222";"-1.27615155339573";"0.853863670323906";"220"
"72";"panne";"0.0426928375185086";"-0.452070825918152";"0.853194493232731";"221"
"73";"hérisson";"0.638350821935894";"-1.35884720162868";"0.85316896970158";"223"
"74";"match";"0.433711485422686";"-0.400739771073761";"0.852663104828527";"224"
"75";"offensant";"1.19191324974172";"-0.65698934994869";"0.852318825017352";"225"
"76";"babtou";"1.19191324974172";"-0.65698934994869";"0.852318825017352";"226"
"77";"réponse";"0.290770316593335";"-0.512238231674607";"0.851819101144276";"228"
"78";"amusant";"-0.198213172441019";"-0.190195136623728";"0.851642355488706";"229"
"79";"entraîner";"0.124244770618444";"-0.147757906852505";"0.851632760176243";"230"
"80";"verre";"0.827542581419346";"-0.119079859970705";"0.851434521020756";"233"
"81";"actualité";"0.207637045530008";"-0.80411112519209";"0.850339503962472";"234"
"82";"voisin";"0.450509166011096";"-0.498652678340427";"0.84978911683959";"238"
"83";"lausanne";"0.249649597095798";"-0.0423632609791395";"0.849713505777381";"239"
"84";"chou";"-3.12733549621831";"0.383056822350796";"0.849332763778847";"241"
"85";"petit";"-0.00106538503160669";"0.0564477358958288";"0.848399907501188";"244"
"86";"adulte";"0.212031376413636";"-0.545964249026546";"0.847738982378732";"246"
"87";"monde";"0.349576319329085";"-0.502912208114694";"0.847469546004769";"247"
"88";"maltraitance";"0.841046457770715";"-1.44348260223965";"0.847295870849188";"248"
"89";"mettre";"0.550839659256513";"-0.237601562067992";"0.846979609350405";"249"
"90";"surpoids";"0.13275753836654";"-0.567801168238999";"0.846937581881817";"250"
"91";"preuve";"0.692216393066426";"-0.709912186639402";"0.846637824320471";"251"
"92";"samedi";"0.18694907848145";"-0.0542782540309241";"0.845729915855216";"252"
"93";"raison";"-0.352833719411539";"-0.44944072012436";"0.845685969324135";"253"
"94";"ouest";"0.0236622532442571";"-0.389217982695148";"0.845511718449806";"254"
"95";"frérot";"1.09555299801721";"-0.362540530006465";"0.845436875012594";"255"
"96";"équipe";"0.140882616425187";"-0.266538374061476";"0.845205627982234";"256"
"97";"jardin";"0.630372967105768";"-1.00934159884365";"0.845187396888554";"257"
"98";"chose";"0.392050228106766";"-0.433457902304311";"0.845010843139234";"258"
"99";"travail";"0.420795219583979";"-0.13339236194553";"0.84496516945191";"259"
"100";"étymologie";"1.19191324974172";"-0.65698934994869";"0.844834673202412";"260"
"101";"élevage";"0.855189613376993";"-1.38065648430577";"0.844715499421621";"262"
"102";"couleur";"0.718689462892039";"-0.168901195297276";"0.844691894952962";"263"
"103";"mois";"0.575510717313652";"0.0132322700046689";"0.844612829578266";"264"
"104";"lynx";"0.585499397345627";"-1.38005218657553";"0.844236309517215";"266"
"105";"prédateur";"0.827849032844604";"-1.30586478231196";"0.844236309517215";"267"
"106";"adopter";"0.685853801938812";"-0.725050902611581";"0.843968216486997";"269"
"107";"simple";"0.021731489675753";"-0.320789171378218";"0.843554082801092";"270"
"108";"bonjour";"0.464675488333556";"0.0176426355364137";"0.843540841269893";"271"
"109";"passer";"0.372620434616679";"-0.262128194570101";"0.843056277990508";"272"
"110";"consigne";"0.868967536803014";"-0.975413375892665";"0.843046106959297";"273"
"111";"livre";"0.433934811834282";"-0.825623018969801";"0.842918297397289";"274"
"112";"science";"0.739600815001701";"-0.799211588543762";"0.842832707210118";"276"
"113";"rapide";"0.362784991936321";"-0.0547821632180703";"0.842605298304744";"277"
"114";"nature";"-0.076316357355445";"-0.719717263950504";"0.842541585429989";"280"
"115";"boulangerie";"0.940239027687408";"-0.393555945123038";"0.84239842336804";"281"
"116";"emji_notes_de_musique";"-3.13691454898608";"0.484004524376122";"0.842283663430982";"282"
"117";"appellation";"0.896529551476467";"-0.491411928902663";"0.842013651338271";"283"
"118";"netflix";"0.126068227723845";"-0.48111717201239";"0.841932858807332";"284"
"119";"semaine";"0.326976969194024";"-0.486768431411636";"0.841822128901509";"285"
"120";"mourir";"0.355989725059181";"-0.470902911242241";"0.841766859901721";"286"
"121";"méchant";"0.684174072865373";"-0.871539686621819";"0.841162547122798";"290"
"122";"faim";"0.788499245840631";"-0.879068027633002";"0.841159476622809";"291"
"123";"avion";"0.687379861503379";"-0.510460360453225";"0.840683165312143";"294"
"124";"cata";"0.0899851373218961";"-0.183236821479743";"0.840377074844571";"296"
"125";"grammaire";"0.0676077115761357";"-0.487490657172726";"0.840377074844571";"297"
"126";"cm1";"0.0676077115761357";"-0.487490657172726";"0.840377074844571";"298"
"127";"covid";"0.794791172457589";"-0.509847687715326";"0.840292444188647";"299"
"128";"problème";"0.596754314478682";"-0.575592677304952";"0.839961597814921";"302"
"129";"scientifique";"0.743298767348946";"-0.983512635799033";"0.839931276627537";"303"
"130";"division";"0.0426928375185085";"-0.452070825918151";"0.839878310502741";"304"
"131";"chorégraphie";"0.0426928375185085";"-0.452070825918151";"0.839878310502741";"305"
"132";"devenir";"0.198971983742421";"-0.422058772156043";"0.839749157596988";"306"
"133";"enseignant";"0.228619692276379";"-0.624531935906124";"0.839533838785317";"309"
"134";"pratiquer";"0.339638731254085";"-0.634161480450676";"0.839152329161786";"311"
"135";"exercice";"0.207764176455886";"-0.470117651855191";"0.839152329161786";"312"
"136";"emji_visage_en_pleine_réflexion";"0.573890912274919";"-0.301585290592787";"0.83915117772429";"313"
"137";"emji_ok";"-2.4139784853984";"0.354973612461612";"0.839068849943357";"314"
"138";"beurre";"0.712227939381413";"-0.81236626104051";"0.838982684037439";"315"
"139";"matin";"0.556068306176557";"-0.122698230390056";"0.838860439756659";"316"
"140";"pays";"0.419259300984089";"0.119371440066384";"0.838804019319377";"317"
"141";"connaître";"0.319098422687978";"-0.0979729883004267";"0.838647040007481";"318"
"142";"denner";"0.56007328503944";"-1.19227306208171";"0.838514240882992";"319"
"143";"empoisonner";"0.841531985281462";"-1.42467935547365";"0.838329627071203";"321"
"144";"mère";"0.243621810402561";"-0.212510208143148";"0.83828356957138";"322"
"145";"vieux";"0.226553174143719";"-0.100114684510717";"0.838109318697051";"323"
"146";"banania";"1.05621304691855";"-0.66819508223527";"0.838093198572113";"324"
"147";"penser";"0.410641024551321";"-0.217322034061255";"0.838077462259674";"325"
"148";"plaisir";"-0.365976483919741";"-0.451639896869042";"0.83798745822877";"326"
"149";"pile";"0.18106095896259";"-0.5275638710244";"0.83783930660434";"328"
"150";"prénom";"0.259747032288277";"-0.483701394156226";"0.837705931761104";"329"
"151";"cou";"0.290330942424866";"-0.528709511663038";"0.837539932855493";"330"
"152";"renommer";"1.19191324974172";"-0.656989349948691";"0.83735090519997";"332"
"153";"influenceurs";"1.19191324974172";"-0.656989349948691";"0.83735090519997";"333"
"154";"confiserie";"1.19191324974172";"-0.656989349948691";"0.83735090519997";"334"
"155";"branleur";"1.19191324974172";"-0.656989349948691";"0.83735090519997";"335"
"156";"avis";"0.435536066409707";"-0.75834569210627";"0.837080317388512";"336"
"157";"fumer";"0.534271227936828";"-0.280726609422914";"0.837023896951229";"338"
"158";"emji_mains_en_prière_peau_claire";"-2.5178752487846";"0.196524567030101";"0.836797447577101";"339"
"159";"malheureux";"0.477253016121472";"-1.04415380253256";"0.836708211171194";"340"
"160";"colis";"0.764422274483368";"-1.23312955561786";"0.836681728108796";"341"
"161";"déranger";"0.747968669013555";"-0.7489212454807";"0.836466793109624";"342"
"162";"emji_mains_en_prière_peau_moyennement_claire";"-3.00531994533676";"0.213529513999756";"0.836231516048029";"348"
"163";"rue";"0.601847238795329";"-0.259393569652481";"0.835979926955248";"349"
"164";"vérité";"0.290980414012234";"-0.478104556940227";"0.835865358924439";"351"
"165";"carte";"0.247062768006005";"-0.314534797899268";"0.835855379799477";"352"
"166";"emji_visage_qui_hurle_de_peur";"0.51277640463992";"1.21581083112256";"0.835669614550192";"353"
"167";"dépendant";"0.80742825834004";"-1.41490468952376";"0.835597265894221";"354"
"168";"cas";"0.560579961602285";"-0.371300915185188";"0.835148780989697";"357"
"169";"interdire";"0.594967159810458";"-0.878019680794741";"0.834865911178286";"358"
"170";"emji_deux_coeurs";"-2.72550041091366";"0.327707133875345";"0.83475307030372";"359"
"171";"compagnie";"0.39682782868342";"-1.02851880780288";"0.834706245178901";"360"
"172";"stériliser";"0.400928120876663";"-1.20990102484398";"0.834645602804134";"361"
"173";"climatique";"0.708470744798974";"-0.991725868388757";"0.83445196939863";"363"
"174";"argent";"0.543622116451961";"-0.415019697525623";"0.834439111679929";"364"
"175";"etais";"0.319505691542143";"0.0840545634498946";"0.834382883148896";"365"
"176";"poubelle";"0.464929269440186";"-0.69110611984755";"0.834253922149392";"366"
"177";"apprendre";"0.32735140236024";"-0.486726647406867";"0.834079287462564";"367"
"178";"emji_pouce_vers_le_bas";"0.662634826161603";"0.0110498294626673";"0.833992162025399";"368"
"179";"fac";"0.0711669792986541";"-0.492550633066236";"0.833844969932216";"371"
"180";"alimentaire";"0.870735385571266";"-1.26105531089505";"0.833775883682482";"373"
"181";"ancien";"-0.083518344732156";"-0.426108438462844";"0.833702959307763";"374"
"182";"opinion";"0.600051157456156";"-0.892670178874885";"0.833228950872087";"376"
"183";"fortnite";"0.0426928375185082";"-0.452070825918152";"0.833220698903369";"377"
"184";"cardio";"0.0426928375185082";"-0.452070825918152";"0.833220698903369";"378"
"185";"6e";"0.0426928375185082";"-0.452070825918152";"0.833220698903369";"379"
"186";"coûter";"0.572818750759521";"-0.294272040018787";"0.833178287622283";"380"
"187";"sympa";"-0.0598544192910722";"-0.0803603755979303";"0.833144704028662";"381"
"188";"cher";"0.359441213204697";"-0.382071894817842";"0.832945505341929";"383"
"189";"emji_visage_nauséeux";"0.522156177383415";"1.81006734211865";"0.832943970091934";"384"
"190";"iphone";"0.210689565768457";"-0.428917829497206";"0.832934566685721";"385"
"191";"macron";"0.755563699881551";"-1.03925241138294";"0.832795626561255";"386"
"192";"trouver";"0.440815684981372";"-0.172836409414103";"0.832715409749064";"387"
"193";"maladie";"0.638708442636716";"-0.816547734825328";"0.832701400592868";"388"
"194";"journaliste";"0.27081910405978";"-0.52263350774501";"0.832701208686619";"389"
"195";"cygne";"0.520979703691259";"-1.15209028278517";"0.832686815717924";"390"
"196";"course";"0.637350117493146";"-0.560173790536316";"0.832648818280571";"391"
"197";"cadeau";"0.0444450676375979";"-0.604836140161803";"0.83261792137444";"392"
"198";"vraiment";"0.0159738555253765";"-0.280258977396835";"0.832463053031286";"395"
"199";"heure";"-0.0193756622488531";"-0.2458814818867";"0.83242563131268";"397"
"200";"canard";"0.576336097035656";"-1.11279642876264";"0.832169436469916";"398"
"201";"turc";"0.685110647314056";"-0.236935803612942";"0.832023587720477";"400"
"202";"rouler";"0.207513616880194";"-0.0410606107811252";"0.831891172408487";"401"
"203";"prouver";"0.67067671398011";"-0.755866373541665";"0.831871214158564";"402"
"204";"rapidité";"0.355953603083634";"0.331481159649218";"0.831757605659001";"403"
"205";"pendule";"-0.193808616220737";"-0.471114216660765";"0.831757605659001";"404"
"206";"malaise";"0.218185764127524";"-0.344995629412695";"0.831757605659001";"405"
"207";"oral";"-0.123003063564114";"-0.341927147643305";"0.831544014003573";"406"
"208";"dur";"0.341021184007145";"-0.647481606324084";"0.831402195285369";"409"
"209";"boulot";"0.669998725940848";"0.0417972189618423";"0.831291081567047";"411"
"210";"maison";"0.625143567292496";"0.966407509915927";"0.831239074973497";"412"
"211";"seul";"0.517529389098216";"-0.510399253504826";"0.831228328223539";"413"
"212";"loup";"0.778884895053453";"-1.26336735731505";"0.831047360630485";"414"
"213";"gosse";"0.165217465903612";"-0.46137354267572";"0.831004373630651";"415"
"214";"moitié";"0.625497881561155";"-0.399811761810367";"0.830957356599582";"417"
"215";"emji_croix";"1.62594253812268";"6.98985120464645";"0.830914177693498";"418"
"216";"coca";"1.67022211460903";"6.60547519454165";"0.830914177693498";"419"
"217";"intelligence";"-0.0458432226188264";"-0.683707073889462";"0.830906693349777";"420"
"218";"emji_moai";"1.06343291410904";"-0.264390923359057";"0.830796922975199";"421"
"219";"délirer";"0.376775613528601";"-0.474588568772507";"0.830796922975199";"422"
"220";"québécois";"0.427128771925736";"1.6472255703888";"0.830718625225501";"423"
"221";"bruit";"0.631493258439194";"-0.500306440832862";"0.830669305319441";"424"
"222";"acheter";"0.570185606749848";"-0.215812102059252";"0.830608471038425";"425"
"223";"café";"0.572165655582009";"-0.367656798058035";"0.830503498320079";"426"
"224";"emji_coeur_étincelant";"-2.96195295416066";"0.213044204029886";"0.830481045288915";"427"
"225";"écouter";"0.0742335411756256";"-0.537830158747065";"0.830396414632991";"429"
"226";"protectorat";"1.82676108848553";"7.87172620382268";"0.830371274914338";"430"
"227";"route";"0.583799563629659";"-0.467473821289898";"0.830314854477055";"432"
"228";"classe";"-0.0936499963059143";"-0.348098345995764";"0.830230031914882";"433"
"229";"domestique";"0.792486659035827";"-1.31273272187825";"0.830090899884167";"434"
"230";"reproduire";"0.558254407594992";"-1.23244474171432";"0.830090899884167";"435"
"231";"population";"0.721910206013904";"-0.841451450291339";"0.829879994916229";"436"
"232";"sapeur";"1.19191324974172";"-0.65698934994869";"0.829867521010027";"437"
"233";"nword";"1.19191324974172";"-0.65698934994869";"0.829867521010027";"438"
"234";"nonne";"1.19191324974172";"-0.65698934994869";"0.829867521010027";"439"
"235";"jmen";"1.19191324974172";"-0.65698934994869";"0.829867521010027";"440"
"236";"décret";"1.19191324974172";"-0.65698934994869";"0.829867521010027";"441"
"237";"agatha";"1.19191324974172";"-0.65698934994869";"0.829867521010027";"443"
"238";"h";"0.24287617797148";"-0.235311102228828";"0.829850825166341";"444"
"239";"sécurité";"0.691301167628373";"-0.621860381239485";"0.829845259885113";"445"
"240";"salaire";"0.625458681428483";"-0.591182777157976";"0.829845259885113";"446"
"241";"détruire";"0.690101352980171";"-0.979353301529565";"0.829696724448185";"447"
"242";"nuit";"0.524115765979801";"-0.344662922031255";"0.829668514229543";"448"
"243";"rapport";"0.653456745161171";"-0.505188425183414";"0.829655272698344";"450"
"244";"poulailler";"0.853275145150791";"-1.49364390680578";"0.829589448854847";"453"
"245";"supporter";"0.670378826147094";"-0.555214343681576";"0.829579277823637";"454"
"246";"gagner";"0.546820865135939";"-0.274104898618326";"0.829560854823708";"455"
"247";"vidéo";"0.178644845789143";"-0.381033358835851";"0.829547805198758";"456"
"248";"vélo";"0.464711189278047";"-0.153448677072293";"0.829432661449201";"457"
"249";"pokémon";"0.208034130446492";"-0.520453931684669";"0.82932135582463";"458"
"250";"conjugaison";"0.137277437125284";"0.0855971829586646";"0.82932135582463";"459"
"251";"refaire";"-0.0771477888908359";"0.0433623027263545";"0.829299670418463";"461"
"252";"emji_visage_souriant_avec_yeux_plissés";"0.0864107155056665";"1.21491585817796";"0.82898859038841";"463"
"253";"emji_trèfle_à_quatre_feuilles";"-2.81835773374024";"0.333890594796586";"0.828981681763437";"464"
"254";"simplement";"0.381679821611879";"-0.450797974119297";"0.828774614920484";"465"
"255";"vendredi";"0.316243038400488";"0.178903067017665";"0.82854183264013";"466"
"256";"prof";"0.346322854016208";"-0.492094486088908";"0.828492704640319";"467"
"257";"voler";"0.634998126204311";"-0.5852812724064";"0.828401165359422";"469"
"258";"tkt";"0.881138702815853";"-0.708118113730519";"0.828359521703332";"470"
"259";"ptn";"0.88686357431477";"-0.659221126317737";"0.828359521703332";"471"
"260";"religion";"0.704417615638253";"-0.686533512683801";"0.828217511078879";"473"
"261";"tristesse";"0.0282146463282108";"-0.665599506377993";"0.828031745829594";"474"
"262";"témoignage";"-2.13262947294222";"0.0311808818479939";"0.827771329049346";"475"
"263";"moment";"-0.165060976301083";"-0.312007810240491";"0.827742159299458";"476"
"264";"etait";"0.00555531737059209";"-0.257089154523138";"0.827703969955855";"477"
"265";"discours";"0.370853812378569";"-0.725127759156663";"0.827609935893717";"478"
"266";"prime";"0.558253314401918";"-0.47000437905537";"0.827542768706476";"479"
"267";"foutre";"0.513766595784808";"-0.145722984770282";"0.827524537612796";"480"
"268";"emji_drapeau_maroc";"-0.580908063324076";"-0.303823132080391";"0.827355084394699";"481"
"269";"prendre";"0.570612280949306";"0.181830995672572";"0.827312097394864";"482"
"270";"famille";"0.226808559028864";"-0.404432196080503";"0.827277362363748";"483"
"271";"musique";"0.387169901330835";"-0.252103446305855";"0.827205589426524";"484"
"272";"base";"0.539464953137415";"-0.350060823132577";"0.827116928739365";"485"
"273";"ordinateur";"0.672348321907144";"-0.841899996291323";"0.827002168802307";"486"
"274";"réalité";"0.368335659819821";"-0.844719604510791";"0.826960717052467";"487"
"275";"police";"0.36919048416062";"-0.494535271642108";"0.826835402271699";"488"
"276";"logique";"0.616623840146855";"-0.652133799702724";"0.826764396959472";"489"
"277";"minute";"0.467515493574502";"-0.333104290767855";"0.826568460678977";"491"
"278";"droite";"0.614075494642608";"-0.277338067541128";"0.826568460678977";"492"
"279";"préparation";"0.0426928375185089";"-0.452070825918152";"0.826563471116496";"493"
"280";"officier";"0.0426928375185089";"-0.452070825918152";"0.826563471116496";"494"
"281";"mémorisation";"0.0426928375185089";"-0.452070825918152";"0.826563471116496";"495"
"282";"gsm";"0.0426928375185089";"-0.452070825918152";"0.826563471116496";"496"
"283";"gagnant";"0.0426928375185089";"-0.452070825918152";"0.826563471116496";"497"
"284";"emji_jeu_vidéo";"0.0426928375185089";"-0.452070825918152";"0.826563471116496";"498"
"285";"bachelier";"0.0426928375185089";"-0.452070825918152";"0.826563471116496";"499"
"286";"alzheimer";"0.0426928375185089";"-0.452070825918152";"0.826563471116496";"500"
"287";"exactement";"0.150046072460203";"-0.300731466064732";"0.826551764835291";"501"
"288";"exprimer";"0.0593549124240012";"-0.666498138617313";"0.82650263683548";"502"
"289";"voleur";"0.655882683642276";"-0.414220044058553";"0.82642472289828";"503"
"290";"manquer";"0.0625857527063957";"-0.0986787835907946";"0.826419157617051";"504"
"291";"contraire";"0.49171134843589";"-0.530738922466777";"0.826259491617666";"506"
"292";"féministe";"0.555628936332001";"-0.534777060080207";"0.826197313992905";"507"
"293";"intéressant";"-0.0816497239756962";"-0.592241839290411";"0.826128035836922";"508"
"294";"chapuisat";"0.971661245799976";"0.0160365242049673";"0.826116905274465";"510"
"295";"balai";"0.427377421788806";"-0.54850889625422";"0.826116905274465";"511"
"296";"vendre";"0.519106255104623";"-0.272290060772824";"0.826000801993662";"512"
"297";"officiellement";"0.904361917687027";"-0.686400154957008";"0.825964531712551";"513"
"298";"gen";"0.510269477935374";"-0.569115673650692";"0.825964531712551";"514"
"299";"sentir";"0.463379090730036";"-0.421685248252045";"0.825844206494264";"515"
"300";"juger";"0.583218614376512";"-0.875316749482111";"0.825804098088169";"516"
"301";"genève";"0.311294598645643";"0.599530187887978";"0.825773009275789";"517"
"302";"expliquer";"0.622294835373821";"-0.242514783149102";"0.825550781839144";"520"
"303";"battre";"0.654537255349903";"-0.492503752008635";"0.825518349683019";"521"
"304";"emji_mains_qui_forment_un_coeur";"-2.71853275125194";"0.440617043550725";"0.825456939683255";"522"
"305";"reposer";"-2.7831259662847";"0.161603779667276";"0.825456939683255";"523"
"306";"fumeur";"0.640573884730455";"-0.37649146274568";"0.825234712246611";"524"
"307";"jurer";"0.397557986348443";"1.19677383601131";"0.825104599809612";"525"
"308";"emji_étoile_brillante";"-3.14494303418141";"0.271729792852939";"0.825031675434892";"526"
"309";"soleil";"0.369536766607627";"0.0950203253762722";"0.824998859466269";"527"
"310";"signification";"0.940365886379887";"-0.0685451107145415";"0.824871049904261";"528"
"311";"esclavage";"0.861301014947194";"-0.635529630311158";"0.824871049904261";"530"
"312";"exister";"0.421907553617074";"-0.328921588130308";"0.824690274217457";"531"
"313";"créateur";"0.734336803031002";"-0.869322971273811";"0.824628672311444";"532"
"314";"emji_visage_souriant_aux_yeux_rieurs";"0.0104057762558536";"0.58862382284715";"0.824627520873948";"533"
"315";"combat";"0.616620992456853";"-0.65149246803874";"0.824577433342891";"534"
"316";"chercher";"0.557410836427283";"-0.628778390484729";"0.824488772655732";"535"
"317";"tromper";"0.69519959857072";"-0.797256902702209";"0.824472844437043";"536"
"318";"choquer";"0.69792483696389";"-0.52684547392";"0.824428897905963";"537"
"319";"milliard";"0.702714517686526";"-0.286940830639639";"0.824388213781119";"539"
"320";"formidable";"-2.58454338776274";"0.287525666127459";"0.824347913468774";"540"
"321";"emji_yeux";"0.0918693155173872";"1.19592817819834";"0.824326995687605";"541"
"322";"société";"0.290963778424897";"-0.764813825763606";"0.824308956500174";"542"
"323";"droit";"0.549830151614996";"-0.636224643902023";"0.8242891901565";"543"
"324";"chef";"0.554379493483776";"-0.415470706504116";"0.824270767156571";"544"
"325";"manière";"0.497379505388254";"-0.692400609288084";"0.824020713313784";"545"
"326";"vacance";"0.338681516542423";"0.337113485569903";"0.824001330782609";"546"
"327";"employé";"0.669500911671215";"-0.460186851694189";"0.823856249658167";"547"
"328";"chrétien";"0.657546341416801";"-0.597397379803811";"0.823834372345751";"548"
"329";"absolument";"0.0406866044531569";"-0.484215043326894";"0.82381134359584";"549"
"330";"respectueux";"0.332681765129704";"-0.398138825140952";"0.823664343408906";"550"
"331";"frère";"0.605676038662185";"-0.424692734832341";"0.823640163221499";"551"
"332";"be";"0.213748086285978";"-0.43810841253727";"0.823575874627996";"552"
"333";"bamboula";"1.00193296578928";"-0.672677375149902";"0.823575874627996";"553"
"334";"white";"1.0377368469825";"-0.18587123804113";"0.823575874627996";"554"
"335";"provenir";"1.08895614921555";"-0.617426607323741";"0.823575874627996";"555"
"336";"bannir";"1.00193296578928";"-0.672677375149902";"0.823575874627996";"557"
"337";"début";"0.413925374963207";"-0.0962910293313053";"0.823561673565551";"558"
"338";"croyant";"0.546271957172971";"-0.902664380508792";"0.823541907221877";"559"
"339";"évidemment";"0.651185797606456";"-0.273740754306548";"0.823433096378546";"560"
"340";"fondue";"0.173020571270222";"1.23264501907379";"0.823430217784807";"561"
