"";"";"";"";"emji_mains_en_prière";""
"341";"cerveau";"0.634727070268817";"-0.492487768468317";"0.82341390575362";"562"
"342";"dinguerie";"0.530757729510567";"-0.495584209398212";"0.823402967097412";"563"
"343";"ouin";"0.881593667547377";"-0.296747716250697";"0.823393563691198";"564"
"344";"julien";"-2.90501836975412";"0.315037217476978";"0.823317952628989";"565"
"345";"façon";"-0.00535687966420631";"-0.457793495029676";"0.823052546286261";"566"
"346";"club";"0.32762353905406";"-0.23149265414664";"0.823050819130017";"567"
"347";"assurance";"0.65700735470333";"-0.431044169284593";"0.823033163755085";"568"
"348";"emji_visage_souriant_avec_yeux_rieurs";"-1.20913695276735";"0.159031235095655";"0.822983268130278";"569"
"349";"honte";"0.475925377310217";"-0.520742464376936";"0.822982308599031";"570"
"350";"tordre";"0.875754261172736";"-0.816014930936134";"0.822973864724064";"571"
"351";"envie";"0.356784006680038";"-0.333626731675574";"0.822948149286663";"572"
"352";"emji_partition";"-3.10217979735775";"0.315152931572181";"0.822821874974649";"574"
"353";"traverser";"0.330474427548081";"-0.0679611843825087";"0.822812087755937";"575"
"354";"débat";"0.730379775843004";"-0.501624147131288";"0.822809401068447";"576"
"355";"mimi";"-3.44228146606343";"0.341400895903637";"0.822759697349888";"577"
"356";"capable";"0.529842666627304";"-0.86403709497091";"0.822745496287443";"578"
"357";"emji_mains_qui_forment_un_coeur_peau_claire";"-2.9583204659455";"0.390631546115869";"0.82266834997524";"579"
"358";"emji_tête_de_fou";"0.271930541160479";"1.20598063648473";"0.822648583631566";"580"
"359";"benett";"0.327517900573182";"1.29833305125577";"0.82264493741283";"581"
"360";"vaud";"0.226573295546627";"1.23817611126687";"0.822632655412877";"582"
"361";"facho";"0.951211762143627";"-0.68394784045833";"0.822608091412972";"583"
"362";"foi";"0.409773135999153";"-0.681043215148081";"0.822601950412995";"584"
"363";"ménager";"0.358228303496347";"-0.601335754482545";"0.822584295038063";"585"
"364";"automobiliste";"0.677127747110856";"-0.459175636823943";"0.822577962131838";"586"
"365";"stade";"0.719793677400916";"-0.111102860881728";"0.822432113382399";"587"
"366";"demander";"0.532042856430831";"-0.410930794203515";"0.822417144694957";"588"
"367";"endroit";"0.524901689173877";"-0.215742371898599";"0.822401024570019";"589"
"368";"commenter";"0.715511516340782";"-0.410147018621591";"0.822374925320119";"590"
"369";"fermer";"0.646441698051777";"0.216582596706192";"0.822320807757828";"591"
"370";"prêt";"0.397837189846877";"-0.273430253885629";"0.822253064851838";"592"
"371";"magasin";"0.620534293073338";"-0.433858146855653";"0.822230995633173";"593"
"372";"dernier";"-0.456213586469821";"-0.212335047502162";"0.822224854633197";"594"
"373";"lieu";"0.700223625027495";"-0.324379249819969";"0.822186473383345";"595"
"374";"aimer";"-0.0934621700139882";"0.0677289962207674";"0.82216689894592";"596"
"375";"banque";"0.705809196810903";"-0.164663237102495";"0.822128901508566";"597"
"376";"remettre";"0.48990251792756";"-0.7218975290038";"0.822113357102376";"598"
"377";"recevoir";"0.306055009657696";"-0.35738648886604";"0.822111438039884";"599"
"378";"réel";"0.461693920793183";"-0.710254733969449";"0.822072481071284";"600"
"379";"moto";"0.479889595447617";"-0.272773869764505";"0.821930854259329";"601"
"380";"évoluer";"0.609779998292973";"-0.712313612620748";"0.82192279419686";"602"
"381";"reconnaître";"0.303450432947489";"-0.144487304068492";"0.821891129665732";"603"
"382";"féminin";"0.517783107938202";"0.0235772980131209";"0.821886523915749";"604"
"383";"prix";"0.477228208962619";"-0.494930482071133";"0.821880574822022";"605"
"384";"professeur";"0.313815263231975";"-0.569610172740407";"0.821825305822235";"606"
"385";"montagne";"0.370004849864641";"-0.12149182219261";"0.821685981885271";"607"
"386";"remarquer";"0.478982683911627";"-0.506982463903469";"0.821651630666654";"608"
"387";"emji_applaudissements_peau_moyennement_claire";"-3.26117758268624";"0.328497664108647";"0.821601351229347";"609"
"388";"créer";"0.443002228120518";"-0.619649030571141";"0.821473733573588";"610"
"389";"chance";"-0.435019859437025";"-0.354945302874372";"0.821401001105118";"611"
"390";"jeunesse";"-0.444127319001737";"-0.326439275484046";"0.821401001105118";"612"
"391";"pari";"0.543650795367637";"0.0389212140924903";"0.821330187699141";"613"
"392";"heureusement";"0.483021686250588";"-0.0338040122720421";"0.821322127636672";"614"
"393";"cheveu";"0.25223078003102";"-0.0607595924266129";"0.821105465481256";"615"
"394";"porter";"0.409995713254109";"-0.379640121726773";"0.820998573700418";"616"
"395";"élève";"0.243175498738347";"-0.670877685489303";"0.820903963919532";"617"
"396";"père";"0.16606346771915";"-0.15748182239612";"0.820734702607683";"618"
"397";"gamin";"0.186956619461269";"-0.398200099819229";"0.820570238952066";"619"
"398";"vrai";"-0.0486782539680551";"-0.172128616101259";"0.82052782767098";"620"
"399";"retrouver";"-0.205669483744454";"-0.235936791237427";"0.820480234921163";"622"
"400";"naître";"0.346433415137219";"0.301949422458745";"0.820433985515091";"623"
"401";"emji_visage_roulant_des_yeux";"0.529507013346179";"-0.197965002829658";"0.820325366578009";"625"
"402";"éduquer";"0.204495063096043";"-0.658649524213561";"0.82031980129678";"626"
"403";"extraordinaire";"-2.49221164973787";"0.136010178305411";"0.820243230703325";"627"
"404";"emji_colombe";"-3.20557983858892";"0.295890344942666";"0.820114845422569";"628"
"405";"allemand";"0.512347123609467";"1.01982625237615";"0.819738517267768";"629"
"406";"emji_coeur_avec_ruban";"-3.32746138239516";"0.339164409833906";"0.819536823799794";"630"
"407";"plaindre";"0.428634698740579";"-0.720777150986169";"0.819375622550415";"632"
"408";"emji_étourdissement";"-3.5581652676257";"0.395528022356156";"0.819264316925843";"634"
"409";"chaussette";"0.529826298237556";"1.30864469471999";"0.819054179582902";"635"
"410";"carrie";"-3.41571309693265";"0.449568500393356";"0.818997183426872";"636"
"411";"ouiiii";"-3.40984151699799";"0.415086224727295";"0.818997183426872";"637"
"412";"emji_coeur_vert";"-3.314170391477";"0.31944234259656";"0.81878992467767";"639"
"413";"emji_fleur_de_cerisier";"-3.314170391477";"0.31944234259656";"0.81878992467767";"640"
"414";"respecter";"0.266598553244716";"-0.738203815323726";"0.818725827990416";"641"
"415";"belge";"0.222641034358371";"1.01392324990304";"0.818646570709471";"642"
"416";"peine";"0.42348131872808";"-0.578912596414271";"0.818534689366152";"643"
"417";"violence";"0.378987029388188";"-0.745298719891445";"0.8184312518978";"644"
"418";"emji_visage_qui_tire_la_langue_les_yeux_plissés";"0.233004571626005";"1.64215770808435";"0.818338177366909";"645"
"419";"pourri";"0.267479293202454";"-0.582372475148036";"0.818271010179667";"647"
"420";"consommation";"0.406489658570331";"-0.561353113346051";"0.818271010179667";"648"
"421";"emji_visage_qui_fait_un_câlin";"-1.68878083877327";"0.331998287848795";"0.818110384649035";"649"
"422";"air";"0.245330778342112";"-0.230896542159584";"0.8175220000888";"652"
"423";"emji_coeur_bleu";"-3.40187811353113";"0.363506916144286";"0.817494749401405";"653"
"424";"claudette";"-3.52387095495109";"0.401551698151117";"0.816998863653314";"655"
"425";"p";"0.181360508065453";"1.0017530162885";"0.816977753965895";"656"
"426";"emji_visage_festif";"-2.73378984590362";"0.356706590794327";"0.816961441934708";"657"
"427";"cornet";"0.478862332498627";"1.66281686738082";"0.816924404028601";"659"
"428";"saison";"0.0126344506114237";"1.07780735234333";"0.816781050060403";"660"
"429";"apprentissage";"0.393604937772347";"-0.673933558097483";"0.816718488623143";"661"
"430";"difficile";"0.47464775404067";"-0.392805574171211";"0.816537137217591";"662"
"431";"sûrement";"0.281787467874363";"-0.500217517292826";"0.816508159373953";"663"
"432";"horreur";"0.485450984625252";"0.886108152227714";"0.81643888121797";"664"
"433";"impressionnant";"-2.62877959358149";"0.179670551284763";"0.816378622655702";"665"
"434";"burlington";"0.421031235945612";"1.69860120958911";"0.816276144718596";"666"
"435";"emji_couronne";"-3.53470738430715";"0.38854680323078";"0.81624390446872";"667"
"436";"simplicité";"-1.82460234772235";"-0.0530386509974463";"0.815771047470541";"668"
"437";"lorrain";"0.443673377808398";"1.50466485290325";"0.815703112658302";"669"
"438";"crétin";"0.443673377808398";"1.50466485290325";"0.815703112658302";"670"
"439";"anniversaire";"-2.65494040193283";"0.195294506272065";"0.815631531627327";"671"
"440";"actuel";"0.401796968220036";"-0.50885372552295";"0.815606008096176";"672"
"441";"douceur";"-2.42848583153616";"0.0684210763731185";"0.815553233877629";"673"
"442";"peur";"0.432361213176745";"-0.631228015379154";"0.815367276722095";"674"
"443";"emji_coeur_brisé";"-2.43155228152462";"0.140049533929587";"0.815317381097287";"675"
"444";"franc";"0.40522712125537";"0.515154892216732";"0.814663172693555";"676"
"445";"emji_visage_qui_pleure";"-0.843142843910384";"-0.120639159977449";"0.814556280912717";"677"
"446";"emji_biceps_contracté";"-2.28886742716031";"0.170730451993235";"0.814412351225771";"678"
"447";"emji_coeur_grandissant";"-3.18513838037459";"0.273680859566124";"0.814325801507354";"679"
"448";"emji_singe_ne_rien_voir";"0.17812685660872";"1.10703210509297";"0.814297399382463";"680"
"449";"emji_miam";"-0.10874683470865";"1.4362654397416";"0.814071717633332";"682"
"450";"benetton";"0.499902571909995";"1.75158985267259";"0.81400474235234";"684"
"451";"daron";"0.0842749554283588";"1.5003451123689";"0.81400474235234";"685"
"452";"plage";"0.552931242123049";"1.51870009416706";"0.813986895071158";"686"
"453";"fribourg";"0.016939762690163";"1.20945332571775";"0.813986895071158";"687"
"454";"schnek";"0.421031235945611";"1.69860120958911";"0.813941029477585";"688"
"455";"emji_visage_souriant_avec_de_grands_yeux";"-2.00535602622985";"0.21334035608864";"0.813862347915388";"689"
"456";"moix";"0.286137130123366";"1.32006134197825";"0.813845268259204";"690"
"457";"genevois";"0.335261743087233";"1.1068900246015";"0.813655472978684";"691"
"458";"emji_coeur_battant";"-3.698912567537";"0.437415337108411";"0.813550884072837";"692"
"459";"emji_visage_qui_vomit";"0.604961996119717";"1.68291966883576";"0.81352919866667";"693"
"460";"emji_visage_qui_tire_la_langue_et_fait_un_clin_d_oeil";"0.0112071011173054";"0.693884558408637";"0.813342857698638";"694"
"461";"tit";"0.0230708390895358";"1.17817504564781";"0.813289891573841";"695"
"462";"emmental";"0.421031235945611";"1.69860120958911";"0.813162849636831";"696"
"463";"emji_visage_envoyant_un_bisou";"-1.51749577314978";"0.216288203576903";"0.812930643075224";"698"
"464";"sushis";"0.438251071245857";"1.54912165010391";"0.812068216391044";"699"
"465";"purée";"-0.139667194320845";"0.874172456270831";"0.811876693954282";"700"
"466";"mouillemerde";"0.439264002734107";"1.54032873484008";"0.811294066581524";"701"
"467";"ahaha";"0.133667053005611";"1.33640335603909";"0.811226899394283";"703"
"468";"valaisan";"0.180198354469544";"1.14739956602968";"0.81103537695752";"705"
"469";"soupe";"0.257621551035507";"1.38378178886108";"0.810974158864006";"706"
"470";"dégueulasse";"0.560908360646575";"1.83971037239445";"0.810898355895548";"707"
"471";"vincent";"0.421031235945611";"1.69860120958911";"0.810828118208318";"708"
"472";"sosie";"0.421031235945611";"1.69860120958911";"0.810828118208318";"709"
"473";"neuchâtel";"0.371750133414279";"1.46967976906651";"0.810259883804255";"710"
"474";"neige";"0.348807268009539";"0.56406151394347";"0.810223229710646";"711"
"475";"léman";"0.133551617430395";"1.21920885421503";"0.81020154430448";"712"
"476";"chaleur";"0.357250748262087";"0.65607128804602";"0.810120176054793";"713"
"477";"moselle";"0.421031235945612";"1.69860120958911";"0.810049938367563";"714"
"478";"fameux";"0.331280076875563";"1.2170880780821";"0.809905624868119";"715"
"479";"pov";"0.441695038305906";"1.51922573820687";"0.809747110306229";"716"
"480";"mdrrrr";"0.438104336689961";"1.55474941982824";"0.809747110306229";"717"
