"";"";"";"";"*postDate_4-7-2025";""
"1";"*postDate_4-7-2025";"1.16673493235929";"4.95370257393204";"3";"4"
"2";"*postComments_1700";"0.0849746449240234";"-0.395332872060096";"1.05179114401441";"21"
"3";"*postDate_12-3-2025";"0.0849746449240234";"-0.395332872060096";"1.05179114401441";"22"
"4";"*commentDate_9-4-2023";"0.8442887280563";"-0.556370642597223";"1.038084712261";"24"
"5";"*commentDate_1-4-2025";"-0.534195027551542";"-0.40458021069456";"0.980771482150009";"26"
"6";"*commentDate_10-4-2023";"0.864550289716264";"-0.495706632595988";"0.961684921505898";"27"
"7";"*postDate_31-8-2025";"-1.09956887097804";"-0.398239828314934";"0.943827189147569";"31"
"8";"*postComments_424";"0.609701959507446";"-0.68046412429304";"0.931600940245367";"34"
"9";"*commentDate_8-4-2023";"0.815655946477491";"-0.36556485846529";"0.923549400987941";"38"
"10";"*a_0823";"0.57194602226768";"-0.284237205336315";"0.915102248957001";"39"
"11";"*postComments_560";"0.57194602226768";"-0.284237205336315";"0.915102248957001";"41"
"12";"*postReposts_31";"0.57194602226768";"-0.284237205336315";"0.915102248957001";"42"
"13";"*postDate_26-3-2025";"0.57194602226768";"-0.284237205336315";"0.915102248957001";"43"
"14";"*postLikes_560400";"-0.34647455605742";"-0.272056168943875";"0.908999804880333";"45"
"15";"*postComments_2900";"-0.34647455605742";"-0.272056168943875";"0.908999804880333";"46"
"16";"*postReposts_86";"-0.34647455605742";"-0.272056168943875";"0.908999804880333";"47"
"17";"*postDate_20-10-2024";"-0.34647455605742";"-0.272056168943875";"0.908999804880333";"48"
"18";"*postLikes_59400";"-0.754851732644895";"-0.277427358200364";"0.908475588694125";"50"
"19";"*commentDate_11-4-2023";"0.816261232212114";"-0.578421230181621";"0.906967607608098";"52"
"20";"*a_0981";"0.245098754450623";"-0.587152123165994";"0.900889743023275";"53"
"21";"*postLikes_10500";"0.245098754450623";"-0.587152123165994";"0.900889743023275";"54"
"22";"*postComments_397";"0.245098754450623";"-0.587152123165994";"0.900889743023275";"55"
"23";"*postReposts_288";"0.245098754450623";"-0.587152123165994";"0.900889743023275";"56"
"24";"*postDate_3-12-2025";"0.245098754450623";"-0.587152123165994";"0.900889743023275";"57"
"25";"-*pop_eye_971";"0.91892497664616";"-0.714343785041831";"0.889345575019788";"60"
"26";"*postComments_124";"0.637081362510691";"-0.939993768999704";"0.869225944185667";"70"
"27";"*commentDate_14-4-2023";"0.712581161563263";"-0.409597742914011";"0.866581746827776";"75"
"28";"*a_0796";"0.419986094670891";"-0.446635501020089";"0.855460550913132";"80"
"29";"*postComments_197";"0.419986094670891";"-0.446635501020089";"0.855460550913132";"81"
"30";"*postDate_10-2-2025";"0.419986094670891";"-0.446635501020089";"0.855460550913132";"82"
"31";"*commentDate_13-3-2025";"-0.000101049459235014";"-0.248481615304387";"0.851628344782704";"83"
"32";"*commentDate_14-3-2025";"0.0633960314663678";"-0.432090391221792";"0.85075972309766";"85"
"33";"*a_0810";"0.58269386639085";"-0.620170762476293";"0.846491084680473";"92"
"34";"*postLikes_22200";"0.58269386639085";"-0.620170762476293";"0.846491084680473";"93"
"35";"*postComments_544";"0.58269386639085";"-0.620170762476293";"0.846491084680473";"94"
"36";"*postReposts_32";"0.58269386639085";"-0.620170762476293";"0.846491084680473";"95"
"37";"*postDate_3-3-2025";"0.58269386639085";"-0.620170762476293";"0.846491084680473";"96"
"38";"*a_0821";"0.0528279115918959";"-0.550193382091123";"0.842642199609149";"98"
"39";"*postComments_331";"0.0528279115918959";"-0.550193382091123";"0.842642199609149";"99"
"40";"*postDate_23-3-2025";"0.0528279115918959";"-0.550193382091123";"0.842642199609149";"100"
"41";"-*aidamalphurs";"0.973127904691818";"-0.814905474632616";"0.84229647735182";"101"
"42";"*postReposts_0";"-0.250885813692666";"0.140587343154515";"0.842122372617914";"102"
