"";"X.rts_a";"X.rts_i"
"venir";0,7503;-0,7503
"on";0,8874;-0,8874
"organiser";-4,0405;4,0405
"ça";29,1308;-29,1308
"emji_visage_avec_un_sourire_malin";2,4975;-2,4975
"emji_visage_souriant_avec_yeux_en_forme_de_coeur";Inf;-Inf
"emji_visage_riant_aux_larmes";Inf;-Inf
"avec";4,3166;-4,3166
"ou";-22,8551;22,8551
"sans";-9,3182;9,3182
"drogue";-6,8547;6,8547
"à";-5,6785;5,6785
"voir";1,6903;-1,6903
"la";-18,7177;18,7177
"tête";20,4637;-20,4637
"de";-64,565;64,565
"certains";-1,1859;1,1859
"je";110,9391;-110,9391
"me";85,3779;-85,3779
"poser";1,6338;-1,6338
"question";-1,5296;1,5296
"quand";1,1865;-1,1865
"avoir";85,0154;-85,0154
"lancer";-2,806;2,806
"ce";-1,4875;1,4875
"truc";4,1853;-4,1853
"jamais";3,9709;-3,9709
"penser";1,9014;-1,9014
"qu";-2,5249;2,5249
"en";-4,1493;4,1493
"parler";-2,0848;2,0848
"40";6,34;-6,34
"an";35,6595;-35,6595
"plus";-13,3587;13,3587
"tard";9,1943;-9,1943
"aller";-40,7182;40,7182
"danser";9,7172;-9,7172
"24h";-0,6508;0,6508
"non";-12,8196;12,8196
"stop";-1,0872;1,0872
"emji_visage_grimaçant";5,9176;-5,9176
"et";-17,5898;17,5898
"ils";-12,7064;12,7064
"gagner";-8,1616;8,1616
"rien";-3,5905;3,5905
"emji_visage_en_pleine_réflexion";1,1681;-1,1681
"emji_visage_souriant_avec_yeux_rieurs";75,8456;-75,8456
"moi";122,8644;-122,8644
"dire";33,7009;-33,7009
"le";-7,2492;7,2492
"nouveau";-11,7108;11,7108
"marathon";0,6827;-0,6827
"emji_visage_avec_des_étoiles_à_la_place_des_yeux";67,6271;-67,6271
"emji_visage_qui_tire_la_langue_et_fait_un_clin_d_oeil";8,0967;-8,0967
"tu";-0,575;0,575
"manger";17,6006;-17,6006
"emji_se_rouler_par_terre_de_rire";144,94;-144,94
"l";-0,9035;0,9035
"alcool";-0,5886;0,5886
"c";48,8653;-48,8653
"être";12,9;-12,9
"nourriture";1,4768;-1,4768
"eau";1,8229;-1,8229
"elles";4,3109;-4,3109
"même";3,1852;-3,1852
"couleur";5,5037;-5,5037
"tout";3,293;-3,293
"cas";-12,873;12,873
"ces";-3,342;3,342
