"";"banalfreq";"X.rts_a";"X.rts_i"
"emji_visage_blasé";63;0,7721;-0,7721
"texte";75;-0,3421;0,3421
"jaloux";40;1,222;-1,222
"f";50;-1,0055;1,0055
"1940";16;0,3921;-0,3921
"1945";20;-0,3471;0,3471
"tribune";23;1,4777;-1,4777
"inquiétude";10;-0,9547;0,9547
"lausannois";18;-0,372;0,372
"réunir";43;0,2601;-0,2601
"ouvrage";21;0,7946;-0,7946
"tirer";194;1,0275;-1,0275
"exemplaire";27;-1,7908;1,7908
"centrale";25;-1,1127;1,1127
"bibliothèque";13;0,2641;-0,2641
"décès";23;-0,8704;0,8704
"ré";10;0,328;-0,328
"édition";29;0,5903;-0,5903
"passage";145;1,5906;-1,5906
"angle";10;-0,2756;0,2756
"tenue";76;0,9145;-0,9145
"mince";53;-0,6617;0,6617
"ohlala";10;1,6272;-1,6272
"taliban";15;-1,3033;1,3033
"fribourgeois";32;1,2336;-1,2336
"v";56;-0,548;0,548
"mini";29;0,41;-0,41
"inapproprié";12;-0,2558;0,2558
"romain";27;-0,3524;0,3524
"scolaire";78;1,0967;-1,0967
"emji_explosion";42;1,2217;-1,2217
"emji_étourdissement";59;0,7524;-0,7524
"personnalité";35;0,8357;-0,8357
"9";113;-0,5671;0,5671
"avril";36;1,2254;-1,2254
"marquer";63;0,9463;-0,9463
"cinéma";86;-0,7631;0,7631
"durant";110;-0,7623;0,7623
"bob";14;0,6296;-0,6296
"aïe";41;0,6589;-0,6589
"voiler";44;0,979;-0,979
"challenge";17;1,1513;-1,1513
"120";31;-1,1869;1,1869
"cou";25;1,8705;-1,8705
"ch";64;-0,9228;0,9228
"renseignement";11;0,2391;-0,2391
"lgbt";30;-0,7956;0,7956
"be";18;0,4102;-0,4102
"like";29;1,7926;-1,7926
"emji_oeil";19;0,7917;-0,7917
"boucle";30;1,5846;-1,5846
"ouverture";48;-0,6506;0,6506
"porter";261;1,8481;-1,8481
"peau";131;1,9158;-1,9158
"1991";12;1,0049;-1,0049
"lointain";24;1,2743;-1,2743
"chier";87;0,6137;-0,6137
"r";94;0,7096;-0,7096
"fléau";29;-0,7002;0,7002
"piéton";54;0,8153;-0,8153
"courant";158;-0,6775;0,6775
"vision";111;0,4259;-0,4259
"effectivement";283;1,4316;-1,4316
"qlq";10;0,328;-0,328
"pourtant";490;-0,3052;0,3052
"courageux";51;-0,2938;0,2938
"anonyme";22;-1,0762;1,0762
"fonctionnaire";15;-0,8647;0,8647
"emji_visage_festif";147;-0,6136;0,6136
"dessin";29;1,4131;-1,4131
"animé";17;0,5122;-0,5122
"facteur";52;-0,7636;0,7636
"pâte";18;1,347;-1,347
"fruit";96;-0,4426;0,4426
"quartier";87;0,6137;-0,6137
"devant";277;1,0938;-1,0938
"exposer";59;-0,74;0,74
"chauve";10;1,6272;-1,6272
"tradition";64;0,3329;-0,3329
"hallucinant";33;-0,4407;0,4407
"diffusion";14;-0,2395;0,2395
"co2";36;-0,4839;0,4839
"écologiste";12;-0,2558;0,2558
"2h";21;-0,2609;0,2609
"racheter";28;0,9447;-0,9447
"gâchis";13;0,4824;-0,4824
"écologique";77;-1,5865;1,5865
"1950";16;1,3873;-1,3873
"vigneron";12;-0,8239;0,8239
"poète";11;1,9038;-1,9038
"dérouler";28;-1,9458;1,9458
"2022";53;-1,5536;1,5536
"reproduction";13;0,4824;-0,4824
"élevage";39;0,8505;-0,8505
"horrible";104;1,5573;-1,5573
"agriculteur";22;0,9451;-0,9451
"emji_visage_déçu";54;1,0107;-1,0107
"emji_visage_démoralisé_avec_goutte_de_sueur";41;0,3559;-0,3559
"abattre";31;1,0865;-1,0865
"condescendant";19;0,5262;-0,5262
"patriarcal";24;-0,3071;0,3071
"bye";24;-1,3488;1,3488
"parfaire";122;0,721;-0,721
"deja";93;-1,0512;1,0512
"nuls";12;1,0049;-1,0049
"rente";25;-1,1127;1,1127
"retraite";163;-1,016;1,016
"combat";123;-0,6982;0,6982
"lit";62;-0,7788;0,7788
"21";39;0,3426;-0,3426
"épuiser";30;-0,7956;0,7956
"forme";190;-0,7312;0,7312
"parfait";61;0,7622;-0,7622
"commentateur";13;1,2179;-1,2179
"glisser";24;0,9435;-0,9435
"masculin";57;0,9219;-0,9219
"épreuve";16;0,3921;-0,3921
"officiellement";36;-1,4636;1,4636
"sportif";58;1,24;-1,24
"effectuer";46;-0,8775;0,8775
"morges";16;-0,6564;0,6564
"domestique";62;-0,9598;0,9598
"surprise";86;-1,9421;1,9421
"inconnu";46;1,4944;-1,4944
"schéma";21;-0,6508;0,6508
"extrêmement";98;-0,5267;0,5267
"différent";225;1,0968;-1,0968
"conjoint";28;-1,512;1,512
"parvenir";18;-0,5984;0,5984
"agresser";48;-0,8365;0,8365
"gare";83;-0,4838;0,4838
"ignorer";86;-1,9421;1,9421
"poivre";14;-1,1373;1,1373
"multiple";38;-0,6291;0,6291
"ride";11;0,4664;-0,4664
"emji_visage_épuisé";94;1,745;-1,745
"sentiment";64;0,6983;-0,6983
"colère";40;-1,9842;1,9842
"survivre";82;-0,4395;0,4395
"coach";20;-0,3471;0,3471
"abe";34;-1,2243;1,2243
"livre";215;1,6824;-1,6824
"sympathique";34;1,9158;-1,9158
"portrait";17;0,7904;-0,7904
"zombie";11;0,2391;-0,2391
"morceau";26;0,6827;-0,6827
"contemporain";14;0,9812;-0,9812
"cri";13;0,2641;-0,2641
"www";10;1,0412;-1,0412
"pub";82;-1,1524;1,1524
"variété";14;0,9812;-0,9812
"go";39;-0,2631;0,2631
"immense";78;0,3164;-0,3164
"comédien";25;1,8705;-1,8705
"faillir";18;-0,372;0,372
"disputer";13;-0,6013;0,6013
"craindre";47;1,1022;-1,1022
"tableau";20;1,7646;-1,7646
"gâcher";19;0,7917;-0,7917
"surpoids";16;0,6374;-0,6374
"all";13;-0,6013;0,6013
"code";65;-1,2053;1,2053
"neurone";31;-0,4658;0,4658
"connecter";23;0,7987;-0,7987
"24";59;0,7524;-0,7524
"41";18;-0,372;0,372
"bientôt";164;-1,4898;1,4898
"dose";39;-0,2631;0,2631
"capable";181;1,4147;-1,4147
"emji_visage_effrayé";30;0,9469;-0,9469
"championnat";19;1,5517;-1,5517
"maîtrise";33;-0,6191;0,6191
"soi";138;-0,314;0,314
"héros";45;-0,4563;0,4563
"écrivain";13;0,4824;-0,4824
"anne";15;1,6743;-1,6743
"darius";10;1,0412;-1,0412
"incident";17;-0,2945;0,2945
"tj";14;0,3727;-0,3727
"quasi";76;0,3068;-0,3068
"remplacer";122;-0,3121;0,3121
"gag";15;0,4976;-0,4976
"bourrer";21;0,5397;-0,5397
"malin";52;-0,3378;0,3378
"compliment";11;0,4664;-0,4664
"he";12;0,3515;-0,3515
"message";172;-1,8535;1,8535
"épanouir";17;1,6047;-1,6047
"poids";77;-0,5331;0,5331
"indiquer";49;-1,1479;1,1479
"tromper";118;1,9946;-1,9946
"23";24;0,2951;-0,2951
"çà";34;0,9537;-0,9537
"chercher";437;-1,5588;1,5588
"complet";88;0,4552;-0,4552
"inspiration";19;0,7917;-0,7917
"sauveur";24;-0,7009;0,7009
"église";48;0,7874;-0,7874
"jurassien";17;1,6047;-1,6047
"terrasse";29;-1,274;1,274
"reculer";21;0,5397;-0,5397
"bordel";91;-0,428;0,428
"retenir";99;0,5595;-0,5595
"lequel";79;-0,321;0,321
"raser";31;-0,6572;0,6572
"blague";208;-1,3406;1,3406
"troll";31;-1,1869;1,1869
"genevois";112;0,6753;-0,6753
"promener";30;-0,2626;0,2626
"pardon";93;-0,7506;0,7506
"basket";11;0,4664;-0,4664
"parceque";32;1,2336;-1,2336
"emmental";35;0,8357;-0,8357
"emji_part_de_fromage";15;-1,3033;1,3033
"emji_femme_avec_la_paume_sur_le_visage_peau_claire";67;-0,9617;0,9617
"emji_mains_levées_peau_claire";53;0,5643;-0,5643
"7h";14;-0,4373;0,4373
"rentrer";231;-0,3077;0,3077
"généraliser";33;1,3878;-1,3878
"matière";88;-0,4984;0,4984
"utile";152;-0,3861;0,3861
"plier";31;-0,4658;0,4658
"vêtement";110;-0,7623;0,7623
"règle";213;-1,2236;1,2236
"taille";75;0,9954;-0,9954
"profession";25;-0,8051;0,8051
"repasser";16;0,9656;-0,9656
"insister";20;-0,3471;0,3471
"nécessité";27;-1,7908;1,7908
"secondaire";23;-0,2471;0,2471
"près";75;0,5526;-0,5526
"avenir";109;-1,6823;1,6823
"terminer";103;-0,2882;0,2882
"totalement";251;-1,8235;1,8235
"corps";259;-1,7209;1,7209
"tenir";273;-0,6798;0,6798
"formation";101;-1,8772;1,8772
"lutter";64;-0,7492;0,7492
"soulever";37;-0,3977;0,3977
"diaboliser";11;-0,3733;0,3733
"mécanique";30;0,9469;-0,9469
"fréquenter";25;-0,3736;0,3736
"hey";26;0,9434;-0,9434
"compagnie";88;0,9669;-0,9669
"retraité";31;0,2859;-0,2859
"traîner";35;0,8357;-0,8357
"récent";44;-0,9222;0,9222
"guy";33;0,6139;-0,6139
"épaule";16;0,9656;-0,9656
"sponsoriser";12;-1,3134;1,3134
"pierre";77;1,1871;-1,1871
"ete";39;1,3656;-1,3656
"indépendance";36;-1,8291;1,8291
"peser";21;-1,3267;1,3267
"puis";405;1,9947;-1,9947
"développement";42;-1,8717;1,8717
"ados";36;1,2254;-1,2254
"monstrueux";10;-0,2756;0,2756
"épisode";50;0,4767;-0,4767
"occasion";71;-1,0768;1,0768
"rejoindre";65;0,3873;-0,3873
"clan";11;-1,7865;1,7865
"issue";31;-0,6572;0,6572
"david";25;-0,2349;0,2349
"habiller";119;0,3807;-0,3807
"imiter";16;0,6374;-0,6374
"cruel";20;0,4272;-0,4272
"contexte";102;0,7476;-0,7476
"égo";19;0,327;-0,327
"attacher";20;0,6547;-0,6547
"annonce";47;-0,9642;0,9642
"bref";278;-0,8466;0,8466
"dépendance";19;-1,4696;1,4696
"tres";84;1,5112;-1,5112
"grotte";11;-0,6782;0,6782
"difficile";258;0,3954;-0,3954
"expression";164;0,448;-0,448
"telle";96;-0,9276;0,9276
"paul";13;1,2179;-1,2179
"ahhh";30;1,9834;-1,9834
"emji_visage_bleu_et_froid";49;1,6315;-1,6315
"piquer";54;0,3785;-0,3785
"folie";43;0,3689;-0,3689
"couloir";13;0,2641;-0,2641
"tester";49;-0,3055;0,3055
"degré";137;0,8452;-0,8452
"emji_femme_qui_lève_la_main_peau_claire";12;1,5169;-1,5169
"ère";31;0,6022;-0,6022
"industriel";50;-1,0055;1,0055
"réfléchir";240;-1,9024;1,9024
"avortement";15;-0,8647;0,8647
"préserver";40;-0,792;0,792
"interrompre";11;0,2391;-0,2391
"sécuriser";19;-0,4575;0,4575
"désastreux";17;-0,2945;0,2945
"dramatique";24;0,2951;-0,2951
"cuit";10;1,6272;-1,6272
"quant";82;-0,5475;0,5475
"excessif";29;-1,274;1,274
"balayer";20;0,4272;-0,4272
"découler";18;-1,3103;1,3103
"emji_drapeau_france";81;0,7121;-0,7121
"enceinte";21;0,5397;-0,5397
"49";21;-0,6508;0,6508
"52";16;0,6374;-0,6374
"rempli";27;0,5781;-0,5781
"oiseau";72;1,9934;-1,9934
"portugais";26;-0,6522;0,6522
"die";10;1,0412;-1,0412
"philippe";17;1,1513;-1,1513
"pédophile";15;-0,8647;0,8647
"fr";40;0,5656;-0,5656
"sûrement";251;0,4571;-0,4571
"emji_visage_ébahi";16;1,9152;-1,9152
"exact";82;0,4256;-0,4256
"pompe";19;0,7917;-0,7917
"déchet";65;-1,6955;1,6955
"grain";16;0,6374;-0,6374
"poussière";15;0,2868;-0,2868
"emji_globe_tourné_sur_les_amériques";12;1,0049;-1,0049
"perspective";27;0,8092;-0,8092
"instagram";69;0,8011;-0,8011
"similaire";44;0,5894;-0,5894
"thaïlande";11;-0,6782;0,6782
"former";73;-0,8622;0,8622
"bizarre";134;0,6673;-0,6673
"elon";22;-1,4771;1,4771
"musk";23;-1,2101;1,2101
"déjeuner";29;0,5903;-0,5903
"complètement";275;0,3222;-0,3222
"confrontation";10;0,6181;-0,6181
"énormément";109;-0,4977;0,4977
"frustration";31;-0,6572;0,6572
"été";10;1,6272;-1,6272
"fâcher";13;0,4824;-0,4824
"exclure";27;0,2551;-0,2551
"méchanceté";20;1,7646;-1,7646
"déposer";44;-0,7152;0,7152
"japon";35;-0,585;0,585
"préparer";91;-0,3415;0,3415
"emji_feuille_morte";12;-0,4824;0,4824
"emji_jeune_pousse";21;1,1161;-1,1161
"olivier";17;1,1513;-1,1513
"champ";39;1,0891;-1,0891
"2020";24;-0,3071;0,3071
"garder";400;1,7011;-1,7011
"soulager";15;-0,5426;0,5426
"installation";14;-0,2395;0,2395
"septembre";34;-0,5104;0,5104
"brigitte";39;-0,7084;0,7084
"fabrication";17;-0,4959;0,4959
"existence";61;1,1374;-1,1374
"entourage";33;-0,4407;0,4407
"supporter";132;0,6585;-0,6585
"rebelle";22;1,2927;-1,2927
"bernois";28;-1,512;1,512
"emji_sapin_de_noël";46;0,3302;-0,3302
"emprunter";12;-0,2558;0,2558
"propriétaire";64;-0,4697;0,4697
"instant";66;-0,2623;0,2623
"etre";160;0,5897;-0,5897
"camille";10;-0,5415;0,5415
"covid";80;1,2946;-1,2946
"19";62;0,3222;-0,3222
"virus";20;-0,5506;0,5506
"multiplier";23;0,7987;-0,7987
"sanitaire";24;-0,7009;0,7009
"entrer";88;-1,4259;1,4259
"phase";35;0,315;-0,315
"saisonnier";12;-0,2558;0,2558
"pipe";15;1,6743;-1,6743
"équilibré";34;-0,9398;0,9398
"isoler";17;0,7904;-0,7904
"détresse";28;-1,9458;1,9458
"discriminer";10;-0,5415;0,5415
"sketch";38;0,7401;-0,7401
"transmettre";77;0,6922;-0,6922
"collègue";75;0,8295;-0,8295
"contaminer";16;0,3921;-0,3921
"sauf";351;-0,849;0,849
"risquer";36;-1,1504;1,1504
"amplement";11;-1,7865;1,7865
"cohésion";11;-0,3733;0,3733
"stabilité";17;-1,6501;1,6501
"populaire";61;-1,0813;1,0813
"poster";55;0,5757;-0,5757
"chambre";43;0,2601;-0,2601
"néanmoins";22;0,4433;-0,4433
"ducoup";39;-1,8493;1,8493
"efficacité";22;-1,4771;1,4771
"utilisation";65;-0,6586;0,6586
"tordre";34;0,2512;-0,2512
"pondre";15;-0,5426;0,5426
"impacte";12;-0,4824;0,4824
"porteur";15;1,6743;-1,6743
"fumeur";71;0,8106;-0,8106
"obèse";14;0,9812;-0,9812
"ressort";15;0,4976;-0,4976
"saisir";30;-0,7956;0,7956
"balade";14;-0,7291;0,7291
"dangereux";180;-0,8055;0,8055
"projeter";21;0,7946;-0,7946
"habit";65;-1,6955;1,6955
"rouge";116;1,2405;-1,2405
"heu";44;1,4996;-1,4996
"poubelle";79;0,8481;-0,8481
"cave";18;0,9553;-0,9553
"tempête";32;-1,3077;1,3077
"arracher";19;0,5262;-0,5262
"concevoir";27;-0,749;0,749
"accoucher";15;-0,5426;0,5426
"vevey";11;0,2391;-0,2391
"visite";33;0,6139;-0,6139
"col";11;0,8042;-0,8042
"partiellement";10;-0,5415;0,5415
"large";42;-0,7518;0,7518
"toit";39;-0,379;0,379
"panneau";29;0,41;-0,41
"routier";29;-1,6535;1,6535
"direction";62;-0,9598;0,9598
"fenêtre";44;-1,7703;1,7703
"voisin";227;1,7258;-1,7258
"résistance";26;-0,9149;0,9149
"nazi";41;-1,1251;1,1251
"délinquance";13;-0,6013;0,6013
"bouger";137;-0,9179;0,9179
"voleur";77;0,4506;-0,4506
"rager";10;-0,2756;0,2756
"taff";33;-1,8119;1,8119
"debile";11;1,2738;-1,2738
"actuellement";158;-0,5859;0,5859
"démuni";14;-1,6925;1,6925
"précieux";47;0,8816;-0,8816
"discours";230;-0,5756;0,5756
"nouvel";39;-0,9285;0,9285
"tunnel";26;-1,6395;1,6395
"sapin";25;-1,9531;1,9531
"moquerie";28;0,3278;-0,3278
"cependant";75;-0,6824;0,6824
"quasiment";75;-0,2617;0,2617
"bienvenu";17;-1,156;1,156
"emji_bouteille_de_champagne";19;-0,4575;0,4575
"routine";14;1,4415;-1,4415
"campagne";138;-0,314;0,314
"poli";12;1,0049;-1,0049
"miroir";20;0,4272;-0,4272
"attribuer";31;-1,5354;1,5354
"vif";48;1,4902;-1,4902
"genevoise";30;0,5017;-0,5017
"noble";22;0,4433;-0,4433
"trancher";10;-1,5715;1,5715
"météo";30;-0,2626;0,2626
"inspirer";80;1,1042;-1,1042
"36";28;0,3278;-0,3278
"ahahaha";15;1,1791;-1,1791
"scrupule";10;0,6181;-0,6181
"préparation";13;-0,3414;0,3414
"off";14;-0,2395;0,2395
"didier";16;-1,4744;1,4744
"gruyère";77;-1,359;1,359
"vacherin";11;0,4664;-0,4664
"repousser";18;-1,83;1,83
"répétition";22;-1,0762;1,0762
"percher";11;0,8042;-0,8042
"250";27;0,3948;-0,3948
"recrue";17;-0,2945;0,2945
"ciel";89;1,0526;-1,0526
"calmer";32;-0,7467;0,7467
"référence";54;0,3785;-0,3785
"emji_dans_le_mille";12;-0,2558;0,2558
"final";180;-1,7195;1,7195
"paquis";10;1,6272;-1,6272
"dormir";110;0,3083;-0,3083
"boutique";25;0,5656;-0,5656
"endormir";11;0,2391;-0,2391
"goutte";16;-1,0073;1,0073
"big";21;0,5397;-0,5397
"pharma";17;-1,156;1,156
"cultiver";31;0,4247;-0,4247
"fibre";14;0,9812;-0,9812
"lourd";66;-0,3487;0,3487
"plante";41;0,4922;-0,4922
"conviction";31;-1,1869;1,1869
"durer";50;0,7967;-0,7967
"machin";11;0,4664;-0,4664
"barre";47;-1,4826;1,4826
"ajouter";103;-1,4109;1,4109
"bâle";23;-0,8704;0,8704
"réchauffer";33;0,439;-0,439
"audace";17;0,5122;-0,5122
"métro";34;-1,5612;1,5612
"rentable";21;-1,8015;1,8015
"exploitation";42;-0,4177;0,4177
"création";72;-1,3692;1,3692
"nôtre";31;1,3992;-1,3992
"dizaine";85;-1,0103;1,0103
"fantasme";22;-0,7576;0,7576
"2010";25;0,8036;-0,8036
"m2";14;0,9812;-0,9812
"n_est_ce_pas";42;-0,7518;0,7518
"déconner";20;0,2594;-0,2594
"construire";125;-1,3728;1,3728
"attraper";32;1,2336;-1,2336
"privation";12;0,623;-0,623
"présence";57;-1,1752;1,1752
"valaisans";34;1,5487;-1,5487
"sueur";23;-1,2101;1,2101
"futur";125;-0,681;0,681
"marque";97;0,2891;-0,2891
"déficit";10;-0,9547;0,9547
"emji_personne_avec_la_paume_sur_le_visage_peau_claire";23;1,1052;-1,1052
"sexualité";18;1,347;-1,347
"lâcher";72;-1,3692;1,3692
"personnellement";108;0,3003;-0,3003
"comm";21;-0,6508;0,6508
"chauffeur";28;0,4878;-0,4878
"emji_index_pointant_vers_le_haut_peau_claire";12;0,3515;-0,3515
"fm";24;-1,3488;1,3488
"matelas";20;-1,6335;1,6335
"avertissement";10;0,328;-0,328
"chemin";110;1,3886;-1,3886
"poil";46;-0,6816;0,6816
"panique";14;0,3727;-0,3727
"allumer";30;0,9469;-0,9469
"rappel";91;-0,3415;0,3415
"programme";91;-0,268;0,268
"ems";24;1,2743;-1,2743
"domination";28;-1,9458;1,9458
"directeur";31;0,4247;-0,4247
"catholique";35;0,8357;-0,8357
"libre";253;-1,6606;1,6606
"suicider";20;-0,5506;0,5506
"amélioration";21;-1,3267;1,3267
"tranche";23;-0,2471;0,2471
"foie";14;-0,4373;0,4373
"veau";10;1,0412;-1,0412
"emji_chat_fatigué";12;0,3515;-0,3515
"cauchemar";20;0,4272;-0,4272
"respirer";52;0,806;-0,806
"valise";18;-0,9062;0,9062
"masque";32;-1,6719;1,6719
"mai";40;0,7496;-0,7496
"1982";14;0,9812;-0,9812
"spectacle";36;-0,6642;0,6642
"bande";131;-0,6328;0,6328
"cage";17;-0,7778;0,7778
"parodie";10;1,6272;-1,6272
"document";34;-0,7032;0,7032
"1988";10;1,0412;-1,0412
"2002";26;0,9434;-0,9434
"asie";51;-1,6284;1,6284
"accomplir";25;-0,3736;0,3736
"aventure";20;0,9488;-0,9488
"précédent";57;-1,4205;1,4205
"nana";18;1,347;-1,347
"inde";29;-0,9584;0,9584
"vingt";11;1,2738;-1,2738
"just";14;0,3727;-0,3727
"record";36;1,8889;-1,8889
"voyager";55;-0,2725;0,2725
"harry";17;1,1513;-1,1513
"potter";14;1,4415;-1,4415
"doucement";22;0,9451;-0,9451
"pk";42;0,4269;-0,4269
"one";11;-0,3733;0,3733
"emji_pierre_précieuse";22;1,7125;-1,7125
"mythe";31;-0,4658;0,4658
"iran";27;0,3948;-0,3948
"emji_mains_levées_peau_légèrement_mate";24;0,6732;-0,6732
"bol";40;-0,3104;0,3104
"coiffeur";13;0,7953;-0,7953
"jusqu";66;0,4463;-0,4463
"apres";69;0,314;-0,314
"malbouffe";16;1,3873;-1,3873
"publicité";29;-1,274;1,274
"assurément";10;-0,2756;0,2756
"plaisanter";18;1,8303;-1,8303
"stupide";67;1,8678;-1,8678
"adresser";21;-0,4252;0,4252
"portée";32;-1,3077;1,3077
"sincèrement";63;0,6196;-0,6196
"dsl";27;-0,749;0,749
"agressif";46;-0,3821;0,3821
"cordialement";15;-0,5426;0,5426
"brillant";33;0,439;-0,439
"constater";113;-0,7939;0,7939
"souris";20;0,6547;-0,6547
"apparence";22;1,7125;-1,7125
"filtre";18;0,9553;-0,9553
"esthétique";18;0,4102;-0,4102
"parier";24;-1,7906;1,7906
"attirer";49;-1,7098;1,7098
"week_end";64;-0,5986;0,5986
"chiotte";11;1,2738;-1,2738
"sang";75;-1,0028;1,0028
"tricher";13;0,7953;-0,7953
"remplacement";17;0,5122;-0,5122
"étaler";11;1,2738;-1,2738
"bêtise";106;0,2922;-0,2922
"commission";39;-0,2631;0,2631
"équiper";29;-0,4938;0,4938
"resto";33;0,6139;-0,6139
"hôtel";47;0,2846;-0,2846
"appartement";74;-0,7682;0,7682
"louer";26;-0,4464;0,4464
"étendre";18;-0,5984;0,5984
"culture";250;-1,2621;1,2621
"foi";87;1,8535;-1,8535
"etes";33;0,6139;-0,6139
"incarné";12;1,0049;-1,0049
"emji_globe_tourné_sur_l";26;0,3117;-0,3117
"afrique_et_l";22;-0,3257;0,3257
"emji_index_pointant_vers_le_haut";37;1,0872;-1,0872
"prier";33;0,8286;-0,8286
"retard";73;-0,4532;0,4532
"incompréhension";12;-0,8239;0,8239
"principal";89;-1,9771;1,9771
"certaines";293;-1,5863;1,5863
"intimité";20;-0,8248;0,8248
"pièce";76;-1,2753;1,2753
"séparer";37;1,3713;-1,3713
"utilité";43;1,0947;-1,0947
"apparement";20;-0,8248;0,8248
"cultivé";21;1,1161;-1,1161
"pitié";82;0,3355;-0,3355
"certitude";22;0,9451;-0,9451
"elle_même";27;-0,5253;0,5253
"persuader";29;0,2708;-0,2708
"suprême";10;-0,5415;0,5415
"croyance";41;0,8581;-0,8581
"aliment";28;-0,2759;0,2759
"peter";14;0,9812;-0,9812
"nez";64;1,0455;-1,0455
"absolu";60;-0,8103;0,8103
"chacune";13;1,2179;-1,2179
"pseudo";60;-0,6465;0,6465
"arrogance";30;1,2402;-1,2402
"aveugle";44;-1,1654;1,1654
"sien";12;0,3515;-0,3515
"stp";66;0,4463;-0,4463
"samedi";73;-0,8622;0,8622
"semaine";302;-1,4379;1,4379
"chaîne";89;-0,441;0,441
"otan";20;-0,8248;0,8248
"février";16;0,9656;-0,9656
"ouchy";20;1,7646;-1,7646
"alpe";31;-0,3167;0,3167
"fonds";60;-1,2147;1,2147
"camion";62;0,3222;-0,3222
"déverser";19;1,5517;-1,5517
"dériver";19;-1,0408;1,0408
"tranquillement";21;-0,2609;0,2609
"mesurer";24;-0,7009;0,7009
"agenda";23;-0,6025;0,6025
"cm";14;0,6296;-0,6296
"45";63;-0,8494;0,8494
"150";25;-0,8051;0,8051
"logistique";15;-1,8882;1,8882
"85";14;0,9812;-0,9812
"station";23;-0,6025;0,6025
"1000";53;-1,2838;1,2838
"galer";32;-1,001;1,001
"veste";25;1,4515;-1,4515
"pic";19;-0,4575;0,4575
"copier";33;-0,8409;0,8409
"gratuitement";40;0,5656;-0,5656
"immédiat";23;-1,6318;1,6318
"autour";156;-0,3087;0,3087
"trace";29;1,4131;-1,4131
"hitler";11;-0,3733;0,3733
"indéniable";15;-0,5426;0,5426
"voire";82;-0,9735;0,9735
"innocence";19;0,5262;-0,5262
"confusion";24;-0,4762;0,4762
"crotte";11;1,9038;-1,9038
"réglementation";10;-0,2756;0,2756
"municipal";12;-0,4824;0,4824
"mille";70;-0,3256;0,3256
"coin";72;1,7314;-1,7314
"certaine";97;-0,4836;0,4836
"redevenir";14;0,3727;-0,3727
"fasciste";34;-1,9553;1,9553
"botte";28;-1,9458;1,9458
"parcourir";10;1,0412;-1,0412
"t_shirt";22;0,2777;-0,2777
"huit";10;1,0412;-1,0412
"evidemment";16;-0,6564;0,6564
"figure";59;-0,3435;0,3435
"incontournable";10;1,0412;-1,0412
"oooh";23;1,9219;-1,9219
"gaspillage";24;-1,7906;1,7906
"patrick";12;0,623;-0,623
"emji_pouce_vers_le_bas_peau_claire";18;-0,9062;0,9062
"pendule";14;1,4415;-1,4415
"5g";10;-0,9547;0,9547
"onde";21;1,5105;-1,5105
"joseph";10;1,6272;-1,6272
"installer";111;-0,3236;0,3236
"olympique";11;0,4664;-0,4664
"mega";12;-0,8239;0,8239
"corrompu";17;-1,156;1,156
"virer";39;-0,9285;0,9285
"reprendre";113;-0,9266;0,9266
"emji_visage_en_colère";24;-1,3488;1,3488
"couler";28;-0,2759;0,2759
"référendum";15;-1,8882;1,8882
"complotistes";16;0,6374;-0,6374
"emji_visage_anxieux_avec_goutte_de_sueur";56;-0,548;0,548
"christophe";13;-0,3414;0,3414
"vosges";11;1,9038;-1,9038
"cqfd";24;-0,7009;0,7009
"inverse";99;-0,3046;0,3046
"différemment";27;0,3948;-0,3948
"rhétorique";14;-1,6925;1,6925
"plutot";18;-0,5984;0,5984
"pleuvoir";26;0,4735;-0,4735
"supprimer";131;-1,1253;1,1253
"caisse";273;-0,8364;0,8364
"ps";150;0,3307;-0,3307
"irresponsable";16;-0,4015;0,4015
"milieu";130;0,3202;-0,3202
"bar";25;1,4515;-1,4515
"proximité";22;-0,5105;0,5105
"relativement";22;-0,5105;0,5105
"matériel";102;-1,1588;1,1588
"incompréhensible";23;-0,6025;0,6025
"contraindre";13;-0,3414;0,3414
"culot";17;-1,156;1,156
"réfugier";15;-1,3033;1,3033
"étape";36;-0,4839;0,4839
"série";78;-1,2322;1,2322
"revue";15;0,4976;-0,4976
"ambitieux";10;-0,2756;0,2756
"emji_montagne_enneigée";11;1,9038;-1,9038
"générique";12;1,0049;-1,0049
"coller";76;-0,2953;0,2953
"rater";49;0,8896;-0,8896
"emji_visage_avec_un_monocle";106;0,2922;-0,2922
"hihi";11;1,2738;-1,2738
"skieur";11;0,8042;-0,8042
"entraîner";59;1,8902;-1,8902
"coco";21;1,1161;-1,1161
"emji_skieur";16;-0,4015;0,4015
"accompagner";82;-0,9735;0,9735
"emji_femme_qui_hausse_les_épaules_peau_claire";44;-0,7152;0,7152
"telles";28;0,4878;-0,4878
"emji_personne_avec_la_paume_sur_le_visage";76;-0,8995;0,8995
"caillou";24;-0,4762;0,4762
"là_dessus";20;-0,8248;0,8248
"reflet";12;-0,2558;0,2558
"rigolade";10;1,0412;-1,0412
"planète";174;-0,3607;0,3607
"sortie";97;-0,4836;0,4836
"emji_visage_sans_expression";48;-0,2631;0,2631
"péter";44;-0,285;0,285
"dixit";14;-0,2395;0,2395
"peace";19;-1,4696;1,4696
"habillement";13;-0,3414;0,3414
"tjrs";74;1,2778;-1,2778
"fatigant";10;0,328;-0,328
"emji_v_de_la_victoire";82;-0,3471;0,3471
"emji_ampoule";13;0,4824;-0,4824
