"";"X.rts_a";"X.rts_i"
"user_utilisateurice";21,0328;-21,0328
"venir";0,8356;-0,8356
"organiser";-3,9926;3,9926
"emji_visage_avec_un_sourire_malin";1,5621;-1,5621
"emji_visage_souriant_avec_yeux_en_forme_de_coeur";Inf;-Inf
"emji_visage_riant_aux_larmes";Inf;-Inf
"drogue";-6,6239;6,6239
"voir";2,3935;-2,3935
"tête";21,171;-21,171
"poser";1,9292;-1,9292
"question";-1,1676;1,1676
"lancer";-2,6698;2,6698
"truc";4,3168;-4,3168
"penser";1,9875;-1,9875
"parler";-1,8285;1,8285
"aller";-39,0884;39,0884
"danser";9,6414;-9,6414
"24h";-0,6264;0,6264
"stop";-0,8578;0,8578
"emji_visage_grimaçant";8,5028;-8,5028
"nouveau";-10,9203;10,9203
"marathon";0,5909;-0,5909
"emji_visage_avec_des_étoiles_à_la_place_des_yeux";49,3116;-49,3116
"emji_visage_qui_tire_la_langue_et_fait_un_clin_d_oeil";6,8334;-6,8334
"alcool";-0,5403;0,5403
"nourriture";1,6685;-1,6685
"eau";1,9736;-1,9736
"couleur";5,7398;-5,7398
"cas";-12,2945;12,2945
"archive";101,8615;-101,8615
"absolument";-1,6181;1,6181
"magnifique";73,1771;-73,1771
"reconnaître";-0,5661;0,5661
"emji_visage_souriant_avec_une_goutte_de_sueur";62,295;-62,295
"talent";0,7561;-0,7561
"changer";23,8251;-23,8251
"emji_visage_faisant_un_clin_d_oeil";43,8898;-43,8898
"idée";-5,6084;5,6084
"super";8,7416;-8,7416
"sentir";-0,7316;0,7316
"nostalgique";8,3171;-8,3171
"coup";0,4061;-0,4061
"fin";2,6797;-2,6797
"enfant";9,2823;-9,2823
"tiktok";2,9809;-2,9809
"époque";Inf;-Inf
"style";3,5389;-3,5389
"contrairement";-2,006;2,006
"mettre";-12,015;12,015
"musique";6,6059;-6,6059
"ami";9,6118;-9,6118
"rassurer";0,6557;-0,6557
"petit";53,9221;-53,9221
"comprendre";0,7839;-0,7839
"acquérir";-0,4577;0,4577
"spécial";1,3313;-1,3313
"emji_visage_avec_lunettes_de_soleil";10,6241;-10,6241
"afficher";-0,5829;0,5829
"remettre";-0,8295;0,8295
"système";-29,3797;29,3797
"plutôt";-3,8659;3,8659
"juger";-0,5867;0,5867
"terme";-4,0082;4,0082
"sexiste";0,3984;-0,3984
"sortir";-1,8957;1,8957
"boss";-0,7532;0,7532
"emji_coeur_rouge";Inf;-Inf
"incroyable";21,809;-21,809
"dimanche";15,1689;-15,1689
"dieu";74,7938;-74,7938
"possible";-2,6981;2,6981
"grand";4,4912;-4,4912
"temps";11,7586;-11,7586
"chant";1,6579;-1,6579
"école";17,4323;-17,4323
"enfantin";0,275;-0,275
"oreille";12,6663;-12,6663
