"";"X.rts_a";"X.rts_i"
"nr";201,3634;-201,3634
"ver";-145,68;145,68
"pro_per";164,1262;-164,1262
"pro_dem";39,152;-39,152
"nom";25,7025;-25,7025
"pre";-161,3237;161,3237
"con";-45,7371;45,7371
"art_def";-52,6878;52,6878
"adj_ind";-24,5085;24,5085
"aux";84,9392;-84,9392
"adv_sup";1,1988;-1,1988
"num";-3,4072;3,4072
"nom_sup";25,7215;-25,7215
"ver_sup";-11,5949;11,5949
"adj";1,3335;-1,3335
"pro_ind";-2,6343;2,6343
"adj_dem";34,2441;-34,2441
"adv";-17,066;17,066
"adj_int";46,536;-46,536
"art_ind";-53,5057;53,5057
"ono";108,4081;-108,4081
"adj_pos";37,4712;-37,4712
"pro_rel";-88,9105;88,9105
"adj_sup";-4,2344;4,2344
"adj_num";2,9023;-2,9023
"pro_pos";1,848;-1,848
