"";"banalfreq";"X.rts_a";"X.rts_i"
"emji_visage_avec_fumée_sortant_des_narines";72;-1,2983;1,2983
"craindre";47;1,1549;-1,1549
"tableau";20;1,8101;-1,8101
"gâcher";19;0,8191;-0,8191
"surpoids";16;0,6593;-0,6593
"all";11;-0,6599;0,6599
"code";65;-1,1429;1,1429
"neurone";30;-0,3759;0,3759
"connecter";23;0,8289;-0,8289
"bientôt";159;-1,8758;1,8758
"dose";38;-0,3041;0,3041
"capable";182;1,615;-1,615
"championnat";19;1,593;-1,593
"maîtrise";33;-0,5896;0,5896
"écrivain";12;0,3644;-0,3644
"anne";15;1,7126;-1,7126
"incident";16;0,2301;-0,2301
"tj";15;0,5157;-0,5157
"remplacer";120;-0,2847;0,2847
"gag";14;0,3871;-0,3871
"bourrer";21;0,5622;-0,5622
"malin";51;-0,3738;0,3738
"compliment";11;0,4813;-0,4813
"message";171;-1,8256;1,8256
"épanouir";17;1,6445;-1,6445
"poids";76;-0,4467;0,4467
"indiquer";49;-1,0952;1,0952
"énorme";141;0,6146;-0,6146
"çà";33;0,8657;-0,8657
"complet";86;0,4856;-0,4856
"inspiration";19;0,8191;-0,8191
"sauveur";24;-0,6735;0,6735
"église";48;0,8306;-0,8306
"jurassien";17;1,6445;-1,6445
"terrasse";29;-1,2308;1,2308
"automne";36;1,9525;-1,9525
"reculer";21;0,5622;-0,5622
"bordel";87;-0,3294;0,3294
"retenir";97;0,599;-0,599
"raser";29;-0,4698;0,4698
"troll";30;-1,0308;1,0308
"genevois";112;0,7356;-0,7356
"promener";29;0,2873;-0,2873
"basket";10;0,3392;-0,3392
"parceque";31;1,129;-1,129
"blague";204;-1,5364;1,5364
"emmental";34;0,7554;-0,7554
"emji_mains_levées_peau_claire";30;-0,2468;0,2468
"7h";14;-0,4218;0,4218
"rentrer";229;-0,3108;0,3108
"généraliser";33;1,4386;-1,4386
"matière";88;-0,4572;0,4572
"utile";151;-0,3774;0,3774
"plier";30;-0,5461;0,5461
"vêtement";110;-0,7016;0,7016
"cantonal";49;-1,9736;1,9736
"règle";212;-1,0646;1,0646
"taille";75;1,0582;-1,0582
"profession";25;-0,7747;0,7747
"repasser";16;0,9941;-0,9941
"insister";20;-0,3313;0,3313
"nécessité";27;-1,7402;1,7402
"secondaire";23;-0,2338;0,2338
"terminer";102;0,308;-0,308
"totalement";244;-1,5577;1,5577
"corps";259;-1,5683;1,5683
"tenir";270;-0,6424;0,6424
"formation";101;-1,7762;1,7762
"lutter";64;-0,7031;0,7031
"soulever";37;-0,3744;0,3744
"diaboliser";11;-0,3609;0,3609
"mécanique";30;0,9853;-0,9853
"fréquenter";25;-0,3551;0,3551
"hey";25;0,8353;-0,8353
"compagnie";89;0,9578;-0,9578
"retraité";31;0,3037;-0,3037
"emji_homme_qui_hausse_les_épaules_peau_moyennement_claire";14;1,4754;-1,4754
"traîner";35;0,8741;-0,8741
"récent";44;-0,8785;0,8785
"guy";29;1,1296;-1,1296
"épaule";16;0,9941;-0,9941
"sponsoriser";12;-1,2851;1,2851
"pierre";74;0,9644;-0,9644
"ete";38;1,2737;-1,2737
"graver";16;1,9579;-1,9579
"indépendance";36;-1,7698;1,7698
"peser";21;-1,2891;1,2891
"développement";42;-1,8068;1,8068
"ados";36;1,2746;-1,2746
"monstrueux";10;-0,2659;0,2659
"épisode";49;0,5755;-0,5755
"occasion";71;-1,0159;1,0159
"rejoindre";64;0,3614;-0,3614
"clan";10;-1,5432;1,5432
"issue";31;-0,6275;0,6275
"david";25;0,253;-0,253
"habiller";119;0,4235;-0,4235
"imiter";16;0,6593;-0,6593
"cruel";20;0,446;-0,446
"contexte";102;0,8089;-0,8089
"égo";19;0,3423;-0,3423
"attacher";20;0,6796;-0,6796
"annonce";47;-0,9178;0,9178
"bref";278;-0,7449;0,7449
"dépendance";19;-1,4317;1,4317
"tres";81;1,2735;-1,2735
"grotte";11;-0,6599;0,6599
"difficile";258;0,4611;-0,4611
"expression";163;0,4625;-0,4625
"saison";104;1,6542;-1,6542
"ahhh";25;1,1359;-1,1359
"emji_visage_bleu_et_froid";31;0,6315;-0,6315
"piquer";55;0,4744;-0,4744
"folie";43;0,3939;-0,3939
"couloir";13;0,275;-0,275
"tester";47;0,3064;-0,3064
"degré";135;0,7934;-0,7934
"emji_ok_peau_moyennement_claire";24;1,7189;-1,7189
"emji_tête_qui_explose";57;-0,5707;0,5707
"ère";31;0,6315;-0,6315
"industriel";50;-0,9564;0,9564
"réfléchir";239;-1,8323;1,8323
"avortement";15;-0,84;0,84
"préserver";40;-0,7541;0,7541
"interrompre";11;0,2484;-0,2484
"sécuriser";19;-0,439;0,439
"désastreux";17;-0,2815;0,2815
"dramatique";24;0,3111;-0,3111
"cuit";10;1,6579;-1,6579
"excessif";29;-1,2308;1,2308
"balayer";20;0,446;-0,446
"découler";18;-1,2757;1,2757
"déplacer";103;-1,9505;1,9505
"enceinte";20;0,446;-0,446
"emji_visage_blasé";53;-0,2609;0,2609
"rempli";27;0,6047;-0,6047
"portugais";24;-0,6735;0,6735
"philippe";17;1,1839;-1,1839
"pédophile";15;-0,84;0,84
"fr";37;0,4933;-0,4933
"sûrement";246;0,6114;-0,6114
"pompe";18;0,6692;-0,6692
"déchet";65;-1,6191;1,6191
"quitter";148;-1,8193;1,8193
"grain";16;0,6593;-0,6593
"poussière";15;0,2992;-0,2992
"perspective";27;0,8422;-0,8422
"instagram";69;0,8536;-0,8536
"similaire";44;0,6238;-0,6238
"thaïlande";11;-0,6599;0,6599
"former";73;-0,8084;0,8084
"bizarre";130;0,7132;-0,7132
"elon";20;-1,1468;1,1468
"musk";24;-0,9551;0,9551
"déjeuner";28;0,5121;-0,5121
"complètement";266;0,331;-0,331
"confrontation";10;0,6352;-0,6352
"énormément";109;-0,452;0,452
"frustration";30;-0,5461;0,5461
"été";10;1,6579;-1,6579
"fâcher";13;0,4989;-0,4989
"exclure";27;0,2704;-0,2704
"méchanceté";20;1,8101;-1,8101
"déposer";44;-0,6779;0,6779
"japon";35;-0,5557;0,5557
"préparer";91;-0,3091;0,3091
"emji_feuille_morte";10;-0,9332;0,9332
"emji_jeune_pousse";14;1,0082;-1,0082
"olivier";16;1,4227;-1,4227
"champ";39;1,1368;-1,1368
"garder";397;1,8361;-1,8361
"soulager";15;-0,5242;0,5242
"installation";14;-0,2292;0,2292
"septembre";34;-0,484;0,484
"brigitte";37;-0,5252;0,5252
"spécialiser";19;-1,9685;1,9685
"fabrication";17;-0,4774;0,4774
"existence";61;1,1988;-1,1988
"entourage";33;-0,4171;0,4171
"supporter";131;0,7736;-0,7736
"rebelle";22;1,3325;-1,3325
"bernois";28;-1,4651;1,4651
"emji_sapin_de_noël";39;0,5077;-0,5077
"emprunter";12;-0,2458;0,2458
"propriétaire";64;-0,4358;0,4358
"instant";66;0,2824;-0,2824
"etre";155;0,4294;-0,4294
"valide";28;0,5121;-0,5121
"covid";80;1,3706;-1,3706
"virus";20;-0,5292;0,5292
"multiplier";23;0,8289;-0,8289
"sanitaire";24;-0,6735;0,6735
"entrer";88;-1,3457;1,3457
"phase";35;0,3352;-0,3352
"saisonnier";12;-0,2458;0,2458
"pipe";14;1,4754;-1,4754
"équilibré";34;-0,9008;0,9008
"isoler";17;0,8163;-0,8163
"détresse";28;-1,8917;1,8917
"discriminer";10;-0,5263;0,5263
"sketch";36;0,7663;-0,7663
"transmettre";76;0,6672;-0,6672
"collègue";73;0,7203;-0,7203
"contaminer";16;0,408;-0,408
"risquer";36;-1,1051;1,1051
"amplement";11;-1,7547;1,7547
"tenue";73;0,7203;-0,7203
"cohésion";11;-0,3609;0,3609
"stabilité";17;-1,6119;1,6119
"populaire";61;-1,0246;1,0246
"poster";53;0,4615;-0,4615
"chambre";43;0,2798;-0,2798
"ducoup";39;-1,7871;1,7871
"emji_ok_peau_claire";29;1,4613;-1,4613
"efficacité";22;-1,4361;1,4361
"utilisation";65;-0,6158;0,6158
"tordre";33;-0,2832;0,2832
"pondre";15;-0,5242;0,5242
"impacte";12;-0,467;0,467
"porteur";15;1,7126;-1,7126
"fumeur";71;0,8643;-0,8643
"obèse";14;1,0082;-1,0082
"ressort";13;0,4989;-0,4989
"saisir";30;-0,7626;0,7626
"nuance";46;-1,9534;1,9534
"balade";14;-0,7076;0,7076
"dangereux";180;-0,7257;0,7257
"projeter";21;0,8235;-0,8235
"habit";65;-1,6191;1,6191
"rouge";113;1,0769;-1,0769
"poubelle";79;0,9064;-0,9064
"cave";18;0,9853;-0,9853
"tempête";32;-1,2616;1,2616
"arracher";19;0,5472;-0,5472
"concevoir";27;-0,7188;0,7188
"accoucher";15;-0,5242;0,5242
"vevey";11;0,2484;-0,2484
"visite";31;0,8575;-0,8575
"col";11;0,8254;-0,8254
"partiellement";10;-0,5263;0,5263
"large";41;-0,8386;0,8386
"toit";38;-0,3041;0,3041
"panneau";29;0,432;-0,432
"routier";29;-1,6033;1,6033
"direction";61;-0,8336;0,8336
"fenêtre";43;-1,5866;1,5866
"voisin";227;1,879;-1,879
"résistance";26;-0,8813;0,8813
"nazi";40;-1,2478;1,2478
"héros";39;-0,3559;0,3559
"délinquance";13;-0,5829;0,5829
"bouger";136;-0,914;0,914
"voleur";76;0,5403;-0,5403
"rager";10;-0,2659;0,2659
"taff";33;-1,7555;1,7555
"debile";11;1,3018;-1,3018
"actuellement";158;-0,5249;0,5249
"démuni";14;-1,6575;1,6575
"précieux";46;0,82;-0,82
"discours";230;-0,5035;0,5035
"nouvel";38;-1,0394;1,0394
"moquerie";28;0,3463;-0,3463
"quasiment";74;-0,2778;0,2778
"bienvenu";17;-1,1247;1,1247
"emji_bouteille_de_champagne";10;0,3392;-0,3392
"routine";14;1,4754;-1,4754
"campagne";138;-0,2767;0,2767
"poli";12;1,0302;-1,0302
"miroir";20;0,446;-0,446
"attribuer";31;-1,4856;1,4856
"vif";46;1,279;-1,279
"genevoise";30;0,5272;-0,5272
"noble";21;0,3619;-0,3619
"trancher";10;-1,5432;1,5432
"météo";30;-0,2468;0,2468
"inspirer";79;1,0768;-1,0768
"ahahaha";10;0,3392;-0,3392
"scrupule";10;0,6352;-0,6352
"préparation";13;-0,3287;0,3287
"off";13;-0,3287;0,3287
"didier";16;-1,4396;1,4396
"gruyère";76;-1,2056;1,2056
"vacherin";11;0,4813;-0,4813
"repousser";18;-1,7883;1,7883
"répétition";22;-1,0422;1,0422
"percher";10;0,6352;-0,6352
"recrue";17;-0,2815;0,2815
"bisou";41;1,4171;-1,4171
"ciel";88;1,2079;-1,2079
"calmer";32;-0,7139;0,7139
"référence";54;0,407;-0,407
"stylé";27;1,8821;-1,8821
"final";179;-1,5306;1,5306
"emji_chat_qui_pleure_de_joie";41;0,2661;-0,2661
"dormir";105;0,2872;-0,2872
"boutique";25;0,5909;-0,5909
"endormir";10;-0,2659;0,2659
"goutte";16;-0,9793;0,9793
"big";21;0,3619;-0,3619
"pharma";18;-1,2757;1,2757
"cultiver";31;0,448;-0,448
"fibre";14;1,0082;-1,0082
"lourd";65;-0,2829;0,2829
"plante";41;0,5217;-0,5217
"conviction";28;-1,4651;1,4651
"durer";50;1,0487;-1,0487
"machin";10;0,6352;-0,6352
"ajouter";103;-1,3247;1,3247
"bâle";23;-0,8398;0,8398
"réchauffer";33;0,4635;-0,4635
"audace";16;0,6593;-0,6593
"métro";34;-1,5085;1,5085
"rentable";21;-1,7568;1,7568
"exploitation";41;-0,4724;0,4724
"création";72;-1,2983;1,2983
"dizaine";85;-0,9464;0,9464
"fantasme";22;-0,7301;0,7301
"m2";14;1,0082;-1,0082
"déconner";20;0,2727;-0,2727
"construire";125;-1,2795;1,2795
"attraper";32;1,2802;-1,2802
"privation";12;0,6417;-0,6417
"présence";57;-1,1176;1,1176
"valaisans";34;1,6037;-1,6037
"sueur";22;-1,0422;1,0422
"futur";123;-0,7483;0,7483
"marque";95;-0,2905;0,2905
"déficit";10;-0,9332;0,9332
"emji_visage_bâillant";41;-1,6815;1,6815
"sexualité";18;1,3839;-1,3839
"lâcher";70;-1,349;1,349
"personnellement";107;0,3678;-0,3678
"comm";21;-0,6264;0,6264
"chauffeur";28;0,5121;-0,5121
"emji_index_pointant_vers_le_haut_peau_claire";11;0,2484;-0,2484
"fm";24;-1,3082;1,3082
"matelas";20;-1,5922;1,5922
"avertissement";10;0,3392;-0,3392
"chemin";109;1,3869;-1,3869
"poil";46;-0,6446;0,6446
"panique";14;0,3871;-0,3871
"allumer";30;0,9853;-0,9853
"rappel";87;-0,5171;0,5171
"programme";91;0,2931;-0,2931
"ems";24;1,3155;-1,3155
"domination";28;-1,8917;1,8917
"directeur";31;0,448;-0,448
"catholique";35;0,8741;-0,8741
"libre";249;-1,4347;1,4347
"suicider";20;-0,5292;0,5292
"emji_biceps_contracté";105;0,6413;-0,6413
"amélioration";21;-1,2891;1,2891
"tranche";23;-0,2338;0,2338
"foie";14;-0,4218;0,4218
"veau";10;1,0649;-1,0649
"emji_coeur_brisé";89;-0,4028;0,4028
"respirer";52;0,8517;-0,8517
"valise";18;-0,8784;0,8784
"masque";31;-1,8904;1,8904
"mai";39;0,8915;-0,8915
"spectacle";36;-0,632;0,632
"cage";16;-0,9793;0,9793
"parodie";10;1,6579;-1,6579
"document";34;-0,6707;0,6707
"er";24;-0,4549;0,4549
"asie";51;-1,5623;1,5623
"accomplir";26;-0,2747;0,2747
"aventure";20;0,9803;-0,9803
"précédent";57;-1,3559;1,3559
"nana";18;1,3839;-1,3839
"inde";29;-0,9219;0,9219
"just";12;0,3644;-0,3644
"for";21;-0,6264;0,6264
"the";72;0,3148;-0,3148
"record";32;1,2802;-1,2802
"voyager";55;0,2623;-0,2623
"harry";17;1,1839;-1,1839
"potter";14;1,4754;-1,4754
"doucement";20;0,9803;-0,9803
"pk";41;0,3797;-0,3797
"one";11;-0,6599;0,6599
"mythe";31;-0,442;0,442
"iran";25;0,253;-0,253
"emji_mains_levées_peau_légèrement_mate";14;0,65;-0,65
"bol";38;-0,3041;0,3041
"coiffeur";13;0,8181;-0,8181
"apres";69;0,3425;-0,3425
"malbouffe";16;1,4227;-1,4227
"publicité";29;-1,2308;1,2308
"plaisanter";18;1,8744;-1,8744
"stupide";67;1,9542;-1,9542
"adresser";21;-0,4067;0,4067
"portée";32;-1,2616;1,2616
"sincèrement";63;0,6622;-0,6622
"dsl";27;-0,7188;0,7188
"agressif";46;-0,357;0,357
"cordialement";15;-0,5242;0,5242
"brillant";31;0,448;-0,448
"constater";113;-0,7308;0,7308
"souris";20;0,6796;-0,6796
"apparence";22;1,7595;-1,7595
"filtre";18;0,9853;-0,9853
"esthétique";18;0,4275;-0,4275
"parier";23;-1,5875;1,5875
"attirer";49;-1,6431;1,6431
"week_end";64;-0,5587;0,5587
"chiotte";11;1,3018;-1,3018
"sang";75;-0,943;0,943
"tricher";13;0,8181;-0,8181
"remplacement";17;0,5318;-0,5318
"étaler";11;1,3018;-1,3018
"bêtise";106;0,326;-0,326
"commission";39;0,2523;-0,2523
"équiper";29;-0,4698;0,4698
"resto";34;0,7554;-0,7554
"hôtel";47;0,3064;-0,3064
"appartement";74;-0,7179;0,7179
"louer";26;-0,4252;0,4252
"étendre";18;-0,5769;0,5769
"culture";247;-1,1125;1,1125
"foi";86;1,8299;-1,8299
"etes";31;0,6315;-0,6315
"incarné";11;0,8254;-0,8254
"emji_globe_tourné_sur_l_afrique_et_l_europe";17;-0,2815;0,2815
"emji_explosion";28;0,9817;-0,9817
"emji_index_pointant_vers_le_haut";27;0,6047;-0,6047
"prier";33;0,8657;-0,8657
"retard";73;-0,4179;0,4179
"incompréhension";12;-0,8024;0,8024
"principal";89;-1,8794;1,8794
"intimité";20;-0,7972;0,7972
"pièce";76;-1,2056;1,2056
"séparer";37;1,4248;-1,4248
"utilité";41;1,4171;-1,4171
"apparement";19;-1,0098;1,0098
"cultivé";21;1,1517;-1,1517
"pitié";81;0,3205;-0,3205
"certitude";22;0,978;-0,978
"persuader";29;0,2873;-0,2873
"suprême";10;-0,5263;0,5263
"croyance";41;0,9004;-0,9004
"aliment";27;0,2704;-0,2704
"peter";13;0,8181;-0,8181
"nez";64;1,1052;-1,1052
"absolu";61;-0,6676;0,6676
"arrogance";30;1,2855;-1,2855
"aveugle";43;-1,0192;1,0192
"stp";64;0,2715;-0,2715
"samedi";71;-0,8393;0,8393
"semaine";300;-1,4173;1,4173
"chaîne";89;-0,4028;0,4028
"otan";20;-0,7972;0,7972
"février";16;0,9941;-0,9941
"alpe";30;-0,3759;0,3759
"fonds";58;-0,9875;0,9875
"camion";62;0,3496;-0,3496
"déverser";19;1,593;-1,593
"dériver";19;-1,0098;1,0098
"tranquillement";21;-0,2476;0,2476
"mesurer";24;-0,6735;0,6735
"agenda";22;-0,7301;0,7301
"cm";14;0,65;-0,65
"logistique";15;-1,8497;1,8497
"station";23;-0,5782;0,5782
"galer";32;-0,9618;0,9618
"veste";25;1,497;-1,497
"gratuitement";39;0,6824;-0,6824
"immédiat";22;-1,4361;1,4361
"trace";29;1,4613;-1,4613
"hitler";11;-0,3609;0,3609
"indéniable";14;-0,4218;0,4218
"innocence";17;0,3215;-0,3215
"confusion";24;-0,4549;0,4549
"crotte";11;1,939;-1,939
"réglementation";10;-0,2659;0,2659
"municipal";12;-0,467;0,467
"coin";72;1,8171;-1,8171
"redevenir";14;0,3871;-0,3871
"emji_visage_effrayé";18;1,8744;-1,8744
"fasciste";34;-1,8955;1,8955
"botte";28;-1,8917;1,8917
"parcourir";10;1,0649;-1,0649
"t_shirt";22;0,2923;-0,2923
"evidemment";16;-0,6349;0,6349
"figure";59;-0,3171;0,3171
"incontournable";10;1,0649;-1,0649
"exact";75;-0,3126;0,3126
"oooh";19;1,593;-1,593
"patrick";12;0,6417;-0,6417
"pendule";14;1,4754;-1,4754
"5g";10;-0,9332;0,9332
"onde";21;1,5531;-1,5531
"joseph";10;1,6579;-1,6579
"installer";111;-0,2892;0,2892
"olympique";11;0,4813;-0,4813
"mega";12;-0,8024;0,8024
"corrompu";17;-1,1247;1,1247
"virer";39;-0,8872;0,8872
"reprendre";113;-0,857;0,857
"emji_visage_en_colère";15;-0,3029;0,3029
"couler";27;-0,334;0,334
"référendum";15;-1,8497;1,8497
"complotistes";15;0,5157;-0,5157
"emji_visage_anxieux_avec_goutte_de_sueur";26;1,686;-1,686
"christophe";12;-0,2458;0,2458
"vosges";11;1,939;-1,939
"cqfd";24;-0,6735;0,6735
"inverse";99;-0,2734;0,2734
"différemment";27;0,4155;-0,4155
"rhétorique";14;-1,6575;1,6575
"plutot";18;-0,5769;0,5769
"pleuvoir";26;0,4965;-0,4965
"supprimer";131;-1,0408;1,0408
"caisse";273;-0,7364;0,7364
"ps";140;-0,3284;0,3284
"irresponsable";16;-0,3858;0,3858
"milieu";130;0,3601;-0,3601
"bar";25;1,497;-1,497
"proximité";22;-0,4892;0,4892
"relativement";22;-0,4892;0,4892
"matériel";102;-1,0827;1,0827
"incompréhensible";23;-0,5782;0,5782
"contraindre";13;-0,3287;0,3287
"culot";17;-1,1247;1,1247
"barre";44;-1,7059;1,7059
"réfugier";15;-1,2718;1,2718
"étape";36;-0,4577;0,4577
"waouh";16;1,9579;-1,9579
"série";78;-1,163;1,163
"revue";15;0,5157;-0,5157
"ambitieux";10;-0,2659;0,2659
"générique";12;1,0302;-1,0302
"coller";76;-0,2685;0,2685
"emji_feuille";22;0,978;-0,978
"rater";49;0,9368;-0,9368
"emji_visage_avec_un_monocle";96;0,3548;-0,3548
"skieur";11;0,8254;-0,8254
"coco";20;0,9803;-0,9803
"emji_femme_qui_hausse_les_épaules_peau_claire";40;-0,9804;0,9804
"caillou";25;-0,3551;0,3551
"là_dessus";20;-0,7972;0,7972
"reflet";12;-0,2458;0,2458
"rigolade";10;1,0649;-1,0649
"bande";127;-0,71;0,71
"planète";172;-0,3221;0,3221
"sortie";97;-0,4413;0,4413
"emji_visage_sans_expression";46;-0,2537;0,2537
"péter";44;-0,2649;0,2649
"dixit";14;-0,2292;0,2292
"peace";17;-1,1247;1,1247
"habillement";13;-0,3287;0,3287
"tjrs";72;1,1389;-1,1389
"emji_v_de_la_victoire";40;1,0127;-1,0127
"hésiter";64;-0,3327;0,3327
"essai";14;-0,4218;0,4218
"fermé";14;1,4754;-1,4754
"emji_visage_confus";27;1,4771;-1,4771
"arnaque";22;-0,4892;0,4892
"bourgeois";70;-1,349;1,349
"bein";25;0,253;-0,253
"divorce";35;-0,3947;0,3947
"idéal";50;-0,3268;0,3268
"revanche";61;-0,5252;0,5252
"mépris";48;1,0411;-1,0411
"régression";10;0,3392;-0,3392
"aisé";26;-1,5922;1,5922
"authenticité";12;0,6417;-0,6417
"ouvert";33;-1,7555;1,7555
"préoccuper";26;-0,8813;0,8813
"séparation";14;-0,4218;0,4218
"exagérer";35;0,6574;-0,6574
"patriarcat";39;1,4203;-1,4203
"apaiser";14;1,0082;-1,0082
"viable";13;-1,4691;1,4691
"bizarrement";48;-0,7935;0,7935
"emji_symbole_de_paix";11;0,2484;-0,2484
"détacher";13;0,275;-0,275
"comporter";52;0,6739;-0,6739
"raciste";297;1,4158;-1,4158
"correspondre";48;-0,7935;0,7935
"démonter";18;-0,5769;0,5769
"yes";13;0,275;-0,275
"batterie";22;0,6902;-0,6902
"canon";39;-1,1418;1,1418
"iii";11;1,3018;-1,3018
"gay";19;1,1651;-1,1651
"ahh";18;0,9853;-0,9853
"avancer";122;-1,4161;1,4161
"grenoble";10;0,6352;-0,6352
"balai";11;0,8254;-0,8254
"life";15;1,2102;-1,2102
"racisme";227;0,6483;-0,6483
"interessant";10;-0,2659;0,2659
"rapide";74;0,8007;-0,8007
"geneve";40;0,4398;-0,4398
"mcdo";15;0,8156;-0,8156
"compléter";12;0,3644;-0,3644
"restaurateur";19;-1,0098;1,0098
"grandeur";14;-0,7076;0,7076
"dissuader";13;-0,9525;0,9525
"accro";12;0,3644;-0,3644
"déguiser";36;-1,4114;1,4114
"réveil";18;0,6692;-0,6692
"optimiste";13;0,4989;-0,4989
"litre";16;0,2301;-0,2301
"porno";16;0,408;-0,408
"féminisme";84;-1,2333;1,2333
"défaut";43;-1,0192;1,0192
"stade";72;1,3439;-1,3439
"nyon";10;1,0649;-1,0649
"mars";23;0,8289;-0,8289
"acteur";112;0,5215;-0,5215
"sévère";16;0,6593;-0,6593
"sérénité";16;1,4227;-1,4227
"fatiguer";69;-0,57;0,57
"contraire";301;-0,5265;0,5265
"adhérer";23;-0,8398;0,8398
"dictionnaire";16;0,408;-0,408
"champignon";32;0,7445;-0,7445
"bureau";59;1,6854;-1,6854
"zoo";12;-1,2851;1,2851
"midi";70;0,5054;-0,5054
"bistrot";14;1,4754;-1,4754
"publicitaire";11;0,4813;-0,4813
"marseille";10;1,0649;-1,0649
"festival";45;0,4079;-0,4079
"musicien";11;0,4813;-0,4813
"pointe";27;1,1318;-1,1318
"griller";16;0,408;-0,408
"crayon";11;1,3018;-1,3018
"grands_parents";22;1,3325;-1,3325
"generation";11;1,3018;-1,3018
"splendeur";36;-0,4577;0,4577
"pic";17;-0,7532;0,7532
"obéir";12;-0,2458;0,2458
"barrer";20;-0,7972;0,7972
"décoller";10;1,6579;-1,6579
"corriger";46;-1,0574;1,0574
"emji_homme_qui_hausse_les_épaules_peau_claire";51;0,7538;-0,7538
"surveillance";15;-0,3029;0,3029
"contact";31;0,3037;-0,3037
"occident";53;-1,2252;1,2252
"cohérent";32;-1,6188;1,6188
"troisième";36;-0,3196;0,3196
"fiscalement";12;-1,9691;1,9691
"smartphones";19;1,1651;-1,1651
"effrayant";23;0,5768;-0,5768
"succès";45;-0,7542;0,7542
"wtf";17;-0,4774;0,4774
"emji_points_d_exclamation_et_d_interrogation";10;-1,5432;1,5432
"icône";18;-0,5769;0,5769
"deviner";30;-0,2468;0,2468
"caricature";11;-0,3609;0,3609
"étrange";41;-0,4724;0,4724
"odeur";52;0,8517;-0,8517
"féliciter";35;-1,2931;1,2931
"porc";16;0,6593;-0,6593
"fée";18;0,6692;-0,6692
"naïveté";20;0,2727;-0,2727
"dead";14;1,0082;-1,0082
"rajouter";54;-0,5353;0,5353
"près_de";55;0,4744;-0,4744
"pratiquement";48;0,8306;-0,8306
"entrée";59;-0,8697;0,8697
"piger";22;0,978;-0,978
"vague";45;1,414;-1,414
"connait";36;0,2832;-0,2832
"trait";12;1,5492;-1,5492
"preneur";13;0,4989;-0,4989
"aller_retour";10;-0,5263;0,5263
"abordable";19;-0,6837;0,6837
"patin";11;0,8254;-0,8254
"abeille";18;0,6692;-0,6692
"ons";16;-0,9793;0,9793
"génétique";16;-0,9793;0,9793
"reproduire";38;0,7771;-0,7771
"modèle";65;-0,6158;0,6158
"aspirer";15;0,2992;-0,2992
"emji_visage_sans_bouche";12;0,6417;-0,6417
"déprimer";17;0,8163;-0,8163
"jeudi";18;1,3839;-1,3839
"vitre";14;-0,2292;0,2292
"entrain";43;-0,7945;0,7945
"indispensable";38;1,9305;-1,9305
"admiration";14;-0,2292;0,2292
"piloter";11;0,2484;-0,2484
"piqûre";12;-0,2458;0,2458
"empire";33;-1,0681;1,0681
"restriction";25;-1,4481;1,4481
"nommer";49;0,5755;-0,5755
"ignorance";77;0,6073;-0,6073
"insoutenable";10;-0,9332;0,9332
"indifférence";14;-1,1092;1,1092
"entendeur";14;-0,2292;0,2292
"croissance";33;-0,5896;0,5896
"freiner";20;-1,1468;1,1468
"sable";19;0,3423;-0,3423
"miss";19;0,8191;-0,8191
"paléo";12;1,5492;-1,5492
"rang";13;0,4989;-0,4989
"mardi";12;0,3644;-0,3644
"maths";26;0,329;-0,329
"composition";18;0,6692;-0,6692
"taré";13;1,2475;-1,2475
"coute";12;-1,2851;1,2851
"renens";10;-0,9332;0,9332
"marc";12;0,3644;-0,3644
"sacrifice";14;0,65;-0,65
"empoisonner";28;0,7227;-0,7227
"genial";14;1,0082;-1,0082
"nest";12;0,6417;-0,6417
"promettre";59;-1,8408;1,8408
"ouai";52;-0,5596;0,5596
"wagon";22;1,7595;-1,7595
"restaurant";74;-0,4629;0,4629
"casque";85;-0,6548;0,6548
"lauser_utilisateurice";10;-0,5263;0,5263
"balcon";32;-0,7139;0,7139
"égoïsme";15;1,2102;-1,2102
"passif";19;-1,0098;1,0098
"gras";28;-0,3991;0,3991
"tabac";26;-0,2747;0,2747
"déplorable";19;-0,6837;0,6837
"interdiction";58;-0,9875;0,9875
"récemment";41;-0,6379;0,6379
"quai";14;0,3871;-0,3871
"secours";26;0,9791;-0,9791
"éloigner";28;1,2927;-1,2927
"punition";20;0,446;-0,446
"travers";96;-0,6042;0,6042
"fascinant";21;1,5531;-1,5531
"décembre";32;0,2529;-0,2529
"ironique";22;-0,4892;0,4892
"inscrire";62;0,3496;-0,3496
"emji_visage_endormi";33;0,4635;-0,4635
"stage";20;0,446;-0,446
"accueillant";13;0,275;-0,275
"votations";23;-1,5875;1,5875
"emji_femme_avec_la_paume_sur_le_visage_peau_moyennement_claire";31;0,6315;-0,6315
"proprement";10;0,3392;-0,3392
"kit";11;0,4813;-0,4813
"trottinette";46;-1,3168;1,3168
"renverser";14;-0,7076;0,7076
"polluant";14;0,3871;-0,3871
"solaire";40;1,2739;-1,2739
"équilibre";57;0,3703;-0,3703
"stratégique";20;-1,1468;1,1468
"dispositif";14;-1,1092;1,1092
"silencieux";24;-1,3082;1,3082
"bruyant";18;-0,3562;0,3562
"man";11;0,4813;-0,4813
"tueur";15;-0,3029;0,3029
"malsain";27;0,6047;-0,6047
"consultation";15;-1,8497;1,8497
"portefeuille";12;-0,8024;0,8024
"faiblesse";19;-1,0098;1,0098
"parfum";35;-0,5557;0,5557
"emji_main_avec_index_pointant_à_droite";39;1,7436;-1,7436
"satisfaction";11;-0,6599;0,6599
