"";"banalfreq";"X.rts_a";"X.rts_i"
"condescendant";17;0,3868;-0,3868
"patriarcal";22;-0,2472;0,2472
"parfaire";81;0,7144;-0,7144
"honte";292;-1,7846;1,7846
"rente";22;-1,266;1,266
"retraite";141;-1,3855;1,3855
"combat";97;-0,2858;0,2858
"lit";48;-1,0221;1,0221
"21";28;0,287;-0,287
"h";88;-1,409;1,409
"épuiser";26;-0,7444;0,7444
"forme";162;-0,5654;0,5654
"parfait";54;0,702;-0,702
"marathon";22;0,5586;-0,5586
"glisser";21;0,9568;-0,9568
"masculin";55;0,989;-0,989
"épreuve";14;0,4541;-0,4541
"officiellement";15;0,3576;-0,3576
"morges";11;-1,0022;1,0022
"domestique";62;-0,6975;0,6975
"surprise";61;-1,4466;1,4466
"inconnu";39;1,3594;-1,3594
"schéma";20;-0,4423;0,4423
"extrêmement";89;-0,4239;0,4239
"différent";187;1,2572;-1,2572
"conjoint";28;-1,2715;1,2715
"parvenir";14;-0,3585;0,3585
"agresser";36;0,2533;-0,2533
"multiple";35;-0,303;0,303
"emji_visage_avec_des_symboles_dans_la_bouche";89;-1,713;1,713
"ride";10;0,7134;-0,7134
"emji_visage_épuisé";35;-1,093;1,093
"sentiment";61;1,0403;-1,0403
"colère";30;-0,6291;0,6291
"survivre";72;0,3541;-0,3541
"coach";18;0,3091;-0,3091
"abe";31;-1,2804;1,2804
"étonnant";89;-1,4873;1,4873
"zombie";10;-0,2265;0,2265
"décider";156;-1,4972;1,4972
"rigolo";21;0,6673;-0,6673
"tuer";260;-0,2807;0,2807
"contemporain";12;1,1454;-1,1454
"top";126;0,6446;-0,6446
"désolé";111;0,9573;-0,9573
"terrifiant";12;1,1454;-1,1454
"ch";49;-1,6704;1,6704
"pub";67;-1,0386;1,0386
"variété";14;1,131;-1,131
"go";14;-0,3585;0,3585
"emji_visage_avec_un_doigt_sur_la_bouche";28;0,8653;-0,8653
"emji_visage_souriant_avec_auréole";44;0,7888;-0,7888
"emji_visage_avec_fumée_sortant_des_narines";60;-1,3552;1,3552
"emji_biceps_contracté_peau_moyennement_claire";10;0,7134;-0,7134
"gâcher";14;0,7437;-0,7437
"surpoids";16;0,7604;-0,7604
"neurone";28;-0,3155;0,3155
"connecter";16;1,1243;-1,1243
"bientôt";132;-1,161;1,161
"concours";54;1,8663;-1,8663
"dose";38;0,272;-0,272
"championnat";19;1,7802;-1,7802
"sonner";14;1,131;-1,131
"quasi";67;-0,4294;0,4294
"largement";91;-1,887;1,887
"remplacer";111;-0,2752;0,2752
"critiquer";129;-0,9942;0,9942
"bourrer";13;0,5752;-0,5752
"malin";42;0,3091;-0,3091
"poids";68;0,4227;-0,4227
"publication";65;-1,3106;1,3106
"indiquer";40;-0,6026;0,6026
"23";14;-0,3585;0,3585
"énorme";120;-0,396;0,396
"base";277;-1,6834;1,6834
"çà";26;0,8477;-0,8477
"chercher";376;-0,3684;0,3684
"complet";71;0,5033;-0,5033
"église";37;1,6719;-1,6719
"terrasse";27;-1,1513;1,1513
"emji_visage_avec_les_sourcils_relevés";41;-0,5008;0,5008
"emji_visage_souriant_avec_de_grands_yeux";37;1,6719;-1,6719
"genevois";79;-0,5242;0,5242
"promener";26;0,2646;-0,2646
"fribourgeois";11;-0,5839;0,5839
"pardon";52;-0,3091;0,3091
"généraliser";33;1,6729;-1,6729
"matière";80;-0,4583;0,4583
"utile";123;-0,4139;0,4139
"plier";19;-1,2737;1,2737
"vêtement";96;-1,2106;1,2106
"rôle";105;-1,4693;1,4693
"profession";25;-0,6509;0,6509
"coudre";15;1,8856;-1,8856
"repasser";12;0,7278;-0,7278
"insister";18;0,3091;-0,3091
"nécessité";21;-1,1331;1,1331
"secondaire";23;0,2967;-0,2967
"près";60;0,3582;-0,3582
"avenir";98;-1,553;1,553
"terminer";82;-0,2675;0,2675
"totalement";216;-0,8976;0,8976
"corps";191;-0,3463;0,3463
"tenir";211;1,1806;-1,1806
"formation";100;-1,3034;1,3034
"lutter";51;0,3351;-0,3351
"soulever";32;-0,2735;0,2735
"systématiquement";36;-1,1975;1,1975
"mécanique";30;1,1638;-1,1638
"fréquenter";25;-0,282;0,282
"emji_mains_en_prière_peau_moyennement_claire";24;0,8301;-0,8301
"hey";21;0,4409;-0,4409
"compagnie";79;1,0072;-1,0072
"retraité";30;0,3089;-0,3089
"emji_homme_qui_hausse_les_épaules_peau_moyennement_claire";13;1,9712;-1,9712
"traîner";30;0,8828;-0,8828
"récent";34;-0,2557;0,2557
"guy";24;1,1362;-1,1362
"pierre";41;-0,6744;0,6744
"indépendance";19;0,2459;-0,2459
"peser";17;-1,452;1,452
"développement";39;-1,5312;1,5312
"ados";31;1,0245;-1,0245
"rentrer";197;0,6831;-0,6831
"épisode";27;-0,2615;0,2615
"occasion";65;-0,5765;0,5765
"fan";51;0,7605;-0,7605
"renseigner";139;-1,9819;1,9819
"extra";20;-0,2684;0,2684
"rejoindre";44;-0,2761;0,2761
"issue";26;-0,3407;0,3407
"voici";36;0,7107;-0,7107
"production";56;-1,7993;1,7993
"imiter";12;0,4239;-0,4239
"cruel";19;0,6453;-0,6453
"contexte";85;1,6501;-1,6501
"égo";16;0,7604;-0,7604
"attacher";18;0,7776;-0,7776
"annonce";37;0,3189;-0,3189
"bref";244;-0,2954;0,2954
"dépendance";18;-1,1319;1,1319
"personnage";47;0,3006;-0,3006
"difficile";227;0,6927;-0,6927
"expression";133;0,3844;-0,3844
"telle";75;-0,5729;0,5729
"piquer";43;0,3772;-0,3772
"folie";36;0,7107;-0,7107
"lequel";66;-0,4987;0,4987
"vent";37;0,3189;-0,3189
"emji_tête_qui_explose";46;-0,4991;0,4991
"ère";24;0,5821;-0,5821
"industriel";42;-0,4136;0,4136
"réfléchir";227;-1,2623;1,2623
"avortement";13;-0,5071;0,5071
"préserver";35;-0,6138;0,6138
"interrompre";10;0,391;-0,391
"sécuriser";16;-0,3226;0,3226
"désastreux";16;-0,3226;0,3226
"dramatique";20;0,5342;-0,5342
"opération";29;-1,0534;1,0534
"enceinte";18;0,5089;-0,5089
"emji_visage_blasé";41;0,358;-0,358
"49";10;1,1722;-1,1722
"wow";69;1,5416;-1,5416
"siège";36;-1,9088;1,9088
"philippe";12;0,7278;-0,7278
"tres";64;0,3905;-0,3905
"jean";54;-0,8607;0,8607
"fr";31;0,7698;-0,7698
"sûrement";207;1,5343;-1,5343
"exact";58;-0,2636;0,2636
"pompe";14;0,7437;-0,7437
"déchet";64;-1,2263;1,2263
"quitter";122;-1,0355;1,0355
"grain";11;0,9219;-0,9219
"poussière";11;-0,3099;0,3099
"perspective";24;0,8301;-0,8301
"instagram";69;1,1072;-1,1072
"processus";22;-1,266;1,266
"similaire";38;0,545;-0,545
"former";66;-0,3861;0,3861
"bizarre";89;0,9273;-0,9273
"elon";18;-1,1319;1,1319
"musk";20;-1,42;1,42
"déjeuner";28;0,627;-0,627
"anniversaire";21;0,6673;-0,6673
"mince";36;-1,5251;1,5251
"complètement";211;0,8611;-0,8611
"émotion";70;1,0205;-1,0205
"énormément";101;-0,3333;0,3333
"demain";70;-1,2724;1,2724
"frustration";25;-0,282;0,282
"déposer";29;0,5369;-0,5369
"japon";25;-0,6509;0,6509
"immense";61;-0,2853;0,2853
"préparer";72;0,3541;-0,3541
"emji_jeune_pousse";13;0,9223;-0,9223
"volonté";76;-0,7668;0,7668
"olivier";13;1,9712;-1,9712
"champ";35;1,054;-1,054
"cheval";27;0,996;-0,996
"2020";19;0,6453;-0,6453
"expérience";109;1,2505;-1,2505
"garder";338;1,516;-1,516
"soulager";14;-0,3585;0,3585
"installation";12;0,218;-0,218
"notamment";99;-1,2342;1,2342
"septembre";27;0,5141;-0,5141
"brigitte";32;-0,5822;0,5822
"spécialiser";19;-1,7796;1,7796
"fabrication";16;-0,3226;0,3226
"réserver";40;-1,6487;1,6487
"entourage";30;0,3089;-0,3089
"supporter";101;1,7608;-1,7608
"liquide";14;-0,3585;0,3585
"emprunter";11;-0,3099;0,3099
"propriétaire";59;-0,4015;0,4015
"instant";56;0,5663;-0,5663
"emji_visage_avec_un_sourire_malin";94;0,7534;-0,7534
"business";47;-1,1782;1,1782
"etre";134;0,701;-0,701
"covid";70;1,2157;-1,2157
"19";51;0,4523;-0,4523
"virus";20;-0,4423;0,4423
"multiplier";20;1,1248;-1,1248
"sanitaire";20;-1,0047;1,0047
"plan";62;-0,8684;0,8684
"entrer";72;-0,4326;0,4326
"phase";33;0,581;-0,581
"grippe";17;-0,4022;0,4022
"saisonnier";12;0,218;-0,218
"abus";37;-1,0156;1,0156
"lointain";21;1,3149;-1,3149
"équilibré";33;-0,6606;0,6606
"décennie";77;0,2649;-0,2649
"isoler";16;1,1243;-1,1243
"détresse";28;-1,6672;1,6672
"transmettre";68;1,0035;-1,0035
"collègue";57;0,3862;-0,3862
"israël";30;-1,9514;1,9514
"affirmer";69;-1,4183;1,4183
"fake";30;-1,9514;1,9514
"code";57;-1,3344;1,3344
"journalistique";15;-1,6878;1,6878
"contaminer";14;0,4541;-0,4541
"sauf";267;0,2829;-0,2829
"risquer";27;-0,8429;0,8429
"lorsqu";120;-1,7804;1,7804
"tenue";62;0,4874;-0,4874
"cohésion";10;-0,2265;0,2265
"stabilité";17;-1,452;1,452
"populaire";45;-1,2535;1,2535
"poster";40;0,4132;-0,4132
"ranger";17;1,8246;-1,8246
"chambre";30;-0,4391;0,4391
"néanmoins";20;0,3364;-0,3364
"ducoup";36;-1,9088;1,9088
"emji_ok_peau_claire";10;-0,4634;0,4634
"prouver";163;-0,4407;0,4407
"efficacité";19;-1,2737;1,2737
"utilisation";53;-0,4712;0,4712
"tordre";33;0,4119;-0,4119
"pondre";13;-0,2772;0,2772
"jugement";61;-0,4982;0,4982
"impacte";11;-0,3099;0,3099
"porteur";12;1,6952;-1,6952
"sanctionner";21;-1,1331;1,1331
"fumeur";67;0,9047;-0,9047
"obèse";13;0,9223;-0,9223
"saisir";26;-0,5155;0,5155
"nuance";42;-1,2342;1,2342
"balade";12;-0,7129;0,7129
"dangereux";157;-0,3432;0,3432
"projeter";21;0,9568;-0,9568
"rouge";79;0,5688;-0,5688
"cave";15;1,3519;-1,3519
"tempête";22;-0,9018;0,9018
"arracher";13;0,5752;-0,5752
"concevoir";22;-0,9018;0,9018
"gare";64;0,295;-0,295
"accoucher";15;-0,4486;0,4486
"vevey";10;-0,2265;0,2265
"visite";22;1,5145;-1,5145
"déplacer";90;-1,5674;1,5674
"raser";19;-0,3642;0,3642
"centaine";67;-1,0386;1,0386
"large";31;-0,3481;0,3481
"kilomètre";20;0,3364;-0,3364
"toit";33;0,4119;-0,4119
"panneau";25;0,4905;-0,4905
"routier";26;-1,3961;1,3961
"direction";44;-0,5304;0,5304
"fenêtre";41;-1,4286;1,4286
"voisin";172;1,9813;-1,9813
"idem";49;1,4142;-1,4142
"portrait";11;0,5498;-0,5498
"délinquance";11;-0,3099;0,3099
"bouger";114;-0,7514;0,7514
"voleur";61;1,2524;-1,2524
"taff";33;-1,5221;1,5221
"retenir";75;1,1565;-1,1565
"debile";11;1,4283;-1,4283
"actuellement";138;0,3773;-0,3773
"démuni";13;-1,3363;1,3363
"discours";192;0,3982;-0,3982
"nouvel";28;-0,9459;0,9459
"moquerie";27;0,3445;-0,3445
"cependant";67;0,3637;-0,3637
"quasiment";63;-0,2714;0,2714
"bienvenu";10;-0,2265;0,2265
"campagne";126;-0,4319;0,4319
"miroir";16;0,4822;-0,4822
"attribuer";28;-0,9459;0,9459
"hiver";77;0,441;-0,441
"météo";26;-0,3407;0,3407
"emji_cotillons";10;0,7134;-0,7134
"taille";57;0,5069;-0,5069
"36";21;0,4409;-0,4409
"préparation";13;-0,2772;0,2772
"repousser";13;-1,3363;1,3363
"répétition";21;-0,79;0,79
"250";14;-0,3585;0,3585
"fromage";46;1,5388;-1,5388
"recrue";15;-0,251;0,251
"bisou";35;1,341;-1,341
"ciel";67;0,5952;-0,5952
"suffisamment";47;-1,7749;1,7749
"pleurer";94;1,4035;-1,4035
"calmer";27;-0,8429;0,8429
"référence";49;0,4338;-0,4338
"hahaha";34;-0,3797;0,3797
"héros";18;-0,4893;0,4893
"emji_pouce_vers_le_haut_peau_claire";53;-0,2553;0,2553
"final";162;-1,5414;1,5414
"dormir";68;-0,4753;0,4753
"octobre";26;-1,3961;1,3961
"boutique";21;0,2717;-0,2717
"endormir";11;0,2923;-0,2923
"goutte";15;-1,1405;1,1405
"7h";12;-0,4038;0,4038
"big";15;-0,4486;0,4486
"pharma";17;-0,9949;0,9949
"cultiver";28;0,627;-0,627
"fibre";14;1,131;-1,131
"lourd";53;-0,3517;0,3517
"bernard";28;-0,6827;0,6827
"plante";36;0,524;-0,524
"conviction";27;-1,5299;1,5299
"7";162;-1,3849;1,3849
"ajouter";90;-1,1629;1,1629
"bâle";21;-0,79;0,79
"réchauffer";30;0,3089;-0,3089
"audace";11;0,5498;-0,5498
"métro";31;-1,2804;1,2804
"rentable";20;-1,42;1,42
"exploitation";38;0,272;-0,272
"création";41;0,4957;-0,4957
"nôtre";27;1,3154;-1,3154
"dizaine";55;0,6312;-0,6312
"fantasme";21;-0,79;0,79
"précieux";35;0,4334;-0,4334
"attraper";25;0,9823;-0,9823
"fonder";40;-1,3204;1,3204
"présence";47;-0,4167;0,4167
"solidarité";43;-1,3365;1,3365
"millier";105;-1,109;1,109
"futur";112;-0,5513;0,5513
"marque";66;-1,1683;1,1683
"déficit";10;-0,8433;0,8433
"emji_visage_bâillant";35;-0,8301;0,8301
"sexualité";18;1,5519;-1,5519
"lâcher";49;-0,8834;0,8834
"personnellement";98;-0,3154;0,3154
"comm";18;-0,4893;0,4893
"tradition";52;0,3997;-0,3997
"fm";24;-1,1402;1,1402
"matelas";18;-1,614;1,614
"message";146;-1,2167;1,2167
"avertissement";10;0,391;-0,391
"humour";57;1,0062;-1,0062
"chemin";97;1,5247;-1,5247
"poil";40;-0,8009;0,8009
"programme";79;1,0072;-1,0072
"ems";23;1,3123;-1,3123
"domination";26;-1,8372;1,8372
"directeur";30;0,4584;-0,4584
"catholique";30;0,6486;-0,6486
"libre";208;-0,6123;0,6123
"suicider";19;-0,3642;0,3642
"informer";104;-1,0473;1,0473
"mien";29;1,6825;-1,6825
"respirer";51;1,1757;-1,1757
"masque";19;-0,8814;0,8814
"fumer";126;1,4672;-1,4672
"document";21;0,2717;-0,2717
"emji_pouce_vers_le_haut_peau_moyennement_claire";12;0,7278;-0,7278
"2002";10;1,7962;-1,7962
"rempli";23;0,6886;-0,6886
"retour";141;-0,3051;0,3051
"accomplir";21;-0,527;0,527
"précédent";52;-0,7182;0,7182
"tandis_que";35;-1,4069;1,4069
"classique";29;0,3675;-0,3675
"aventure";14;0,4541;-0,4541
"nana";14;1,131;-1,131
"inde";20;-1,42;1,42
"voyager";54;0,3094;-0,3094
"harry";16;1,1243;-1,1243
"potter";13;1,3817;-1,3817
"doucement";17;0,9354;-0,9354
"impressionnant";37;0,6232;-0,6232
"pk";37;0,3189;-0,3189
"mythe";27;-0,5965;0,5965
"jusqu";41;1,3695;-1,3695
"apres";54;0,702;-0,702
"malbouffe";13;1,3817;-1,3817
"votation";32;-1,7886;1,7886
"publicité";22;-0,9018;0,9018
"plaindre";246;-0,7999;0,7999
"plaisanter";14;1,6289;-1,6289
"adresser";20;-0,4423;0,4423
"portée";25;-0,4397;0,4397
"excuse";42;-1,5397;1,5397
"sincèrement";57;0,5069;-0,5069
"dsl";12;-0,4038;0,4038
"agressif";35;0,4334;-0,4334
"cordialement";15;-0,4486;0,4486
"remarque";13;1,9712;-1,9712
"brillant";22;-0,2472;0,2472
"constater";100;0,2989;-0,2989
"souris";19;0,6453;-0,6453
"apparence";21;1,7473;-1,7473
"filtre";14;1,131;-1,131
"esthétique";18;0,5089;-0,5089
"couverture";20;-1,42;1,42
"mensonge";36;-1,9088;1,9088
"objet";108;-1,4918;1,4918
"haut";250;-0,8524;0,8524
"parier";19;-0,8814;0,8814
"attirer";44;-1,1565;1,1565
"règle";186;-0,7111;0,7111
"sang";49;-0,3933;0,3933
"emji_visage_souriant_avec_une_larme";100;0,675;-0,675
"resto";31;0,5592;-0,5592
"hôtel";32;-0,5822;0,5822
"appartement";58;-1,7062;1,7062
"louer";19;-0,3642;0,3642
"disposition";29;-1,8078;1,8078
"étendre";14;-0,6187;0,6187
"etes";22;-0,2472;0,2472
"ignorer";74;-1,377;1,377
"remercier";49;-0,5275;0,5275
"retard";64;-0,4055;0,4055
"incompréhension";10;-0,8433;0,8433
"invention";27;0,73;-0,73
"principal";71;-0,7761;0,7761
"nettoyage";20;-0,6837;0,6837
"utilité";26;0,6048;-0,6048
"détourner";30;-1,5232;1,5232
"apparement";14;-0,6187;0,6187
"cultivé";19;1,7802;-1,7802
"pitié";62;0,6206;-0,6206
"emji_visage_qui_tire_la_langue_et_fait_un_clin_d_oeil";40;1,2234;-1,2234
"elle_même";24;-0,3696;0,3696
"persuader";28;0,4354;-0,4354
"détenir";23;-1,8816;1,8816
"aliment";27;-0,2615;0,2615
"certaines";261;-1,0777;1,0777
"usage";68;-1,8489;1,8489
"nez";52;0,5292;-0,5292
"absolu";41;-0,8847;0,8847
"aïe";24;0,8301;-0,8301
"chacune";11;0,9219;-0,9219
"pseudo";43;0,3772;-0,3772
"arrogance";27;1,3154;-1,3154
"aveugle";30;-0,6291;0,6291
"certitude";18;0,7776;-0,7776
"sien";12;0,4239;-0,4239
"semaine";266;-1,075;1,075
"alpe";22;-0,4031;0,4031
"autorité";58;-0,6102;0,6102
"chaux";11;1,4283;-1,4283
"fonds";48;-1,2733;1,2733
"camion";54;0,702;-0,702
"dériver";15;-0,4486;0,4486
"tranquillement";18;-0,2931;0,2931
"samedi";48;-0,6231;0,6231
"mesurer";23;-0,7145;0,7145
"chaîne";77;0,441;-0,441
"joyeux";45;1,6864;-1,6864
"bordel";55;-0,3333;0,3333
"agenda";19;-0,3642;0,3642
"45";49;-0,8834;0,8834
"150";19;-0,8814;0,8814
"logistique";15;-1,6878;1,6878
"emji_coeur_blanc";12;1,1454;-1,1454
"85";10;0,391;-0,391
"ski";65;1,0739;-1,0739
"station";21;-0,79;0,79
"galer";32;-0,8022;0,8022
"spontané";14;1,6289;-1,6289
"gratuitement";39;0,846;-0,846
"immédiat";16;-0,5466;0,5466
"autour";133;-0,2857;0,2857
"trace";25;0,9823;-0,9823
"don";45;-1,5501;1,5501
"indéniable";10;0,391;-0,391
"voire";66;-0,4987;0,4987
"innocence";14;0,2503;-0,2503
"confusion";18;-0,4893;0,4893
"emji_mains_en_prière_peau_claire";71;0,7748;-0,7748
"nettoyer";38;0,3929;-0,3929
"balayer";10;0,7134;-0,7134
"punaise";19;1,3213;-1,3213
"bêtise";96;0,644;-0,644
"coin";62;1,1515;-1,1515
"certaine";80;-0,2795;0,2795
"redevenir";13;0,5752;-0,5752
"fasciste";17;-0,2294;0,2294
"botte";19;-1,7796;1,7796
"parcourir";10;1,1722;-1,1722
"île";21;-0,527;0,527
"mille";49;-0,8834;0,8834
"evidemment";14;-0,3585;0,3585
"figure";43;0,5158;-0,5158
"gaspillage";23;-1,4032;1,4032
"pendule";10;1,1722;-1,1722
"5g";10;-0,8433;0,8433
"onde";21;1,7473;-1,7473
"résultat";211;-1,79;1,79
"creuser";34;-1,292;1,292
"olympique";10;0,391;-0,391
"virer";34;-0,5407;0,5407
"reprendre";70;0,4388;-0,4388
"rigoler";64;1,903;-1,903
"couler";21;-0,3324;0,3324
"référendum";13;-1,3363;1,3363
"inverse";94;0,3359;-0,3359
"différemment";23;0,4661;-0,4661
"plutot";13;-0,8492;0,8492
"pleuvoir";13;0,3263;-0,3263
"ps";95;-0,9754;0,9754
"irresponsable";14;0,2503;-0,2503
"milieu";103;0,5321;-0,5321
"bar";22;1,1295;-1,1295
"proximité";20;-0,4423;0,4423
"relativement";22;-0,4031;0,4031
"matériel";78;0,3987;-0,3987
"2022";39;-0,9466;0,9466
"content";172;0,4962;-0,4962
"contraindre";12;0,218;-0,218
"barre";31;-1,2804;1,2804
"vache";44;1,2496;-1,2496
"cloche";13;1,9712;-1,9712
"indépendant";48;-0,8062;0,8062
"série";63;-1,1444;1,1444
"coller";60;0,2657;-0,2657
"rater";23;-0,3054;0,3054
"emji_femme_qui_hausse_les_épaules_peau_claire";36;-0,921;0,921
"telles";20;1,5298;-1,5298
"chaussure";13;0,3263;-0,3263
"emji_personne_avec_la_paume_sur_le_visage";58;-0,2636;0,2636
"reflet";10;-0,2265;0,2265
"savoyard";15;0,3576;-0,3576
"planète";153;0,358;-0,358
"sortie";72;-0,4326;0,4326
"emji_visage_sans_expression";36;-1,1975;1,1975
"lover";10;-0,2265;0,2265
"habillement";13;-0,2772;0,2772
"tjrs";54;0,5478;-0,5478
"fatigant";10;0,391;-0,391
"parceque";24;1,5043;-1,5043
"emji_v_de_la_victoire";24;0,3876;-0,3876
"hésiter";52;0,863;-0,863
"évolué";10;1,7962;-1,7962
"présent";114;0,3835;-0,3835
"essai";13;-0,5071;0,5071
"fermé";14;1,6289;-1,6289
"emji_visage_confus";24;1,9392;-1,9392
"arnaque";19;-0,5833;0,5833
"acquérir";33;-0,3243;0,3243
"bourgeois";54;-0,8607;0,8607
"bein";21;0,2717;-0,2717
"divorce";34;-0,3797;0,3797
"idéal";41;0,358;-0,358
"revanche";54;-0,2928;0,2928
"mienne";18;0,5089;-0,5089
"mépris";43;1,1144;-1,1144
"aisé";26;-1,3961;1,3961
"ouvert";31;-1,2804;1,2804
"préoccuper";20;-0,2684;0,2684
"séparation";11;0,2923;-0,2923
"exagérer";31;0,5592;-0,5592
"épanouir";12;0,7278;-0,7278
"patriarcat";36;1,1982;-1,1982
"apaiser";13;0,9223;-0,9223
"viable";13;-1,3363;1,3363
"détacher";11;0,2923;-0,2923
"laquelle";78;-0,3775;0,3775
"impliquer";51;-1,8947;1,8947
"construire";97;-0,7937;0,7937
"correspondre";42;-0,5648;0,5648
"mener";78;-1,4821;1,4821
"communication";29;-1,3956;1,3956
"diriger";45;-0,9971;0,9971
"uns";46;0,8076;-0,8076
"batterie";15;1,8856;-1,8856
"g";33;-0,4719;0,4719
"pain";135;-0,3372;0,3372
"citer";80;-0,8523;0,8523
"crème";31;1,6764;-1,6764
"ahh";12;0,218;-0,218
"avancer";110;-1,0945;1,0945
"grenoble";10;0,7134;-0,7134
"reculer";16;-0,3226;0,3226
"monstre";13;-0,8492;0,8492
"racisme";213;1,4426;-1,4426
"rapide";57;1,2218;-1,2218
"compléter";11;0,2923;-0,2923
"restaurateur";14;-1,5102;1,5102
"dissuader";10;-0,8433;0,8433
"déguiser";24;-0,8165;0,8165
"volontaire";40;-1,6487;1,6487
"enlever";113;-1,8741;1,8741
"réveil";15;0,9274;-0,9274
"optimiste";12;0,4239;-0,4239
"moin";39;0,3386;-0,3386
"porno";14;0,2503;-0,2503
"féminisme";83;-0,8773;0,8773
"estimer";46;-1,3535;1,3535
"soi";115;0,6186;-0,6186
"défaut";40;-0,6026;0,6026
"comédien";17;0,6228;-0,6228
"salle";37;-0,2838;0,2838
"mars";20;1,1248;-1,1248
"acteur";62;-0,4263;0,4263
"sévère";15;0,9274;-0,9274
"sérénité";12;1,1454;-1,1454
"fatiguer";57;0,3862;-0,3862
"contraire";246;0,4164;-0,4164
"adhérer";20;-0,6837;0,6837
"autrui";32;0,6697;-0,6697
"2018";21;-0,3324;0,3324
"zoo";11;-1,6205;1,6205
"midi";59;0,3019;-0,3019
"bistrot";12;1,1454;-1,1454
"café";94;1,0477;-1,0477
"publicitaire";11;0,5498;-0,5498
"festival";32;0,3305;-0,3305
"pointe";23;0,9692;-0,9692
"court";49;0,7416;-0,7416
"griller";13;-0,2772;0,2772
"bain";19;1,7802;-1,7802
"touriste";19;-1,7796;1,7796
"peinture";29;-1,8078;1,8078
"marrer";10;-0,2265;0,2265
"obéir";10;0,391;-0,391
"z";22;1,5145;-1,5145
"corriger";36;-0,6911;0,6911
"emji_homme_qui_hausse_les_épaules_peau_claire";55;1,2064;-1,2064
"doute";183;0,3846;-0,3846
"contact";29;0,5369;-0,5369
"cohérent";25;-0,9235;0,9235
"troisième";33;-0,3243;0,3243
"smartphones";19;1,3213;-1,3213
"cent";13;-0,2772;0,2772
"effrayant";19;0,6453;-0,6453
"succès";42;-0,972;0,972
"avouer";58;0,3419;-0,3419
"deviner";24;0,5821;-0,5821
"étrange";34;-0,2557;0,2557
"féliciter";27;-0,5965;0,5965
"fée";12;0,218;-0,218
"compter";155;-1,6003;1,6003
"rajouter";42;-0,5648;0,5648
"près_de";38;0,3929;-0,3929
"pratiquement";43;1,3802;-1,3802
"sorte";111;-1,5142;1,5142
"entrée";46;-0,8564;0,8564
"piger";18;0,5089;-0,5089
"ressortir";21;0,2717;-0,2717
"vague";23;0,6886;-0,6886
"quatre";30;0,3089;-0,3089
"bande";24;1,5043;-1,5043
"tableau";14;1,6289;-1,6289
"connait";32;0,3305;-0,3305
"trait";10;1,7962;-1,7962
"abordable";19;-0,5833;0,5833
"légitime";34;-0,3797;0,3797
"parfaitement";84;0,4433;-0,4433
"abeille";13;0,9223;-0,9223
"génétique";13;-0,8492;0,8492
"position";49;-1,6704;1,6704
"reproduire";36;1,1982;-1,1982
"maîtriser";36;-1,5251;1,5251
"aspirer";14;0,2503;-0,2503
"emji_visage_sans_bouche";11;0,5498;-0,5498
"jeudi";13;1,3817;-1,3817
"volontiers";26;-1,3961;1,3961
"inspirer";58;-0,4723;0,4723
"indispensable";25;0,4905;-0,4905
"rémunérer";24;-1,5444;1,5444
"piloter";10;-0,2265;0,2265
"emji_biceps_contracté_peau_claire";10;1,7962;-1,7962
"piqûre";10;-0,2265;0,2265
"rappel";54;0,702;-0,702
"bancaire";30;-1,5232;1,5232
"empire";15;0,3576;-0,3576
"médiatique";11;-0,5839;0,5839
"restriction";20;-0,6837;0,6837
"nommer";31;1,6764;-1,6764
"ignorance";66;0,6562;-0,6562
"indifférence";10;-0,8433;0,8433
"croissance";33;-0,4719;0,4719
"freiner";18;-1,1319;1,1319
"miss";10;-0,2265;0,2265
"concert";29;1,0101;-1,0101
"visage";55;-0,3333;0,3333
"maths";25;0,4905;-0,4905
"composition";17;0,6228;-0,6228
"taré";11;0,9219;-0,9219
"scolaire";74;1,4608;-1,4608
"coute";12;-1,1668;1,1668
"celles";121;-1,4639;1,4639
"tien";24;-0,8165;0,8165
"sion";24;-1,5444;1,5444
"magique";34;0,6904;-0,6904
"sacrifice";13;0,5752;-0,5752
"empoisonner";26;1,1443;-1,1443
"pis";40;-0,6026;0,6026
"nest";11;0,5498;-0,5498
"chalet";21;1,3149;-1,3149
"allumer";12;0,7278;-0,7278
"9";94;-0,6407;0,6407
"addiction";22;-1,7242;1,7242
"ouai";33;-0,6606;0,6606
"wagon";22;1,9729;-1,9729
"restaurant";63;-0,6058;0,6058
"casque";58;-0,773;0,773
"balcon";28;-1,2715;1,2715
"égoïsme";14;1,131;-1,131
"politesse";14;0,2503;-0,2503
"passif";17;-0,6518;0,6518
"chou";28;0,4354;-0,4354
"gras";23;-0,4799;0,4799
"tabac";25;0,321;-0,321
"déplorable";13;0,3263;-0,3263
"emji_singe_ne_rien_voir";18;1,5519;-1,5519
"interdiction";49;-0,3933;0,3933
"récemment";25;0,7095;-0,7095
"quai";12;0,4239;-0,4239
"secours";22;0,8126;-0,8126
"éloigner";25;1,3127;-1,3127
"punition";17;0,9354;-0,9354
"paquet";42;1,845;-1,845
"étape";31;-0,7134;0,7134
"travers";73;0,7922;-0,7922
"fascinant";19;1,7802;-1,7802
"ironique";17;-0,4022;0,4022
"inscrire";51;0,3351;-0,3351
"emji_visage_endormi";22;0,8126;-0,8126
"stage";15;0,3576;-0,3576
"accueillant";11;0,2923;-0,2923
