"";"X.rts_a";"X.rts_i"
"pre";104,87;114,68
"con";52,33;55,07
"nom";169,38;170,06
"ver";89,07;97,03
"art_def";82,74;86,83
"adj_ind";4,14;5,01
"pro_per";82,59;72,25
"aux";65,91;56,37
"pro_dem";32,52;29,58
"nr";36,1;33,72
"adv_sup";68,92;66,29
"num";9,1;8,96
"nom_sup";6,14;5,14
"pro_ind";16,78;16,67
"adj";53,18;53,51
"art_ind";31,05;34,1
"ver_sup";23,76;25,01
"adv";12,22;13,58
"ono";10,79;8,38
"adj_pos";13,76;11,3
"pro_rel";24,25;27,98
"adj_sup";1,63;1,86
"adj_num";1,07;0,94
"adj_dem";5,68;4,29
"adj_int";1,79;1,25
"pro_pos";0,23;0,17
