"";"X.rts_a";"X.rts_i"
"violence";0,03;0,62
"japonais";0,16;0,12
"humain";0,08;0,41
"entreprise";0,03;0,44
"remplacer";0,05;0,19
"gauche";0,05;0,35
"millier";0,03;0,29
"certaines";0,05;0,21
"près";0,08;0,25
"inquiéter";0,03;0,25
"siège";0,03;0,21
"htag_vintage";0,72;0
"29";0,03;0,21
"système";0,08;0,31
"fonction";0,03;0,19
"décider";0,08;0,31
"chiffre";0,03;0,56
"jusqu";0,05;0,19
"degré";0,03;0,29
"député";0,03;0,19
"juger";0,05;0,41
"employé";0,08;0,15
"charger";0,11;0,25
"htag_skiing";0,29;0
"celle";0,11;0,12
"m";0,13;0,15
"produit";0,05;0,31
"majorité";0,05;0,35
"bâle";0,05;0,31
"emji_flocon";0,03;0,37
"2023";0,03;0,41
"mètre";0,03;0,44
"sentir";0,13;0,23
"qualifié";0,03;0,19
"2022";0,13;0,27
"entrée";0,05;0,17
"milliard";0,03;0,41
"dépasser";0,03;0,19
"protection";0,08;0,27
"amende";0,03;0,19
"crise";0,03;0,39
"résultat";0,05;0,44
"consommation";0,05;0,29
"quitter";0,05;0,29
"utiliser";0,05;0,46
"coût";0,03;0,21
"cependant";0,05;0,46
"deuxième";0,05;0,33
"élevé";0,03;0,35
"confédération";0,03;0,19
"majeur";0,03;0,46
"perturber";0,05;0,17
"justice";0,03;0,33
"élection";0,03;0,35
"aucune";0,05;0,17
"élire";0,03;0,31
"soutien";0,03;0,39
"essentiel";0,05;0,25
"régime";0,05;0,23
"accepter";0,03;0,27
"troisième";0,05;0,19
"tenir";0,05;0,27
"entrer";0,03;0,25
"test";0,03;0,19
"traitement";0,03;0,23
"afin";0,03;0,19
"activité";0,05;0,21
"office";0,03;0,37
"prison";0,05;0,37
"11";0,03;0,52
"ferroviaire";0,05;0,29
"économie";0,03;0,33
"initiative";0,03;0,89
"critique";0,03;0,37
"loi";0,03;0,29
"cantonal";0,03;0,39
"imposer";0,03;0,21
"trafic";0,03;0,27
"unir";0,03;0,77
"mesure";0,03;0,56
"bienne";0,03;0,19
"agir";0,05;0,41
"établir";0,03;0,21
"artificiel";0,03;0,19
"2026";0;1,45
"emji_drapeau_royaume_uni";0;0,21
"emji_stéthoscope";0;0,21
"emji_montagne_enneigée";0;0,25
"naturel";0;0,37
"ukraine";0;0,29
"souligner";0;0,79
"communiqué";0;0,27
"emji_étincelles";0;0,25
"inclure";0;0,44
"relation";0;0,25
"positif";0;0,21
"précédent";0;0,44
"emji_sac_plein_d_argent";0;0,35
"publier";0;0,73
"emji_livres";0;0,25
"emji_drapeau_france";0;0,79
"emji_voiture";0;0,21
"renforcer";0;0,33
"emji_drapeau_états_unis";0;0,85
"emji_graphique_en_baisse";0;0,25
"emji_drapeau_ukraine";0;0,21
"vigueur";0;0,23
"russe";0;0,23
"emji_micro";0;0,21
"accuser";0;0,46
"emji_graphique_en_hausse";0;0,21
"23";0;0,27
"directeur";0;0,41
"général";0;0,33
"parlementaire";0;0,21
"parlement";0;0,25
"emji_urne_électorale";0;0,48
"ministre";0;0,6
"dix";0;0,29
"emji_clap";0;0,31
"tandis_que";0;0,31
"diminuer";0;0,25
"confirmer";0;0,41
"emji_drapeau_territoires_palestiniens";0;0,64
"hôpital";0;0,33
"augmenter";0;0,46
"emji_ski";0;0,33
"emji_drapeau_israël";0;0,37
"israélien";0;0,56
"etat";0;0,46
"udc";0;0,33
"déposer";0;0,25
"motion";0;0,23
"décision";0;0,56
"dollar";0;0,27
"économique";0;0,37
"ministère";0;0,23
"indiquer";0;0,41
"nord";0;0,21
"récemment";0;0,21
"emji_balance_à_poids";0;0,6
"cour";0;0,25
"israël";0;0,25
"tribunal";0;0,23
"climatique";0;0,27
"stratégie";0;0,23
"viser";0;1,14
"rices";0;0,23
"emji_hôpital";0;0,21
"palestinien";0;0,5
"visible";0;0,21
"affirmer";0;0,31
"baisser";0;0,5
"médical";0;0,21
"emji_porte_documents";0;0,27
"réduire";0;0,56
"intervenir";0;0,33
"gouvernement";0;0,44
"lier";0;0,46
"culturel";0;0,23
"emji_symbole_d_avertissement";0;0,44
"netflix";0;0,21
"euses";0;0,41
"soutenir";0;0,48
"emji_symbole_d_interdiction";0;0,21
"conserver";0;0,23
"université";0;0,33
"emji_cerveau";0;0,27
"média";0;0,25
"secteur";0;0,31
"emji_trophée";0;0,25
"situer";0;0,27
"financier";0;0,27
"actuellement";0;0,21
"rencard";0;0,5
"initier";0;0,21
"réseau";0;0,68
"intelligence";0;0,21
"protéger";0;0,29
"hausse";0;0,33
"emji_gyrophare";0;0,54
"nécessiter";0;0,23
"position";0;0,23
"croissant";0;0,25
"réduction";0;0,25
"nommer";0;0,27
"htag_miseaupointrts";0;0,23
"0";0;0,25
"emji_train";0;0,29
"sujet";0;0,23
"causer";0;0,54
"tiers";0;0,29
"riche";0;0,29
"emji_globe_tourné_sur_l_afrique_et_l_europe";0;0,46
"emji_main_avec_index_pointant_à_droite";0;0,46
"emji_avion";0;0,25
"etats";0;0,33
"ssr";0;0,21
"procès";0;0,25
"39";0;0,21
"rejeter";0;0,23
"cadre";0;0,37
"2027";0;0,21
"oms";0;0,21
"durable";0;0,21
"humanitaire";0;0,29
"hamas";0;0,21
