"";"banalfreq";"X.rts_a";"X.rts_i"
"bâtiment";21;-0,9086;0,9086
"confier";20;0,3304;-0,3304
"charles";13;0,4908;-0,4908
"studio";15;-0,2483;0,2483
"appareil";11;-0,2642;0,2642
"aérien";26;-0,8566;0,8566
"quartier";12;0,2852;-0,2852
"au_dessus";17;0,2661;-0,2661
"véhicule";30;-1,128;1,128
"bureau";20;-0,2735;0,2735
"voyageur";22;-0,3562;0,3562
"chanteur";18;1,0788;-1,0788
"britannique";15;-0,9135;0,9135
"phénomène";49;-0,6791;0,6791
"retirer";16;-0,5592;0,5592
"air";26;1,3436;-1,3436
"camp";11;1,1257;-1,1257
"chacun";19;1,3795;-1,3795
"adulte";25;-1,2141;1,2141
"relever";22;-0,9831;0,9831
"défi";37;-0,8564;0,8564
"soulever";20;-0,4939;0,4939
"preuve";26;0,2725;-0,2725
"sensation";14;-0,2073;0,2073
"plateforme";23;-1,6302;1,6302
"information";38;-1,2668;1,2668
"évolution";32;-0,5947;0,5947
"matériel";14;-0,8285;0,8285
"évoluer";15;0,3611;-0,3611
"laisser";49;1,8286;-1,8286
"capable";14;-0,8285;0,8285
"loin";28;1,5047;-1,5047
"artistique";14;-0,4332;0,4332
"stéphane";19;-0,7638;0,7638
"étape";29;0,3253;-0,3253
"culte";11;1,1257;-1,1257
"restaurant";12;0,2852;-0,2852
"celui";37;0,3553;-0,3553
"février";23;-0,4008;0,4008
"tester";17;-1,0871;1,0871
"lorsqu";21;-0,5499;0,5499
"valeur";24;-1,7232;1,7232
"reconnaître";38;-1,7214;1,7214
"cliché";12;0,2852;-0,2852
"futur";33;-0,9444;0,9444
"alpe";11;0,3413;-0,3413
"fonds";32;-0,5947;0,5947
"kilo";13;0,2386;-0,2386
"bras";14;1,6864;-1,6864
"lutte";27;-0,9225;0,9225
"neuchâtelois";14;0,7404;-0,7404
"drone";15;-0,9135;0,9135
"suffire";10;0,4094;-0,4094
"recommander";22;-0,9831;0,9831
"soldat";18;1,0788;-1,0788
"tenue";16;-0,2922;0,2922
"sortie";22;0,443;-0,443
"militaire";40;-0,7359;0,7359
"moderne";13;0,2386;-0,2386
"juillet";18;0,7148;-0,7148
"illégal";19;-0,4399;0,4399
"hiver";51;0,333;-0,333
"banque";15;0,6464;-0,6464
"officiel";40;-1,878;1,878
"allemand";21;-0,3137;0,3137
"discours";24;-0,729;0,729
"envoyer";18;0,2284;-0,2284
"message";26;0,2725;-0,2725
"mars";33;-0,6442;0,6442
"moniteur";11;1,7093;-1,7093
"rouge";38;0,3222;-0,3222
"touchant";10;0,7879;-0,7879
"chance";29;1,7926;-1,7926
"mal";22;0,443;-0,443
"remettre";23;-0,6675;0,6675
"aide";52;-1,4078;1,4078
"midi";30;-0,7652;0,7652
"remonter";23;0,3928;-0,3928
"électronique";20;-1,3551;1,3551
"strict";10;-0,2144;0,2144
"vite";17;-0,339;0,339
"internet";17;0,8058;-0,8058
"micro";14;1,1615;-1,1615
"influence";13;-0,745;0,745
"rock";10;1,9621;-1,9621
"classique";13;0,4908;-0,4908
"pari";52;-0,5978;0,5978
"glacier";13;-0,3739;0,3739
"annonce";57;-1,0568;1,0568
"appliquer";11;-0,5829;0,5829
"méthode";20;0,8685;-0,8685
"ciel";14;0,7404;-0,7404
"étranger";38;-1,7214;1,7214
"entretien";19;0,3779;-0,3779
"martin";39;-0,687;0,687
"patrick";12;-0,663;0,663
"dormir";10;0,7879;-0,7879
"agent";22;0,2521;-0,2521
"fermeture";16;-0,5592;0,5592
"36";10;-0,2144;0,2144
"figure";35;-0,5051;0,5051
"appel";39;-0,9701;0,9701
"parc";13;-0,3739;0,3739
"débuter";20;-1,3551;1,3551
"aventure";17;1,6884;-1,6884
"confort";10;0,7879;-0,7879
"cave";12;-0,3175;0,3175
"dédier";18;0,4321;-0,4321
"pièce";29;-0,278;0,278
"consacrer";15;1,5041;-1,5041
"vingt";14;-0,8285;0,8285
"évacuer";12;-0,663;0,663
"convaincre";12;0,2852;-0,2852
"différents";12;-0,3175;0,3175
"transporter";14;-0,2073;0,2073
"pourtant";33;1,0186;-1,0186
"reprendre";31;-0,5466;0,5466
"numéro";19;0,3779;-0,3779
"bénévole";12;-0,3175;0,3175
"photographie";11;-0,5829;0,5829
"dévoiler";23;-0,6675;0,6675
"72";13;-0,3739;0,3739
"célébrer";18;0,2284;-0,2284
"indépendance";10;0,4094;-0,4094
"kosovo";17;-1,0871;1,0871
"double";25;-0,4962;0,4962
"champignon";11;0,3413;-0,3413
"contrôler";14;-0,8285;0,8285
"nu";14;1,1615;-1,1615
"refuser";23;-1,6302;1,6302
"votation";10;-0,5048;0,5048
"congé";11;0,671;-0,671
"vétérinaire";12;-0,663;0,663
"interroger";28;0,3637;-0,3637
"professeur";21;0,4994;-0,4994
"principal";31;-1,1988;1,1988
"complexe";19;-0,7638;0,7638
"recours";19;-0,7638;0,7638
"esthétique";10;-0,5048;0,5048
"automobile";10;1,3035;-1,3035
"origine";31;-1,7028;1,7028
"percevoir";14;-0,8285;0,8285
"casque";11;-0,5829;0,5829
"cinquième";11;-0,5829;0,5829
"bleu";12;0,5732;-0,5732
"ours";11;-0,5829;0,5829
"parisien";10;-0,2144;0,2144
"tourner";15;0,6464;-0,6464
"échapper";11;1,7093;-1,7093
"top";15;-0,2483;0,2483
"enjeu";14;-0,4332;0,4332
"faciliter";18;-1,1755;1,1755
"technique";24;0,5639;-0,5639
"dater";11;-0,2642;0,2642
"swiss";21;-0,3137;0,3137
"touriste";12;-0,663;0,663
"risquer";17;-0,6255;0,6255
"contrôle";37;-1,6442;1,6442
"secours";18;-0,3883;0,3883
"2001";11;0,671;-0,671
"championnat";23;0,9291;-0,9291
"campagne";53;-1,1348;1,1348
"sein";21;-0,5499;0,5499
"300";32;-1,7871;1,7871
"trajet";21;-1,4461;1,4461
"maillot";13;1,3168;-1,3168
"limite";20;-0,8354;0,8354
"découverte";33;-0,6442;0,6442
"extrême";28;-1,4546;1,4546
"adopter";35;-1,07;1,07
"volonté";13;0,2386;-0,2386
"intense";14;-0,4332;0,4332
"solaire";13;0,2386;-0,2386
"collection";13;-0,745;0,745
"comité";22;-1,5378;1,5378
"billet";50;-1,6676;1,6676
"célèbre";44;-0,9433;0,9433
"libérer";18;-0,6938;0,6938
"presse";25;-1,2141;1,2141
"daniel";15;-0,2483;0,2483
"robert";13;-0,3739;0,3739
"démocrate";21;-1,4461;1,4461
"prestigieux";16;-0,9997;0,9997
"jury";12;-0,3175;0,3175
"surface";11;-0,5829;0,5829
"susciter";45;-1,3369;1,3369
"patient";23;-0,6675;0,6675
"direct";34;-1,9576;1,9576
"conférence";15;-0,4951;0,4951
"disparaître";24;-0,729;0,729
"italie";20;-0,8354;0,8354
"clé";17;-1,0871;1,0871
"derrière";25;-0,2941;0,2941
"nécessité";20;-0,8354;0,8354
"boire";10;1,9621;-1,9621
"repas";14;0,7404;-0,7404
"surprise";12;0,5732;-0,5732
"pollution";13;0,4908;-0,4908
"cycle";14;-0,2073;0,2073
"envisager";18;-1,1755;1,1755
"planète";12;0,2852;-0,2852
"mobiliser";19;-0,7638;0,7638
"égalité";10;-0,2144;0,2144
"communication";13;0,2386;-0,2386
"communauté";23;-0,4008;0,4008
"expérience";47;-0,4177;0,4177
"moteur";10;0,7879;-0,7879
"institut";18;-1,1755;1,1755
"prouver";13;-0,3739;0,3739
"toi";14;-0,4332;0,4332
"salaire";25;-0,792;0,792
"préoccupation";16;-0,9997;0,9997
"peuple";18;-0,6938;0,6938
"supporter";26;-1,2933;1,2933
"mi";12;0,5732;-0,5732
"déclaration";14;-0,2073;0,2073
"circuler";19;-0,2357;0,2357
"usage";16;-0,5592;0,5592
"déplacement";14;-0,8285;0,8285
"privé";32;-1,2707;1,2707
"appartenir";11;-0,2642;0,2642
"préserver";18;-1,1755;1,1755
"discuter";10;-0,2144;0,2144
"ouverture";33;-1,872;1,872
"cité";12;0,2852;-0,2852
"avril";20;0,3304;-0,3304
"curieux";10;1,9621;-1,9621
"scientifique";32;-1,7871;1,7871
"quant";24;-1,136;1,136
"utilisation";20;-1,3551;1,3551
"19h30";11;-0,2642;0,2642
"centaine";23;-0,6675;0,6675
"grève";16;0,31;-0,31
"paraître";11;1,7093;-1,7093
"alimentaire";26;-1,911;1,911
"perdre";32;-1,2707;1,2707
"nation";12;-0,663;0,663
"survivre";10;-0,2144;0,2144
"développement";19;-1,2649;1,2649
"naissance";18;-0,6938;0,6938
"illustrer";11;-0,5829;0,5829
"exercice";17;0,8058;-0,8058
"rapide";21;-1,4461;1,4461
"environnement";20;-1,3551;1,3551
"danger";30;-0,7652;0,7652
"nobel";14;-0,8285;0,8285
"2019";28;-1,4546;1,4546
"propriétaire";17;-1,0871;1,0871
"habitude";11;-0,2642;0,2642
"centimètre";12;0,2852;-0,2852
"bloquer";16;-0,5592;0,5592
"passager";17;0,2661;-0,2661
"yverdon";13;-0,3739;0,3739
"intérêt";23;-1,0589;1,0589
"souffrir";13;0,2386;-0,2386
"faveur";14;-0,8285;0,8285
"refléter";17;-1,0871;1,0871
"alexandre";10;1,3035;-1,3035
"gagnant";13;-0,3739;0,3739
"ton";36;-1,1346;1,1346
"biodiversité";10;-0,5048;0,5048
"romain";14;-0,8285;0,8285
"accueil";20;-0,8354;0,8354
"plaindre";17;-1,0871;1,0871
"accompagner";26;0,2725;-0,2725
"réserve";14;-0,8285;0,8285
"sauvage";23;-0,4008;0,4008
"apporter";19;-0,7638;0,7638
"gros";23;-1,0589;1,0589
"température";34;-1,9576;1,9576
"réserver";18;0,2284;-0,2284
"proposition";15;-0,9135;0,9135
"réjouir";14;-0,8285;0,8285
"manifester";25;-1,2141;1,2141
"tournée";18;0,4321;-0,4321
"bar";10;0,7879;-0,7879
"récolter";11;-0,2642;0,2642
"talent";13;0,2386;-0,2386
"viande";13;-0,745;0,745
"météo";11;1,1257;-1,1257
"climat";26;-0,8566;0,8566
"41";12;-0,663;0,663
"candidat";17;-0,6255;0,6255
"langue";27;0,2408;-0,2408
"italien";31;-1,7028;1,7028
"anglais";11;-0,5829;0,5829
"album";28;-0,9898;0,9898
"tarif";15;-0,9135;0,9135
"dialogue";12;-0,663;0,663
"participation";28;-1,4546;1,4546
"municipal";16;-0,5592;0,5592
"ère";30;-1,6193;1,6193
"guy";18;0,2284;-0,2284
"promettre";26;-1,911;1,911
"arrêt";17;-1,0871;1,0871
"lausannoise";10;-0,2144;0,2144
"fréquence";11;-0,5829;0,5829
"vol";44;-1,6857;1,6857
"34";18;-1,1755;1,1755
"libération";13;-0,745;0,745
"socialiste";17;-1,0871;1,0871
"linguistique";10;-0,5048;0,5048
"rôle";43;-1,6138;1,6138
"foyer";15;-0,2483;0,2483
"bilan";24;-1,7232;1,7232
"subir";26;-0,8566;0,8566
"cancer";17;-1,0871;1,0871
"espoir";15;-0,2483;0,2483
"auprès_de";15;0,3611;-0,3611
"entraîneur";13;-0,3739;0,3739
"prime";12;-0,663;0,663
"assurance";17;-0,6255;0,6255
"maladie";38;-1,7214;1,7214
"skieur";30;-1,6193;1,6193
"professionnel";52;-1,8053;1,8053
"difficulté";16;-0,2922;0,2922
"former";22;-1,5378;1,5378
"hors";19;-0,2357;0,2357
"virus";10;-0,5048;0,5048
"david";19;-0,4399;0,4399
"chuv";10;-0,2144;0,2144
"décrire";24;-0,729;0,729
"météorologique";12;-0,663;0,663
"météosuisse";11;-0,5829;0,5829
"matinal";14;-0,8285;0,8285
"performance";20;-1,3551;1,3551
"patron";15;-0,2483;0,2483
"effort";16;-0,9997;0,9997
"fribourgeois";21;-0,5499;0,5499
"institution";14;-0,2073;0,2073
"commerce";18;-1,1755;1,1755
"puissant";11;-0,5829;0,5829
"riche";25;-1,8168;1,8168
"yodel";15;-0,4951;0,4951
"ailleurs";21;-1,4461;1,4461
"vision";12;-0,663;0,663
"lumineux";10;-0,2144;0,2144
"75";13;0,4908;-0,4908
"valaisanne";13;0,2386;-0,2386
"audience";13;-0,745;0,745
"japonais";17;0,8058;-0,8058
"contact";13;-0,3739;0,3739
"supérieur";16;-0,9997;0,9997
"régional";23;-1,6302;1,6302
"médicament";13;-0,745;0,745
"remplacer";14;-0,4332;0,4332
"construire";17;-1,0871;1,0871
"liste";18;-1,1755;1,1755
"certaines";37;-1,6442;1,6442
"trace";14;-0,8285;0,8285
"concept";13;-0,745;0,745
"près";30;-1,128;1,128
"inquiéter";20;-1,3551;1,3551
"capitale";23;-1,0589;1,0589
"modèle";24;-1,7232;1,7232
"fantastique";10;-0,5048;0,5048
"incendie";20;-0,8354;0,8354
"lorsque";20;-1,3551;1,3551
"canada";20;-1,3551;1,3551
"directement";15;-0,4951;0,4951
"jusqu";26;-1,2933;1,2933
"commission";24;-1,7232;1,7232
"employé";29;-1,0583;1,0583
"charger";43;-1,6138;1,6138
"opposer";20;-1,3551;1,3551
"constituer";13;-0,3739;0,3739
"possibilité";15;-0,4951;0,4951
"celle";29;-0,7082;0,7082
"remplir";13;0,2386;-0,2386
"m";33;-0,6442;0,6442
"prévenir";21;-0,9086;0,9086
"conducteur";10;-0,2144;0,2144
"poids";10;-0,2144;0,2144
"consommateur";17;-0,339;0,339
"impôt";13;-0,3739;0,3739
"virtuel";11;0,3413;-0,3413
"exclure";14;-0,8285;0,8285
"session";10;-0,5048;0,5048
"attirer";16;-0,9997;0,9997
"fonctionner";11;-0,5829;0,5829
"chercher";25;-0,4962;0,4962
"rapporter";23;-1,6302;1,6302
"emji_flocon";20;-1,3551;1,3551
"800";11;-0,5829;0,5829
"altitude";10;-0,2144;0,2144
"sentir";28;-0,4122;0,4122
"qualifié";23;-1,6302;1,6302
"fil";10;0,4094;-0,4094
"conséquence";18;-0,6938;0,6938
"2022";40;-1,0287;1,0287
"encourager";20;-1,3551;1,3551
"jurassien";10;0,4094;-0,4094
"albert";14;-0,4332;0,4332
"longtemps";13;-0,745;0,745
"35";11;-0,5829;0,5829
"attaquer";12;-0,3175;0,3175
"expression";11;-0,5829;0,5829
"efficace";13;-0,3739;0,3739
"entièrement";10;-0,5048;0,5048
"contribution";10;-0,5048;0,5048
"rappel";11;-0,2642;0,2642
"dépasser";20;-1,3551;1,3551
"japon";12;-0,663;0,663
"innovation";17;-0,6255;0,6255
"domestique";12;-0,663;0,663
"monter";16;0,31;-0,31
"élément";11;-0,5829;0,5829
"satellite";12;-0,663;0,663
"protection";37;-1,6442;1,6442
"super";25;-1,8168;1,8168
"couvrir";16;-0,5592;0,5592
"alimenter";13;-0,745;0,745
"lune";17;-0,339;0,339
"tourisme";12;-0,663;0,663
"icône";12;-0,3175;0,3175
"x";19;-1,2649;1,2649
"consommation";25;-1,2141;1,2141
"page";13;-0,745;0,745
"fm";15;-0,9135;0,9135
"faune";13;-0,3739;0,3739
"bébé";16;-0,5592;0,5592
"oiseau";20;-1,3551;1,3551
"fonctionnement";10;-0,5048;0,5048
"nourriture";10;-0,2144;0,2144
"réalité";26;-1,2933;1,2933
"drogue";11;-0,2642;0,2642
"isolé";10;-0,2144;0,2144
"zoo";15;-0,9135;0,9135
"prévention";21;-1,4461;1,4461
"vérifier";13;-0,745;0,745
"critiquer";19;-1,2649;1,2649
"observer";22;-1,5378;1,5378
"déterminer";16;-0,9997;0,9997
"schneider";14;-0,8285;0,8285
"macron";10;-0,5048;0,5048
"katia";24;-1,7232;1,7232
"perturber";13;-0,3739;0,3739
"provenir";14;-0,8285;0,8285
"judiciaire";15;-0,9135;0,9135
"discussion";26;-1,911;1,911
"seconde";20;-1,3551;1,3551
"portée";12;-0,663;0,663
"présidentiel";13;-0,745;0,745
"aucune";30;-1,6193;1,6193
"élire";25;-1,8168;1,8168
"détecter";10;-0,5048;0,5048
"don";15;-0,9135;0,9135
"post";12;-0,3175;0,3175
"spectacle";15;-0,4951;0,4951
"régime";26;-1,2933;1,2933
"ambitieux";10;-0,5048;0,5048
"royaume";15;-0,9135;0,9135
"mental";14;-0,8285;0,8285
"accepter";24;-1,7232;1,7232
"plaque";12;-0,663;0,663
"athlète";12;-0,663;0,663
"troisième";21;-0,9086;0,9086
"voyager";10;-0,5048;0,5048
"entrer";23;-1,6302;1,6302
"test";23;-1,6302;1,6302
"lutter";14;-0,4332;0,4332
"exposer";17;-1,0871;1,0871
"effectuer";15;-0,9135;0,9135
"activité";27;-1,3735;1,3735
"relier";15;-0,4951;0,4951
"engagement";22;-1,5378;1,5378
"influencer";16;-0,9997;0,9997
"alpin";13;-0,745;0,745
"agriculture";10;-0,5048;0,5048
"agence";18;-1,1755;1,1755
"prison";34;-1,9576;1,9576
"détenu";18;-1,1755;1,1755
"cellule";12;-0,663;0,663
"armer";10;-0,5048;0,5048
"ferroviaire";22;-0,9831;0,9831
"montant";15;-0,9135;0,9135
"dégât";14;-0,8285;0,8285
"vaste";10;-0,2144;0,2144
"plupart";10;-0,5048;0,5048
"conservateur";10;-0,5048;0,5048
"pénal";24;-1,7232;1,7232
"procédure";24;-1,7232;1,7232
"analyse";21;-0,9086;0,9086
"préciser";18;-1,1755;1,1755
"divers";11;-0,5829;0,5829
"formation";24;-1,7232;1,7232
"diriger";15;-0,9135;0,9135
"trafic";25;-1,8168;1,8168
"concret";10;-0,5048;0,5048
"réclamer";12;-0,663;0,663
"erreur";12;-0,663;0,663
"texte";26;-1,911;1,911
"accélérer";12;-0,663;0,663
"déplorer";12;-0,663;0,663
"afficher";11;-0,5829;0,5829
"bienne";18;-1,1755;1,1755
"tokyo";12;0,9762;-0,9762
"grimper";10;-0,5048;0,5048
"fuite";16;-0,9997;0,9997
"artificiel";20;-1,3551;1,3551
"traiter";21;-1,4461;1,4461
"création";25;-1,8168;1,8168
"date";23;-1,6302;1,6302
"poupée";10;-0,5048;0,5048
"vainqueur";12;-0,663;0,663
"parmelin";12;-1,3091;1,3091
"htag_miseaupointrts";15;-1,6364;1,6364
"sonia";16;-1,7455;1,7455
"gasser";16;-1,7455;1,7455
"emji_drapeau_royaume_uni";10;-1,0909;1,0909
"emji_stéthoscope";10;-1,0909;1,0909
"emji_montagne_enneigée";12;-1,3091;1,3091
"accru";10;-1,0909;1,0909
"grippe";13;-1,4182;1,4182
"symptôme";10;-1,0909;1,0909
"taxe";16;-1,7455;1,7455
"suggérer";11;-1,2;1,2
"tournant";10;-1,0909;1,0909
"exception";14;-1,5273;1,5273
"commercial";15;-1,6364;1,6364
"département";17;-1,8546;1,8546
"ps";16;-1,7455;1,7455
"plr";18;-1,9637;1,9637
"emji_téléviseur";10;-1,0909;1,0909
"établissement";15;-1,6364;1,6364
"prolonger";15;-1,6364;1,6364
"horaire";13;-1,4182;1,4182
"prolongé";10;-1,0909;1,0909
"budgétaire";16;-1,7455;1,7455
"emji_livres";12;-1,3091;1,3091
"endommager";10;-1,0909;1,0909
"massif";18;-1,9637;1,9637
"émotionnel";10;-1,0909;1,0909
"cibler";13;-1,4182;1,4182
"cambriolage";14;-1,5273;1,5273
"lancement";10;-1,0909;1,0909
"syndicat";16;-1,7455;1,7455
"contrat";13;-1,4182;1,4182
"minimum";15;-1,6364;1,6364
"emji_voiture";10;-1,0909;1,0909
"suspension";12;-1,3091;1,3091
"similaire";12;-1,3091;1,3091
"milliardaire";11;-1,2;1,2
"pop";10;-1,0909;1,0909
"après_des";13;-1,4182;1,4182
"600";11;-1,2;1,2
"récompenser";11;-1,2;1,2
"fortune";10;-1,0909;1,0909
"emji_explosion";11;-1,2;1,2
"explosif";14;-1,5273;1,5273
"absence";11;-1,2;1,2
"emji_graphique_en_baisse";13;-1,4182;1,4182
"recenser";13;-1,4182;1,4182
"note";17;-1,8546;1,8546
"générer";17;-1,8546;1,8546
"utilisateur";15;-1,6364;1,6364
"exploiter";10;-1,0909;1,0909
"contribuer";18;-1,9637;1,9637
"confiance";12;-1,3091;1,3091
"emji_drapeau_ukraine";10;-1,0909;1,0909
"zelensky";10;-1,0909;1,0909
"concentrer";12;-1,3091;1,3091
"potentiel";16;-1,7455;1,7455
"dirigeant";16;-1,7455;1,7455
"phase";15;-1,6364;1,6364
"huit";16;-1,7455;1,7455
"awards";18;-1,9637;1,9637
"terroriste";11;-1,2;1,2
"résidence";14;-1,5273;1,5273
"incident";16;-1,7455;1,7455
"syrie";13;-1,4182;1,4182
"province";10;-1,0909;1,0909
"prisonnier";10;-1,0909;1,0909
"1000";14;-1,5273;1,5273
"tentative";11;-1,2;1,2
"ahmed";11;-1,2;1,2
"emji_graphique_en_hausse";13;-1,4182;1,4182
"croissance";17;-1,8546;1,8546
"chine";17;-1,8546;1,8546
"entamer";11;-1,2;1,2
"réel";18;-1,9637;1,9637
"chinois";13;-1,4182;1,4182
"île";16;-1,7455;1,7455
"australien";15;-1,6364;1,6364
"au_delà";14;-1,5273;1,5273
"2e";14;-1,5273;1,5273
"adversaire";10;-1,0909;1,0909
"parlementaire";15;-1,6364;1,6364
"valle";17;-1,8546;1,8546
"législatif";10;-1,0909;1,0909
"bulletin";16;-1,7455;1,7455
"publication";13;-1,4182;1,4182
"assemblée";13;-1,4182;1,4182
"république";17;-1,8546;1,8546
"42";10;-1,0909;1,0909
"coalition";14;-1,5273;1,5273
"forcer";10;-1,0909;1,0909
"diviser";10;-1,0909;1,0909
"issue";12;-1,3091;1,3091
"autriche";10;-1,0909;1,0909
"décrocher";14;-1,5273;1,5273
"emji_bulle_de_parole";15;-1,6364;1,6364
"3e";14;-1,5273;1,5273
"39";17;-1,8546;1,8546
"éliminer";14;-1,5273;1,5273
"ludovic";10;-1,0909;1,0909
"stabilité";10;-1,0909;1,0909
"processus";17;-1,8546;1,8546
"emji_clap";17;-1,8546;1,8546
"condamnation";13;-1,4182;1,4182
"étudier";13;-1,4182;1,4182
"global";11;-1,2;1,2
"rang";12;-1,3091;1,3091
"réchauffement";11;-1,2;1,2
"transmettre";12;-1,3091;1,3091
"cardiaque";14;-1,5273;1,5273
"cérémonie";17;-1,8546;1,8546
"fortement";12;-1,3091;1,3091
"poursuite";15;-1,6364;1,6364
"statistique";15;-1,6364;1,6364
"criminel";13;-1,4182;1,4182
"malfaiteur";12;-1,3091;1,3091
"quantité";12;-1,3091;1,3091
"dangereux";13;-1,4182;1,4182
"exploser";11;-1,2;1,2
"gaz";12;-1,3091;1,3091
"outil";16;-1,7455;1,7455
"fournir";13;-1,4182;1,4182
"trêve";16;-1,7455;1,7455
"persister";10;-1,0909;1,0909
"fait";13;-1,4182;1,4182
"ong";17;-1,8546;1,8546
"affecter";17;-1,8546;1,8546
"mohammed";11;-1,2;1,2
"temporairement";10;-1,0909;1,0909
"priorité";11;-1,2;1,2
"signaler";13;-1,4182;1,4182
"dehors";11;-1,2;1,2
"proximité";12;-1,3091;1,3091
"emji_ski";16;-1,7455;1,7455
"g";15;-1,6364;1,6364
"odermatt";15;-1,6364;1,6364
"meillard";10;-1,0909;1,0909
"65";12;-1,3091;1,3091
"66";11;-1,2;1,2
"emji_drapeau_israël";18;-1,9637;1,9637
"benjamin";15;-1,6364;1,6364
"indépendant";16;-1,7455;1,7455
"comparer";11;-1,2;1,2
"fréquenter";10;-1,0909;1,0909
"immédiat";12;-1,3091;1,3091
"frontalier";14;-1,5273;1,5273
"effectif";11;-1,2;1,2
"potentiellement";13;-1,4182;1,4182
"gall";14;-1,5273;1,5273
"approuver";12;-1,3091;1,3091
"restriction";10;-1,0909;1,0909
"obligation";14;-1,5273;1,5273
"dpa";11;-1,2;1,2
"soumettre";12;-1,3091;1,3091
"alternative";10;-1,0909;1,0909
"élu";15;-1,6364;1,6364
"compétence";15;-1,6364;1,6364
"équiper";14;-1,5273;1,5273
"contacter";11;-1,2;1,2
"investir";12;-1,3091;1,3091
"intelligence";18;-1,9637;1,9637
"trouble";14;-1,5273;1,5273
"scrutin";17;-1,8546;1,8546
"empêcher";13;-1,4182;1,4182
"détention";18;-1,9637;1,9637
"constater";15;-1,6364;1,6364
"annuel";16;-1,7455;1,7455
"mêler";10;-1,0909;1,0909
"notable";10;-1,0909;1,0909
"alémanique";16;-1,7455;1,7455
"significatif";14;-1,5273;1,5273
"pro";14;-1,5273;1,5273
"soudan";13;-1,4182;1,4182
"avancé";15;-1,6364;1,6364
"mécanisme";12;-1,3091;1,3091
"toxique";10;-1,0909;1,0909
"recul";13;-1,4182;1,4182
"hans";15;-1,6364;1,6364
"responsabilité";14;-1,5273;1,5273
"richesse";12;-1,3091;1,3091
"hauteur";11;-1,2;1,2
"afrique";11;-1,2;1,2
"brésil";13;-1,4182;1,4182
"irlande";13;-1,4182;1,4182
"mexique";10;-1,0909;1,0909
"respecter";12;-1,3091;1,3091
"accorder";12;-1,3091;1,3091
"relancer";13;-1,4182;1,4182
"urs";11;-1,2;1,2
"flueeler";10;-1,0909;1,0909
"évaluer";18;-1,9637;1,9637
"distance";13;-1,4182;1,4182
"emji_hôpital";11;-1,2;1,2
"maire";10;-1,0909;1,0909
"visible";15;-1,6364;1,6364
"andrew";12;-1,3091;1,3091
"suédois";10;-1,0909;1,0909
"tschani";12;-1,3091;1,3091
"boulens";12;-1,3091;1,3091
"2028";13;-1,4182;1,4182
"science";16;-1,7455;1,7455
"industrie";10;-1,0909;1,0909
"numérique";14;-1,5273;1,5273
"cap";10;-1,0909;1,0909
"quart";15;-1,6364;1,6364
"emji_billet_avec_des_ailes";12;-1,3091;1,3091
"durer";14;-1,5273;1,5273
"suppression";15;-1,6364;1,6364
"londres";14;-1,5273;1,5273
"emji_porte_documents";13;-1,4182;1,4182
"diversité";11;-1,2;1,2
"promouvoir";13;-1,4182;1,4182
"uniquement";12;-1,3091;1,3091
"licenciement";10;-1,0909;1,0909
"tirage";11;-1,2;1,2
"parallèle";16;-1,7455;1,7455
"déclencher";11;-1,2;1,2
"htag_19h30rts";13;-1,4182;1,4182
"prestation";10;-1,0909;1,0909
"installation";15;-1,6364;1,6364
"finance";12;-1,3091;1,3091
"2017";14;-1,5273;1,5273
"majoritairement";11;-1,2;1,2
"sondage";13;-1,4182;1,4182
"puissance";10;-1,0909;1,0909
"emji_symbole_d_interdiction";10;-1,0909;1,0909
"annuler";17;-1,8546;1,8546
"favoriser";16;-1,7455;1,7455
"administration";14;-1,5273;1,5273
"partiel";15;-1,6364;1,6364
"interne";14;-1,5273;1,5273
"epstein";11;-1,2;1,2
"technologie";13;-1,4182;1,4182
"leader";11;-1,2;1,2
"emji_cerveau";13;-1,4182;1,4182
"agression";12;-1,3091;1,3091
"matche";14;-1,5273;1,5273
"privilégier";10;-1,0909;1,0909
"corée";10;-1,0909;1,0909
"contenu";11;-1,2;1,2
"douane";13;-1,4182;1,4182
"revanche";10;-1,0909;1,0909
"affiche";12;-1,3091;1,3091
"norme";10;-1,0909;1,0909
"2020";17;-1,8546;1,8546
"précipitation";10;-1,0909;1,0909
"150";17;-1,8546;1,8546
"warner";12;-1,3091;1,3091
"bros";12;-1,3091;1,3091
"excessif";10;-1,0909;1,0909
"limité";14;-1,5273;1,5273
"intégrer";10;-1,0909;1,0909
"infrastructure";18;-1,9637;1,9637
"aggraver";11;-1,2;1,2
"provisoire";11;-1,2;1,2
"ordonner";12;-1,3091;1,3091
"cameron";10;-1,0909;1,0909
"elon";10;-1,0909;1,0909
"musk";12;-1,3091;1,3091
"marge";11;-1,2;1,2
"initier";11;-1,2;1,2
"publicité";10;-1,0909;1,0909
"sydney";11;-1,2;1,2
"église";11;-1,2;1,2
"prononcer";12;-1,3091;1,3091
"urgent";11;-1,2;1,2
"christof";10;-1,0909;1,0909
"schuerpf";10;-1,0909;1,0909
"devancer";12;-1,3091;1,3091
"infraction";10;-1,0909;1,0909
"consultation";12;-1,3091;1,3091
"htag_worldcup";13;-1,4182;1,4182
"communal";13;-1,4182;1,4182
"second";15;-1,6364;1,6364
"washington";12;-1,3091;1,3091
"cible";14;-1,5273;1,5273
"héritage";12;-1,3091;1,3091
