"";"X.rts_a";"X.rts_i"
"argent";0,4636;-0,4636
"olympique";1,2957;-1,2957
"1972";9,8019;-9,8019
"deux";-5,1749;5,1749
"globe";-0,5048;0,5048
"descente";0,2521;-0,2521
"total";-1,5427;1,5427
"11";-1,878;1,878
"podium";-1,6302;1,6302
"8";-0,9762;0,9762
"victoire";-2,2005;2,2005
"seulement";-1,0869;1,0869
"14";-0,6372;0,6372
"course";0,6234;-0,6234
"couper";-0,4515;0,4515
"personnalité";-0,2735;0,2735
"après";-3,5518;3,5518
"très";1,7126;-1,7126
"apprécier";1,3168;-1,3168
"fan";0,6867;-0,6867
"emji_main_qui_écrit";-79,7831;79,7831
"emji_micro";-0,7638;0,7638
"sébastien";0,7879;-0,7879
"emji_pellicule";-0,8236;0,8236
"emji_caméra";-1,7918;1,7918
"htag_suisse";24,9959;-24,9959
"htag_ski";4,3886;-4,3886
"htag_sport";-1,5171;1,5171
"htag_rtssport";-4,2559;4,2559
"ce";4,5802;-4,5802
"penser";1,2358;-1,2358
"garçon";3,5441;-3,5441
"rue";5,9123;-5,9123
"cheveu";4,334;-4,334
"réaction";0,4063;-0,4063
"1971";8,4949;-8,4949
"3";-2,7138;2,7138
"mai";0,7;-0,7
"1968";8,0731;-8,0731
"htag_microtrottoir";11,7625;-11,7625
"htag_jeunesse";10,4554;-10,4554
"légende";0,5669;-0,5669
"jurer";-1,0066;1,0066
"amour";16,6523;-16,6523
"raison";-2,5324;2,5324
"semaine";-1,9976;1,9976
"énergie";0,3928;-0,3928
"repos";3,0608;-3,0608
"léman";0,5059;-0,5059
"htag_lacleman";6,5344;-6,5344
"beau";10,0858;-10,0858
"rassembler";1,9022;-1,9022
"vieux";2,075;-2,075
"ville";-0,6786;0,6786
"genève";0,8387;-0,8387
"croire";4,0398;-4,0398
"dieu";2,9129;-2,9129
"fribourg";0,5866;-0,5866
"vaud";-0,5937;0,5937
"neuchâtel";-0,7359;0,7359
"valoir";1,3963;-1,3963
"question";6,9449;-6,9449
"toute";1,1282;-1,1282
"htag_enfant";9,1484;-9,1484
"assurer";-2,1321;2,1321
"rien";7,227;-7,227
"mieux";9,2033;-9,2033
"gare";0,7;-0,7
"monsieur";13,1187;-13,1187
"petit";40,385;-40,385
"démonstration";2,7751;-2,7751
"défense";-1,911;1,911
"1974";7,449;-7,449
"sexe";1,8721;-1,8721
"dire";6,2613;-6,2613
"faible";-0,3739;0,3739
"quelques";5,4453;-5,4453
"mouvement";0,3071;-0,3071
"face";-3,8599;3,8599
"train";-0,6083;0,6083
"2005";3,8282;-3,8282
"cff";-1,3344;1,3344
"introduire";-0,6255;0,6255
"interdiction";-0,3315;0,3315
"leurs";-0,3381;0,3381
"finir";0,5709;-0,5709
"cigarette";1,3168;-1,3168
"vraiment";2,408;-2,408
"cuisine";6,827;-6,827
"partager";2,0195;-2,0195
"secret";7,8419;-7,8419
"nombreux";1,8525;-1,8525
"travers";0,4734;-0,4734
"journal";1,7587;-1,7587
"livre";0,5639;-0,5639
"même";-0,7414;0,7414
"personne";-9,9391;9,9391
"jamais";2,1851;-2,1851
"rencontrer";1,1836;-1,1836
"complet";0,4268;-0,4268
"drôle";6,827;-6,827
"métier";10,7271;-10,7271
"avis";5,3467;-5,3467
"attendre";-1,1325;1,1325
"htag_insolite";9,1484;-9,1484
"trop";5,4994;-5,4994
"cher";1,0788;-1,0788
"bus";0,2852;-0,2852
"depuis";-0,699;0,699
"transport";-0,295;0,295
"adapter";-1,2002;1,2002
"rythme";0,5732;-0,5732
"plutôt";5,0128;-5,0128
"quelle";3,9243;-3,9243
"tv";4,4469;-4,4469
"regarder";0,9092;-0,9092
"tant";0,2595;-0,2595
"encore";0,498;-0,498
"emji_ballon_de_football";-0,8373;0,8373
"16";-0,9077;0,9077
"novembre";-6,0559;6,0559
"affronter";0,7632;-0,7632
"chez";0,4128;-0,4128
"elle";-0,4116;0,4116
"lors";-2,2502;2,2502
"match";0,7418;-0,7418
"barrage";-0,745;0,745
"mondial";-4,1897;4,1897
"2006";1,7093;-1,7093
"foot";1,5041;-1,5041
"michel";4,9788;-4,9788
"ex";0,3413;-0,3413
"nati";0,9024;-0,9024
"arrivée";-0,8014;0,8014
"équipe";-0,7376;0,7376
"aussi";1,2468;-1,2468
"garder";-0,4228;0,4228
"envers";-0,2357;0,2357
"époque";3,4321;-3,4321
"dès";-1,5903;1,5903
"aéroport";0,2521;-0,2521
"ancien";-1,6681;1,6681
"attente";-0,8285;0,8285
"car";-0,2356;0,2356
"genevois";3,2888;-3,2888
"revenir";-0,2545;0,2545
"détail";-0,4939;0,4939
"tous";16,3395;-16,3395
"moyen";0,378;-0,378
"mettre";-4,3786;4,3786
"place";-1,4695;1,4695
"48";-1,2649;1,2649
"tard";6,4226;-6,4226
"stade";0,7148;-0,7148
"homme";1,3754;-1,3754
"réussir";0,7415;-0,7415
"gérer";-0,2735;0,2735
"pression";-2,3885;2,3885
"malgré";-3,2193;3,2193
"défaite";-0,5048;0,5048
"4";-2,2831;2,2831
"helvète";1,1257;-1,1257
"valider";-0,9997;0,9997
"leur";1,3753;-1,3753
"qualification";-1,0871;1,0871
"but";-1,9806;1,9806
"quatre";-3,2312;3,2312
"jour";-0,311;0,311
"avant";0,2904;-0,2904
"imposer";-1,4724;1,4724
"0";-3,2087;3,2087
"emji_tête_qui_parle";-0,2642;0,2642
"coup";1,0749;-1,0749
"final";-0,3735;0,3735
"joueur";0,6521;-0,6521
"quitter";-0,8236;0,8236
"terrain";1,0788;-1,0788
"éviter";-0,3491;0,3491
"entrée";-0,7082;0,7082
"mener";-2,6082;2,6082
"réseau";-6,5223;6,5223
"social";-7,6752;7,6752
"tour";1,0576;-1,0576
"sanction";-0,745;0,745
"fédération";-0,745;0,745
"largement";-1,8168;1,8168
"recevoir";-1,9806;1,9806
"estimer";-3,2518;3,2518
"emji_main_avec_index_pointant_à_droite";-17,5562;17,5562
"interview";1,3795;-1,3795
"disponible";-0,4008;0,4008
"site";-1,7918;1,7918
"application";-0,8833;0,8833
"sport";0,7614;-0,7614
"julie";0,7879;-0,7879
"source";-0,8833;0,8833
"htag_repack";-0,9831;0,9831
"htag_football";1,6072;-1,6072
"conseil";-4,3823;4,3823
"sécurité";-3,1894;3,1894
"onu";-2,3885;2,3885
"voter";-0,3137;0,3137
"lundi";-1,887;1,887
"plan";-4,3355;4,3355
"paix";-0,5485;0,5485
"donald";-5,9035;5,9035
"trump";-7,7679;7,7679
"gaza";-5,4941;5,4941
"prévoir";-8,7721;8,7721
"force";-1,0804;1,0804
"mot";4,8473;-4,8473
"bien";6,1865;-6,1865
"manifestation";-3,3937;3,3937
"rassemblement";-0,5048;0,5048
"récent";-0,6255;0,6255
"cessez_le_feu";-3,6681;3,6681
"exiger";-0,2073;0,2073
"guerre";-0,8056;0,8056
"terme";-0,8564;0,8564
"moins";-1,4301;1,4301
"revendiquer";0,2852;-0,2852
"auparavant";-0,2642;0,2642
"signe";0,6342;-0,6342
"client";0,4321;-0,4321
"lausannois";6,1171;-6,1171
"disposer";-0,6255;0,6255
"salle";2,2358;-2,2358
"eau";1,6072;-1,6072
"ils";3,6882;-3,6882
"rendre";-1,0665;1,0665
"visite";-0,8354;0,8354
"dame";4,334;-4,334
"veille";1,3168;-1,3168
"toilette";0,4094;-0,4094
"bain";0,7632;-0,7632
"st";0,3779;-0,3779
"françois";1,0268;-1,0268
"htag_lausanne";11,8505;-11,8505
"pourquoi";4,7268;-4,7268
"marier";3,3727;-3,3727
"salon";3,8282;-3,8282
"mariage";3,2955;-3,2955
"amener";0,7879;-0,7879
"union";-0,5499;0,5499
"htag_love";12,416;-12,416
"association";-3,9281;3,9281
"contre";-5,0365;5,0365
"abus";-0,4951;0,4951
"dénoncer";-2,1321;2,1321
"voiture";5,0638;-5,0638
"port";-0,5048;0,5048
"obligatoire";0,4636;-0,4636
"selon";-17,4515;17,4515
"société";0,279;-0,279
"tuer";-1,6442;1,6442
"liberté";1,9284;-1,9284
"bientôt";0,2284;-0,2284
"interdire";-0,4553;0,4553
"individu";-0,9831;0,9831
"sortir";0,6108;-0,6108
"sans";0,9296;-0,9296
"1";2,5058;-2,5058
"entre";-3,0173;3,0173
"parent";1,1912;-1,1912
"rentrer";1,4972;-1,4972
"soirée";2,5815;-2,5815
"vivre";3,9523;-3,9523
"rencontre";5,3133;-5,3133
"suivre";1,7034;-1,7034
"qualifier";-1,4461;1,4461
"tôt";-1,136;1,136
"pouvoir";-10,2749;10,2749
"parler";3,9448;-3,9448
"importer";2,4284;-2,4284
"quel";8,3013;-8,3013
"ajouter";-4,1702;4,1702
"nyon";2,1403;-2,1403
"temps";5,5575;-5,5575
"projection";4,7861;-4,7861
"inviter";1,9588;-1,9588
"plonger";1,0788;-1,0788
"programme";1,1912;-1,1912
"regard";3,9842;-3,9842
"événement";-0,5528;0,5528
"quotidien";0,9072;-0,9072
"portrait";3,2149;-3,2149
"témoignage";5,2771;-5,2771
"actuel";-1,3436;1,3436
"inédit";-1,3735;1,3735
"rendez_vous";-0,2144;0,2144
"théâtre";-0,5499;0,5499
"19";-1,7214;1,7214
"inscrire";-2,056;2,056
"chanter";4,0398;-4,0398
"claude";6,2075;-6,2075
"bel";4,3711;-4,3711
"seul";-0,574;0,574
"htag_humour";20,9129;-20,9129
"miracle";55,4317;-55,4317
"montrer";-2,3137;2,3137
"1967";7,1879;-7,1879
"ouvrier";0,7404;-0,7404
"exprimer";-0,8233;0,8233
"fort";-0,5689;0,5689
"époux";0,6464;-0,6464
"profession";3,2955;-3,2955
"clip";25,492;-25,492
"plein";17,5584;-17,5584
"diffuser";20,5027;-20,5027
"samedi";6,2096;-6,2096
"18h45";28,1036;-28,1036
"htag_miraclesuisse";29,4111;-29,4111
"htag_madeinswitzerland";28,7573;-28,7573
"htag_suissitude";26,1424;-26,1424
"20";-1,3294;1,3294
"catégorie";-1,2649;1,2649
"réaliser";-0,5283;0,5283
"exploit";0,2386;-0,2386
"occasion";7,7914;-7,7914
"moment";0,7916;-0,7916
"bernard";3,7649;-3,7649
"jacques";4,9778;-4,9778
"emji_feu";-0,7638;0,7638
"aucun";-0,8564;0,8564
"risque";-3,9281;3,9281
"contenir";-1,4546;1,4546
"23";-2,0056;2,0056
"point";-1,3986;1,3986
"classement";-1,2933;1,2933
"général";-2,4463;2,4463
"ensemble";-1,4461;1,4461
"5";-4,1458;4,1458
"philippe";0,8242;-0,8242
"donc";-1,0061;1,0061
"emji_trophée";-0,4951;0,4951
"bernois";-0,9225;0,9225
"ainsi";-5,7399;5,7399
"rejoindre";-0,347;0,347
"pilote";0,5669;-0,5669
"fois";-0,4152;0,4152
"suite";-3,3911;3,3911
"1985";7,449;-7,449
"trois";-5,0673;5,0673
"1966";8,0731;-8,0731
"emji_appareil_photo_avec_flash";-16,7046;16,7046
"keystone";-55,5681;55,5681
"gens";-0,2483;0,2483
"propre";3,4925;-3,4925
"couple";2,6699;-2,6699
"américain";-6,8885;6,8885
"voyage";6,6203;-6,6203
"donner";0,9902;-0,9902
"dossier";-0,4328;0,4328
"ordre";-0,4122;0,4122
"htag_switzerland";9,9559;-9,9559
"occuper";1,3436;-1,3436
"htag_commeunlundi";7,8414;-7,8414
"style";4,1678;-4,1678
"chaussette";5,5909;-5,5909
"simple";3,3196;-3,3196
"mode";7,136;-7,136
"commun";-0,8502;0,8502
"identité";-0,3739;0,3739
"apprendre";1,7043;-1,7043
"peu";3,0808;-3,0808
"vaudois";1,4599;-1,4599
"directeur";-4,5748;4,5748
"pratique";-0,5051;0,5051
"passion";11,7046;-11,7046
"45";-0,2922;0,2922
"1994";3,6853;-3,6853
"tsr";9,3268;-9,3268
"30";0,7655;-0,7655
"changer";1,8677;-1,8677
"particulier";1,6884;-1,6884
"non";-0,974;0,974
"aimer";24,8357;-24,8357
"poser";0,443;-0,443
"htag_kids";18,2983;-18,2983
"mort";-1,4173;1,4173
"médecin";0,4188;-0,4188
"craindre";-0,2253;0,2253
"terre";1,9588;-1,9588
"parcourir";1,8962;-1,8962
"compter";0,2887;-0,2887
"étude";-6,9731;6,9731
"spécial";1,3394;-1,3394
"htag_invention";6,5344;-6,5344
"léger";-0,2144;0,2144
"solution";0,5201;-0,5201
"1992";3,4123;-3,4123
"présent";2,0655;-2,0655
"ma";2,3178;-2,3178
"plusieurs";-5,0602;5,0602
"pendant";-0,4165;0,4165
"préparation";0,2386;-0,2386
"parmi";-1,6681;1,6681
"froid";1,2652;-1,2652
"facile";3,7649;-3,7649
"outre";-0,4332;0,4332
"règle";0,5628;-0,5628
"manquer";0,5572;-0,5572
"logement";-0,2483;0,2483
"développer";-0,3137;0,3137
"fond";3,5441;-3,5441
"pénurie";-0,5829;0,5829
"ceux";7,9374;-7,9374
"appeler";-0,4171;0,4171
"maurice";-0,5048;0,5048
"parce_que";1,6864;-1,6864
"sensible";1,8962;-1,8962
"maison";1,4546;-1,4546
"entier";0,8421;-0,8421
"compte";0,579;-0,579
"fou";4,9227;-4,9227
"manger";2,926;-2,926
"dimanche";-5,2469;5,2469
"genre";1,0268;-1,0268
"soir";-0,5689;0,5689
"écran";0,8058;-0,8058
"comme";-7,941;7,941
"état";-6,8885;6,8885
"civil";-0,687;0,687
"personnage";1,1257;-1,1257
"25";-1,6676;1,6676
"apparaître";0,2386;-0,2386
"nom";-0,7359;0,7359
"particulièrement";-2,1306;2,1306
"exister";1,3436;-1,3436
"lausanne";0,8416;-0,8416
"côté";-0,6778;0,6778
"femme";0,9293;-0,9293
"autre";-3,7417;3,7417
"armée";0,5174;-0,5174
"oeuf";0,4094;-0,4094
"école";2,5003;-2,5003
"laurent";-2,2859;2,2859
"retourner";1,1615;-1,1615
"élève";0,3637;-0,3637
"enseignant";-0,2922;0,2922
"htag_ecole";9,1484;-9,1484
"traditionnel";-0,347;0,347
"glisser";4,3711;-4,3711
"sous";-0,5678;0,5678
"épreuve";0,5649;-0,5649
"ouvrir";-0,9912;0,9912
"alcool";1,0788;-1,0788
"domaine";-1,2649;1,2649
"famille";0,5862;-0,5862
"vin";2,7543;-2,7543
"devant";0,7442;-0,7442
"caméra";1,4609;-1,4609
"1969";7,1879;-7,1879
"fils";1,3444;-1,3444
"jean";0,7188;-0,7188
"là";1,1912;-1,1912
"2009";0,671;-0,671
"bande";-1,4922;1,4922
"main";0,7525;-0,7525
"objectif";-2,6135;2,6135
"record";-1,7281;1,7281
"personnel";-0,8566;0,8566
"maintenir";-1,6302;1,6302
"corps";1,751;-1,751
"esprit";2,5923;-2,5923
"forme";-0,9444;0,9444
"fc";0,9762;-0,9762
"rare";-0,4008;0,4008
"spécialiste";0,7632;-0,7632
"intervention";-1,872;1,872
"alain";2,1403;-2,1403
"responsable";-1,872;1,872
"stratégie";-2,0056;2,0056
"sportif";0,9024;-0,9024
"sarah";-0,2642;0,2642
"journaliste";2,5116;-2,5116
"président";-5,4856;5,4856
"jeudi";-6,9035;6,9035
"9";-1,2862;1,2862
"octobre";-5,294;5,294
"débat";-1,4014;1,4014
"cinéma";3,7893;-3,7893
"durée";-0,745;0,745
"90";1,3394;-1,3394
"minute";0,2609;-0,2609
"emji_symbole_d_avertissement";-1,8168;1,8168
"gratuit";-0,745;0,745
"inscription";0,4908;-0,4908
"ch";-1,6442;1,6442
"emji_étincelles";-0,745;0,745
"fruit";-0,4951;0,4951
"collaboration";-0,8354;0,8354
"part";-0,8564;0,8564
"vacance";12,2274;-12,2274
"voie";-0,2253;0,2253
"poste";-2,0171;2,0171
"service";-4,6313;4,6313
"animal";-0,4997;0,4997
"facteur";-0,2922;0,2922
"b";-0,5829;0,5829
"supprimer";-0,9831;0,9831
"2016";-0,4951;0,4951
"vrai";2,6699;-2,6699
"chaque";-0,7554;0,7554
"offrir";-3,882;3,882
"retraité";3,7649;-3,7649
"émotion";2,0502;-2,0502
"jeunesse";5,6738;-5,6738
"ambiance";5,5305;-5,5305
"télévision";11,3332;-11,3332
"parole";0,8421;-0,8421
"manière";0,6263;-0,6263
"eux";0,5709;-0,5709
"scène";-1,2668;1,2668
"comédien";7,2708;-7,2708
"travailler";0,6263;-0,6263
"adolescent";2,4055;-2,4055
"acteur";-0,4328;0,4328
"1960";1,7093;-1,7093
"décéder";-0,4962;0,4962
"film";0,5011;-0,5011
"paul";0,2852;-0,2852
"22";0,292;-0,292
"début";0,4458;-0,4458
"effet";-3,2312;3,2312
"1984";2,1403;-2,1403
"déjà";-0,9329;0,9329
"polémique";-0,339;0,339
"citoyen";-0,4553;0,4553
"représentant";-0,2357;0,2357
"défendre";-0,9898;0,9898
"espèce";-3,9688;3,9688
"menacer";-0,9898;0,9898
"entendre";0,6342;-0,6342
"avenir";-0,729;0,729
"canton";-4,1092;4,1092
"htag_valais";13,0696;-13,0696
"affaire";-1,0568;1,0568
"faute";0,7879;-0,7879
"cet";2,8451;-2,8451
"13";-0,687;0,687
"septembre";-0,9225;0,9225
"vevey";-0,2144;0,2144
"national";-3,7005;3,7005
"choc";-0,5048;0,5048
"action";-1,6442;1,6442
"geste";0,494;-0,494
"conduire";0,2284;-0,2284
"hôpital";-2,8753;2,8753
"tomber";0,9677;-0,9677
"genou";-0,3739;0,3739
"gauche";-2,281;2,281
"toucher";-4,2814;4,2814
"décider";-1,3344;1,3344
"saisir";-0,5048;0,5048
"justice";-2,662;2,662
"réunir";-0,2684;0,2684
"plateau";5,6738;-5,6738
"tell";4,334;-4,334
"légendaire";2,4943;-2,4943
"emji_balance_à_poids";-2,2922;2,2922
"commettre";-0,5048;0,5048
"football";0,9267;-0,9267
"juger";-3,1262;3,1262
"tribunal";-1,7232;1,7232
"également";-8,5082;8,5082
"cadre";-3,072;3,072
"procès";-1,5378;1,5378
"juin";0,9415;-0,9415
"1987";7,871;-7,871
"condamner";-0,6255;0,6255
"causer";-3,2698;3,2698
"devoir";-7,0049;7,0049
"payer";0,3779;-0,3779
"amende";-0,6938;0,6938
"franc";-5,0673;5,0673
"htag_sportxinfo";-5,3903;5,3903
"fédéral";-5,2888;5,2888
"500";-1,4461;1,4461
"j";10,3819;-10,3819
"avion";1,1836;-1,1836
"sûr";0,9092;-0,9092
"ligne";-5,3873;5,3873
"capitaine";0,2852;-0,2852
"f";-0,5829;0,5829
"18";-1,8053;1,8053
"porte";-0,4328;0,4328
"répondre";0,3363;-0,3363
"document";1,1836;-1,1836
"htag_armeesuisse";6,5344;-6,5344
"achat";-0,8354;0,8354
"magazine";-0,5592;0,5592
"présenter";0,9385;-0,9385
"emploi";-0,8566;0,8566
"100";-0,322;0,322
"gagner";0,2907;-0,2907
"elles";-0,2968;0,2968
"38";-0,2922;0,2922
"travailleur";-0,9225;0,9225
"ni";0,9826;-0,9826
"sourire";3,2955;-3,2955
"fille";2,1251;-2,1251
"revue";0,7879;-0,7879
"17";-1,128;1,128
"choisir";1,054;-1,054
"rêve";3,695;-3,695
"htag_voiture";9,1484;-9,1484
"peine";-1,0589;1,0589
"matin";1,1833;-1,1833
"préparer";0,2595;-0,2595
"appétit";4,9778;-4,9778
"star";0,3304;-0,3304
"christian";-3,6338;3,6338
"puis";0,6867;-0,6867
"vers";-4,1005;4,1005
"dizaine";-1,0589;1,0589
"art";1,1631;-1,1631
"humour";4,334;-4,334
"blanc";3,6361;-3,6361
"bas";-0,278;0,278
"faux";-0,4962;0,4962
"htag_mode";7,1879;-7,1879
"reposer";0,6464;-0,6464
