"";"X.rts_a";"X.rts_i"
"200";-2,2446;2,2446
"km";-1,7132;1,7132
"h";-0,9078;0,9078
"piste";1,6056;-1,6056
"kilomètre";0,296;-0,296
"neige";2,9593;-2,9593
"vitesse";0,3889;-0,3889
"budget";-2,0643;2,0643
"chat";1,9061;-1,9061
"quand";12,4635;-12,4635
"devenir";-0,6229;0,6229
"un";-1,0544;1,0544
"véritable";1,6103;-1,6103
"jouet";2,9101;-2,9101
"emji_notes_de_musique";-1,3634;1,3634
"danse";7,0395;-7,0395
"créer";-1,3424;1,3424
"par";-26,1657;26,1657
"plus";-1,2793;1,2793
"grand";0,9306;-0,9306
"succès";-0,7586;0,7586
"international";-1,5715;1,5715
"initialement";-2,1156;2,1156
"animer";2,8678;-2,8678
"station";-0,681;0,681
"chanson";3,0263;-3,0263
"monde";0,5963;-0,5963
"40";0,9592;-0,9592
"pays";-1,9716;1,9716
"son";1,4572;-1,4572
"commencer";0,7813;-0,7813
"1970";3,6856;-3,6856
"au";-1,4008;1,4008
"qui";4,8669;-4,8669
"transformer";-1,4119;1,4119
"connaître";-0,272;0,272
"sa";-0,549;0,549
"traverser";-0,6269;0,6269
"décennie";0,2506;-0,2506
"continuer";-0,7956;0,7956
"séduire";-0,7636;0,7636
"jeune";6,3553;-6,3553
"public";-1,1141;1,1141
"notamment";-7,7147;7,7147
"streaming";-1,4918;1,4918
"50";-0,6872;0,6872
"million";-15,8709;15,8709
"environ";-4,3761;4,3761
"400";-1,697;1,697
"rester";-1,8767;1,8767
"incontournable";1,3547;-1,3547
"fête";9,1637;-9,1637
"populaire";-1,2151;1,2151
"aux";-2,5912;2,5912
"dernier";-5,295;5,295
"nouveau";-4,3578;4,3578
"aujourd_hui";2,5274;-2,5274
"âgé";-0,5353;0,5353
"an";0,9914;-0,9914
"profiter";1,246;-1,246
"retraite";0,6227;-0,6227
"oeuvre";-0,5385;0,5385
"alors";1,9803;-1,9803
"voici";6,7368;-6,7368
"base";-0,5499;0,5499
"découvrir";1,8447;-1,8447
"via";0,3942;-0,3942
"notre";7,2789;-7,2789
"instafood";7,7621;-7,7621
"emji_skieur";-2,3282;2,3282
"emji_drapeau_suisse";-62,8049;62,8049
"décembre";-6,4503;6,4503
"chute";-1,5429;1,5429
"val";1,2693;-1,2693
"arrêter";0,4822;-0,4822
"carrière";0,6227;-0,6227
"qu";11,2157;-11,2157
"te";0,8656;-0,8656
"raconter";6,1257;-6,1257
"histoire";1,5246;-1,5246
"image";0,5025;-0,5025
"ce";0,9252;-0,9252
"penser";0,5503;-0,5503
"garçon";2,1474;-2,1474
"rue";3,7838;-3,7838
"cheveu";2,0053;-2,0053
"réaction";-0,2585;0,2585
"1971";4,8047;-4,8047
"3";-1,8957;1,8957
"après";-5,1385;5,1385
"mai";0,296;-0,296
"1968";4,5619;-4,5619
"microtrottoir";6,653;-6,653
"jeunesse";8,0464;-8,0464
"légende";0,5503;-0,5503
"jurer";-0,2831;0,2831
"y";13,0988;-13,0988
"amour";15,445;-15,445
"mais";2,9654;-2,9654
"raison";-2,2885;2,2885
"pari";-0,5353;0,5353
"semaine";-2,329;2,329
"énergie";0,6775;-0,6775
"lundi";-2,9966;2,9966
"repos";2,5368;-2,5368
"léman";-0,3284;0,3284
"hippie";4,0654;-4,0654
"course";1,3695;-1,3695
"tout";11,284;-11,284
"beau";6,833;-6,833
"rassembler";2,1474;-2,1474
"vieux";1,454;-1,454
"ville";-1,2148;1,2148
"genève";-1,198;1,198
"tu";4,2696;-4,2696
"croire";4,0654;-4,0654
"dieu";2,5368;-2,5368
"ou";7,5376;-7,5376
"fribourg";1,2229;-1,2229
"vaud";1,0819;-1,0819
"neuchâtel";-1,0094;1,0094
"valoir";4,2807;-4,2807
"question";4,6646;-4,6646
"toute";1,3813;-1,3813
"assurer";-1,2151;1,2151
"ski";5,2019;-5,2019
"rien";6,1463;-6,1463
"mieux";10,2345;-10,2345
"gare";-0,3284;0,3284
"monsieur";6,2968;-6,2968
"train";-0,3158;0,3158
"cff";-0,6651;0,6651
"introduire";-0,8943;0,8943
"interdiction";-0,228;0,228
"fumer";1,3547;-1,3547
"leurs";-0,6062;0,6062
"finir";1,3035;-1,3035
"cigarette";1,454;-1,454
"autres";8,9272;-8,9272
"vraiment";1,2301;-1,2301
"cuisine";5,9137;-5,9137
"partager";1,2229;-1,2229
"secret";4,8226;-4,8226
"nombreux";1,1581;-1,1581
"fan";0,7542;-0,7542
"travers";-0,2402;0,2402
"journal";2,2035;-2,2035
"livre";0,3231;-0,3231
"même";0,5674;-0,5674
"personne";-13,3111;13,3111
"jamais";2,5338;-2,5338
"rencontrer";1,0593;-1,0593
"complet";4,2027;-4,2027
"drôle";4,4351;-4,4351
"métier";6,1463;-6,1463
"avis";3,2455;-3,2455
"attendre";-0,867;0,867
"insolite";5,544;-5,544
"trop";7,0308;-7,0308
"depuis";-0,843;0,843
"transport";-0,3284;0,3284
"adapter";-0,6689;0,6689
"dire";6,2891;-6,2891
"nous";16,6835;-16,6835
"quelle";2,0053;-2,0053
"tv";4,5619;-4,5619
"tant";0,4147;-0,4147
"emji_ballon_de_football";-4,4114;4,4114
"16";-1,5132;1,5132
"novembre";-9,0815;9,0815
"affronter";0,6677;-0,6677
"chez";-0,3266;0,3266
"elle";0,6905;-0,6905
"lors";-2,1488;2,1488
"match";0,522;-0,522
"mondial";-4,2393;4,2393
"nati";0,3889;-0,3889
"arrivée";-0,5964;0,5964
"équipe";-0,4562;0,4562
"aussi";3,9363;-3,9363
"garder";-0,4444;0,4444
"envers";-0,2486;0,2486
"époque";2,1474;-2,1474
"conseil";-5,4507;5,4507
"sécurité";-1,6636;1,6636
"onu";-1,4918;1,4918
"voter";-0,929;0,929
"plan";-4,1968;4,1968
"paix";-0,8616;0,8616
"donald";-5,8891;5,8891
"trump";-6,8049;6,8049
"gaza";-7,4533;7,4533
"prévoir";-5,9641;5,9641
"force";-0,8215;0,8215
"mot";3,6856;-3,6856
"bien";5,417;-5,417
"manifestation";-3,7774;3,7774
"récent";-0,8943;0,8943
"cessez_le_feu";-3,8584;3,8584
"guerre";-1,1536;1,1536
"terme";-0,6689;0,6689
"moins";-2,7484;2,7484
"signe";0,6677;-0,6677
"mouvement";-0,358;0,358
"très";1,5447;-1,5447
"lausannois";3,8537;-3,8537
"tous";13,3332;-13,3332
"salle";3,6958;-3,6958
"eau";1,2179;-1,2179
"leur";0,5663;-0,5663
"ils";5,7612;-5,7612
"rendre";-1,1862;1,1862
"veille";0,8656;-0,8656
"bain";0,4385;-0,4385
"st";-0,3061;0,3061
"lausanne";1,1579;-1,1579
"pourquoi";2,9346;-2,9346
"marier";1,0593;-1,0593
"falloir";9,8429;-9,8429
"salon";2,5368;-2,5368
"mariage";2,3015;-2,3015
"union";-0,9078;0,9078
"lover";5,9476;-5,9476
"vouloir";3,3522;-3,3522
"association";-2,801;2,801
"contre";-3,8767;3,8767
"dénoncer";-0,7956;0,7956
"voiture";7,3853;-7,3853
"obligatoire";0,5503;-0,5503
"selon";-18,6847;18,6847
"lui";2,8511;-2,8511
"société";0,3208;-0,3208
"tuer";-2,4276;2,4276
"petit";27,1663;-27,1663
"feu";0,266;-0,266
"liberté";1,5664;-1,5664
"bientôt";-0,4394;0,4394
"interdire";-0,8284;0,8284
"individu";-1,0613;1,0613
"sortir";-0,3003;0,3003
"sans";1,7422;-1,7422
"1";2,2783;-2,2783
"entre";-4,1539;4,1539
"parent";0,7542;-0,7542
"soirée";2,1292;-2,1292
"vivre";4,3131;-4,3131
"rencontre";4,1068;-4,1068
"suivre";1,6777;-1,6777
"nyon";1,3547;-1,3547
"temps";6,6592;-6,6592
"projection";2,4265;-2,4265
"inviter";1,0402;-1,0402
"plonger";0,296;-0,296
"programme";0,6054;-0,6054
"regard";2,1474;-2,1474
"événement";0,4748;-0,4748
"quotidien";0,896;-0,896
"portrait";4,9064;-4,9064
"personnalité";-0,4989;0,4989
"témoignage";2,2035;-2,2035
"actuel";-1,0585;1,0585
"inédit";-2,5427;2,5427
"théâtre";-0,4989;0,4989
"19";-1,8871;1,8871
"inscrire";-0,6689;0,6689
"cochon";3,2019;-3,2019
"chanter";2,6034;-2,6034
"claude";3,6958;-3,6958
"champion";2,7741;-2,7741
"bel";2,3015;-2,3015
"seul";0,522;-0,522
"humour";13,0497;-13,0497
"miracle";29,4229;-29,4229
"montrer";-0,7956;0,7956
"1967";4,0654;-4,0654
"ouvrier";0,3889;-0,3889
"exprimer";-0,3284;0,3284
"fort";-0,8919;0,8919
"époux";-0,228;0,228
"clip";13,3705;-13,3705
"plein";10,3658;-10,3658
"diffuser";12,0644;-12,0644
"samedi";2,0024;-2,0024
"18h45";15,1578;-15,1578
"miraclesuisse";15,8975;-15,8975
"madeinswitzerland";15,5277;-15,5277
"suissitude";14,0482;-14,0482
"20";-1,9752;1,9752
"jour";-1,213;1,213
"encore";1,9748;-1,9748
"réaliser";-0,6398;0,6398
"occasion";4,9717;-4,9717
"moment";0,6227;-0,6227
"emji_feu";-1,4119;1,4119
"propre";3,3991;-3,3991
"couple";2,0053;-2,0053
"américain";-5,203;5,203
"voyage";4,7458;-4,7458
"donner";1,3721;-1,3721
"dossier";-0,358;0,358
"ordre";-0,228;0,228
"switzerland";5,544;-5,544
"occuper";1,2693;-1,2693
"commeunlundi";4,4351;-4,4351
"style";3,5387;-3,5387
"chaussette";3,8779;-3,8779
"simple";2,7114;-2,7114
"mode";8,2827;-8,2827
"commun";0,2599;-0,2599
"apprendre";0,7011;-0,7011
"aimer";17,3771;-17,3771
"poser";0,5096;-0,5096
"plutôt";4,8226;-4,8226
"police";-3,2328;3,2328
"kid";10,3502;-10,3502
"mort";-1,9752;1,9752
"médecin";0,3231;-0,3231
"mettre";-3,3683;3,3683
"terre";1,6711;-1,6711
"vie";9,8871;-9,8871
"compter";-0,228;0,228
"étude";-7,2317;7,2317
"spécial";0,7406;-0,7406
"invention";7,0227;-7,0227
"innovation";1,2693;-1,2693
"solution";0,714;-0,714
"raclette";0,5096;-0,5096
"1992";2,5368;-2,5368
"présent";1,394;-1,394
"reportage";3,2961;-3,2961
"plusieurs";-3,0487;3,0487
"pendant";-0,2471;0,2471
"parmi";-0,9275;0,9275
"tard";3,5249;-3,5249
"froid";1,737;-1,737
"automne";2,8654;-2,8654
"règle";-0,28;0,28
"manquer";0,6396;-0,6396
"femme";1,6149;-1,6149
"logement";-0,3386;0,3386
"développer";-0,2486;0,2486
"ceux";9,8687;-9,8687
"appeler";1,0474;-1,0474
"sensible";1,1097;-1,1097
"maison";1,2092;-1,2092
"1972";5,1744;-5,1744
"entier";0,8614;-0,8614
"compte";0,5768;-0,5768
"fou";3,2019;-3,2019
"manger";2,5368;-2,5368
"dimanche";-8,1589;8,1589
"soir";-1,3182;1,3182
"comme";-4,7938;4,7938
"état";-5,5788;5,5788
"civil";-0,8616;0,8616
"personnage";0,6677;-0,6677
"25";-1,6571;1,6571
"nom";-0,358;0,358
"particulièrement";-2,9549;2,9549
"exister";1,5396;-1,5396
"2000";1,6341;-1,6341
"école";1,8447;-1,8447
"1985";2,5368;-2,5368
"retourner";0,6677;-0,6677
"savoir";7,6799;-7,6799
"élève";0,2506;-0,2506
"ecole";4,5619;-4,5619
"traditionnel";-0,358;0,358
"quelques";3,8976;-3,8976
"glisser";3,2019;-3,2019
"sous";-0,6512;0,6512
"ouvrir";-0,7782;0,7782
"sport";3,0952;-3,0952
"alcool";1,785;-1,785
"domaine";-1,697;1,697
"famille";0,4015;-0,4015
"vin";2,0969;-2,0969
"devant";1,3767;-1,3767
"caméra";1,875;-1,875
"1969";4,4351;-4,4351
"fils";0,8656;-0,8656
"jean";3,8195;-3,8195
"là";1,2693;-1,2693
"âge";1,8386;-1,8386
"bande";-2,0643;2,0643
"main";2,0053;-2,0053
"objectif";-1,2151;1,2151
"record";-1,5236;1,5236
"personnel";-0,7636;0,7636
"corps";2,2035;-2,2035
"esprit";2,9101;-2,9101
"forme";-0,5499;0,5499
"lapin";1,1097;-1,1097
"part";-0,5964;0,5964
"vacance";11,8092;-11,8092
"1994";2,3015;-2,3015
"poste";-1,7883;1,7883
"service";-5,0705;5,0705
"animal";-0,2842;0,2842
"voir";0,3046;-0,3046
"vrai";2,8678;-2,8678
"chaque";-1,2158;1,2158
"jeudi";-11,5061;11,5061
"offrir";-2,6119;2,6119
"émotion";1,2693;-1,2693
"ambiance";5,1517;-5,1517
"télévision";7,0395;-7,0395
"parole";0,5096;-0,5096
"manière";0,4385;-0,4385
"eux";1,0593;-1,0593
"30";0,3038;-0,3038
"changer";1,0402;-1,0402
"scène";-0,5499;0,5499
"comédien";5,1744;-5,1744
"travailler";0,7011;-0,7011
"tour";0,3923;-0,3923
"adolescent";0,7406;-0,7406
"acteur";0,4557;-0,4557
"cinéma";2,4676;-2,4676
"décéder";-0,929;0,929
"film";0,2476;-0,2476
"philippe";0,4147;-0,4147
"22";-0,2821;0,2821
"début";-0,2701;0,2701
"effet";-1,81;1,81
"déjà";0,4394;-0,4394
"citoyen";-0,709;0,709
"représentant";-0,3386;0,3386
"défendre";-0,6269;0,6269
"espèce";-3,6364;3,6364
"menacer";-1,3767;1,3767
"entendre";0,5096;-0,5096
"avenir";-0,4911;0,4911
"canton";-4,7687;4,7687
"affaire";-1,9307;1,9307
"marquer";-3,4031;3,4031
"cet";2,126;-2,126
"fédéral";-6,6873;6,6873
"4";-1,7931;1,7931
"500";-1,697;1,697
"j";10,3829;-10,3829
"peur";3,8779;-3,8779
"avion";2,4556;-2,4556
"pilote";0,3482;-0,3482
"ligne";-5,8091;5,8091
"18";-1,6571;1,6571
"armée";0,4737;-0,4737
"porte";-0,5385;0,5385
"répondre";0,3942;-0,3942
"document";0,862;-0,862
"armeesuisse";3,6958;-3,6958
"pouvoir";-3,6857;3,6857
"achat";-1,0613;1,0613
"présenter";-0,2701;0,2701
"100";-0,3017;0,3017
"gagner";0,8656;-0,8656
"elles";-0,3158;0,3158
"travailleur";-0,7636;0,7636
"ni";2,2992;-2,2992
"fille";2,0232;-2,0232
"13";-1,2353;1,2353
"17";-1,5429;1,5429
"journaliste";0,9057;-0,9057
"choisir";0,6396;-0,6396
"rêve";2,7114;-2,7114
"matin";0,3028;-0,3028
"préparer";0,4147;-0,4147
"avant";0,7324;-0,7324
"appétit";2,5368;-2,5368
"star";0,3889;-0,3889
"plateau";3,0014;-3,0014
"également";-2,0763;2,0763
"puis";0,8614;-0,8614
"vers";-2,0041;2,0041
"dizaine";-1,0613;1,0613
"art";0,4386;-0,4386
"légendaire";1,0783;-1,0783
"blanc";2,2423;-2,2423
"bas";-0,28;0,28
"faux";-0,929;0,929
"éviter";-0,2821;0,2821
"helvétique";2,1474;-2,1474
"certains";0,9481;-0,9481
"préférer";2,3015;-2,3015
"madame";7,0227;-7,0227
"tête";1,0527;-1,0527
"1966";4,8047;-4,8047
"vieillesse";2,1474;-2,1474
"alpage";2,8678;-2,8678
"deux";-5,82;5,82
"durant";-0,3003;0,3003
"60";1,3767;-1,3767
"revenir";-0,7303;0,7303
"lieu";-1,3965;1,3965
"accent";4,4351;-4,4351
"chercheur";-2,7588;2,7588
"or";0,5693;-0,5693
"bord";-0,228;0,228
"rêver";3,6958;-3,6958
"travail";-0,6195;0,6195
"vintage";10,72;-10,72
"garantir";0,2665;-0,2665
"malade";0,6677;-0,6677
"presque";0,296;-0,296
"porter";-0,3465;0,3465
"couper";-0,8014;0,8014
"mythique";2,0053;-2,0053
"valaisan";2,8678;-2,8678
"vélomoteur";4,0654;-4,0654
"génération";0,8657;-0,8657
"eighties";9,6107;-9,6107
"jeu";3,3639;-3,3639
"parler";3,7953;-3,7953
"autorité";-3,6364;3,6364
"policier";-0,8284;0,8284
"vaudois";0,4249;-0,4249
"1974";4,4351;-4,4351
"lac";2,2035;-2,2035
"accueillir";-1,2529;1,2529
"haut";0,3569;-0,3569
"couleur";0,5305;-0,5305
"pierre";0,8656;-0,8656
"radio";3,9169;-3,9169
"vert";-0,4513;0,4513
"geste";-0,4394;0,4394
"coeur";1,0433;-1,0433
"saint";-0,3003;0,3003
"journée";1,6776;-1,6776
"lever";1,2693;-1,2693
"passage";0,5693;-0,5693
"niveau";-3,5695;3,5695
"8";-0,9601;0,9601
"habitant";-1,2529;1,2529
"geneve";7,7621;-7,7621
"participer";-1,0094;1,0094
"concours";1,2301;-1,2301
"artiste";-1,295;1,295
"plage";1,6103;-1,6103
"premier";-6,3676;6,3676
"tenter";0,296;-0,296
"chaussure";1,7159;-1,7159
"témoigner";1,2301;-1,2301
"changement";-0,8616;0,8616
"village";0,6723;-0,6723
"e";-2,519;2,519
"soleil";8,377;-8,377
"peu";3,6763;-3,6763
"santé";-1,4979;1,4979
"70";1,0408;-1,0408
"frère";-0,4989;0,4989
"carte";0,2986;-0,2986
"terminer";-0,4989;0,4989
"national";-4,2947;4,2947
"florilège";4,4351;-4,4351
"revoir";0,5096;-0,5096
"final";-0,929;0,929
"euro";-3,1953;3,1953
"féminin";0,862;-0,862
"2025";-9,3995;9,3995
"café";1,0593;-1,0593
"pain";1,0593;-1,0593
"difficile";0,3942;-0,3942
"cas";-0,6559;0,6559
"chaud";-0,3386;0,3386
"vache";4,4351;-4,4351
"montagne";5,1365;-5,1365
"passion";9,1185;-9,1185
"valaiswallis";4,0654;-4,0654
"paléo";2,5368;-2,5368
"festival";4,7073;-4,7073
"new";-0,5964;0,5964
"york";-0,5499;0,5499
"fois";-0,4327;0,4327
"marque";-1,7132;1,7132
"dès";-3,4401;3,4401
"oublier";4,5619;-4,5619
"homme";1,2043;-1,2043
"tell";1,7159;-1,7159
"quel";3,897;-3,897
"jusqu_à";-4,3761;4,3761
"évoquer";2,9346;-2,9346
"sentiment";-0,2486;0,2486
"fermer";-1,8385;1,8385
"montreux";1,875;-1,875
"the";-2,6132;2,6132
"installer";0,3942;-0,3942
"amateur";0,2244;-0,2244
"football";2,3269;-2,3269
"juin";0,3718;-0,3718
"aucun";-0,4394;0,4394
"ici";-0,3739;0,3739
"départ";-0,4911;0,4911
"stress";0,6775;-0,6775
"10";-1,3424;1,3424
"servir";2,0385;-2,0385
"beaucoup";1,2301;-1,2301
"1990";3,6856;-3,6856
"car";2,2035;-2,2035
"surtout";0,8714;-0,8714
"28";-1,4918;1,4918
"musique";5,0998;-5,0998
"chaîne";-0,9078;0,9078
"vive";2,5368;-2,5368
"milieu";0,5876;-0,5876
"scolaire";0,5305;-0,5305
"bois";0,862;-0,862
"besoin";-1,594;1,594
"pied";0,8614;-0,8614
"non";-1,0256;1,0256
"26";-1,905;1,905
"route";1,0424;-1,0424
"rire";8,1318;-8,1318
"jouer";0,5025;-0,5025
"chemin";2,5368;-2,5368
"physique";0,5503;-0,5503
"important";-0,8215;0,8215
"sportif";0,6888;-0,6888
"prêt";4,8226;-4,8226
"édition";-1,0094;1,0094
"dérouler";-1,0613;1,0613
"vendredi";-4,5336;4,5336
"toutes";0,896;-0,896
"celles";1,0783;-1,0783
"période";-1,0685;1,0685
"examen";0,6677;-0,6677
"réussir";1,0593;-1,0593
"soin";-0,7956;0,7956
"étudiant";-0,6689;0,6689
"sol";0,6677;-0,6677
"aider";-0,3941;0,3941
"moi";8,8713;-8,8713
"jardin";1,3035;-1,3035
"position";-1,905;1,905
"tabac";1,6711;-1,6711
"expliquer";-1,7946;1,7946
"cacher";-0,3386;0,3386
"considérer";-1,697;1,697
"grave";-1,2151;1,2151
"accident";-2,6132;2,6132
"21";-0,8943;0,8943
"janvier";-2,9549;2,9549
"vd";-1,905;1,905
"genevois";1,5358;-1,5358
"immense";0,6677;-0,6677
"naître";-0,3035;0,3035
"culte";4,5113;-4,5113
"europe";-5,1706;5,1706
"noir";-0,3061;0,3061
"5";-2,4636;2,4636
"vidéo";-1,5178;1,5178
"demander";-2,6857;2,6857
"sexuel";-2,0954;2,0954
"romands";0,8786;-0,8786
"roi";1,0593;-1,0593
"siècle";0,5693;-0,5693
"inspirer";-0,358;0,358
"9";-0,8284;0,8284
"nuit";-1,4554;1,4554
"quatre";-4,4082;4,4082
"printemps";1,2693;-1,2693
"1988";3,6958;-3,6958
"mois";-2,0824;2,0824
"tôt";-1,905;1,905
"remporter";-2,7917;2,7917
"nature";4,1898;-4,1898
"poursuivre";-0,7636;0,7636
"7";-1,2353;1,2353
"chien";3,9759;-3,9759
"maman";1,1097;-1,1097
"mère";1,6103;-1,6103
"total";-0,4989;0,4989
"me";3,5387;-3,5387
"1980";4,0654;-4,0654
"abri";1,2693;-1,2693
"renoncer";-1,0613;1,0613
"souvent";-4,1053;4,1053
"mauvais";0,6677;-0,6677
"menace";-0,3386;0,3386
"amende";-1,0613;1,0613
"condition";-2,1729;2,1729
"6";-1,9254;1,9254
"objet";-0,4911;0,4911
"projet";-9,0199;9,0199
"12";-1,1289;1,1289
"club";1,5396;-1,5396
"emblématique";-0,929;0,929
"genevoise";0,2506;-0,2506
"identifier";-2,7588;2,7588
"adepte";3,8779;-3,8779
"comprendre";-0,2402;0,2402
"quelque";2,2035;-2,2035
"chose";3,2455;-3,2455
"région";-2,2885;2,2885
"week_end";-1,3634;1,3634
"entraîner";-0,5964;0,5964
"arbre";0,5096;-0,5096
"choix";0,6677;-0,6677
"tempête";-0,7956;0,7956
"vent";-0,228;0,228
"violent";-1,0613;1,0613
"spectaculaire";-0,4989;0,4989
"pluie";0,4385;-0,4385
"pousser";0,2244;-0,2244
"problème";-0,228;0,228
"magasin";0,3231;-0,3231
"venir";2,1242;-2,1242
"marché";-1,2135;1,2135
"boîte";0,6775;-0,6775
"possible";-0,3941;0,3941
"vente";-1,8385;1,8385
"32";-1,4918;1,4918
"franc";-7,1457;7,1457
"exemple";-0,228;0,228
"comportement";-0,4989;0,4989
"automobile";2,1474;-2,1474
"voisin";0,6677;-0,6677
"français";-0,6141;0,6141
"organiser";-0,8616;0,8616
"24";1,3721;-1,3721
"1981";3,6958;-3,6958
"ancien";-2,6857;2,6857
"unique";-1,2215;1,2215
"coup";0,3482;-0,3482
"delémont";-1,4918;1,4918
"espérer";-0,228;0,228
"ainsi";-4,0302;4,0302
"moitié";-2,1616;2,1616
"14";-1,3625;1,3625
"attention";4,498;-4,498
"droit";-0,7229;0,7229
"vote";-1,0685;1,0685
"devoir";-4,6806;4,6806
"chef";0,2665;-0,2665
"point";-0,28;0,28
"produire";-0,954;0,954
"contenir";-2,5427;2,5427
"mener";-3,7774;3,7774
"enquête";-6,0185;6,0185
"domicile";-0,5499;0,5499
"permettre";-3,1507;3,1507
"ménage";1,0593;-1,0593
"tsr";4,219;-4,219
"risque";-2,6959;2,6959
"90";1,0424;-1,0424
"dont";-5,2105;5,2105
"aérien";-1,2151;1,2151
"au_dessus";-0,3386;0,3386
"véhicule";-0,4989;0,4989
"incroyable";0,5096;-0,5096
"voyageur";0,6677;-0,6677
"chanteur";2,4556;-2,4556
"phénomène";-1,2353;1,2353
"2000s";12,9388;-12,9388
"air";1,0482;-1,0482
"particulier";0,8656;-0,8656
"snow";4,0654;-4,0654
"chacun";1,3547;-1,3547
"hiver";2,3842;-2,3842
"adulte";-1,2341;1,2341
"réunir";-0,4513;0,4513
"défi";-0,3061;0,3061
"preuve";0,6677;-0,6677
"déclarer";-0,929;0,929
"plateforme";-1,905;1,905
"site";-1,5178;1,5178
"géant";-3,5695;3,5695
"information";-0,6689;0,6689
"culture";-0,6689;0,6689
"évolution";-0,709;0,709
"impact";-2,5427;2,5427
"laisser";1,3721;-1,3721
"loin";4,0654;-4,0654
"étape";0,2506;-0,2506
"téléphone";2,5368;-2,5368
"1999";2,8678;-2,8678
"celui";1,0593;-1,0593
"mercredi";-6,7902;6,7902
"tester";-1,4918;1,4918
"lorsqu";-0,4989;0,4989
"estimer";-2,2446;2,2446
"reconnaître";-0,6269;0,6269
"futur";-0,358;0,358
"fonds";-0,709;0,709
"fondue";4,8238;-4,8238
"membre";-3,9865;3,9865
"lutte";-0,5499;0,5499
"neuchâtelois";0,3606;-0,3606
"sembler";2,2035;-2,2035
"soldat";1,4899;-1,4899
"sortie";0,2244;-0,2244
"militaire";-0,28;0,28
"juillet";0,3889;-0,3889
"malgré";-1,9434;1,9434
"rapport";-3,1388;3,1388
"révéler";-9,4571;9,4571
"banque";0,6775;-0,6775
