"";"X.rts_a";"X.rts_i"
"actuel";0,09;0,26
"inédit";0,03;0,33
"théâtre";0,09;0,16
"19";0,09;0,37
"inscrire";0,13;0,23
"cochon";0,35;0,02
"chanter";0,35;0,05
"claude";0,31;0
"champion";0,6;0,16
"bel";0,31;0,05
"seul";0,38;0,28
"humour";1,23;0,02
"miracle";2,77;0,05
"montrer";0,31;0,49
"1967";0,35;0
"ouvrier";0,19;0,14
"exprimer";0,22;0,26
"fort";0,31;0,52
"époux";0,16;0,16
"clip";1,35;0,05
"plein";1,89;0,35
"diffuser";1,54;0,14
"samedi";1,45;0,84
"18h45";1,29;0
"miraclesuisse";1,35;0
"madeinswitzerland";1,32;0
"suissitude";1,19;0
"20";0,44;0,91
"jour";1,1;1,55
"encore";1,13;0,61
"réaliser";0,19;0,3
"occasion";1,01;0,23
"moment";0,38;0,26
"emji_feu";0,06;0,26
"propre";0,53;0,09
"couple";0,28;0,05
"américain";0,19;0,98
"voyage";0,79;0,14
"donner";0,57;0,28
"dossier";0,19;0,23
"ordre";0,16;0,16
"switzerland";0,47;0
"occuper";0,31;0,12
"commeunlundi";0,38;0
"style";0,38;0,02
"chaussette";0,41;0,02
"simple";0,41;0,07
"mode";1,1;0,12
"commun";0,31;0,3
"apprendre";0,28;0,16
"aimer";1,48;0
"poser";0,19;0,12
"plutôt";0,63;0,07
"police";0,28;0,89
"kid";0,88;0
"mort";0,44;0,91
"médecin";0,22;0,19
"mettre";0,63;1,45
"terre";0,41;0,14
"vie";2,26;0,56
"compter";0,16;0,16
"étude";0,06;0,91
"spécial";0,38;0,23
"invention";0,6;0
"innovation";0,31;0,12
"solution";0,31;0,19
"raclette";0,19;0,12
"1992";0,28;0,02
"présent";0,47;0,21
"reportage";0,47;0,07
"plusieurs";0,31;0,91
"pendant";0,35;0,35
"parmi";0,25;0,45
"tard";0,69;0,16
"froid";0,6;0,26
"automne";0,57;0,14
"règle";0,19;0,21
"manquer";0,41;0,28
"femme";1,95;1,34
"logement";0,13;0,16
"développer";0,13;0,14
"ceux";1,26;0,12
"appeler";0,47;0,26
"sensible";0,22;0,07
"maison";0,47;0,23
"1972";0,44;0
"entier";0,25;0,12
"compte";0,47;0,35
"fou";0,35;0,02
"manger";0,28;0,02
"dimanche";0,16;1,27
"soir";0,31;0,61
"comme";1,19;2,55
"état";0,19;1,03
"civil";0,19;0,35
"personnage";0,19;0,09
"25";0,16;0,45
"nom";0,19;0,23
"particulièrement";0,06;0,45
"exister";0,31;0,09
"2000";0,44;0,16
"école";0,82;0,4
"1985";0,28;0,02
"retourner";0,19;0,09
"savoir";1,1;0,14
"élève";0,22;0,21
"ecole";0,47;0,02
"traditionnel";0,19;0,23
"quelques";1,04;0,33
"glisser";0,35;0,02
"sous";0,72;0,91
"ouvrir";0,38;0,56
"sport";0,72;0,21
"alcool";0,35;0,09
"domaine";0,03;0,23
"famille";0,66;0,59
"vin";0,69;0,28
"devant";0,53;0,26
"caméra";0,31;0,07
"1969";0,38;0
"fils";0,22;0,09
"jean";0,82;0,21
"là";0,31;0,12
"âge";0,85;0,42
"bande";0,09;0,4
"main";0,28;0,05
"objectif";0,09;0,28
"record";0,25;0,56
"personnel";0,09;0,21
"corps";0,44;0,12
"esprit";0,38;0,05
"forme";0,13;0,21
"lapin";0,22;0,07
"part";0,16;0,26
"vacance";1,45;0,12
"1994";0,31;0,05
"poste";0,25;0,61
"service";0,22;1,03
"animal";0,66;0,68
"voir";0,75;0,73
"vrai";0,31;0,02
"chaque";0,44;0,75
"jeudi";0,06;1,36
"offrir";0,31;0,84
"émotion";0,31;0,12
"ambiance";0,6;0,05
"télévision";0,97;0,12
"parole";0,19;0,12
"manière";0,25;0,19
"eux";0,28;0,12
"30";0,66;0,63
"changer";0,38;0,19
"scène";0,13;0,21
"comédien";0,44;0
"travailler";0,28;0,16
"tour";0,53;0,47
"adolescent";0,38;0,23
"acteur";0,41;0,33
"cinéma";0,6;0,19
"décéder";0,13;0,28
"film";0,38;0,37
"philippe";0,22;0,16
"22";0,28;0,3
"début";0,6;0,61
"effet";0,16;0,47
"déjà";0,85;0,75
"citoyen";0,16;0,28
"représentant";0,13;0,16
"défendre";0,09;0,19
"espèce";0,03;0,45
"menacer";0,09;0,3
"entendre";0,19;0,12
"avenir";0,16;0,23
"canton";0,41;1,34
"affaire";0,22;0,59
"marquer";0,19;0,75
"cet";1,38;0,77
"fédéral";0,31;1,43
"4";0,28;0,66
"500";0,03;0,23
"j";1,16;0,07
"peur";0,41;0,02
"avion";0,47;0,12
"pilote";0,25;0,21
"ligne";0,09;0,84
"18";0,16;0,45
"armée";0,57;0,47
"porte";0,19;0,28
"répondre";0,31;0,26
"document";0,28;0,14
"armeesuisse";0,31;0
"pouvoir";1,19;2,32
"achat";0,06;0,21
"présenter";0,6;0,61
"100";0,35;0,37
"gagner";0,22;0,09
"elles";0,5;0,54
"travailleur";0,09;0,21
"ni";0,41;0,09
"fille";0,53;0,19
"13";0,19;0,42
"17";0,09;0,33
"journaliste";0,47;0,28
"choisir";0,41;0,28
"rêve";0,41;0,07
"matin";0,57;0,54
"préparer";0,22;0,16
"avant";1,1;0,87
"appétit";0,28;0,02
"star";0,19;0,14
"plateau";0,44;0,07
"également";0,22;0,61
"puis";0,25;0,12
"vers";0,13;0,45
"dizaine";0,06;0,21
"art";0,5;0,42
"légendaire";0,25;0,09
"blanc";0,57;0,19
"bas";0,19;0,21
"faux";0,13;0,28
"éviter";0,28;0,3
"helvétique";0,35;0,07
"certains";0,6;0,37
"préférer";0,31;0,05
"madame";0,6;0
"tête";0,5;0,28
"1966";0,41;0
"vieillesse";0,35;0,07
"alpage";0,31;0,02
"deux";0,85;2,23
"durant";0,44;0,47
"60";0,53;0,26
"revenir";0,41;0,59
"lieu";0,25;0,54
"accent";0,38;0
"chercheur";0,03;0,35
"or";0,28;0,19
"bord";0,16;0,16
"rêver";0,31;0
"travail";0,69;0,87
"vintage";0,91;0
"garantir";0,16;0,14
"malade";0,19;0,09
"presque";0,19;0,16
"porter";0,28;0,33
"couper";0,47;0,68
"mythique";0,28;0,05
"valaisan";0,31;0,02
"vélomoteur";0,35;0
"génération";0,31;0,16
"eighties";0,82;0
"jeu";1,04;0,37
"parler";0,63;0,12
"autorité";0,03;0,45
"policier";0,16;0,3
"vaudois";0,82;0,73
"1974";0,38;0
"lac";0,44;0,12
"accueillir";0,22;0,47
"haut";0,47;0,42
"couleur";0,22;0,14
"pierre";0,22;0,09
"radio";0,69;0,14
"vert";0,25;0,33
"geste";0,13;0,19
"coeur";0,44;0,23
"saint";0,44;0,47
"journée";0,85;0,45
"lever";0,31;0,12
"passage";0,28;0,19
"niveau";0,06;0,52
"8";0,28;0,49
"habitant";0,22;0,47
"geneve";0,66;0
"participer";0,22;0,42
"concours";0,38;0,16
"artiste";0,28;0,56
"plage";0,28;0,07
"premier";1,29;3
"tenter";0,19;0,16
"chaussure";0,25;0,05
"témoigner";0,38;0,16
"changement";0,19;0,35
"village";0,47;0,33
"e";0,13;0,52
"soleil";0,97;0,07
"peu";1,01;0,33
"santé";0,53;0,94
"70";0,41;0,21
"frère";0,09;0,16
"carte";0,28;0,26
"terminer";0,09;0,16
"national";0,31;1,1
"florilège";0,38;0
"revoir";0,19;0,12
"final";0,13;0,28
"euro";0,03;0,4
"féminin";0,28;0,14
"2025";0,16;1,41
"café";0,28;0,12
"pain";0,28;0,12
"difficile";0,31;0,26
"cas";0,35;0,49
"chaud";0,13;0,16
"vache";0,38;0
"montagne";0,66;0,07
"passion";0,88;0,02
"valaiswallis";0,35;0
"paléo";0,28;0,02
"festival";0,88;0,19
"new";0,16;0,26
"york";0,13;0,21
"fois";0,57;0,66
"marque";0,09;0,35
"dès";0,38;1,08
"oublier";0,47;0,02
"homme";1,29;0,89
"tell";0,25;0,05
"quel";0,53;0,07
"jusqu_à";0,13;0,75
"évoquer";0,66;0,19
"sentiment";0,13;0,14
"fermer";0,13;0,42
"montreux";0,31;0,07
"the";0,09;0,47
"installer";0,31;0,26
"amateur";0,19;0,19
"football";0,69;0,26
"juin";0,28;0,23
"aucun";0,13;0,19
"ici";0,25;0,3
"départ";0,16;0,23
"stress";0,22;0,12
"10";0,35;0,66
"servir";0,38;0,09
"beaucoup";0,38;0,16
"1990";0,57;0,09
"car";0,44;0,12
"surtout";0,35;0,19
"28";0,03;0,21
"musique";0,97;0,21
"chaîne";0,09;0,23
"vive";0,28;0,02
"milieu";0,31;0,21
"scolaire";0,22;0,14
"bois";0,28;0,14
"besoin";0,06;0,28
"pied";0,25;0,12
"non";0,44;0,7
"26";0,03;0,26
"route";0,35;0,16
"rire";0,69;0
"jouer";0,35;0,26
"chemin";0,28;0,02
"physique";0,25;0,16
"important";0,25;0,42
"sportif";0,25;0,14
"prêt";0,63;0,07
"édition";0,22;0,42
"dérouler";0,06;0,21
"vendredi";0,22;0,96
"toutes";0,44;0,26
"celles";0,25;0,09
"période";0,13;0,3
"examen";0,19;0,09
"réussir";0,28;0,12
"soin";0,13;0,26
"étudiant";0,13;0,23
"sol";0,19;0,09
"aider";0,16;0,21
"moi";0,75;0
"jardin";0,28;0,09
"position";0,03;0,26
"tabac";0,41;0,14
"expliquer";0,19;0,52
"cacher";0,13;0,16
"considérer";0,03;0,23
"grave";0,09;0,28
"accident";0,09;0,47
"21";0,06;0,19
"janvier";0,06;0,45
"vd";0,03;0,26
"genevois";0,63;0,3
"immense";0,19;0,09
"naître";0,25;0,28
"culte";0,6;0,07
"europe";0,16;0,91
"noir";0,16;0,19
"5";0,35;0,87
"vidéo";0,13;0,37
"demander";0,22;0,7
"sexuel";0,19;0,56
"romands";0,38;0,21
"roi";0,28;0,12
"siècle";0,28;0,19
"inspirer";0,19;0,23
"9";0,16;0,3
"nuit";0,35;0,68
"quatre";0,06;0,61
"printemps";0,31;0,12
"1988";0,31;0
"mois";0,41;0,89
"tôt";0,03;0,26
"remporter";0,16;0,61
"nature";0,72;0,14
"poursuivre";0,09;0,21
"7";0,19;0,42
"chien";0,6;0,09
"maman";0,22;0,07
"mère";0,28;0,07
"total";0,09;0,16
"me";0,38;0,02
"1980";0,35;0
"abri";0,31;0,12
"renoncer";0,06;0,21
"souvent";0,19;0,84
"mauvais";0,19;0,09
"menace";0,13;0,16
"amende";0,06;0,21
"condition";0,13;0,47
"6";0,25;0,63
"objet";0,16;0,23
"projet";0,09;1,19
"12";0,22;0,45
"club";0,31;0,09
"emblématique";0,13;0,28
"genevoise";0,22;0,21
"identifier";0,03;0,35
"adepte";0,41;0,02
"comprendre";0,25;0,26
"quelque";0,44;0,12
"chose";0,57;0,12
"région";0,16;0,54
"week_end";0,13;0,35
"entraîner";0,16;0,26
"arbre";0,19;0,12
"choix";0,19;0,09
"tempête";0,13;0,26
"vent";0,16;0,16
"violent";0,06;0,21
"spectaculaire";0,09;0,16
"pluie";0,25;0,19
"pousser";0,19;0,19
"problème";0,16;0,16
"magasin";0,22;0,19
"venir";0,66;0,26
"marché";0,13;0,33
"boîte";0,22;0,12
"possible";0,16;0,21
"vente";0,13;0,42
"32";0,03;0,21
"franc";0,25;1,36
"exemple";0,16;0,16
"comportement";0,09;0,16
"automobile";0,35;0,07
"voisin";0,19;0,09
"français";0,57;0,73
"organiser";0,19;0,35
"24";0,57;0,28
"1981";0,31;0
"ancien";0,22;0,7
"unique";0,16;0,37
"coup";0,25;0,21
"delémont";0,03;0,21
"espérer";0,16;0,16
"ainsi";0,28;1,01
"moitié";0,06;0,35
"14";0,16;0,4
"attention";0,53;0,05
"droit";0,47;0,66
"vote";0,13;0,3
"devoir";0,66;1,73
"chef";0,16;0,14
"point";0,19;0,21
"produire";0,16;0,33
"contenir";0,03;0,33
"mener";0,06;0,54
"enquête";0,09;0,87
"domicile";0,13;0,21
"permettre";0,38;1,03
"ménage";0,28;0,12
"tsr";0,44;0,02
"risque";0,13;0,54
"90";0,35;0,16
"dont";0,28;1,17
"aérien";0,09;0,28
"au_dessus";0,13;0,16
"véhicule";0,09;0,16
"incroyable";0,19;0,12
"voyageur";0,19;0,09
"chanteur";0,47;0,12
"phénomène";0,19;0,42
"2000s";1,1;0
"air";0,31;0,14
"particulier";0,22;0,09
"snow";0,35;0
"chacun";0,25;0,07
"hiver";0,88;0,37
"adulte";0,06;0,23
"réunir";0,25;0,33
"défi";0,16;0,19
"preuve";0,19;0,09
"déclarer";0,13;0,28
"plateforme";0,03;0,26
"site";0,13;0,37
"géant";0,06;0,52
"information";0,13;0,23
"culture";0,13;0,23
"évolution";0,16;0,28
"impact";0,03;0,33
"laisser";0,57;0,28
"loin";0,35;0
"étape";0,22;0,21
"téléphone";0,28;0,02
"1999";0,31;0,02
"celui";0,28;0,12
"mercredi";0,06;0,87
"tester";0,03;0,21
"lorsqu";0,09;0,16
"estimer";0,09;0,42
"reconnaître";0,09;0,19
"futur";0,19;0,23
"fonds";0,16;0,28
"fondue";0,57;0,05
"membre";0,06;0,56
"lutte";0,13;0,21
"neuchâtelois";0,16;0,12
"sembler";0,44;0,12
"soldat";0,35;0,12
"sortie";0,19;0,19
"militaire";0,19;0,21
"juillet";0,19;0,14
"malgré";0,19;0,54
"rapport";0,16;0,66
"révéler";0,09;1,24
"banque";0,22;0,12
"officiel";0,09;0,45
"joie";0,31;0,05
"collection";0,13;0,14
"allemand";0,19;0,21
"accès";0,06;0,26
"nouvel";0,16;0,33
"conseiller";0,13;0,42
"message";0,19;0,14
"voix";0,09;0,42
"mars";0,16;0,19
"glace";0,22;0,07
"rouge";0,28;0,33
"recevoir";0,09;0,47
"chance";0,44;0,05
"mal";0,19;0,23
"face";0,44;1,29
"aide";0,19;0,42
"midi";0,13;0,26
"remonter";0,19;0,19
"électronique";0,03;0,23
"2024";0,06;0,75
"organisation";0,06;0,45
"moyen";0,19;0,16
"internet";0,31;0,09
"micro";0,19;0,09
"ami";0,28;0,02
"accord";0,03;0,56
"annonce";0,25;0,42
"président";0,19;0,96
"place";0,66;0,8
"breakdance";0,35;0
"meteo";0,31;0
"ciel";0,16;0,12
"rare";0,09;0,19
"rappeler";0,25;0,07
"agent";0,16;0,14
"figure";0,19;0,33
"appel";0,13;0,28
"1er";0,06;0,54
"débuter";0,03;0,21
"retro";0,72;0
"réalisateur";0,28;0,05
"aventure";0,31;0,12
"cave";0,06;0,19
"transporter";0,09;0,16
"importance";0,03;0,21
"pourtant";0,31;0,12
"reprendre";0,16;0,28
"dévoiler";0,09;0,3
"prix";0,41;1,01
"obtenir";0,03;0,26
"étranger";0,06;0,28
"célébrer";0,13;0,19
"double";0,13;0,23
"octobre";0,06;0,91
"info";0,19;0,09
"envie";0,31;0,02
"champignon";0,19;0,14
"nu";0,22;0,09
"six";0,03;0,28
"interroger";0,22;0,26
"professeur";0,19;0,14
"série";0,19;0,19
"complexe";0,06;0,21
"origine";0,06;0,21
"1987";0,41;0,02
"bernois";0,06;0,33
"tourner";0,16;0,16
"autour";0,31;0,28
"suite";0,13;0,75
"victoire";0,13;0,35
"technique";0,22;0,07
"actualité";0,19;0,16
"swiss";0,22;0,19
"contrôle";0,09;0,21
"olympique";0,25;0,07
"nouvelle";0,31;0,94
"lumière";0,13;0,16
"championnat";0,28;0,12
"berner";0,06;0,54
"autre";0,06;0,3
"campagne";0,22;0,47
"explorer";0,03;0,23
"concevoir";0,03;0,26
"gauche";0,09;0,4
"droite";0,06;0,28
"300";0,06;0,4
"zurich";0,16;0,45
"summer";0,35;0
"découverte";0,16;0,3
"extrême";0,06;0,19
"adopter";0,13;0,26
"côté";0,22;0,19
"dédier";0,13;0,19
"groupe";0,16;0,73
"comité";0,03;0,26
"billet";0,16;0,42
"célèbre";0,19;0,54
"victime";0,06;0,87
"minute";0,25;0,35
"européen";0,03;0,66
"prestigieux";0,03;0,21
"toucher";0,06;0,54
"susciter";0,16;0,42
"débat";0,13;0,28
"patient";0,09;0,21
"cause";0,06;0,35
"paysan";0,41;0
"annoncer";0,09;1,94
"direct";0,06;0,19
"seulement";0,19;0,49
"désormais";0,09;0,68
"but";0,03;0,28
"rejoindre";0,16;0,19
"joueur";0,22;0,3
"derrière";0,16;0,26
"frapper";0,06;0,33
"nombre";0,03;0,63
"repas";0,25;0,09
"sud";0,03;0,23
"france";0,31;0,66
"pollution";0,28;0,05
"environnement";0,16;0,26
"communauté";0,13;0,21
"expérience";0,28;0,28
"météo";0,22;0,07
"rétro";0,35;0
"salaire";0,09;0,16
"titre";0,09;0,49
"argent";0,25;0,19
"tendance";0,09;0,26
"conflit";0,03;0,26
"privé";0,09;0,23
"zone";0,03;0,37
"patrimoine";0,06;0,19
"ouverture";0,03;0,21
"mardi";0,03;1,05
"avril";0,16;0,23
"scientifique";0,06;0,23
"application";0,06;0,23
"enregistrer";0,03;0,35
"centaine";0,09;0,23
"grève";0,13;0,16
"alimentaire";0,03;0,37
"provoquer";0,06;0,3
"naissance";0,06;0,26
"exercice";0,19;0,14
"rapide";0,03;0,23
"danger";0,13;0,35
"70s";1,38;0
"60s";1,16;0
"2019";0,06;0,23
"90s";1,85;0,02
"cinema";0,31;0
"propriétaire";0,03;0,21
"représenter";0,09;0,28
"urgence";0,03;0,33
"trois";0,16;1,12
"ton";0,13;0,59
"romain";0,03;0,23
"plaindre";0,03;0,21
"musée";0,06;0,28
"accompagner";0,19;0,16
"sauvage";0,13;0,16
"apporter";0,06;0,21
"gros";0,09;0,19
"15";0,13;0,56
"pratique";0,16;0,16
"température";0,06;0,26
"attaque";0,09;0,49
"réserver";0,13;0,16
"manifester";0,06;0,26
"tournée";0,16;0,14
"climat";0,09;0,23
"langue";0,28;0,12
"italien";0,06;0,23
"album";0,09;0,19
"prochain";0,06;0,77
"population";0,13;0,73
"ère";0,06;0,37
"historique";0,03;0,3
"ssr";0,03;0,23
"pièce";0,16;0,16
"guy";0,13;0,19
"situation";0,06;0,47
"promettre";0,03;0,21
"cinq";0,13;0,8
"université";0,03;0,37
"vol";0,16;0,33
"moyenne";0,03;0,3
"politique";0,13;0,56
"parcours";0,09;0,16
"rôle";0,13;0,37
"bilan";0,03;0,26
"local";0,03;0,35
"concerner";0,06;0,54
"augmentation";0,03;0,26
"assurance";0,09;0,19
"maladie";0,09;0,35
"27";0,03;0,3
"skieur";0,09;0,19
"professionnel";0,16;0,33
"septembre";0,06;0,35
"centre";0,09;0,66
"social";0,06;0,98
"hors";0,13;0,16
"décrire";0,09;0,21
"seventies";0,41;0
"tomber";0,19;0,12
